0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
0.00526267+0.0200497j 0.00578538+0.0133827j -0.0220421-0.0288463j 0.00934029+0.00833806j 0.0165861+0.0300322j 0.00118648+0.00215673j -0.00357465-0.0143501j -0.0203006-0.0224909j 0.0499737+0.0163438j -0.0100387-0.00449338j 0.0163687+0.00679551j 0.0298813+0.0360384j 0.00717283-0.0168767j 0.0131003+0.0065873j -0.0101588-0.0154191j 0.032974+0.028544j -0.0547717-0.0420521j 0.0120739+0.0089314j -0.00725642-0.0382226j -0.0183701-0.0202068j -0.00937179-0.0145476j 0.0160204+0.00280905j 0.00790676-0.00844335j -0.0193994-0.0184175j 0.0228748+0.0186433j 0.00317412+0.00773994j 0.0101572+0.0178061j -0.00600369+0.000405362j -0.00391487-0.00514531j -0.00105144-0.000710194j -0.00214921-0.00127425j -0.0230764+0.01413j -0.00027161-0.00483383j -0.0105331+0.00522781j -0.0132003-0.00901751j -0.0276936-0.014948j 0.000211286-0.00593068j 0.00484978-0.00755439j 0.0106322+0.00502101j -0.00478864+0.00675958j -0.00541075-0.0222124j -0.00710836-0.0129005j 0.00265152+0.00503863j 0.0105889-0.00262559j -0.00260622+0.0227992j -3.74739e-05-0.00401517j 0.00325658+0.00225259j -0.0115262-0.003648j -0.00635639-0.00451437j -0.000653208+0.00477028j -0.00865028-0.0116846j 0.00624149-0.0101751j -0.00196181-0.016268j 0.0110255+0.00616057j 0.00869263-0.00422418j 0.00152631+0.00417224j -0.00573584-0.00616491j 0.00132657-0.0121345j 0.00182593+0.000332598j 0.0108941+0.00789591j 0.00639605+0.00412904j -0.00348899-0.000423618j 0.0094515-0.00454166j 0.00651815+0.00484159j 0.00744717-0.000739694j -0.000740091-0.00254595j 0.00202462+0.000824379j -0.00205343+0.00274241j 0.00644131-0.00646749j 0.00261317-0.00146521j 0.00824096-0.00940526j 0.0207609+0.00651481j -0.00542039-0.00789138j -0.00158234+0.00777727j 0.0042849-0.00871356j -0.0022399+0.00330313j 0.0107934+0.0143977j 0.00505323-0.0135621j -0.00102769-0.00281051j -0.00340544-0.00369853j -0.00835357+0.00710099j 0.0179343-0.0144052j 0.00274583-0.00233354j -0.0180808-0.00511873j -0.00616257+0.00702239j -0.00136979+0.00472254j 0.0119943-0.000729099j 0.00415703+0.0134806j 0.0139289-0.00321646j -0.00823672+0.00340775j 0.0145068+0.0165317j 0.000567668-0.00044915j 0.00524826+0.00155661j -0.00342135-0.00918597j 0.00830089-0.0128589j 
-0.007156+0.0070949j -0.00152151+0.000402389j -0.00112995-0.0121945j -0.000622232-0.00173132j -0.00447668+0.0124599j 0.00916357-0.0105739j 0.00842023-0.0108795j -0.0134112+0.0112398j 0.015719+0.00398461j -0.0055807-0.00203973j 0.0079175+0.0485672j 0.0194397+0.0129738j 0.00329094-0.0296821j -0.00742143-0.0181267j -0.00428716-0.0275241j -0.0351312+0.0305456j 0.00635014+0.0682818j -0.0212658+0.0136756j -0.0260632+0.0240453j -0.0680123+0.00930496j -0.0227889-0.05078j -0.00295483-0.0459704j -0.0258411+0.00659601j -0.00954376+0.0312841j -0.00985119-0.0114054j -0.000218922+0.000455206j -0.00506016-0.0245177j -0.0184742+0.00143793j 0.00492371-0.0060314j -0.00177526-0.00380769j -0.00429996+0.000279149j 0.00307709+0.00271246j 0.00189363-0.00710886j 0.00343651-0.000850626j -0.0126924-0.0168147j -0.0190876+0.00298264j -0.000269079+0.0175614j -0.00510017-0.0124516j -0.0106733+0.0025412j 0.00963839-0.0167474j 0.0157487-0.00860941j -0.00512244+0.00527856j -0.0144526+0.014493j 0.0118458-0.0130678j -0.0156382+0.00903438j -0.00670961+0.0209139j 0.0094832+0.00791989j -0.00648773+0.00528475j -0.00513712+0.00243945j -0.00842551+0.00217378j 0.00668057+0.0103027j -0.0171192+0.000316842j 0.00524312+0.00559311j -0.00600283-0.000340499j 0.0042246-0.00461119j -0.00119053+0.00209546j -0.00463473+0.0101098j 0.0108968-0.00250926j -0.00438839+0.00800962j -0.00675194-0.00506421j 0.000551039-0.0184709j 0.00054241-0.00310446j -0.00641883-0.00687343j -0.00543675-0.000213971j 0.00942767+0.00539764j -0.00991378-0.00293582j -0.000181192+0.00192776j -0.00808541+0.00386352j -0.00475841-0.00438692j -0.00225489-0.0112392j 0.00877906-0.0110016j -0.00121297-0.00555901j -0.0165462-0.0020651j -0.00204842+0.00639667j 0.00177915+0.0146688j 0.00193004-0.00329461j 0.00842212+0.00402421j 0.0115266+0.00423386j 0.00959762+0.00803926j -0.0194826+0.0209523j 0.0161107-0.0153612j 0.00447226-0.011345j -0.00915937-0.00595209j 0.0135066-0.0134058j 0.00756035-0.0275558j -0.0104635-0.00366922j -0.0114396-0.0128374j -0.0323597+0.0025316j 0.00931906+0.00319505j -0.0102874-0.0133537j -0.00515306+0.00178498j 0.0108478+0.00540748j -0.010584+0.0134992j 0.00043257+0.00448093j 0.00817327-0.00240844j 
-0.0244751-0.0165829j -0.015198-0.012016j 0.0357102+0.00714812j -0.0039618-0.00198452j -0.0455275-0.0239968j -0.0170903-0.0172873j 0.00202035-0.0163776j 0.00704938+0.015627j -0.035124+0.00600598j 0.0336208-0.0192446j -0.0379437-0.00312157j -0.0473259-0.0040642j 0.00919105-0.0226807j 0.0136294-0.0472701j 0.0285085+0.018276j -0.0275938+0.0196017j -0.0325557+0.0502145j -0.00226131-0.028397j 0.0313573-0.000819317j -0.0394912-0.012164j -0.060699-0.0239246j -0.0200711-0.0385168j -0.00982308-0.0114761j 0.0313638+0.0400261j -0.0482467-0.0155084j -0.00245863+0.0223963j -0.00953461-0.0110026j -0.000602626-0.00196381j 0.00419097-0.0078485j 0.00387344-0.0119415j 0.0036727+0.00124204j 0.00265556+0.0152187j -0.0127515-0.00857233j 0.00228016+0.012432j 0.0136067-0.00454465j 0.0188477-0.000850431j -0.00521296+0.00924409j 0.0090324-0.000715474j -0.00316928+0.00363755j -0.00686428+0.0161868j -0.00384013+0.00618892j -0.00193967+0.000401948j 0.00179168+0.00253638j 0.00224835-0.00150103j 0.0137607-0.00534185j 0.00771715+0.0162742j 0.00884404+0.00609942j 0.00376141+0.00662514j -0.00748734-0.00433495j 0.0039999+0.00111363j 0.0112299-0.00536062j -0.00694859-0.0239212j 0.0152061-0.00772006j -0.00706355+0.000881661j -0.00429849-0.00364986j 0.00192653-0.000226243j 0.00569764+0.00649632j -0.00610955-0.00463208j 0.0031386-0.00555088j -0.00490621-0.00349875j 0.00380516-0.0131794j 0.00393144+0.00362042j -0.000935866-0.0107161j 0.00357642+0.00288319j -0.000539934-0.00265323j 0.00356827-0.00501157j 0.00625808-0.00202149j -0.00796521-0.00425401j -0.00546363+0.00569393j -0.00113939+0.00135531j 0.00810155-0.0107226j 0.00122313-0.00149507j 0.0025757+0.00113712j -0.000285638+6.57734e-05j -0.00843705+0.00367264j -0.0186284-0.00243922j 0.000846255-0.00863091j 0.00534155-0.0124425j -0.00278726+0.00989122j -0.000619386+0.0085859j -0.00109204+0.00883543j -0.000205316-0.0106081j 0.00736479-0.0045929j 0.00529333+0.00812764j -0.0169547-0.00790068j 0.00353547-0.0114564j 0.00257675-0.00340344j 0.00176022-0.000352459j 0.00160623+0.000507734j -0.0102673-0.0188193j -0.0123249-0.0132654j 0.00348539+0.0117209j 0.0167463+0.00615255j 0.0104385-0.00777611j 0.000163872+0.0166397j 
0.00910464-0.00431786j 0.00846635-0.00443796j -0.0198742+0.0228971j 0.0124653+0.0263667j -0.00404442-0.0255844j 0.00558753-0.0162911j -0.069491-0.0254774j 0.0294924-0.0163445j -0.00179196-0.00660362j -0.00335021+0.00901137j 0.0538052-0.00786465j -0.00414769-0.0667831j -0.063796-0.0194001j -0.0202143-0.0353939j -0.04106+0.0118141j 0.0129766+0.0184577j 0.0221528+0.0228715j 0.0683739+0.0524201j 0.016367+0.0111671j -0.0367102+0.0312364j 0.0339007+0.0875457j -0.00935449+0.0344308j -0.0320089-0.0127691j -0.0298139+0.0218343j 0.00785731+0.0040854j -0.00233212+0.00292607j -0.0231474+0.00652433j -0.00396855+0.0220678j 0.000997408-0.00925359j -0.01574-0.00289282j -0.0115571+0.00274641j 0.00526102+0.00972311j 0.00437075+0.00123868j -0.00661976-0.00373399j -0.00704312+0.0272503j -0.00495651+0.0133603j -0.00204669-0.0140095j 9.71301e-05+0.0223474j -0.00703577-0.00371574j -0.00553739+0.0109726j 0.00679488-0.00135682j 0.00777339+0.00404437j 0.0101782+0.0129758j -0.00497264-0.000290668j 0.00118542+0.000904949j -0.0136585-0.00818408j -0.0068119+0.00184569j 0.00940194+0.00980069j -0.000365434-0.00545728j 0.0146432-0.00169388j 0.00498109-0.00815838j 1.9323e-06+0.0124909j -0.00758675+0.0116039j -0.00368613+0.00633012j -0.000513219-0.00927603j 0.0032153-0.00316983j 0.00268727+0.00617408j -0.007761-0.00371535j -0.00317372+0.00131891j 0.00572909-0.00214322j -0.00335083+0.00402334j 0.00533737+0.000573026j -0.00506531+0.0109037j -0.00344411-0.00570142j -0.000358757+0.00291062j -0.00273369+0.0131349j -0.00463696-0.00723056j 0.00112198+0.00852934j -0.000802005+0.00361647j 0.00439302+0.00183761j -0.00244322-0.0100495j -0.00745786+0.00427963j -0.0144545-0.00609107j 0.000951912-0.0107996j -0.00655668+0.00175802j -0.00394529-0.00963651j 0.010477+0.00378398j 0.00853444+0.00290468j -0.00071869+0.0165408j 0.000538584+0.0100048j -0.00515347-0.0127227j -0.00463142+0.00113819j -0.00503348+0.0150528j -0.0063372-0.0104934j -0.00227243-0.00389582j -0.00348766-0.02144j -0.000264495+0.0036237j -0.0023711+0.0106097j -0.00845424-0.013267j -0.000152176+0.00973535j 0.00872852-0.00547538j -0.00329704+0.0194143j -0.0040618+0.0135487j -0.00863827+0.0147614j 7.93432e-05-0.00994483j 
0.0143785-0.0055836j 0.000337384-0.014131j -0.0113978+0.01956j 0.00876654-0.0172268j 0.0273652-0.0154519j 0.00735745-0.00913068j 0.000393675+0.00621496j -0.0217471+0.00194622j 0.0186132-0.0333146j 0.00644338+0.00880123j -0.000656312-0.00296548j 0.0283526-0.0255342j 0.0229309-0.016339j 0.0184636-0.00577999j -0.0117712+0.0116455j -0.0386185+0.0440964j -0.0262512+0.0244667j 0.0291302+0.0248443j 0.0160623+0.0383425j 0.0232333+0.0384481j 0.00785967-0.0544574j 0.0151145-0.0372402j 0.0245134+0.00935508j -0.038453+0.0490385j 0.0347171-0.0403256j -0.00262066-0.00752091j 0.0171543-0.0291579j 0.0034446+0.0157692j -0.0127172-0.0109906j -0.000811813-0.000738609j -0.00173505+0.00573509j -0.0051984+0.00380034j -0.00736279-0.00650342j 0.00709083+0.0023542j 0.0076328+0.00561454j -0.0143933+0.016153j 0.0040829+0.00467705j -0.00282573+0.0024583j -0.00702782-0.0078343j 0.00254456-0.0158566j -0.00284272+0.00492106j -0.00919308+0.00534118j 0.0144026+0.0189413j -0.0058934-0.0107904j 0.00492497+0.00654551j 0.00857081+0.0112431j -0.00838835+0.0169588j -0.0115741-0.00287668j -0.0111381-0.00261861j 0.0131793-0.0025725j 0.00691447+0.00944556j 0.00157715-0.018457j -0.00239257+0.00751178j 0.0108009+0.00780233j -0.0165916-0.0174279j 0.00163049-0.00954317j 0.006089+0.0205537j 0.00821626-0.00494542j 0.00854612+0.0021405j -0.00161398-0.0153873j -0.00124645-0.0201585j -0.00479261+0.00730983j -0.000206652-0.00966459j 0.000608109-0.00533109j -0.00130638+0.00411237j 0.0087029-0.00131269j -0.00575367-0.00873981j 0.00147401+0.00838358j -0.00377146-0.00133992j 0.00575797+0.00109696j -0.0178266-0.0170109j 0.00911468+0.00792411j 0.015715+0.00662719j -0.00126993+0.00302168j 0.00270132+0.000615045j 0.0151244-0.00396847j -0.000372403+0.0070556j -0.000947777-0.0182457j -0.0154875-0.00347949j -0.00381257-0.00993613j 0.00542564-0.00668529j 0.0103691-0.0109343j -0.00843097-0.000534225j 0.00653023+0.0136765j 0.00757172+0.0238024j 0.000655287-0.0061006j -0.00234903+0.00104291j 0.0106896+0.00149065j 0.00545866-0.00912025j 0.0063163-0.0151705j 0.00175987-0.0188842j -0.0015009-0.00203296j -0.00215662+0.0124148j -0.00269508+0.0143402j -0.0171334+0.0158344j 
-0.0147789-0.0208376j 0.00322764+0.0107391j 0.0198061-0.00690649j -0.000237317+0.00422796j -0.0291763-0.022199j 0.0283997+0.0254165j 0.0267045+0.00453425j 0.00656864-0.02144j -0.0332682+0.0044137j 0.0164248+0.0201964j -0.0362819+0.0365889j -0.0101832-0.0157305j 0.0218166-0.00834854j 0.0154116-0.00682343j 0.0720414-0.0267093j -0.053456-0.0338571j -0.03273-0.0548086j -0.0613877-0.032405j 0.0104096-0.058478j 0.0536659-0.0712358j 0.0597073+0.0815391j -0.00165399+0.0333206j -0.0231882-0.0735772j -0.0112429-0.0470702j -0.0177802+0.00780397j -0.0132819+0.00281087j 0.026378+0.00253805j 0.0091145-0.0112034j 0.00724064+0.0130056j 0.00107266+0.00942669j 0.0100685+0.00167467j 0.00564171-0.00280111j -0.0130776+0.00629085j 0.00278787-0.00843021j 0.0108166-0.0144816j 0.00671185-0.0232857j 0.0081977-0.00517544j -0.00166245+0.0045499j 0.00604694-0.00990737j 0.000319348-0.00642953j 0.00479876+0.0134939j -0.0062445-0.002334j -0.00817018+0.00259046j 0.0179732+0.0270219j -0.00310379-0.00328258j 0.0013853-0.00607615j 0.0062789-0.00484202j 0.00147565+0.00451068j 0.00306226-0.00830031j -0.00619998-0.0138156j 0.0062244-0.0116813j 0.00690813-0.0162662j 0.00771224+0.00664346j -0.00935508-0.00426138j -0.000763802+0.0111974j -0.0116411+0.00928949j -0.0039014-0.00358223j 0.0171072-0.0199341j 0.00568756-0.00358919j 0.0032135+0.00155317j -0.00682348+0.0125645j -0.0029286-0.000495691j 0.00680973-0.0052606j 0.00112575+0.00506363j 0.00233328-0.00287321j 0.00526872+0.00153567j -0.000117083-0.00871755j 0.00394023+6.4019e-05j 0.00248065+0.00222859j 0.0049369+0.00595605j -0.00435047+0.00552302j 0.00294983+0.00284932j 0.00552957+0.00480334j -0.00258585-0.00973097j 0.00373341+0.00140376j 0.0130978-0.00647929j 0.00360667-0.00475689j -0.00534538-0.00672034j -0.0135143+4.22275e-05j -0.00634066-0.0144925j -0.0106643+0.0169767j 0.00359599+0.00137092j -0.0103513-0.00135088j -0.00485542+0.00544922j 0.0165128+0.0185255j -0.00225961-0.00705766j 0.0137575+0.0258219j -0.0130528-0.00428497j -0.0142285-0.00780033j -0.00914916+0.0026859j 0.00374896+0.0297271j -0.00664863+0.0270414j -0.0164203-0.00587622j 0.00476328-0.0154218j -0.00207445-0.00930917j 
-0.00207168-0.000334887j -0.00967622+0.00738513j 0.0205228-0.0139218j 0.00152568+0.00178851j -0.00864593+0.00896983j -0.0103853+0.00753905j 0.0169671-0.0108831j -0.0244693+0.00771348j -0.00778258+0.00844542j 0.0174057+0.0184527j 0.00403758+0.0130731j -0.0128227+0.00461413j -0.000219806-0.00656299j -0.026083+0.0273856j -0.0404646-0.06364j 0.026427+0.0140574j 0.0504384-0.0679272j 0.0402338+0.0278743j 0.0138571-0.00345422j 0.0198531-0.00419454j -0.0639028+0.058009j -0.00679027+0.0366381j 0.0272404-0.00183147j 0.0468663-0.0441713j -0.0190204+0.024312j 0.00189413-0.00822408j -0.0199386+0.00996735j -0.00371176+0.00260634j -0.0050439+0.00371411j -0.000343925+0.00686151j 0.0186229+0.0064944j 0.00890363-0.0136561j 0.00283059+0.00321181j -0.00367862-0.00857572j 0.00388302-0.00712977j 0.0123577-0.00608356j 0.00391453-0.00158413j -0.0196817-0.000883372j -0.00842429-0.000502408j -0.0125302-0.00981645j -0.00694621-0.0162268j 0.00408727-0.00700163j -0.00363333+0.000412421j -0.0080105+0.0116476j 0.021252-0.00310763j -0.0037641-0.00798276j 0.00020293-0.00690696j 0.0122061+0.00794384j -0.00436682-0.00238397j -0.00401226-0.00202521j -0.00429219-0.0113059j 0.006943+0.013745j 0.00307428+0.00584106j 0.00613114+0.00401809j -0.0188078+0.0122216j -0.0062241+0.0110714j 0.00409283+0.00330378j 0.00219551-0.00703558j -0.00496368+0.000825565j -0.00809691+0.00496802j -0.00728116+0.0153628j 0.0039669+0.00653432j -0.000450044-0.000240796j -0.00266841+0.00231538j -0.007522+0.00326351j 0.00843638+0.00294486j -0.00963968-0.0114025j 0.00893162+0.00927042j -0.0049315-0.000212844j 0.00423185+0.00852346j -0.012956-0.00108012j 0.00470631+0.0121904j -0.00183427+0.00188341j -0.000965748-0.00345479j -0.00137002+0.00370392j 0.0117917-0.0044993j -0.00269755+0.00456142j 0.000903996+0.010192j 0.00215909-0.00240752j -0.0156359+0.00399987j -0.0114965+0.00857875j -0.00771144+0.00838722j -0.00343894+0.0102156j -0.00751671-0.00569587j -0.0105139+0.014862j -0.0130107-0.00395747j -0.0205845+0.00798796j -0.00518321+0.0102341j -0.0159659-0.00686489j 0.00317913+0.00162565j -0.00517327+0.00700455j 0.00109609-0.00631226j 0.0116471-0.0147066j 0.0142727-0.0135721j -0.00369994-0.0131449j 
0.0248109-0.0072803j 0.00107185+0.00244251j -0.00987039-0.0107126j 0.0238687-0.00408296j 0.0374657-0.0298679j -0.014009+0.00429991j -0.0250984-0.0296118j 0.00961886+0.0147618j 0.0451429-0.0210667j -0.0189203+0.00723093j 0.00871824+0.00874118j 0.0294199-0.0286065j 0.00117747-0.0185183j -0.00366601+0.0067424j 0.0077322-0.00754743j 0.00497868-0.00907952j 0.0399917-0.00506301j 0.0502595-0.0436716j 0.0474247-0.0628232j 0.0775021-0.146871j 0.0484567-0.0457962j 0.010803-0.0374002j 0.0581422-0.0765601j -0.0176203+0.000562448j 0.046655-0.0376949j 0.00188352-0.00327416j 0.00351415-0.0240602j 0.0077844-0.00981002j -0.0244637+0.0247777j -0.0160205+0.0105015j -0.0083872-0.000128405j -0.0065304+0.0148869j 0.00196575+0.000595431j 0.00238632-0.00362673j 0.0109238-0.0116538j -0.0127112+0.00730773j 0.0182024-0.0110126j 0.000985851-0.0139791j -0.0117123-0.00245592j -0.00947063-0.00849925j 0.0148478+0.00573608j 0.00814414+0.0028994j 0.00740182-0.00346523j -0.0177964+0.0015878j -0.0175009+0.00208313j -0.000799573-0.00163812j -0.00394768+0.00815031j 0.00734935+0.00760338j 0.00518962-0.00582138j -0.00276812-0.00456629j -0.00804686-0.00305497j 0.0234201-0.0233338j -0.0095763+0.00330491j 0.00297358-0.00631498j 0.00562597+0.015447j -0.00586723+0.0128779j -0.0102404-0.00520586j -0.00146849-0.00843957j -0.00751463-0.000360549j 0.00530148+0.0109167j 0.00284362+0.0192812j 0.00458955-0.0125568j 0.0115172+0.000352048j -0.000228119+0.00288056j -0.00518241+0.001034j 0.00622917-0.00379945j -0.00785216+0.0116224j 0.0071369-0.009879j -0.0049407-0.00400424j 0.00126514-0.00265833j 0.0027078+0.00854239j 0.00333327-0.00814809j -0.0121235+0.00954227j 0.000185836-0.00179032j -0.00356835+0.00132231j 0.00361896-0.000389199j -0.00228681+0.00413766j 0.00845436+0.000421267j 0.0156928-0.0070158j 0.0180385-0.00194996j 0.00882865+0.00431388j -0.00837732-0.0020965j 0.00168325+0.0106587j -0.000419765+0.00699399j -0.0170286-0.0115492j 0.00157439-0.0141943j -0.0108835-0.00581528j 0.0129011-0.0106285j -0.0252208-0.000437683j 0.00737665-0.014592j -0.000593472+0.0194928j -0.0148865+0.0361999j -0.013851+0.00853387j 0.00203951-0.0253262j -0.0178636+0.0100959j 
0.000320991-0.00564011j 0.000384415-0.00236333j -0.0160954-0.00198247j -0.0247333-0.0108292j 0.0149415-0.00507344j 0.00265395+0.00987192j 0.0329766+0.00126515j 0.000906651-0.0129723j -0.0088532-0.0039865j 0.0122182+0.00737742j 0.00851-0.0170312j 0.0144137-0.0062612j 0.0433465+0.000420831j 0.0238123+0.0469459j -0.00337663-0.00943575j -0.030541+0.0765612j -0.0330067-0.0699612j -0.0510962+0.0523558j -0.000370937+0.0162238j 0.00380844+0.0289793j -0.0634914-0.000149017j -0.0112232+0.0225485j 0.00729207+0.00310386j 0.00382556-0.00691402j 0.00705139+0.00809968j 0.00188514-0.00184309j 0.00799386-0.00710964j -0.00381721+0.000250226j 0.0166309-0.00435389j 0.0113776+0.00554709j 0.00671202+0.00378993j 0.00336714-0.022787j 0.00345594-0.0089099j 0.00262389-0.0172848j -0.015317+0.00272854j 0.00908052+0.0043991j 0.00597948-0.00436481j -0.00201129+0.00325915j 0.00916193-0.00585825j 0.00832352-0.01518j 0.00247131-0.00989096j 0.0113447-0.00982786j -0.00193636+0.0101316j -0.00719531+0.00869131j 0.00112978+0.00914008j 0.00165093-0.0204737j -0.00228577-0.00521494j -0.0108143-0.00677527j 0.00167921+0.00465421j 0.0018782+0.000878622j -0.00526565+0.0108276j 0.00143908-0.00292468j -0.0126461-0.00819573j -0.00791885-0.0038847j -0.00364176-0.00385796j 0.000126459-0.00520113j -0.00697104+0.00595128j 0.00256738+0.0132421j 0.00694524+0.0105371j -0.00131976-0.00499375j -0.00159364+0.00356564j 0.00319317-0.00645214j -0.00444742+0.00399186j -0.00179634-0.0132428j 0.0033924+0.00254998j -0.0127425+0.00407689j 0.00093688+0.00201947j -0.00469305-0.00490608j 0.00464375-0.00557393j 0.00164599-0.00318159j 0.00105434-0.00289499j -0.00315996+0.0105505j -0.00556928+0.00303377j 0.00329171-0.00222434j -0.0140806+9.97623e-05j -0.0103324-0.00493006j 0.00419602+0.00408097j -0.00988478+0.00856971j 0.011047-0.0202147j -0.0109411+0.0055552j 0.0126942-0.00303641j -0.00606899+0.0207994j -0.0249386+0.00180211j 0.00269604-0.00463969j -0.0064434-0.0169394j 0.00378194+0.00435515j -0.0125176+0.00497385j 0.00495941+0.0149691j 0.010867+0.0170165j -0.00281389+0.00587102j 0.000184424-0.00247591j -0.0115682+0.0104148j -0.00412555+0.00799208j -0.00670772+0.00759434j 0.00621967+0.00213484j 
-0.0142232-0.0133538j 0.0208547+0.00240202j 0.00266773+0.00136618j 0.0199704-0.00826888j -0.0423527-0.00949222j 0.0254927-0.00233602j -0.0274482-0.0129292j 0.00222817-0.00893991j -0.00402875-0.0429973j 0.030654-0.0155575j 0.00863424+0.0208756j -0.0369101-0.0310078j 0.00199046-0.0444494j 0.0196678-0.000230125j 0.004425+0.0118227j -0.0252614+0.0593795j -0.0172379-0.00767339j -0.00247146+0.022844j -0.0123359-0.0140099j -0.0162901+0.0166159j 0.11053-0.0753078j 0.0426893-0.0500923j -0.0635472+0.00198766j -0.0388818+0.0327683j 0.00920039-0.0435513j -0.00321086-0.0102722j 0.0203572-0.00821457j 0.00506105+0.0152567j 0.0102473-0.000303369j 0.00683821-0.00118647j -0.0119396+0.0189571j 0.0092937-0.00475295j 0.00399492-0.0111967j -0.00985265-0.0109858j 0.0177892-0.0074757j 0.00330499+0.00419463j -0.00658866-0.00973963j -0.00535035+0.0128895j 0.0103798+0.00811403j -0.00173354-0.000268697j -0.00190055-0.00707513j 0.0100416+0.00146182j 0.0096998-0.00239664j 0.0183133-0.0015799j -0.00656678+0.0104355j 0.014087+0.0138455j -0.00103655-0.00174128j 0.00899018+0.00628129j -0.000147931+0.00108564j 0.00141292-0.00228118j -0.00476503-0.00435942j -5.9941e-05-0.0117669j -0.00901092+0.00521568j -0.00499772-0.000796069j 0.009742+0.0101282j 0.00602312+0.0112555j -0.0066915+0.0160509j -0.00813019-0.01152j 0.00541736+0.0041122j 0.0181769+0.0128427j 0.0128441-0.00328175j -5.80243e-05+0.00991079j -0.00415684-0.00806298j 0.0119039-0.0131527j 0.002505+0.000641399j -0.00148668-0.0133254j -0.0105129-0.00370467j -0.0048628-0.00826014j 0.00564354+0.0023064j 0.0119404+0.00460327j 0.0160872-0.0086625j -0.00668552+0.0049961j -0.00929719+0.0119352j 6.84528e-05-0.00430999j -0.00528957+0.00993212j -0.000663063-0.00343349j 0.00386788-0.00496289j 0.000807916+0.0033402j -0.010855-0.0154868j -0.00946237-0.00950954j -0.00306733-0.00305972j -0.00614663+0.0024668j -0.00195345-0.00323642j 0.0146723-0.00857013j 0.00080908-0.00355105j -0.0054773+0.000850463j 0.0165128-0.00923756j 0.0177046+0.0136451j -0.0119834+0.00256025j -0.00027454-0.0211636j 0.00484581-0.00416944j 0.0200618+0.0076559j -0.0108713+0.0168213j -0.0141356-0.00175906j 0.00216087+0.0221155j 
