0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
-0.000666844+0.00428465j 0.00247437-0.00169932j -0.000208077+0.00485468j 0.000164347-0.000133293j -0.00129984+0.00671025j -0.00302909-0.000698024j -0.00213057-0.0033356j 0.00153705+0.00363648j 0.0067237+0.0115491j 0.00214118-0.00653533j 0.00238434+0.00831064j -0.000997067-0.00715427j -0.0046184+0.000575379j -0.00216586+0.00578367j -0.00991019+0.00419692j 0.00828255-0.00321544j 0.00531906+0.00187191j -0.0043785+0.00551498j -0.00700861+0.0134894j -0.0029924+0.00516158j -0.00701602-0.00732118j -0.0048293-0.00327362j 0.00121637-0.00763225j 0.00281958-0.00745325j 0.00381304-0.0247896j 0.00777916-0.00228073j 0.000657203+0.000584898j -0.00258362+0.00164265j -0.000476427+0.0103104j -0.00518505-0.0366392j -0.0052202+0.00270287j -0.00358412+0.00528961j -0.011922+0.00437483j 0.00274652+0.00963413j -0.00693832+0.00297758j 0.00908941-0.00811751j 0.00985247+0.00165094j -0.00325814-0.0142037j 0.00544196-0.00150284j -0.0116522-0.00644514j -0.021776+0.00379793j 0.00577177-0.00803986j 0.0018335+0.00385166j -0.00587556+0.00312642j -0.00545531+0.0060999j 0.0161983+0.0072989j -0.00688103+0.00744894j -0.00388118+0.00271133j 0.0067789+0.00139109j -0.00143471-0.00559167j 0.00241267+0.00222752j -0.00410347-0.00631315j -0.00397674-0.00274786j 0.0116596-0.0019036j 0.00452692+0.00566474j 0.00423408-0.00216196j -0.00367306+0.0076398j -0.00451788+0.00481143j 0.00122285-0.00191686j -0.00197055+0.0020737j -0.00419833-0.00338172j -0.00207132-0.00281247j 0.00436859-0.00356294j -0.00366079-0.00769533j 0.000305351-0.000565142j 0.00206274+0.00152973j -0.00303379+0.000111879j -0.000148932-0.00455569j -0.000291194-0.00202242j 7.70336e-05+0.00419746j 
0.000634682-0.00276088j -0.0010002+0.00292183j 0.00107262+0.00184842j 0.000263241-0.00198837j -0.000206374+0.0036045j -0.000250802-0.00192152j 0.000675577+0.00798281j 0.00320651+0.00454789j -0.00372016+0.00126492j 0.00216725+0.00952738j -0.00181996+0.0014573j 0.00249843+0.00912245j -0.00226065-0.000153018j 0.00121189-0.00277396j 0.00213706+0.00905883j 0.000528864+0.00689057j 0.0035993+0.00822626j 0.00608383+0.00786342j 0.00473993-0.0138329j -0.00793611-0.00836622j 0.0108568+0.00749992j 0.00479163-0.0104257j -0.00676595-0.023481j 0.00254242+0.00310322j 0.00869183-0.00769073j 0.00216938-0.00481837j 0.00153524-0.012125j -0.00260289+0.00886998j -0.000233194-0.0154099j 0.0146151-0.00279733j 0.00645725-0.012478j -0.00124996+0.0177031j 0.0102905-0.0127083j -0.00670562+0.00758614j -0.00948289-0.00928511j 0.00119454-0.00390568j -0.0096068+0.00965724j 0.00625283+0.00193916j 0.0125849-0.00298928j -0.000541429+0.0139564j 0.0074201-0.0012146j 0.00323338-0.00102865j -0.00944735+0.0131431j -0.00216662+0.00264205j -0.00260261-0.00152179j -0.00512527-0.00621256j 0.000807457-0.0036783j -0.000369547+0.00435209j 0.00133977-0.000598198j -0.000911475+0.00526028j 0.00556714-0.00443983j 0.00107237+0.00605045j 0.00103885+0.00121816j -0.000846923-0.0057276j -0.00645071+0.00052291j -0.00322029-0.000921357j -0.00253234-0.004281j -0.00631365+0.00308595j -0.00176639+0.00612559j 0.00154749+0.000777187j 0.00260582+0.0018369j -0.000544682+0.0056414j 0.00282064-0.00392364j 0.00276088-0.000131922j -0.00298757+0.00149965j 0.000266447-0.0011561j -0.000226168-0.000222689j 0.0012962+0.000240486j 0.000793907-0.00195884j -0.00219967-0.0011345j 
0.00032295-0.000756705j -0.00137314-0.00197786j 0.00128815+0.00403176j -0.00036001+0.00145658j 0.00144486-0.00193603j 0.00185309+0.00270768j -0.000963843-0.00431143j 0.000839873+0.00409747j -2.0379e-05+0.00253067j -0.00126133-0.00322084j 0.000617763+0.0108855j -0.000860502-0.0106051j 0.000950391+0.00550276j 0.00407746+0.00515126j -0.00124477-0.00673851j -0.00632817+0.0022436j -0.00653854-0.00754451j -0.00913881-0.00524497j -0.0118145+0.00104717j 0.00116548-0.0152567j 0.00509779+0.00720098j 0.00159114+0.000547408j -0.00687631-0.0123339j 0.00768391-0.00558455j -0.00178539-0.00395298j -0.000647611+0.0118963j -0.00813444-0.0262979j -0.00225964+0.00336276j -0.00207895+0.0042631j 0.0229835+0.00818588j -0.00931464+0.00534646j -0.00621143+0.000562471j -0.00263921+0.0164825j 0.00440647-0.00745138j 0.0023469+0.000939546j 0.0078545+0.00582784j -0.00442741+0.0052999j 0.00515795+0.00485337j -0.00973597+0.00402866j 0.00340266+0.0151888j 0.0013654+0.00090445j 0.0105857+0.0061919j -0.0033726+0.00812644j -0.00909746+0.00316451j -0.00364237-0.00644397j 0.000270861+0.000636809j -0.00488047+0.00440864j -0.000677544+0.00320044j -0.00224277+0.00463288j -0.000652828-0.00815755j -0.000672324+0.0045498j 0.0124666-0.00518402j 0.00209832-0.00140859j -0.00354273+0.00285629j 0.00114864-0.00344215j 0.00271275+0.00264343j -0.0026179+0.00222538j 0.000709338+0.000756783j 0.00169407-0.00442416j -0.00308297+0.00772207j 0.0011501+0.000470056j -0.00177422-0.00129865j 0.00176648-0.00278056j -0.00103094+0.00254479j 0.00233822-0.00353397j 2.47567e-05-0.00284524j -0.00209871+0.000808352j 0.00133614-0.00214634j -0.000527696+0.000270817j 0.000534625-0.00136481j 
-0.000144256+0.00168544j -0.00118853+0.00216253j 0.00151214+0.0037514j 0.000546899-0.00378925j 0.000479257-0.00291728j -0.000151633-0.00112879j 0.0012381-0.00056038j 0.00258431+0.00349626j -0.00184036-0.00492437j 0.000361316-0.00922124j -0.0011005-0.0105972j -0.000514737+0.000919067j -0.000364544-0.00920971j 0.00292852+0.0134287j 0.00712649-0.00513341j -0.0161053-0.0156896j 0.00209255-0.00243756j 0.00263918+0.00308661j 0.00291829-0.012025j 0.00720756+0.0113137j 0.00168454+0.00912166j 0.0037768-0.0115394j -0.00346192+0.0002739j 0.000447362-0.00734232j 0.0117765-0.0245031j -0.00959012+0.000792853j 0.012354+0.010461j 0.00399632-0.00565384j -0.00618296+0.0279482j 0.00802621-0.0168095j 0.00996314+0.000464034j 0.00192153-0.00288136j 0.00442219+0.00549895j 0.00151635-0.00175181j -0.00383495-0.00387496j -0.00163707-0.0197249j -0.00548731+0.007788j 0.00585603+0.00394052j -0.000415329-0.00745518j -0.00177873+0.00896736j 0.0137413+0.000864877j -0.00130117-0.0064323j 0.000827132-0.00918695j 0.00245659-0.0114413j 0.000865468+0.00143965j -0.00128407-0.00297806j -0.0027724+0.00682208j 0.00121722+0.00375018j -0.00361257-0.00758906j 0.0119017-0.00524822j -0.00320911-0.000592616j 0.00429493+0.00954927j 0.000145293-0.00181019j -0.00165424-0.00441941j -0.00308488-0.00955057j -0.00518774+0.00416191j -0.000859243+0.00459696j 0.000100165+0.00466047j 0.00451652+0.00197209j -0.00124028-0.00214983j -0.00190736+0.00447603j 0.00112177+0.000391477j 0.00109464-0.00336284j 0.000514504-0.000124797j 0.00113122-0.00117179j -0.000962302-0.00219704j -0.000500164+0.00188389j -7.66484e-05-0.000428501j 0.00213248-0.000383592j 7.52886e-05-0.00181284j 
-0.00200567-0.00110936j -0.000640716+7.5835e-06j 0.00137225-0.000409352j -0.0014409+0.00192844j -0.00138596-0.00160504j 0.000335052+0.00203303j -0.00458094-0.00297356j -0.00159999-0.000781546j 0.00051324+0.00115768j 0.00263244+0.00204101j 0.00655334+0.00621268j 0.00434236-0.00642579j 0.00244539+0.008621j -0.00189065-0.0038816j -0.00355661+0.00534012j -0.0144142+0.00889046j 0.00613333-0.00377498j 0.00836573+0.00895815j 0.00740542+0.00747023j 0.016223-0.00990267j -0.00320738+0.0056191j 0.00196764+0.00105956j 0.0180352-0.00848771j -0.00968599+0.00577551j 0.00852935+0.00446249j -0.00520149+0.0091445j 0.0207627-0.00198139j 0.000103142+0.00504063j 0.0211661+0.000768405j -0.0200822-0.00528131j 0.0178114+0.00617608j -0.0021744+0.0068594j 0.0010001+0.0105267j 0.00191134-0.00535502j 0.00628737+0.00176405j -0.0176308+0.00171611j -0.0094182-0.00689083j 0.00147798-0.00283463j 0.0073806+0.0128524j -0.0115-0.00141519j 0.00524557+0.000523298j -0.00607202-0.0114047j -0.0221132-0.00499372j -0.00433646+0.00376858j 0.00586397+0.00323998j 0.00257878+0.00286754j 0.00456676+0.00539757j -0.00220607+0.000224233j 0.000421581+0.00299946j 0.00246416+0.000822171j 0.00174347-0.00312941j 0.0024678-0.00278845j -0.0022541-0.00409504j 0.000827886+0.00423588j -0.00164466-0.00205714j -0.00108767-0.00412262j 0.00427248+0.00304322j 7.37025e-06-0.00136918j -0.000905659-0.00251971j -0.00246195+0.0023379j 0.000362653-0.00367796j 0.000132657+0.0034962j -0.00135097-0.00373551j -0.00167596-0.000751609j -0.00164851-0.00462624j -7.76446e-05+0.000163373j 0.000457608+0.00190895j 3.73025e-05-0.000415434j -0.000614962+0.00275532j 0.000407489+3.40673e-05j 
-0.000519977+0.000423592j -0.000325926+0.000454524j 0.00154763-0.00371635j -0.000870732+0.00487164j -0.000986759-0.00739615j 0.0029984+0.0076965j -0.00196505-0.00157588j -0.000543185-0.00110715j -0.00537382-0.00995366j 2.87781e-05+0.0170634j 0.000327949-0.00201147j 0.00249402+0.00863667j 0.00565775+0.00520578j 0.00709593+0.00974993j 0.00904581+0.0140034j -0.00612641+0.0144097j -0.00986593-0.0173226j -0.00287746+0.0032169j 0.00479668+0.0301715j -0.00774944-0.00528346j 0.000980799-0.0154943j 0.00256447-0.00699605j -0.0149094+0.00484133j -0.00328703-0.0122373j 0.00458739-0.0217437j 0.00164829+0.000392263j -0.00750481+0.0145253j 0.00274033-0.005666j 0.00312022-0.00108764j 0.00471174-0.00670721j 0.0100949-0.00253432j 0.000947917+0.00706124j -0.000658675+0.0256024j -0.0130745+0.0174371j -0.00692758-0.00310368j -0.0014071+0.00220722j -0.00143868-0.00449615j 0.00893544-0.0138991j 0.000448647+0.000328974j 0.00701727-0.0018825j 0.00818392+0.00570866j 0.00130497+0.000165857j 0.00138176+0.00662499j 0.00357849+0.00144514j -0.00336319+0.00408896j -0.00146408-0.00620877j 0.011265-0.0127034j -8.82454e-05+0.00537297j 0.00112719+0.0015643j -0.00127656-0.00457739j -6.33884e-05+0.00284073j 0.00298898-0.00332053j -0.000400348+0.0059522j -0.00277542-0.000802476j 0.00164437-0.00559271j -0.000273888+0.000248062j 0.0033442+0.0013202j 0.00412647-0.00256095j -0.00455703+0.00171888j 0.00315654+0.000411461j 0.0015822+0.0014396j -0.00135084+0.00702167j -0.00480508+0.000304327j -7.72086e-05+0.00412265j 0.000445265-0.00577667j -0.00226251-0.000633303j 0.00175775-0.0017908j 0.00106921-0.00156615j 0.000104687+8.01439e-05j -0.000474751-0.00126576j 
0.000292078-0.000405066j -0.000104573-0.00442952j -0.00150756-0.00639913j -0.00126691+0.00202958j -0.000379506-0.00270024j 0.0012922-0.00406901j 0.000194346-0.00637576j -0.00420867-0.0105622j 0.00198916+0.00378735j -0.00317429+0.000545622j 0.000561789-0.00460922j 0.00160641-0.00377908j 0.00558528+0.0150216j 0.00403483-0.00290205j -0.000143747-0.00892225j 0.00471637+0.00336916j 0.00372517+0.015876j -0.0044695+0.00473903j -0.00317593-0.00366041j 0.00577407+0.00390385j 0.000652555-0.000497816j 0.000933128-0.0339561j -0.00300409-0.0142904j -0.00437062+0.0205475j -0.0110185-0.00918067j -0.00385119+0.0132034j -0.00664733+0.0121507j -0.00790216+0.0103199j -0.00442113+0.0178365j -0.0135406-0.0120808j -0.00846238-0.00527099j -0.00440316+0.00398603j -0.0051639-0.00640418j 0.00675729-0.000792499j -0.0142576-0.0010265j 0.00384033-0.00963925j 0.0049068+0.00581953j -0.00929576+0.00100353j -0.00859026+0.00548342j -0.00136299+0.00384676j -0.00060545-0.00408593j 0.000738509-0.000837689j -0.00388305+0.0116326j -0.00130014-0.00138638j 1.91525e-05-0.00113333j -0.00314338+0.0073446j 0.000302956-0.00120352j 0.00105015-0.00133109j -0.00204668+0.00704904j -0.0042808-0.000342342j -0.002286+0.00647924j -0.0029843+0.000539067j 0.00361427-0.0021605j -0.0035714+0.00350316j 0.00149148+0.00176367j 0.00359489+0.00158008j 0.00301463-0.000788841j 0.0041013-0.00176997j 0.000533746-0.00310984j 0.00288738-0.0050644j 0.00285721-0.00384335j -0.000452003-0.000727086j -0.00353116+0.00522415j 1.16565e-05+0.000281385j 0.000497891-0.00066421j -0.0010673+0.00432283j 0.00112324+0.000621302j -0.00293518+0.00427371j -0.00204587+0.00175166j 0.00217597-0.000127926j 
0.000385826-0.00207832j -0.00167754+0.00117999j -0.00356715-0.000660033j 0.00127617-0.00262255j -0.000390364+0.000469914j 0.00105903-0.00353286j -0.00136354+0.000583995j -0.00396789-0.00432015j 0.000397085+0.00677573j -0.00358189+0.00640472j -0.00720049-0.00913287j -0.00472849+0.00406844j -5.63531e-05+0.0013017j 0.000661718+0.00491585j -0.0055939-0.00761836j 0.00486435-0.010204j -0.00496925-0.0178256j -0.0122883+0.00683273j 0.00445294-0.00265987j 0.00228919-0.0107319j -0.00252693-0.0019538j 0.0175756+0.00514211j 0.0137287-0.00872746j -0.00158095+0.00359919j 0.0270979+0.0217702j 0.00248616-0.00753332j -0.00638008+0.0146636j -0.00725345-0.00168301j -0.00858708-0.00906939j 0.0240692+0.0075159j 0.00152551-0.002476j -0.0108939+0.00557833j 0.0020461+0.00871495j -0.0114284-0.00580691j -0.00568697-0.0163313j 0.019464+0.00631642j -0.00329393-0.00794952j 0.00817551-0.00125067j -0.0014072+0.00623715j -0.00795411+0.0025097j -0.000920074-0.00369965j 0.00708893+0.00324554j -0.0069151-0.00359125j -0.0019849-0.00706358j -0.00239856-0.00322098j 0.00131372-0.00505003j -0.00116202-0.000975982j -0.0034856-0.0040108j -0.000134039-0.00153231j 0.000662569-0.00175099j -0.000929008+0.00171957j -0.00445164+0.00040983j 0.00319729-0.00473244j 0.00431623+0.00465631j 0.000560809-0.00178852j 0.000528981+0.00483757j -0.0030242-0.00178322j -0.00410731-0.00457874j -0.0011228-0.000909946j 0.00103468-0.00670313j 0.00115287+0.00175779j -0.00147813-0.00308569j 0.00355947+0.00690319j 0.00413316+0.000441163j 0.000773372+7.68698e-06j 0.000209492+0.0013594j 0.000620377-0.000522516j 0.000429001+0.00407096j 0.000387915+0.00136179j -0.000533296-0.00128384j 
-0.00235637+0.00132886j 0.00205632+0.00158398j -0.000483042+0.00112544j 0.000417683-0.00186449j 0.00222467-0.00080792j -0.00317812-0.00235031j 0.00443366-0.00216174j 0.00147764-0.00265398j 0.00539016+0.0114096j 0.00828816-0.00038562j 0.00255454-0.00031198j 0.00773778-0.00295789j 0.00383401+0.00424411j -0.00799341-0.00328562j 0.00560108+0.00613028j 0.00662307-0.00649833j 0.0176-0.0228259j 0.00421921-0.00288032j -0.00253889+0.00306794j 0.00200306-0.0197376j 0.00487484-0.00561255j -0.00220853+0.00233152j -0.0115003-0.00649761j 0.0058405+0.00263387j 0.0022501+0.0147442j -0.00777135-0.0099092j -0.00589737+0.00908507j 0.0114272+0.00128165j -0.00816905-0.0177884j -0.0127723+0.00639687j -0.00449304+0.00866903j 0.0092583+0.001208j -0.0214632+0.00651584j 0.00823138-0.000434657j -0.006204+0.00399877j -0.00426925+0.00164568j 0.00276795+0.00351509j 0.00367733-0.00735685j 0.00110347+0.00130083j -0.00161934+0.00655946j 0.000959672-0.00112321j -0.00584155+0.00367871j 0.00287684+0.00994216j 0.00371368+0.00682572j 0.000709455-0.000360084j -0.00162415+0.00132515j -0.0023862+0.00543351j -0.000289654-0.000337903j 0.00150097-0.00108162j 0.00899604+0.00605329j -0.00256634-0.00518367j -0.000667384+0.00180056j -0.0041226-0.00251907j -0.00288422+0.000700274j 0.00391066+0.00257165j -0.0038082+0.00322173j -8.91565e-05+0.00131455j 0.0014233+0.00908729j 0.00678484+0.000385811j -0.000736258-0.00254068j -0.0023745-0.00787051j 0.00204141-0.000641903j -0.000301471-0.00322855j -0.00232979-0.00475423j 0.00165167+0.00453427j 0.00157004+0.00083086j -0.0002262+0.00133979j -0.000396697-0.000483093j -0.000638826+0.00171395j 0.000998592+0.00367789j 
0.000845926-0.00329947j -0.00111756+0.00318922j 0.00287843+0.000736425j -0.000189299-0.00138203j -0.00162007+0.00545101j -0.00200782-0.00241875j -0.000365916+0.00973732j 0.00281073-0.00236435j 0.00479501+0.0120295j 0.00711232+0.00798333j -0.00100936-0.00590467j -0.0108848-0.00286323j 0.000851882-0.00784397j 0.0140206+0.00368399j -0.00218407-0.0026562j 0.000800916+0.0007714j 0.00506584-0.00429789j 0.00100492+0.0177016j 0.00101105-0.00358188j 0.00505967-0.00693801j -0.00227936+0.00219187j -0.019467+0.00364254j -0.0120693+0.00416922j -0.0104301-0.00881082j -0.0219589+0.0094577j 0.0138956-0.00387975j -0.0015254-0.00250023j 0.00163905-0.00744534j 0.0244662+0.00332098j -0.0237006-0.000969049j 0.000592122-0.00198691j 0.0066302+0.000782481j 0.018805+0.0118231j 0.00155208-0.00621244j -0.0015115+0.00450582j -0.00695788-0.00444323j 0.0119182+5.43767e-06j -0.00210035+0.000692288j -0.00235381-0.0022098j 0.0039815+0.00983682j -7.81944e-05-0.0059508j -0.00653295-0.00260113j 0.00696677+0.00131288j -0.00503649-0.00626894j 0.00119934+0.000330354j 0.0048257+0.00129328j 0.000756274+0.00515548j 0.00324008+0.00184109j 0.00336618-0.00219995j -0.00601877-0.0085699j 0.00524692-0.000183557j -0.00183443+0.00154233j 0.000324731-0.00222834j 0.00242572+0.00111309j -0.00531834-0.00298709j 0.000121833+0.00555083j 0.00221721+0.00404685j -0.00207349+0.00582982j -0.00201813-0.00516308j 0.00361512-0.00388402j -9.24408e-05-0.00279599j 0.0010799-0.00256164j 0.000639204-0.000347492j 0.00273427-0.00258951j -0.00527894+0.000464027j 0.000900952+0.00142323j 0.000860424+0.00303503j -0.000328838-4.41857e-05j -0.000177138-0.00100266j -0.00178763+0.000279301j 
-0.00116619-0.00287605j -0.00148436-0.00184474j 0.00167759-0.00516019j 0.000617125+0.00121028j -0.00206697+0.00510854j 0.00555365-0.00270599j 0.00193176-0.00290887j 0.00224426-0.00933251j 6.58565e-05+0.00769272j 0.00430421+0.00274591j 0.0147443+0.00256945j -0.00498517-0.0179641j 0.000848486-0.015692j -0.00757581+0.00799168j 0.00784474+0.00354228j 0.00178967+0.00777668j 0.000678813+0.0293662j -0.00712302-0.00254865j 0.00825021-0.00690471j -0.00267534+0.00454195j -0.00306617-0.00301037j 0.0164127-0.00407163j 0.00260343-0.00229699j -0.00890824-0.0120254j 0.00304003+0.00170361j -0.000458188+0.000997512j -0.0208974-0.00942532j 0.0036834-0.0137116j -0.0054303+0.00250982j 0.00209618-0.00735501j 0.00316211+0.00523111j 0.000560014+0.000661202j 0.00567367+0.00506775j 0.00372197+0.00197805j 0.0132521-0.00664211j 0.0118616+0.00316886j -0.00741686+0.0105496j -0.00458158+0.00559745j 0.00161772-0.00311466j -0.00585784+0.00196054j 0.00316266-0.0038703j -0.00234449-0.00149341j 0.00207472+0.000520004j 0.00780604-0.00129954j 0.00402381+0.00132795j -0.000471874+0.00434148j -0.00428694+0.00096286j 0.00287157+0.0036913j 0.00215493+0.0016256j 0.00160265+0.00243085j -0.00307502-0.00204913j -0.00831248-0.000845273j 0.00280531-0.000557368j 0.000241365+0.00292139j -0.000230214-0.00092918j -0.00713711-0.00319344j -0.000155561-1.79826e-05j -0.00104606-0.000985265j 0.00111206-0.00264389j 0.00808318+0.00232797j 0.000174293-0.00221868j 0.00184519-0.000237032j -0.00368883+0.000872751j 0.000909191+0.00183582j -0.00236848+0.000609259j -0.00169523+0.000380872j -6.9377e-05+0.00183085j -0.00326005-0.000838758j -0.000943053+0.00333903j 0.00134418-0.00164412j 
-0.00289659-0.00127397j -0.000678579+0.00313611j -0.00159147+0.000826703j 0.00209517-0.000443188j 0.000717679+0.005561j 0.00135328+0.0083315j -0.000165497+0.00446998j 0.00162341+0.00677648j -0.00180095-0.0130508j 0.00171513-0.00571225j 0.00598323-0.00807539j -0.00502723-0.017314j 0.0123388+0.0121032j -0.0209707-0.0041202j -0.00334646-0.0170422j 0.0115258+0.00725553j -0.000515375+0.00401565j -0.00185702+0.027363j -0.000320647-0.00226004j -0.0177503+0.00210071j -0.00403346+0.0150151j -0.00384141-0.00806129j -0.00581397+0.00574246j 0.0061765+0.0040853j 0.0168601-0.00188981j 0.00696375+0.0114676j -0.00519648+0.00372472j 0.00376715+0.00993377j -0.012118+0.0126004j 0.00834126+0.0001435j 0.00544349-0.00611809j 0.0122182+0.00187126j 0.0067721+0.00306162j -0.000863279-0.00964995j 0.00728675+0.00253983j 0.00759667+0.00411797j -0.00396268+0.00627184j -0.00133277+0.00994963j 0.0107506+0.00345256j 0.00536841+0.00283707j -0.00288023+0.00311686j -0.00220308+0.000497902j 0.00928155+0.00852693j 0.00842604+0.00513461j -0.00138736+0.00632817j 0.00165889+0.000708692j -0.00317955+0.00140859j 0.000102012-0.00507846j 0.00504994-0.00628779j 0.00468481+0.00204917j -0.000976146-0.00371083j -0.00437433-0.00229153j -0.00543261+0.00499956j 0.00503692+0.0029632j 0.00176226+0.00107721j -0.00389128-0.00247566j -0.00170672-0.00047813j -0.00215088+6.07528e-06j -0.0014339+0.00295973j -0.00150817+0.00330554j -0.00531188+0.00263285j 0.00226683+0.00114516j 0.000683661+0.000888519j -0.000292059+0.0022655j 0.000211694-0.000685847j 0.000790495-0.00249187j 0.000398142-0.000834595j 0.00178039-0.00159808j 0.00137809+0.00353488j -0.000474233-0.000688929j 
0.000291944-0.00502204j -0.000566739-0.00109567j -0.00294249+0.000265394j -0.000506869+0.00214555j 0.00407858+0.0089777j 0.00105773+0.0148094j 0.00316991-0.000985537j -0.00567412-0.00496872j -0.000202399+0.00101201j 0.00166142+0.0207143j -0.0172086-0.0081305j 0.00151361-0.0110568j -0.0112871-0.0170061j -0.0109209-0.0241983j 0.00583203+0.0074848j -0.00496873+0.0268113j 0.00145835+0.00995688j -0.0157001+0.00378629j -0.00692276-0.00795341j 0.00957556-0.00316044j -0.00812983-0.0031708j -0.00642033-0.0171515j -0.00481657+0.0171942j 0.00974752+0.0036135j 0.00487167-0.00531249j 0.000684352+0.00612446j 0.00516745+0.00769881j -0.000597553-0.0120035j 0.00907069-0.000755335j 0.00299427+0.00177698j -0.00550346-0.00876966j -0.00284452-0.00160494j -0.0143799-9.47365e-05j -0.00829314+0.00814455j 0.0017649+0.010275j -0.00243003-0.000340889j -0.00326859+0.00293015j 0.0045685-3.1111e-05j -0.000662221+0.00023517j -0.00251945-0.00533968j -0.0026702+0.000768734j -0.00137141+0.00637557j -0.00552111-0.00324749j -0.0079364+0.000747366j -0.00145449-0.00301072j -0.000698673-0.00156188j -0.000493583-0.00358861j -0.000824148-0.00582731j -0.000568476+0.000113064j -0.00266993+0.00396264j 0.00364036+0.00185142j 0.00249697+0.00518819j -0.00245142+0.00431471j 0.000141227-0.00151376j -0.00145521+0.00279082j 0.00195557+0.00483882j -0.00355641+0.000861771j -0.00150553-0.00424253j -0.000768783-0.00117562j -0.00244138-0.00813113j 0.00222408+0.00135353j -0.00215755-6.76235e-05j 0.0026409+0.00310535j -0.000755077+0.00314738j 0.0015286-0.000432869j 0.00262573-0.00253245j -0.000153997-0.00238589j 0.00317468+0.000921761j -0.00206898+0.00157107j -0.000634067+0.000175617j 
-0.0015367+0.00199811j -0.00310014-0.00114246j 0.00337887+0.0037373j -0.00177153+1.26533e-05j -0.000259474-0.010577j -0.00221675+0.00460069j -0.00457963-0.00604785j -0.00107436+0.000173706j 0.0067142-0.00677289j -0.0139444-0.0122701j 0.006923-0.0151664j -0.0136552+0.00428078j 0.00480962-0.0134127j 0.00196463-0.0150323j -0.0171539+0.0143164j -0.0193581-0.00592816j 0.0102941-0.00336413j -0.00160373-0.0170779j -0.0233464-0.00245596j 0.00125949-0.0062261j 0.016049-0.0076166j -3.66845e-05-0.00355768j -0.0121626-0.00729759j 0.00950407+0.00108496j 0.013954-0.00202459j 0.00648792+0.00569664j -0.0153203+0.00449955j 0.00830911-0.00318082j 0.00982667+0.00631209j 0.000285616+0.00164817j 0.00645626+0.00345203j -0.00191372+0.00103763j -0.00281838-0.00955144j -0.0183763-0.0135367j -0.000216234-0.00781629j -0.0048398-0.00221866j 0.0078863+0.00281368j 0.0114828+0.00529162j 0.00480215-0.00235398j 0.0116621+0.0017003j -0.00491462+0.000876117j -0.00341-0.00329945j 0.0015465+0.00101573j -0.000311645-0.00212371j -0.00373371-0.00140423j 0.0098834+0.00222271j 0.012594+0.00778901j -0.00166488-0.00176614j 0.00197648+0.00181916j 0.00189132-0.000206964j -0.00214074+0.00382171j 0.000163074+0.000235995j -0.00763049-0.00362159j 0.00548201+0.000791357j 0.00140808-0.0013006j 0.00147962-0.00104517j 0.000811125+0.000619998j 0.00500349-0.0003395j -0.00354585-0.00177634j 0.00216876+0.00311625j -0.00468306+0.00171759j -0.00238476-0.000868947j -0.0026024-0.00399834j -0.00212353-0.00165272j 0.00138559-0.00480712j -0.00078114-0.000740666j 0.00193371+0.00450198j -3.9246e-05+0.0024j 0.00188567+0.000152907j 0.000287391-0.00298539j 
