-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
-0.000409863-0.00227724j -0.000520689+0.00278343j 0.00335885+0.00102751j -0.000167703-0.000846826j -0.000391532-0.00166288j -0.00167986+0.00283676j -0.00101627+0.00333694j -0.00102157-0.00179011j -0.0031333+0.0024612j 0.00193253+0.00240061j -0.00111507-0.0019886j -0.00240491+0.000780762j -0.000929605+0.00283669j 8.29431e-05-0.00130664j 0.000520233-0.000354623j 0.00228019+0.00112239j -0.000267041-0.000782051j 0.0009975-0.000448875j -0.000130191+0.00166376j 0.00266935+0.00368135j 0.000102803-0.00223638j 0.00163529+0.000636865j -0.00103781-0.0029092j 0.00199514+0.000215032j -0.000149163-0.0007729j 0.000230699-0.000621641j -5.73335e-05+7.78857e-05j -0.00102514-0.000371709j -0.000158999+0.000303232j -5.45346e-05-0.00155433j 0.000765225-0.00248099j -0.000787189-0.000768514j 0.00044799-0.0018727j 0.00123213-0.00165673j -0.00273098+0.00347677j 0.000344768-0.000821006j -0.00327783-0.000593394j -0.00145272-0.000303806j -0.00259798+0.00132589j 0.00130941-0.000397612j 0.00130772+0.00303252j -0.000450223-0.00338826j -0.00414028-0.00112327j -0.00134274-0.00146629j 0.000839245+0.00207299j -0.00167934-0.00181327j 0.00231984+3.7273e-05j 0.00278628-0.000304337j 0.000601073-0.00566196j -0.00175061+0.00151766j -0.000188019+0.00103073j -0.000135744-0.000484244j 0.0014402+0.000360084j -0.00248949+0.000323335j 0.000392832+0.000278328j -0.00236236+0.000503703j 0.00334927-0.00088187j -0.000384896-0.00175518j 0.00174905-0.00178167j -0.00119596+0.00190424j -0.00317279+0.00142543j -0.00351951-0.000270971j -0.0132219-0.000847777j -0.000701068+0.00112085j 0.00272971-0.000396265j -0.00213813-0.00158114j -0.0116747+0.000861701j 0.00809903+0.00138134j -0.00223216-0.00125013j 
0.00331872+0.000570047j 0.000671533-0.00449046j -0.00334627-0.00375252j -0.0046687+0.000839708j 0.000796554+0.00310266j 0.00384196-0.00109024j 0.00571329+0.00122931j 0.00284904-0.000284511j -0.00187854+0.00296868j -0.00161383+5.2997e-05j -0.000600341-0.00369776j -0.000381596-0.00104519j -0.00236576-0.000203066j 0.00231473+0.0010182j -0.00191182+0.00153516j -0.00259319-0.00206078j 0.00103561+0.00277548j -0.000962762-0.000296153j 0.00407027-9.79476e-05j -0.0061218-0.00154271j -0.00068988-0.00352296j -0.000954243-0.000417409j 0.000556105+0.00112422j -0.00233941+0.000607457j 0.00101492+0.000487517j 0.000369236-0.00229587j -0.00200691-0.00113899j -0.000807629+0.00146717j -0.000715764+0.000479406j -0.00018864-0.00170546j 5.96422e-05+0.00147323j 0.00378717+0.00616955j 0.00103608+0.00291695j 0.000182276+0.00232501j -0.000927561-0.00508112j 0.000401818+0.000626906j 0.00130329+0.00140022j 7.45093e-05-0.000432662j 0.00482372+0.00293448j 0.00279572+0.00411966j 0.000777959-0.0022774j 0.00473545-0.00306508j 0.0023179+0.00319734j 0.0018096-0.00177232j 0.00594271+0.0069951j -0.000437209-0.00403547j -0.00470023+0.000179077j -0.00123042-0.000468221j 0.00042082+0.00344537j 0.00181161-0.0025636j 0.000440074-0.000457927j 0.000964106-0.00122304j -0.00157515+0.00408624j -0.00134707-0.000221699j 0.00519993-0.00265949j -0.00230911+0.00308926j 0.00145586+0.00466908j 0.000240064+0.000589672j -0.00238206+0.00179193j -0.000771781-0.00385515j -0.00059675-2.88759e-05j -0.00435521-9.11774e-05j 0.00742543-0.000674325j 0.000768455-0.00598211j -9.33839e-05-0.00109703j 0.000539208+0.000416087j 0.00499798+0.000532579j -0.00812386-0.0067051j 0.00498388+0.00668522j 
0.00161924+0.00104408j 0.00358577-0.00163322j -0.00292381-0.00210565j -0.00115493-0.000321347j 0.000664903+0.00021161j 0.00225893-0.00292171j 0.00223225-0.000390319j 0.00329242-0.000378568j -0.00120669+0.00213424j -7.14203e-05+0.00141062j 0.00073924-0.00168065j -0.00111656-0.000212697j -0.00121207-0.00263943j 0.00323737+0.00144403j 0.00235851+0.000427891j -0.00285437+0.00252226j -0.00235874-0.000291831j -0.00157617+0.000665551j -3.86005e-05+0.000169045j 0.000222622+0.000197159j -0.00150517+0.000968744j -0.00144242-0.0031559j -0.00170815+0.00198812j -0.00377502+0.00169051j -0.000308331+0.00193633j 0.00149578+0.00237695j 4.28685e-05+0.00160291j 0.00238017+0.00163866j -0.00117476-0.000473234j 7.81536e-05+0.00148765j -0.000331436+0.00232331j 0.00212738+0.00566831j 0.00077011+0.000622123j -0.00288109+0.000521683j 0.000614523-0.00308233j 0.000363962+1.32457e-05j 0.00210424-0.00135684j 0.00257619-0.000615027j 0.00346196+0.000330381j -0.00175062+0.000485422j 5.14334e-05+0.00128011j -0.00021471-3.74445e-05j 0.00689629+0.00117496j 0.00074936-0.00193837j 5.18784e-05+0.00438731j 0.000390275+0.00484953j -0.00256967+0.000464879j -0.00455207-0.000555784j 0.00396175+0.00112206j 0.00024981+0.00028718j 0.0014593+0.00100233j -0.000463769+0.00227828j -0.00163211-0.00316398j 0.00421434-0.0034044j 0.0075039+0.0037488j 0.000413002-0.00195875j -0.000139353+0.00124078j -0.00103522+0.00391515j 2.91129e-06+0.000264969j -0.00245179-0.000341509j 0.00515346-0.00237903j 0.00103148-0.00176903j 0.00132979+0.00269109j -0.00436-0.00262387j -0.00284438-0.000693715j -6.9502e-05+0.0034051j -5.97094e-05+0.00436502j -0.00528236-0.00750015j -0.00301528-6.42113e-05j 
0.00226611-0.00417073j -0.00339864-0.00168567j 0.0045173+0.0016428j -0.00095563+0.00174568j -0.000780002+0.000864344j -0.00295681+0.0011991j 0.00311716+0.000101661j -0.00204921-0.00428318j 0.00146643+0.00164378j 0.00119374-0.00172514j -0.00107185-0.0015514j 0.000972428+0.00116168j -0.00452071+0.00531872j -0.00338369-0.000895581j -0.00432378+0.00232818j 0.000590715-0.00143319j 0.000703622-0.00321563j -0.00224356-0.000974094j 0.00242903+0.00257197j 0.000541948+0.00100586j -0.000762619-0.00403863j -0.000422886-0.000160019j -0.00123631-0.00295553j 0.000257847+0.00272473j 0.000100225-0.00510465j -0.00359428-0.00286576j -0.0018615-0.000859971j -0.00144757+0.00114713j 0.000330203-0.000747403j -0.00139811-0.00476853j 0.000409884-0.00241101j 0.00108827-0.00369636j 0.000792456+0.00015888j 0.00211461+0.00190412j 0.000266794+0.00247445j 0.000191421-0.000786066j -8.94952e-05-0.00172231j -0.00484326-0.00136141j -0.00369208+0.00231049j -0.00172119-0.00199098j 0.00330724+0.00162577j -0.0031483-0.000217078j -0.00494564+5.42543e-05j 0.00303843+0.00143523j -0.000603105+0.00032509j -0.000300807-0.00212271j -0.00259041-0.00072473j 0.000267879-0.000664012j 0.00232545+0.00472458j 0.00239752+0.000155948j 0.00109815-0.00215777j -0.000126209-0.000313404j 0.00663245+0.00081991j 0.000203329+0.00152536j -0.000832677-0.00357521j 0.000499897+0.00163264j 0.00574063+0.00218403j -0.00229766-0.0025328j -0.00184363+2.17196e-05j -0.00233745-0.00290571j -0.00279343+0.00485428j -0.00299845+0.00252093j 0.0063602-0.00275319j 0.00510052-0.00363087j -0.000343951-0.00142506j -0.00210895-0.00219325j -0.00337987-0.000503857j 0.0030895+0.0031075j 0.00770157+0.00458402j 
-0.000749656+0.00342294j 0.00131978+0.00125341j -0.00154163-0.0027865j 0.00295255-0.00283139j 0.00122437+0.00123307j 3.1924e-05+0.000415323j 0.000172227+0.00160568j -0.00188607+0.00156941j 0.000948391-0.000192261j -0.000417188+4.62562e-05j 2.73875e-05+0.00140068j 0.00116478+0.00144678j 0.00257586-0.00366023j -0.000156678+0.00130829j 0.00160915-0.000385904j 0.00213419+0.00244285j 0.00155137-0.0034288j 0.00309722+0.00337511j -0.000402079-0.000630213j -0.00046502-0.00164981j 0.00137451+0.000214929j -0.00247801+0.000686673j 0.000472757-0.000659455j 0.000150234-0.00237633j 0.000106063-0.00264567j -0.000378846-0.00247372j -0.00358868-0.00482339j 0.000808768+0.0017065j 0.00144171+0.00124794j 0.000876466-0.00105433j -0.000803383+0.000337182j -0.00189839+0.00108959j 0.00096646+0.00324338j 0.00291663-0.000989755j -0.00127589-0.00326126j -0.000744411+0.00310699j 0.0014895+0.00182384j -0.00159165+5.36382e-06j 0.0022816-0.00321956j -0.000332862+0.00131522j -0.00173013+0.00454589j -0.00090957-0.00540698j 0.000582997-0.00125229j -0.000676627-0.00132479j -0.0025723-0.00233339j -0.00545408-0.00522009j 0.000794473-0.00120452j 0.00186675-0.00174089j 0.00381327+4.58013e-05j 0.00124837-0.00250299j -0.00201303+0.00111743j -0.00159115-0.00191777j 0.00571843+0.00357598j 0.000756886+0.00197875j -0.00551762-0.00248609j 0.000660477+0.00487955j 0.0048003-0.00182852j -0.000115256-0.0069496j -0.00225366+0.00205144j -0.00218167-0.000587809j -0.00124077+0.00450917j -0.00139806-0.00120972j 0.00267319-0.00407156j -0.000883118-0.00499318j 0.00433322-8.1333e-06j -0.000493409-0.00474556j 0.000760189+0.00300559j -0.00107483-0.00348156j -0.00298926+0.00346642j 
-0.00546433-0.000986184j -0.0012118+0.00493691j 0.00147357+0.000402517j 0.00200896-0.00359354j -0.000763442-0.00130581j -0.00148645-0.00249099j -0.00311446-0.00214938j 0.000715395+0.000788827j 0.000559428-0.00278689j 0.00160233+0.00189692j 0.00196013+0.0018751j -0.00209393+0.000739402j -7.96175e-05-0.00332628j 0.000232544+0.000657302j 0.00351457-0.00384002j -1.93205e-05+0.00636853j -0.00471617-0.00474976j -0.000282263+0.00531384j -0.00482412-0.00094898j 0.00331368-0.00012579j 0.00169218+0.00320558j -0.00124219-0.00233526j 0.000155127+0.00260772j 0.000612933+0.00265656j 1.64042e-05+0.000550797j 0.000906437+0.00333569j 0.00288577-0.000640666j 0.00319962+0.00205335j -0.00215434-0.000752612j 0.00239715+0.00145393j 0.000418372+0.00191281j -0.0029831+0.00240403j 0.000963859+0.00215758j -0.00380337-0.00159895j 0.00305917-7.2883e-05j 1.68755e-06+0.00119766j 0.00454177-0.00136324j -0.000718996-2.19131e-05j -0.00204249-0.00281593j -0.00377892-0.00137044j -0.00209196+0.00530665j -0.00330737+0.00638797j 0.00903493-0.00395269j 0.00224423+0.00281195j -0.00446024-0.00330131j 0.000831616+0.00253027j 0.00102288-0.00187124j -0.00628859+0.00107525j 0.00284502-0.00496396j 0.00167473+0.00100308j -0.0044653+0.00300278j 0.000158237+0.00367124j -0.00162029-0.00676747j -0.00149527-0.00225769j 0.00396483+0.00424339j 2.13948e-05-0.00190341j -0.00371771+0.000390279j 0.0045378+0.00592068j 0.000314456+0.00232738j -0.00140704+0.00695247j 0.00361154-0.00392979j 0.00576051-0.00894268j 0.00353199-0.000735838j -0.00524257+0.00509705j -0.00169697+0.00048446j 0.00807476+0.00478531j 0.00953538+0.0071652j 0.00227499+0.000170406j -0.00284509-0.00482696j 
-3.83563e-05+0.00666619j 0.00649312-0.000324325j -0.00612659+0.00194544j 0.00305205-0.00214527j 0.00123785-0.00117496j 0.00453735-0.00256506j -0.00437735+0.00318401j 0.00227777+0.00308879j 0.001948-0.00214142j -0.000294331+0.000545679j 0.00107612+0.00234298j 0.00167567+0.000300265j 0.00853236-0.00846748j 0.00110049-0.000819088j 0.00485906-0.00272883j -0.00248628+0.0041203j 3.17454e-05+0.00370246j 0.0030144+0.000334075j -0.00467351-0.00219858j 0.00123088-0.00402207j 0.0032165+0.00317012j 0.00128503+0.000231709j -0.00137411+0.000647873j -0.00112611-0.00205747j 0.000710735+0.00295693j 0.0024945+0.00200708j 0.004476-0.00249704j 0.00035114-0.00172478j 0.00120181+0.00148684j 0.00292056+0.00455142j 0.000724515+0.00304971j -0.000534298+0.000872194j 0.00265456-0.000960224j -0.00301597+0.000388747j 0.00102609-0.0034974j 0.00106515+0.00170238j 0.000311099-0.00250357j 0.00296759-0.000265477j 0.00381385-0.00479461j -0.00245718+0.00232506j -0.00613394-0.00247258j 0.00450642-0.00120801j 0.00406493-0.00510679j -0.0036853-0.00497352j 0.000461825-0.00382334j 0.0049698+0.00199088j 0.00224056+0.00396845j -0.00159825+0.00168561j 0.00182701-0.00283906j -0.00184237+0.000146328j 0.00291925+0.000871988j -0.00156835+0.00206145j -0.00427471-0.00134793j 0.0025863-0.0027497j 0.00395188+0.00102813j -0.000716953-0.00245359j -0.00645964+0.000214472j 0.00268751+0.000106455j 0.00297829+0.00131924j 0.000612362+0.00345364j -0.000373911-0.00177535j 0.00399068-0.00440238j 0.00223294+0.00110292j -0.000955122+0.000108149j 0.00125604+0.00357525j 0.00274201+0.0048248j -0.00119008+0.00117401j -0.00649903-0.00463015j -0.0155577+9.95647e-05j 
-0.00256197-0.00630607j -0.00760954+0.0013248j 0.00841248+0.000673909j -0.00207249-0.00355281j -0.00366077-0.00115723j -0.00506645-0.000436577j 0.000940033-0.00350499j -0.00548524-0.00706627j -0.00191513-0.000123536j 0.000949375+0.000309378j -0.00177342-0.00363258j 0.00367112+0.00102359j -0.00623571+0.00719977j -0.00234193+0.00311176j -0.00216326+0.00199697j 0.000440776+0.00300195j -0.00370318-0.00692234j -0.00288862+0.00192735j 0.00222388-0.0024842j 0.00306637+0.000129386j -0.000531234-0.00251275j -0.00347969-0.00217968j -0.000372223+0.00114534j 0.00647426+0.00559114j -0.00301045-0.00414165j -0.00189653-0.00306824j -0.000536964-0.00173559j -0.000742657-0.000393978j -0.00449538-0.00113573j -0.00200585-0.00558677j 0.000126059-0.00317278j -0.00249122-0.00445884j -0.00381386+0.00174917j 0.00787546+0.000124415j 0.00303947+0.0107302j 9.9409e-05-0.00702184j -0.00120287-0.000450211j -0.00892093+0.000956096j -0.00798068+0.0037908j -0.00185923-0.00278659j 0.00370589+0.00580817j -0.00574705+0.00282415j -0.00739505+0.00325221j 0.00415873+0.0113334j -0.00354245+0.000543248j 0.000676422-0.00466807j 0.00472534-0.00421321j -0.00365843-0.00695022j 0.00343712-0.00447169j 0.00397713+0.00159183j -0.00374044-0.00451393j -0.00124164+0.000243058j 0.00948774-0.0024616j -0.000846219+0.000943688j -0.0042447+0.00128659j -0.00114596+0.00127496j 0.00469114-0.00280636j -0.00792275-0.00233467j -0.00704761+0.00249628j -0.00263203-0.000944624j -0.000770544+0.00357145j -0.00295488+0.00124662j -0.00381522-0.0037215j 0.00252289-0.000491389j -0.00103204-0.00365928j 0.00696517-0.000354082j -0.00583773+0.000471073j 0.0106669+0.00598038j 0.00903991+0.00214492j 
-0.00334052-0.00209639j -0.000101204+0.00153762j -0.00247332-0.00184016j -0.00412758-0.00188502j -0.00133137-0.000786616j 0.00273757+0.0017038j 0.000196979-0.00368047j 0.0035968-0.0035269j -0.00393196+0.000804613j -0.00202972-0.000892431j -0.00247035-0.0034961j 0.00369528+0.00400862j -0.00430058+0.00772339j -0.00028522+0.00117162j -0.000583483-0.00413978j -0.00441507-0.00025243j 0.00419307+0.00628293j -0.0035266-0.0044853j 0.000400381+0.00260653j 0.0035201+0.00151293j 0.00337511-0.000920629j 0.00357876+0.00040792j 0.000686309-0.000192129j 0.000210467+0.00221293j 0.00218257+0.000824283j 0.000243472+8.83128e-05j -0.0015669-0.00328228j 0.000590002-0.000761769j -0.000119864-0.000297266j -0.00327129-0.00302323j -0.000278693-8.35678e-05j 0.00328559-0.00310222j -0.0016398-0.00100568j 0.00441389+0.00665978j -0.00234281-0.000418917j 0.00242714-0.00428479j 0.0040367-0.00148566j 0.00367447-0.00257136j -0.000453589+0.00674347j -6.10563e-06+0.000525618j -0.000877455-0.00315028j 0.00324632-0.00211155j -0.0064424-0.00312793j 0.00258267+0.00264583j -0.00261207+0.00160799j -0.00395422-0.000967736j -0.00243183-0.00310683j 0.00131254+0.00126954j -0.00442325+0.00159008j -0.007303-0.00348433j 0.00302368+0.00288295j -0.00338844-0.00435593j -0.00339579+0.000883432j -0.00310079-0.00280017j 0.0094746+0.000357308j 0.00122772+4.17659e-05j -0.00582946-0.00312805j 0.000293011+0.00688905j 0.00427467-0.000699652j 0.00217695+0.00216673j -0.00415089-0.0037726j 0.00147046-0.000789166j -0.000209542+0.00124483j -0.00300467+0.00035186j 0.000869257-0.00163919j -0.000382786+0.000298277j 0.00489144-0.000831535j 0.00234756-0.00148429j 0.00160301-0.00163115j 
-0.00364907+0.000695127j -0.000853306+0.00336569j 0.00211145+0.000102124j 0.00641525-0.00208283j -0.00391116-0.00120175j 0.00208289+0.00450235j -0.00561974+0.000841464j -0.00602428+0.000818771j 0.00394553-0.00479522j -0.00212077-0.00366753j -0.00220809+0.00312173j 0.00892846+0.0020726j 0.00553954-0.00088939j -0.00710798+0.000128619j 0.0033924-0.0018044j 0.00154855-0.00104529j 0.000502873+0.00278786j 0.000317712+0.000857754j -0.00743216+0.00120147j 0.00310488+0.00209243j 0.00546255+0.00108951j 0.00048866+0.00317164j 0.000171717-0.00124092j 0.00642054-0.00531818j -0.00661395-0.00620663j 0.00180191+0.000842149j 0.000690064-0.00438082j -0.00410098-0.00493787j 0.000262531-0.00217467j -0.000611725-0.00220378j 0.00162894-0.00259252j -0.00328975-0.00957924j -0.00140516-0.00160686j 0.00455877-0.00125974j -0.000569051+0.00640783j 0.0020886+0.000922725j -0.00229734+0.000943326j -0.000451924+0.00276295j -0.00466729+0.000586803j -0.000199085-0.00734234j -0.00153124-6.27399e-05j 0.000444936-0.00328272j -0.00538183-0.00714644j 2.44083e-05+0.00213571j -0.00925923-0.00416673j 2.636e-05-0.00104794j 0.000180378-0.00185913j 0.00386741-0.00391529j 0.00036506-0.00529339j -0.00185659-0.00316603j 0.000268658+4.58074e-05j -0.000242097-0.00202267j 0.0027876-0.0029207j -0.00152898-0.000388463j -0.00962537+0.00156778j 0.00125914+0.00142314j 0.00243062-0.00779173j -0.000158813-0.00351426j -0.000905148-0.00181829j 0.00321339+0.000369993j 0.00106703+0.000734485j -0.00256827-0.00115175j 0.0014408-0.00296437j 0.00437338+0.00153357j -0.00133966+0.000274561j -0.00467307-0.00433233j 0.00229635+0.00186806j 0.00800255+0.00293966j 0.000619619+0.00104245j 
-0.000526495+0.00119301j -0.000606209-0.000559595j 0.00653395+0.00181244j 0.00416718+0.00186175j -0.00124596-0.00588957j -0.00129576-0.000173487j -0.00791313-0.00170008j -0.00499042+0.000381607j -0.000130321-0.00507468j -0.00282427-0.000560576j 0.00139458+0.00558306j 0.00326265-0.00250965j -0.00040902-0.000368293j -0.00657395-0.00329919j -0.000623453-0.000562663j -0.000556898-0.000637316j -0.00366262-0.00140088j 0.00309174+0.00101145j -0.00234933+0.00273217j 0.0035961-0.00235891j -6.00156e-05+0.00143354j 0.00665041-0.000260202j 0.00150253-0.00117514j -0.00137971-0.000532828j -0.00365291+0.000674996j 0.0020557+0.00355929j 0.00558466+0.000483875j -0.000896787-0.00437715j 0.000925919-0.00386356j -0.000527501+0.00329007j 0.00173253-0.000806103j -0.00679985-0.00571501j -0.00210741-0.00828681j -0.000694617-0.00363557j -0.000701132+0.00910296j -0.00148036-0.00678624j -0.00292648+0.00106733j 0.00241761-0.00419883j -0.00981308+0.000920463j -0.000464147-0.010884j -0.00289468-0.00196618j 5.54796e-05+0.0043303j -0.00145187-0.00432368j -0.00454248+0.00423411j -0.0042771-0.00170613j 0.0075182+0.00285588j 0.00757013+0.00128486j 0.000324895+0.00360243j -0.00242523-0.00428384j 0.00357648+0.00582561j 0.00172961-0.00187104j 0.00115232+0.000693452j -0.00156118-0.00344513j -0.00257725+0.00401022j -0.00883761+0.0022214j -0.00102418-0.0040131j -0.00137273-0.00240478j 0.00307434-0.00194625j 0.00280302-0.00150391j 0.00485257+0.00414052j 0.00147947+0.00512105j 0.00279253-0.00112154j -0.00407368+0.000477021j 0.00387942+0.00802496j -3.63156e-05+0.00217632j -0.00249278+0.00166022j -0.00247319-0.00049621j 0.00611254+0.00996361j -0.00492794-0.00133639j 
-0.00175675+0.00385399j 0.00161554+0.000723003j -0.00201853-0.000132456j 0.000674139-0.00604604j 0.00304202+0.000347568j 0.0019253+0.00155441j -0.00205673+0.000424296j 0.000920206+0.00196907j 0.000651583-0.00387609j -0.00168067-0.00161981j 0.00294467+0.00229642j 0.0082983+0.00325431j 0.00396807-0.00115621j -0.00343933+0.00116267j -0.00131589-0.00516335j -0.00244472+0.00281773j 0.00148583+0.00347466j 0.00401702+6.01025e-05j -0.00420426+0.00166604j -0.000410424-0.00146313j 0.00286659+0.000567382j 0.00655988-0.00130677j 0.00286225+0.00462344j 4.06383e-05-0.00336211j 0.000846939-0.00334127j -0.00688179+0.00160225j -0.00230348-0.00850791j -0.00169571-0.000261619j 0.000564139-0.00123586j 0.000342518-0.000841705j -0.00171045+0.000580685j -0.00201833-0.00339346j -0.00220644+0.00418824j -0.000419301+0.000238563j -0.000242478-0.00143573j 0.00173648-0.0005174j 0.00401867-0.00931071j -0.00021041+0.000474026j -0.00266993+0.000288027j 0.00039451-0.000233286j -0.00256994+0.00371969j 0.00336823+0.000351212j 0.00459063-0.00455669j 0.00270925+0.000487422j -0.0102394-0.0080701j -0.00255889+0.00369285j -0.00228558-0.000938802j 0.00276066+0.00565139j 0.000353141-0.00501806j -0.00252744-0.000620336j -0.00360075+0.00495914j -0.00128793-0.00126106j -0.00117107+0.000960997j -0.00593664+0.00635125j 0.00578248+0.000148744j -0.000154315+0.0011325j -0.00796181-0.00222409j 0.00582132+0.00360069j 0.00326117+0.00362599j 0.000331523+0.0010566j 4.36072e-05+0.00551357j -0.000215929-0.0111847j 0.0157156-0.00294465j -0.00362922-0.00233733j 0.00197186-0.00281626j 0.00028453+0.00110916j 0.0126355+0.00124198j -0.0017535-0.00370191j -0.00515531+0.00284385j 
0.00540702-0.000138573j 0.00137224-0.00609095j -0.00175642+0.00121853j 0.00324441+0.00144949j -0.000459266+0.00140566j -0.00327458-0.00226531j 0.00310285-3.70372e-05j -0.00107444-0.00140098j 0.00141043+0.000363519j -0.0017782-0.00223075j 0.000630035-0.000159703j 0.0023741+0.00183035j 0.000626755-0.000151111j 0.00182127-5.50296e-06j 0.000231129+0.00110859j -0.00157464+0.000173804j -0.00207142+0.00111865j -0.0027727-0.00142016j -0.00136551+0.00338896j -0.00472995+0.00710151j -0.000180899-0.00136882j -0.00238226-0.00438156j -0.00355921+0.00618806j -0.00175815-0.000172826j -0.00186702-0.00227731j 0.000880128+0.000748537j 0.000689028+0.00415735j -0.000186893+0.00091836j -0.00213121-0.000934299j -0.000261485+3.03021e-05j 0.000283126+0.00157669j -4.4311e-06+0.00425088j 0.000260394-0.000717784j 0.00120443-0.000398492j -0.000138761-0.00142393j -0.00164414+0.000530223j 0.000882665-0.00303904j -0.00424513+0.00693571j 0.00113826-0.0019161j 0.0018329-0.00428722j 0.00053122+0.00441162j 0.00387626-0.00192329j 0.00569778-0.000236481j 0.00274631-0.00591606j -0.00222692+0.000369111j 0.00623041+0.00428727j -0.00849484+0.00802994j 0.00198376-0.00140021j 0.0117363+0.00472353j 0.00315811-0.00100068j 0.000365603-0.00699446j 0.00467094+0.00299048j -0.000104374-0.00043803j 0.00378244+0.000745034j -0.000814733-0.00311644j -0.00316586+0.000943775j 0.00578326+0.000143335j -0.00406985-0.00566583j -0.00696757-0.00441094j -0.00358491-0.00679576j 0.00882883-0.00368854j -0.00369279+0.00112961j 0.0130523-0.000799747j 0.00542191-0.00706881j -0.00363818+0.00108734j -0.00853372-0.00473362j 0.00587771+0.000276003j -0.0079314-0.00487427j 0.00352152+0.0047734j 
-0.0024123+0.00433027j 0.00116062+0.00271163j -0.00392769-0.00112898j -0.00216299+0.000684858j 0.0029476+0.00219091j 0.00679791+0.00210279j -0.00318278+0.00419229j 0.00299518+0.00630251j -0.000682903-0.00390638j 0.00103532-2.91229e-05j 0.000866907+5.02517e-05j -0.00155484-0.00221145j 0.00752761-0.00684426j 0.00135044-0.00185871j 0.00259487+0.000123663j 0.00367516-0.00421487j 0.00272756+3.96054e-05j 0.00402458+0.0004708j 0.000526683-0.00203875j -0.0036492-0.00800823j 0.00124287-0.00285651j 0.000202756+0.00895358j 0.00275779-0.0057288j 0.00203051-0.00430549j 0.000606445-0.000776341j 0.00114402-0.00314378j -0.0046397-0.00340207j -0.000822962-0.00113466j 0.0027069+0.00270035j 0.00249264+0.00238804j -0.000411545+0.00231472j 0.00158976-0.000666984j 0.00225576+0.00914756j -0.00501736-0.00137246j -0.00392283-0.00621444j 0.00307231+0.00653868j -0.00313448+0.00551376j 0.00345941+0.00058428j 0.00116029-0.0035201j 0.00356049+0.00595454j -0.00137345-0.00489465j 0.00324875-0.0033936j -0.00183625+0.00057747j -0.00724789-0.000740526j 0.00522058-0.00178872j -0.00934093-0.00107601j -0.0010983-0.00581254j -0.00130556-0.00321515j -0.00640469-0.000894328j -0.00361188-0.00253364j -0.000644124+0.00737563j -0.0044268-0.000885884j 0.000618744+0.00286176j -0.00296385-0.0026006j -0.00683081-0.00106386j 0.0055225-5.90682e-06j -0.000448324-0.000848139j 0.00350374+0.0021451j 0.00421566+0.00355216j 0.0016507+0.000682616j -0.00770806+0.00327785j 0.000237615+0.00142239j -0.00423305-0.00302343j -0.00241241+0.0035605j 0.00192109+0.000482888j 0.0068482+0.00441969j -0.00448465-0.00171099j 0.00128788+0.0016813j -0.00385473+0.000220914j 
