0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
0.0230489-8.60802e-15j 0.0283081-1.87792e-15j 0.0120432-1.27537e-16j -0.0243077+1.6534e-16j -0.00918178-1.33285e-17j 0.0294543-1.61352e-16j 0.0141238+2.0908e-18j -0.0116336-3.26711e-17j -0.0223486+3.36487e-17j 0.00279284-1.04065e-17j -0.0109095+5.15525e-17j 0.0310154-1.20136e-16j 0.00291508+7.42791e-17j -0.01866+1.87531e-17j -0.0269372+1.79617e-16j -0.0163925-5.33569e-17j 0.0124494+7.39492e-16j -0.0162344-2.29768e-16j -0.0081802+6.90015e-17j -0.0195268-6.5836e-17j 0.00673031-4.41903e-17j -0.00508699+1.74615e-17j 0.0193271+1.0313e-17j -0.0114826-2.84091e-17j 0.0299311+5.08659e-18j 0.00135013+4.10496e-17j -0.0328428-1.08379e-16j -0.00920212+3.59025e-16j -0.00968586+2.455e-16j -0.0311703-5.24518e-17j -0.00500842+2.17648e-16j 0.0203856+1.85273e-17j 0.0244933+4.49953e-17j -0.00575076+4.15276e-17j -0.00446502+1.87756e-17j -0.0114007-3.52723e-17j 0.0279833-3.90503e-16j -0.00272741+1.18894e-16j 0.0110905+3.78423e-16j -0.0165659-2.53309e-16j -0.00668675-1.16801e-16j 0.0226312+2.54445e-17j -0.0219937-1.54574e-16j -0.0105978+7.95085e-17j -0.0295078-7.83144e-17j -0.0170632-2.01162e-16j 0.0029166+2.95204e-17j -0.0103389-5.88673e-17j -0.0164725-2.94649e-17j 0.0229665+1.8092e-17j 0.0250094+7.20329e-17j -0.00266926-4.10418e-17j -0.0195729+1.13097e-16j -0.0192427+1.27786e-16j 0.0259238-2.66781e-15j -0.0251375+1.22667e-14j 
-0.00168408+5.67909e-16j -0.00121205+1.32045e-16j -0.00193737-1.25209e-17j 0.000572757-2.49425e-17j -0.000585802-1.81367e-17j -0.000929778+1.97307e-17j -0.00233494-2.71401e-17j 0.00152865+1.72162e-17j -0.000775863-3.6546e-17j -0.000183558+1.14643e-18j 0.00180956+1.7664e-17j -0.00144424+1.47192e-17j 0.00212389+3.05163e-17j 0.00173229+8.02833e-18j 0.000842024-3.20431e-17j -0.000862518-1.6128e-17j -0.00140681-8.79807e-17j 0.00010647-7.47947e-18j -0.000344876-2.48149e-17j 0.00255552+2.95012e-17j -0.00130048-2.13834e-17j -0.00137516-4.42067e-17j 0.00123926+4.80099e-17j 0.0028998+3.49185e-17j -8.76607e-05+2.32981e-17j -0.000655881-2.09592e-17j 0.0015569+1.42423e-18j 0.000518657-1.82221e-17j 0.00055575-1.54853e-17j 0.00209124+3.40363e-18j -0.000270695-4.10193e-17j -0.00279279-4.45037e-17j 0.000852588+4.51149e-17j 0.00265678+3.94933e-17j -0.00138445-2.50679e-17j -0.000220441-2.35873e-17j -0.000136472+1.96399e-17j 0.000908869-3.62341e-18j -0.00148113-3.64563e-17j 0.000300582+2.39296e-18j 0.00219433+3.43272e-17j -0.00192261-1.7744e-17j 0.000610559-1.11746e-17j -0.0016571-4.42306e-17j 0.00197272+5.44562e-18j -0.000226417-1.15727e-17j -0.000137081-5.6995e-19j 0.00263357+4.17584e-17j 7.78046e-05-1.26321e-17j 0.000202899+2.38529e-17j -0.00216902-1.60975e-17j 0.00125811+2.10515e-17j 0.00192266+8.31148e-18j -0.000149074-2.75022e-17j -0.0018762+1.20617e-16j 0.00106215-5.92488e-16j 
-0.0128721+4.84268e-15j -0.0162863+1.05018e-15j -0.00613661+8.79685e-17j 0.0142455-8.22026e-17j 0.00582787+2.21456e-17j -0.0171303+8.29497e-17j -0.00716177+1.94641e-17j 0.00611894+6.81761e-18j 0.013823+7.69226e-18j -0.00157114+5.68609e-18j 0.00552853-4.50749e-17j -0.0177791+6.26026e-17j -0.00292993-6.98819e-17j 0.0102155-1.81567e-17j 0.015671-8.72376e-17j 0.0103025+4.75246e-17j -0.00667559-3.91519e-16j 0.00966795+1.44831e-16j 0.00509352-2.45537e-17j 0.0102763+1.7734e-17j -0.00330811+4.17447e-17j 0.00381415+2.02548e-17j -0.0122708-4.14851e-17j 0.00526453-1.06442e-17j -0.0178852-2.19426e-17j -0.000443555-1.08018e-17j 0.0188112+6.52933e-17j 0.00522474-2.04947e-16j 0.00549392-1.38485e-16j 0.0175114+2.83777e-17j 0.00315174-1.05523e-16j -0.0106586+1.96592e-17j -0.0151508-6.03153e-17j 0.00196556-5.54027e-17j 0.00344665+8.70911e-18j 0.00695384+3.74566e-17j -0.0166909+2.17708e-16j 0.00112785-7.19751e-17j -0.00582-2.03325e-16j 0.00975843+1.52796e-16j 0.00278402+4.4228e-17j -0.0124889-3.0439e-18j 0.0128379+1.01192e-16j 0.00727317-1.47299e-17j 0.0165813+4.28234e-17j 0.01035+1.31362e-16j -0.00167119-1.74767e-17j 0.00472757+4.53028e-18j 0.00982656+2.78394e-17j -0.013874-2.96558e-17j -0.0137766-3.14702e-17j 0.000898429+8.81816e-18j 0.0106564-7.53491e-17j 0.0116128-5.66903e-17j -0.0144877+1.53275e-15j 0.01447-7.0185e-15j 
0.0162824-5.80604e-15j 0.0156827-1.26531e-15j 0.0138361-9.02283e-17j -0.0111081+1.10113e-16j -0.000153781-1.07565e-17j 0.014648-8.81219e-17j 0.0165433+2.71377e-18j -0.011638-2.1557e-17j -0.00364966+1.5115e-17j 0.00186963-1.14505e-17j -0.0128086+3.30431e-17j 0.0177685-8.63984e-17j -0.00971646+7.29917e-17j -0.0150408+2.48208e-17j -0.0133544+1.61243e-16j -0.00119837-9.49553e-17j 0.0113+6.32045e-16j -0.00602772-1.12089e-16j -0.00102905+7.69819e-17j -0.0194823-4.38534e-17j 0.00882975+1.20526e-17j 0.00520892+8.20604e-17j 0.000292535-3.23651e-17j -0.0184963+1.21753e-17j 0.0105658+2.67422e-17j 0.00376172+6.85193e-17j -0.0189543-7.14905e-17j -0.00572613+2.12771e-16j -0.00607667+1.61421e-16j -0.0210812-7.10679e-18j -0.000330014+2.31359e-16j 0.0209684+8.68656e-17j 0.00398846-1.41795e-17j -0.0153329+2.01308e-17j 0.00546609-1.16349e-17j -0.00274541+3.03281e-17j 0.0101529-1.02699e-16j -0.00550241+1.24823e-16j 0.0112149+2.36919e-16j -0.00711799-1.5437e-16j -0.0133192-5.28061e-17j 0.0173431+4.2249e-17j -0.0105159-5.25373e-17j 0.00476562+5.06982e-17j -0.0199216-2.82411e-17j -0.00463059-1.15256e-16j 0.00167729+1.54169e-17j -0.0167679-5.02992e-17j -0.00596379-2.20911e-17j 0.00674587+1.89948e-17j 0.0193892+3.99424e-17j -0.00724259-2.25699e-17j -0.0163089+6.74891e-17j -0.00575755+7.21562e-17j 0.018223-1.54534e-15j -0.0138549+7.10219e-15j 
0.0097757-2.7609e-15j -0.00222222-5.76458e-16j 0.0226784-1.10306e-16j 0.00968483+1.1878e-17j 0.016987-5.95016e-17j -0.00781808+5.01936e-17j 0.027641-6.32497e-17j -0.0162105+2.97624e-17j 0.0305463-1.05603e-16j 0.000843836-1.90201e-17j -0.0214503+6.36935e-17j -0.000502696-4.16194e-17j -0.0375939+2.01238e-16j -0.0140437+7.59485e-17j 0.00728779+1.58601e-16j 0.0272811-2.91523e-16j 0.0135415+6.441e-16j 0.0110553+3.16903e-17j 0.0121925+8.62325e-17j -0.027038+4.51588e-17j 0.0162926+8.30611e-17j 0.0268686+1.63108e-16j -0.0358595-2.20558e-17j -0.0391133+1.94376e-16j -0.0221875+1.50587e-16j 0.00983178+1.21922e-16j 7.42866e-05-4.32419e-17j -0.00134891+1.73066e-17j -0.00158313+6.47059e-17j -0.0101257+9.05678e-17j 0.00845436+3.23431e-16j 0.0303021+1.78415e-16j -0.0335154-3.2287e-17j -0.0396029+9.10798e-17j 0.0265315-1.47188e-16j 0.0126689+1.28435e-16j -0.0198378+4.70356e-16j -0.0129475+2.18658e-16j 0.0158499+2.23637e-17j 0.00809172-5.5067e-17j -0.0311794+1.29246e-16j 0.0140691+6.26033e-17j 0.00722873+9.26374e-17j 0.0359066-8.50873e-17j -0.00946961+6.90929e-17j 0.0172413-5.02011e-17j -2.62013e-05-4.11263e-18j -0.035593+3.74368e-17j 0.0117196-5.50657e-17j -0.0215139+9.5527e-17j 0.0162848-3.87123e-17j -0.0187965+5.30751e-17j -0.0164858+4.30594e-17j 0.0176779-6.10461e-17j 0.0106969-3.05323e-17j 0.00220838+3.09313e-17j 
0.00824634-2.97964e-15j 0.00862453-6.5517e-16j 0.00616531-3.11311e-17j -0.00658405+6.62628e-17j -0.00107865+7.65312e-18j 0.00839199-5.74133e-17j 0.00734082+1.8967e-17j -0.00535372-2.12233e-17j -0.00376665+3.28397e-17j 0.000963213-4.8671e-18j -0.00568073+3.45859e-18j 0.0096535-4.72652e-17j -0.00305997+7.10706e-18j -0.00732377+2.96233e-18j -0.00766025+8.42826e-17j -0.00224762-1.81612e-17j 0.005327+3.10884e-16j -0.00391261-5.51934e-17j -0.00127179+4.39508e-17j -0.00896805-3.94037e-17j 0.00382784+9.92557e-18j 0.00124697+4.98936e-17j 0.00225963-3.73276e-17j -0.00772641-2.50321e-17j 0.00702288-8.91494e-18j 0.00146139+3.5186e-17j -0.0102707-3.33578e-17j -0.00302244+1.1428e-16j -0.00319858+8.3604e-17j -0.010825-1.19998e-17j -0.00067413+1.11371e-16j 0.0095817+5.12977e-17j 0.00412412-2.60457e-17j -0.00598432-1.5423e-17j 0.00140601+1.7091e-17j -0.00222935+1.67405e-17j 0.00666157-9.63218e-17j -0.00222164+4.8006e-17j 0.00514565+1.34667e-16j -0.00432949-7.459e-17j -0.0053872-5.25167e-17j 0.00856925+2.49231e-17j -0.00611936-2.80954e-17j 0.000477286+5.28196e-17j -0.0102354-2.1974e-17j -0.00351835-4.86853e-17j 0.000910014+8.32938e-18j -0.00699652-4.78627e-17j -0.00391691-9.8343e-19j 0.00491441-8.92797e-18j 0.00954768+3.061e-17j -0.00282146-2.5302e-17j -0.00786749+2.67532e-17j -0.00415433+5.38815e-17j 0.00924343-8.31623e-16j -0.00763372+3.84832e-15j 
0.0169682-5.18683e-15j 0.00258166-1.10897e-15j 0.0314128-1.38499e-16j 0.0077623+6.4838e-17j 0.0200358-5.45195e-17j -0.00437904+1.69831e-17j 0.0381802-4.70981e-17j -0.0230344+1.28732e-17j 0.0349081-8.39809e-17j 0.00161886-2.58663e-17j -0.0296193+6.54926e-17j 0.0053078-8.35617e-17j -0.0476817+2.22115e-16j -0.0216026+8.63354e-17j 0.00418169+2.53228e-16j 0.0318614-3.44814e-16j 0.0197662+9.83798e-16j 0.0110704+1.45674e-17j 0.0140756+1.41736e-16j -0.0384435+1.35674e-17j 0.0221987+1.18277e-16j 0.0335019+2.49279e-16j -0.042306-7.7803e-17j -0.0523947+1.94575e-16j -0.0227267+1.58632e-16j 0.0128754+1.77066e-16j -0.00620828-6.93817e-17j -0.00349714+9.12392e-17j -0.00389053+1.30064e-16j -0.018976+9.92097e-17j 0.00988751+4.69037e-16j 0.0427968+2.6839e-16j -0.0383064-8.22432e-17j -0.0519229+7.36101e-17j 0.0331888-1.49221e-16j 0.0140688+1.77176e-16j -0.0200853+4.96555e-16j -0.0171379+2.86831e-16j 0.0224675+1.20012e-16j 0.0072039-1.05134e-16j -0.0412934+1.03542e-16j 0.0223973+9.91497e-17j 0.00505473+1.03336e-16j 0.0440419-4.41929e-17j -0.0178151+6.72126e-17j 0.0188494-7.66654e-17j 0.000526169-2.50943e-19j -0.047658-8.23472e-18j 0.0118772-5.73858e-17j -0.023199+9.28111e-17j 0.0256971-1.94782e-17j -0.0246323+3.58994e-17j -0.0249116+5.91956e-17j 0.0189913-2.64162e-17j 0.0187021-5.42434e-16j -0.00199087+2.40222e-15j 
0.0504509-1.90072e-14j 0.0645193-4.14412e-15j 0.0232037-2.87623e-16j -0.0567991+3.60328e-16j -0.0238498-3.59489e-17j 0.0681212-3.63394e-16j 0.0270247-6.60233e-18j -0.0234383-6.65045e-17j -0.0561101+6.47947e-17j 0.00617437-2.05168e-17j -0.0208564+1.22951e-16j 0.0703425-2.59854e-16j 0.013358+1.6606e-16j -0.039743+3.87593e-17j -0.0623243+3.68074e-16j -0.0420323-9.51244e-17j 0.0257655+1.54892e-15j -0.0387586-5.38278e-16j -0.0207196+1.28769e-16j -0.0393714-1.35829e-16j 0.0123171-1.28624e-16j -0.0163503-1.44568e-17j 0.0502208+6.20417e-17j -0.0189808-6.59602e-17j 0.071783+8.45841e-18j 0.00129151+6.24838e-17j -0.0744047-2.42377e-16j -0.0206011+8.10027e-16j -0.0216548+5.44508e-16j -0.0687837-1.304e-16j -0.0128636+4.26624e-16j 0.04073-1.42964e-17j 0.0615014+1.41068e-16j -0.00590983+1.12251e-16j -0.014881+4.46635e-17j -0.0280999-1.15878e-16j 0.0669489-9.47411e-16j -0.00385132+2.41192e-16j 0.0222729+8.40538e-16j -0.038977-5.73412e-16j -0.0095435-2.60883e-16j 0.0487333+3.69886e-17j -0.0511162-3.76297e-16j -0.0304568+1.61842e-16j -0.0651359-1.85475e-16j -0.0417474-4.64406e-16j 0.00661103+6.80363e-17j -0.0170228-1.09734e-16j -0.0394172-6.96129e-17j 0.0558866+4.62346e-17j 0.0537222+1.59074e-16j -0.0026686-8.60911e-17j -0.0413718+2.60418e-16j -0.0467627+2.8194e-16j 0.0567974-6.04323e-15j -0.0573352+2.77741e-14j 
-0.0636572+2.40246e-14j -0.0815749+5.19742e-15j -0.0290717+4.68641e-16j 0.0719013-3.86296e-16j 0.0303374+1.39005e-16j -0.0861908+3.96298e-16j -0.0338452+1.37691e-16j 0.0294415+1.08035e-17j 0.0712666+9.1048e-17j -0.00779459+2.77956e-17j 0.0261188-2.55657e-16j -0.0889157+3.00554e-16j -0.0173095-4.02234e-16j 0.0500745-1.05011e-16j 0.0788578-4.04579e-16j 0.0534359+2.69602e-16j -0.0324132-1.89119e-15j 0.0491145+7.5027e-16j 0.0263267-9.28675e-17j 0.0494577+4.95441e-17j -0.0153839+2.41457e-16j 0.0209703+1.61621e-16j -0.063883-2.77564e-16j 0.0235481-1.05284e-16j -0.0909819-1.46449e-16j -0.00152111-2.83911e-17j 0.0940453+3.32556e-16j 0.0260237-1.02317e-15j 0.0273528-6.8784e-16j 0.0868251+1.39027e-16j 0.0163547-4.88319e-16j -0.051138+1.58746e-16j -0.0781146-3.69715e-16j 0.00702144-3.38802e-16j 0.0191093+8.11603e-17j 0.0356605+2.21851e-16j -0.0848452+1.07893e-15j 0.00472132-3.66419e-16j -0.0279726-9.89968e-16j 0.0493569+7.78804e-16j 0.0117096+1.77091e-16j -0.0614376+7.78558e-18j 0.0646906+5.31266e-16j 0.0389026-1.33805e-17j 0.0822218+2.1042e-16j 0.0529622+6.88277e-16j -0.00835636-8.85122e-17j 0.0211131-3.4644e-17j 0.0499544+1.60504e-16j -0.0708819-1.85795e-16j -0.0677182-1.38245e-16j 0.00316021+1.54153e-17j 0.0521056-3.9731e-16j 0.0593062-2.51218e-16j -0.0716685+7.67199e-15j 0.0724943-3.50735e-14j 
-0.0180293+4.61986e-15j 0.003474+1.62462e-15j -0.0410547-1.52268e-15j -0.0169842-1.14297e-15j -0.0304127-1.42007e-15j 0.0135275+9.43213e-16j -0.0500281-1.9942e-15j 0.0294021+1.1398e-15j -0.05458-2.63297e-15j -0.00157124+7.48912e-19j 0.0388224+1.52093e-15j 0.000327764+5.21574e-16j 0.0676303+2.79068e-15j 0.0256318+7.84833e-16j -0.0126196-1.24282e-15j -0.0488122-1.9486e-15j -0.024612-2.13434e-15j -0.0196019-1.18006e-15j -0.0217993-1.27351e-15j 0.049043+1.90781e-15j -0.0294586-1.41198e-15j -0.0482798-2.58744e-15j 0.0642021+3.26321e-15j 0.0706337+2.74395e-15j 0.0393896+1.95678e-15j -0.0177264-1.01779e-15j 0.000477563-3.52749e-16j 0.00259988-4.55063e-17j 0.00303057-1.15596e-16j 0.0188105+2.72586e-16j -0.0151281-1.35226e-15j -0.0549357-2.56889e-15j 0.0598856+3.15375e-15j 0.0714086+3.04364e-15j -0.0476846-1.99278e-15j -0.0225971-1.42887e-15j 0.0351954+1.16834e-15j 0.0233616+6.4204e-16j -0.0287427-1.21725e-15j -0.0142601-7.8205e-16j 0.0562603+2.26742e-15j -0.0257514-9.85642e-16j -0.0126053-1.04875e-15j -0.0644495-2.96255e-15j 0.0175984+2.78933e-16j -0.0307239-1.55674e-15j -7.11412e-06+4.68989e-17j 0.0642745+2.75009e-15j -0.0207936-1.08576e-15j 0.0383063+1.90939e-15j -0.0297849-9.56901e-16j 0.0338911+1.42877e-15j 0.0300456+1.03289e-15j -0.0314693-1.60782e-15j -0.0197414-4.45524e-16j -0.00350811-7.93496e-16j 
-0.0175891+5.79361e-15j -0.0104994+1.34866e-15j -0.0229015-1.31423e-16j 0.00294716-2.57625e-16j -0.00928781-1.89391e-16j -0.00662802+1.93558e-16j -0.0276732-2.84956e-16j 0.0176773+1.79546e-16j -0.0141786-3.78541e-16j -0.00186542+1.40112e-17j 0.0214532+1.86859e-16j -0.0130111+1.54683e-16j 0.0280765+3.09765e-16j 0.019023+7.84418e-17j 0.00595402-3.52261e-16j -0.0142046-1.40815e-16j -0.0159471-9.74178e-16j -0.00161117-1.03726e-16j -0.00597929-2.73773e-16j 0.0295376+3.07619e-16j -0.0156224-2.45518e-16j -0.0187684-4.97562e-16j 0.0196305+5.22619e-16j 0.0354841+3.49849e-16j 0.00437911+2.32674e-16j -0.00825565-2.39018e-16j 0.0141352+1.21565e-17j 0.00502935-1.69872e-16j 0.00542118-1.55721e-16j 0.0213719+2.07408e-17j -0.00443292-4.67581e-16j -0.0324558-5.02673e-16j 0.0155687+4.9549e-16j 0.0333892+4.18424e-16j -0.0187742-2.50295e-16j -0.00495928-2.74503e-16j 0.00338726+1.1929e-16j 0.0112822-5.78493e-17j -0.0171612-3.66028e-16j 0.000844681+1.23237e-17j 0.0272205+3.44697e-16j -0.0207589-1.97837e-16j 0.00386375-1.45438e-16j -0.0234397-4.60518e-16j 0.0201415+4.34879e-17j -0.00608027-1.34995e-16j -0.00123997-3.21469e-18j 0.0322429+4.41672e-16j -0.00202673-1.31788e-16j 0.0068632+2.46883e-16j -0.0235157-1.63076e-16j 0.0158213+2.17288e-16j 0.0213232+9.34803e-17j -0.00547904-2.78889e-16j -0.0195504+1.08972e-15j 0.00913997-5.40584e-15j 
-0.0166349+1.86016e-15j 0.0260912+2.19319e-15j -0.0661408-4.58851e-15j -0.0478307-3.08543e-15j -0.0616471-4.12494e-15j 0.0451497+2.637e-15j -0.0809829-5.74092e-15j 0.0452654+3.24712e-15j -0.114737-7.59769e-15j -0.000901733-3.98059e-17j 0.0628792+4.4446e-15j 0.0222694+1.31035e-15j 0.124856+8.29344e-15j 0.0335083+2.36591e-15j -0.041742-3.09123e-15j -0.1001-6.0655e-15j -0.0359965-4.32605e-15j -0.0469426-3.43773e-15j -0.0453048-3.38829e-15j 0.0754182+5.41861e-15j -0.0487947-3.86602e-15j -0.0912328-6.99407e-15j 0.130099+9.17662e-15j 0.120249+8.07543e-15j 0.0924494+5.79868e-15j -0.0312483-2.62203e-15j -0.0220839-1.15159e-15j -0.00170914+1.60541e-16j -0.00126504-3.28633e-17j 0.0123782+8.95683e-16j -0.0309732-3.07421e-15j -0.0855194-6.91325e-15j 0.125871+8.87404e-15j 0.125662+8.78428e-15j -0.0897172-5.877e-15j -0.0490041-3.82509e-15j 0.0834714+3.86898e-15j 0.0405196+2.29329e-15j -0.0444476-3.12317e-15j -0.0374734-2.48854e-15j 0.0974979+6.54921e-15j -0.0309503-2.64994e-15j -0.0382613-2.90282e-15j -0.124449-8.45772e-15j 0.0113388+8.56137e-16j -0.0677197-4.62856e-15j 0.00202526+1.46087e-16j 0.1095+7.78665e-15j -0.0492731-3.18502e-15j 0.0856151+5.57452e-15j -0.0366133-2.71892e-15j 0.0596822+4.09884e-15j 0.040886+3.07407e-15j -0.0705965-4.55635e-15j -0.017735-3.2269e-15j -0.0239374+6.61863e-15j 
-0.0205612+7.49046e-15j -0.0222299+1.62784e-15j -0.0144761+1.27748e-16j 0.0174364-1.33801e-16j 0.0037546+2.51323e-17j -0.0219604+1.17519e-16j -0.017199+1.42479e-17j 0.0127736+1.84707e-17j 0.0114333-1.2195e-18j -0.00241902+1.24262e-17j 0.013306-5.68058e-17j -0.0247664+1.04662e-16j 0.00564894-1.06044e-16j 0.0179482-3.22622e-17j 0.0200544-1.76615e-16j 0.00735037+1.07643e-16j -0.0128608-7.28749e-16j 0.0106707+1.78863e-16j 0.00396995-7.23385e-17j 0.0214039+4.08585e-17j -0.00885877+1.92835e-17j -0.00162857-4.59491e-17j -0.00788139-7.38884e-18j 0.0175181-2.21616e-17j -0.01929-3.86999e-17j -0.00317149-5.78811e-17j 0.0263229+9.66133e-17j 0.00766633-2.91592e-16j 0.00810403-2.10635e-16j 0.0271486+2.23106e-17j 0.00222046-2.42354e-16j -0.0227861-5.01102e-17j -0.0125225-3.2879e-17j 0.0130254-5.6439e-17j -0.00205577+1.88761e-17j 0.00645146+2.41538e-18j -0.0182271+2.10874e-16j 0.00493794-1.43026e-16j -0.0122615-3.06852e-16j 0.0115662+2.15889e-16j 0.0119865+6.32644e-17j -0.0211383-3.2676e-17j 0.0161024+1.05326e-16j 0.00087079-4.20116e-17j 0.025676+4.76524e-17j 0.0100212+1.73937e-16j -0.00233344-2.28478e-17j 0.015853+3.59328e-17j 0.0107205+3.67271e-17j -0.0138477-3.72599e-17j -0.0235163-4.83336e-17j 0.00613391+1.98406e-17j 0.0191991-1.0116e-16j 0.0116763-8.74866e-17j -0.0230625+2.14662e-15j 0.0196902-9.84344e-15j 
0.0572689-1.90005e-14j 0.0301262-3.90647e-15j 0.0795781-9.06075e-16j -0.00389195-3.30372e-17j 0.0361973-5.66635e-16j 0.0157864+1.91632e-16j 0.0962783-7.02346e-16j -0.0607728+3.3988e-16j 0.0575826-9.59819e-16j 0.00597649-7.55456e-17j -0.0746493+6.54882e-16j 0.0384674-1.61171e-16j -0.102492+1.45175e-15j -0.063686+4.68916e-16j -0.0140477+4.41053e-16j 0.0560152-1.51024e-15j 0.0542794+2.53137e-15j 0.0103638-4.87377e-16j 0.023936+5.35724e-17j -0.101523+5.39244e-16j 0.0546989-1.37483e-16j 0.069389-8.91774e-17j -0.0764835+7.55759e-16j -0.125302+1.28506e-15j -0.0242089+9.88342e-16j 0.0295212+1.98238e-16j -0.0420283-3.69594e-16j -0.0156467+5.08728e-16j -0.0169307+4.99956e-16j -0.0687026+2.97009e-16j 0.017451+1.00272e-15j 0.111852-3.30336e-17j -0.063215+7.39683e-16j -0.119315+1.11181e-15j 0.0692364-9.554e-16j 0.0211405+1.8434e-17j -0.0200736+1.32832e-15j -0.0400976+1.02997e-15j 0.0590553+2.57793e-16j 0.00156243-7.0257e-16j -0.0967134+8.3867e-16j 0.0688648-8.17519e-18j -0.00785691-1.57908e-16j 0.0878434-9.15709e-16j -0.0647105+1.94871e-16j 0.0267798-8.12731e-16j 0.00367691+3.63403e-17j -0.113883+7.3323e-16j 0.0119351-4.89469e-16j -0.0312621+8.12947e-16j 0.0781852-2.72728e-16j -0.0565522+4.77581e-16j -0.0717614+5.44888e-16j 0.0252105-4.3643e-16j 0.0635697-3.65463e-15j -0.0260877+1.57361e-14j 
0.11499-4.16687e-14j 0.119244-8.92221e-15j 0.0872298-1.05643e-15j -0.0903778+5.18594e-16j -0.0135451-4.45056e-16j 0.115566-4.22408e-16j 0.103914-4.96294e-16j -0.0754618+1.35047e-16j -0.0496561-5.63123e-16j 0.0134069-8.09995e-17j -0.0804192+6.38283e-16j 0.133633-4.98997e-16j -0.0454509+1.24278e-15j -0.102564+3.76885e-16j -0.105477+8.38979e-16j -0.0288891-1.16013e-15j 0.0748733+4.01404e-15j -0.0532735-1.16476e-15j -0.0166123+2.1627e-16j -0.126397+1.68861e-16j 0.0543394-3.0745e-16j 0.0194676-1.15807e-16j 0.0283529+6.33985e-16j -0.110193+7.7537e-16j 0.0954305+6.85534e-16j 0.0210414+2.12051e-16j -0.142214-6.20144e-16j -0.0419629+1.58115e-15j -0.0444211+1.16494e-15j -0.150726-3.32506e-18j -0.00864248+1.29482e-15j 0.135162-7.86196e-17j 0.054363+7.43874e-16j -0.0861096+9.41098e-16j 0.0216422-5.82566e-16j -0.0298328-1.86135e-16j 0.0906198-5.77317e-16j -0.031824+1.05378e-15j 0.0725511+1.44827e-15j -0.0592889-1.35414e-15j -0.0771513+1.76544e-16j 0.119813+3.82842e-17j -0.0841443-6.97846e-16j 0.00954969-3.89107e-16j -0.142507-1.54926e-16j -0.0473075-1.26856e-15j 0.012599+1.2932e-16j -0.0997975+3.4734e-16j -0.0532787-4.42e-16j 0.0662891+6.28539e-16j 0.133543+5.40987e-17j -0.0406089+1.98755e-16j -0.110293+7.7178e-16j -0.0560783+1.27763e-16j 0.128872-1.17149e-14j -0.105525+5.3109e-14j 
