-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
0.0127087+1.01938e-14j 0.00442861+2.24967e-15j -0.0222834-2.07001e-16j 0.00511773+1.3843e-16j -0.00114777-1.77039e-17j -0.0132509-4.53976e-17j -0.0285587-1.00239e-16j -0.0108598-6.99759e-17j -0.0123826-2.89821e-17j -0.0213535-1.62334e-16j -0.00778591-4.10479e-17j 0.0054387+1.04408e-16j 0.0308107+2.17449e-16j -0.0215315-5.60969e-17j -0.0261685-8.93232e-17j -0.0247344-1.1856e-15j 0.00347013-8.95846e-17j 0.0112541-8.87209e-16j -0.0353379+3.91429e-16j -0.0187174-3.64541e-16j -0.00639989-2.47352e-17j -0.0266475-3.23549e-16j -0.0176714+6.73933e-17j -0.0392097+1.43128e-15j -0.0426156-1.24387e-15j 0.00776793+7.75615e-17j 0.0274846-4.68005e-16j -0.0179903+4.76779e-16j -0.00797119-2.00623e-16j -0.0124467-2.42616e-16j 0.0136276+5.24145e-17j -0.0251857-6.92164e-15j -0.00843867+4.31259e-16j 0.046822-3.82603e-15j -0.0353993+3.2946e-16j 0.0239705+7.39881e-16j -0.023265-5.58755e-16j -0.0227273-1.37926e-14j 0.0210408+1.22345e-14j 0.00247133-1.22148e-14j -0.0308695-6.72966e-16j -0.0106915-4.40324e-16j -0.0164027-3.2692e-16j -0.0478923+1.17547e-16j 0.0180001+2.06708e-16j -0.0293763-7.94453e-16j 0.0120605+1.68082e-16j -0.00499799+3.22641e-16j 0.0266774+1.34965e-16j -0.00860228-1.30117e-16j -0.0135378-2.23645e-16j -0.00967669-6.60998e-16j -0.0499557-8.19552e-17j -0.02423+2.08125e-15j -0.0177603+1.51838e-16j 0.0185592+1.04999e-16j -0.0222699-7.81086e-17j -5.15095e-05+2.19044e-17j 0.0213991+1.65477e-16j -0.0258398-2.79141e-16j -0.0179039-2.32033e-19j -0.0219797-5.79611e-16j -0.0253616-4.05017e-17j -0.0275978+1.26528e-16j 0.0280949+1.15692e-16j 0.0104035+3.1728e-17j -0.0135331-8.36914e-17j -0.0170003-1.09838e-16j 0.00723939-1.56969e-17j -0.0159217-1.03876e-16j -0.00411144+5.86168e-17j -0.0252102-2.53606e-18j 0.0127691-1.10267e-17j 0.017814+5.998e-17j -0.0059212-4.06942e-17j -0.0135186-2.40761e-15j 0.00161232+1.06773e-14j 
0.0252945+1.78491e-14j -0.00379832+4.17717e-15j -0.052839+5.14078e-16j -0.00661022+3.29293e-16j -0.0148664+2.40659e-16j -0.00327938+2.23217e-17j -0.0563254+7.61946e-16j -0.00725287+1.83344e-16j -0.0330735+6.16105e-16j -0.0283693+3.53545e-16j -0.0030345+1.02905e-16j 0.00102079+1.05828e-16j 0.0369388-4.79666e-16j -0.0186691+3.57556e-16j -0.0308461+5.37539e-16j -0.0308861-9.58999e-16j 0.024517-6.80934e-16j -0.00263261+8.09059e-16j -0.053631+1.59013e-15j -0.0393988+3.18251e-16j -0.0354464+4.59064e-16j -0.0378719+3.70981e-16j -0.01978+4.29546e-16j -0.0585421+3.08007e-15j -0.0407533-4.34869e-16j 0.0258121-5.59238e-16j 0.0455516-1.44063e-15j -0.0280003+1.19596e-15j -0.0426693+3.23499e-16j -0.0311184+1.12534e-16j 0.0164679-2.15471e-16j -0.024832-6.64459e-15j 0.000602624+3.93992e-16j 0.0519286-5.30315e-15j -0.0583132+1.59436e-15j 0.0612614+3.81626e-16j -0.01916-4.22945e-16j -0.0252985-1.5101e-14j 0.0238985+1.33384e-14j 0.00274046-1.40136e-14j -0.0426544-1.01061e-16j -0.0460343-8.13212e-16j -0.000139499-3.3141e-16j -0.0556176+1.1586e-15j 0.0299185-1.93735e-16j -0.0374185-3.33742e-16j 0.0124101-1.26621e-16j -0.0226774+1.02489e-15j 0.0636465-9.42231e-16j -0.00131507-8.24065e-17j -0.00146628-8.47027e-17j -0.0281639-1.27294e-15j -0.063781+1.09496e-15j -0.0135685+1.46922e-15j -0.0209819+4.67085e-16j 0.0135302-2.72494e-16j -0.0531519+7.79568e-16j 0.0180984-2.10721e-16j 0.0112525-2.17527e-16j -0.0442613+1.95535e-16j -0.0411245+5.12905e-16j -0.02204-1.50309e-16j -0.0277237+4.75299e-16j -0.0369266+9.52278e-16j 0.0297103-4.95275e-16j 0.0169281-2.2554e-16j -0.0211041+3.56132e-16j -0.0150599+2.37175e-16j 0.0273425-4.58184e-16j -0.0230101+3.89259e-16j 0.0190602-1.87526e-16j -0.0403963+6.02629e-16j 0.0281596-4.49837e-16j 0.0326446-4.34003e-16j -0.0341699+4.85886e-16j -0.0242882+2.05621e-15j -0.00892793-7.9626e-15j 
0.0386191+4.16547e-14j 0.0788588+9.21908e-15j 0.00565711-1.91513e-16j 0.0386575+1.25817e-16j 0.0398385-2.89943e-17j -0.0601871-1.1937e-17j -0.0113272+1.20267e-19j 0.0418055-2.08637e-17j 0.0438175-2.40028e-16j 0.0107527-2.47917e-17j 0.0348801-6.00889e-17j 0.0256285-1.82726e-17j -0.0253893+1.60502e-17j 0.0206059-5.27816e-17j 0.0119741+8.36443e-17j -0.0425842-2.32021e-15j -0.0607247+2.8215e-16j 0.0102431-1.22238e-15j 0.00564472+1.74478e-16j 0.0363916-1.19794e-16j 0.00528694-3.00619e-16j 0.0384409-8.83086e-17j -0.0361062+1.0966e-16j -0.0553465+2.43666e-15j -0.0432437-1.08755e-15j -0.0117456+3.45683e-16j -0.0205349+5.57383e-17j -0.00428934-2.90073e-16j 0.0235475-5.47826e-17j 0.0103975-1.08869e-16j 0.0294321-5.18558e-16j -0.0453146-1.20689e-14j -0.0287454+8.3088e-16j 0.02636-1.58122e-15j 0.073619+1.43498e-16j -0.0220831+7.69327e-17j -0.0445685-4.86115e-16j -0.0324243-6.10153e-15j -0.0407191+1.1531e-14j -0.0289796-2.86597e-14j -0.0309428-4.12837e-16j 0.0415056+1.61407e-15j 0.0398648+2.86046e-16j -0.02481+3.4986e-17j 0.00927617-8.96127e-17j -0.0381028-8.66744e-16j 0.0307319+3.78156e-16j 0.0216355-2.44281e-16j -0.037524+1.71266e-16j -0.020046+1.62845e-16j -0.00488498-2.65747e-17j 0.0208056+1.32699e-15j -0.0302574+8.00621e-18j -0.0809635+6.98378e-15j -0.0331021+4.13434e-16j -0.0240002+4.74115e-17j 0.0472929+1.20568e-16j 0.00335869+7.90574e-17j 0.0194604+1.64532e-16j 0.0188864+5.40893e-16j -0.022243-8.76387e-17j -0.0469192-1.58635e-15j 0.0105106+1.93729e-16j 0.0314159-2.94355e-16j -0.0208953-3.47875e-17j 0.0166305+2.01889e-18j 0.0455469-7.01718e-17j 0.00300497+1.54016e-17j 0.00818705-4.89247e-17j 0.0508261-7.83054e-17j -0.055823+1.24942e-16j -0.0381518+2.83066e-16j 0.0143633-2.95284e-17j 0.0155476+7.01935e-18j 0.0455575-9.64157e-17j -0.062215-3.73154e-14j 0.0586843+1.67746e-13j 
0.00673275+4.88015e-15j -0.00189226+7.91749e-16j -0.0121557-5.39335e-16j -0.00838578-4.11626e-16j -0.00670366-3.59551e-16j 0.00924782+5.3184e-16j -0.00829852-3.31975e-16j 0.0117935+3.92407e-16j -0.00617598-3.27012e-16j 0.00612604+2.46534e-16j 0.0105581+3.30257e-16j -0.0039698-2.53889e-16j -0.0127883-4.71833e-16j 0.014739+5.10889e-16j 0.0104544+4.12739e-16j 0.0039421+3.96761e-16j 0.00946446+4.74015e-16j -0.015552+1.06182e-15j 0.00390405+9.67519e-17j -0.00363666-1.00945e-16j -0.0189481-8.03545e-16j 0.00785625+2.94807e-16j 0.00411086+2.27721e-16j -0.000167586+1.05963e-16j 0.0190529+1.35604e-15j 0.00915535+2.1285e-16j -0.00142562+1.52371e-16j 0.000834923-6.31498e-17j -0.0210035-8.94638e-16j -0.00742108-3.42431e-16j -0.00209027-2.06959e-16j 0.00899556+2.73737e-15j 0.00879947+2.24337e-16j -0.0171718+7.07221e-16j 0.00613253-3.14331e-17j 0.0151526+8.20123e-16j 0.0110178+5.83296e-16j 0.00659055+5.31588e-15j -0.011758-4.19616e-15j -0.00349472+2.27369e-15j 0.00361687+3.54973e-16j -0.0186158-1.35506e-15j 0.0242427+8.75979e-16j 0.0158014+5.70182e-16j 0.0010697+1.34193e-17j 0.00517218+4.41013e-16j -0.00313415-3.06864e-16j -0.0094126-3.48437e-16j 0.0122342+5.55632e-16j 0.008258+4.40444e-16j 0.0157373+7.44767e-16j -0.0077744-7.66078e-16j 0.0116228+5.32028e-16j 0.0134989-4.00779e-16j 0.00354552+1.28997e-16j -0.0152289-5.87139e-16j -0.00886834-4.96554e-16j 0.014431+5.52231e-16j -0.0169251-8.40025e-16j 0.000187727-1.33797e-16j -0.011015-5.00131e-16j 0.00693511+5.56238e-16j 0.0117279+4.03887e-16j 0.00920695+2.36118e-16j -0.0145592-5.3624e-16j 0.00129558+1.79386e-17j 0.00475236+9.12214e-17j 0.0102583+4.47803e-16j 0.0127197+4.56154e-16j 0.00677087+1.66273e-16j 0.0153225+7.59555e-16j -0.00247045-4.55042e-17j 0.00681746+2.50614e-16j 0.00396256+1.39259e-16j -0.0151349-7.25635e-16j -0.00692609+1.1105e-15j -0.00400408-5.9901e-15j 
0.0177283+1.63667e-14j 0.0191669+3.54387e-15j -0.00379832-1.18547e-16j -0.015983-1.67396e-16j -0.00248699-8.77833e-17j 0.0207925+1.8414e-16j 0.00898306-1.34152e-16j 0.0643541+7.077e-17j 0.0152472-1.62116e-16j 0.0497258+1.72992e-16j 0.0541014-4.37082e-17j -0.00867985-2.75362e-16j -0.0869568-1.86342e-16j 0.0786213-1.12677e-16j 0.0689813+1.01119e-16j 0.0272669+1.00369e-15j -0.000632612+2.57003e-16j -0.0556446+5.58358e-15j 0.0596097-7.67169e-16j 0.0279888+6.20865e-16j -0.0442977-3.243e-16j 0.0723149+4.20773e-16j 0.0210258-1.28796e-16j 0.0293908-1.11523e-15j 0.0939915+2.55384e-15j 0.0117511-3.78935e-16j -0.0479391+1.28027e-15j 0.0242571-1.13371e-15j -0.0411356+4.92931e-17j -0.0011527+8.7076e-17j -0.0124846-4.05705e-16j 0.0413911+1.092e-14j 0.0253384-7.6173e-16j -0.100568+8.72516e-15j 0.0923393-9.62653e-16j 0.00391028-2.16785e-16j 0.0450075+6.49042e-16j 0.0362087+2.99862e-14j -0.0771324-2.24428e-14j -0.0244934+1.17157e-14j 0.0388324+1.0101e-15j -0.0237633-5.08788e-16j 0.106783+5.07201e-16j 0.098608-6.36634e-16j -0.0168485-2.33188e-16j 0.0386099+1.0422e-15j -0.0129495-3.86529e-16j -0.0122978-4.00878e-16j -0.0140054+1.03502e-16j 0.0273443+4.41513e-16j 0.0612294+5.95173e-16j -0.00177698+7.3008e-17j 0.0871401-7.60105e-17j 0.0393931-3.22647e-15j 0.0206687-3.29605e-16j -0.0774619-1.53891e-16j 0.0217317-1.89962e-16j 0.0430205+2.27866e-17j -0.0693062-4.89901e-16j 0.0415813+1.16741e-16j -0.0169872-4.80425e-16j 0.0306362+6.18922e-16j 0.0710392-8.90656e-17j 0.0747458-6.06646e-16j -0.086788-5.60348e-17j -0.00343629+1.36218e-17j 0.0489638-1.97299e-17j 0.0529794+2.30297e-16j 0.0304182+3.11093e-19j 0.059947+1.14004e-17j 0.0280723+1.63623e-16j 0.0110869-8.75682e-17j 0.00853884+1.22222e-16j -0.00583583+7.15933e-17j -0.018384-2.09044e-16j -0.026329-7.67659e-15j 0.00896877+3.42108e-14j 
-0.0918034-7.4355e-14j -0.038023-1.64786e-14j 0.125523+4.60168e-16j 0.0234033-4.09449e-16j 0.0257016+1.63868e-17j 4.30386e-05-2.03836e-16j 0.123021-4.0547e-17j -0.074264-4.23983e-17j 0.0450688-1.37914e-16j 0.00181354-7.05176e-17j -0.069458+1.37285e-16j 0.000640332+7.7911e-17j 0.0281734+7.31277e-18j -0.0589383+1.16219e-16j -0.0163468-3.10764e-16j 0.0509363+2.56094e-15j -0.0380743+4.17241e-16j 0.0711005-8.42933e-15j 0.0498376-1.12899e-15j 0.0463648-2.36297e-16j 0.134808+2.64318e-16j -0.0119798-2.22556e-17j 0.0308847-3.12241e-16j 0.116273-4.87846e-15j -0.00756228-4.34146e-16j -0.070752+9.67521e-16j -0.0409487+3.24521e-16j 0.0365599-4.60394e-16j 0.142276+2.84119e-16j 0.0705017+5.32808e-16j -0.0316651+6.99132e-16j 0.0204352+6.39087e-15j -0.0238484-2.06837e-16j -0.00530783+3.92087e-16j 0.000511965-5.60554e-16j -0.140321-2.34883e-15j 0.00263643+9.37409e-16j 0.0240288+9.38092e-16j 0.0509565-7.87982e-15j 0.0321892+2.64888e-14j 0.0606375+3.74489e-16j 0.123513+3.28118e-15j -0.142063+4.62399e-16j 0.0158006-1.12072e-16j -0.0515468-1.02538e-16j 0.0508897+8.54473e-16j -0.0220706+3.15642e-16j 0.0612151-1.19803e-15j -0.119367+1.5771e-16j -0.0244341-3.03148e-16j -0.0700115-2.96416e-16j 0.0613238+3.26914e-15j 0.0503727-4.61243e-16j 0.00733078-1.15341e-15j 0.0332177-2.0765e-16j 0.0704473+1.54258e-16j 0.0826801-1.17551e-17j -0.0955737+8.00246e-17j 0.0528632+5.5377e-16j 0.0462183+6.20349e-16j 0.122755+4.70229e-16j 0.027585+6.98805e-16j -0.0256709-4.80944e-17j -0.0150603-8.16691e-17j 0.0433996+1.05271e-16j -0.0399969+5.28773e-17j -0.0244303+2.01512e-17j -0.0307361-2.49848e-16j -0.103039+4.3206e-16j -0.0350042+2.45145e-18j -0.0619679-3.18355e-16j 0.0914616-2.82352e-16j -0.0800164+1.75099e-16j -0.0731953+2.22161e-17j 0.0882146+1.05245e-16j 0.106986+1.61846e-14j -0.00767042-7.27734e-14j 
-0.0212419-1.89163e-14j -0.0190172-4.3329e-15j 0.00307043-6.53748e-17j 0.0334273-2.55002e-16j 0.0100074-2.27193e-16j -0.0462133+4.90168e-16j -0.0219365+3.53342e-16j -0.102644+6.62464e-16j -0.0209501+1.11334e-16j -0.0849931+4.1758e-16j -0.0860834+7.32343e-16j 0.0193515+1.3336e-16j 0.14642-9.11414e-16j -0.131576+1.35342e-15j -0.117718+8.89251e-16j -0.0564108-1.49967e-15j -0.00758024+8.22696e-17j 0.0961796-1.06859e-14j -0.10479+2.28255e-15j -0.0444423-9.67323e-16j 0.073296-3.8019e-16j -0.119309+1.36877e-16j -0.0437397+8.46959e-16j -0.0645617+3.32024e-15j -0.170776-2.74951e-15j -0.0199033+1.03205e-15j 0.0816591-2.81354e-15j -0.044314+2.33761e-15j 0.0705359-1.08968e-15j 0.00120886-3.55023e-16j 0.0277702+1.94796e-16j -0.0804002-2.02612e-14j -0.0480848+2.13031e-15j 0.179911-1.73207e-14j -0.148853+2.64564e-15j -0.00545361+8.42392e-16j -0.0859463-1.71205e-16j -0.06936-5.25128e-14j 0.125938+4.03413e-14j 0.0367646-2.63184e-14j -0.0749988-1.02945e-15j 0.0438852+2.11807e-16j -0.174525+7.0116e-16j -0.176612+2.89714e-15j 0.0327565+9.85841e-17j -0.0754467-1.11633e-15j 0.0284528+2.96696e-16j 0.0228336+2.75817e-16j 0.0224826+1.99215e-17j -0.0501225-1.09538e-16j -0.10507+6.52334e-17j 0.00434725-2.73375e-16j -0.158753+1.75151e-15j -0.0823446+8.08499e-15j -0.0427035+1.21223e-15j 0.128581-8.64772e-16j -0.0330271+2.57648e-16j -0.0710419+7.31946e-16j 0.122178-4.63517e-16j -0.0710341+3.47269e-16j 0.0215517+5.88547e-16j -0.0621681-5.3037e-16j -0.121215+1.28325e-15j -0.124599+1.99347e-15j 0.146324-1.19716e-15j 0.010173-1.7288e-16j -0.0769706+4.84223e-16j -0.0907842+4.74503e-16j -0.0480016+5.02463e-16j -0.0948707+5.76156e-16j -0.0559679+6.95165e-16j -0.0289137+6.00377e-16j -0.00965203-1.22288e-16j 0.0153651-2.71225e-16j 0.0364377-3.91305e-16j 0.0317929+6.5913e-15j -0.0056573-2.96079e-14j 
0.0231586+2.35003e-15j -0.0872167+9.68132e-16j -0.125839+9.16272e-16j -0.071561+6.74041e-16j -0.0813895+5.32988e-16j 0.0785511-2.09028e-16j -0.104319+1.02771e-15j -0.0186144-4.25054e-17j -0.113373+1.26192e-15j -0.0392195+2.86551e-16j -0.00858738-1.50328e-16j -0.0341502+2.23762e-16j 0.0484011-1.98176e-16j -0.00854081-4.01536e-17j -0.0321966+3.18854e-16j 0.00169993+7.15289e-16j 0.124954-1.63995e-15j -0.0580593+7.78242e-15j -0.0817417+1.79499e-15j -0.109374+8.39984e-16j -0.116346+1.28323e-15j -0.0763822+3.82089e-16j 0.0140495+2.64387e-16j -0.0427095+2.21979e-15j 0.0289555+8.45127e-16j 0.0791833-1.85834e-15j 0.089875-1.5823e-15j -0.0391315+1.70244e-15j -0.151443+9.37155e-16j -0.0816325+2.41153e-16j -0.00732979+1.76201e-16j 0.0284596+6.71978e-15j 0.0534316-9.78541e-16j 0.0107658-2.10638e-15j -0.148309+1.57154e-15j 0.163789+9.6297e-16j 0.0426959-5.95491e-16j 0.00853325-5.06597e-15j 0.0447845+3.91946e-16j 0.0224024+1.14328e-14j -0.0295599+2.06492e-16j -0.167413-4.06405e-15j 0.0300088-1.56633e-15j -0.022134+6.30861e-16j 0.0428512-7.3663e-17j -0.00976559+2.70788e-16j -0.0181359-6.91276e-16j -0.084296+2.2618e-15j 0.174248-1.6975e-15j 0.0404291-3.79828e-16j 0.0467644-3.19082e-16j -0.0878074-4.44907e-15j -0.042009+9.53639e-16j 0.0937429-8.02555e-15j 0.00761128-1.51752e-16j 0.00204403-1.98107e-17j -0.15702+9.73517e-16j 0.067029-7.8891e-16j -0.0481691-2.3712e-16j -0.0896889-7.89485e-16j -0.0767585+6.56036e-16j 0.0287256+1.38043e-15j -0.0221079-8.4627e-17j -0.0642839+1.12569e-15j 0.0273107-1.22145e-16j 0.0152723-2.74975e-16j -0.0646601+3.77879e-16j 0.00157023+7.30001e-17j 0.0726167-9.96741e-16j -0.0671283+3.82868e-16j 0.127913-7.28209e-16j -0.0361623+3.97959e-16j 0.0513438-6.84785e-16j 0.0494461-5.57878e-16j -0.142142+1.08073e-15j 0.000580006+4.271e-14j -0.0821765-1.89977e-13j 
-0.112052-1.0978e-13j -0.163054-2.45024e-14j 0.0469169+1.58022e-17j -0.0661935-6.04372e-16j -0.0642432-1.63464e-16j 0.119125+4.31329e-17j 0.08096-5.83177e-16j -0.0991398-3.08892e-17j -0.0586659-2.0252e-17j -0.00807371-1.92744e-16j -0.0861181+1.42322e-16j -0.0503778-2.72553e-17j 0.041243+2.45456e-16j -0.0484344-7.79974e-18j -0.0144092-5.34532e-16j 0.110929+5.61366e-15j 0.0974148+4.60187e-17j 0.000837461-4.14004e-16j 0.0263087-1.51544e-15j -0.0410127-1.52954e-16j 0.0425837+2.16793e-16j -0.0618626-1.03115e-16j 0.0878324-5.07855e-16j 0.166126-7.63302e-15j 0.100331+2.20376e-15j -0.00797285-9.04839e-18j 0.00881246+7.74266e-16j 0.0308055-1.73329e-16j 0.0121209-2.48572e-16j 0.0128673+1.51354e-16j -0.0735467+1.32623e-15j 0.105156+2.82838e-14j 0.0493262-1.77892e-15j -0.075792+5.58116e-15j -0.11821-1.34655e-15j -0.0225991-6.49867e-16j 0.0962749+1.428e-15j 0.0811544+1.87903e-14j 0.0832518-3.05451e-14j 0.0643799+6.95319e-14j 0.0960206+8.5181e-16j -0.0267148-2.19058e-15j -0.11726-1.62202e-16j 0.0772885-6.84268e-16j -0.0455514+3.35006e-16j 0.10502+2.00679e-15j -0.0716481-5.93537e-16j -0.0153822-4.54801e-16j 0.0123522+4.41672e-16j 0.0329967-3.06226e-16j -0.00921307+1.02816e-16j -0.0113224-1.28855e-15j 0.101104-7.50735e-16j 0.166281-1.45277e-14j 0.083133-1.09889e-15j 0.0605158+3.75212e-17j -0.0462257-8.49985e-16j -0.0410003+1.09538e-16j -0.0283311-1.52046e-16j -0.00469488-1.13473e-15j 0.0955589-1.18148e-16j 0.10905+3.3597e-15j -0.0155024-6.30047e-16j -0.0493963+4.45224e-17j 0.0398489+3.40056e-16j -0.0510292+1.64794e-16j -0.0865637-8.66995e-17j -0.0077879-1.93487e-16j -0.0565656+5.83838e-16j -0.0989802-8.77635e-17j 0.083602-5.26456e-17j 0.117669-1.02483e-15j -0.0626176+4.33103e-16j -0.06501+3.09221e-16j -0.0496268-2.37013e-16j 0.161952+7.64563e-14j -0.112946-3.44741e-13j 
-0.00807177-8.13442e-15j -0.004746-2.23131e-15j 0.0177633+3.27469e-15j -0.0165294-3.01649e-15j -0.0048657-7.93728e-16j 0.0286565+5.00026e-15j 0.0312878+5.46668e-15j 0.0340707+6.06479e-15j 0.0128866+2.29957e-15j 0.0406402+7.29995e-15j 0.0274583+4.83322e-15j -0.0119389-2.24705e-15j -0.0643686-1.1491e-14j 0.0527548+9.18354e-15j 0.0536041+9.43641e-15j 0.0398832+8.66942e-15j 0.00384873+7.23843e-16j -0.036706-2.85139e-15j 0.0584016+9.43164e-15j 0.0253015+5.08742e-15j -0.0149765-2.65156e-15j 0.0523813+9.64671e-15j 0.0298776+4.99947e-15j 0.0554789+7.46699e-15j 0.086475+1.73521e-14j -0.000281498-3.66796e-16j -0.0442048-6.71553e-15j 0.0278222+3.9171e-15j -0.0143054-2.20382e-15j 0.00949504+1.95191e-15j -0.0215355-3.86525e-15j 0.0470389+2.07676e-14j 0.0225996+3.03371e-15j -0.091248-8.17585e-15j 0.0651885+1.06825e-14j -0.0172709-3.84042e-15j 0.046855+8.9178e-15j 0.0409136+3.38964e-14j -0.0492236-3.12556e-14j -0.00989728+1.80559e-14j 0.0492978+9.63499e-15j -0.00609893-9.90489e-16j 0.058606+1.06999e-14j 0.09114+1.53801e-14j -0.0250612-4.62719e-15j 0.0487032+9.69689e-15j -0.0204843-3.88209e-15j -0.00365911-1.03157e-15j -0.0260139-4.69721e-15j 0.0226169+4.18603e-15j 0.0406694+7.51189e-15j 0.00545701+1.46658e-15j 0.0884477+1.53496e-14j 0.0495377+4.27815e-15j 0.0294358+4.72413e-15j -0.049131-8.7226e-15j 0.0243662+4.29403e-15j 0.0191989+3.29884e-15j -0.0532022-9.58254e-15j 0.0400238+7.22799e-15j 0.0111481+1.71586e-15j 0.039441+7.76939e-15j 0.0539847+9.35428e-15j 0.0551881+9.27194e-15j -0.0623725-1.09766e-14j -0.0129706-2.25469e-15j 0.0290464+5.18649e-15j 0.0391076+6.98814e-15j 0.00629329+1.1046e-15j 0.0355679+6.35825e-15j 0.0231707+3.92267e-15j 0.0324281+5.51256e-15j -0.00939675-1.55464e-15j -0.0206385-3.59399e-15j -0.0084567-1.42078e-15j 0.00772296+4.42114e-15j -0.00441497-1.4886e-14j 
-0.0350694-3.70583e-14j -0.0668802-8.19788e-15j 0.000300805+2.1857e-16j -0.0337191-1.37514e-16j -0.033141+3.10517e-17j 0.0536604+2.34031e-17j 0.0160928+3.47094e-17j -0.0318852+3.86427e-17j -0.0337306+2.14606e-16j -0.00362785+6.81576e-17j -0.0268896+6.23034e-17j -0.0228011-1.17305e-17j 0.0133504-7.70767e-17j -0.0115441+6.3385e-17j -0.00335484-3.8742e-17j 0.0415971+2.23244e-15j 0.050078-2.19451e-16j -0.0117215+1.2825e-15j 0.00394146-2.28515e-16j -0.0259335+2.00359e-16j -0.00342777+2.6069e-16j -0.0253853+1.63958e-16j 0.0344953-1.03406e-16j 0.0556111-2.36488e-15j 0.0469144+1.23388e-15j 0.00819112-3.16822e-16j 0.0104442+6.06161e-17j 0.00794496+1.30055e-16j -0.0183358+1.00604e-16j -0.00588574+1.54665e-16j -0.0278937+4.14212e-16j 0.0441333+1.1809e-14j 0.0262682-8.01639e-16j -0.0337959+2.27118e-15j -0.0526561-1.87617e-16j 0.0130775-2.49571e-16j 0.0431077+5.47231e-16j 0.0327198+8.57252e-15j 0.0285223-1.26902e-14j 0.0234632+2.69149e-14j 0.0333617+5.20907e-16j -0.0325818-1.24711e-15j -0.0285578-1.55424e-16j 0.0327209-4.60986e-17j -0.0120487+1.80153e-17j 0.0390177+9.27945e-16j -0.0286303-3.62298e-16j -0.017114+1.3191e-16j 0.0252121-1.88765e-16j 0.0190378-1.00984e-16j 0.00781063+8.20802e-17j -0.0152436-9.53719e-16j 0.0376369+2.91789e-17j 0.0737617-6.35467e-15j 0.0319951-3.78947e-16j 0.0150774-7.15702e-17j -0.0343215-7.16561e-17j -0.00235816-7.34942e-17j -0.0218974-1.85801e-16j -0.00950373-3.76303e-16j 0.0225413+7.72476e-17j 0.0446358+1.47355e-15j -0.00229139-1.44719e-16j -0.019258+2.2321e-16j 0.0102062-8.22826e-18j -0.0163402-1.27309e-17j -0.0345692+8.47872e-17j 0.00190451+2.0092e-17j -0.00819545+3.94664e-17j -0.0383343+9.7431e-17j 0.0479958-1.20069e-16j 0.037825-2.27938e-16j -0.0148563+2.24105e-17j -0.0171469-2.65111e-17j -0.0370084+9.54279e-17j 0.054934+3.17369e-14j -0.0494411-1.42617e-13j 
