-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
-0.000198728+3.34798e-17j -0.000133778+3.43528e-17j -0.000499213+7.81401e-18j 0.00171523-2.76316e-17j 9.12748e-05+1.49577e-18j 0.0012876-2.56123e-17j 0.00176383-2.14975e-17j 0.00514273-5.61501e-18j 0.00408576-1.24068e-17j 0.00149139+4.80934e-18j 0.00121946-3.65618e-19j 0.000169177-1.67649e-17j -0.000789448+8.68937e-18j -0.00155496-2.49628e-17j -0.00439099-4.04167e-17j -0.00812297+3.1983e-17j -0.00574083+1.00579e-17j 0.00517382-5.80469e-17j 0.00740502-1.65686e-17j -0.0102785-1.7121e-16j 0.0030862-5.65998e-17j -0.00581955-1.81882e-16j -0.00163962+4.87993e-17j 0.00525685-1.30299e-16j -0.00730221+4.361e-17j -0.00358496-6.89746e-17j 0.00214068+6.78357e-17j -0.00144533+2.95339e-17j 0.00326755+5.67275e-17j 0.00499716+1.41865e-17j -0.000600976+2.33362e-17j -0.00198393+1.54006e-17j -0.00407096+1.85643e-17j -0.00694318-6.41181e-17j -0.00211443-1.59219e-15j 0.00829128+4.09855e-17j 0.0101744+2.03078e-16j 0.000530563+4.6581e-17j -0.00228128-2.48331e-17j -0.00276166+1.93345e-16j 0.00312465+2.4612e-16j -0.000379845-8.44457e-17j -0.00393569-2.3829e-17j 0.011905+8.57169e-17j -0.00466376+3.38628e-16j -0.002095+2.78822e-17j 0.00289977+3.14361e-17j -0.00584189-4.47e-17j 0.00385214-4.54476e-16j 0.00693968+1.13893e-17j -0.00225524+1.01045e-17j 0.00440913+1.33333e-17j -0.000838803-2.11715e-17j 0.00340991+3.92536e-16j 0.0019499+6.76523e-17j -0.000364256-2.76039e-16j 0.000672773+1.81203e-17j 0.0012343-1.57204e-17j 0.0023567+2.05575e-17j 0.00209115+1.51352e-17j -5.37235e-05-7.26624e-18j -0.000480955+2.02485e-17j -0.00109718-1.63681e-17j 0.00158985-2.25427e-17j -0.00307635+7.2818e-18j -0.000968907+2.39071e-17j 0.00063641-2.35176e-17j -0.000146293-1.05989e-18j 0.00109422-2.92978e-17j 0.000339509-9.95859e-18j 6.35654e-06+2.78139e-17j 0.000120118-1.95311e-17j 
-7.90258e-17+1.09513e-17j -1.65145e-16+2.32461e-17j -7.42481e-17+9.889e-18j 2.26356e-16-2.99005e-17j -8.19318e-18+1.27868e-18j 1.56254e-16-2.05077e-17j 1.61149e-16-2.05919e-17j 1.28014e-16-1.15661e-17j 1.07157e-16-9.96232e-18j -3.73607e-17+7.20769e-18j -3.96418e-17+7.1829e-18j 1.36064e-16-1.90771e-17j -4.43698e-17+5.28058e-18j 9.75351e-17-1.58218e-17j -7.59315e-17+5.14362e-18j -1.10063e-17-8.84215e-18j -2.57146e-18-6.98746e-18j -1.36073e-16+2.59209e-17j 3.50942e-17+4.50705e-18j 2.74122e-17-1.70504e-17j 2.12348e-16-2.61584e-17j -1.33895e-16+1.15332e-17j 1.79771e-18-2.35473e-18j 9.99898e-17-7.44618e-18j 6.32605e-17-1.8322e-17j -3.25799e-17+2.86672e-20j 2.61958e-17-9.73044e-19j 7.18533e-19-1.95287e-18j 3.46235e-17-7.24935e-19j 5.00934e-17-7.03503e-19j 1.20556e-16-1.78644e-17j 6.6105e-17-1.19144e-17j -1.19391e-16+1.1716e-17j 1.35461e-17-1.08127e-17j -9.45903e-18-1.3666e-18j 1.16445e-16-5.89346e-18j -3.18432e-17+1.75454e-17j -1.65361e-16+2.41275e-17j -8.78108e-17+9.52994e-18j 2.71054e-17-7.3803e-18j 4.85944e-18+3.31258e-18j 6.08041e-17-9.10843e-18j -4.30616e-17+1.06578e-18j 2.54155e-17+1.16424e-17j 8.48973e-17-1.80111e-17j -5.82255e-17+5.57333e-18j -9.11593e-17+1.664e-17j -6.97142e-17+2.40389e-18j 2.72404e-16-3.36934e-17j -1.37501e-16+2.8385e-17j -3.1238e-17+1.54132e-18j -3.25842e-17+1.02671e-17j 8.04924e-17-1.2488e-17j -9.57016e-17+1.79374e-17j -9.16407e-18+3.79664e-18j 3.19475e-17-4.99662e-18j -6.50357e-17+1.00836e-17j 2.0612e-16-2.7647e-17j -9.03282e-17+1.58266e-17j -7.63924e-17+1.35104e-17j 7.72524e-17-1.10231e-17j -1.31479e-16+1.80277e-17j 9.95832e-17-1.55259e-17j 1.29023e-16-1.62593e-17j -1.02602e-16+1.06091e-17j -1.66581e-16+2.23802e-17j 1.72642e-16-2.36654e-17j -9.66031e-19-5.03701e-20j 2.25679e-16-3.05998e-17j 8.07773e-17-1.10194e-17j -1.65272e-16+2.34436e-17j 8.17765e-17-1.1442e-17j 
-6.37673e-17+5.21943e-18j -1.29635e-16+1.10792e-17j -6.39346e-17+4.71314e-18j 1.97402e-16-1.42507e-17j -5.17117e-18+6.09424e-19j 1.376e-16-9.77404e-18j 1.47521e-16-9.81419e-18j 1.65348e-16-5.51245e-18j 1.35589e-16-4.74808e-18j -9.7411e-18+3.43521e-18j -1.50081e-17+3.4234e-18j 1.07566e-16-9.09225e-18j -4.45281e-17+2.51675e-18j 5.55309e-17-7.54073e-18j -1.15332e-16+2.45147e-18j -1.13081e-16-4.21421e-18j -7.58856e-17-3.33025e-18j -3.87993e-17+1.2354e-17j 1.22497e-16+2.14808e-18j -1.11069e-16-8.12629e-18j 2.04199e-16-1.24672e-17j -1.78615e-16+5.49679e-18j -1.97122e-17-1.12227e-18j 1.45111e-16-3.54888e-18j -4.49931e-17-8.73235e-18j -7.13791e-17+1.36629e-20j 4.7844e-17-4.63757e-19j -1.80472e-17-9.30748e-19j 6.88763e-17-3.45507e-19j 1.03121e-16-3.35293e-19j 8.56412e-17-8.51426e-18j 2.56652e-17-5.67845e-18j -1.44874e-16+5.58388e-18j -7.88781e-17-5.1534e-18j -3.45427e-17-6.51328e-19j 1.96915e-16-2.80885e-18j 1.06298e-16+8.36223e-18j -1.21251e-16+1.14993e-17j -9.73777e-17+4.54201e-18j -1.45526e-17-3.51748e-18j 4.39833e-17+1.57879e-18j 4.22065e-17-4.34111e-18j -8.40122e-17+5.07953e-19j 1.72922e-16+5.54883e-18j 5.72689e-18-8.58416e-18j -7.20646e-17+2.65627e-18j -3.32826e-17+7.93068e-18j -1.29192e-16+1.14571e-18j 2.60574e-16-1.60584e-17j -1.71765e-17+1.35284e-17j -5.3224e-17+7.34598e-19j 3.15147e-17+4.89332e-18j 5.15486e-17-5.95183e-18j -3.02345e-17+8.54903e-18j 1.80005e-17+1.80949e-18j 2.00563e-17-2.38141e-18j -4.17137e-17+4.80589e-18j 1.75538e-16-1.31767e-17j -3.96291e-17+7.54303e-18j -3.22532e-17+6.43913e-18j 5.91443e-17-5.25367e-18j -1.08028e-16+8.59206e-18j 6.30097e-17-7.39973e-18j 1.20399e-16-7.74926e-18j -1.19068e-16+5.05634e-18j -1.41497e-16+1.06665e-17j 1.41911e-16-1.1279e-17j -2.63127e-18-2.40066e-20j 1.88884e-16-1.4584e-17j 6.69361e-17-5.25187e-18j -1.2793e-16+1.11733e-17j 6.48861e-17-5.45331e-18j 
-5.41848e-17-3.83761e-18j -1.16859e-16-8.14602e-18j -4.68839e-17-3.46535e-18j 1.40443e-16+1.04779e-17j -7.05876e-18-4.48081e-19j 9.56135e-17+7.1864e-18j 9.29945e-17+7.21592e-18j 2.56804e-17+4.05305e-18j 2.43187e-17+3.49105e-18j -4.60363e-17-2.52576e-18j -4.41718e-17-2.51707e-18j 9.5522e-17+6.68511e-18j -2.16915e-17-1.85045e-18j 9.00634e-17+5.54435e-18j 2.03452e-18-1.80245e-18j 9.6723e-17+3.09851e-18j 7.20969e-17+2.44858e-18j -1.64347e-16-9.08335e-18j -7.01793e-17-1.57938e-18j 1.52073e-16+5.97489e-18j 1.12726e-16+9.16656e-18j -2.11857e-17-4.04154e-18j 2.24096e-17+8.25155e-19j 4.08801e-18+2.60933e-18j 1.39479e-16+6.4205e-18j 2.27812e-17-1.00457e-20j -8.76259e-18+3.40979e-19j 1.91322e-17+6.84336e-19j -1.72255e-17+2.54036e-19j -2.83951e-17+2.46525e-19j 9.43062e-17+6.26014e-18j 7.30202e-17+4.1751e-18j -3.32936e-17-4.10557e-18j 9.91568e-17+3.78906e-18j 2.04424e-17+4.78892e-19j -2.31803e-17+2.06522e-18j -1.53915e-16-6.14836e-18j -1.25571e-16-8.45488e-18j -3.36691e-17-3.33953e-18j 5.5034e-17+2.58624e-18j -3.6757e-17-1.16081e-18j 4.85529e-17+3.19182e-18j 1.97724e-17-3.73475e-19j -1.3509e-16-4.0798e-18j 1.21031e-16+6.31154e-18j -1.48247e-17-1.95304e-18j -1.02807e-16-5.83106e-18j 2.51868e-17-8.42384e-19j 1.45983e-16+1.1807e-17j -1.88118e-16-9.94683e-18j 6.61759e-18-5.40116e-19j -8.01879e-17-3.59783e-18j 6.86016e-17+4.3761e-18j -1.12639e-16-6.28571e-18j -3.16956e-17-1.33044e-18j 2.76316e-17+1.75094e-18j -5.53644e-17-3.53355e-18j 1.32107e-16+9.68819e-18j -9.52151e-17-5.54604e-18j -8.17881e-17-4.7344e-18j 5.61631e-17+3.86278e-18j -8.82136e-17-6.31735e-18j 8.56377e-17+5.44068e-18j 7.21675e-17+5.69768e-18j -3.40492e-17-3.71769e-18j -1.07134e-16-7.84259e-18j 1.15768e-16+8.29296e-18j 1.19063e-18+1.76509e-20j 1.47955e-16+1.07229e-17j 5.36292e-17+3.86146e-18j -1.18756e-16-8.21523e-18j 5.71725e-17+4.00957e-18j 
0.0112822-1.84262e-15j 0.0234942-8.01044e-16j 0.0106922+7.30373e-17j -0.0326538-1.29144e-16j 0.00113674+2.01166e-18j -0.0225714+4.43898e-17j -0.023407-2.89521e-17j -0.0196969-4.56415e-17j -0.0164232-4.31998e-17j 0.0048666+1.22509e-17j 0.00527072+3.88118e-17j -0.0193744-1.20625e-16j 0.0065343+2.52902e-17j -0.0133941-6.73368e-18j 0.0120783-4.67778e-17j 0.00395724+5.94879e-17j 0.0020572+8.82918e-19j 0.0178008-2.66765e-16j -0.00716673-6.1799e-17j -0.000863845-6.71365e-17j -0.0310683+7.78966e-17j 0.0207316+4.95619e-16j 0.000227923-1.84591e-16j -0.0157504+3.41095e-16j -0.00683241-1.32981e-16j 0.00568376+1.95567e-16j -0.00435138-1.37746e-16j 0.00032393-4.63342e-17j -0.00588044-2.13056e-16j -0.00858732-3.44338e-17j -0.0169449-7.0786e-16j -0.00880384-7.15216e-17j 0.0181563-1.90615e-16j 0.000122475+2.14163e-16j 0.0019666+1.6903e-15j -0.0189818-2.97065e-16j 0.00152383+4.10148e-17j 0.023329+3.53176e-16j 0.0131437-2.43358e-16j -0.00303571-3.94237e-16j -0.00161109-5.74678e-16j -0.00852375+5.74963e-17j 0.00727578-3.06561e-18j -0.00711837+3.07495e-16j -0.010683+1.75652e-15j 0.00888693+1.65032e-16j 0.0120923+4.13435e-16j 0.0116229+7.51937e-17j -0.0398236+3.89306e-15j 0.0174833+2.36161e-16j 0.00510127+2.82703e-17j 0.00332828+4.27279e-17j -0.0111847-2.79275e-17j 0.012587+1.51672e-15j 0.000726836-2.67881e-17j -0.00442999-3.15134e-15j 0.00903842+5.59913e-17j -0.029638+3.12726e-17j 0.0121343-6.67946e-17j 0.0102333-4.88323e-17j -0.0109559-5.0185e-17j 0.018815-1.13385e-17j -0.0138199-1.39653e-17j -0.0187931+2.3728e-17j 0.0154787+4.02734e-17j 0.0239442+2.36681e-17j -0.024707-3.07603e-17j 0.000180317+7.8876e-18j -0.0323746-1.34652e-16j -0.0115725-7.67395e-17j 0.0234709-5.64801e-16j -0.0116497+1.37141e-15j 
1.44051e-16-8.35417e-18j 2.77502e-16-1.77332e-17j 1.61464e-16-7.5438e-18j -5.08404e-16+2.28095e-17j 5.58318e-18-9.75437e-19j -3.59609e-16+1.56442e-17j -4.0731e-16+1.57085e-17j -6.3631e-16+8.82317e-18j -5.14326e-16+7.59973e-18j -6.44126e-17-5.49837e-18j -3.80039e-17-5.47946e-18j -2.33564e-16+1.4553e-17j 1.37541e-16-4.02828e-18j -2.73131e-17+1.20696e-17j 4.89484e-16-3.9238e-18j 6.96731e-16+6.74521e-18j 4.8401e-16+5.33037e-18j -2.13033e-16-1.97737e-17j -6.75565e-16-3.43819e-18j 8.14953e-16+1.30069e-17j -6.0041e-16+1.99549e-17j 7.02368e-16-8.79811e-18j 1.34153e-16+1.7963e-18j -6.00657e-16+5.68031e-18j 5.0836e-16+1.39769e-17j 3.52199e-16-2.18687e-20j -2.21179e-16+7.42284e-19j 1.19653e-16+1.48975e-18j -3.28963e-16+5.53016e-19j -4.98485e-16+5.36666e-19j -1.44179e-16+1.36278e-17j 5.92289e-17+9.08887e-18j 5.32818e-16-8.93751e-18j 5.58521e-16+8.24847e-18j 1.91995e-16+1.04251e-18j -8.80835e-16+4.49582e-18j -7.99109e-16-1.33845e-17j 2.22319e-16-1.84056e-17j 3.32295e-16-7.2699e-18j 1.8713e-16+5.63004e-18j -2.6902e-16-2.52699e-18j -6.63047e-17+6.94834e-18j 3.98419e-16-8.13025e-19j -1.0361e-15-8.8814e-18j 2.52925e-16+1.37397e-17j 2.69013e-16-4.25161e-18j -9.53783e-17-1.26938e-17j 6.00735e-16-1.8338e-18j -7.61282e-16+2.57029e-17j -3.58333e-16-2.16535e-17j 2.38886e-16-1.17579e-18j -3.16003e-16-7.8322e-18j -5.96915e-17+9.52643e-18j -1.30695e-16-1.36835e-17j -1.4821e-16-2.89626e-18j -2.10724e-17+3.81166e-18j 4.86436e-17-7.69226e-18j -4.3557e-16+2.10904e-17j -5.13244e-17-1.20733e-17j -5.16011e-17-1.03064e-17j -1.2009e-16+8.40897e-18j 2.5223e-16-1.37524e-17j -6.88811e-17+1.18439e-17j -3.4096e-16+1.24034e-17j 4.22605e-16-8.09312e-18j 3.49624e-16-1.70727e-17j -3.31605e-16+1.80531e-17j 1.37862e-17+3.84247e-20j -4.55403e-16+2.3343e-17j -1.58644e-16+8.40609e-18j 2.65993e-16-1.78839e-17j -1.41917e-16+8.72852e-18j 
-0.0107568+1.721e-15j -0.0205917+8.0441e-16j -0.0122017-4.91776e-17j 0.0384948+4.58393e-17j -0.000365129+3.0163e-18j 0.0272674-1.23221e-16j 0.0310442-3.47394e-17j 0.049747+4.68692e-17j 0.0401731-5.24902e-18j 0.00554375-7.15128e-18j 0.0034485-6.27741e-17j 0.017361+6.69294e-17j -0.0105844+1.44186e-17j 0.00120626-9.42498e-17j -0.0384957-2.41624e-16j -0.0557746+1.9082e-16j -0.0387972+9.1271e-17j 0.0184612-2.51226e-16j 0.0538337-7.25532e-17j -0.0656452-9.83121e-16j 0.0460162-3.29561e-16j -0.0549863-1.6353e-15j -0.0107788+4.79229e-16j 0.0471701-1.09894e-15j -0.0414148+4.64234e-16j -0.0279214-6.09711e-16j 0.0174766+5.57463e-16j -0.0096048+2.37178e-16j 0.026037+5.48011e-16j 0.0394784+1.23244e-16j 0.0103479+8.14271e-16j -0.00541812+2.05652e-16j -0.0415328+2.3455e-16j -0.0449365-5.51972e-16j -0.0153047-1.16952e-14j 0.0694775+5.36924e-16j 0.064419+1.20892e-15j -0.0161633-8.92347e-17j -0.0257674+7.07892e-18j -0.0152836+1.60809e-15j 0.0215294+2.05897e-15j 0.0047046-5.58281e-16j -0.031523-1.55423e-16j 0.0828502+2.50193e-16j -0.0211444+7.81425e-16j -0.0209901+1.98765e-17j 0.00857062-2.08625e-16j -0.047482-3.61089e-16j 0.0583137-6.07312e-15j 0.0301304-2.3471e-16j -0.0188461+3.55382e-17j 0.025676+1.0448e-17j 0.00397541-6.48854e-17j 0.0114492+1.19163e-15j 0.0119806+4.44633e-16j 0.00136775+8.8307e-16j -0.00324526+3.09322e-17j 0.032857-2.06782e-17j 0.00502861+1.27526e-16j 0.00491013+8.64025e-17j 0.00885273+3.79189e-17j -0.0189045+7.04391e-17j 0.00451981-3.38257e-17j 0.0260464-1.02506e-16j -0.032862-2.78919e-17j -0.0263623+4.78086e-17j 0.0248558-3.43601e-17j -0.00109605-1.3272e-17j 0.0342504+4.24137e-17j 0.0119096+4.28168e-17j -0.0196673+5.6305e-16j 0.0105578-1.23336e-15j 
-0.0136534+2.1694e-15j -0.026431+9.70127e-16j -0.0151605-8.45838e-17j 0.047662+1.2771e-16j -0.000580462+5.89999e-19j 0.0336741-1.04175e-16j 0.0379827+5.27225e-18j 0.0581007+8.09707e-17j 0.0469993+1.98707e-17j 0.00537847-2.35408e-17j 0.00299743-8.91612e-17j 0.0222168+1.29111e-16j -0.0127256+1.97123e-18j 0.00341392-7.3107e-17j -0.0444689-2.69882e-16j -0.0623267+2.18739e-16j -0.0432468+1.14158e-16j 0.0176633-2.85925e-16j 0.0606773-7.9267e-17j -0.0724996-1.04489e-15j 0.0557379-3.26921e-16j -0.0640584-1.90829e-15j -0.0119617+5.63386e-16j 0.0546369-1.2547e-15j -0.0447632+5.69192e-16j -0.0317763-7.05034e-16j 0.0200127+6.40047e-16j -0.0106776+2.7334e-16j 0.0297218+6.40806e-16j 0.0450143+1.4305e-16j 0.0140799+1.04486e-15j -0.00462826+2.61339e-16j -0.0487729+2.66798e-16j -0.0497394-6.23388e-16j -0.0172393-1.32e-14j 0.0798207+6.51423e-16j 0.0710405+1.29784e-15j -0.0215055-1.99509e-16j -0.0305509+2.74613e-17j -0.0164394+1.85455e-15j 0.0240715+2.36107e-15j 0.00652864-6.09295e-16j -0.0360084-1.73523e-16j 0.0927754+2.06923e-16j -0.0217371+6.26243e-16j -0.0246043-1.42401e-17j 0.0076059-3.26704e-16j -0.0543412-4.15781e-16j 0.0707037-7.25983e-15j 0.030624-3.50414e-16j -0.0216443+3.19977e-17j 0.0278927-1.46253e-17j 0.00613489-4.36755e-17j 0.0107142+1.04888e-15j 0.0131433+4.88896e-16j 0.00220105+1.4758e-15j -0.00499383+6.33e-18j 0.0409558+2.49171e-17j 0.00368029+1.21331e-16j 0.00384429+7.74518e-17j 0.0114959+7.07388e-17j -0.0238378+4.5366e-17j 0.00714633-5.69102e-18j 0.0317367-8.61381e-17j -0.0387633-5.73172e-17j -0.0328858+6.60299e-18j 0.0313373+1.18258e-17j -0.00124073-1.58134e-17j 0.0429224+1.26107e-16j 0.014974+8.02732e-17j -0.0254046+6.66023e-16j 0.0134903-1.55576e-15j 
0.0131969-2.12742e-15j 0.0263091-9.53386e-16j 0.0138079+7.64085e-17j -0.0429669-1.13774e-16j 0.000863828-2.97329e-19j -0.030127+9.55718e-17j -0.033036-2.2793e-18j -0.0431115-6.0516e-17j -0.0350999-2.47005e-17j -0.000908248+1.44824e-17j 0.000672782+6.51789e-17j -0.0219421-1.18107e-16j 0.0104656+6.87003e-18j -0.00817172+5.05954e-17j 0.0316155+1.33008e-16j 0.0383345-9.46504e-17j 0.026282-6.16653e-17j -0.00214478+2.67614e-17j -0.0388472+1.48615e-17j 0.0420723+5.92879e-16j -0.0469672+2.45379e-16j 0.0470783+1.33833e-15j 0.00711217-4.13471e-16j -0.0392639+8.97296e-16j 0.023074-3.82119e-16j 0.0212336+5.03105e-16j -0.0137285-4.37743e-16j 0.00640421-1.80131e-16j -0.0201207-4.7306e-16j -0.0303264-9.91819e-17j -0.016056-9.25979e-16j -0.00134546-1.77862e-16j 0.0369374-2.52174e-16j 0.0291938+4.71295e-16j 0.011005+8.51238e-15j -0.0555056-5.14438e-16j -0.0409134-7.53431e-16j 0.0233476+2.63032e-16j 0.0239532-1.34772e-16j 0.0082314-1.26298e-15j -0.0148435-1.6502e-15j -0.00775211+3.89678e-16j 0.0244464+9.95051e-17j -0.057628+1.24736e-17j 0.00781103+4.54903e-16j 0.0185082+8.05566e-17j 0.00111642+3.70454e-16j 0.0371888+2.76561e-16j -0.0597685+6.06984e-15j -0.00988349+2.94588e-16j 0.0150298-6.77684e-18j -0.014806+2.12009e-17j -0.00874759+2.12977e-17j -0.000476432+7.2125e-17j -0.00736442-3.01348e-16j -0.00333066-2.31318e-15j 0.00709018+1.51629e-17j -0.0376488+1.88114e-17j 0.0034354-1.12729e-16j 0.00246338-7.71565e-17j -0.0117827-5.69888e-17j 0.022634-4.41879e-17j -0.0105544+7.56759e-18j -0.027251+7.25661e-17j 0.02984+4.48438e-17j 0.0302977-8.34086e-18j -0.0297421-4.83959e-18j 0.000809909+1.29326e-17j -0.0400618-1.14892e-16j -0.0141042-7.48126e-17j 0.0256972-6.66519e-16j -0.0132706+1.55116e-15j 
0.0128088-1.88117e-15j 0.0202604-8.75818e-16j 0.0192576+8.60214e-17j -0.0631776-1.01271e-16j -0.00125798-5.43204e-18j -0.0460055+1.80391e-16j -0.057522+3.06815e-17j -0.132177-1.52188e-16j -0.105578+3.94167e-17j -0.030588+5.29863e-17j -0.0240655+1.90396e-16j -0.0180554-1.12393e-16j 0.02286-6.75287e-17j 0.0258018+2.2831e-16j 0.109387+1.00124e-15j 0.188899-8.77913e-16j 0.132961-3.79098e-16j -0.105442+1.68826e-15j -0.174808+4.30547e-16j 0.234728+3.50664e-15j -0.09341+7.93629e-16j 0.148433+4.77423e-15j 0.0377114-1.3029e-15j -0.131902+3.07406e-15j 0.162207-1.48777e-15j 0.0862498+1.72316e-15j -0.0522029-1.67496e-15j 0.0333327-7.51957e-16j -0.0791256-1.47042e-15j -0.120712-3.65097e-16j 0.00135812-1.43455e-15j 0.0389844-6.59803e-16j 0.106508-3.14056e-16j 0.159077+1.39371e-15j 0.0498564+3.76665e-14j -0.20375-1.28198e-15j -0.231862-4.24489e-15j 0.00492723-2.92117e-16j 0.0618583+5.94314e-16j 0.0610152-4.87367e-15j -0.0727285-5.98554e-15j 0.00245864+1.78095e-15j 0.0954464+5.66192e-16j -0.277814-1.48871e-15j 0.0989725-6.85348e-15j 0.0544768-3.98463e-16j -0.0575485-6.13448e-17j 0.142277+1.13e-15j -0.117357+1.25358e-14j -0.14611+5.19114e-16j 0.0553751-1.7772e-16j -0.0985254-5.44621e-17j 0.0110202+1.97278e-16j -0.0688677-7.49459e-15j -0.0441175-1.48753e-15j 0.00509821+3.90727e-15j -0.00878947-1.58291e-16j -0.0499576-2.084e-16j -0.0450824-1.81154e-16j -0.0403932-9.33788e-17j -0.00678929-1.06092e-16j 0.0247852-8.6414e-17j 0.0150077+3.254e-17j -0.0501608+1.85834e-16j 0.0817731+8.9626e-17j 0.0397129-5.14805e-17j -0.0326576+9.88518e-18j 0.00348184+2.89659e-17j -0.0487532-8.21046e-17j -0.0162449-6.37982e-17j 0.0170346-5.48941e-16j -0.0112778+1.20637e-15j 
-8.95665e-17+6.44307e-17j -7.18678e-17+1.36766e-16j -2.12147e-16+5.81808e-17j 7.25937e-16-1.75916e-16j 3.65377e-17+7.52296e-18j 5.43536e-16-1.20655e-16j 7.39099e-16-1.2115e-16j 2.11962e-15-6.80478e-17j 1.68454e-15-5.86122e-17j 6.06987e-16+4.24056e-17j 4.95373e-16+4.22598e-17j 8.33601e-17-1.12238e-16j -3.27934e-16+3.10677e-17j -6.26804e-16-9.30857e-17j -1.80634e-15+3.02619e-17j -3.32818e-15-5.20218e-17j -2.35162e-15-4.111e-17j 2.10505e-15+1.52503e-16j 3.03662e-15+2.65167e-17j -4.20709e-15-1.00314e-16j 1.28602e-15-1.539e-16j -2.39744e-15+6.78545e-17j -6.71378e-16-1.38538e-17j 2.16347e-15-4.38088e-17j -2.98434e-15-1.07795e-16j -1.47171e-15+1.6866e-19j 8.79497e-16-5.72479e-18j -5.91911e-16-1.14895e-17j 1.34192e-15-4.26508e-18j 2.05194e-15-4.13898e-18j -2.33687e-16-1.05103e-16j -8.05753e-16-7.0097e-17j -1.67975e-15+6.89296e-17j -2.84242e-15-6.36155e-17j -8.67017e-16-8.04025e-18j 3.40802e-15-3.46735e-17j 4.16401e-15+1.03227e-16j 2.00214e-16+1.41951e-16j -9.43457e-16+5.60683e-17j -1.12833e-15-4.34211e-17j 1.28031e-15+1.94892e-17j -1.49292e-16-5.35884e-17j -1.61645e-15+6.27037e-18j 4.87873e-15+6.84969e-17j -1.90143e-15-1.05966e-16j -8.64099e-16+3.27901e-17j 1.17828e-15+9.78993e-17j -2.39996e-15+1.4143e-17j 1.60594e-15-1.98231e-16j 2.82817e-15+1.67e-16j -9.26941e-16+9.06816e-18j 1.80254e-15+6.0405e-17j -3.35239e-16-7.34716e-17j 1.38675e-15+1.05532e-16j 7.97704e-16+2.23371e-17j -1.45891e-16-2.9397e-17j 2.68834e-16+5.93258e-17j 5.26861e-16-1.62658e-16j 9.55928e-16+9.31141e-17j 8.48604e-16+7.94872e-17j -1.40172e-17-6.48533e-17j -2.10586e-16+1.06064e-16j -4.39092e-16-9.13452e-17j 6.64517e-16-9.56599e-17j -1.27063e-15+6.24174e-17j -4.14073e-16+1.31671e-16j 2.78514e-16-1.39233e-16j -6.00192e-17-2.96347e-19j 4.7151e-16-1.80031e-16j 1.47409e-16-6.48311e-17j -1.44839e-17+1.37928e-16j 5.76536e-17-6.73178e-17j 
