0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
0.00252048+0.000429093j 0.000574585-0.00285571j 0.00152447+0.00194609j 0.00195807-0.00059835j -0.000874575-0.00466391j -0.00199546+0.000662172j -0.00075198+5.40459e-05j 0.00152315-0.00304697j -0.00272691-0.0045219j 0.00534574-0.000424012j -0.00472127-0.000653158j 0.00193153-0.0021361j -0.000351354+0.00436582j 0.000235801-0.00282182j 0.00469443-0.00159022j 0.00165504+0.00405141j -0.00329788+0.00434868j -0.000174607+1.85833e-05j 0.00399956+0.00186665j 0.00157209-0.00186265j 0.00255773+0.0018381j -0.00425106+0.000942115j -0.00124158-0.000750291j -5.64185e-05-0.00540759j -0.00291611+0.00192583j 0.00492922-0.000761326j -0.00342738+0.000945237j 0.0036541-0.00110032j -0.000719627+0.00250544j 0.000852058-0.00261512j 0.00433238-0.00298581j 0.00602944+0.00429346j -0.000918703+0.00360974j 0.00525905-0.00105562j -0.000991433-0.00643845j 0.00333536-0.000781247j 0.00664035-0.00137342j 0.00235449+0.000905691j 0.000540038+0.00177202j 0.00246509-8.64304e-05j 0.000209311-0.00236675j -0.00294031-0.000519002j -0.00203529-0.00174875j 0.00061239-0.000933895j 0.000866329+0.00177365j -0.00214762-0.00538581j -0.00162282-0.00639859j 0.000995474-0.00281944j -0.00593308-0.000183564j 0.000405252+0.000698751j 0.00193531+0.0012602j -0.00075981-0.00241458j -0.00142838+0.00296955j -0.000544321-0.00670948j -0.00454523+0.00232788j 0.00348169+0.000254198j -0.00283261+0.00402123j 0.00323855+0.00658258j -0.000565664-0.00300951j -0.00184557-0.00442973j -0.00212106-0.000156245j 0.00380359+6.50671e-05j -0.00363661+6.94811e-05j 0.00219119-0.00195011j -0.000547082+0.00260276j 0.00534139-0.00196848j -0.00245291-0.00213859j -0.000820027-0.00176j 0.00181386+0.00129081j -0.00282102+0.00016699j 0.00100649+0.00127383j -0.00355525-0.00249794j 0.00173124-0.00660916j -0.000916386+0.00151469j 0.0020948-1.51576e-05j 0.00276693-0.00172586j 0.00162203+0.0027361j 
0.000143512-0.00019267j -0.000416878+0.000109468j -0.00167364-0.000737866j -0.00058044+0.00102839j 0.00146501-0.00138792j -0.00177105-0.000736497j 0.00497996-0.00100041j 0.00261593+0.00625994j 0.00536161-0.00299567j 0.00274349+0.00200463j -2.23703e-05+0.00401458j -0.00563437+0.000734943j 0.00320416+0.00190787j 0.000480347+0.00327923j -0.00164659-0.000202588j 0.00143643-0.00238748j -0.000936701+0.00175541j -0.000694047+0.00235764j -0.00176481+0.000198702j -0.000623258-0.00350615j -0.00302817+1.2442e-05j 0.000791731-0.000256361j -0.00216837-0.00193665j -0.000105314-0.000203722j 0.00142399-0.000952692j -0.000641342-0.00360519j 0.0050303-0.00154087j 0.000400811+0.000165626j 0.00219006-0.00027674j 0.000332332+0.000917556j 0.00109638+0.00391849j -0.00129063+0.0043031j 0.0035097+0.0010682j 0.00125483+0.00128444j -0.00315412+0.000992026j 0.00166719+0.000723487j 0.000181249+0.00196498j 0.00163311-0.00225451j -0.000670093-0.00303685j -0.0022575+0.000263367j 0.00158361-0.000762359j -0.000195688-0.000240865j 0.000842558-0.000395017j -0.00295712+0.00271071j -0.00177624-0.00266501j -0.00232078-0.000497254j 0.00232486+0.00019313j -0.00235871+0.00121361j -0.00231659+0.00177866j -0.000366423-0.0032955j 0.00165452-0.00216218j 0.000682272+0.00403704j -0.00117259+0.00113597j 0.0015915+0.00138596j 0.00229681+0.000534537j -0.00127866+0.00167708j -0.00408105+0.0029237j -0.00101331-0.00217215j -0.000314734+0.000427288j 0.00467588+0.00479688j 0.00101535+0.00156321j 0.000524109-0.000215329j 0.00399137-5.94559e-07j -0.000491164+0.00428339j 0.00453359+0.00287852j 0.00166768-0.00374998j -0.00103182-0.00607278j 0.000719878-0.00267765j 0.00514607+5.52386e-05j 0.0037043+7.33439e-05j 0.0015315-0.00204361j 0.00179267+0.000185081j -0.00135801+0.00442519j 0.000766682-0.0022657j -0.00279649-0.000302494j 0.00036921+0.00229825j -0.00218502+0.000410097j 
-0.00154949-0.000921814j -0.00126098+0.00170437j -0.0044757+0.00302437j 0.00339746+0.00387202j -0.00330004+0.00235626j 0.000784566+0.00348971j -0.00134257+0.000912264j 0.00122567+0.000176052j 0.000380638+0.00215333j -0.000973529-0.00193466j 2.41718e-05-0.00336997j 0.00091123+0.000612072j -0.00141634+0.00311242j -0.00337961-0.000492642j 0.00303047+0.00151828j -0.00207302+0.00206354j 0.00138087+0.00118058j 0.00273278+0.00550046j 0.000509973+5.81527e-06j -0.000132639+0.000151633j 0.00104859-0.00168325j -0.00306161-0.000744592j 0.00256015+0.0024643j 0.000836526-0.00138696j -0.00215468+0.00431358j 2.60006e-05-0.00118709j -0.000854727-0.00356105j 0.00192221-0.00143582j 0.00289043-0.0027178j -0.00377342-0.00029272j 0.000450449-0.00361512j 0.000600278-0.000864953j -0.00173503+0.000572291j 0.00117415+0.000324801j 0.00230951-0.00159799j -0.00157742-0.00175633j 0.00190096-0.00156769j 0.001353+0.00350738j 0.00158984+0.000826322j -0.00227969+0.00142543j -0.00225847+0.00143906j 1.09612e-05-0.000279466j -0.00118355-0.00199289j 0.000273875-0.00292186j -0.00204127+0.000500362j -0.000566593-0.000985622j -0.00121972+5.16391e-05j 0.00164477+0.00238146j 0.001421-0.000404652j -0.00041703+0.00390574j -0.000253554+0.00302487j 0.000582787-0.0020644j 0.00085859-0.00141614j 0.00104224-0.0046957j -0.00555828+0.00108241j 0.00442447-0.000701477j -0.000502738-0.000865524j 0.00283314+0.00232525j -0.000365107+0.00162652j -0.00191434-0.00184887j 0.00401161+0.000665385j -0.000247601-0.00031636j -0.00512227-0.00063661j 0.0010251+0.000764234j -0.000998914-8.56763e-05j -0.00494387+0.000317596j 0.00232408+0.0031302j -0.00064523+0.00278901j -0.0018659-0.00263717j -0.00246727+0.00260794j 0.000169937+0.000248074j -0.00190601+0.00359294j -0.004103-0.00217923j -0.000316651-0.0036262j -0.00415968-3.26048e-06j 0.00139469+0.00162621j -0.00153275+0.00146554j 
-0.00377348-0.00142723j -0.00159336+0.00370413j 0.000179202+0.000387247j 0.00114766+5.82803e-05j -0.00197877+0.000330204j -0.00324587-0.00049631j -6.87276e-05-0.00563867j 0.00168995+0.000509796j -7.65533e-05+0.00160471j -0.00532267-0.00253731j 0.0021337+0.000120653j -0.00366619-0.000576423j -0.00143797+0.00533139j 0.00306529-0.00461999j 0.00129292+0.00159842j -0.00455626-0.00152358j -0.00594604-0.000188911j -0.000770381+0.0019084j 0.00258578+0.00157572j 0.0025196-0.00282398j 0.00740432-0.00167624j -0.00218841+0.00336525j 0.000155743-0.000104463j -0.00229831-0.00728261j -0.00560583-0.0014736j -0.00184878-0.00111443j -0.00209296-0.000424904j -0.00322248+0.00360377j -0.00411599-0.00128395j -0.00254369-0.00040471j 0.00243835-0.0023594j -0.00524893+0.000460156j 0.00153587-0.000169865j 0.00248225+0.000856517j 0.00297314+0.00190424j 0.00376274-0.00289596j -0.000102178-0.000144658j -3.30363e-05+0.000975572j 0.00223223+0.00528956j 0.000787206+0.00209461j 0.000317381-0.0020283j 0.000323072-0.00032617j -0.00365259-0.00258105j 0.00209124-0.00107602j -0.00329748+0.00108543j -0.00461187+0.0026077j -0.00110464+0.000318694j -0.00302029+0.0067411j 0.00133454-0.00893793j -0.00200113+0.00506861j 0.00363708+0.00045184j 0.000295758+0.00169693j 0.00225138+0.00151089j -0.00131728+0.00232361j 0.00551354-0.00177088j 0.00325056-0.00168605j -0.00224723+0.00243934j 0.000518501-0.00250926j -0.00472583+0.000318677j -0.00093371+0.00185107j -0.000862018-0.000700613j -0.000884502-0.00166881j -0.0032514-0.000735505j -0.00326556+0.00409559j -0.00153782-0.00189091j -0.00527588-0.00380046j 0.000663808+0.00503802j 0.00180214+0.0032962j 0.000493997+0.00617449j -0.00186146-0.00289753j -0.00335142+0.00141144j -0.00271322+0.000446259j 0.00181675-0.00572922j 0.00106864+0.000748962j 0.00131772-0.00201609j 0.00336322+0.0030635j -0.00305624+0.00336781j 
-0.000195683-0.00220185j -0.00202037+0.00040619j 0.000145204+0.00193835j 0.00168683-0.000853829j 0.00361362+0.000556244j 0.000414484-0.0013048j -0.00251384+0.00178168j -0.00173211-0.000952161j -0.00298661+0.00187659j -0.00280148+0.000899577j 0.00192274-0.00636416j 0.00288517+0.00039496j -0.00534292-0.0056987j -0.00156243+0.00242154j 0.000741628+0.00471823j -0.00182956+0.00242897j 0.00617337+0.00423025j 0.000388749-0.000544088j 0.000350067-0.000963219j -0.00195528+0.00144336j 0.00312758-0.0015398j -0.000798931-8.06146e-05j 0.000893086+0.00300966j 0.00147864+0.00132879j -0.000819752+0.00320277j 0.00120341-0.000868561j -0.00495694-0.00184786j 0.000803026+1.36689e-05j 0.00135977-0.00339962j 0.00311608-0.0025273j -0.00224739-0.00363005j -0.000413601-0.00597999j -0.00122772+4.34542e-05j -0.00189048+0.00241537j -0.000257552+0.000614813j -0.00147664-0.00148698j 0.00164643-0.000776237j 0.00179995+0.00469639j 0.00143192+0.00264146j -0.00168679-0.000670932j -0.0015038+0.000710808j 0.00153404-0.00319166j 0.000865037+0.00122254j 0.000704222-0.00239603j -0.0025009+0.000223853j 0.0043087+0.00166074j -0.0036548+0.000369177j 0.00270908-0.00175696j 0.00397591-0.00277156j -0.0018435+0.00110798j -0.00351306+0.00255797j -0.000640276+0.000933304j -0.00120286+0.000850311j -0.00129641+0.000156846j -0.00799448+0.000253141j 0.000671008+0.000999376j 0.000736963-0.00179313j -0.00318711+0.00110989j 0.000836271-0.00449459j -0.00519604-0.0043627j -0.000312144+0.000598981j -0.00125536-0.00233648j 0.00162506+0.0021159j 0.00185818-0.00171576j 0.000685428-0.00481277j -0.00873399+0.00381472j 0.000174971+0.00554348j 0.00132095+0.000350052j -0.00102293-0.00146788j 0.00117189+0.00026528j 0.000628385+0.000252166j 0.00265692-8.45587e-05j -0.000515493+0.00373318j 0.000463492+0.00329221j 0.00299838+0.000132767j -0.00130932-8.18408e-05j 9.99401e-05-0.00136407j 
-0.00192006+0.00159656j 0.00136691+0.00175721j 0.00206826+0.00147701j 0.00212007-0.00179483j 0.00484946-0.00249665j -0.00208639-0.00699987j 0.00353231+0.00185181j -0.00368148+0.00102949j -0.00377666-0.00217032j 0.00195296-0.000218431j 0.00190831+0.00495099j -0.00198166-0.00492682j 0.00187282-0.00614925j -0.00304983+0.00186228j -0.00520832+0.00244782j -0.000911731-0.000814202j -0.00065033+0.00479526j 0.00154531-0.00541999j -0.00124207+0.000717015j 0.00157732-0.0016728j 0.00443602-0.00378204j 0.00164525+0.00298652j -0.00432514-0.00381939j -0.00118002-0.00179871j -6.30147e-05+0.00234915j 0.00351316-0.000842528j -0.00172917-0.00145793j -0.000141155+0.000537533j -0.00331321-0.00127515j 0.0066564+0.00319457j -0.00295738-0.00177083j 0.000193071+0.00153319j 0.00106842-0.000441615j -0.000526084+0.00496821j -0.00148607+0.0019531j 0.0022893+0.00264369j 0.001302-0.000444741j 0.00411179-0.000429934j 0.000140397-0.000904158j -0.000319849-0.000603345j 0.0036983-0.0013632j 0.00289003-0.000942422j -0.00228677+0.00380999j -0.00280323+0.00206681j -0.00120792+0.00228857j 0.00126881+0.00128469j 0.00267891-0.000770569j 0.000909853-0.00381844j 0.000706832-0.00260613j -0.00448004-0.00148821j 0.00166155+0.000575592j -0.000156773+0.00481232j -0.00243786+0.000926265j -0.00399626+0.00198935j 0.00467058-0.00128528j -0.00380928+0.00205452j -0.00593021+0.00323269j 0.000564848-0.00287889j -0.000803103-0.00300234j -0.00221891-0.00191822j -0.00487956+5.18618e-05j 0.00336682+0.000780335j 0.00263897+0.00424494j 0.00278592+0.000997912j 0.00308268+0.00443619j 0.00103138-0.00341914j 6.22056e-05-0.000425742j 0.000116665+0.00187986j 0.000294913+0.00218032j -0.00235084+0.00418564j 0.00627735+0.0088096j 0.00897466-0.00446143j 4.70578e-05+0.00389117j 0.00042605+0.00208463j 0.00194818-0.000777203j 0.000719739+0.000426848j -0.000428886+0.000789357j 
-0.00114164+0.00352884j 0.00315417+0.00108114j -0.00103406+0.00100864j 0.00160497+0.00144506j -0.00390421-0.000947472j -0.00162701+0.000679895j 0.00218402+0.000243044j -0.000933564-0.000571997j -0.00276786+0.00124251j 0.00236453-0.00439477j 0.00136219+0.00348503j -0.00143328-0.00192859j 0.000959729+8.16463e-05j -0.00240854-0.000389524j -0.00057658+0.000336205j -0.00134152+0.00070967j -0.00202953-0.00155496j 0.00170939-0.00130872j -0.000454965+0.00196371j 0.00193668+0.000291693j -0.00178789-0.0017026j 5.48367e-05+5.44066e-05j -0.00160792-0.000105298j -0.000869943-0.0009307j 0.00106292+0.00128195j 0.00115652+0.000785977j -0.000479771-0.000991287j -0.000292741-0.00127464j -0.00240444+0.00166742j 0.000711955+0.00189519j -0.00107898-0.000243972j 0.0034346+0.00242518j -0.00175535-0.000417469j 0.00289851+0.000469773j 0.00290948-0.000892774j 0.00128567+0.00144267j -0.000207149-0.00150991j -0.000299167-0.00299797j -0.00169125-0.00151194j 0.00105641+0.0015997j 0.000662962-0.000787599j 0.000284955+0.00134386j -0.00104411+0.00101501j 0.000477003+0.00207101j 0.00256205+0.00297249j -0.00139047-0.00168171j 0.00277799-0.00281745j -0.000585907-0.00151858j -0.000569384+0.00088878j -0.000925297+0.00308129j 0.00245589+0.00065329j 0.00195743-0.00238045j 0.000406689-0.000891157j -0.000837847-0.00163665j 0.00378753-0.0024299j 0.000781614+0.000674177j -0.000205017+0.00251946j 0.00366154-0.000640677j -0.00051485+0.00331073j -0.000782117-0.00051397j -7.56221e-05+0.000263884j 0.00317324+0.00126812j -0.00321505-0.000588419j 0.00132112-0.0017672j -0.000371081+0.003912j 0.00388385-0.00256189j 0.00098838-0.000946629j -0.00118997+0.00297213j -0.00305339+0.000385006j -0.00291367+0.00460325j 0.00498591+0.00247125j -0.000374121-0.0031189j 0.000284394-0.00317275j -0.00182014-0.00282195j -0.00282699+0.00103811j 0.00180215-4.00971e-05j 8.10419e-05+0.00186215j 
-0.00102471+0.0019131j 0.00151969+0.000958041j -0.00307367+0.00185387j 0.00234597+0.00335874j -0.0057356+0.000563728j 0.000182112+0.00332689j 0.000228583+0.00126114j 9.94803e-05-0.0014574j -0.00181973+0.00218493j 0.00213887-0.00460584j -0.000811302+0.000219594j 0.000796844-0.00132103j -0.000183918+0.00345042j -0.00273829-0.00136365j 0.00216509-0.000648424j -0.00146351+0.00211648j -0.00100062-0.00217983j 0.00202906+0.00214696j 0.000154228+0.00110144j 0.00224208+0.0019373j -0.00158355-0.000980634j -0.00241013-0.000980466j 0.00121942+0.00161233j 0.000717714-0.00138097j 0.000465389+0.00227282j 0.00116006+0.000753707j -0.000639406-0.00122935j 0.000850454-0.00202278j 0.00028491+0.000493853j -0.00309402+0.000169343j -0.000435434-0.00171054j 0.00325076+0.0011539j -0.00278057+0.000851009j 0.00249095-0.000171255j 0.00326012-0.00278777j -0.000455815+0.000210442j 0.000428871-0.00225469j -0.000334923-0.000350305j -0.000427331-0.000794897j 1.07793e-05+0.00185852j -0.00087061+0.000495548j -0.00105375+0.00140681j -0.000980835-0.00120443j 0.00052647-0.000834871j 0.00213181+0.00191992j -0.00180499-0.00323922j 0.000552009-0.00218002j -0.00014021-0.000644637j -0.000393586+0.00163628j 0.000266784+0.00396688j 0.00202591+0.00254604j 0.000963077-0.00418644j 0.00109508-0.00150543j 0.000345078-0.00470758j -0.000675169+0.000208983j 0.00364215-0.000614028j 0.000349405-0.000145263j 0.00529045+0.00215328j -0.000260623+0.0035993j -0.00175737-0.000745485j 0.00229383+0.000192228j 0.00202723+0.0016146j -0.00589789-0.00154707j 0.000577263-0.00177782j -0.00269605+0.00319437j 0.00335581-0.000959034j 0.00188035-0.000134074j -0.00187946+0.00279333j -0.00380041-0.00102616j -0.00336124+0.00380706j 0.00210668+0.000752617j -0.00289833+0.000348097j -0.00135864-0.00468583j -0.00169288-0.00401013j -0.00403266+0.000946316j 0.00175648+1.47046e-05j 3.85123e-05+0.00183755j 
0.00266738-0.0013548j -0.00115329-0.00272497j -0.00136178-0.000361511j -0.00104465+0.00172734j -0.000738098-0.000304741j 0.00236579+0.00111666j 0.001439+0.000990996j 0.00130029+2.77083e-05j 0.00204279-0.00287308j 0.0042052+0.000631546j -0.00246173+0.00233072j 0.00168994+0.000949704j 0.00120783-0.000207455j 0.000997434+0.00134696j -0.000183967-0.00181237j 0.00352264-0.00193884j 0.000562669-0.00223082j 0.000803795+0.00159189j -0.00117589+0.000679939j -0.00118782+0.000198868j -0.00325225+0.00660769j -0.00116095-0.00212635j 0.000350918-0.000580335j 0.00382604+0.00149689j 0.000755108-0.00265072j -0.000279672-0.000329396j 0.00339694-0.00124833j 0.000493196-0.00305252j 0.00336754-0.000957744j -0.000969741+0.00101727j 0.00359319+0.00189899j 0.00316617+0.000382099j 0.000185123+0.000694842j -0.000122146-0.00198806j -0.00245253-1.58935e-05j -0.000412055+0.00248675j 0.000984108+0.00121423j -0.00110369-0.00124196j -0.0040362-0.00128312j -0.000495443-8.90851e-05j 7.96031e-05+0.00149628j -0.000593155+0.00202017j 0.00137681-0.00192079j 0.000535551+0.00155978j -0.000294287-0.00238262j -0.000921633-0.00328695j 0.000994381-0.000730021j -0.000405468-0.00141596j 0.0014652+0.00639228j -1.63544e-05-0.00368913j -0.00201066+2.38269e-05j -0.000772409-0.00162677j -0.00146308-0.00014701j 0.000750234-0.00386596j -0.00104975+0.00321648j -0.000370837+0.00159098j 0.000248239-0.000986331j 0.00111121+0.00219629j 0.00249617-0.0004166j 0.00366985-0.00127867j 0.00196518-0.000664174j 0.00105238+0.000563123j 0.00012222-0.00226716j -0.000302761-0.00153556j 0.0017192+0.00101706j 0.00497381-0.00117224j -0.00265862-0.00319433j -0.0025907-0.00130721j -0.000925115-0.00270586j 0.00127071-0.0013661j -0.00178408-0.00244714j -0.000906819+0.000777263j 0.000710789+0.000921194j -0.00112891-0.00104259j -0.000872848+0.00152385j -0.00172848+0.000365435j -0.000404843-0.00176111j 
-0.00338167-0.000113603j -0.000374707+0.00364532j -0.00278365-0.000936228j -0.000399118+0.00190854j -0.00234303+0.004263j 0.000181541+0.00248945j -0.00242762-0.00198629j 0.000614525+6.32566e-05j 0.00263031+0.00290939j -0.0061461-0.00032745j 0.00319937-0.000252277j -0.00226823+0.0025205j 0.00261856+0.00247709j -0.00161272-0.00200478j -0.000479226+0.000303749j -0.00312222-0.00118308j -0.00240594-0.00118762j 0.0020711+0.00303245j -0.000541165-0.000580954j -0.000241955-0.00126017j 0.000279474-0.0032114j 0.00165317+0.000418958j 0.00192438+0.000182028j -0.00284608+3.79033e-05j -0.00240031+0.00102946j -0.00331043+0.00146667j 0.00224239-0.00143071j -0.000817148+0.00216762j -0.000530604-0.000650819j -0.00320372+0.00352222j -0.000237517-0.000329809j -0.00450491+0.000363227j 7.8638e-05-0.00277741j -0.00151541-0.00127261j 0.00323965+0.00212033j -0.00223365-0.00171387j -0.00258975+0.00125868j -0.00157182+0.000934196j 0.0020323-0.000515619j -0.00040421+0.000584221j -0.00117057+0.00120643j 0.00156149+0.00103491j -0.00182816+0.000211553j 0.000200972-0.00123127j -0.00107479+0.000157722j -0.000938081+0.00476602j 0.00136824+0.00363613j 0.000975426+0.00622542j 0.000928173-0.0022282j 0.00121043+0.00231013j -0.00015332-0.00134341j 0.00112665+9.23036e-05j 0.00254247-0.00283584j 0.00112734+0.00261946j 0.00273391-0.00356453j -0.000469614-0.00222309j 0.00154783-0.00136231j -0.000858536-0.00295451j -0.000487554+0.00387764j 0.00253963+0.0022534j 0.00225184-0.000491518j -0.00249586+6.29239e-06j -0.00181011-1.62004e-05j -0.000922408+0.00395155j -0.00111357-0.000992327j -0.00564537+0.000994989j 0.00294895+0.00241736j 0.00136986+0.0023101j -0.000337028-7.08667e-05j -0.00148907+2.38162e-05j -0.00225311+0.000436067j -0.000532894+0.00409822j -0.00291202-0.000668448j 0.000208578-0.0023174j -0.00271515-0.000305438j 0.00109537+0.000991006j -0.000890768+0.00112945j 
0.000757403-0.00217693j -0.00240934-0.000472981j -0.00434213+0.000855533j 0.000481289+0.00391558j 0.000123199-0.000587221j 0.000182994-0.000211643j 0.00563262+0.00315024j -0.000199904+0.00536791j 0.00228396+0.000400331j 0.00526042-0.000512232j 0.000224008+0.00161047j -0.00132497+0.000133125j -0.00238309-0.00312205j -0.00176239+0.00711916j -0.00168105+0.00291628j 0.00188155-0.00124018j 0.00512778-0.000728507j 0.00228276+0.00353108j -0.00428859+0.000923987j -0.00141129-0.000946672j -0.00340984+0.00234811j -0.0018588-0.00169608j -0.000388748+0.0015186j 0.00418099+0.00270796j 0.00312891-6.15892e-05j -0.00146135-0.00443469j 0.00188941-0.00491172j -0.000110736-0.00397156j 0.00439573-0.004254j -0.000349368+0.000822368j -0.000826319+0.000690526j 0.00266248-0.00108515j 0.000981339+0.000888415j 0.00209159+0.00315895j -0.00217811+0.00244523j 0.000410296+0.0025379j 0.00056753-0.000559089j 0.00329886-0.000889964j -0.00489223-0.0010068j -0.00384661+0.00220489j -3.9636e-06+0.0011375j 0.000505762+0.000892413j 0.00165065-0.00218103j -0.00010889+0.00299656j -0.00305097-0.00119757j 0.00081147-0.00271706j 0.00191461-0.000177294j -0.000935273-0.00139387j 0.00521271+0.00383073j -0.00305393-0.000261115j -0.000760809+0.00235909j 0.00108465+0.00108765j -0.00190648-0.000610461j 0.00101462-0.00328156j -0.00214046+0.00355105j 0.00191507+0.0044152j -0.00219303+0.00227122j 0.00118903-0.00110149j 9.65738e-05+0.00156848j 0.000717326+0.000420133j 0.00409488+0.00142298j 0.00065271-0.00033655j 0.000666036-0.00141142j 0.00126003-0.000887524j 0.00392115+0.00128381j -0.00166495-0.0023213j 0.000123954-7.38506e-05j -0.00172394+0.00178659j -0.00159725-0.00298688j 0.00243385+0.00398905j 0.00411249-0.00112487j 0.00219494-4.37248e-05j -0.00303877+0.00384654j -0.000497543-0.00466507j -0.00548867+0.000749713j -0.000925369+0.00242029j -0.00232731-0.000916282j 
-0.00133789+0.00125474j 0.000831449+0.00127186j -0.00360572+0.000647847j 0.00124722+0.00381579j -0.00521366+0.000773j -8.78115e-06+0.00339758j -0.000708623+0.00132988j -0.000112313-0.00181253j -0.000831115+0.00202253j 0.00141344-0.00317581j -0.0010361+0.000866001j 0.000746082-0.000757227j 0.00157483+0.00351493j -0.00350666-0.00250765j 0.00139767-0.000434429j -0.00171676+0.0010926j -0.00194971-0.00190625j 0.00243872+0.0027019j 0.000468784+0.00149753j 0.00196453+0.0010318j -0.00112503-0.00123687j -0.00193943-0.000755465j 0.00211328+0.000426101j 0.000541263-0.00129367j -0.000886012+0.0019175j 0.000313114+0.00141347j 0.00149437-0.00204942j 0.0014339-0.00177299j 0.000869278+0.000153198j -0.00317464+0.00210312j 0.000541823-0.00239838j 0.00148861+0.00185468j -0.00260423+0.000345798j 0.000684892-0.000861183j 0.00348206-0.001941j -0.00158881+0.000229483j 0.000798433-0.00111466j -0.000561446+0.000423362j -0.000193044-0.00134785j -0.000477216+0.00131693j -0.000826634+0.00132644j 7.54921e-05+0.00174985j -0.00131759-0.00148064j 0.000125169-0.00112124j 0.00106613+0.000990991j -0.00141184-0.0018401j 0.00133456-0.000521493j 0.000916437+0.000594278j -0.000153708+0.00249498j 2.69935e-05+0.00224355j 0.00101247+0.00168869j 0.000476142-0.00323214j 0.00111267-0.0024332j 0.00057412-0.00351645j -3.12757e-05-0.00043008j 0.0023327-0.000790087j 0.000835814-0.00136658j 0.00463399+0.00178268j 0.00017224+0.00336643j 0.000417458-0.0010644j 0.00199605-0.000382889j 0.00137175+0.00209652j -0.00477081-0.00152498j 0.000677327-0.00049636j -0.00219841+0.00212101j 0.00187959-0.000793749j 0.00149925-0.000154365j -0.00124727+0.00293419j -0.00342845-0.00196878j -0.00426798+0.00252872j 0.000774186+0.00177256j -0.00174783+0.00123401j -0.00126577-0.00344063j -0.0010457-0.00403904j -0.00406347+0.000494796j 0.00139181+0.000361097j -0.000294908+0.00149726j 
