-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
-0.00573864-8.62076e-14j -0.211875-2.71762e-14j 0.0193303+3.51371e-15j -0.0421824+7.57248e-16j -0.0235607+1.54006e-14j 0.0266253-2.19388e-15j -0.0900924+4.39931e-15j -0.0626053+8.24921e-15j -0.121436-3.02369e-14j 0.262401-3.06923e-15j 0.0582864+8.83097e-16j -0.25146+1.92885e-14j -0.020795-1.0718e-14j -0.189486+2.92242e-14j 0.172466-4.36351e-15j -0.0492854-1.3238e-15j 0.093247-1.74018e-14j 0.00268568+5.40585e-15j -0.0555152+9.71771e-15j 0.286301-1.65312e-14j -0.0319845-1.8354e-14j -0.271535-6.49513e-14j 0.126085-1.06535e-14j 0.083375+1.2329e-14j -0.495281+3.45821e-14j 0.204314-2.14738e-14j -0.192186+5.54696e-15j -0.0108094-1.66531e-14j 0.139002+7.99512e-14j 0.200595-1.1864e-12j -0.463566-2.78128e-12j -0.0497479-1.48979e-13j 0.108531-6.9266e-14j -0.0144306-5.96529e-15j -0.0471728-1.92456e-15j -0.0252401-1.36354e-15j 0.0628959-6.4382e-15j 0.00713863-2.03865e-15j 0.0539978-5.57067e-15j -0.0636937+5.45326e-16j -0.119771+5.44119e-15j 0.108638-1.27365e-14j -0.0283188-1.10403e-13j -0.018569+1.68393e-15j 0.0105435-2.25363e-15j -0.0128816+1.82856e-15j 0.0283861-1.35336e-15j 0.0444928-2.15854e-15j 0.0135688+1.4968e-15j -0.02862+4.52623e-15j -0.0123703-5.5877e-15j 0.0472105+3.52717e-15j 0.00500786+1.38212e-15j 0.00998201+3.53254e-16j -0.0376851+4.00049e-15j -0.00359707+8.96552e-16j -0.0102138+1.23703e-15j -0.00274175-7.58248e-16j -0.0230127+2.57146e-15j 0.00175324-1.09943e-15j -0.0265018+6.00122e-18j -0.0116878+1.2944e-15j -0.0264769+2.77142e-15j -0.0007342-1.44144e-16j -0.0260659+1.881e-15j 0.0105448+2.78532e-16j 0.0276506-1.60587e-15j 0.0161237-8.59835e-16j -0.0034686-1.70181e-16j -0.047709+2.94841e-15j -0.023269-1.88651e-14j -0.0495123+6.97198e-14j 
0.109735+8.5857e-14j 0.0324414+4.58305e-14j -0.107792+1.13354e-15j -0.0309065+3.52822e-16j -0.0528753+6.40181e-16j 0.00591336+2.89849e-16j -0.0823172+1.0965e-15j -0.0780179+1.99511e-14j -0.00941686-1.31733e-15j -0.100192-4.08971e-15j -0.22689+1.47997e-14j 0.0555406-6.95605e-15j -0.0817838+2.3127e-15j 0.022672+7.53454e-15j -0.101438-3.95238e-15j 0.140891+2.65031e-15j -0.033041+8.67211e-15j -0.0975072+8.67775e-15j -0.300722-3.00258e-16j -0.120916+1.08611e-14j 0.0530389-1.45141e-14j -0.505107-1.41642e-13j -0.270329-3.06676e-14j 0.176099-1.68265e-14j -0.141223-1.26924e-14j -0.467744-2.10559e-14j -0.0471845-1.42464e-14j -0.406576-1.16122e-14j 0.281923-2.61411e-14j -0.0414537+3.80407e-13j 0.060599+4.74649e-13j 0.347647+1.41503e-14j -0.0417093+2.16234e-14j 0.0909402+5.03793e-16j 0.065837-9.12892e-16j 0.0326357-4.38477e-16j 0.0380598-6.55429e-16j -0.0188718+7.51629e-16j 0.0280367-3.46538e-16j 0.034644+5.89207e-16j 0.0837933-9.89759e-16j 0.0215435-7.61003e-16j -0.0187038-7.21414e-14j 0.0272858+2.3466e-16j 0.0208516-5.913e-16j -0.000665647+2.00553e-17j 0.0184336-1.67431e-15j -0.00359664+1.41781e-15j -0.00825165-2.20366e-15j -0.0102954-6.95484e-16j 0.00645622+9.16627e-15j -0.0741203-4.07813e-15j -0.00698446-2.34485e-15j -0.012675+1.82531e-15j -0.0115918+2.27977e-15j 0.0218679-1.55672e-15j 0.00471195-1.48714e-15j -0.0027661-3.87706e-16j -0.0141576+8.01486e-16j -0.00181067+7.52003e-16j 0.00952767+1.54387e-16j -0.00616553-2.22409e-16j 0.00034933+4.95811e-16j 0.0180974-1.29813e-16j -0.0256762-6.61642e-17j -0.0190457-1.90644e-16j -0.0149435-2.40469e-17j 0.0362696-8.38624e-16j 0.0550163+6.90876e-17j 0.00992662+8.71448e-16j -0.0397348+2.99393e-14j 0.0425368-8.8764e-14j 
0.00068809+1.79275e-15j 0.00466644+1.41525e-15j 0.00411687-4.14602e-17j 0.0144964+2.43714e-16j -0.0116643+9.40908e-16j -0.0246057-8.90437e-16j 0.0061325-6.2187e-16j 0.0107535-3.56452e-15j -0.0829144-1.03341e-14j 0.0254274+4.81025e-15j 0.0348005-3.05712e-15j 0.00745159+1.90807e-15j 0.0196703+2.91976e-16j 0.0465923-4.45089e-15j -0.049104-1.97326e-16j 0.0244114+1.02075e-15j -0.00965738+2.24674e-15j -0.0125764+1.64417e-16j 0.0122442+1.4582e-15j -0.0172181+1.47216e-15j 0.00760246-5.28731e-16j -0.0781456-2.89024e-14j -0.113515-5.05171e-15j -0.0243303+5.13949e-15j -0.0212649+1.67091e-15j -0.0357685-2.75737e-15j -0.0189851+7.85402e-16j 0.0421795+5.29368e-16j 0.0139619+2.84788e-15j 0.00833635-4.48609e-14j 0.040484+2.45855e-13j 0.0101489+1.22355e-14j 0.311538-2.07992e-13j 0.477946-1.45288e-14j -0.166231-4.35301e-16j 0.15199-3.82038e-15j 0.0132853-1.58983e-15j 0.070741+3.57153e-15j 0.291624+2.90314e-15j 0.0629164-8.57023e-16j -0.324577+4.96026e-15j 0.00505689-6.23633e-15j 0.0304752+1.19593e-13j -0.0454398+2.74694e-15j 0.00555264-7.77045e-16j 0.0985159+1.78248e-15j -0.0789302+7.32256e-16j -0.0395126-1.56706e-15j -0.0533009-1.15827e-14j -0.0158891-2.49969e-15j 0.0799755+2.2841e-14j -0.0744038-1.38544e-14j -0.0565618-5.20803e-15j 0.0435222+4.31971e-15j -0.063143+5.77007e-15j 0.161349-1.59894e-14j 0.157594-2.09788e-14j -0.0620943-5.78078e-15j 0.117707-4.9837e-16j -0.0628301-6.18164e-15j -0.117855-4.03833e-15j -0.170341-5.97025e-15j -0.0907191-4.31905e-16j -0.00492865-1.44917e-15j 0.227936+3.19968e-15j 0.0204996+1.47821e-15j 0.0727888-1.00148e-15j -0.130383+4.62102e-17j 0.0670218+1.9002e-15j 0.0486429+1.60518e-15j 0.0821186-7.24069e-14j -0.109312+2.16746e-13j 
0.00531742+8.57064e-15j 0.0142503+4.62706e-15j -0.052086+1.88668e-16j 0.00224368-1.30218e-16j 0.0331136+4.15546e-16j -0.000693418-5.28138e-16j 0.000912724+3.99119e-17j -0.00950201+1.94913e-15j 0.0123693+4.50331e-16j 0.0157813-3.67259e-16j 0.0252481-5.57491e-16j 0.0215045-3.93471e-16j 0.0157374-1.03168e-15j -0.0329367+4.92828e-15j 0.0220112-1.00593e-15j 0.0093962-1.5881e-15j 0.0106396-2.49181e-15j -0.0282691+1.36893e-15j -0.0135706+1.85833e-15j 0.0284148-7.93986e-16j 0.00440922+4.23771e-16j -0.0266774-9.78876e-15j -0.0298394-1.40143e-15j 0.00091063+5.8841e-17j -0.0155021-6.1032e-17j -0.000221212-9.47786e-16j -0.00799141+1.12762e-15j 0.0554056+7.26419e-16j 0.0198758+3.48486e-14j 0.08211-4.98896e-13j 0.0307579+1.84165e-13j -0.00311918+8.54077e-15j 0.31437-1.83699e-13j -0.14775-1.37635e-14j 0.416372+1.45874e-15j -0.149408+2.27968e-15j 0.196682-2.32269e-15j 0.0151343-2.05205e-15j -0.118469-1.59559e-16j -0.323477-3.94735e-15j 0.0040135-1.18194e-14j -0.461092+6.00901e-15j 0.0148924+6.84297e-14j -0.0500034+1.39707e-15j 0.286449+9.14799e-15j -0.0124113-9.45922e-15j 0.156053+8.18346e-16j 0.0460713+3.80697e-15j 0.116047+1.74853e-14j -0.0369193-8.33323e-15j 0.0960161+2.55621e-14j -0.0902388-1.76299e-14j 0.0293614+5.79282e-15j -0.0131872+2.19723e-15j -0.0188428+1.25159e-15j -0.0517537+9.60505e-15j -0.15167+1.41381e-14j 0.0499705+5.00919e-15j -0.0448373-2.22128e-15j 0.0340066+4.89094e-17j -0.150384-7.79834e-15j -0.032063-3.27067e-15j -0.0806267-1.29715e-15j -0.11495-2.9726e-15j 0.0822242+1.16986e-15j 0.0878303-1.0655e-15j 0.0454041-4.71502e-16j -0.0969735-5.68557e-16j 0.0933114+2.14632e-15j 0.0988366+3.17994e-15j 0.138364+2.47164e-15j 0.0500157-5.36392e-15j 
0.00437636-1.01279e-14j -0.0372389-5.34372e-15j 0.00993894-3.95079e-16j -0.00635088-7.85798e-17j 0.0355721+2.66314e-17j 0.0298232+6.20006e-16j -0.0371589-3.41816e-16j -0.0131295+2.89538e-15j 0.00226835+1.10356e-15j -0.00637014-6.34838e-16j 0.0131021-5.28848e-16j 0.00429577+2.36061e-16j -0.00431698-2.97672e-16j -0.00328116+1.47843e-15j 0.0192993-1.09705e-15j 0.0188006-2.1745e-15j -0.00143495-1.31095e-15j 0.0141095+4.32368e-16j -0.0201523-1.39329e-15j 0.0124341-1.85632e-16j -0.0133429+1.75058e-16j 0.00637583+2.68401e-15j 0.00521929-7.02538e-17j 0.014523-5.34093e-15j 0.0461779-1.82406e-15j 0.000539859+3.09847e-16j -0.029246-1.90025e-15j -0.0265388-1.0467e-15j -0.0697564+4.98737e-15j 0.00812682-8.02717e-14j 0.025169+1.57624e-13j 0.0197469+8.13833e-15j -0.03035+1.91176e-14j -0.014839-3.84899e-16j 0.256502-9.9435e-16j 0.386934-1.15546e-14j -0.481746+3.66273e-15j -0.055596+8.12933e-15j 0.180552+2.94812e-16j 0.128393+2.91269e-15j 0.0419892+1.08036e-15j 0.108161-1.08651e-15j -0.0331408-1.32996e-13j 0.247963-9.3339e-15j -0.0998121-1.59439e-14j 0.0732874+9.42983e-15j 0.211404-1.15165e-15j -0.393961-3.85867e-15j 0.32054+4.84738e-14j -0.30868-7.54009e-15j 0.143971+3.48587e-14j -0.000387671-1.49096e-14j -0.222366-4.1467e-16j 0.0672614-1.80594e-14j 0.0823117-9.16313e-15j -0.0684935+4.97281e-15j 0.00352983+1.50672e-15j 0.0524501-3.7408e-15j -0.220962+5.17985e-15j -0.0985037+1.1157e-14j -0.07341-6.63505e-15j -0.107281-5.72755e-15j 0.0740738-3.25978e-16j 0.0248964-2.45608e-15j 0.0191819-1.30718e-15j -0.00892156+1.50484e-15j 0.20653+1.51107e-17j -0.0596143+1.83106e-16j 0.0384744+5.16738e-15j 0.102844+2.70362e-15j -0.0798735+5.46233e-14j 0.0749178-1.60278e-13j 
0.0203616-2.20068e-15j -0.00233812+8.55031e-15j 0.00956745-7.30657e-15j 0.000289118-1.3896e-17j -8.41252e-05-2.92791e-16j -0.0410347+2.976e-14j -0.0261794+2.01116e-14j 0.0348732-3.47362e-14j -0.014624+8.85573e-15j 0.00439168-2.64592e-15j 0.00146145-5.1437e-16j 0.0033531-2.13884e-15j -0.00126609+1.03249e-15j -0.00581453+3.77229e-15j -0.00859612+6.53485e-15j -0.00132971+6.32874e-16j -0.00607442+5.81308e-15j 0.0195141-1.46298e-14j -0.00538436+4.3099e-15j 0.00828329-6.30258e-15j 0.00342758-3.47553e-15j -0.0105953+5.18417e-15j 0.0016173-1.58282e-15j -0.00457559+4.79165e-15j -0.00814775+5.82674e-15j 0.0240254-1.70801e-14j 0.0210756-1.54164e-14j -0.0291366+2.20022e-14j 0.00722189+4.30232e-15j 0.0227129-1.54519e-13j 0.00834098+3.92099e-14j -0.0191804+1.62793e-14j -0.0209312+2.82227e-14j 0.024206-1.73672e-14j 0.0593141-4.44461e-14j -0.424903+3.20915e-13j -0.265399+2.0012e-13j -0.235221+1.7776e-13j 0.0560063-3.93445e-14j -0.350439+2.59686e-13j 0.200019-1.56221e-13j -0.0240362+1.13989e-14j 0.222472+7.27007e-13j -0.394118+3.17509e-13j 0.388793-2.78851e-13j -0.0523834+1.53085e-14j -0.0399283+2.64322e-14j -0.236575+1.78476e-13j -0.178578+1.0039e-13j -0.112973+1.00561e-13j -0.435364+2.54939e-13j 0.00384749+3.50418e-14j -0.0435884+2.9806e-14j 0.0662888-5.48263e-14j -0.0530486+4.05546e-14j 0.0883784-8.37311e-14j 0.253256-2.18605e-13j 0.0443549-4.91936e-14j -0.0747317+6.37738e-14j -0.137415+1.06374e-13j 0.00136075-9.86404e-16j -0.0239539+1.79242e-14j -0.008006+5.02142e-15j -0.0105985+4.71281e-15j 0.0769773-5.59748e-14j -0.110632+8.40875e-14j -0.0608631+4.3999e-14j 0.108717-8.03644e-14j -0.160101+1.16687e-13j -0.0237749+1.47192e-14j 0.00264227+5.75496e-15j 0.0144651-3.28703e-14j 
0.026664+2.00612e-14j 0.00495091+1.03046e-14j -0.0378415+1.84767e-16j 7.09874e-05-3.76652e-17j -0.016746+1.22789e-16j -0.020312-4.52727e-16j -0.0107078+3.2051e-17j -0.0354349+8.36057e-15j -0.015385-1.08763e-15j -0.0119858+1.01024e-15j 0.0145125-3.79721e-17j -0.0026143+2.93493e-16j 0.00262939-9.584e-16j -0.00920909+8.25216e-16j -0.00475877+1.51336e-17j -0.00270237+2.27008e-16j -0.000695627-3.28647e-16j -0.0177678-6.91454e-16j -0.00510311+4.0377e-16j 0.00767475+1.1364e-16j 0.0119144-1.61774e-17j 0.00195801+1.93522e-16j -0.0101206+5.37987e-16j 0.00423662+1.57628e-15j -0.0235265+3.17513e-16j 0.0188366-2.43202e-17j 0.0184192+2.00822e-15j 0.0308359+1.59749e-15j 0.00402725+3.51799e-14j 0.0826852-5.08408e-13j 0.0272159+1.61066e-13j -0.0113232+7.13902e-15j 0.0696745-3.8956e-14j -0.0489657-1.81632e-15j -0.142097+1.01095e-15j -0.14649+9.97794e-15j -0.159005-1.14813e-15j 0.418558-4.73598e-15j -0.231319+4.51646e-16j -0.208184+6.11354e-15j 0.255381+3.07893e-15j 0.400815-2.59738e-15j 0.258982+1.01316e-12j -0.163444+4.68671e-15j -0.221531-8.75224e-15j 0.0567638+6.6455e-15j -0.0388608-4.008e-15j -0.365235-7.71018e-15j 0.25215+4.78613e-14j 0.219569+1.51497e-14j -0.402971-8.69108e-14j 0.070428+5.64895e-14j 0.113495+1.60191e-15j -0.0501937+7.5123e-15j -0.0389331+5.65129e-15j -0.010977+5.88825e-15j -0.157998+9.29157e-15j 0.0145424+3.88079e-15j 0.135849-5.01634e-15j 0.00428341-8.35149e-15j -0.153928-4.54072e-15j 0.0893467+1.40559e-15j -0.0635672-4.34084e-17j -0.0389108+6.16108e-17j 0.104054+2.7846e-15j 0.1247+6.9087e-16j -0.137804+5.00001e-16j 0.017509-1.35415e-15j 0.146821+3.72615e-15j 0.0755591+3.90496e-15j 0.127483+1.21838e-14j 0.0656526-3.55551e-14j 
-0.0434546-2.47449e-14j 0.0179762-1.2139e-14j 0.0102722+6.03987e-17j -0.00646823-2.86161e-17j 0.0214576+3.63652e-16j 0.0167012+8.8057e-17j -0.00951765-2.94825e-16j 0.00321797-8.03353e-16j -0.0243859-3.16506e-15j 0.0022744+1.52939e-15j 0.00670227+5.16379e-16j 0.00191197+2.36534e-17j 0.00334251-8.18782e-16j -0.00331338+4.5302e-16j 0.0145649-6.68539e-16j 0.012421-7.98395e-16j -0.0166719-2.9772e-16j 0.000977628-4.79361e-16j -0.00420515-1.28063e-15j 0.0207695+4.02743e-16j -0.0176902-4.52278e-16j 0.00298095+1.42215e-15j -0.00404223+1.89382e-16j -0.0148994+1.68511e-15j -0.00256605+1.58641e-15j -0.0176222-7.70606e-16j -0.0386754-1.69086e-15j 0.03113+8.83198e-16j 0.00489805-2.86413e-14j -0.063664+3.9507e-13j -0.0421129-2.42361e-13j 0.0405937-1.10246e-14j -0.0219135+1.23547e-14j 0.00566699+3.95149e-16j 0.0804014+1.74149e-15j 0.172309-3.84666e-15j -0.0425562+2.61519e-16j -0.0648272+2.92256e-15j -0.22479-6.671e-15j -0.162318-4.38726e-15j 0.3319-2.31338e-15j -0.156346+2.53542e-15j -0.052488-2.03031e-13j -0.247414+5.78292e-15j 0.140739+1.42473e-14j -0.227998-2.41187e-14j 0.261838+6.90959e-16j 0.0635539+9.88649e-15j -0.0376477-6.56964e-17j 0.219114+5.49594e-16j -0.23113-7.81605e-15j -0.37563+4.39536e-15j 0.484856+3.20372e-14j 0.494461-3.80784e-14j -0.149481-1.217e-14j -0.239909+1.07566e-14j 0.0224829+2.55332e-15j 0.40283+7.14942e-15j -0.121045+1.77768e-14j -0.124366+1.01379e-14j -0.192619-1.34591e-14j 0.229685+1.24078e-14j 0.185809+7.10893e-15j -0.060993-4.06902e-15j 0.0255389+2.7642e-16j -0.0910632-2.4252e-15j 0.0957488+1.17766e-15j -0.0842386-2.07449e-15j 0.105097+5.05575e-15j 0.048293+3.24158e-15j -0.0133489-5.4291e-16j -0.00552963+1.42283e-15j 
0.0490794+3.03723e-14j -0.0110358+1.50724e-14j -0.0215426-2.37389e-16j 0.00484779+1.07119e-16j -0.0221758-2.39601e-16j -0.0276984-1.01726e-15j -0.00642552-1.48143e-16j 0.00433051-1.70748e-15j -0.0124272-3.18891e-15j 0.0200606+1.99737e-15j -0.00772878-3.66192e-16j 0.0140163+4.39157e-16j 0.00665667-2.85321e-16j 0.0085607-4.9403e-16j -0.0075617+4.95627e-16j -0.0049534-1.95359e-16j 0.00448096-1.20686e-15j -0.00829561-5.22484e-16j -0.0041732-1.99183e-16j 0.013412-3.94334e-16j 0.0202236+3.76238e-16j -0.00586067-1.64779e-15j 0.00436315+3.10485e-16j -0.00282923+9.03883e-16j -0.0135507+6.41416e-16j 0.0278849+1.10992e-15j 0.0348741+8.34727e-16j -0.0137313+4.70841e-16j -0.00116997+3.71453e-14j 0.0869221-5.37112e-13j 0.0396749+2.26522e-13j -0.0384683+1.14958e-14j 0.0402993-2.10439e-14j -0.0180917-1.19638e-15j -0.0874844+1.02575e-15j -0.220065+2.78899e-15j -0.0889604-3.36721e-15j 0.0357744-3.93244e-15j -0.31666-1.29143e-14j 0.137927+4.21006e-16j -0.190175-3.03751e-15j -0.00435482-2.03865e-16j -0.371484-1.48014e-12j 0.048095-9.16325e-15j -0.433316-1.1117e-14j -0.486876-2.62639e-15j 0.176516+7.40601e-15j -0.0102164-4.25133e-15j 0.19981+3.51901e-14j -0.149486-1.07479e-14j 0.279291+5.77767e-14j 0.0501194-2.92412e-14j 0.189069+2.75895e-14j -0.0716825-5.27688e-16j 0.432616+4.16257e-15j 0.287461-3.08941e-14j 0.27827-2.75016e-14j 0.165512-5.8445e-15j 0.0838447+2.64675e-15j -0.0771236-3.98744e-15j -0.0500382-5.52274e-17j 0.240023+9.87418e-15j -0.149477-2.70001e-15j -0.0760996-4.94046e-15j 0.0807794+2.84092e-15j -0.0521058-1.04269e-15j -0.168114-3.88964e-15j 0.115006+1.82079e-15j -0.0300772-1.03737e-15j 0.0212649+6.91065e-16j 0.057682+1.27104e-14j 0.0405383-3.26868e-14j 
0.018901+3.44945e-14j 0.0632921+1.77766e-14j 0.00608516-2.39708e-16j 0.00665468-6.20876e-17j -0.0139761+2.20263e-16j 0.022956+2.28986e-16j -0.0020831-3.54239e-16j 0.00464461-1.07931e-15j -0.00175538+7.99142e-16j -0.00602355-8.40084e-16j 0.0125498-7.23264e-16j -0.00125488+3.0655e-16j 0.00628614-4.63235e-16j -0.0112908+8.44495e-16j -0.00509998-2.87854e-16j 0.0119215-1.05583e-16j 0.00884398-1.0364e-15j -0.00115872+1.77412e-16j -0.00732034+2.15808e-16j -0.000447323-1.60054e-15j -0.0121937+9.04601e-17j 0.0230748+5.52535e-15j 0.00810327+1.4776e-15j -0.0287091+3.20419e-15j 0.0171111+1.96616e-17j -0.0192375+8.01943e-16j 0.0266628+1.36147e-15j 0.0369497+1.83028e-15j 0.090172-4.23955e-15j -0.00265742+5.38479e-14j -0.0543873-3.44866e-13j -0.0519105-1.46238e-14j 0.0387407-2.52524e-14j 0.0285114-2.07709e-15j -0.124424+1.00806e-15j 0.0654585-4.00139e-16j 0.0465026+1.26258e-15j -0.0785181+1.76047e-15j 0.0727202+9.53479e-16j -0.0192522+6.18706e-17j 0.188834+6.3337e-15j 0.172769+3.03426e-15j -0.199334-8.07196e-13j -0.0600757-4.26141e-15j -0.323061-3.42155e-14j 0.26568+3.6501e-14j 0.115954+9.52458e-15j -0.195136-1.15736e-14j -0.267502-5.07733e-14j -0.304901-5.12525e-15j 0.0307173-9.87126e-15j 0.279072+1.6703e-14j -0.0854241-1.83238e-16j -0.0440004-2.97587e-15j 0.0765798-1.70461e-14j 0.348875+1.52167e-14j -0.458352+4.54559e-15j 0.13818+1.72575e-15j -0.127775+1.00969e-14j -0.257146+9.87387e-15j -0.0113576+1.34709e-15j 0.143039+5.07444e-15j 0.051639+3.86717e-15j 0.436625+5.41869e-15j -0.00568994+2.02702e-16j -0.0274527-1.3144e-15j 0.200085-3.57545e-17j -0.0549015-2.32914e-16j 0.00318587+1.33191e-16j -0.0478386-1.11156e-15j -0.0175283-8.45917e-15j -0.0234526+2.71543e-14j 
-0.0611327-7.35738e-14j -0.0821956-3.5394e-14j 0.000886011+5.19964e-16j -0.0103756-2.63935e-16j 0.0392207+6.91704e-16j -0.040792-9.85216e-16j -0.0108558+1.47037e-16j -0.00597639+1.21567e-15j 0.00161722-7.08961e-16j 0.0108181+3.28523e-16j 0.0034318+7.95971e-16j 0.015603+3.07017e-16j -0.00684177-8.65926e-17j -0.00722501+7.8991e-16j -0.00280782+6.14466e-16j -0.00530155+3.54559e-16j 0.00400766-5.84258e-16j -0.00155994+1.19752e-16j 0.0147087+1.14447e-15j 0.00406667-5.09612e-16j 0.00679541-2.16112e-16j -0.00271769-2.2701e-15j -0.0378202-3.82508e-16j 0.00522625+7.18129e-16j -0.0240727+5.06579e-16j 0.0313574-1.42343e-16j -0.059264-4.4272e-15j -0.0459481-1.17111e-15j -0.121768-1.53652e-14j -0.0435649+2.14292e-13j 0.0593161+3.88689e-13j 0.108708+1.89118e-14j -0.0800976+4.87222e-14j -0.0287942+3.46261e-15j 0.258988+3.34965e-15j -0.0591416+1.1889e-15j -0.112742+1.34445e-16j 0.0510144+3.00468e-15j -0.0631386+2.27624e-15j 0.173504+1.31155e-15j 0.130349+2.33713e-15j -0.0033268+4.94449e-15j -0.194185-7.76267e-13j -0.150801+8.92368e-16j -0.090516-2.20888e-14j 0.262318+1.80778e-14j 0.00372015+7.66928e-15j -0.0103669-7.50338e-15j -0.176105-2.32449e-14j 0.0904684-9.11209e-15j -0.0456612-2.01953e-14j 0.0283666+1.54631e-14j 0.267088+1.37828e-14j -0.0240016-4.89062e-15j 0.0281113-4.31021e-15j 0.155437+2.06174e-14j -0.257468+1.30463e-14j -0.250122+1.68769e-14j -0.0766539-2.70249e-16j -0.0701169-1.07278e-15j 0.181248+3.65326e-15j -0.115283-6.62893e-15j -0.0973879+1.15849e-15j -0.216048-6.80186e-16j 0.278469+3.77261e-15j -0.277049+1.01872e-15j -0.162417-2.4582e-15j 0.104747+5.49151e-15j -0.0400617+2.73537e-15j 0.0647359-8.5615e-16j 0.0527789-1.19478e-14j -0.00957208+4.326e-14j 
0.044881+4.46573e-15j -0.0632229+1.41508e-14j -0.0263799+3.69971e-15j -0.00163466+7.66714e-16j -0.0152289+1.35299e-15j -0.0129254+2.14517e-15j -0.00175168+7.49703e-16j -0.0111277+4.06289e-15j -0.00829675-5.39697e-16j 0.0154179-6.66884e-16j 0.0219014-4.89435e-15j 0.00479017-7.45859e-16j 0.00641724-4.80319e-16j -0.00737345+1.7068e-15j 0.00105116-3.97746e-16j 0.00638439-7.88098e-16j -0.00441107-8.75024e-16j -0.0164712+2.63241e-15j 0.00187306-4.38764e-16j 0.0184424-4.03924e-15j 0.0212829-2.1595e-15j 0.0195721+2.53204e-15j -0.0105138+3.62077e-15j 0.0158878-5.64754e-15j 0.0236984-3.1825e-15j 0.0141005-1.60169e-15j 0.014404-6.86457e-16j -0.0278184+3.51175e-15j -0.0729693+5.46646e-14j 0.0938126-6.22953e-13j 0.0866101+5.04562e-13j -0.0162179+2.48933e-14j 0.0242561-1.48407e-14j -0.048936+6.80087e-15j -0.0355206+8.69136e-16j -0.0848908+1.335e-14j -0.103745+1.74095e-14j 0.0551457-1.22451e-14j -0.148387+2.10335e-14j 0.186372-2.60823e-14j 0.21886-3.42118e-14j -0.0683833+1.73256e-14j -0.00349877-1.54271e-14j -0.0346055+1.04847e-14j -0.0936908+1.73455e-14j 0.0183413+4.63321e-15j -0.288006+4.90486e-14j 0.326764-4.88458e-14j -0.392899-9.95913e-15j -0.163637+1.96373e-14j 0.382875+6.28713e-15j 0.165081-6.51069e-14j -0.312299+2.90538e-14j 0.387022-9.4652e-14j -0.187833+9.77903e-15j -0.0803799+2.06085e-14j 0.174165-1.68411e-14j -0.375164+5.0199e-14j -0.358368+5.22865e-14j 0.135806-2.6255e-15j 0.239014-2.05355e-14j 0.403021-3.86968e-14j -0.147462+2.19488e-14j 0.244686-3.15615e-14j 0.143038-1.81889e-14j 0.151397-1.88688e-14j 0.048766-3.04257e-15j -0.0534372+1.51511e-15j 0.153406-2.08434e-14j 0.0699312-6.68683e-15j 0.0161448+5.9914e-15j 0.0257477-3.61197e-14j 
