0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
0.0712642+4.50654e-14j 0.0101566+5.19006e-15j -0.0857207-6.82791e-16j 0.0104718-5.55388e-16j -0.0563503+1.13141e-16j -0.0317953-1.69161e-15j -0.0641101-1.13794e-15j -0.187558+2.79365e-15j 0.0107572+3.86093e-15j -0.10754-1.12657e-14j 0.247753+2.40556e-15j -0.0111797-1.81715e-15j 0.305804+4.52638e-16j 0.119671-4.66623e-15j -0.164224-1.56019e-15j -0.158018+3.00119e-14j -0.222119+5.51225e-14j 0.0167905-5.30356e-14j 0.356655-1.77681e-14j -0.182516-1.72914e-14j 0.0878567-2.09438e-15j -0.0133579-1.41271e-14j -0.0639822+2.30144e-14j -0.171301-4.3798e-14j -0.22782-1.19273e-14j -0.19676-2.87968e-14j 0.447432+3.62456e-14j 0.254039+1.44195e-14j 0.421757-1.54467e-13j -0.17515-2.20662e-14j 0.178632-3.4806e-14j 0.0674488-3.65193e-14j -0.129483-1.33165e-14j 0.00681673-1.62639e-14j -0.0486851-7.29866e-15j -0.126252-9.66127e-15j -0.24732-3.39947e-14j 0.00418402-9.12505e-14j -0.105392-6.97896e-14j -0.0273727-4.7185e-15j 0.149741+6.98913e-14j -0.158448-5.14856e-13j 0.0412992-6.82444e-15j -0.0116224-7.21381e-15j 0.158649-5.47473e-16j 0.122056+3.83296e-15j 0.0641041+3.00987e-15j 0.0121864+2.13705e-15j -0.127179-3.82055e-15j -0.0875578-4.80469e-16j -0.0255647-5.56024e-16j 0.0720445+4.43859e-15j -0.153382-4.3469e-16j -0.091654-1.75065e-15j -0.0466387+1.92488e-15j -0.0606439+6.62029e-15j 
-0.107217-7.3126e-14j 0.107158+7.22223e-15j 0.0498524+1.02746e-14j -0.011292-3.35977e-15j 0.0595067+1.1555e-14j -0.0740006-9.20919e-15j 0.0438587+1.05213e-14j -0.0217957-3.20443e-15j -0.143946-3.0804e-14j 0.205395+4.38947e-14j -0.248871-4.06675e-14j 0.015118+4.21814e-15j 0.121802+2.14274e-14j 0.145685+1.44783e-14j -0.151289+2.66091e-14j 0.105634-2.63599e-14j 0.104107-2.50189e-14j 0.192767-1.46697e-13j 0.234014-1.3859e-14j -0.0173319-1.00739e-15j -0.138271-1.24894e-14j -0.150819-4.75627e-14j -0.411905-5.2475e-14j -0.16499-6.70822e-14j -0.23017-2.54428e-14j 0.180576+5.76851e-14j 0.0609729-1.51018e-14j 0.0243041+6.69528e-15j 0.129307-7.17751e-14j 0.136952-1.56467e-15j -0.25685+5.50432e-14j -0.0204989+5.01839e-14j -0.376127-4.32662e-14j -0.0342311+9.46814e-15j 0.114437+1.51993e-14j -0.137135-4.61237e-14j 0.228839-1.02461e-14j -0.29953-3.89745e-13j -0.248729-3.59315e-13j -0.0722911-5.7906e-14j 0.102994+3.62535e-14j -0.0487045-1.76109e-13j 0.134102+3.25345e-14j -0.0179862-2.58533e-15j -0.134175-2.64858e-14j 0.0288954+1.01877e-14j -0.152279-2.69989e-14j -0.0266411-5.88994e-15j 0.066905+1.29724e-14j -0.0235498-1.14565e-15j 0.0163511+8.75898e-15j -0.0486819-1.36889e-14j 0.00928668+2.9239e-15j 0.0532894+1.21886e-14j -0.0750595-1.44023e-14j 0.00820118+8.07784e-16j 
0.0892033+6.77036e-14j 0.0801084+9.82654e-15j 0.00205931-1.90711e-15j 0.0223537+9.54132e-16j -0.075497-3.9475e-15j -0.109435-1.69651e-15j -0.0153254-2.72188e-15j 0.0501265+2.62413e-17j 0.0983835+3.55499e-15j 0.104426-5.456e-15j 0.0434194+1.01529e-14j -0.112055+9.97655e-15j -0.0988586-7.70566e-15j 0.186641-2.24827e-15j -0.057744+1.52546e-14j -0.0436375-4.3195e-14j 0.42866-8.40934e-14j -0.154387+9.66366e-14j 0.0181041+7.50323e-15j -0.0472955+1.04281e-14j -0.0835151+1.88399e-14j -0.0172184-2.25381e-14j 0.0844453+2.36603e-14j 0.061541-3.29955e-16j -0.320109-1.54849e-15j 0.00573531+5.28929e-15j 0.306965+1.34596e-14j -0.0690562-1.30715e-14j 0.0254598+7.8376e-15j -0.157288-9.89947e-15j 0.0735026+4.08738e-14j -0.352111+2.90159e-14j -0.171762+3.17194e-16j 0.216409+1.02178e-14j 0.000150598+3.01447e-15j -0.0361888-2.90658e-14j 0.0993356+1.77432e-14j 0.120043+9.88722e-14j -0.0110342+7.80082e-14j 0.43188+2.27664e-13j 0.0364076-3.93276e-14j 0.1291+3.47584e-13j -0.104457-5.17376e-15j -0.130803-2.52869e-16j 0.120614-1.23817e-15j 0.0573394+6.53824e-15j 0.0222009+7.01923e-15j -0.0786247+3.89116e-15j 0.0944222-2.61596e-15j -0.0681231+3.74463e-16j -0.110494+3.15434e-15j 0.0450406+4.16997e-15j 0.0320729-5.52924e-16j -0.010786-2.34209e-15j 0.0257087+2.29533e-15j -0.0635239+7.49417e-15j 
-0.0657648-4.38519e-13j 0.0840446+5.17586e-13j 0.0247224+1.55888e-13j -0.014262-8.92175e-14j 0.0113576+7.26752e-14j -0.0444459-2.78699e-13j 0.0348146+2.1678e-13j -0.0496116-3.02348e-13j -0.0440925-2.77429e-13j 0.162389+1.01545e-12j -0.0265859-1.77282e-13j -0.0565037-3.50728e-13j 0.0184421+1.18513e-13j 0.113909+7.08722e-13j 0.148251+9.08476e-13j 0.12664+7.70907e-13j 0.116085+6.9328e-13j -0.284443-1.55722e-12j 0.041899+2.74464e-13j 0.263517+1.60293e-12j 0.282806+1.74082e-12j 0.0854486+5.38778e-13j -0.0714745-4.35805e-13j -0.3472-2.23604e-12j 0.0613801+3.61261e-13j -0.219443-1.37409e-12j -0.0545056-3.56734e-13j -0.124798-7.9345e-13j -0.179978-1.04144e-12j 0.0790711+4.88686e-13j 0.0387231+1.78251e-13j 0.444714+2.6912e-12j -0.136637-8.58855e-13j 0.385644+2.35856e-12j -0.0747157-4.85342e-13j 0.384528+2.44655e-12j -0.111476-6.70062e-13j 0.2025+1.36533e-12j -0.00760429+6.02996e-14j 0.000509096-2.2214e-14j -0.0550534-3.90665e-13j 0.0907621+8.5854e-13j 0.244869+1.52584e-12j -0.116052-7.2189e-13j -0.00413583-2.06068e-14j 0.193041+1.19012e-12j -0.0992515-6.15022e-13j -0.164921-1.01597e-12j 0.0907613+5.61895e-13j -0.063559-3.89128e-13j 0.0638783+3.85823e-13j -0.047087-2.95827e-13j -0.0271415-1.64073e-13j 0.0365543+2.29318e-13j -0.0683633-4.23966e-13j -0.0131204-8.14798e-14j 
0.0914751+6.08889e-14j 0.0607726+1.54289e-14j 0.0224045+3.20308e-16j 0.0383166+3.27367e-16j -0.0679159+3.79295e-16j -0.0848383-2.5879e-15j 0.0137784-7.16742e-16j 0.0969557-5.16955e-16j -0.0495945-1.20983e-15j 0.179961+1.03843e-14j -0.0479832-3.39177e-15j 0.050687-7.06844e-15j -0.0860817+3.14536e-15j -0.117874+1.2402e-15j -0.31429+3.71442e-14j 0.0641721-3.50727e-14j -0.124373+1.09601e-14j -0.139344+9.92545e-14j -0.0325386+1.79977e-14j 0.0816173-4.17811e-15j -0.200182+1.16412e-14j 0.0770911-4.66461e-15j -0.0735464+1.34615e-14j -0.280286-4.17346e-14j 0.243458-5.36985e-15j -0.0380436-1.85604e-14j 0.247-2.52757e-14j 0.057771-3.45911e-15j -0.0815398+2.60673e-14j 0.399046-2.79565e-14j 0.204779-4.96595e-14j -0.209097-3.44956e-14j -0.0524642-8.12635e-15j 0.405617+1.65618e-14j 0.246847-1.00152e-14j -0.240795-6.49116e-14j -0.0286683-1.51735e-14j -0.0463154-1.17716e-13j -0.135111-1.01637e-13j -0.240477-1.46194e-13j -0.403056-1.468e-14j -0.0283408+8.92735e-14j -0.0651248-5.60322e-15j -0.0996329-2.68945e-15j -0.198942+9.69014e-15j 0.0571827+9.68811e-15j -0.0732784-8.61974e-15j 0.242199-3.08425e-15j -0.00519955+2.16916e-15j -0.0791908+3.68107e-17j -0.193942+8.55522e-15j 0.0806222+1.04708e-15j 0.144403+1.34957e-15j 0.013609+3.8658e-16j 0.0533299-3.77892e-15j -0.0278+3.80895e-15j 
0.118055+7.12813e-14j 0.0168472+1.4114e-14j -0.00725855+2.00524e-16j 0.0293106-2.48537e-16j -0.0948209+3.89915e-16j -0.0299359-1.85629e-15j 0.0127923-3.89668e-16j 0.00911308+1.47647e-15j 0.0241974-2.08529e-15j 0.121562+6.85384e-15j 0.0653997+5.44589e-16j -0.0841357+2.12977e-15j -0.0911233-5.02969e-16j -0.0163527-1.74301e-15j -0.0651474+2.24071e-14j 0.118003-3.29918e-14j 0.0312207-2.06884e-14j 0.00755481-5.88584e-15j 0.0258895-1.48363e-14j 0.261768-1.75288e-14j -0.112157-1.62969e-14j 0.049639+2.38014e-14j -0.176036-5.13661e-15j 0.126855+3.06016e-14j 0.0474048+3.19882e-14j -0.210368-3.40729e-14j -0.243013+2.12854e-14j -0.0297489-1.56532e-14j 0.0529035+1.58301e-15j -0.570086+4.21743e-14j 0.0511948+9.47283e-15j -0.343939+6.15198e-14j 0.0890959-1.72395e-14j -0.264498+9.55842e-15j -0.0597028-1.93577e-14j 0.249338+3.3377e-14j 0.00701665-4.49425e-14j -0.606321-1.34884e-13j 0.467099-1.23951e-13j -0.126536-6.13268e-14j 0.0321687-1.34208e-13j 0.333645+9.47189e-13j 0.118452+1.02158e-14j 0.0803071+1.92367e-15j 0.0539498-7.04007e-15j 0.155739+5.02444e-15j 0.139265-7.44809e-16j -0.020942+2.79918e-15j 0.0639619-3.7162e-15j -0.146013-1.39448e-15j 0.0026297-3.54203e-15j 0.0407459+2.87237e-15j 0.0763168-9.78828e-17j -0.0124015+7.21441e-16j 0.0642708-8.33605e-17j -0.0701347+1.07429e-14j 
0.07547+3.75951e-14j -0.0345339+1.34185e-14j -0.0111884+2.26024e-15j 0.0142531+5.78398e-16j -0.0757818+3.37074e-15j -0.014007+2.11403e-15j 0.0443206-3.41528e-15j -0.00191147+1.19883e-15j -0.000525497+1.5578e-15j 0.104353+1.73076e-15j 0.0784718-1.0673e-14j -0.0919643-1.02883e-15j -0.0852626+6.8266e-15j 0.00136083-2.62453e-16j -0.0850812+3.3737e-14j 0.0341346-4.03113e-14j 0.172269-5.33226e-14j 0.0529589-4.16463e-14j 0.113197-3.81862e-14j 0.166569-3.14321e-14j 0.0348131-1.83607e-14j -0.159483+1.42932e-14j -0.116051+1.68949e-14j 0.115377+2.70302e-14j 0.211114-2.1963e-14j -0.0447774+1.03293e-15j 0.134064+1.31767e-14j -0.0523548+5.20702e-14j 0.395465-2.2728e-13j 0.266847-7.12663e-14j -0.155653+1.11593e-14j 0.272799-5.7517e-14j 0.240201+1.98217e-14j 0.213301-3.99851e-14j 0.313611-5.82746e-14j 0.118508+5.51808e-16j -0.166018-1.28854e-14j -0.198607-1.74858e-13j -0.051286-1.53666e-13j 0.404729+1.67014e-13j 0.00561427+1.64744e-13j -0.322167-8.99328e-13j -0.0475613-9.18547e-15j 0.365614-7.60904e-15j -0.212319+1.43052e-14j 0.110722-6.0135e-16j -0.0391912-5.00989e-16j -0.141938+4.09376e-15j 0.100833+6.91559e-16j -0.209658+1.85433e-14j 0.0763058-1.68284e-17j 0.0856946-1.38806e-14j 0.0234284+9.50916e-15j -0.00532153+3.62779e-15j 0.0789464-6.68744e-15j -0.0252888+4.97815e-15j 
-0.0126092-2.67181e-14j -0.129263-1.30084e-15j -0.0416136+2.28252e-15j -0.027111+1.68603e-17j -0.00277264+1.89742e-15j -0.0441113+2.39541e-15j 0.00749862-4.44114e-16j -0.0285927+1.46706e-16j -0.0231688+4.9458e-15j -0.183242-6.92905e-15j 0.14486-6.85538e-15j 0.122658+4.53228e-15j 0.00297525+8.70666e-16j -0.0630715+1.40811e-15j -0.157729+1.35671e-14j -0.0625514-1.6179e-15j 0.017607-6.31221e-15j -0.0534066+3.28739e-14j 0.0488981+4.81839e-15j -0.148832-1.29762e-16j 0.096768-1.72366e-15j -0.130354+9.75479e-15j -0.211476+1.06421e-14j -0.0908381-8.71366e-15j 0.124401-1.71251e-14j 0.120299+1.44028e-14j -0.112342-1.31442e-14j -0.252409-1.63096e-14j -0.281543+1.14095e-13j 0.0995077-2.27502e-14j -0.104946+3.85606e-14j -0.0545391+9.62793e-15j -0.0792538-1.35834e-14j -0.040501-1.01879e-14j 0.132717-2.77626e-14j 0.0571396-2.68479e-15j -0.391553-3.78047e-14j 0.00198116-1.77139e-13j -0.226159-1.52105e-13j 0.335817+1.37305e-13j -0.224756+7.77472e-14j -0.145338-3.07504e-13j 0.177056-8.84058e-15j -0.323442-2.60872e-15j -0.129623+1.29887e-14j -0.132809+1.75524e-14j 0.326933-1.46925e-14j 0.120956-4.04411e-15j -0.101884-6.62608e-15j -0.105426+1.13699e-14j -0.0795198+7.92005e-15j 0.245517-1.01482e-14j -0.203743+5.63104e-15j -0.0691827+3.69848e-15j 0.0797313-2.18332e-15j 0.0699681-4.08075e-15j 
0.0142746+1.27647e-14j 0.0449898+7.76247e-15j -0.00693806+8.73649e-16j 0.0022006+4.19837e-16j 0.00703683+1.36712e-15j -0.0511406-3.03274e-16j -0.0346844-1.83967e-15j -0.0191231-1.70784e-15j 0.0264458-1.10136e-15j -0.026017-1.15516e-15j -0.104187-6.50908e-15j -0.00514707+3.49669e-16j 0.00519804+8.25967e-16j 0.11826+2.64813e-15j -0.0425757-1.23673e-14j -0.119967+3.08889e-14j -0.0649552+1.23356e-14j -0.00677381+1.10274e-14j -0.0964593+1.31015e-14j -0.120855+2.24511e-14j -0.0946729+8.31485e-15j 0.14997+5.37492e-15j 0.0279156+9.52048e-15j -0.0936957-1.29944e-14j 0.042808+1.60679e-15j 0.0881306+5.71323e-15j -0.215343-2.51166e-14j 0.016246+1.77431e-14j -0.111778+3.02906e-14j 0.185346+1.60424e-14j -0.189503+3.49881e-14j -0.110309+2.58427e-14j 0.444869+2.87829e-14j 0.116008+1.1707e-14j -0.14687+1.95597e-14j 0.0495939+3.28844e-14j 0.129448+4.11467e-14j 0.028707+2.36734e-13j 0.301588+2.14551e-13j -0.013507-4.04915e-14j -0.657862-7.20477e-14j 0.0748641+4.75514e-13j 0.438759+7.47583e-15j 0.021241+1.0269e-14j 0.385935+1.4343e-14j -0.426591+3.21615e-15j -0.193127-8.29552e-15j -0.0562848+2.54825e-15j 0.0317428+8.86947e-15j 0.0514545+5.72332e-15j -0.237643+1.51199e-14j 0.0539968-3.20364e-15j -0.0301101+3.35021e-15j -0.060354-9.56774e-16j -0.0484822-8.34776e-15j -0.0573138+3.0192e-15j 
-0.0977514-4.84271e-14j 0.0784438-9.45423e-15j 0.00646615+6.02185e-16j -0.0342616-1.12938e-15j -0.000216826+4.7008e-16j -0.0157213-3.41346e-16j -0.011979-8.75909e-17j -0.108043+1.05661e-16j -0.13645+4.05963e-16j -0.0918752-5.02432e-15j -0.0679172+8.57606e-16j 0.0785132+2.04607e-15j 0.09802-1.65667e-15j 0.0863293+2.40304e-15j 0.0372427-4.74149e-15j -0.00184567-6.13718e-16j 0.0347317-1.73371e-16j -0.187146+1.21751e-13j 0.0616835+2.1231e-14j -0.15369-1.12537e-15j 0.159015+3.8876e-15j -0.0804098+7.96984e-15j 0.00339355-2.64536e-15j 0.091203+1.64944e-14j -0.0256969+1.99879e-15j 0.0126646+1.18704e-14j -0.158007-4.2515e-15j 0.0626662+9.29598e-15j -0.0911365+2.94658e-14j 0.158297+2.20811e-14j 0.146613-3.56475e-14j -0.198981+5.41103e-16j 0.173612+9.14898e-15j -0.032725+7.50452e-15j 0.3976-2.52949e-14j -0.0288566-4.15953e-14j 0.203963+2.62207e-14j -0.126921+2.2462e-14j 0.130129+1.06294e-14j -0.149309-7.50176e-14j 0.121519-5.22857e-14j 0.137648+3.44551e-13j -0.212217+8.36651e-17j -0.0245811+1.89733e-15j 0.206848+9.13671e-16j -0.237033-7.01231e-15j -0.0137769-4.32904e-15j 0.350888-1.1882e-15j 0.061321-1.66779e-15j -0.352551+3.06129e-15j 0.0467315-2.06047e-15j -0.134106-4.285e-15j -0.246848-1.53958e-15j 0.142623+8.93339e-16j -0.186489+2.09465e-15j 0.0269285-8.32716e-15j 
0.0582257+4.37758e-14j 0.0755637+1.12962e-14j -0.000787851+8.95964e-16j 0.0156974-6.49166e-16j -0.0324815+3.43628e-16j 0.00374913-7.40842e-17j -0.0888104-1.67746e-15j -0.0612136-6.69948e-17j -0.05809-4.24371e-15j 0.0871417+5.80616e-15j -0.0906937+1.04837e-15j -0.128258-4.64774e-15j 0.0582391+2.79921e-15j 0.0294003-6.6243e-15j -0.067464+1.21732e-14j 0.0291755-8.84951e-15j -0.039915+3.46491e-15j -0.072119+5.67196e-14j -0.0822857+1.09269e-14j -0.0299836+1.67076e-16j 0.0832037+9.01724e-15j 0.0470201+1.4569e-14j 0.0112774-9.98999e-15j 0.120465+2.88325e-14j -0.0692578+4.74927e-15j -0.0323823-7.25111e-15j -0.19214-6.52672e-15j 0.113539+1.90641e-14j 0.0186661-1.72053e-14j 0.170587+5.41819e-15j 0.142009-2.34634e-14j -0.0756248-8.08537e-15j -0.0430188-2.19026e-15j -0.0467624-5.74336e-15j 0.0368224-1.37477e-14j 0.0521357+1.24012e-14j -0.117101-3.89054e-14j -0.0437063-2.63273e-13j -0.353014-2.60415e-13j -0.00861568-1.65456e-14j -0.475282+4.52245e-14j -0.213721-4.17001e-13j -0.153746-5.22279e-15j 0.0453878+9.49531e-16j -0.267534-7.34904e-15j -0.220131-9.29858e-15j -0.157816+2.57666e-15j -0.365655-9.79759e-15j -0.504546-1.55849e-14j -0.244536-6.14215e-15j 0.0815935+5.17319e-15j -0.334854-6.4501e-15j 0.0461574+3.07212e-15j 0.056904+1.98141e-15j -0.0928123-7.69728e-15j -0.203206+1.70297e-14j 
-0.0583811-3.05482e-14j 0.0115322-3.6074e-15j 0.007373+1.11833e-15j -0.0401867+5.74466e-16j 0.0258826-1.68858e-15j 0.0427221+3.74826e-15j 0.0993344-3.36327e-15j 0.080791-5.59089e-15j 0.030396+4.03837e-15j -0.0655617-1.26058e-15j 0.0265307-1.0995e-14j 0.163503-1.11769e-17j -0.0443104+2.97831e-15j -0.0904002+5.04509e-15j 0.0450316+8.80083e-15j 0.0617599-1.41563e-14j 0.0588749-2.36534e-14j -0.0402716+1.19527e-14j 0.0839877+2.33729e-15j -0.0286601-6.12702e-15j 0.0368814-1.18262e-14j -0.0748856-2.94016e-15j 0.000697509+1.10146e-14j -0.0171102-7.51779e-15j -0.0494197+6.89824e-16j -0.0565406-5.73243e-15j 0.0602852+5.68876e-15j 0.0401963-8.74532e-15j 0.0310246-1.61533e-15j -0.146097+2.60528e-15j -0.0393729+3.14539e-15j 0.0408227-6.19528e-16j 0.0554061-4.5366e-15j 0.0150447-4.56846e-15j 0.00670539+7.78272e-15j 0.0419015+8.00932e-15j 0.0634238+5.95956e-15j 0.0489341+7.07145e-14j 0.0506361+6.29508e-14j -0.00059202+5.50524e-15j -0.174052+3.11009e-14j -0.0795983-1.52777e-13j 0.0498646-4.05969e-15j -0.0686461-8.64186e-16j -0.389459+3.78984e-15j -0.320489+3.51104e-14j -0.238622-1.22409e-14j 0.145656-1.50915e-14j -0.105944+6.38046e-15j -0.310903-1.99772e-15j -0.466312+5.92648e-14j 0.236332+2.81497e-14j 0.184158+1.83804e-14j 0.327719-1.93133e-14j 0.00435521-1.29683e-14j 0.319721-4.31769e-14j 
-0.00465251+3.73825e-15j 0.0651616-8.02028e-15j 0.0252279-4.29471e-15j -0.0107773-7.21716e-16j -0.00457922+3.30789e-15j 0.0424542-2.98905e-15j -0.0113814+7.50755e-15j -0.0288449+1.04313e-14j 0.0540072-6.50629e-15j -0.00313322-6.25686e-15j -0.186849+3.45276e-14j 0.0753157-4.56093e-16j 0.0416947-1.28503e-14j 0.0378827-8.77732e-15j 0.0729359-2.27043e-14j 0.0151963+1.97917e-14j -0.107422+4.10816e-14j -0.0939515+8.17244e-14j 0.0566051+1.12301e-14j -0.0355382+7.83419e-15j -0.127044+1.93721e-14j -0.0299411-4.93513e-15j 0.116294-1.55235e-14j 0.0370271-6.90402e-15j 0.0434527-9.88227e-15j -0.0206689-2.82872e-15j 0.0610778-5.0711e-15j -0.0833123+1.32587e-14j -0.0144982+1.12858e-14j -0.0151998-5.04936e-15j -0.0392602+1.4515e-14j -0.0418091+1.84642e-14j -0.00928412+1.14729e-14j -0.0529676+1.07518e-14j 0.133609-3.83646e-14j 0.0754905-8.38015e-15j -0.0617547-8.56706e-16j -0.0553721-4.88481e-14j -0.0213058-4.89448e-14j 0.126863+4.5014e-14j -0.00435643-5.05085e-14j 0.0780963+2.0959e-13j 0.0567692+3.92816e-16j -0.0811169+5.77887e-15j -0.112606-4.24496e-15j 0.39325-8.02677e-14j -0.321875+4.40971e-14j -0.114819+3.29704e-14j 0.106472-2.42298e-14j -0.15834+1.33179e-15j 0.403095-1.15157e-13j 0.479788-6.03632e-14j 0.364402-4.18776e-14j -0.138604+4.25112e-14j -0.318385+5.2423e-14j 0.0359743+1.60039e-15j 
-0.0739142-5.18787e-14j -0.0697822-1.20824e-14j 0.159941-4.90975e-16j 0.165529+6.78121e-16j -0.15658-4.0096e-16j -0.0910418-4.08394e-15j -0.131355-1.10851e-15j -0.0939513+4.31788e-17j -0.0443315-4.17258e-16j -0.00159809-1.80701e-16j -0.220309+5.15614e-15j -0.0389505-3.4762e-15j -0.0321777-4.86605e-16j 0.0158278-1.38244e-15j -0.0346171+4.8544e-15j 0.0286474-9.26277e-15j -0.056071+1.03082e-14j 0.0509405-2.8257e-14j -0.0724695+2.92939e-15j -0.0649465+4.65165e-15j 0.0200517-1.62288e-15j -0.100375-2.95077e-15j -0.0141183+1.92788e-15j -0.0432206-8.33343e-15j 0.0190233-8.90968e-17j -0.0542433-1.18823e-14j 0.0161023-1.18382e-15j 0.0987038+8.88858e-15j -0.0159425+1.18314e-14j 0.0635774+5.4036e-15j -0.0173044+1.16223e-14j -0.0226574+7.41799e-15j -0.0648568+3.92622e-15j -0.0580279-3.40268e-15j 0.0085984-1.11082e-14j 0.110588+1.7039e-14j 0.0828945+1.48765e-14j 0.0656178+8.38291e-14j 0.0445+7.60403e-14j -0.00306761+2.01562e-15j 0.01425-6.72335e-15j 0.0217755+5.78156e-14j -0.0761666+2.97997e-16j 0.072084+1.76157e-15j -0.105707-1.05676e-15j -0.0347245+4.61438e-16j -0.0465684-5.11674e-16j 0.157835+2.32723e-16j -0.0704783-1.30966e-15j 0.0439075+1.9244e-16j -0.140312+3.21321e-15j 0.0506008+1.32696e-15j 0.0216192-4.22282e-16j 0.0728623-5.91321e-16j 0.0884777+5.19881e-15j 0.182318-1.80339e-14j 
-0.0515458-2.50868e-14j 0.0405598-5.93733e-15j -0.113271-6.54766e-16j 0.264006+6.58033e-16j 0.0589565+3.76176e-16j -0.0108837+8.5507e-16j 0.0710203-4.60416e-16j -0.0109356+1.88407e-17j -0.0906126-2.22545e-15j 0.138318+9.38214e-15j 0.0773023-2.3581e-15j -0.116318-1.44217e-15j -0.0117691+4.70109e-16j -0.0700583-2.06335e-16j -0.10419+4.38244e-15j -0.0702974-1.07717e-15j 0.0516569-5.31023e-15j -0.0553715+4.07841e-14j 0.00538621+3.79413e-15j 0.0238356-4.25608e-15j -0.00202202+1.29824e-15j -0.0215762-4.31302e-15j 0.00865922+3.74612e-15j -0.0895212-2.07037e-14j 0.0132277-6.07185e-15j 0.0572182+9.57819e-15j 0.0849168-3.50008e-15j -0.0393281-8.83905e-15j -0.0516585+3.30052e-14j -0.0367788+3.27796e-15j -0.0466012+1.14891e-14j -0.0157084+1.09442e-14j 0.0719046+4.35484e-15j -0.0592866+2.91513e-15j 0.0701276-4.03117e-15j 0.0509508+5.44778e-15j 0.0299515+3.96293e-15j 0.0391108+1.09523e-14j -0.0337632+6.5159e-15j 0.0122807+8.28865e-15j -0.00878704-1.59224e-14j 0.0340548+1.02292e-13j 0.0352519+1.93272e-15j -0.0248242-1.83215e-15j 0.0419408+4.04907e-16j 0.126445+3.85532e-15j -0.20114+5.43167e-15j 0.0335625+5.71093e-15j -0.133401-1.89212e-15j -0.0612596-1.36005e-15j -0.04778-1.54841e-15j 0.191069+1.3236e-15j -0.0168086-2.44471e-16j -0.0710954-3.87811e-16j -0.17297+3.81976e-15j 0.100221-1.50277e-14j 
-0.00303213+1.36283e-15j 0.0243236+1.02734e-16j 0.0564598+1.59717e-17j -0.0127842-4.51511e-19j -0.0857313+5.70636e-16j 0.0684882+1.31622e-15j 0.0196978-4.51774e-16j 0.0754529-1.36546e-16j -0.00124886-4.0467e-16j 0.0365717+4.34967e-16j -0.00582218+3.91783e-17j 0.00607169+2.41489e-16j 0.0271518-1.77182e-16j 0.0514978-8.21814e-17j -0.0748919-7.44914e-16j -0.074779+8.23855e-15j -0.0166801+8.8038e-15j 0.00662332-5.25294e-15j 0.0121647-7.1836e-16j -0.038608+1.62645e-15j 0.00998414+1.12928e-15j 0.00336585+3.17747e-15j -0.00226181-3.6039e-15j 0.0607828+1.4745e-14j 0.0375931+4.67356e-15j -0.0157459-3.87994e-15j -0.000438623+2.71497e-15j 0.0284481+6.28059e-15j 0.0322411-1.75916e-14j 0.0163056-1.64141e-15j 0.0161046-1.75915e-15j 0.0181569-3.63899e-15j -0.0625241-2.01202e-15j -0.0150023-3.9964e-15j -0.0178208-3.97459e-15j 0.0232323+5.21473e-15j 0.0081575-2.27246e-15j -0.00871966-1.03829e-14j -0.00636451-9.1312e-15j -0.00727439-3.98763e-15j -0.0197459-9.25646e-15j 0.0201006+6.73748e-14j -0.0405331-8.43973e-16j 0.0221778+3.373e-16j -0.0450985-6.72565e-16j -0.0335581-1.63402e-15j -0.0163978+4.5567e-16j -0.00144179-3.96518e-16j 0.0239578+1.50064e-16j 0.00991735-5.6726e-17j 0.0223989-9.74955e-16j -0.0400951+1.71241e-16j 0.0692237+5.64877e-17j 0.0630058+1.9005e-17j 0.0114687+7.33903e-16j 0.0249213-2.39758e-15j 
