0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.0183617+0.166543j -0.0124652+0.0564591j -0.0129835+0.0141701j -0.0117049+0.110009j 0.0238264+0.0532382j -0.0373236-0.00423355j -0.0431543+0.169036j 0.149584-0.0232923j -0.042263+0.0114056j 0.14799-0.00853041j -0.153515+0.116839j -0.0714888+6.48613e-15j -0.100005-0.0379914j -0.0601509-0.103252j 0.122505+0.0617634j 0.0715369+0.0515841j 0.102642-0.032649j -0.157805+0.0575034j 0.0125606-0.05188j 0.0526997+0.0548992j 0.0352884-0.113372j -0.0275611-0.0298948j 0.0624272+0.0704494j -0.00242862-0.0997939j -0.036981-0.0293818j -0.0322339+0.0483475j 0.00869112-0.031399j -0.0213517-0.00723289j -0.000299914-0.00747309j -0.0978714-0.102815j -0.0804933+0.00908696j 0.0276937+0.10592j 0.079343+0.00235277j 0.0283141+0.0351708j 0.0334943+0.0901946j -0.0624306+0.115402j 1.9419e-05-0.0132306j -0.0206543+0.00698851j -0.0279765+0.0954109j 0.0706522-0.0396391j -0.00914968+0.00591913j -0.0390694-0.0428566j 0.100217-0.0281638j 0.0615098+0.0526651j 0.107801-0.0246583j 0.0332491-0.0613396j -0.0258321+0.00264099j -0.0038763-0.025185j 0.0038365+0.0100998j 0.00864275+0.055253j 0.00700759+5.55142e-05j -0.0288968-0.0325389j -0.0355477-0.0124963j -0.010782-0.000947091j 0.0363417-0.08153j -0.0405527+0.0145955j 0.0390249-0.0278869j 0.0297941-0.0247675j -0.0324934-0.00981606j 0.0433612+0.0124644j 0.00479734-0.00320685j 0.0463622-0.00324801j 0.0502093-0.00319374j 0.0213215-0.0216248j 0.0499056-0.00496104j 0.0211168+0.011803j -0.00245054+0.0383746j -0.000210357-0.00378957j 0.0295793-0.0116508j 0.0324871-0.027684j 0.00965155+0.0147699j 0.00687397-0.0215179j 0.0152466-0.0095701j 0.0371279+0.0191301j -0.00785477-0.0361826j 0.00581666-0.0246142j -0.0217253-0.00936172j 0.034142+0.0476899j 0.0122046-0.0215711j -0.0135981+0.00743971j 0.00682896-0.0178076j 0.0165229+0.00580514j 0.00891829-0.00770466j 0.0129129+0.0166328j -0.0159123-0.00249134j 0.00331421+0.00955675j 0.0052842-0.00984997j -0.00375406-0.00356636j -0.00794599-0.00832811j 0.00687249-0.00315804j -0.0104828-0.00360225j 0.0119954+0.00516198j 
0.00741777+0.0511699j 0.0270665+0.0424369j 0.0138371-0.0207775j 0.00654558-0.0439484j -0.014609-0.0167438j -0.0499643+0.0486649j 0.0100165-0.00462095j 0.0414534-0.00720884j 0.0135904+0.0436503j 0.105571-0.0355941j 0.00799168+0.00107663j -0.100005+0.0379914j -0.060579-1.57763e-13j -0.0698705-0.0875201j -0.0078894-0.00437624j -0.0245299+0.00881362j -0.0868203-0.0132909j -0.0374821-0.0224303j 0.0481908-0.0254188j 0.0869185-0.0309282j -0.00889775-0.011941j -0.0297096-0.066932j 0.061149+0.0618496j 0.0213924-0.030831j -0.00724202-0.00616548j 0.0055972+0.00239356j -0.0433975+0.0303165j -0.0115895-0.0109358j 0.0378802+0.0623643j 0.00911066-0.0511806j -0.0873663-0.00688469j 0.0327399+0.108377j -0.0639244-0.0304106j 0.011821-0.0271618j -0.0519358+0.0961981j -0.0632877+0.0689043j 0.0474642+0.0929171j 0.00697877-0.00696433j -0.0276829+0.128161j -0.0063372+0.0242384j 0.00133335-0.0884848j -0.0580218+0.0953194j 0.0733895+0.04386j -0.0146507+0.0732786j -0.0204343+0.0401655j 0.0883181-0.117793j -0.0232659+0.0996268j -0.0526494-0.0352009j 0.0533821+0.00515294j -0.025395+0.032859j 0.0271741-0.0428272j 0.0422287-0.0439996j 0.0481286+0.00177014j 0.0248519+0.0491847j 0.000567881+0.0495214j -0.0454059+0.0654692j -0.00671249-0.0421218j 0.0369984+0.0323425j 0.0144168+0.00801413j 0.0011161-0.00726468j 0.0516921+0.0151469j 0.0165771+0.0226121j 0.0636775+0.0034313j -0.00296942-0.00434682j 0.0620118+0.00138063j 0.013568+0.00899524j 0.0102487+0.0191485j 0.00377917-0.0172046j -0.0034334+0.011711j 0.0544558-0.0698173j -0.0104516+0.0538989j 0.0328231+0.0101316j 0.0147165-0.00108042j 0.00356888-0.025194j -0.0570113-0.00526717j -0.0237751-0.0241283j -0.00453491-0.0282717j -0.0467582-0.0102509j 0.0308507-0.0590526j -0.00175018-0.0230418j 0.0356722-0.00452017j -0.000669602+0.00637841j 0.00148357-0.000201898j -0.0040718+0.0124315j -0.024016-0.0142274j 0.0129106+0.0105256j -0.0404701-0.0157775j -0.0109873-0.0117697j 0.00134125-0.00536867j -0.00838132+0.011374j 0.000568742+0.00736551j -0.00334918+0.0115872j 
0.0149432+0.0425274j -0.030148+0.0848982j -0.00495923-0.0797826j -0.0216193-0.0890791j -0.0354073-0.0237876j 0.0230759+0.0980698j -0.0393823-0.0844943j 0.223593+0.098116j 0.0296127-0.0763313j 0.0188117+0.032381j -0.0720471-0.028109j -0.0601509+0.103252j -0.0698705+0.0875201j -0.1759+1.85962e-14j 0.0155895-0.138163j 0.0659167-0.161411j -0.133482+0.0484799j -0.0948677-0.127573j 0.0427739+0.161915j -0.00569036-0.12952j 0.148026+0.0421047j -0.0652647+0.0342867j 0.0398227-0.00405677j -0.0187878-0.0574931j 0.0266077-0.031185j 0.0235107+0.0234588j -0.0292408-0.000414101j -0.00314296+0.0477678j 0.0354549+0.0251458j 0.0203732+0.0219337j 0.0196243+0.0024836j -0.00334599-0.015874j -0.0381716-0.0696734j -0.061412-0.0393323j -0.0308452-0.0384483j 0.1013-0.00643076j -0.0410095+0.0313298j 0.032651-0.0210128j -0.021272-0.0181818j -0.0870379-0.0031622j 0.107321+0.0700484j 0.0333038+0.0893508j -0.0244392+0.00191976j -0.0187978-0.0897253j -0.0284196+0.0413268j -0.0171599+0.03673j 0.122211-0.00500777j 0.070449-0.140843j -0.078453+0.00611178j -0.108837-0.00506117j -0.0132473-0.0651046j -0.0637244+0.0896493j 0.10302+0.00354573j -0.00788868-0.0696174j -0.0436242-0.0767967j -0.00288106+0.0691299j -0.0161515-0.00729065j -0.0113335+0.070215j -0.00375426-0.0125634j 0.0106006-0.0343423j -0.00533987+0.0595143j -0.0258882+0.013651j -0.00452414+0.00380915j -0.0293413+0.0370939j -0.0275294+0.00649527j -0.0128911-0.0249885j -0.0151157-0.0417298j 0.0288613-0.0136635j -0.0175996-0.00229714j 0.0294756+0.00818369j 0.00419379+0.0283482j -0.0196531+0.0333086j 0.00834141-0.0112536j 0.0327295-0.0247883j -0.0307017-0.0266319j -0.0533464+0.0445711j 0.0276021+0.000457734j -0.0599587-0.0609617j 0.00790234-0.0327372j 0.00189591-0.0378084j 0.0239215+0.060088j -0.00545632+0.0145124j 0.0190791+0.00313618j -0.0371458+0.0199045j -0.00581325-0.00373264j -0.0109745+0.00380606j 0.000858019-0.00488741j 0.0125246+0.0142945j -0.00491193+0.00653185j -0.00240973-0.00797349j 0.0206956-0.0091521j -0.00423178-0.00501191j 
-0.00073735+0.144218j 0.0538781-0.00951082j 0.0197503+0.0948121j 0.0608683+0.155829j 0.0686633+0.0789761j -0.043821-0.000596886j -0.120113+0.0270874j -0.0650025-0.0620717j 0.0949941-0.0112062j 0.118182-0.108941j -0.226685-0.135709j 0.122505-0.0617634j -0.0078894+0.00437624j 0.0155895+0.138163j 0.0274392+1.30521e-14j 0.0366245-0.0245519j 0.18326-0.0042558j 0.0353743-0.0571337j -0.00270738+0.017793j -0.0314733+0.0524521j -0.0815124+0.0878637j 0.0229147+0.0533283j -0.0153261+0.0915324j -0.042451-0.0359065j 0.0244166-0.116352j -0.034934-0.0959875j 0.0243494-0.106561j -0.0272305+0.0354931j 0.0174035-0.0125677j 0.075323-0.024329j -0.00233279-0.0752605j -0.0244962+0.0430279j -0.0506569+0.0226579j 0.011961-0.0845325j -0.0428553-0.0872995j 0.114161+0.13576j 0.00300506-0.0362555j -0.0363498+0.0300898j 0.0230008+0.0305844j -0.0328843-0.0103941j 0.101679-0.0389551j 0.0408446+0.0716186j 0.00916868+0.0336572j 0.00488371+0.109094j 0.00310862+0.0952781j -0.078432+0.0638297j 0.0550752-0.043418j 0.00991865+0.00830949j -0.00887446-0.0374273j -0.0229419+0.016476j -0.0176974-0.0902739j -0.00368371-0.00822911j 0.0582968-0.00251608j 0.0550723-0.0230109j 0.0514876+0.0403748j 0.0114355+0.113168j -0.0102934-0.0573839j -0.000705735+0.0759421j 0.00419158+0.0164715j 0.0198137+0.0745351j -0.0926167-0.115225j -0.0242213-0.00721841j 0.0195012+0.00433333j -0.0281633-0.0045277j 0.0514397+0.024258j -0.0486919+0.0535577j -0.0176789-0.0106149j -0.0381037-0.0138932j 0.0186376+0.00958968j 0.00418246-0.00660842j 0.0132896+0.00317391j -0.0142771+0.00619989j 0.0204427+0.0194701j 0.00844622-0.00399405j 0.000858057-0.00642013j -0.0312983-0.0172361j -0.0135596+0.0249699j -0.0213416+0.017535j 0.0243954-0.0227991j -0.00300555+0.00938251j -0.0105167-0.0892195j 0.0167984+0.00658214j 0.0111734+0.0185887j 0.0298567+0.0162949j -0.00912994+0.00830551j 0.0077085-0.0115769j -0.009816-0.00490691j -0.0135366-0.0146524j -0.0263035-0.00229418j -0.00913421+0.0259928j -0.0339187-0.00856554j 0.0268132+0.0245965j 
0.021689+0.0239776j -0.0269578-0.0346555j 0.0546274+0.088451j -0.0391806+0.0603119j -0.0462796+0.0196044j 0.030233+0.0723177j -0.0258718-0.0831829j 0.0154517+0.0154283j -0.187978-0.0997625j 0.0641323-0.038696j -0.261576-0.0452164j 0.0715369-0.0515841j -0.0245299-0.00881362j 0.0659167+0.161411j 0.0366245+0.0245519j -0.0497296+9.92696e-15j 0.0902624-0.126968j 0.00989907-0.109556j -0.040615-0.0872602j -0.0677418+0.00306994j 0.133138+0.0400303j 0.00299837-0.0110695j 0.00773077-0.0939603j 0.0126114-0.0246472j -0.109187+0.0668509j 0.0142901+0.0545083j -0.0492923+0.0349134j 0.0334655-0.0213601j 0.0508351+0.0024817j -0.0345823-0.00492307j -0.048284+0.0730981j 0.0226521-0.0811289j 0.0504477-0.0491316j 0.0244722+0.0955555j 0.0207166-0.021442j -0.0302339+0.00372095j 0.0183392+0.090166j 0.027183+0.0252736j -0.0214149-0.0467869j -0.00166469-0.134473j -0.0151073+0.0804555j -0.0211697-0.0661678j 0.0527639+0.00394972j 0.0179958+0.101596j 0.000600288+0.00634836j 0.0562998+0.0205763j -0.0125499-0.0258284j 0.00189108+0.0299137j -0.050519+0.0106392j 0.0245052-0.0902503j 0.0113766-0.021939j 0.0489956-0.0387785j 0.00169558+0.0635203j -0.0388313-0.0132423j -0.038362-0.00575693j -0.0279573-0.0390403j 0.0545562+0.0229806j 0.0491506-0.0410305j -0.0493929+0.00227685j 0.00769495-0.00283121j -0.00023965+0.0550599j 0.0153883-0.00901545j -0.0264657-0.00605073j 0.0110266+0.0162703j -0.0535125-0.0243095j 0.0249971-0.0366162j 0.0296864-0.0399202j 0.0359905-0.00852187j -0.0263819-0.0104342j -0.02011+0.0302658j -0.0063099-0.0129935j 0.0473303-0.00886865j -0.0340822+0.0048169j 0.00165259-0.00850699j -0.0126534-0.00305911j 0.0131882+0.0200983j 0.0231826+0.00128482j -0.0106734-0.0255328j -0.0228806+0.0497208j -0.0227992-0.0101611j -0.0355903+0.0306812j -0.0147162+0.0216536j 0.00156083-0.0146709j 0.00562703+0.00636465j 0.00190063+0.00839108j -0.00822419+0.00586751j 0.0097123+0.00111174j 0.00897576+0.0212426j 0.0115592-0.000322074j 0.017385-0.0118426j 0.00702846-0.00270513j -0.00448394-0.0112778j 
0.00676659+0.0945089j -0.006327+0.0653176j -0.0141923-0.00340035j 0.00870483+0.0306462j 0.00026902+0.0439109j 0.0352556-0.0346577j -0.0390753+0.0509158j 0.0972096-0.0333436j -0.0421784-0.0165346j -0.0472201+0.119536j -0.220172+0.0564152j 0.102642+0.032649j -0.0868203+0.0132909j -0.133482-0.0484799j 0.18326+0.0042558j 0.0902624+0.126968j -0.0410785+1.47174e-14j 0.03309+0.142487j -0.059553-0.0462147j -0.0835022+0.137947j 0.0524242+0.0048469j -0.0557339-0.017608j 0.000173132-0.0154998j 0.0542231+0.0574735j 0.00519777-0.0167415j 0.0060347-0.0139416j 0.0303875-0.0188938j -0.0542034+0.00976373j 0.0360086+0.0054612j 0.0411271+0.00559376j 0.0359386+0.0382821j 0.00725426-0.0343323j -0.0444308-0.0208842j 0.032263+0.060137j 0.0801502+0.00413588j -0.00155788-0.0723632j 0.0494899+0.00788244j 0.0191018+0.0766985j -0.0137677-0.0618464j 0.0274063+0.0587465j 0.00186165+0.0110521j -0.00589161-0.0120603j -0.0126328+0.00195608j -0.0799916-0.0339287j -0.0517673-0.0327261j -0.00089328+0.0470961j 0.00470666-0.0406153j -0.0282677-0.032373j 0.0353776+0.0165702j 0.0499742+0.0219809j 0.054271+0.0222475j 0.00540224+0.0223027j -0.0185407-0.0840941j 0.0515299+0.0139692j 0.019887+0.0435206j -0.0109771-0.0382534j -0.027917-0.0243415j -0.0366808-0.017912j -0.0181192+0.0343929j -0.0257223-0.0117728j -0.00749793-0.0399259j 0.0123876-0.043978j -0.0443974-0.00500762j 0.00630948-0.0204891j -0.00952542+0.00887757j 0.0432693-0.0254698j -0.0628421+0.0515859j -0.00847559+0.00725666j -0.0278494-0.0112504j -0.00959227+0.0239795j -0.0200281-0.0303296j -0.0690455-0.0242863j -0.0351407-0.036847j 0.0372901+0.0162456j 0.0400609-0.0265145j 0.0142932+0.000661145j -0.0266446-0.00626846j 0.0387604+0.00534889j -0.00251954+0.00873528j -0.00238912-0.0163811j 0.0088425-0.00629284j 0.00361843+0.00699267j -0.0153591-0.0049761j -0.00471165+0.0111216j 0.00707258+0.0160031j -0.00132259-0.0150859j 0.0259118+0.00837995j -0.00872748+0.00948429j -0.00320375+0.00995181j 0.00538244+0.00761815j 0.0019422-0.0115309j 0.00541518+0.00331415j 
0.0166558+0.200007j 0.0564889+0.0449223j -0.00800497+0.0693643j 0.00815917+0.123098j 0.0548334+0.0734204j -0.165428+0.0211043j 0.0891654-0.0303726j -0.00279216+0.0459615j -0.000363597+0.0898005j 0.0182964-0.0341058j -0.0858942-0.0012118j -0.157805-0.0575034j -0.0374821+0.0224303j -0.0948677+0.127573j 0.0353743+0.0571337j 0.00989907+0.109556j 0.03309-0.142487j 0.00784962-7.65352e-16j 0.021428-0.037147j 0.142556-0.00129531j -0.174173-0.0631825j 0.028847-0.0201835j -0.0297767-0.0461221j 0.0398657+0.107189j -0.0068249+0.0461484j -0.0385038-0.0128559j 0.0275735-0.0123161j 0.0351073+0.00335868j -0.0240498+0.034948j 0.0253956+0.13806j 0.0236184+0.0650836j -0.0470256-0.103972j -0.00408909-0.122372j -0.105119+0.0198589j 0.00643278-0.0397881j 0.00125666-0.0931767j -0.0420796+0.0879777j 0.0377573-0.0555281j 0.00717839-0.0235248j 0.0267978+0.130877j -0.039742-0.0019984j 0.0404189+0.0560793j -0.007646+0.0165372j -0.0460228-0.106447j -0.0305468-0.0402991j 0.0189662-0.047613j -0.022327-0.0561972j -0.0332429-0.066203j -0.0399815+0.0914585j -0.00601244-0.0607433j -0.0264576+0.020935j -0.0683481+0.0615913j 0.0167179-0.000685494j -0.0226383+0.0180328j 0.00728956+0.0954742j 0.0100591-0.0321175j 0.0204885-0.101186j 0.00780991+0.00142297j -0.0381215+0.0058817j 0.0197858-0.0290087j -0.0219956-0.0641332j -0.0108449-0.0157011j -0.0299181-0.00589234j 0.0411313+0.0737428j -0.0623676-0.0663445j 0.0173957+0.0522584j -0.0454787+0.0117022j -0.000326248+0.00927492j 0.00805304+0.0322337j 0.00420723+0.0206176j 0.00292394+0.0195436j -0.0710273+0.00938159j 0.0164775+0.0251767j 0.0159442-0.02013j 0.0322803-0.0160156j -0.0131652+0.0542822j 0.0179633+0.00678904j 0.0340496+0.018038j 0.047994+0.0759831j 0.0134527+0.0156987j -0.0258308-0.0324276j -0.0332486+0.0507992j 0.00494363+0.00953116j 0.0123219-0.0271996j 0.00648926-0.00325204j 0.00524491+0.0124278j 0.0262786+0.00188494j 0.000831568-0.00564213j 0.00756164-0.00502345j 0.0050503+0.00214848j -0.0140247+0.00132909j 0.00182482+0.00191714j 
-0.0191148-0.123313j 0.0365848+0.0699467j -0.0359599-0.110968j 0.028004-0.129321j 0.0444583+0.0583095j -0.0196193-0.0334547j 0.0330568+0.145905j 0.00178728-0.0392936j 0.0851789-0.0171415j -0.0268628-0.0897581j 0.215198+0.149571j 0.0125606+0.05188j 0.0481908+0.0254188j 0.0427739-0.161915j -0.00270738-0.017793j -0.040615+0.0872602j -0.059553+0.0462147j 0.021428+0.037147j 0.0102268+1.91513e-15j -0.00268584-0.0220165j 0.106556-0.0665542j 0.0228137+0.017224j 0.0528596+0.064885j -0.0505296-0.0601581j -0.0779532-0.0502989j -0.0014725-0.00433929j -0.0132285+0.00130465j 0.0659103+0.0319671j 0.0175893+0.032392j 0.0156566-0.033279j -0.0406389-0.00850328j -0.0125917-0.0950572j 0.0339974-0.0594963j -0.0717409-0.0482475j -0.0195643-0.0821104j 0.0730788+0.0193583j -0.00317027+0.0322927j 0.0116367+0.0316431j -0.0147033-0.0885945j 0.0636357+0.0515488j -0.0288378+0.120549j 0.010502-0.0167241j 0.054143+0.153724j -0.00625052+0.0561592j -0.0324959+0.0501495j 0.00485579+0.0452152j 0.00285783+0.033057j 0.042852-0.0691435j -0.029679-0.0236492j 0.00503496-0.0138271j -0.0526153-0.0165795j 0.0330017-0.00170465j 0.0296442-0.0476257j -0.00225985+0.013431j -0.0168404-0.0131141j -0.000498058+0.0194473j 0.0594366-0.0421448j 0.0440745+0.0825623j -0.0519948+0.0705085j 0.0166864+0.0418129j -0.0668886-0.035206j 0.0249068-0.041104j -0.0369678+0.00260182j -0.0136988-0.0127289j -0.0187737+0.0485165j 0.0327179-0.0338865j -0.0365998+0.0345243j -0.000586967-0.0392308j -0.0454122-0.0259594j -0.016083+0.0951915j -0.0421272-0.0181445j -0.0424973+0.00990279j -0.0618933-0.0059509j 0.0513814+0.0246293j 0.0140249-0.016093j 0.0220062+0.00996804j -0.0303218+0.0121778j 0.00316627-0.0112094j 0.000536555+0.0371333j -0.0330881-0.0279933j -0.039453-0.0199949j 0.0202144+0.0234775j -0.00767717-0.0136709j 0.0418082+0.0564888j -0.00983981+0.0331831j -0.00815312-0.0068456j 0.0470221+0.00931329j -0.00934866+0.0090698j -0.0152831+0.0141796j 0.0203711+0.0153605j -0.0172998-0.0162488j 0.0186786+0.00722212j 
-0.0219106-0.0282199j 0.0654211+0.0437224j 0.0411089-0.0408836j 0.0274096-0.0394488j 0.100159-0.054777j -0.0126651+0.0200763j -0.0435332-0.14821j -0.0596937-0.0610676j 0.0112924+0.00360458j -0.110944-0.0436158j -0.0615001-0.12377j 0.0526997-0.0548992j 0.0869185+0.0309282j -0.00569036+0.12952j -0.0314733-0.0524521j -0.0677418-0.00306994j -0.0835022-0.137947j 0.142556+0.00129531j -0.00268584+0.0220165j 0.0154975+5.26489e-16j -0.0155466+0.0257214j -0.069801-0.00335586j 0.0512258-0.0642236j -0.0518052-0.0109142j -0.00452398+0.0946749j 0.0172197+0.0267671j -0.0275124+0.0352955j 0.0244067-0.0431428j 0.0221248+0.0219805j -0.0303705-0.0314062j 0.0122835+0.0750726j 0.0712058-0.036003j 0.0248094-0.0407231j 0.0123127+0.124339j 0.0125647+0.121653j 0.0477446+0.0694693j -0.00909565+0.0570637j 0.0231815-0.0251473j 0.0202265+0.023307j -0.0488624+0.0347389j 0.021759+0.118222j -0.0654516-0.0277708j -0.0421956-0.0121289j 0.00626399-0.00492706j 0.0400636+0.113053j -0.00212015-0.0355408j 0.0386891+0.0605162j 0.00872335-0.0541783j 0.0698685-0.0155708j -0.00958646-0.00671645j -0.0019067+0.0287069j 0.0620478-0.0974947j -0.0322324-0.0814078j 0.0771219+0.102965j -0.00526307-0.00643614j -0.0547139+0.0511548j -0.000847928-0.103409j 0.0116102-0.110796j -0.0923805+0.0269267j 0.112648+0.0188605j -0.0264322-0.0134365j 0.0423482-0.023885j -0.000833521-0.0099838j 0.0414758-0.000478569j -0.00462288-0.0265903j -0.00493707+0.100203j 0.0343281+0.0124734j 0.0097118-0.00144958j -0.0150187-0.036587j -0.00465676+0.0104971j 0.00817342-0.0180844j 0.0256766-0.0028554j 0.0122335+0.00773602j -0.00953995-0.0304185j 0.0129922-0.035785j 0.0182121+0.0335372j -0.0212095-0.0148349j -0.0274747+0.0260782j 0.0218858+0.0927821j -0.0336397-0.0561461j -0.052792+0.0195764j 0.0477018+0.00774167j -0.027566-0.0337589j 0.116168+0.0241893j -0.00837835+0.0300017j 0.0349398+0.0461024j -0.00587329-0.0130358j -0.00360637-0.000885538j -0.0122011+0.0232826j 0.0356615+0.0161365j -0.0344155-0.000359284j 0.013931+0.0179818j 
0.00658548+0.029402j 0.0569341-0.0751929j 0.000544107+0.167539j -0.000847783+0.146585j 0.00897717+0.0731236j -0.118194+0.0492183j 0.0195768+0.0562269j -0.0613495+0.0229277j 0.000938816-0.136461j 0.0557466+0.024852j -0.0308017+0.00989726j 0.0352884+0.113372j -0.00889775+0.011941j 0.148026-0.0421047j -0.0815124-0.0878637j 0.133138-0.0400303j 0.0524242-0.0048469j -0.174173+0.0631825j 0.106556+0.0665542j -0.0155466-0.0257214j -0.122626-3.16153e-15j -0.0253325+0.037652j -0.0154641+0.0458655j -0.0680892-0.0519036j 0.00535548-0.0195177j 0.0165359+0.0603833j 0.000251603+0.0519358j -0.0607823+0.00842781j 0.0336582+0.0143958j 0.0373248-0.0054005j 0.005634+0.0791054j 0.0324101-0.0216795j 0.0442004-0.0232932j 0.0243758+0.100093j 0.0399945+0.0436104j 0.0323351-0.00653296j 0.00226121+0.059367j -0.00244144+0.0187163j -0.00894619-0.00533919j -0.00257416-0.0227438j 0.0338162+0.0851376j -0.0170648+0.0371357j -0.0735892-0.0196288j -0.0110237-0.0546542j 0.0263403-0.0900277j 0.040901-0.0457138j 0.0278653+0.00776491j 0.0254292-0.0518172j 0.0421723+0.0361899j -0.0232967+0.0283526j -0.00027404+0.11175j 0.00980661-0.0651994j 0.0311516-0.03904j 0.0719869-0.105326j 0.00968421+0.0310658j 0.00989581+0.0365495j -0.00395264-0.00884905j 0.0526581-0.0436493j 0.0426629+0.0474649j -0.041737-0.0463123j 0.00350663+0.0645085j 0.00559718+0.0168216j -0.00187854-0.00982202j 0.0287163+0.0501333j -0.0120672-0.0166545j 0.0289285-0.0867616j 0.00107682-0.00159148j 0.00902468-0.0271479j 0.0174181-0.0225905j 0.00334889+0.0198899j 0.0334148+0.0245064j 0.0166398-0.0236925j 0.0251331+0.0010591j 0.0462234-0.0133021j 0.0195899+0.0120967j 0.0625402-0.0256887j 0.0647798-0.0293065j 0.035244+0.00070773j 0.0214715-0.104405j 0.0583644-0.0214653j 0.0372559-0.0577889j -0.0430415+0.0459481j 0.0512421-0.014406j -0.144929-0.0336115j 0.0227789-0.0513131j -0.02908-0.0614388j 0.0172219+0.024508j -0.0132909+0.0145438j 0.0218523-0.046703j -0.0533125-0.0387457j 0.0121344-0.0156299j -0.00455697-0.0158044j 
