-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
-0.021533-0.0109781j 0.00703832-0.00763759j -0.00560796-0.00102931j -0.00314649-0.00581898j 0.0136464+0.00510411j -0.0212597-0.00668969j -0.0081746-0.00344311j -0.0204897-0.00538784j 0.0136187-0.0112746j -0.015123+0.00730633j 0.00745399-0.017517j 0.0409422+0.00344924j -0.0221992+0.0156484j -0.0376494+0.0247684j -0.0100361+0.0149633j 0.0200246+0.0149542j 0.045494-0.00408392j 0.0116691-0.0200539j 0.0163986-0.0148625j 0.0385381-0.029463j -0.00127962-0.044143j 0.0212381-0.0250753j 0.000301888-0.00229262j 0.00914807+0.0226946j 0.00778304+0.0122455j -0.014232-0.0373444j 0.0666116+0.0245191j 0.0360833+0.00485064j 0.0152985-0.0144353j -0.0442784+0.00340188j 0.0368979+0.00387701j -0.0145231+0.00762102j 0.00983721+0.0191832j 0.0285731+0.00253821j 0.0405465+0.00206521j 0.0570994-0.0173473j -0.000770762-0.0319341j -0.034889+0.0272044j 0.0293056-0.0468525j -0.0274385+0.0120387j -0.0564297+0.0161318j -0.0234683+0.0299785j 0.0691169-0.0134561j 0.0305037-0.000152271j -0.0226857+0.0203127j -0.0296971+0.0179781j -0.106654+0.0014102j 0.00147208+0.0017084j 0.0725228+0.00382554j -0.0109199+0.0165488j 0.0166429+0.00189499j 0.0336464+0.0016669j 0.0624867-0.00299407j -0.0613443+0.012308j 0.0194568-0.00441534j 0.041936-0.012336j 0.0247307-0.00297075j -0.0229626-0.00196063j 0.00983923+0.000411399j -0.00592799-0.000802195j -0.0260547-0.00288251j -0.01803-0.00522234j 0.0345592+0.00248464j -0.0435799+0.0192823j 0.0760556-0.00302063j -0.0183716-0.00996616j 0.103278-0.000234911j -0.0230076-0.00399606j -0.0383025-0.00822732j 0.0379558-0.0128318j -0.0296391-0.000998235j 0.0529464+0.0151519j 0.00901013+0.00948166j 0.0354996-0.0024413j -0.0249345+0.00667554j 0.00802533+0.00341632j -0.0207859+0.00146131j 0.0283427+0.0135295j 0.0048286+0.000637474j 0.00701247+0.00453897j -0.0133434-0.00152882j -0.062895-0.00596121j 0.0140395+0.00217102j -0.028213-0.0168572j -0.00807531-0.00185322j 0.00512829+0.0411696j -0.0981792-0.0144881j 0.00118066-0.0284425j -0.00626765-0.000623835j -0.00640045+0.0183712j -0.052202-0.0282262j -0.0899222+0.0208011j 0.059208-0.0243755j -0.0347936-0.00280658j -0.00504465+0.0269026j 
-0.000883078-0.00896308j -0.000724936+0.00397432j 0.0264626-0.0225167j 0.0316959-0.00611429j 0.00521071+0.0122716j -0.0239098+0.0128654j -0.0341849-0.0125608j -0.0231882-0.0102813j 0.00736655+0.000354551j 0.0182826+0.0128444j 0.00693227-0.0434238j -0.010507+0.00888664j -0.0171187-0.000612022j 0.0614164+0.000542322j 0.0235558+0.0137694j -0.00191757+0.0207692j 0.0108078+0.00166384j 0.0181728-0.0187547j -0.0136607-0.02689j -0.0102987-0.0315954j -0.0173761-0.0133162j -0.0833562-0.0176271j -0.00848794+0.0196773j 0.0250567-0.000143087j -0.0709722+0.0101126j -0.0510537-0.00373209j 0.0657521-0.0142792j -0.00668695-0.0136549j -0.0396997-0.00421987j -0.0159316-0.0395472j 0.0648056+0.0121592j -0.0124243+0.00730084j -0.025776+0.0122994j 0.00392976-0.0123343j 0.0269989+0.0051276j 0.0818725-0.00351698j -0.00937911-0.0285887j 0.0206479+0.0185058j 0.0164666-0.0366536j -0.0351547+0.0213833j -0.0436832+0.0239156j 0.0903804+0.0483207j 0.0719495-0.0131676j -0.0116557+0.0068088j 0.0545775+0.0219801j 0.135698+0.00505717j 0.0432718-0.00547296j 0.0578117+0.00419459j 0.0279298-0.00361747j 0.0590645+0.0192298j 0.0532796-0.000684016j -0.0204127+0.00499198j -0.0860148+0.0100105j -0.0982256-0.00873416j -0.00724547-0.00569927j 0.0289384-0.00343129j 0.0110863-0.00335746j -0.0357111-0.0103355j -0.021714+0.00268301j -0.0773516+0.00290274j -0.0500109-0.00772774j 0.0117027-0.0125487j -0.000629165-0.00553931j -0.019603+0.0192632j 0.0271989-0.0139183j 0.0561054-0.010658j -0.00661013-0.0096497j 0.0325642-0.00493237j 0.033631+0.0130769j 0.0755717+0.00042269j 0.0107519+0.00247833j 0.0337091+0.00434323j -0.0537151+0.0177425j -0.00233157-0.0144913j 0.0176001+0.0115576j 0.0118423+0.0151494j -0.0389005+0.0086788j -0.00880048-0.00270507j -0.00621992-0.0105105j -0.028815-0.00374158j 0.0472211-0.00433636j 0.017854-0.0121896j 0.0208503-0.00766152j 0.0260295+0.00803684j -0.00285746+0.0141788j -0.013226+0.0064148j -0.0219783-0.0249346j 0.100857+0.0129168j -0.0591381-0.025205j 0.0616682+0.00409347j -0.0315845+0.0307503j -0.0107623-0.0201674j 0.0416674-0.03114j 0.0735063-0.0242135j -0.030735-0.0107749j 
-0.0072039-0.0129591j 0.0107343-0.00108812j -0.0248371+0.000160224j -0.0110202+0.00551874j -0.0104141+0.0237283j -0.00893867+0.000748j -0.0137284-0.00974529j -0.00389832-0.0119842j -0.0228741+0.0159584j -0.0280715-0.00972289j 0.0453448+0.00168302j 0.00743977-0.0171428j -0.000314706+0.00710424j 0.0412186+0.0210541j -0.0177764-0.0478894j 0.0254114+0.0389724j -0.0129282-0.00399815j 0.0523624-0.00896342j -0.0106823-0.0215154j 0.0391846-0.011629j -0.0179697-0.0440864j -0.0267071+0.00128953j -0.0354807+0.0225207j -0.0166405-0.00290342j -0.0656599-0.00965146j 0.00773458-0.0298616j 0.0194002+0.0439825j -0.0486654+0.00236583j -0.00658225+0.0247935j 0.00305776-0.0566919j -0.0305887-0.0310071j -0.0244471+0.0324924j -0.0392067-0.0181772j -0.00791316+0.0220201j -0.0181286+0.0242259j 0.0514123-0.00202894j -0.0195145-0.0265545j -0.0819167-0.0186008j 0.0371148-0.0156766j -0.0526488+0.00651708j 0.0348152+0.0206958j -0.0102324+0.029736j -0.0298362-0.023466j -0.00862055+0.0200904j 0.0134286+0.0130397j -0.0361664-0.000137381j 0.00400563-0.0305016j -0.0176791-0.0113608j -0.0774951-0.0191239j -0.0173781+0.00722874j -0.0785377-0.011657j -0.00213997+0.00552002j 0.0429201+0.00840502j 0.0117489-0.0109625j -0.0339174+0.000454167j 0.000206784+0.006654j -0.0148919+0.00873642j -0.00346297-0.00257008j 0.00963361+0.0057857j 0.00142006+0.010875j -0.075204-0.0124679j 0.0159314-0.00163793j -0.0426274-0.0136885j -0.0548464+0.000883413j 0.0115318+0.000647151j 0.0309644-0.00408407j -0.00970492-0.013923j -0.0225738-0.00491989j -0.00231362-0.00954728j -0.0561978-0.027763j -0.0307722-0.0104431j 0.0243563+0.00227896j 0.0155614-0.0120397j 0.0178598+0.00309144j 0.0182885+0.0139107j -0.00582856+0.00923551j -0.00545077-0.00979709j -0.029828-0.00482879j 0.0310561+0.00115358j 0.0404307+0.00362046j 0.00507023-0.000636527j -0.00208968-0.0302863j -0.0236624-0.0275508j -0.0409565-0.0147763j 0.0050942-0.00210745j -0.0238033+0.037749j 0.0370624+0.0150265j 0.023404+0.0208845j -0.0352531+0.00825962j -0.00356162-0.00539311j -0.00296942-0.0262994j -0.00996831+0.0115147j -0.0130239+0.0258152j -0.0286057-0.000232889j 0.0499968+0.00235716j 
-0.0116575-0.00236528j 0.0010133-0.000914746j -0.005717-0.00108279j 0.000809959+0.0094387j 0.00148133-0.00848464j -0.000735011-0.0061413j -0.00370388-0.00983914j 0.00379876-0.00963638j -0.0064834+0.0113421j -0.0260287-0.0105846j 0.0161045+0.0232334j 0.0114219+0.0211484j 0.0149877-0.000102019j -0.0277668+0.0108169j -0.0210647+0.0226173j -0.0285363+0.0421489j 0.00760705+0.0205262j 0.0332068-0.00308142j -0.0153661-0.00352071j 0.0159529-0.0136476j 0.0106103+0.00862305j 0.072853-0.0585364j -0.0483831-0.0198275j 0.00784586-0.0191083j 0.0104601+0.054779j 0.0327584-0.00853348j -0.058146-0.0715596j 0.00159584-0.0638683j 0.0307913+0.0317718j 0.00125762-0.0441027j -0.0455989-0.0425128j -0.0365527+0.00318361j -0.0681987-0.00383032j 0.0655116-0.0140642j -0.0265792+0.00266919j -0.0165404+0.0143222j -0.0254501+0.00444485j -0.0746581-0.0455537j 0.0219552-0.000838045j -0.0177611+0.0176621j 0.0500554+0.0184335j 0.00623739+0.0278929j -0.0321277-0.0195774j 0.0391951-0.0153781j -0.034104+0.00932811j -0.0540883-0.0213601j 0.00252127-0.0107424j -0.0451582+0.00193525j 0.00814796-0.0160546j -0.0217537+0.017102j -0.0682014-0.0101563j 0.0017211+0.000334327j 0.0212795+0.0113563j 0.0425483-0.00778372j 0.00266349-0.00847473j 0.0252875+0.00398253j -0.0151689+0.00323485j 0.0160452-0.0159491j 0.0270815-0.00778196j -0.00351479+0.00882828j -0.00117183-0.00100586j 0.0141966-0.00765142j -0.0170041-0.00834787j -0.0109387-0.0136074j -0.00912419-0.00803728j 0.0239367-0.00309854j -0.00386912+0.00872137j -0.0412694+0.00851929j -0.00967563-0.00187751j 0.0239238+0.0108756j -0.00531273-0.01338j -0.0234506+0.00645951j -0.0185144+0.0107224j 0.00983757-0.00921157j -0.0271454-0.000563424j 0.0150605-0.00800976j -0.0258992+0.00340158j 0.00130226+0.00125778j 0.00878052+0.00946413j 0.0127258-0.0121266j -0.00607708-0.00752521j -0.0230856+0.00291209j -0.00531929-0.0211562j -0.00720115-0.0109004j -0.00403879-0.0212141j -0.0194305+0.00623386j 0.022858+0.00569665j -0.0451077-0.00983966j -0.0360656-0.000691906j 0.0158738+0.0148497j 0.00527354-0.0107133j -0.0156799-0.00999518j -0.0237766+0.0149407j -0.0212516-0.00215161j 0.0173165+0.00233294j 
0.00604592-0.00982765j 0.00916984+0.0131273j -0.0129994+0.000616896j -0.00361835+0.0059558j -0.0134287+0.00121214j -0.00292828-0.00890081j -0.00132583+0.00326475j 0.0178269+0.0113177j -0.0269349-0.0126379j -0.02557+0.0306681j -0.0455172+0.02062j -0.0484149+0.00104442j 0.0404595-0.0207099j -0.00231671+0.0298931j -0.0362766+0.0250549j -0.069842+0.0239823j -0.0375399+0.0184563j -0.0580714-0.00296536j -0.0483536+0.0275392j -0.0548602-0.0276893j -0.0290476-0.0185974j 0.0377293-0.0519806j -0.0154491+0.00224804j -0.0365659+0.041223j 0.0334918-0.0119787j 0.108261-0.0617269j -0.0151911+0.0643457j -0.0476318+0.0238239j -0.0438785+0.0221586j -0.0231073-0.0237473j -0.0150067+0.0199947j -0.00957672-0.0128135j -0.103954+0.00559736j 0.000422897-0.00626075j -0.0225629-0.0117746j 0.0315611+0.00997196j -0.0387225-0.0412154j -0.0832375-0.0113654j -0.00302628-0.0146548j 0.0389903-0.0230604j 0.0553704-0.0167094j -0.0178424-0.00877214j -0.1038+0.00985468j -0.00228858+0.015396j 0.0137622+0.0172634j 0.0273848+0.0182925j 0.088714-0.0078275j -0.0146479+0.0191697j -0.0564699+0.00381397j 0.0524468+0.00415047j -0.0129423-0.0134103j 0.00235653+0.00929648j -0.0297515+0.000393118j -0.00281743-0.0179845j 0.0127433-0.00583808j 0.0492126-0.0136257j -0.00526348+0.0033657j 0.0404767-0.00726994j 0.0260832+0.0090991j 0.0538772-0.0086964j -0.051296+0.00493026j 0.0232307+0.00637808j -0.0709271+0.0104279j -0.0524655+0.00412145j 0.00855038+0.00969406j 0.0508653-0.0100997j -0.0341395+0.00329734j -0.0450271-0.00385847j 0.0116391+0.0108214j 0.0431956-0.00449628j 0.049669-0.00247476j -0.00721914+0.00842805j 0.0152812-0.00591394j 0.0149796-0.00479457j -0.0121455+0.00376015j -0.00810568-0.0103284j -0.00848403+0.00820636j -0.0152363+0.0196075j 0.0343595+0.00470555j 0.00254765-0.0305188j -0.0309531-0.018921j -0.0249889+0.0107691j -0.020195+0.00522059j 0.0433359+0.00864069j 0.00835304+0.00487957j -0.00620939+0.0120721j 0.0601672+0.0159848j 0.0111083+0.00993249j -0.0424545+0.00245899j 0.0319787+0.00448061j -0.0204547+0.00668035j 0.04048-0.00814975j 0.0526702-0.0012197j 0.0110423-0.0120155j -0.0028736+0.0042574j 
0.00574905+0.00897614j 0.0128469+0.00180145j -0.00994258+0.000399747j 0.0112918-0.00488488j -0.0082989-0.0376744j 0.0203548-0.0155051j -0.0235+0.00671055j -0.00243314-0.012481j 0.000226765-0.00781694j 0.032625+0.0119025j 0.0250574+0.0641227j 0.0342814-0.0328158j -0.0220639-0.019105j -0.00739753-0.00902404j 0.0764962+0.0252658j 0.0543853+0.0292736j 0.0102961+0.00254673j 0.0302817+0.114494j -0.00218059+0.0377973j 0.0198223+0.0496337j -0.028475+0.0360493j -0.0394742+0.000666097j -0.0284673-0.0348435j -0.0292566+0.0267968j 0.0190692-0.0319863j -0.0588624+0.0134947j -0.0154216-0.0393679j 0.126644+0.053098j -0.0293789+0.0526657j 0.119445-0.000349071j -0.0308276-0.0372684j 0.0975146+0.0162801j -0.00262518-0.0517219j 0.101573+0.0344949j 0.022409-0.0247462j -0.0741585+0.0319451j 0.0434586+0.0272577j 0.0326201-0.0127534j -0.0680261+0.00571715j 0.0177594-0.00627304j -0.0156384-0.0125657j -0.0759805-0.0279052j -0.00936101+0.0117837j -0.104192-0.0186813j 0.00334825-0.0109621j -0.0838644-0.0255622j 0.0388688+0.0189838j -0.0212612-0.0405074j -0.0142883+0.0125613j 0.012329-0.000324182j 0.0129386+0.00770037j 0.00862579-0.0118313j -0.0180941-0.00646322j 0.0386069+0.017737j 0.00231701+0.0101062j -0.00526425-0.00777814j 0.0238736-0.0127921j 0.0031612+0.00483932j -0.0713674-0.00319817j 0.037976-0.00602573j 0.0463379-0.000867748j -0.0427878+0.00632497j 0.0295322+0.0172195j 0.0529922-0.00304639j -0.0331693+0.00890447j -0.0833006+0.0168334j 0.0456297+0.0118602j 0.0301182-0.00247973j -0.0273999-0.0129388j -0.0275643+0.0093832j 0.0304987-0.00965384j -0.0151201-0.00901463j 0.0254154+0.000915939j -0.0186058-0.0154687j -0.000238146-0.0109821j -0.00138025-0.00336424j 0.00189644-0.00479061j -0.00374188-0.00101926j -0.0275441-0.00997076j 0.0250178+0.0126689j 0.0539433+0.0141521j 0.0296305+0.00713036j 0.0102843+0.0182753j 0.00979085+0.0249743j -0.0107034-0.0309714j 0.0501173-0.0518078j 0.0142769-0.00692968j 0.00897141+0.00898261j 0.0666525-0.0140013j 0.00677761+0.0309673j 0.0176545+0.0101016j -0.0315206-0.00107899j 0.00496042-0.00589114j -0.0602736+0.00993033j -0.0343479-0.00390642j 
0.01494+0.00129399j 0.00116545+0.0107193j 0.00568677+0.000118244j 0.00893616+0.00916155j -0.00147797+0.00797758j 0.00359221+0.0142218j -0.0124109+0.0114725j -0.013296-0.00170843j -0.0143587+0.00389279j 0.0235546+0.00952699j 0.0537579-0.0044193j 0.00156832+0.0225151j -0.0210034-0.0199562j 0.0146723+0.0129828j -0.00492359+0.018504j 0.0504453-0.0156509j 0.00357641+0.0166455j -0.0017303-0.0336125j 0.00198216+0.00577925j -0.0103565-0.011586j 0.0180111-0.0267012j -0.0506769-0.0385199j 0.0440474-0.0142651j 0.0222074+0.00658638j -0.0169551+0.0159358j -0.0739451+0.00593486j 0.0724746-0.00290015j -0.0417961+0.00665905j -0.0156241-0.000721283j 0.087183+0.019652j 0.0767183-0.014082j -0.0172079+0.001391j 0.0108827+0.0129354j -0.0309489+0.0186167j 0.00585258+0.033822j -0.0207366-0.0106847j -0.0363961-0.00319583j 0.0350653-0.0144849j 0.00965333+0.00465175j -0.100012-0.00511591j -0.0546214+0.00252853j 0.0118983-0.00344923j 0.00878805-0.0081627j 0.0283891+0.00171817j 0.0334713+0.00451522j 0.0114616-0.00191158j -0.010764-0.0064456j -0.00281203-0.00654002j 0.00550655-0.00582475j -0.01199-0.00825507j -0.036425-0.00506943j -0.0390702+0.00277545j 0.0132565-0.00701735j -0.00496427+0.00759748j -0.0176697+0.000114143j -0.0475378+0.00508404j -0.0146467+0.00332768j 0.000846917-0.00429834j 0.0158678+8.99764e-05j -0.0244453+0.0208699j -0.0250905-0.00846117j 0.00937366+0.00254911j 0.0104628-0.00506622j -0.0365912-0.00227465j 0.0131303-0.00302732j 0.0657214-0.00185139j -0.0407889+0.00405844j -0.0234187+0.00106755j 0.0127866+0.00658426j -0.00224262-0.00762336j -0.0315527-0.0055371j -0.0229413+0.00816481j -0.0155279+0.000138751j 0.00638288+0.0146601j 0.0543192-0.00184263j 0.0149367+0.00288456j 0.0345152-0.00343368j 0.00269+0.0159988j 0.00931638+0.0105275j 0.0233092+0.00472326j 0.0140927+0.0145591j 0.0442746+0.0106167j 0.0050257-0.0122672j -0.0576766-0.020892j 0.0080854+0.00638228j 0.00268574+0.030117j 0.0161788+0.00252182j -0.00302964+0.0106804j -0.0227963+0.00384652j 0.00266036-0.018143j 0.0238404+0.0147194j 0.0084777+0.0266312j 0.0205839+0.000519276j 0.0233183-0.00630838j -0.00763682-0.0111908j 
-0.0222615-0.00115845j 0.00184939+0.00192363j 0.0101695+0.00447679j 0.00741079+0.0175741j -0.00409563-0.013199j -0.00490196-0.00388027j -0.0206843-0.00596049j -0.000616058+0.00890252j 0.000562769-0.00258954j 0.00578031-0.0258552j 0.0083362+0.011621j 0.0533084-0.00508457j 0.0197256+0.0184702j -0.041664+0.0243164j 0.0341922-0.03736j -0.0578684-0.0212457j 0.00655158+0.00990499j 0.0310764-0.0118026j 0.00741646+0.0429266j 0.0156527+0.00742153j 0.00472124-0.0042794j 0.0325755+0.0231451j -0.0676673+0.0133444j 0.0304321+0.0118473j 0.0318744-0.0162261j 0.0361579+0.00123706j 0.0103412-0.000471069j 0.0776037-0.0313179j -0.010927-0.00455262j 0.0189367-0.00151621j 0.0138881-0.0397717j -0.0450273-0.000143648j -0.0323156-0.0336126j 0.0472226-0.00250052j -0.0135406+0.00447554j 0.0475702+0.0166093j -0.0607091+0.0198964j -0.0371871-0.0425285j 0.0336005+0.0118574j -0.0343743+0.00971953j -0.0853744+0.0151372j -0.0769325+0.0140614j -0.0156085+0.0041073j 0.0405232+0.00550765j -0.0493316+0.0269107j -0.0999764-0.00133275j 0.0147438-0.0034498j -0.0198684-0.00343751j -0.0239234-0.00387282j 0.0252194-0.0113613j -0.00475304-0.00701617j 0.0547541+0.0174646j 0.0197619+0.012921j 0.022253-0.00350313j 0.025394-0.00481795j 0.0477855+0.00982896j 0.000918787-0.00143404j 0.0321312+0.00356426j 0.0143438-0.00624704j -0.0135986+0.0089638j 0.0238613+0.00143668j 0.0308115-0.000279066j -0.00419573-0.0168569j 0.0275702+0.00339442j -0.0506139+5.95196e-05j -0.0217857+0.00228055j -0.0206936+0.00446874j 0.0178725-0.00825253j 0.00613047-0.0090998j 0.0129384+0.0042177j 0.0221754-0.00607952j -0.017107-0.00164667j -0.00793247-0.00843404j -0.0267635+0.0131739j -0.0266404-0.00574404j 0.0128428+0.00420771j -0.0210599+0.0055507j -0.0219993-0.00580381j -0.015826+0.0148305j 0.0111258-0.0147411j 0.0338355+0.00491337j -0.0203317-0.0139457j -0.00366242+0.00515124j -0.00633907+0.00657647j 0.00698725+0.000442272j -0.0145286-0.00882199j 0.0232295-0.0117446j -0.0485007-0.0164002j -0.00788745-0.0169924j 0.0375908+0.012881j 0.0220881-0.00390926j -0.0699948-5.87529e-05j -0.0185566+0.00903919j -0.00719383-0.00461964j 0.021315-0.00781867j 
0.000956865+0.00812678j 0.000297299-0.00826724j 0.0175002+0.00323271j 0.00919483-0.00270283j 0.0324251-0.0280269j -0.00451516+0.0187398j 0.0375072-0.0138567j -0.0258242-0.0146163j 0.0219471+0.00575114j -0.00443485+0.00279328j 0.0254477+0.00921241j 0.0312592+0.0146635j -0.00995608+0.0194306j -0.0257289+0.0013977j -0.0591219+0.0184575j -0.0428338+0.0123206j -0.0197739+0.00359183j 0.00743291+0.00427081j -0.0318125+0.00347237j -0.00281645-0.0164556j 0.0299751-0.0322295j 0.0501938-0.0059262j -0.00946344-0.0226995j 0.0415982+0.014036j 0.000646891+0.029238j -0.0278165+0.0274221j 0.0912835-0.0282024j -0.0512488+0.0363026j 0.0590719-0.0738998j 0.0695271+0.00958575j 0.0339644-0.0356641j -0.012745+0.0347392j -0.0318171-0.00523115j 0.0595207+0.0243119j 0.0779971+0.0300715j -0.0205806-0.0017527j -0.0420147-0.000193579j 0.0155572-0.0166141j -0.0405108-0.0371432j -0.0501052+0.00862336j 0.00259029+0.0188945j -0.047579-0.021493j 0.0106689-0.00256731j 0.0639188-0.00860892j -0.0700106-0.0237396j 0.0157664-0.0195162j -0.0617055-0.00288998j 0.0397909-0.00996408j 0.0808362-0.0137094j -0.0600061-0.00687335j -0.0175538-0.0201498j -0.0181208+0.00964106j 0.0480682-0.0348224j -0.0155349+0.0123414j -0.0121669-0.00754996j -0.0205905-0.00156913j -0.0261182+0.0123513j -0.0160453-0.00859917j 0.0813733-0.0159115j -0.0721033+0.00831953j -0.0458032+0.0124546j 0.00530111+0.00311638j 0.0362164-0.00603029j -0.0771849-0.00475343j 0.0806904-0.000756785j 0.0621519+0.00572304j -0.0219227-0.0015381j -0.0210302-0.00185203j -0.0229476+0.00145166j 0.0990321+0.00914713j -0.0775026+0.024775j 0.0180752-0.000265744j -0.0783683-0.00372758j 0.0191933+0.0115719j -0.0266017+0.00212406j 0.00562734-0.00314491j -0.0111099+0.00131892j 0.0202324-0.00708508j 0.0345642+0.039157j 0.00548958-0.0144585j -0.00333871+0.0101967j -0.00990474-0.0113916j 0.0242551-0.0190701j -0.0524016-0.034773j -0.0191053-0.00457108j -0.0247372+0.00495661j -0.0854458-0.0125429j -0.0319706+0.00335465j -0.089233+0.0215762j 0.0086688+0.0196204j 0.0145316+0.0318423j 0.0127235+0.0149083j 0.0360378+0.00203039j 0.00188707+0.00240399j -0.0483778-0.00465482j 
0.00779422+0.0108502j -0.0189671+0.0109648j 0.0108727-0.01588j 0.0117577+0.00287106j -0.00679532+0.0218928j 0.0103841-0.0128116j 0.00957291-0.0050446j -0.00735651-0.0042858j 0.0165357+0.027969j -0.0219119-0.0188736j 0.0172182-0.00842273j -0.0264403-0.0207092j 0.00937502+0.00940085j -0.00774393-0.00958682j -0.033964-0.0589031j 0.0309044+0.0152731j 0.000234023+0.0175772j 0.00508533-0.00302538j 0.0431377+0.00199279j 0.017512+0.00662324j 0.00260458-0.0147079j 0.000580913+0.0167876j -0.0022934+0.0265596j 0.0188158-0.0110117j -0.0219569-0.0104859j 0.0323294+0.00957004j -0.0441807-0.0137495j -0.0126134-0.0617873j 0.0536714+0.0377667j -0.0401098-0.0969076j -0.0404529-0.00256106j 0.0113598-0.00623484j -0.0679674-0.0107237j 0.00108188-0.0227432j -0.0193774-0.00321825j 0.0109344+0.0414796j -0.00264264+0.0062224j -0.0270128-0.0501192j 0.0265809+0.034127j 0.027843+0.0262439j 0.00231462+0.0435985j 0.056087+0.0611962j -0.000633369-0.0160118j -0.0185612+0.0131647j 0.0372624+0.0172657j -0.122386-0.00982606j 0.0174236-0.0240148j -0.0177681+0.00765336j -0.0826663-0.00872955j 0.0363416+0.0105746j -0.0556884-0.0123322j 0.0165568+0.0156632j 0.0473096+0.0191723j -0.00413657-0.0210046j 0.0480664-0.0104587j -0.0272017+0.00954477j -0.0587618+0.000568697j 0.031606-0.00251851j 0.00194851+0.000246596j -0.0040043+0.00779381j -0.00152247-0.012996j 0.0247424-0.000614942j 0.0144222-0.00808244j 0.00341648-0.000933095j -0.0252041-0.000818688j 0.0176231-0.0134371j -0.057804+0.0138816j 0.0103069+0.00713127j 0.0113856-0.00201623j 0.0119678+0.00196871j 0.020559+0.00812952j -0.052872+0.013279j -0.0115814+0.0103567j -0.00796876+0.014946j 0.0116998-0.0149841j 0.0133306-0.0101685j -0.00861262-0.00875319j -0.0139895+0.00110116j -0.00299475+0.00632944j 0.0200609-0.00808608j 0.0500541-0.00889494j -0.00674523-0.00407438j 0.00268753-0.00861241j -0.0282727+0.0237918j -0.0217957-0.040465j 0.0593069+0.0390405j 0.0552638-0.00509941j -0.0463376-0.00393749j 0.0158964-0.0131265j 0.0423026-0.0209573j 0.0297329-0.011422j 0.00910341+0.00308651j -0.0186345-0.0252882j 0.052043-0.0221831j 0.0349699-0.025793j 
