0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
-0.00743431+0.0052367j 0.00360118-0.01338j -0.0104472+3.63808e-05j 0.00649162+0.0043573j 0.00930116+3.3857e-05j 0.00345619-0.0230103j 0.0162912+0.012152j -0.00160482+0.0225596j -0.0044091+0.0250975j 0.00931675+0.00618236j 0.0136997+0.00014975j -0.00544155-0.0204533j -0.00769363-0.0069359j 0.0285041-0.000962029j 0.0434334-0.0199244j -0.000573333+0.00359873j -0.00709463+0.0099266j -0.000915465+0.0185507j -0.0283954+0.0169003j -0.0124967+0.00862423j 0.0251004-0.000901898j 0.032039+0.029811j -0.0119188+0.032996j 0.0260009+0.00766183j -0.0110245+0.0292468j 0.0293012-0.0269526j 0.03166-0.00945693j -0.0163932+0.0155083j 0.0155152-0.0127552j 0.0329115+0.00135964j -0.00272567-0.0148268j -0.0317473-0.0222445j -0.000157543+0.0243904j 0.041229+0.00342668j -0.0146885+0.0215915j -0.045837+0.0277715j -0.0127173-0.0103951j -0.00334625+0.00444748j 0.0379274+0.0134208j 0.0678593-0.00395028j -0.0403806-0.016876j 0.0266967-0.0270064j 0.00393604-0.00978406j 0.00963971+0.00840584j 0.0148381+0.0156401j -0.0595984-0.0165308j 0.0438906-0.0498841j -0.0331969+0.0407301j 0.0445767-0.0683235j 0.010953-0.0316897j 0.085427-0.00372746j 0.0192472+0.0285897j -0.0123143+0.0421118j 0.0223453-0.0439324j 0.0189598+0.0110969j -0.0255224-0.0107602j 0.0618726-0.000389691j -0.053743+0.00304425j 0.0879217+0.0443991j -0.0399479+0.0402866j -0.025306+0.104879j 0.0400544+0.0059207j 0.0285481-0.162479j -0.0857565-0.00276186j 0.0313474+0.0229881j -0.00651072+0.0387981j 0.0415945-0.0781438j -0.149575-0.20171j -0.0100878+0.0366373j -0.039454+0.109077j -0.0483222+0.133248j 0.0132741-0.12128j -0.00333807+0.0154162j 0.00104905-0.0821694j 0.0268621-0.0165857j -0.0125258-0.0447049j 0.0216741-0.0129409j 0.00656985-0.0947873j 0.00350042+0.055914j -0.0117078-0.0467998j -0.0154723-0.0194349j -0.0641206-0.0497387j 0.015549+0.0658509j -0.0952515+0.0617167j -0.104908-0.0520844j -0.0309622+0.100211j -0.0241263-0.0116591j 0.0100624+0.0232149j 0.109175+0.0288988j 0.0936786-0.00760193j 0.0212652+0.024265j -0.0165766-0.00598097j 
0.0137789-0.00176713j 0.00846282-0.000361715j -0.00714088+0.0114158j 0.0101877+0.00276782j -0.0079847-0.00663729j 0.00491532+0.00729794j 0.0362053-0.005354j 0.00537617-0.0248252j -0.0345931+0.00440086j -0.016621-0.00631071j 0.0316464-0.0107953j -0.0156402+0.00698049j 0.0124253+0.00251304j 0.039694-0.0224027j 0.0096111+0.0173002j 0.0215775-0.0124708j -0.0316134-0.00125145j 0.0148934-0.0232784j 0.00689805+0.00678405j 0.0196549-0.00483935j 0.0024884-0.00991856j -0.0297184-0.00478864j -0.0234624-0.00251887j 0.00676856-0.0187711j 0.0782931-0.00460224j -0.0427696-0.0275933j 0.0421967-0.00596025j -0.0603199+0.0121557j 0.00246171-0.00604658j 0.0512028-0.036413j 0.00151171+0.000445301j -0.0145129+0.0186059j -0.0264172+0.0114527j -0.00969978-0.0378612j -0.0417957-0.0050979j -0.035471+0.0196716j -0.0171316+0.0280938j -0.0291338+0.00347776j -0.0877331-0.0411021j 0.0239454-0.0504903j -0.0976997+0.0217209j -0.0163765+0.0120329j -0.0733002-0.00491602j 0.0716056-0.0580422j 0.0632204-0.0315865j -0.11768+0.0681996j 0.077339-0.00609556j -0.0689538-0.0405101j 0.0329517+0.0312442j 0.0587875+0.00435275j 0.145725-0.0753251j 0.172348-0.0161441j 0.0667573+0.0169981j 0.0601032+0.0132806j -0.0544727-0.0238359j -0.0509361+0.0302877j 0.0654848+0.0167187j -0.0749934+0.0128886j -0.0559606-0.0863862j -0.103656+0.0438075j -0.0247445-0.0486281j 0.015825-0.0143588j -0.0486405+0.0845471j 0.0554782+0.0383451j -0.00090408+0.020477j 0.0114695-0.0268439j -0.0516763+0.0105226j 0.006826+0.0774643j -0.00447997-0.0452787j -0.00132219-0.0435499j 0.0374297-0.0915908j -0.0158794+0.0406247j 0.00387005-0.0355186j 0.0223233+0.0364255j 0.0144067+0.0525098j -0.013372+0.0371323j -0.0112277-0.0491856j -0.02443-0.0675668j 0.0222852-0.0609745j 0.0604677-0.0433545j -0.0788793+0.0190438j -0.03739-0.016759j -0.112299+0.0142978j -0.195215-0.0423433j 0.0158596+0.0144055j 0.0219539-0.0308184j -0.0177293+0.0422921j 0.0015356-0.0112781j -0.0484428-0.0356523j 0.00523584+0.0043871j 0.0222153+0.00827957j -0.0340136+0.0112418j 
0.0108218+0.00466218j -0.0129188-0.00395576j 0.0137743+0.00156996j 0.011959-0.0113962j -0.0120001-0.00853733j -0.0127799-0.00249617j 0.00623379-0.00486284j -0.00870262+0.0111669j 0.0167027+0.0088888j -0.0352681+0.00384227j -0.0102718-0.0181099j 0.0110162-0.00557003j 0.00441326-0.00972237j -0.0215212+0.0100575j 0.0431254-0.0387252j -0.010796+0.014458j -0.0125268+0.020739j -0.00176306+0.0125571j -0.0399654-0.0143343j -0.0357821+0.00248849j -0.0408391-0.0138485j 0.0138544-0.0128607j 0.000830272+0.00106046j -0.0120805+0.0113928j 0.0304184-0.00808843j -0.0743576+0.0354776j 0.035065-0.0210026j -0.0800201+0.0412842j 0.00642156+0.0278584j -0.0450572-0.0389491j 0.0164603-0.00591882j -0.0359558-0.00404349j -0.0252009-0.00825967j -0.0426548-0.00642438j 0.0178208+0.0176218j 0.0379121+0.0204506j -0.0111071+0.0259637j 0.0372159+0.0137635j -0.028529+0.0283812j -0.0101499-0.0284274j -0.061725+0.0477668j 0.0444872-0.0292084j -0.0888938+0.0515968j -0.0284146+0.00893403j -0.015613+0.0132654j 0.0232568+0.0266574j 0.0159424-0.000451136j -0.00867905+0.0415039j -0.022702-0.0198929j -0.0904206-0.0199805j -0.118773-0.0353485j 0.00956314-0.0581779j 0.0702137-0.0152041j 0.0396166-0.066346j -0.124404+0.0188114j -0.0768276-0.0449184j -0.0926034-0.054418j -0.0559552+0.0234665j -0.0889626+0.0388325j 0.0698747-0.00406409j 0.0874832+0.0639123j 0.0710021+0.0184814j 0.0553112+0.00544223j -0.0875346+0.0297468j -0.0217184-0.0307053j -0.0303234-0.0381352j 0.0144518-0.0233498j -0.105082+0.13713j -0.0217096+0.0608405j -0.00299616+0.102009j -0.0127544+0.142184j 0.0281681+0.0150882j -0.00108493+0.0902274j 0.0188826-0.0511924j 0.0147579-0.0521911j 0.0165799+0.0910474j 0.00758955+0.0384121j -0.0207206+0.0299562j 0.0603189-0.0382919j -0.0448217-0.00099707j -0.0490527-0.0373026j 0.0209764-0.046184j -0.17357-0.0411079j 0.0996901+0.0310894j -0.0454997+0.0619331j 0.0223397+0.0242159j -0.00595765-0.0276018j -0.0173002+0.0410033j 0.0176227-0.014997j -0.0373496-0.0482654j 0.0455943-0.00186778j 0.00375847+0.00354955j 
0.00724063-0.00802818j -0.0146518+0.000890567j 0.0122169-0.00303428j 0.00348483-0.0057657j -0.0086373+0.0112761j -0.0253551-0.00319329j -0.000385894-0.0122666j -0.00940182-0.000853716j 0.0246715-0.00331848j 0.0198947+0.0226125j -0.0148652-0.016226j 0.00109047+0.0129453j -0.0162634-0.00519175j -0.0159849+0.00179517j -0.0152959-0.00622987j -0.0172188-0.0118057j 0.0316229-0.00217892j 0.0135313+0.00693422j 0.0462804-0.0116747j 0.0374906+0.00196112j -0.00726846-0.0104024j 0.066031-0.0164447j 0.0676131+0.0335447j 0.0162036-0.0105958j 0.0704546-0.0203245j -0.00524758+0.00306626j -0.0493362-0.0151533j 0.0516677+0.00181071j -0.00832628-0.0102313j -0.0660374+0.0143464j -0.0466836-0.0172417j -0.0352737+0.0118624j 0.055678-0.0132851j -0.0651222+0.0298685j -0.0247437+0.00600554j -0.0177823-0.0108139j 0.108643-0.02144j -0.0383976+0.0214602j -0.0582172+0.0228261j -0.0629848-0.000345964j 0.038791+0.00325737j -0.0437463-0.00322896j -0.112936+0.0122652j -0.00240153+0.0137951j -0.0674729+0.0223263j 0.0267104+0.00819839j 0.020754-0.0204214j -0.0866757+0.0473261j 0.037155-0.0186639j -0.0574301+0.0350294j 0.0141759+0.0221264j 0.0527873-0.0384762j 0.0757996-0.0134115j 0.0425667-0.0806386j -0.0279395+0.0143864j -0.0654274+0.0274613j 0.0642476+0.020333j 0.141338+0.0394173j -0.0217923+0.0534803j -0.042094+0.0229728j -0.136424+0.0635109j 0.0228633+0.0303602j -0.061574-0.0364845j -0.000212704-0.000503131j 0.0118864+0.00903266j 0.0451736+0.0528439j -0.0314487+0.0133124j 0.0296119-0.119945j 0.0902383-0.0372854j 0.0244804+0.000665922j 0.0386847-0.0382921j -0.00541843-0.0226127j 0.0137406-0.0241531j -0.0181791+0.00919352j 0.0178546-0.0488708j 0.0474187-0.0810212j -0.0109966-0.0652667j -0.0289926+0.0654637j 0.014748-0.0620507j 0.0379248-0.0222553j -0.0325575-0.0440088j 0.203511+0.0245665j 0.0244017+0.00219952j -0.063204-0.0127493j -0.000863082-0.0431599j 0.0633627-0.00259749j 0.0436481-0.00190394j -0.0142789+0.0106269j 0.0159162+0.0355211j -0.00735648+2.38971e-05j 0.0238817-0.00769022j 0.0395922+0.0137431j 
-0.00679984+0.00213541j 0.00426938-0.0038313j -0.0166042-0.00741467j 0.0205436-0.0132012j 0.0158176-0.0127088j 0.00396385-0.0190693j 0.00379799+0.00175904j 0.00713795+0.0126871j 0.00251823+0.0115915j 0.0142858-0.00759693j 0.0031277-0.00963267j 0.00784145-0.00573591j 0.0157326-0.00387619j -0.0262361+0.00197576j -0.0166167-0.00296494j 0.011314+0.00900963j -0.0244114-0.0145749j -0.0394373+0.0150425j 0.0327675-0.0430972j -0.00348646-0.00285571j 0.0277714-0.01586j -0.0289953+0.0250619j -0.0564481-0.017566j -0.00776041+0.0321959j 0.0201675+0.000416212j 0.00461237+0.0131084j 0.0232+0.0310091j -0.0348717-0.0278527j 0.000964557+0.0157573j -0.00199209-0.0354268j -0.00224331+0.0131438j -0.0201847-0.0295197j 0.035028+0.00619596j 0.0198977-0.00845812j -0.00575358-0.00818133j -0.0342871-0.0334163j 0.019164+0.014049j -0.0383348+0.00952213j -0.00431867+0.00732657j 0.0421124+0.0209142j -0.0196068-0.0376913j 0.000828121+0.0201967j 0.0169609-0.0613643j -0.00848682+0.0421533j -0.0122915-0.0102361j -0.0298228-0.0155968j -0.0407493+0.0506774j -0.0244967+0.022731j -0.0225469-0.00020313j 0.0309554-0.0497287j 0.0514868+0.023041j 0.0692021-0.0252j -0.0476539+0.0272117j 0.0656561+0.00198471j 0.0151952-0.0689846j 0.0107846-0.107539j -0.0925687-0.109476j 0.00924492+0.0413049j 0.00913164+0.0866407j -0.0142159-0.0361706j -0.0904847+0.0777849j -0.0424426+0.0977319j 0.019822+0.0518563j -0.0880774-0.111324j 0.0166495-0.0497569j 0.0183885+0.0239631j 0.0915863+0.0263538j 0.018794-0.0220442j 0.04366+0.054354j -0.0213397+0.0284937j -0.00316362+0.053049j 0.0152928+0.0714692j 0.0075707+0.0686789j -0.0217096-0.0221422j 0.00544322-0.0419346j -0.0177565+1.07315e-05j 0.032225+0.0741842j 0.0043678-0.0272487j 0.000864654+0.0114479j -0.0143889-0.011185j -0.0737117-0.0268708j -0.0344623-0.0107329j 0.0326454-0.0297338j -0.0201282+0.0253293j 0.0137753-0.0220407j -0.00509148+0.0352539j 0.0393367-0.0491373j -0.178756+0.00455298j 0.0300116-0.00176011j -0.0178841-0.0230947j 0.0058733+0.00180035j -0.00380552-0.000161165j 
-0.00574854+0.00356272j 0.00638719+0.00917785j -0.00306451-0.0104985j -0.00784344+0.00977004j 0.00767578+0.0113935j 0.023122-0.00410077j -0.0187473+0.00752885j -0.00296867+0.0165657j -0.0112668+0.00396982j -0.00778127+0.00794123j 0.00842214+0.0143081j 0.00444392-0.00920553j -0.0204997-0.00822338j 0.00637692+0.00171483j 0.0165623-0.0233198j 0.0267523-0.00468914j 0.00954876-0.0275465j -0.0246299+0.00740169j -0.0206902+0.00844297j -0.0234885+0.00366877j 0.00926159+0.00220796j 0.0014468+0.0118123j -0.00273564-0.0299382j 0.0517966-0.00505829j 0.0262978+0.0134871j -0.0406759-0.0259839j 0.0828146+0.0117766j -0.014958+0.0144792j 0.0185349-0.0234788j -0.0272173-0.00977029j 0.00454704-0.0620249j -0.027219+0.0192226j 0.038643+0.0335931j -0.0532755+0.0140293j 0.0220252-0.0235051j 0.103045-0.0620992j 0.00768454-0.0161413j 0.0260205+0.0307449j -0.0358337+0.0147335j 0.00570736-0.00519855j -0.0311004-0.00998871j -0.0161316-0.00219506j 0.0216179+0.0263891j 0.018521-0.0259451j 0.0117037-0.0141443j -0.0576514+0.00900886j -0.0190445-0.0562823j -0.00980564-0.0172405j -0.0623693-0.0588588j 0.0786671-0.0620757j -0.0231079+0.00443487j 0.058843+0.0302994j 0.0696353-0.0172809j 0.0164943+0.000894596j -0.0198687+0.021834j 0.0204595-0.05304j 0.0463932-0.0347796j -0.0516189+0.0778402j -0.0411422-0.0549483j 0.0108159+0.0388596j -0.0559387-0.0359938j -0.00560151+0.0277634j -0.0228274-0.0922584j -0.0283905-0.0559639j 0.021475-0.0234887j -0.0762165+0.0666835j 0.0018881+0.0631303j -0.048133-0.0399976j -0.0522207+0.0724456j -0.0106581+0.0130671j 0.0679197+0.00397654j -0.0155465-0.0623018j 0.0315175+0.0290683j -0.0212236+0.00717875j -0.00353328+0.043412j -0.0299842-0.0558098j -0.0040225+0.0557589j -0.00883597+0.0300208j 0.0623246+0.0823694j 0.0219241+0.0381603j -0.0212107+0.0416419j -0.0384268+0.0556856j -0.0122738-0.00508773j -0.00463519+0.0341753j -0.0293422-0.0135941j 0.0313824+0.0338267j 0.125364-0.0191243j 0.0610912-0.0281062j 0.0192844+0.0302551j -0.0222132+0.0186289j -0.0528304-0.0117332j 0.0116814-0.0164116j 
-0.0134775-0.0100851j -0.00878018+0.00366503j 0.0127873-0.00601779j -0.0187206-0.00383459j -0.0151118+0.00615576j -0.0252462+0.000604088j -0.0150041-0.000488913j -0.00797283+0.0127661j -0.0270846-0.00631043j -0.0120317+0.00670753j -0.028038+0.0167963j 0.0165441-0.00403648j 0.0130919-0.000960209j -0.012772-0.0145646j -0.0438588+0.0062377j 0.0188434+0.0051815j -0.0489328+0.00823802j 0.00752281-0.0138588j 0.000366825+0.000574226j -0.0182936+0.00196451j -0.0495139+0.0293514j 0.014711-0.0091004j 0.0404473-0.022618j -0.0466713+0.0422402j 0.0295584-0.00715715j 0.0620725-0.0157526j -0.031625+0.0357023j 0.033787-0.00466793j 0.00365356+0.010085j 0.0450827-0.0167783j -0.0340177+0.0508637j 0.0152517-0.0242141j -0.00230183+0.0251034j -0.0259315+0.0300907j -0.0270388-0.00847781j 0.0415408+0.0133256j -0.0128791-0.0070065j 0.000920995-0.0112875j -0.0520775+0.0184138j 0.0390868+0.0149959j -0.00392097-0.00155971j -0.0206739+0.00490437j -0.0117798-0.014299j 0.0665231+0.0137164j 0.0795784+0.0276739j -0.0220774-0.0153936j 0.0933064-0.0735776j -0.0119258+0.0411598j 0.0194195-0.00787629j 0.0924108+0.00984305j 0.0455568+0.0149917j -0.00146831+0.0313241j -0.0651453+0.0497691j -0.0738318+0.0212175j 0.0313438+0.00359441j -0.0682559+0.0744671j 0.0576181-0.053015j -0.0635829+0.0349131j 0.0217291+0.052087j -0.0314209+0.00753798j 0.0520935-0.00906825j 0.107131-0.0759811j -0.0700965-0.0230505j 0.0496328+0.0185404j -0.02915+0.0265473j -0.0221121+0.0447512j -0.0147703-5.65211e-05j -0.0549057+0.00156392j -0.0136637-0.0123245j -0.00455051+0.0141968j 0.0320644+0.0399665j 0.0267497-0.047487j -0.0110429+0.0115911j -0.0157407-0.0168878j 0.0196055-0.040585j 0.00281295-0.0246806j -0.00989273-0.0143148j 0.0244068+0.106239j -0.035363-0.0015935j 0.0713884-0.00428732j 0.0900825-0.0487225j -0.0679602+0.0128939j -0.0507296-0.017785j -0.0508417+0.0121965j 0.0146901+0.0040869j 0.0834739-0.0177531j -0.0614278-0.0140351j -0.0138373+0.0198431j -0.00709095+0.0305279j -0.0142276-0.00764013j 0.00477296-0.0119255j 0.056231+0.00694494j 
-0.000509579+0.00279919j -0.0206372-0.00404803j 0.0112809-0.00967028j -0.00135935-0.00232007j -0.00400088+0.00624061j 0.00744092+6.26689e-05j 0.00191469-0.00728763j -0.0103736+0.0152669j 0.0152543+0.00410393j 0.00422552-0.00268123j -0.0117604+0.0132964j -0.0175024+0.00532946j 0.0415228+0.0034784j -0.00361769-0.00479038j -0.012968-0.0193916j 0.0353998+0.00665718j 0.00422592+0.00287145j -0.00218687-0.0114243j 0.000159311+0.0250257j 0.0323354-0.012786j 0.0166269-0.0037718j -0.0133699+0.0348507j -0.0177628-0.00680382j -0.0227663-0.000352818j 0.0102034+0.0223461j 0.0519714-0.0148031j -0.00782231+0.0202601j 0.0207271-0.0259702j 0.0425191+0.00201694j 0.0191846-0.0216964j 0.000766505-0.0252506j 0.0420644-0.0199917j 0.00314981+0.0127423j -0.0259098-0.0572901j -0.00187293+0.0306118j 0.0285807+0.0985354j -0.032294+0.0112134j -0.0222958+0.0349737j -0.0759891+0.00688888j -0.011131+0.00421207j -0.0139599-0.00491234j 0.0222376-0.00549288j 0.0571057+0.0243884j -0.024389-0.0310743j -0.0140824+0.0204858j 0.00139441+0.00966457j 0.0261989-0.0138697j 0.0176004-0.00478095j 0.0266676-0.0712235j 0.0454472-0.0209945j 0.0276566-0.0907086j -0.051977+0.00831321j -0.0455593-0.0374748j -0.0653284-0.00040867j -0.00271885+0.00621161j 0.0535663-0.0480501j 0.0816296-0.0172229j -0.0700657-0.0848506j -0.0166156-0.0702368j 0.00600976+0.0687085j 0.0259718+0.00770178j -0.0133171+0.0238812j 0.031712-0.011605j 0.0501904-0.0482875j 0.0309915+0.0126149j -0.021875-0.0692224j 0.0100896+0.0378667j 0.0188928-0.125542j -0.0205804-0.00733226j 0.0302932+0.0429386j 0.020576+0.095304j -0.0280559-0.0733363j 0.02727+0.0588771j -0.0396503-0.0612645j 0.00420896-0.0227929j -0.00638649+0.012799j 0.00643794+0.00969839j -0.00688809+0.0514267j -0.00292378-0.0214607j 0.0283131+0.0133715j 0.0513376+0.00608667j -0.00716894-0.0337538j 0.015963-0.0620088j -0.0122635+0.0573633j 0.0394635-0.0120468j -0.097091+0.0324058j 0.0345605+0.00636428j 0.0206067+0.0244565j -0.0157774+0.0207325j -0.0397973-0.0237269j 0.0354227-0.00492727j 0.0145079+0.00043549j 
0.0173521-0.00933845j 0.00266621-0.00188982j 0.00263698+0.00546335j 1.38232e-06-0.00656399j -0.0194414+0.00565498j 0.00618873-0.0127841j 0.0066704-0.00791366j 0.00516203+0.00630586j 0.0082402+0.00706341j -0.00308801+0.0120181j 0.011422-0.0103014j 0.00389538+0.00469948j -0.0103072-0.00200658j 0.00145127-0.0108396j 0.00311731-0.0281695j -0.000658684-0.00302345j 0.039179+0.00404326j 0.0415473+0.00494179j 0.0010318+0.0170192j -0.000779168-0.00336115j -0.00302642+0.0010158j 0.0174925+0.0154786j -0.0153884+0.0403745j -0.0266413+0.00425184j -0.0534894+0.0287968j -0.00488852-0.00619083j -0.0132957-0.0199505j 0.0580672+0.0346474j -0.0162066-1.85881e-05j 0.00505545-0.0208548j 0.00719784-0.0304157j 0.0197983-0.0014184j -0.00536403+0.0443792j 0.0470881-0.0270744j 0.0326221-0.00837046j -0.0654876+0.0187568j -0.0528536+0.0337454j -0.046861-0.00414873j 0.0597054-0.0449396j 0.0425287-0.0426332j 0.0563285+0.023531j -0.0292299-0.0226555j 0.0928824-0.0447571j 0.0309751-0.00753679j -0.0768176-0.0156403j -0.0321953-0.0100714j -0.0482482+0.00467288j 0.0353948-0.00640032j -0.0370117-0.0131361j -0.0332844-0.0124996j 0.035972+0.00961206j -0.0124573+0.00954383j -0.020366+0.0217313j 0.0208802-0.00325292j 0.0646331+0.00115589j 0.0336912-0.000978889j 0.0137786+0.0237306j 0.0391843+0.0828951j -0.0129801+0.0160418j -0.0267918-0.0194368j -0.0369811+0.0174364j -0.0764927-0.0374525j -0.105098-0.0922282j -0.00146073+0.0479779j -0.0226618-0.00955726j -0.00513215+0.0977469j -0.0354767-0.0743346j 0.134069+0.00792164j 0.0653248+0.0185493j -0.0172588+0.0590985j -0.0152654+0.0790788j 0.00773315-0.0635577j -0.0283736+0.0140856j 0.0285361-0.0671944j 6.20808e-06-0.00724295j -0.025157-0.00659875j -0.00392616-0.0400878j 0.0578052+0.00189745j -0.0470174-0.0547417j -0.0160782-0.0476138j -0.00332207-0.0489308j -0.00676853+0.00629052j 0.0918028+0.00975728j 0.00246226-0.00883405j 0.0319462+0.0110384j 0.108303+0.0262927j 0.0275572+0.00189102j 0.00498658+0.0226245j -0.0529046+0.00990366j -0.0107802-0.0219784j 0.0282584+0.00374221j -0.00035196+0.0149975j 
-0.00892569+0.00201718j 0.00139026-0.004156j 0.00280927+0.00447165j -0.0144482-0.00160903j -0.00868313-0.00446366j -0.000191155+0.00645737j -0.00671623+0.00442891j 0.0206193-0.00595003j 0.00177874+0.0152837j 0.000496345-0.00396692j -0.00648022+0.00719332j 0.0112226-0.0133453j -0.0123319-0.0101207j -0.0197588+0.0224536j -0.0158823+0.0256614j 0.0210016-0.00486826j -0.0122565+0.0332899j -0.000243033-0.00454029j -0.0340955+0.00172768j 0.004544-0.00683766j 0.00644745+0.0281056j -0.0300358-0.0221799j -0.0112409+0.0253341j 0.0534203+0.0338937j -0.00797175-0.067295j -0.0299474-0.00624963j 0.0815529+0.0319819j -0.0181363+0.023826j -0.0212629+0.0201103j -0.0220614+0.000700965j 0.0453806+0.031196j -0.00707914+0.0435486j 0.039232+0.0317478j -0.0242194+0.0180475j 0.0122051+0.0164372j -0.00225782-0.00583436j 0.0280009+0.0536953j -0.0173941-0.0314634j -0.0385365+0.0235835j -0.0242045-0.0998943j -0.0509426-0.00195672j 0.0421814+0.00842352j 0.0129738+0.0538468j 0.00995534-0.0652093j -0.0517571-0.0147545j -0.0177604+0.0370651j -0.047407-0.0149199j 0.0082525+0.0296984j -0.0202437+0.0219237j 0.0912142-0.02443j -0.000884598-0.0483625j -0.00076858-0.0761416j 0.0729024+0.0619107j 0.0265047+0.00273923j 0.00385149+0.0351102j 0.0824244+0.074558j -0.107508+0.0400719j 0.0660559-0.0441734j 0.132217+0.064467j -0.0115143+0.0486301j -0.00692321+0.086637j -0.0762474-0.101717j 0.0415456+0.0682443j -0.0638322+0.059638j -0.0109324+0.0393733j 0.0256708-0.026321j -0.0219852-0.152371j 0.0387195-0.0644427j 0.0103249-0.0834203j -0.00598275+0.0364065j -0.0311459+0.0097738j 0.0186949-0.0590749j 0.0305153-0.00976896j -0.0202315+0.00210058j -0.037271-0.055551j -0.0198596-0.00242537j -0.0218577-0.0229179j -0.0364293+0.0266307j 0.0256395+0.0374275j -0.00362818+0.0388108j -0.0819332-0.0271226j -0.00836681-0.0118299j 0.0636367+0.0533814j 0.0169669+0.0406311j -0.0207211-0.000510474j -0.0345088-0.0151201j -0.090816+0.00115671j 0.0461226+0.0346692j 0.00126442+0.0033929j -0.0109629+0.00718625j -0.00428533+0.00464972j 0.0075393-0.00662436j 
