0.0184417+0.0563232j -0.00980857+0.0205527j 0.0216537+0.0155327j -0.0134021+0.0479941j -0.0159816-0.0461262j -0.00374955-0.0022748j 0.061314-0.0500439j -0.00427855-0.0303503j 0.00171556+0.0249493j 0.0322097-0.0557606j 0.06045+0.0102395j 0.0290691-0.0249751j 0.0129796-0.0233417j -0.00150511-0.000164118j -0.0466935+0.0567163j 0.0142693+0.0179742j 0.0173226-0.00526728j 0.0179531+0.00448045j -0.0116863-0.00799906j 0.0323316-0.0246533j 0.0191387-0.0213635j 0.00102527-0.017499j 0.00591348+0.0056279j 0.0147018-0.0177799j -0.00307252-0.012414j -0.0264275+0.0198967j 0.0269386-0.0155522j 0.0319825+0.00814903j 0.0337672-0.0259098j 0.0035244-0.00172558j -0.00609759-0.00595362j -0.00530088+0.00112335j -0.00735805-0.0150997j 0.00296923-0.0133554j -0.00549192-0.00555487j -0.0332091-0.00573075j 0.00176259-0.00830666j -0.0042733+0.00199605j 0.0126361+0.00394554j -0.0169419+0.00361223j -0.0111733-0.0254961j 0.0334936-0.0436926j -0.0168143+0.0596278j 0.0188769+0.00581041j -0.0123922-0.0258042j -0.0386205-0.0124927j -0.0377366+0.0295578j 0.0220291-0.0161496j 0.0312326-0.0582655j 0.00689763-0.0550774j 0.0225151+0.0238403j -0.0133652-0.0403912j -0.0281946+0.0303586j 0.00112309-0.0680005j 0.0145793-0.0695172j -0.0431538+0.0683577j -0.0693141+0.0556944j -0.05243+0.0472283j -0.0409405+0.0739429j -0.107122+0.0774685j -0.00017471-0.00588904j -0.0477079+0.0622636j 0.0131511-0.0200719j 0.0555839-0.0151262j 0.0449012-0.00732433j -0.0752998+0.0734713j -0.00184685+0.105427j -0.079313+0.061428j 0.108831+0.0243456j 0.0903634-0.0956985j -0.11272+0.0986123j 0.153179-0.166271j -0.00394961-0.0835543j 0.0916756+0.00457066j 0.0334315+0.00335629j 0.116612-0.0735305j 0.068824-0.0672854j 0.0297544-0.0469385j 0.0328174-0.00430706j -0.0296671-0.00459832j 0.0526117-0.0700572j -0.0395215+0.0190081j 0.0218519-0.0308668j -0.04011+0.0203843j 0.0174478-0.00287381j 0.0307973-0.0411998j -0.0186114+0.0497833j 0.0160805-0.019238j -0.00491842+0.149109j 0.134275-0.0595645j -0.0777122+0.126709j -0.0828408+0.0538502j 
0.0507346+0.0415682j -0.0417817+0.0112538j -0.0107527+0.00447212j -0.069534-0.020321j 0.00119778+0.0490603j -0.0498175-0.0514874j -0.0177558+0.0865669j 0.0709723+0.031842j 0.0825826-0.0122474j 0.123583-0.018065j -0.00665566+0.0311836j 0.0354202-0.141006j 0.0538196-0.134555j 0.180011+0.092316j 0.0273196-0.0180659j 0.0481842-0.0575004j 0.00481679-0.000893768j -0.101552-0.0844735j 0.0520726-0.0388487j 0.0808817+0.0595123j -0.039892-0.0157247j 0.0428398-0.0902776j -0.0566704+0.10386j -0.127854+0.158366j -0.173074-0.0269795j 0.0838411+0.0468438j -0.105893-0.15397j 0.00750732-0.063472j -0.01264-0.102711j 0.0462479-0.0481013j -0.0304553+0.0261045j 0.0314686+0.087609j -0.0388487+0.0381553j 0.0839329-0.0438082j 0.0187116+0.0534223j 0.0201783-0.00201704j -0.0180521+0.0229745j 0.0644902+0.0251588j -0.113801+0.0203176j 0.00716614+0.075568j 0.00709095-0.0264877j 0.0192305+0.00373884j 0.00752558-0.0295776j -0.0205313-0.00423898j 0.0353594-0.0317119j -0.0342354+0.00103718j -0.0230601+0.0175944j -0.0288305+0.022573j 0.0238703+0.00781634j 0.00881349-0.0233042j -0.00893945+0.00407965j -0.0363801-0.00563801j -0.0123235-0.00835145j 0.0255508-0.0774848j -0.0435399-0.00277291j -0.0223836+0.00107184j -0.00117254-0.0442919j -0.000363814-0.0018193j -0.0414613-0.000633252j -0.0471494+0.0003005j -0.00242836+0.00666153j -0.027341+0.0118179j 0.00298714-0.0255028j -0.00421974+0.0125694j -0.00267493+0.00432824j -0.00553107-0.00762728j 0.000659835+0.00912149j -0.028621+0.0228663j 0.0273164+0.000926186j 0.0206906-0.0121872j 0.00214008+0.00343831j 0.00204068-0.00809852j -0.00669003-0.00648463j -0.00902097-0.015326j -0.00564425+0.00425785j 0.00892877+0.00270499j 0.00286883-0.00696566j -0.00280587+0.0196084j 0.0231129+0.00792162j 0.00389232+0.00319671j -0.00407341-0.0195213j 0.0104759-0.0108401j -0.0142836+0.00461233j -0.00192504-0.000206994j 0.00149467-0.002224j 0.0137825-0.0252534j 0.016034-0.000262209j -0.00737804-0.0017941j 0.00711756+0.0250227j 0.0179124+0.00996735j 0.00447118-0.00578119j -0.0121198+0.000613545j 
-0.0101358+0.0268748j -0.0236449-0.0139686j -0.0393877-0.0122447j 0.0321434+0.0410622j -0.0356793+0.0341297j -0.0298617+0.0576172j 0.045371+0.106568j 0.0530553-0.0814869j -0.0203225-0.0332401j -0.0523435-0.0440872j 0.0839008+0.119316j 0.0485873-0.0907151j -0.0992841-0.0729738j -0.0553903-0.035558j -0.0460754-0.0381506j 0.0408763-0.0653769j -0.0959869+0.000973742j 0.150124+0.00150929j -0.05434-0.00484072j -0.031828-0.133858j -0.0848459-0.0407211j 0.08178-0.116165j -1.1885e-05-0.0326285j -0.0257002+0.180746j -0.0291174+0.0577594j -0.0606909-0.0724382j 0.0603378+0.114863j 0.0466236+0.018158j 0.118209-0.0328949j 0.0231417-0.0796097j 0.028851+0.0875214j 0.0388714+0.0411783j 0.010984+0.0489218j -0.000576312-0.0181213j -0.0119533+0.0742796j -0.0313885-0.0179072j -0.0433792+0.010224j 0.114098-0.00214347j -0.0424787+0.0426323j 0.0452211+0.0101041j -0.0585621-0.0348344j 0.0768167-0.0487117j -0.0352961-0.0979809j 0.0307324+0.0103799j -0.00285685-0.0605801j -0.0730591+0.0108031j -0.00812784-0.00767987j 0.0478544-0.0115308j -0.0273785-0.0199313j -0.0137491-0.0167855j 0.0405615-0.00195803j -0.0377008+0.0217786j 0.0731434-0.0611353j -0.0148495-0.0148028j -0.0349619+0.0613079j 0.000926221+0.00933405j 0.00558288-0.0141886j 0.0307093-0.0232594j -0.0185017+0.0331674j 0.0228356+0.00437507j 0.0225616+0.00202809j -0.0202547+0.0214273j -0.0090489-0.0196828j -0.011418+0.00626155j -0.00694854+0.01724j -0.00767715+0.0106889j -0.00146306-0.00576942j 0.0204468-0.0278968j 0.00706428-0.00506306j 0.017969+0.00450324j 0.000724856-0.0102928j 0.0247951+0.0218374j 0.0206805+0.00932209j 0.0160568+0.00303302j 0.0213145+0.00315158j 0.00216669+0.0101624j 0.00770112+0.00363418j 0.0132429+0.0084429j 0.0235076+0.00828908j 0.00628931-0.0126082j -0.0263284-0.0120659j 0.0144739-0.0124657j 0.0240548+0.0153971j -0.0228818+0.0235992j 0.0231752-0.015404j -0.00488636-0.00533354j 0.0197448-0.0207089j 0.00756513-0.00199986j 0.00567439+0.0048604j -0.0172003-0.0093176j -0.00421319-0.0100117j -0.00706278-0.0107043j 
-0.0356699-0.00397459j 0.0147113-0.0350638j -0.0595527+0.0411027j -0.0675064-0.0575416j 0.0319296-0.0304836j 0.0228028-0.0397683j -0.0954787+0.0288623j 0.0445944-0.0134805j -0.0224404+0.00103876j -0.00735722+0.106573j 0.00502435+0.0104752j 0.0223711-0.0750307j 0.00586389-0.118114j -0.0353439-0.0881314j 0.040798-0.0572193j -0.134487-0.0489549j 0.0121708+0.0518196j 0.0224743-0.0950847j -0.0405713-0.0501745j -0.0251683+0.0382979j 0.106438+0.0742553j 0.110439-0.0399302j 0.205983-0.156146j -0.0594471+0.0809162j -0.0800293-0.117373j -0.0582171+0.0641371j 0.00594237+0.138289j 0.0382599-0.0145541j 0.0159718+0.0569347j -0.078474-0.134202j 0.00872378-0.041494j -0.00558126-0.00700078j -0.0218087+0.0557285j 0.0241156-0.0470798j -0.031313-0.0233913j -0.00555225-0.0564398j -0.0951134+0.00812159j 0.0385282+0.0148955j 0.0588195+0.0114023j 0.00990972-0.0333264j -0.0538604+0.00911818j -0.0518231+0.0298742j -0.0498575-0.00454372j 0.0118698-0.0538387j 0.0188562-0.00550001j 0.0204549-0.00288717j 0.00680082-0.00658986j 0.0250478+0.00517343j 0.00270878-0.0309703j 0.0502151+0.0463534j 0.0187443+0.024809j 0.00984609-0.0179097j -0.0208776-0.00357691j -0.0405578-0.00689063j 0.0143979+0.00302135j 0.0433365-0.0159209j -0.0306345+0.0227262j 0.0202011+0.0326122j -0.00255843-0.0166554j -0.00354722-0.00586015j 0.00256272-0.00109815j 0.00978172+0.0107838j -0.00170104-0.00259464j -0.0197802+0.00540477j 0.00151563-0.00950506j -0.0183085-0.0175454j -0.00262243+0.000566636j 0.0167807-0.0038876j -0.00728186-0.00217215j 0.000177604+0.0204523j -0.00746163-0.0161568j 0.0153841+0.014963j 0.0379662+0.00302785j -0.00176951+0.0134006j 0.0029628+0.00522008j 0.0192673+0.00304373j 0.00101125-0.00823304j -0.002903+0.00500148j -0.0109023-0.00416558j 0.0174023-0.000476999j -0.012485+0.00373451j 0.0104142+0.0039354j 0.0156497+0.0133565j 8.66411e-05-0.00307679j 0.00484734+0.0177389j -0.0158479+0.0131074j -0.0308132-0.0051113j 0.00337077+0.00310401j 0.0088234+0.00581125j -0.00424408-0.0065974j -0.0205695-0.00675006j 0.00350332-0.00128406j 
-0.0496347-0.0351561j 0.0226052-0.0388068j -0.00432833+0.0363658j 0.000113925-0.0323427j -0.00211093+0.0154492j -0.015597-0.0513946j -0.0297254+0.0982067j 0.116682-0.0101857j -0.0341803-0.0556455j -0.00020521+0.0781792j -0.0303427-0.112184j -0.0640858-0.103032j -0.0809483-0.0936237j -0.11135+0.0548443j 0.0798831-0.0986967j -0.0546681+0.00285102j 0.131543+0.0822923j -0.0119002-0.110611j -0.0865451+0.0673919j 0.0690234+1.75178e-05j 0.033208+0.0310517j 0.0490695+0.0151193j -0.0373575-0.22977j 0.0571578+0.00118361j 0.0995905+0.0101494j -0.152586-0.0263222j -0.0089486+0.0263518j -0.0945548-0.0350973j -0.0233751-0.0176225j -0.0954459-0.0288444j 0.0514914-0.0364632j -0.0749472-0.0386236j 0.0452737+0.0334342j -0.00362681-0.0615198j 0.0316582-0.0541169j -0.0457857-0.0203397j -0.0641886+0.0582289j -0.00869928-0.0385232j 0.0320444-0.0275514j -0.0364192+0.0182754j -0.010323+0.0628164j 0.0596765+0.00352607j 0.0301935-0.0307397j -0.015057-0.0481922j -0.0133569+0.00487778j 0.0406908-0.0239991j -0.0434206+0.0412346j -0.0139822-0.0608081j -0.00175505-0.036931j -0.0233085-0.0463159j -0.0065104-0.012815j -0.0311739+0.000246348j -0.0468485+0.0204316j 0.00588792+0.0261518j -0.00856057-0.020146j -0.00706854-0.00469494j -0.0195681+0.0404666j -0.0355764+0.00711878j 0.0282862-0.00109034j 0.00084009+0.00760477j -0.0317364+0.00446152j 0.021429+0.00103177j 0.0131454-0.0153551j -0.00278954-0.00950741j 0.0129961+0.00885205j 0.0338206+0.00890439j 0.015474+0.0264205j -0.0238153+0.00438081j 0.0278617+0.00462173j -0.0246998-0.0118815j 0.00951799-0.00569539j 0.00820334-0.0215685j -0.0113498-0.038447j 0.00640835+0.001978j -0.00497918-0.015662j 0.00918855-0.0161448j 0.0183466-0.0158679j -0.00321683-0.0142966j 0.00632255+0.00583793j -0.0225024+0.0109262j 0.0217583+0.0182428j -0.00574794-2.33663e-05j -0.024341-0.0038494j -0.0127564-0.000580583j -0.0187268-0.00163425j 0.0105971+0.00801578j -0.0127301+0.0271688j -0.0227698-0.0134015j 0.0046329-0.00234064j 0.00802295+0.000430319j 0.00226574+0.0252087j -0.00279144+0.0054015j 
0.0298292-0.0494522j 0.0546748+0.0135395j 0.0211518-0.0301451j 0.00668827-0.00833691j -0.00109527-0.0494346j 0.111231+0.0539046j 0.0708479-0.0436676j 5.25199e-05-0.0662494j 0.0674111-0.0807431j 0.0309572+0.00579189j -0.0915688-0.103357j -0.156415-0.00426266j 0.109119-0.016839j -0.0177005-0.0401236j -0.0582781-0.121811j 0.0263041+0.0130447j 0.029557-0.216837j -0.0579698-0.129357j -0.0540974+0.0308992j 0.0485159-0.0298191j 0.0391849+0.0177996j -0.0952486-0.0756552j -0.132394-0.034003j -0.0714667-0.00450059j -0.0130383-0.0466551j -0.105603+0.0779776j 0.0169446+0.0652879j 0.0971284+0.045383j 0.10122-0.00695403j -0.00402945+0.0367728j -0.0687991+0.0199389j -0.0663393-0.00267768j 0.0941042+0.0322525j 0.0306001-0.138004j -0.0333134-0.0414587j -0.0670158+0.0287689j 0.0218207-0.0475993j -0.00732883-0.0175434j 0.00769093+0.0649439j -0.00392938-0.0156804j 0.0334534+0.0173052j -0.0434116+0.0443662j -0.0274008+0.00543318j -0.0258136-0.0583889j 0.0013276-0.0191792j -0.0280659-0.0234156j 0.00359205-0.00791394j -0.0352241-0.0514025j -0.029076+0.017446j -0.0150435+0.0684211j 0.00734649-0.0277446j 0.0227467+0.00092125j 0.0576336+0.0184804j 0.0200249+0.0231293j 0.0120738-0.00653786j -0.0313433+0.000127148j 0.0124654+0.0435143j 0.0142773+0.029543j -0.0221722+0.000584292j 0.00973443+0.0264701j -0.00729983+0.0392348j -0.00407435+0.00178911j 0.00248191-0.00436933j -0.0202781+0.00756248j 0.00268935-0.0190326j -0.0107584-0.0336421j -0.00451502+0.00906428j 0.0234285+0.00700211j 0.0145766+0.00870281j -0.00305686-2.61623e-05j -0.00751189+0.00480994j -0.00452091+0.000481913j -0.0254297-0.0138404j 0.00746637+0.0106921j 0.00393343-0.00964218j 0.00273096+0.0035088j 0.00683521-0.00222412j 0.000907596-0.0149658j 0.0132256-0.0163677j -0.00604127-0.00122488j -0.00454618+0.015323j -0.0107636-0.00193654j 0.00799198-0.00494648j 0.00872992-0.00573795j 0.00230498+0.0102844j 0.00255199+0.00986393j 0.00578106-0.0102816j 0.0186657+0.00675595j -0.0125958-0.0115132j -0.000731307-0.0143056j 0.00504716+0.00753419j -0.00429835-0.00238643j 
0.00579186+0.0593969j -0.064564-0.0187233j 0.121712-0.0832579j 0.0982338+0.103702j -0.00684533-0.0427231j 0.0183076+0.0738948j 0.0576609+0.0358274j 0.119739-0.0297152j 0.0158784-0.0130113j 0.0100953+0.0626533j 0.151833+0.062546j 0.109875-0.157812j 0.0446934-0.00814626j -0.0720431-0.0394428j -0.0226855+0.145789j 0.192315-0.0315957j 0.102724-0.110594j 0.119462+0.187937j 0.012462+0.0363882j -0.00383585-0.0223102j -0.0111088-0.0298324j 0.078309-0.0401213j 0.00338596-0.027604j 0.0895881-0.0257785j -0.034926+0.0479486j 0.000694999-0.156599j 0.0214846+0.0720685j -0.0319033+0.0278019j -0.0477938-0.0182639j 0.0111301-0.0392414j 0.0588121-0.01931j 0.000948346+0.0219832j -0.038096+0.0201876j 0.0040206-0.0818046j -0.0437373+0.0579999j 0.0424928-0.031947j -0.0114042-0.0706488j -0.00263699+0.00900344j -0.0450553+0.0467414j -0.00801374+0.0396877j -0.0488361+0.0207601j -0.0262026-0.0620679j 0.0232211-0.0362297j 0.024769-0.00364253j 0.0127822+0.0357249j -0.0562869+0.0470711j -0.0118249-0.000265694j 0.023996-0.0305915j 0.02897-0.0296856j 0.0224438+0.0258171j -0.00596801+0.0334804j -0.0168289-0.0288618j 0.0300267-0.000856386j -0.00487545+0.0347083j 0.0360927+0.0123165j -0.0580965+0.00671808j -0.0229081-0.0120707j -0.0504399-0.0166695j -0.0124546-0.00134175j -0.0212842+0.0491599j -0.0189286+0.00475052j -0.0403632-0.0179657j 0.0246692-0.00531676j 0.000719745-0.00495599j -0.00239577+0.0061093j -0.00309492+0.00759576j 0.00244799+0.0129705j -0.0216199-0.0107023j 0.0186404+0.0321037j -0.0169631+0.0116923j 0.000978742-0.0134024j 0.0231889-0.00851205j -0.0205697-0.0408494j -0.0103451+0.0198553j -0.020884+0.0136987j -0.00599921+0.00467405j 0.0208347+0.00460036j 0.00378045-0.0338086j 0.00422162+0.0185525j -0.0342894+0.0150716j 0.00889137-0.0157756j 0.0070472-0.00293631j -0.0121157-0.0276575j 0.0106738+0.00801752j 0.0134337-0.00815469j 0.0127725+0.000117407j 0.026465-0.00479915j 0.0246069+0.00958526j -0.0261572-0.0200016j 0.013275-0.0230283j 0.0212424+0.0259973j 0.00272064-0.0308106j 
0.0370281+0.0314155j -0.0691634+0.0294989j -0.0150853+0.0199638j 0.0113254-0.033558j 0.126204+0.0066261j 0.014979+0.0615383j -0.045834+0.0421155j -0.0695987+0.0891111j 0.00295362+0.102297j 0.132514-0.0052637j 0.148357-0.0973612j 0.0882256-0.0935192j -0.0507828+0.0442542j -0.0289811+0.0413769j -0.145356-0.10209j -0.142711+0.0945206j -0.23833+0.139106j -0.0476772-0.125451j 0.100542+0.0209037j -0.109363+0.155537j -0.0652357-0.0114038j -0.0885096+0.00872412j -0.025135-0.00553804j -0.00316229+0.105942j -0.00658073-0.00836755j -0.0137956-0.0649919j -0.0312364-0.0466269j 0.0400471-0.00512401j -0.0597864-0.0769181j 0.0250985+0.028975j 0.0311802-0.0465108j -0.0111908+0.00174964j -0.00960561+0.00471957j 0.0444048-0.00193002j -0.0295966-0.0105157j 0.0163185+0.0589996j -0.0526247+0.0513864j 0.0559032-0.00752114j -0.0348634+0.0227319j 0.00497637-0.00444761j -0.0864732+0.0214129j -0.0430122-0.0194964j -0.0078816+0.0219921j 0.0533684+0.0264279j -0.0243414-0.0275681j -0.0388834-0.0336168j -0.0533591+0.00682792j 0.0187926-0.0277565j 0.00273179-0.0108106j 0.109812+0.00603949j 0.0115551-0.0401052j 0.0142633+0.0239414j 0.0433926+0.0166353j 0.0355283-0.00259363j 0.0452237+0.0453155j 0.00732197-0.000559514j 0.0348776-0.0140658j 0.0155561-0.0278568j -0.00493058+0.0147936j 0.0257454+0.0555546j 0.000270049+0.0143577j -0.0149387+0.00715873j 0.0016819-0.00292037j -0.0126455-0.00938775j -0.0139305-0.0213805j -0.0123591-0.00676039j 0.0179853+0.0148961j -0.0100347-0.0121497j 0.0224573+0.0139971j -0.0184491-0.0212254j 0.0101011-0.00460233j 0.0133576-0.0116336j -0.00594979-0.0436597j 0.0250497-0.00181639j 0.0115044+0.00294118j 0.0126312+0.00316424j 0.003132-0.00251743j -0.0264855-0.00354039j 0.0212039+0.00587751j -0.00587633-0.0206232j -0.0301655-0.0185035j 0.0274254-0.019468j -0.00647491-0.0198867j -0.00115149-0.0105844j 0.0125461-0.0115843j 0.00649616-0.00835304j -0.00553222-0.0051478j 0.0280915+0.00261255j -0.0229876-0.0133107j -0.0270369-0.0179885j 0.0279816+0.0190495j -0.00689503-0.0189148j 
-0.0474708+0.0766796j -0.0888398+0.00720278j 0.0547821+0.0107798j -0.00465925+0.0432431j 0.016427-0.0432792j 0.0139248+0.0435179j 0.0604073+0.0663844j -0.00111787-0.0179469j -0.133746+0.12185j 0.17411+0.0767173j -0.124146-0.0251959j -0.0214904-0.208011j 0.0699525+0.0603826j 0.0678564+0.116807j -0.148042+0.0980603j 0.0793767+0.0369511j 0.0350827+0.101308j 0.119411-0.00577345j 0.0771221+0.0232742j -0.013373+0.0269587j -0.0307678+0.00223018j 0.0190035+0.0124962j 0.0150812-0.0294743j 0.0901863+0.0191856j -0.0857438-0.0179427j 0.0478076-0.0752049j -0.0774162-0.000589361j -0.0227518-0.00165285j -0.0196252-0.027267j -0.0275217+0.00455253j 0.0192111-0.0861811j -0.0689261+0.00050344j 0.0355149+0.0238485j 0.0248439-0.00248688j 0.013968-0.037198j -0.0126993-0.0374938j -0.00975632+0.011826j -0.0616441-0.0073418j -0.038861+0.00762228j 0.0192678-0.0185198j 0.0452079+0.0609139j -0.080067-0.0302828j -0.00404247-0.0145011j 0.0307639-0.0265996j -0.00601456+0.00517318j 0.0214769+0.0696688j -0.00701403+0.0266798j -0.0968047-0.067118j -0.0365288-0.0218059j 0.0346317-0.0647976j -0.0146171-0.0263969j 0.0490096+0.0207949j 0.0237138-0.0546873j 0.00948938+0.0092174j 0.0213609-0.0337236j 0.00747139+0.00595442j 0.00185212-0.0329543j 0.00966251-0.0296694j 0.0182048-0.00663789j 0.0491063+0.0101183j 0.0286685+0.00515825j -0.0106945+0.0028714j -0.00357038-0.0229093j -0.0103182-0.0110995j -0.015976+0.0199711j 0.00108297+0.0130854j 0.0178256+0.00556706j 0.0234329-0.00120478j -0.0224493-0.0158715j -0.0359494-0.00800182j 0.0226708-0.00308644j -0.0321281-0.0281794j -0.0224006+0.00151191j -0.0134817-0.0271216j -0.0284668-0.00494406j -0.0207348-0.023089j -0.0134682-0.0237966j -0.00731385-0.00171083j 0.0117516-0.00295818j 0.000535617+0.00841378j 0.0011267-0.00697051j -0.000623844+0.00736963j -0.0120782-0.00713759j 0.0250213+0.0309776j -0.00219648-0.0284315j 0.0237564+0.0087657j -0.00419118+0.015706j 0.00245907-0.0266176j -0.0275602+0.00916016j -0.0378019-0.00140134j 0.0214567+0.0203564j 0.0296021+0.0128984j 
-0.104448+0.0206186j 0.00464373-0.113495j -0.0319871-0.0565969j 0.0577979-0.0446591j 0.105563-0.0259883j 0.0124619-0.0287433j 0.0141138+0.155107j 0.103885+0.0524405j -0.229092-0.0436305j -0.0603794+0.148249j -0.164102+0.126893j -0.131376+0.196939j -0.193661-0.072163j 0.0514319+0.126993j 0.0494258+0.119122j 0.0467736+0.101063j -0.0414448+0.0557539j 0.0358438-0.151963j -0.00748223+0.00830442j -0.00830435+0.0897561j 0.0349474-0.0560768j 0.0222879+0.070802j -0.00579512-0.0338965j 0.0260638-0.0389605j 0.0481493-0.035557j -0.0192581-0.0404254j -0.135077+0.0484971j -0.00381228-0.0557118j -0.0690249+0.0225214j -0.0323093-0.0120248j 0.023237-0.0102709j -0.0348736-0.0151031j 0.0805128-0.00664801j -0.0505676+0.0278871j 0.0779521+0.00957838j 0.0146447+0.0342108j -0.0441027+0.156558j 0.0479199+0.0193629j -0.0133569-0.00843124j 0.110283+0.0190795j -0.0321197+0.0287804j 0.0432632+0.0177228j -0.110056-0.00824579j -0.0495552+0.00468265j 0.00412673-0.0399686j 0.0279151-0.0381397j 0.0491383+0.0189194j -0.0402598+0.0868887j 0.0440764+0.0170603j 0.0282868-0.0463766j -0.0415827+0.0104116j 0.0328134-0.0307548j 0.000739477-0.0326856j 0.0112884-0.0301468j 0.0513619-0.0119084j -0.0176878-0.0111585j -0.00925582+0.0207377j -0.033135-0.0197398j -0.0108435+0.0313935j 0.00368448-0.0354677j -0.0167242-0.0317449j -0.0108694-2.86811e-05j 0.00106083+0.00724739j -0.012968+0.000191727j 0.0210116+0.00664998j -0.00866999-0.000642118j -0.0272097+0.00751744j 0.0214045-0.0131358j -0.0269077+0.00785614j 0.00276376-0.0080285j 0.0113899+0.0105901j 0.0147924+0.00941724j 0.0164015-0.000775744j -0.0140706-0.00288594j -0.036424-0.00973053j 0.000735442-0.00381623j 0.0318459-0.00221865j -0.0098537+0.0103936j 0.00683591+0.00404223j 0.00164062+0.0219354j 0.00970708+0.00878084j 0.00278003-0.00985401j -0.0154373+0.016902j 0.0164565-0.0123301j 0.0167746-0.0189506j 0.0163417-0.00896279j -0.0145008+0.00305254j 0.0289172-0.0126384j -0.0461158+0.00129638j 0.01895+0.00136598j -0.0182725+0.00933937j 0.00842723+0.0177925j 
0.025509+0.089711j -0.0523546+0.0315137j -0.0309726+0.15244j -0.112607-0.0544384j 0.0489267+0.0933559j 0.0476503+0.0863203j 0.0325253-0.0174783j -0.101193-0.0135623j -0.046168+0.0504218j 0.158733+0.0151095j -0.00493297+0.179429j -0.0756-0.291672j 0.0325733-0.0670756j 0.212956+0.102287j -0.134779-0.098537j -0.132877-0.156685j -0.0225783+0.0926029j 0.023639+0.0112743j 0.0369594-0.0598611j 0.00534786-0.0153914j 0.0261569+0.097431j 0.00552088-0.0596245j -0.0715917-0.0693669j 0.0124805+0.0184556j -0.0466398+0.00193622j 0.020142+0.097045j 0.0698784-0.0970728j 0.0026485+0.0394606j 0.0351329-0.0836487j 0.0309802+0.0345961j 0.0369557-0.0169023j -0.0500795-0.0565878j 0.0632071+0.116353j -0.0257591-0.0113593j 0.000956438-0.0258243j -0.0233111-0.0411343j -0.00864439-0.127893j -0.0465095+0.0273038j -0.0138424-0.00271422j 0.00806555+0.0427699j 0.105035-0.0404885j 0.0328755-0.0388392j 0.00898119-0.0978467j 0.0265202-0.0259685j 0.000294519-0.00744007j 0.0316757-0.00769438j 0.0125429+0.0122112j -0.0693097+0.00474582j -0.00145747+0.0122817j -0.0130776-0.00458968j -0.012643+0.0435691j 0.0215768-0.00965387j 0.00533452-0.0285757j 0.0347546-0.0262781j -0.00653564+0.0445184j -0.00025427+0.0304106j -0.00456511+0.00430883j -0.0268403+0.0142552j -0.00868911-0.0188197j 0.0399001-0.0290102j 0.0200657-0.0203304j -0.013905-0.000348206j -0.00933843-0.0205871j -0.00806098+0.01005j -0.0129381+0.0310803j 0.00687638+0.0101549j 0.00709772+0.00371235j -0.0126118-0.0237905j -0.0103071-0.0016137j -0.00341253-0.000207927j -0.0154882+0.00382613j 0.0180026+0.00675424j 0.00441881-0.000337129j 0.00513796-0.00361913j 0.0210889-0.0306207j -0.00598709-0.000732595j -0.00584467+0.0239655j 0.00352975-0.0127522j -0.000310015+0.00688264j 0.0151815-0.0201552j 0.00633447-0.0052305j -0.00384238+0.0264352j 0.00372519+0.0216061j -0.0168538+0.0222772j -0.0276444+0.0225903j 0.00809566-0.0167455j 0.00173918-0.00367927j -0.0195575+0.00993415j -0.0200751+0.0112722j -0.0132024+0.00343041j 0.00225693+0.00679127j 0.00407592-0.00540797j 
