0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
0.005287-0.0176082j 0.0307621-0.000997138j 0.00455003-0.00253947j 0.0114072+0.00163519j -0.00539691-0.00194867j 0.00270141+0.00342964j -0.000502465+0.0131646j -0.00750296-0.0132245j -0.00898209+0.026004j -0.015124+0.026341j -0.0247205+0.0103496j 0.0141299-0.0147432j 0.00266091-0.00147775j -0.000961064-0.0220682j 0.0518001-0.00706977j 0.0241013-0.0120289j -0.0409916+0.0251901j 0.00802046-0.00814557j -0.0511759-0.00247717j -0.128264+0.0368481j -0.0147136-0.0632488j -0.0358132+0.00669117j 0.0516612-0.0428312j -0.0378362-0.0048164j 0.0502996+0.0306552j 0.0163505-0.0235499j -0.0418615+0.0104601j -0.0221121+0.00432662j -0.00223759+0.00771256j -0.00461383+0.00150079j -0.0464+0.0205587j 0.0109742+0.0239413j -0.0573995+0.0221587j 0.000760889+0.00210689j 0.0113407-0.031316j 0.017766-0.0210357j -0.0347898+0.00815225j -0.000620576-0.00434393j 0.0216414-0.0265516j 0.00983743+0.00828828j -0.0182251-0.00136944j 0.00708154+0.00231582j -0.0246915-0.00348709j -0.0217879+0.0246818j -0.0331883+0.00542241j -0.0128401+0.00239454j -0.0195819+0.00434332j -0.0142209-0.0133639j 0.0202123-0.0205545j -0.00116801-0.0034476j -0.0550515+0.00559209j 0.00390203+0.028267j 0.0138539-0.00220903j -0.0156415+0.0317177j -0.0326897+0.0276599j -0.00282246+0.00733659j 0.0243578-0.0324898j 0.0315932+0.021384j -0.0594676-0.0419766j 0.0538198+0.0217345j -0.00762372+0.0250512j 0.0239025-0.0115038j -0.011517-0.122131j -0.0016909+0.021455j -0.0276594-0.0213113j -0.0140508+0.00431477j -0.0144223-0.00604175j -0.00219911+0.00224425j -0.0202783-0.0181775j 0.0712415+0.0609189j 0.0075456+0.00926761j 0.0217612+0.0288973j -0.0076818-0.00690473j 0.00496877+0.00304936j -0.0114966+0.00976358j -0.0145058-0.0216553j 0.0131889-0.00415452j -0.036043-0.0117663j -0.0403124-0.0131902j 0.0220102+0.00452192j -0.0238529+0.0047369j 9.54317e-05-0.0122664j -0.00322516-0.00849j 0.037841-0.0114095j 0.0567448-0.0114975j -0.0261903-0.00647069j 0.0266507+0.0300278j -0.0411979-0.0158038j 0.0208178-0.0300432j -0.0400925+0.0162207j 0.109342+0.0132737j 0.0707024-0.00441755j 
-0.0176045+0.00692098j -0.00812873-0.00507192j -0.0378284+0.0144445j -0.0218752-0.00608026j 0.0591633-0.00716606j 0.000195388-0.00611921j -0.00715959+0.000588082j 0.0459357+0.0061164j -0.0247606-0.0124795j -0.0551727-0.00254379j -0.0223088-0.0130247j -0.00925971-0.00209397j -0.0110042-0.0337601j 0.0534767+0.00701014j -0.00623492+0.00416265j 0.0336627-0.00781546j -0.026411-0.0263356j -0.00128831+0.0335377j 0.0308657+0.0329354j 0.0246104+0.0279747j -0.0217433+0.0254104j -0.0424113-0.0167026j -0.00924832+0.0112808j -0.0481843+0.0171563j 0.0429094-0.014005j 0.0161314-0.00191052j -0.055227-0.00107802j -0.00552568+0.0177057j 0.0376515+0.0216671j -0.00648229-0.00774371j -0.0329654+0.00111328j -0.023163+0.00332112j -0.0390795-0.0292914j 0.0207337-0.00663736j 0.0486252+0.0180057j 0.0206536+0.0120823j -0.00965109+0.00492013j -0.0105998+0.0106315j 0.0222669-0.00646891j 0.0117375-0.00966692j 0.000678126-0.000245099j -0.0276963+0.0038239j -0.00214027+0.0071528j 0.0257642-0.0149216j -0.024388+0.000904611j 0.00952466+0.00654665j -0.0186421+0.00811665j -0.0278549+0.041411j -0.00556225+0.0158666j 0.0126365-0.0401922j -0.0527877-0.0117858j -0.0270537+0.017682j -0.0218633-0.00382198j 0.0264344-0.0151212j -0.0531391+0.0208633j 0.0227007-0.00579442j 0.0296576-0.0162007j -0.0480863+0.00488047j -0.0338923+0.0230884j -0.0363998-0.0417279j -0.0194208-0.0311583j -0.0285294+0.0151981j -0.0381084+0.0458883j -0.00794033-0.00283504j 0.00726778+0.0240739j -0.0129876-0.000568686j 0.033772-0.0105027j -0.0101818+0.0184301j 0.021184+0.00206503j -0.0492919-0.0316178j 0.0101875-0.00958369j 0.0180139-0.0151333j -0.0150851-0.00032175j 0.00637052-0.00896628j -0.00775394+0.00431442j -0.0326275+0.028693j 0.000517708+0.00665226j -0.0558744+0.012627j -0.0538556+0.0203843j 0.022419-0.00287665j -0.0397059-6.10888e-05j -0.0452964+0.0125248j 0.0270353-0.00855637j 0.062541-0.00448983j 0.0425956-0.0076103j 0.00413623+0.013551j -0.0131079-0.0019788j 0.0227705-0.00592919j 0.0029391+0.0149464j -0.093627-0.00889736j 0.0282873-0.0104216j -0.112308-0.00356681j 
0.00659+0.00357092j -0.00379659+0.0109424j 0.00152322+0.00985344j 0.00579402+0.00819474j 0.0572531-0.0169608j -0.00211625+0.004319j 0.021539-0.00971198j 0.0160354-0.0212817j -0.0219108-0.0228188j -0.0644418-0.00961752j -0.0148496+0.0170959j -0.00633679-0.00180333j 0.0118932+0.0187441j 0.0675809+0.00637165j 0.00990764-0.00423377j 0.0358454-0.00174709j -0.0293847-0.0114275j -0.00190556-0.0409453j 0.0560388-0.043713j 0.0246814-0.0230977j -0.0285189+0.0406588j -0.00633113+0.0540238j 0.0543918+0.00648624j -0.0191658+0.0352209j -0.00881431+0.0166456j 0.0362597-0.00337767j 0.012003+0.00102053j 0.00388819-0.00167132j 0.000879961-0.0196071j -0.00458386+0.0205264j -0.0191215-0.0181505j 0.0156631-0.0271814j -0.0221466+0.0147836j 0.0227524-0.00065067j 0.0400217+0.0128534j -0.00594047+0.00806354j 0.0118212-0.00336727j -0.0075437+0.0137209j 0.0300775+0.0241849j 0.0258082-0.00187595j -0.0132776-0.00586206j 0.00354968-0.00316974j -0.00194071+0.00488162j -0.00242666+0.00359486j -0.0234439+0.012078j 0.01892+0.0192681j -0.00830001+0.0130554j -0.00946411-0.00827327j -0.0316273+0.00789371j 0.013466-0.000594413j -0.0784419+0.0100723j 0.0371356+0.0216436j -0.0160121-0.00619974j -0.0278672-0.0248554j 0.013674+0.0104951j -0.0159009+0.0441887j -0.0267449+0.0304491j -0.0321196+0.0176874j -0.0175378-0.00659248j -0.0637209+0.0189364j -0.00732732+0.018879j -0.0477318+0.0414377j 0.0526679+0.0761403j -0.0217571-0.0333138j 0.00816988-0.038274j -0.0105541-0.0264342j -0.0164661-0.0270714j 0.0132698+0.00723547j 0.0165407-0.0042399j -0.0249594+0.0275613j 0.00294241+0.00808802j -0.0087823-0.00672612j -0.00382644+0.0173692j 0.00182007-0.00124829j -0.0146163-0.000782059j 0.0134145+0.0108717j 0.00013999-0.00875064j -0.0171781+0.0153861j 0.00606759+0.0171405j 0.0130145-0.00416777j 0.00036372+0.0041013j 0.00192184+0.00837797j -0.0185677+0.0163288j 0.0124005-0.00407115j 0.00309745+0.00110578j 0.0563476-0.00830185j -0.0561102-0.0326614j 0.0140825-0.0128036j 0.00537142-0.00885918j -0.0114576-0.0247098j -0.0698194-0.00169658j 0.0414767+0.0133832j 
-0.002672+0.00498603j 0.000191639-0.00356072j 0.0140521-0.00186745j 0.000707063-0.000611824j -0.0012315+0.00185549j 0.00273269-0.00336121j -0.0207392-0.00505524j 0.00214225+0.0190932j -0.0131102-0.00335277j 0.0229421-0.0143699j -0.0879066+0.0202325j -0.0107907-0.00847606j -0.0294915-0.0241117j -0.0610134-0.00575741j 0.00731701+0.0174345j -0.0115198+0.0235605j -0.0492718+0.00676592j 0.10446+0.0140953j 0.0545566-0.00931259j 0.0220416-0.0218548j -0.00529446+0.00534551j -0.107458+0.00291709j 0.0348993-0.00455674j -0.00471812+0.00410857j 0.0155819-0.0185788j 0.00928765+0.00836553j -0.00457346-0.00762528j -0.00238791-0.00294131j 0.0189803+0.00635921j -0.0127082-0.00123872j 0.0360876+0.00373993j 0.0339086-0.0062071j -0.0120347-0.0180212j 0.00349913-0.00806685j 0.00402341-0.00469074j 0.0137955-0.00780482j 0.00322405-0.0171837j 0.012208-0.0144804j -0.0222091+0.000963496j 0.00847924-0.00122127j 0.0164181-0.00676687j 0.00253764-0.0104543j -0.0171382+0.020297j -0.0107631-0.0159539j -0.0268682+0.00298854j -0.0224246-0.0106954j 0.000945669-0.0214303j 0.00601058-0.00532099j 0.0332857+0.00733485j -0.0127323-0.0192215j -0.0474235+0.0324759j 0.0288597-0.0197713j 0.00711932+0.00829757j -0.00604119-0.00284078j 0.0418859-0.0138675j 0.00148391-0.0446737j -0.0190201+0.00720954j 0.0238827+0.00408403j -0.034982+0.0371904j -0.0265513+0.00291166j -0.0463596-0.0198274j 0.00430935-0.00794791j -0.0108385+0.0164051j -0.00425692+0.0115512j -0.00541804+0.0323255j -0.0121509+0.0160883j -0.0196403+0.0165113j 0.00871864-0.00042588j -0.00197662+0.0118243j 0.0231999-0.0341927j 0.00634408-0.0121732j -0.0200865-0.00184357j 0.000864427-0.012899j 0.00742171-0.0138181j 0.0148935+0.00574042j -0.00557915+0.0066228j -0.00041654-0.00998456j -0.0153828+0.00521794j 0.0333153-0.0047369j -0.027486-0.0068212j 0.0270284+0.00198043j 0.0220317+0.00542507j 0.0142185+0.00206473j -0.0247476+0.0159529j 0.0219719+0.000296433j 0.0444535+0.0123512j 0.00550673-0.00293911j 0.00344034+0.00495374j -0.0174487+0.0172365j 0.0414437+0.00357734j 0.0039245-0.00376221j -0.00550872-0.00341111j 
-0.0161597+0.00856517j -0.00852113-0.00753463j -0.0115289-0.00870071j -0.0029904-0.00378718j -0.00288637+0.00836695j -0.00776811-0.000164385j -0.0106419+0.00626495j 0.00398833+0.0139291j -0.0139636-0.00351447j -0.0186556+0.0148506j -0.0203418+0.00462079j 0.0761503+0.00252479j 0.0358757-0.0188296j -0.0356298+0.0236717j 0.0216466-0.0173756j 0.0056741+0.0282511j 0.054598-0.00105401j -0.0681377+0.0183928j -0.131485-0.00680381j -0.0197927+0.0278121j 0.0440095+0.0227654j 0.0085973+0.00222176j -0.00911851-0.0234721j -0.0471907-0.0067392j 0.0178761+0.0116783j 0.0466745-0.0144851j 0.00149221-0.00314211j -0.0285316+0.0158593j -0.0780928+0.0212997j 0.00138589-0.0116209j 0.00526177-0.0016423j -0.00825329-0.0102384j 0.0286522-0.00861731j -0.00598207-0.0107164j -0.0103979-0.00116935j 0.0059966+0.00710266j -0.0200818+0.00477603j -0.00902185+0.00573882j 0.00762752-0.00935474j 0.00962886-0.00824214j 0.0220721+0.00194622j 0.00917328-0.00756399j -0.0131077+0.021261j -0.0256607+0.00710033j 0.0189579-0.00409023j -0.024692-0.00593038j -0.0118227-0.0181029j -0.0429367+0.0225476j -0.0122468+0.010976j 0.0142825-0.0166973j 0.0248227+0.0194963j 0.0078687-0.00721344j 0.00508794-0.00707157j -0.0330211-0.0106784j 0.0469208+0.00379601j 0.0206086-0.0273899j 0.0355649+0.00621304j -0.061617-0.00630661j -0.00433953+0.0248307j -0.0383029-0.00436597j 0.0128507-0.0279973j -0.0105467+0.00910455j -0.0209745+0.00799756j 0.0342143+0.0131369j 0.0408491+0.0261048j 0.0186437+0.00421619j 0.0304135+0.0114748j 0.00843591+0.00140989j 0.00618047+0.0074995j -0.0292964-0.0356775j -0.0209708-0.0111667j 0.00414351-0.000817414j -0.0178186-0.00958515j -0.000713241-0.00551091j 0.00218326+0.000978657j 0.018943+0.0107525j 0.00547682-0.00171765j -0.0281094-0.00109144j -0.0170411-0.00476736j 0.014136-0.00212272j 0.0244933-0.000392149j 0.0118432+0.00698697j -0.0136963+0.000425988j 0.0052696+0.0101513j 0.00340364-0.000365294j 0.00296434+0.00991792j 0.0112863+0.00461775j 0.0224545+0.00481495j -0.0259244+0.0128477j -0.0132885+0.00225415j -0.030983-0.00645564j -0.0483099-0.00244534j 
0.011122-0.00133445j 0.000585143+0.00597694j -0.0116495+0.00767043j -0.00163833-0.00549151j 0.00260866+0.00134087j -0.0025449+0.00417765j -0.00117019+0.00167925j 0.024267-0.0092152j -0.0123057-0.00243916j -0.00220955-0.0109277j 0.0346371+0.00551748j -0.0141392+0.0180196j -0.00896862-0.000545717j 0.0605581+0.00504615j 0.0199124-0.00968165j 0.0202552+0.00663837j -0.0320546+0.00294942j -0.00526901+0.00356221j 0.00238651-0.00612014j -0.0286745+1.498e-05j -0.00485678-0.00073266j 0.0435064+0.00643163j -0.0261868-0.00542083j -0.0054443-0.000678176j 0.0602834+0.015482j -0.00682867-0.00227059j -0.0304762+0.00318645j 0.0031783+0.00692359j 0.025025-0.00875551j -0.0108684-0.00388293j -0.0321859-0.001126j -0.00389505-0.00137886j -0.0374546+0.0032972j 0.0103052+0.00371793j 0.012867+0.00783144j -0.0076617-0.0045997j -0.0300643-0.00268347j -0.0060687+0.000600403j -0.00173719-0.000272516j -0.00100521+0.0103137j -0.0445689-3.12785e-05j -0.0160406-0.0121632j 0.00704121-0.0208361j -0.0136985+0.0138285j -0.00754231-0.0482251j 0.008942-0.0232203j -0.00811105-0.042045j 0.00805233-0.0200253j -0.00799407+0.01336j -0.00283108+0.0633273j 0.0148755+0.0117931j -0.0383475-0.0365756j -0.0163111-0.00463322j -0.0175954-0.0360174j -0.0209898-0.00384154j 0.00152367-0.0779857j 0.0155533+0.00898462j 0.00860667-0.0270961j 0.0102238-0.00103503j 0.00346629+0.0160356j -0.0184888+0.0162428j -0.000536009+0.00278402j 0.0209701+0.0229917j -0.0046367-0.00931891j 0.0144181-0.0223568j -0.0143291-0.0162497j 0.0128339-0.01549j 0.00217312-0.00325548j -0.00717544-0.000169954j -0.0169055+0.0190459j -0.0124893-0.00108068j 0.00419685-0.00817221j -0.00764517-0.0120195j -0.00430781+0.0115302j 0.0221794-0.00543207j -0.0204878+0.0093224j 0.0157579+0.00628575j -0.0409405+0.0122211j -0.0280726+0.0107511j -0.00632353+0.00591388j -0.0102498+0.00566788j 0.00600984+0.00247752j 0.0396842+0.00451414j 0.00925154+0.00845261j 0.0199281-0.0138495j 0.00122879-0.00453019j 0.0270951-0.000559176j -0.0222642-0.0113313j 0.00317298-0.0035902j -0.0281444-0.00885499j -0.00705258-0.000911464j -0.00666792+0.00460358j 
-0.00811309+0.00533696j -0.00162323-0.00238445j 0.0261867+0.00491178j -0.00730395-5.08273e-05j -0.111603-0.00545223j -0.0367017-0.00293108j -0.00548036-0.00194834j -0.0259484+0.00671145j 0.00279358-0.0102471j 0.0646458+0.0143814j 0.0148413+0.007837j -0.0286619-0.0144496j -0.0277771-0.00873556j 0.000418266+0.00559049j -0.00234171+0.0154812j -0.0358514+0.00973247j -0.0155237-0.0120445j -0.00546412+0.0116297j 0.0118466-0.00909727j 0.0222786+0.00574024j -0.0204339+0.00573505j 0.0333567-0.00678451j 0.00548559+0.00949129j 0.0617903+0.00288869j -0.000503218+0.0258482j -0.00282986-0.00410094j 0.00246864-0.0167395j 0.00667984+0.015753j 0.0118054-0.00622337j 0.00580774-0.0159179j -0.00889254+0.00466885j 0.00562856+0.0137457j -0.0142634-0.0134872j 0.00813986-0.0104983j 0.026003+0.00231692j -0.000979643-0.00356625j -0.000107025-0.0174352j -0.00488725+0.000479162j 0.0160341-0.0324036j -0.0179737+0.0195066j 0.0149281-0.0054631j 0.0173514+0.00472505j 0.00513077+0.0165748j 0.00328418+0.0169319j -0.00439988+0.0167432j 0.0159546-0.00293564j 0.0018951+0.00613145j 0.033756-0.00796077j 0.0271928-0.00701058j -0.0198897-0.0176987j -0.0137966-0.0121524j 0.0255635+0.0155792j 0.00304482+0.0116051j 0.00369603+0.0213701j -0.0137402+0.0547227j 0.019026+0.0215212j 0.0061746+0.0167303j -0.0171097+0.0158529j 0.0194538-0.0266792j -0.0187621-0.0380903j -0.0258326-0.0170521j -0.00361634+0.00209425j -0.0147225+0.0273314j 0.00485379+0.00819182j -0.00378206+0.00955318j -0.00142696+0.000810852j -0.000238693-0.0107003j -0.00778468+0.0107524j 0.0122058+0.00476544j -0.035213-0.0153256j 0.00774688+0.00483109j 0.0171471+0.00264465j 0.0104197+0.0055656j 0.00478357-0.00274599j -0.00416142+0.00157784j -0.0161738-0.000245947j 0.00288695+0.00176389j -0.0203712+0.0162487j -0.0148957+0.0097459j 0.00254651-0.00515136j 0.021648+0.00294581j 0.0104041+0.00653492j 0.0028712+0.00594174j -0.0101891-0.013807j 0.0212602+0.00847948j -0.0206656+0.013048j -0.0100203-0.00577828j 0.0287834-0.00101966j 0.00155638+0.0019413j -0.0450894-0.00667211j -0.00833754-0.00499759j -0.0270202-4.51133e-05j 
-0.00281684+0.00429206j -0.00933811-0.00046946j -0.00248256+0.00284386j 0.000118219-0.00656378j -0.0283275+0.00145683j -0.0107579-0.00305871j -0.0125166-0.001124j 0.00601107+0.00184313j 0.0144209-0.00408087j 0.0204603-0.00625184j -0.0177693+0.00115485j 0.0186459-0.000819324j 0.00434224-0.0113296j -0.0402985+0.00633198j 0.0218966+0.0171614j -0.0069029-0.0633166j -0.000988425-0.0216529j 0.0180963+0.00218808j -0.00145493-0.0203135j -0.0242495-0.0154066j 0.00775288+0.00157846j -0.0234458-0.00501135j 0.0077597+0.00279186j -0.00515497-0.00628565j -0.003352+0.00451763j 0.00514727+0.00801111j -0.00312117+0.000894921j -0.00919117-0.00630994j -0.0100462-0.00238094j -0.00840904+0.0074024j 0.0206758-0.00251121j 0.0104626+0.0106713j -0.000494026-0.00359331j 0.0108373-0.00261573j -0.00155002+0.00834216j -0.000748856-0.00322386j -0.0135092+0.00340199j -0.00161786+0.00677753j -0.011676+0.00580293j -0.000706172-0.0286653j -0.0158969+0.0293713j 0.00386542+0.00849847j -0.012605-0.0717258j -0.0135511-0.0153928j -0.00333326-0.0132959j -0.0137089+0.00924769j 0.00324117+0.0271116j -0.00438474+0.00814669j 0.0117033+0.0160242j -0.0103182+0.023645j -0.00534895+0.00729426j -0.0202666-0.0133199j 0.0197073-0.00968745j 0.011489-0.0126088j 0.00169778+0.00686498j 0.0125759-0.00158402j -0.0151494+0.00330444j 0.0217725-0.0103175j 0.0257491+0.00821007j 0.00479551-0.0131925j -0.0531372-0.0114673j -0.00661965+0.00709156j -0.00484181+0.0268435j 0.0119988-0.00236276j 0.0185526+0.0086685j -0.0294488+0.000590271j 0.00269371-0.00166127j -0.00371046-0.00431402j -0.000101455+0.00856837j -0.0162577-0.0213996j 0.0190415-0.0104146j 0.0152887-0.0117223j 0.00516048+0.00703555j 0.00467578+0.0100364j -0.0201124+0.00476368j -0.0221102-0.000439182j -0.0325812+0.00286247j 0.0444709+0.00944273j -0.00150885+0.00300071j 0.0169608-0.000391146j -0.020979+0.00445021j -0.0110248+0.00669717j -0.0406577+0.00133787j 0.00994451+0.000807107j 0.0212106+0.00746038j -0.0117144+0.00425613j -0.00256598-0.00516137j -0.0100845+0.00269153j -0.00825425+0.00761003j -0.00239748-0.0045058j -0.00890839-0.00422831j -0.0245973+3.07692e-05j 
0.00318896+0.0022677j -0.0128008+0.00465426j -0.0272308+0.0112274j -0.00332394-0.0136827j 0.0250314-0.0036165j 0.00925744-0.00563179j -0.0164547+0.000257104j 0.0244681-0.00245651j 0.020904+0.00765893j 0.00213598-0.0325705j 0.00540509+0.0125969j 0.0258679+0.0319231j 0.0234355-0.0135165j -0.013036-0.00453516j 0.0106603-0.0149088j 0.00354841+0.0025017j 0.0116079+0.0219541j -0.00917893+0.00340025j 0.0343512-0.0116167j -0.00529339-0.0341884j 0.055396-0.00562897j 0.00924766+0.00414924j -0.0105155-0.00169166j -0.00681505-0.00732032j 0.00765252+0.00400152j -0.0156963+0.0168399j 0.000711272+0.0120155j -0.00979574-0.00228057j 0.0028266-0.0142649j 0.00188828-0.000908871j 0.0185397+0.000257085j -0.00225293-0.013184j -0.00376557+0.00559764j 0.0146631+0.00286099j -0.0023002+0.00429759j -0.000885828-0.0072112j 0.00240621-0.00134741j -0.00837103-0.00501761j -0.00451908+0.0124292j 0.0197579+0.0203256j -0.0392395+0.00958358j 0.0172255-0.00328491j -0.0168026+0.048218j -0.00507574-0.00380156j -0.00962803+0.0245372j -0.000856994-0.00552074j 0.00386998-0.00903589j -0.0138303-0.0108571j 0.0162594-0.0188658j -0.0202853-0.0117773j -0.00226324-0.0164619j -0.0296965+0.0275842j 0.0557619-0.00607139j 0.0184125-0.0216581j -0.00812147+0.0110091j -0.0104864+0.0294047j 0.0125129+0.018012j -0.00344144-0.0247578j 0.0189818-0.00968577j 0.0255129-0.0173518j -0.0431488+0.0114785j -0.00309911+0.0050084j 0.00667508+0.0406715j 0.00240964-0.0166823j 0.00262861-0.00589335j 0.00637278-0.0101419j 0.018521-0.0037132j -0.0146788+0.00376918j 0.0121747+0.010545j -0.00535048-0.0100699j -0.013759+0.00710317j -0.0242148-0.0148854j 0.00791954+0.0180633j -0.00410722-0.00300205j 0.00534697-0.00969512j 0.003233+0.0106701j 0.0180171-0.00018458j -0.0123348+0.00859082j 0.00673904+0.00954627j -0.0197685-0.00154592j -0.0156845-0.00832089j 0.0131828+0.00540574j 0.0337118+0.0035658j 0.00972292-0.00521572j 0.00722769+0.00219582j -0.00910515-0.00257917j 0.0294624-0.00986144j -0.0112925+0.00351422j -0.000828501+0.00504693j -0.00740328-0.0101587j -0.00475512-0.00314572j -0.0220775+0.00259936j 
0.0102967-0.00154772j 0.00492774+0.000797678j 0.0114755+0.00365419j -0.0142645+0.015972j 0.00126267-0.00141134j 0.00506422-0.003662j 0.0139585-0.0192253j -0.0154993+0.0132696j -0.045682+0.031942j -0.0160697-0.0019492j 0.0209231+0.00851775j -0.0094761+0.000595642j 0.00570294+0.0112292j -0.0207388+0.0223411j -0.0353852+0.01249j 0.0027045-0.0214887j -0.00110048+0.0124435j -0.0227244+0.0228182j -0.0729027+0.00215031j 0.029773-0.033128j -0.0413945+0.00487919j -0.00936657+0.0137979j -0.0343107-0.0220054j -0.010911-0.0244156j 0.00272279+0.0157295j 0.0198259-0.0156202j -0.0293879+0.00400929j -0.0259616-0.00341241j 0.0100142+0.0104778j -0.0202822+0.00432053j -0.00745165-0.00124772j -0.0337185+0.0118602j 0.0741063-0.0319136j -0.00218191+0.00036832j -0.0158375-0.000717583j 0.00769265-0.0191414j 0.0234222-0.0155159j -0.00614413-0.00215065j -0.0192377+0.000951274j -0.00743336+0.0148951j 0.0345188-0.0149334j -0.00136682-0.00673029j 0.00872187-0.00532982j 0.0433049-0.00399765j 0.000203374-0.00902236j 0.0296314+0.00560464j -0.0241848+0.00625455j 0.00842181-0.0117914j -0.02281+0.0013571j 0.0135879-0.0118756j 0.0183451+0.00491749j 0.0185743-0.00668409j -0.0415549+0.0117602j 0.0298277+0.0223159j 0.000205352-0.0173682j 0.00575695+0.000384311j 0.00151191-0.0110504j -0.0142296+0.0239969j 0.00633981-0.00683754j 0.00450608+0.0244323j 0.0199207+0.00738111j 0.00936355-0.00375775j 0.0621065-0.0282314j 0.00188947+0.00148699j -0.00126079-0.0153101j 0.00155542-0.000737876j -0.00147451-0.00812185j -0.00184526-0.000681241j -0.00450129-0.0117586j 0.0176376+0.0472219j 0.00134986+0.00139142j 0.000146815+0.0165619j 0.00404899-0.00898386j -0.00237909+0.00324837j 0.0052052+0.00880649j -0.00248645-0.0122068j -0.0154148-0.00174663j 0.0235494-0.0131458j 0.025359-0.0122676j -0.00886346+0.0119461j 0.0279778+0.00101059j -0.0113647-0.010767j 0.00437798+0.000962155j -0.0196007+0.00763511j -0.0435541-0.000119461j 0.0130232-0.00627887j -0.0250109+0.00490562j 0.0019039-0.00201025j -0.0261934-0.0144049j 0.0232866+0.00448475j -0.0339737+0.00423654j 0.0329907+0.00293743j 
