0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
0.0231174+0.013004j 0.0193695+0.00773399j 0.00388748+0.0157217j -0.00425633+0.00348973j -0.00198329+0.00368564j 0.00785098+0.00701019j -0.0038716+0.00855618j -0.0119415-0.0159508j -9.22684e-05+0.00169574j -0.00874859+0.00155511j 0.0118246+0.00381807j 0.0146229-0.0216865j -0.0234244-0.00617683j -0.00930177+0.0050051j 0.00427549+0.015878j -0.0330653+6.63188e-06j 0.0161843-0.00413015j 0.0157322+0.022235j 0.00287009-0.015129j -0.0127669-0.0329954j -0.0384747-0.000712287j 0.0363353+0.00889633j -0.0440075-0.0273109j -0.0346839-0.0110742j 0.022326+0.0269576j -0.021211+0.0181805j -0.0284408-0.00936773j -0.0154463+0.00784584j -0.0322897-0.0671987j 0.00764276-0.0426955j -0.0405302+0.0137118j 8.11211e-05+0.0383769j -0.0434189-0.0324692j -0.0425869+0.0124583j -0.00355745-0.0177701j 0.00976243+0.047194j 0.0716995-0.0200607j -0.0653438+0.0213971j 0.0413779-0.027275j -0.0333603-0.0166138j -0.113929-0.0237473j -0.0211824+0.000975669j 0.0581591-0.0099764j 0.0648995+0.0659579j 0.0176323-0.00877764j -0.066191+0.0178414j -0.0281207+0.00998551j 0.0375057+0.015218j 0.00782307+0.0113309j -0.0406552-0.0582499j 0.0267074+0.042653j 0.0746967+0.0330892j -0.00260985+0.00906024j 0.0166186+0.110148j -0.0433806-0.00327299j -0.0496234-0.0639318j -0.0067854-0.085846j -0.0905705+0.0379497j -0.0188868+0.103491j -0.0829627+0.0203164j -0.0287248+0.0939884j 0.0112012+0.020891j 0.0147354-0.0393029j -0.0252709-0.0689989j 0.0384951-0.0498694j 0.0518701+0.0154227j 0.0617074+0.0483076j -0.13321-0.0647219j 0.0196891+0.025261j -0.0885935-0.0793407j 0.0229638+0.0730485j 0.091334-0.165229j -0.0174714-0.150005j -0.132708+0.0221531j 0.147661+0.0290939j 0.0562839+0.0332011j 0.000606579-0.161251j 0.0552895+0.0567687j 0.11179-0.0620672j -0.0310585+0.0171159j -0.0705849-0.121527j -0.0819378-0.00654589j 0.0756006-0.0544719j -0.0548072-0.125658j 0.00469058-0.0740797j 0.0435588+0.118848j 0.0947231-0.0435296j -0.160653-0.0471098j 0.0510614-0.0204193j -0.0287418-0.182598j 0.248815-0.0929905j -0.0155277+0.12718j -0.0121199+0.109734j -0.0341228-0.00213461j -0.0859575+0.0120757j 
-0.013699+0.00731158j 0.00490445+0.0083098j -0.0103648+0.00339231j -0.0173345-0.00267301j 0.00642075+0.00570605j -0.00317085+0.0114128j -0.0102828+0.00642252j 0.00676217+0.0122761j 0.00162567+0.00446602j -0.00564961+0.00184672j -0.0019681+0.0169895j 0.0166331-0.0179663j -0.0460291-0.0335156j -0.00205159+0.0131112j -0.0287001+0.0240733j 0.0131995+0.00307956j -0.0243183-0.000578313j -0.0100517-0.0164053j -0.0158954+0.000565896j -0.0028799+0.000101865j 0.0256691+0.000785779j -0.0222077+0.00508082j 0.0290372+0.013623j 0.0149887+0.00269029j -0.0155937-0.00840885j 0.0095305+0.00972935j 0.0165689+0.00106851j 0.0110262-0.000139439j 0.00611912+0.0418222j 0.000225791+0.0238379j 0.000708371-0.0158676j -0.019375-0.0175743j 0.00273772-0.00686495j 0.0105765-0.0360757j -0.0004481-0.0287391j 0.0230522-0.0343843j -0.0158674-0.0208656j 0.0613974-0.00493097j -0.00911472+0.0327677j -0.104212-0.0214926j 0.00263966-0.00219562j -0.0141474+0.000542382j -0.109163-0.00528295j -0.0107597+0.00170281j 0.0106206-0.0108138j -0.0204317+0.00223808j 0.044995+0.0443379j 0.00770376+0.0226546j -0.0495713+0.0595255j -0.00436167-0.0297201j -0.00308342-0.0775479j -0.0409155+0.0674248j 0.103479-0.0341892j 0.0437696-0.0238618j -0.0263277+0.0415617j -0.0331921-0.0125998j 0.0757265-0.0315171j -0.0434177+0.0758281j -0.0494288+0.0101753j -0.00485291+0.0986955j -0.0333907-0.00137301j 0.0430641-0.0655845j 0.028242-0.138053j 0.0532548-0.0224636j -0.091969-0.0919063j -0.0365756+0.0696655j 0.00406061+0.00540869j 0.0195758+0.0547969j -0.0281804+0.0922105j -0.178085+0.0692448j -0.0594684+0.117063j 0.0267185+0.191981j -0.0428328-0.0826768j -0.0738835-0.114137j -0.0745137-0.00459255j -0.00911159-0.0548098j 0.119607-0.0663591j 0.0544245-0.0455644j 0.0182446-0.160938j 0.0135474+0.0357443j 0.0286902-0.146655j 0.0919856-0.131085j -0.0447047-0.160832j -0.0149497-0.06696j 0.126014-0.174542j -0.0580146+0.218521j -0.0982245-0.0100202j 0.074368-0.0302824j -0.0777997+0.068814j -0.259928-0.0985159j 0.229073-0.303715j 0.0929002-0.0969696j 0.00896518-0.0633665j 0.0122568+0.0215827j 0.0680199-0.00265768j 
-0.0143964-0.00815838j 0.00354507-0.00610246j -0.00375096-0.00496169j 0.00629301-0.00109832j -0.00268308-0.0114668j -0.00545578+0.0149697j 0.00791091-0.00567519j 0.0100191+0.015062j -0.00126801+0.00589556j -0.00915612-0.00857199j -0.0048084+0.0153007j -0.0153664-0.000961756j -0.00808788+0.00210323j 0.0286533-0.00211406j -0.0177973+0.0136297j -0.0371874-0.00415427j 0.0252201-0.0210209j 0.00734263+0.0179228j 0.0188194-0.00221619j 0.0287269+0.000310253j -0.0128446-0.00101745j 0.00572778-0.0069366j -0.00970107-0.00258982j -0.00257673+0.00407681j 0.0261649-0.00698424j -0.0276756+0.00263001j -0.025096-0.00386395j -0.00695669+0.0011076j 0.00772146-0.0151573j 0.00246796-0.0102519j 0.0160038+0.00496409j -0.00167782+0.0194141j 0.00223133-0.017455j 0.0104573+0.021065j -0.0181542-0.0119381j 0.0315079-0.0187322j 0.0045696-0.0126905j -0.0712785+0.0213946j 0.0176389-0.019471j -0.0564712-0.000170648j 0.123328+0.0161559j 0.0625786+0.00298487j 0.0629909-0.0109321j -0.062491-0.0511669j 0.0229265+0.00307014j 0.0274313-0.0138215j 0.000404885-0.0314048j -0.0341089-0.0208938j -0.00538124-0.0848529j 0.0487216+0.0800274j 0.0308217+0.0367729j 0.0291491+0.0175638j -0.0602587+0.0595883j 0.000384316-0.0500133j 0.0422099-0.00245347j 0.0708688-0.0407767j -0.0228846-0.0516981j -0.0214625+0.0103672j 0.0278281-0.0227487j -0.0568662-0.0508116j -0.0501798+0.00483972j 0.0143764+0.0463587j -0.0317318+0.0837735j -0.0302912+0.00826461j -0.0224117+0.0313157j 0.0464973-0.0491686j 0.0251863-0.0203673j 0.0946712-0.0607187j -0.0386739-0.0342597j -0.152691-0.112446j -0.159369-0.0174328j -0.0350521+0.0459415j 0.0723281-0.0669792j 0.130124-0.0194545j -0.0755268+0.200563j 0.11078-0.185985j 0.00182739+0.0741748j 0.0236937-0.0596076j 0.21546-0.128028j 0.0517763-0.0330566j 0.0422392-0.0813506j -0.0602276-0.0302368j 0.0746704+0.0839654j 0.14969-0.0494951j 0.186379-0.0529593j -0.196434+0.0409199j 0.0157112+0.0448384j -0.0756205-0.0748067j -0.040007-0.0340547j -0.292053+0.335547j -0.222563-0.111686j -0.0257256+0.0346869j -0.0179753+0.0767809j -0.0139265+0.011277j -0.022527+0.0270079j 
0.0126239+0.0229718j 0.0054602-0.0107885j -0.0195293+0.0140238j -0.0134026+0.00171674j 0.00864653+0.0104984j 0.00051532+0.0109404j 0.00234375+0.0127821j 0.000979725-0.00994841j 0.00418855-0.00462952j 0.0156024+0.00297505j -0.00309387+0.000207449j -0.00262487-0.0135211j -0.00486882+0.00364432j -0.0117627-0.00309607j 0.00807785-0.0047459j -0.0254178-0.0057402j 0.0154787-0.0399259j -0.0295371+0.0251957j -0.00825198+0.023245j -0.00159559+0.030263j -0.0139184-0.01222j -0.0250496-0.0180759j -0.013952-0.0168088j -0.0215512+0.0125145j -0.00766208+0.0625955j -0.0282414+0.000621255j -0.00238833-0.00948014j -0.00475533-0.0331535j 0.0201181-0.0411718j -0.00945193-0.0109067j -0.0081763-0.00894177j -0.000219299-0.0175236j -0.0488159+0.00304939j -0.00475105+0.00109118j -0.0107211+0.00452547j -0.0224464+0.00643306j 0.0178564-7.91323e-05j -0.0651972+0.0623575j 0.00375297-0.00923394j -0.0211469+0.0178606j -0.0147305+0.0208193j 0.00305071-0.0210302j -0.0166828+0.0270551j -0.0449792-0.0814032j 0.0694774-0.0142665j -0.104427+0.00487896j -0.00303583-0.0985871j -0.0568911+0.0385433j -0.048069+0.00713408j 0.0534543+0.0279875j -0.0319-0.00225924j -0.00908485+0.0750742j -0.0460177+0.0218515j 0.0905083+0.0410745j 0.0943547+0.0175226j -0.0788652-0.131182j 0.0127941+0.003137j 0.00448383+0.0631467j 0.0507951+0.0121246j 0.0221785-0.047615j -0.0771795-0.153367j 0.0347529+0.0457202j 0.0987391+0.019832j -0.0526669+0.0215671j 0.0260043+0.0451365j 0.0611678+0.0361705j -0.0734058-0.0182218j -0.0703752+0.175658j -0.047915+0.0144795j -0.0230627-0.0698117j 0.0805296+0.00254206j -0.0641773-0.00239602j -0.157527+0.0345931j -0.0408628+0.0732892j -0.0285335+0.131408j -0.0382265+0.0177722j 0.21256-0.0844497j -0.087389+0.0363472j -0.0189413+0.105835j 0.0958738-0.0148165j -0.109255+0.0811525j -0.0803885-0.144904j 0.0475907+0.0148841j 0.0599594+0.0788477j -0.153838+0.121353j -0.0373603-0.0763065j 0.0975326+0.169838j -0.0847783+0.116507j -0.203902-0.0414137j 0.0319887+0.00226763j 0.000389482-0.00817536j 0.0714029+0.0118323j -0.131896+0.219633j 0.0195207+0.0166975j -0.0307286+0.0689973j 
-0.00808784+0.0141958j 0.0180117-0.0036949j -0.0173299-0.00295189j -0.0173442-0.0152062j 0.00916703+0.00343637j -0.00668943+0.0135374j -0.00348561+0.00930044j 0.000343361+0.00508986j 0.00467959-0.0102785j 0.00808986-0.00313522j -0.00632808+0.00737971j -0.0127426-0.0118111j -0.0127916-0.00417336j -0.0264166+0.00977927j -0.0207256-0.00546311j 0.00148387-0.00231772j 0.00559661-0.00471331j -0.000258829-0.000934506j 0.00827377-0.00988938j 0.0124662-0.026251j -0.00061272-0.00186983j 0.0196128-0.0054277j 0.00652828+0.00155429j 0.0143089+0.00074878j 0.0280577-0.0252934j 0.0202506+0.00640976j -0.0019681+0.00993378j 0.0258274+0.0147873j 0.0157876+0.00411011j -0.0125534+0.0507561j 0.0229511+0.0233155j 0.0229805+0.00645101j 0.0313395+0.00940335j 0.000340894+0.0137589j -0.0288225+0.00438783j -0.00864278+0.0114938j 0.0151322-0.0102017j 0.0144313+0.0100286j -0.0205047+0.039287j -0.10002+0.0521837j 0.0275321-0.0206742j -0.0210831+0.0129415j -0.0441435+0.0204576j -0.053004+0.00149315j 0.00408186-0.00244157j 0.0732727-0.0038547j 0.0258979-0.0200758j -0.0556157-0.0439061j -0.0688043-0.032764j 0.0911505+0.0906829j -0.0563749-0.0415831j 0.0489717+0.0545893j -0.0716161-0.0457023j -0.00372417-0.0129479j -0.036425-0.0241754j 0.140364-0.00672273j 0.00813679-0.0648306j -0.0690725+0.0626584j -0.0340492+0.0100493j -0.0305933-0.0491551j 0.0308701+0.107993j -0.0638025+0.0126646j 0.0896787-0.0463625j 0.0193981-0.042963j -0.0100916+0.0937753j -0.0390846-0.058976j -0.136935-0.0498448j -0.00807696+0.0873899j -0.000621438+0.108428j -0.0138938-0.0561257j 0.0233972+0.0324102j 0.101499+0.0283384j -0.042288-0.032532j 0.0687166-0.0613078j 0.187447-0.118351j -0.206929+0.0638291j 0.0717182+0.0364482j -0.13213-0.0332163j -0.0567136-0.0525448j 0.0464141-0.166736j -0.0852973-0.0111444j -0.022859+0.0861824j -0.0206339+0.0674165j 0.047476-0.0506541j -0.27486+0.111998j -0.122372-0.14992j 0.138061-0.0402874j 0.00422311-0.0424343j -0.0299017+0.0661969j -0.0417169-0.0172228j 0.0638312-0.155036j 0.0472557-0.0243802j -0.0135649+0.0197555j -0.0114916+0.0158091j -0.0112204-0.00265608j 
0.00193016+0.00181855j -0.000370177-0.00919353j -0.00314439-0.00173064j 0.00342877+0.00281958j -0.00674449-0.00206571j 0.00280701+0.00727363j 0.00263146-0.0133885j -0.00838643-0.0115849j -0.00451642+0.000486568j 2.45712e-05-0.0211723j 0.0116945+0.0104332j 0.00445013+0.000388655j -0.010928-0.00129791j 0.0115948-0.0249799j 0.0256506+0.00650481j -0.0105199-0.0164481j -0.0137052-0.0207904j -0.0251055+5.72495e-05j -0.0210566+0.0113403j -0.0164838+0.0217046j -0.0127054-0.00177412j -0.0202653-0.011204j -0.0216937-0.0209185j -0.00598934+0.00790649j 0.0306676+0.0235645j 0.012798-0.0106839j -0.00317393+0.020959j 0.0673613+0.00783452j 0.0245697-0.00417833j -0.0267223+0.0856862j -0.000725778+0.033209j -0.0208006+0.0093118j -0.00853924+0.00396831j 0.00065236-0.00702807j 0.011211+0.000828898j -0.0113154-0.0133636j -0.00703707+0.0107206j 0.00306655+0.0171569j 0.00360278+0.0175961j -0.0183323-0.0226138j -0.00918324+0.0218205j 0.0162205-0.00246572j -0.0606768+0.00692702j 0.00827435-0.0448222j 0.0154579+0.0163215j -0.0315484-0.00429113j 0.0250153-0.0301443j 0.00883574+0.0707137j 0.0259754+0.0552529j 0.00525314-0.0150347j 0.0228512+0.0708371j -0.00712204+0.0441261j -0.000970935-0.0272758j -0.0332342+0.0407548j 0.0421502-0.103942j 0.000217666-0.0822643j 0.0287916+0.0427881j 0.00315906+0.0554352j 0.0554823-0.0706572j -0.0224825-0.116407j 0.0542248-0.00944067j -0.0248374+0.0835335j -0.0316351+0.0699843j -0.0378858+0.0655099j 0.0180901-0.144099j -0.0080549-0.0132101j 0.140455+0.0179317j -0.20316+0.0626407j 0.0461915-0.204785j -0.0303955+0.026831j -0.0264693-0.162796j 0.000478718+0.0708987j -0.00501617-0.095641j -0.158221-0.0118347j -0.0420582+0.0217122j 0.109247+0.102793j 0.0850592+0.0608115j 0.0618328-0.152203j -0.10524+0.0229355j 0.0425254-0.0282394j 0.0812242-0.121287j -0.11027+0.0339863j 0.0150267-0.0157049j -0.0658637-0.0311488j 0.0843638+0.0951853j 0.0125339-0.0143624j 0.037499+0.00964788j -0.0600652+0.00868815j -0.0451709+0.0190649j -0.00467974+0.0118867j 0.0314415+0.0464079j 0.0319088-0.0608651j -0.0502819+0.0525433j 0.0521524-0.000449892j -0.00706056+0.0201812j 
0.00898032-0.00335853j -0.0265395-0.00110222j 0.0033422+0.0012218j -0.00346024+0.00287767j -0.00501781+0.00744186j 0.0117348-0.0104182j -0.00450003+0.0157202j -0.0053971+0.00248324j -0.0132812-0.00659761j -0.00192488+0.0284251j -0.0171876-0.0112763j -0.00331953+0.00126976j 0.0178406+0.0148369j 0.0113921+0.0246027j -0.0195334-0.00196187j 0.0160142+0.00844788j -0.0152544-0.00696717j -0.003564-0.0165379j -0.00704375+0.0120368j -0.0109951+0.034136j -0.0152696-0.00248544j -0.0113676-0.0100303j -0.00986788-0.0228233j -0.0119821-0.00638682j 0.0107611+0.0195657j 0.0143898-0.00965211j -0.00704502+0.0255964j 0.0314835+0.0161483j 0.0166071-0.0279454j -0.0235862+0.0368373j -0.00360128+0.035666j -0.0140076-0.018865j 0.00613668+0.0191728j -0.00681342-0.0300942j 0.0100286-0.0151649j 0.00898606-0.0207024j -0.036496+0.00311905j 0.00247344+0.0036569j 4.21403e-05-0.0379017j 0.104544-0.0128276j -0.0210071+0.0269789j 0.0049509-0.0377697j 0.0534225-0.0134411j 0.0293323-0.0381018j -0.0156853+0.00941723j -0.0131633+0.0390875j -0.0364678-0.0182147j 0.007514+0.0272785j 0.0146917+0.0720449j -0.0269376-0.00966791j -0.000124823+0.0124839j -0.021604+0.0556406j 0.0406267-0.0910939j 0.0119217+0.0480822j 0.000472628+0.00811422j -0.0580904+0.00436629j -0.0092993-0.037432j -0.0357448+0.119643j -0.0127148+0.017958j -0.0334031+0.00632345j 0.0424182-0.0575176j 0.0858597-0.0275614j -0.11702+0.0539594j -0.051369-0.0645895j 0.148551-0.0924614j 0.024519-0.0983887j -0.170557-0.0740696j 0.0118062+0.0126478j -0.0528081+0.23883j -0.0426388+0.0450156j 0.0423692+0.241256j -0.0952092-0.0371884j -0.101333+0.111291j 0.228519-0.0250804j -0.0549781+0.0226894j 0.0883862+0.063037j -0.0395229+0.0310627j 0.0263292-0.0870842j 0.146221+0.0514359j 0.138563+0.000921294j 0.0510754-0.0277255j 0.131635+0.113981j -0.0266287+0.0551747j -0.00711426-0.0226153j 0.0871952-0.219781j 0.0632338+0.0383025j -0.0432856+0.0197364j -0.0190279+0.0861178j 0.0322305-0.119914j 0.0595391-0.0504353j -0.0623107+0.0610631j -0.0255349-0.0397718j -0.0221179-0.0266622j 0.068473-0.0325972j 0.0159588-0.0032298j 
-0.0123096+0.00635586j -0.000753495-0.0143185j -0.00702303+0.00511464j 0.0163389+0.00909589j 0.00941266+0.00582808j -0.0162769-0.0174329j -0.00894917-0.00157414j -0.0036705+0.00640355j 0.0154159-0.00889137j 0.012329-0.0070189j -0.0206737-0.0124439j 0.00365484+0.00155842j 0.00655709-0.0212987j -0.0196782-0.0147939j 0.0169406-0.0257577j -0.000608376-0.0045459j 0.0299163-0.0177649j -0.00865302+0.0214474j 0.00992056+0.0176744j 5.72606e-05+0.00927712j -0.00779912-0.020859j 0.00595178-0.0171123j -0.00457999-0.0121963j -0.011402+0.0131628j -0.011156+0.0104397j 0.0143123-0.0151889j -0.00624886+0.0095195j 0.0216359+0.006371j -0.00215524-0.015451j -0.0149251+0.0100183j 0.0243978+0.0175104j -0.0190999-0.022883j -0.00101501-0.0213394j -0.00777667-0.00775102j -0.00291952+0.0145748j 0.0124748+0.00425926j 0.00705496-0.00207943j -0.0356776+0.024745j -0.0302104+0.0172711j -0.0314018+0.0152085j 0.0778908+0.0373067j 0.0288357+0.0229484j 0.0173869+0.0522947j -0.0258591-0.0310311j 0.0412021+0.0272102j 0.0516967+0.0618714j 0.0937062-0.00540507j -0.0313889+0.00621858j 0.0202031+0.0373944j -0.053306-0.0467833j 0.00624668+0.0417921j -0.00529499-0.0101319j -0.0914421-0.0899207j 0.0254111+0.119187j 0.0164495+0.041806j -0.0219331-0.0359911j -0.0243318-0.00716198j -0.0883599-0.0520094j 0.100384-0.0372077j 0.126075+0.0744061j -0.0555128+0.0890815j 0.0587018+0.0283535j -0.0452438-0.0239486j 0.0389585+0.0856482j 0.0393415+0.0208712j -0.0510276-0.0470822j -0.0695645+0.281552j 0.144984-0.0304188j 0.101353+0.134386j -0.0589753+0.102473j 0.0810925+0.00822554j -0.0143215+0.0076082j -0.0717069+0.133374j -0.116189-0.0803964j -0.0203816-0.0385j 0.0138949+0.0264769j 0.0351023-0.154566j 0.00454724+0.098644j 0.0906788+0.0140908j -0.10121+0.0301414j 0.0970322+0.0112559j 0.0458411-0.0941695j 0.188893+0.00115281j 0.0636331-0.0865596j 0.00305061-0.0590574j 0.0578244+0.106347j 0.010338-0.0218688j -0.00519413-0.00700744j -0.00882666+0.0340872j -0.0565982-0.00376941j -0.0529668+0.0452001j 0.00514379-0.0222269j -0.0486481+0.0705217j 0.00278794+0.0243201j 0.0156924+0.00551059j 
-0.0150915-0.0128835j -0.00786385+0.00380091j 0.00621269+0.00522189j -0.00560495+0.0160549j 0.00118749+0.0025049j -0.0106096-0.00904226j -0.00527185+0.00151207j 0.0133628+0.0131649j 0.00398168+0.00215358j 0.00164595+0.00776562j -0.00622203+0.00296042j 0.0104019-0.00892011j -0.0194177-0.01157j 0.00836832-0.00427215j -0.00108354+0.0120268j 0.0386842+0.0359464j -0.00452368+0.00643341j 0.0354145-0.0366198j 0.0294731-0.00440178j 0.0310566+0.0410885j 0.0077805-0.0112291j -0.00148871+0.00595497j 0.0358411+0.0403249j -0.000456435+0.0141j -0.0391698-0.0177838j 0.0171519-0.030094j -0.0358503+0.0412823j 0.0114083+0.0417319j -0.022919-0.00751949j -0.00444034-0.0112274j 0.0263681+0.00708981j -0.00289042-0.00124266j 0.0299392-0.00572703j -0.00637164-0.000598679j 0.0107929+0.0090042j 0.0313505-0.0105112j -0.0278315-0.01268j 0.0236253-0.0205743j -0.0183292-0.049066j -0.0588525-0.0160258j -0.00205792+0.0114143j -0.0688373-0.0318928j 0.0728557-0.0667825j -0.0431681-0.0107812j -0.0538065-0.0378551j 0.0605392+0.000998209j -0.0632619+0.0257396j 0.0309574+0.0739419j -0.0311659-0.0335941j 0.0123008-0.164688j -0.023448-0.026754j -0.0208254+0.054781j 0.0750381+0.0897763j 0.0441815-0.0620289j 0.104946+0.0265037j -0.0330584+0.0805151j 0.0245541+0.0177978j -0.00313236+0.00942722j 0.0711466-0.0499994j 0.0963404-0.123317j -0.0685443+0.0104184j 0.186549+0.0473332j 0.0693003-0.0613756j -0.0724127+0.180309j -0.054866-0.0619251j 0.0288185-0.127741j -0.0580673-0.00833644j -0.00939984+0.133222j 0.0961051-0.106384j -0.0941688-0.0206866j -0.12272-0.0144971j 0.138809-0.0393992j 0.0527572-0.0149269j 0.0392651+0.165205j 0.070268+0.149736j -0.0662209+0.107174j -0.0424378+0.000155693j 0.0635931+0.0840458j -0.0855944-0.130258j -0.0556007-0.0212415j -0.180748-0.0283177j 0.121821+0.0032929j 0.00565371+0.0784446j 0.0086771+0.0418089j -0.0546229+0.124958j 0.0137372-0.091673j -0.0753716-0.0662762j 0.114712+0.0533516j 0.108767-0.147734j -0.0371813-0.00573623j 0.0342999-0.0287969j -0.024471-0.0183549j -0.0333255-0.0843837j 0.0229396-0.0244593j 0.07848-0.0422362j 
-0.0075068-0.00179239j 0.0192935-0.00539499j 0.000888248-0.00808185j 0.000662897-0.00652471j -0.0134195+0.00236703j -0.000847344+0.00658631j -0.00406242-0.000929244j -0.00818974+0.00804243j -0.0230923-0.00176805j -0.0207192-0.00941567j 0.0113288+0.0229442j -0.0231705+0.011095j 0.00859097+0.0174588j 0.00276377-0.0024565j -0.00714003+0.00775492j 0.0111979-0.01091j 0.0198487-0.0144093j -0.0112591+0.019642j 0.0120018+0.0146573j 0.0062866+0.00562171j 0.00397413-0.0242837j 0.00445943-0.002552j 0.0248227+0.021809j -0.0107877+0.0189759j -0.0340538+0.00596395j 0.00993471-0.0113954j 0.00986381+0.00326766j 0.0135384+0.00491023j -0.0221079+0.0187953j 0.00225805-0.0114305j 0.00876669+0.00179417j -0.00568096-0.0131058j -0.00648092-0.0200673j 0.0178243-0.000240121j -0.00869413+0.0183574j 0.00689656+0.000145559j 0.00824136-0.0111683j -0.00440561+0.0169007j -0.0392074+0.0472434j -0.0433591+0.00231212j 0.0250586+0.000867141j -0.0142576+0.0108296j -0.026657+0.0395626j 0.000101808-0.038982j 0.000840248+0.0245083j -0.00122205+0.017145j 0.00355161-0.0455256j 0.0284279-0.0103876j -0.00579834-0.0605103j -0.0350435-0.0165071j 0.11153-0.0101535j 0.0342284+0.0252577j 0.0309189-0.0109704j -0.0262802-0.0423178j 0.085116+0.0836286j -0.0857599-0.0323048j 0.0436987+0.034489j 0.0215447-0.0326836j -0.046328-0.032195j 0.0197731-0.0356214j 0.0208143-0.00280667j -0.107412-0.118385j 0.00576426-0.024798j -0.0568679-0.0830208j -0.0653632-0.0919673j -0.00746858-0.107699j 0.00289545+0.0565364j -0.0284386-0.0362256j -0.162614+0.0576278j 0.173376-0.0134576j 0.0108094-0.141366j 0.0733+0.0787037j 0.114778-0.164304j -0.0464715-0.0252739j 0.0087787+0.145877j 0.0401631-0.215835j 0.0171182-0.00908069j -0.0755037+0.0560487j 0.0319258+0.167805j -0.128245-0.0293055j -0.133633+0.0426861j -0.0195251+0.0151196j -0.0126054-0.0182792j -0.0425666-0.0632353j 0.00103033+0.0249023j -0.0792465+0.0360236j 0.00651293-0.0730141j -0.0223807+0.00336479j 0.00502684+0.0684989j 0.000791328+0.0278116j -0.00417361-0.015171j 0.0098111-0.0383745j -0.0142662+0.0396616j -0.0200696+0.0354149j 0.0248952-0.00297332j 
