0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
0.00885978+0.0176716j 0.0141988-0.00274874j -0.00467266-0.00925741j -0.0302478-0.0123614j -0.00197936-0.0271658j -0.0408287+0.0110582j -0.00457394-0.0231712j 0.0064604+0.0185074j -0.00844251-0.0160236j 0.0171021+0.00875027j 0.0139861+0.000703441j 0.026236+0.0152046j 0.0229593+0.00595084j 0.00619721+0.0240985j -0.034228-0.00306574j 0.0663394-0.00970751j 0.0445815-0.0616583j -0.036478+0.103539j -0.0248727-0.0163885j 0.0349518-0.0790374j 0.161239+0.157686j 0.0846149+0.115003j 0.0520889+0.027819j -0.0676368+0.000523493j 0.0985283+0.015348j -0.0152573-0.132855j 0.0205758+0.100588j 0.0244486+0.00197976j 0.0657695-0.0148126j -0.019208+0.0899942j 0.011292+0.0773413j 0.11028-0.060265j -0.0107445-0.0726678j -0.0903876+0.017251j -0.112144-0.098191j 0.0106814-0.0121563j 0.202075+0.0408847j -0.153128-0.106652j -0.0908782-0.063942j 0.102156-0.0352235j -0.00683838-0.0469117j 0.0095867-0.11547j 0.0108226-0.0511609j -0.0321532-0.00431602j -0.056516-0.0110105j 0.121657-0.0637158j 0.0133116+0.0251232j -0.0471894-0.0283947j -0.0293791-0.0413715j -0.029429-0.0085877j 0.0465769-0.0154645j -0.0366833+0.0194529j 0.00267788-0.0416488j 0.0158293+0.0358086j -0.0201758-0.0250139j 0.0814611+0.0598498j 0.0266628+0.0211227j -0.00643514-0.0108928j 0.0447669-0.039339j -0.0215493+0.0819043j -0.0295076+0.00737326j -0.0437239+0.0450585j -0.0291422+0.0142058j 0.0156314-0.0373153j 0.0286795+0.00633544j 0.0289313+0.00148429j 0.00226117+0.0207507j -0.0227367-0.00192123j -0.0123147+0.0145627j 0.00997167-0.0063763j -0.0101237+0.0129604j -0.0163453+1.92143e-05j 
0.0117444-0.000538162j -0.0138098-0.0258051j -0.0020119+0.0078366j 0.00152085+0.0208633j -0.0208746+0.011335j 0.039793+0.0134259j -0.000969802+0.0359946j 0.0424239-0.00151926j 0.0131109+0.0629805j -0.0266596-0.0560096j -0.0653676+0.0273267j -0.0208894-0.00831834j -0.0992468+0.00831944j 0.0291704-0.0289372j 0.0794343-0.0513519j 0.0328469+0.0298446j -0.0784634+0.0254044j -0.0504965-0.101118j 0.0142969+0.0384998j 0.000967783+0.128722j -0.077585+0.0441046j 0.0488078+0.0351109j 0.0603726+0.0368347j 0.0799317-0.158595j -0.105146-0.180509j 0.0292104+0.0335553j 0.0537209+0.0509266j 0.0296705-0.0725333j -0.146334+0.129357j 0.170959-0.0305415j 0.0409181-0.100383j -0.077792-0.0770709j 0.125733-0.0234789j 0.0567264+0.0612297j -0.0447555+0.0667519j 0.0197559+0.12153j -0.0580024-0.0711083j 0.05477+0.0687028j 0.0265099+0.08817j 0.0198802+0.0491901j 0.0238168-0.0530378j 0.0408527+0.00519302j -0.0295926+0.0576555j 0.0189243+0.064421j -0.174386-0.0550807j 0.0144138+0.000861706j -0.0421459+0.0220787j -0.028985+0.00288714j 0.0159939-0.0551981j -0.0769013-0.014226j 0.0604051-0.00458104j -0.0954947+0.0126838j 0.0446372-0.0472161j 0.014145+0.0314908j -0.0727359-0.0121465j 0.00819463+0.070704j -0.0208967+0.0288759j -0.0154634+0.0039305j 0.0407663+0.0673879j -0.0304549+0.0604575j -0.0331947+0.0450071j -0.0182159+0.053225j -0.00249065-0.0264755j -0.0388633-0.0561522j 0.018945-0.024395j 0.0146512-0.0080305j -0.0422717-0.0179703j -0.0190377-0.01136j -0.0336823+0.0326315j 0.017025-0.00417646j -0.0228874+0.0186378j -0.0143812-0.00468309j 
0.0222418+0.00307094j 0.0170598+0.0191862j -0.00903119-0.0380126j -0.0290005-0.00297337j 0.0198655-0.0303081j -0.0355769+0.0171249j -0.00181765-0.0391491j -3.88124e-05+0.027007j 0.00454068-0.0151476j -0.0489571+0.0468718j 0.0244643-0.0136536j 0.0583603+0.00553349j -0.00398651-0.0344072j 0.0545938+0.0306735j -0.0206608+0.00947618j 0.0298749-0.0439323j -0.0313288-0.000839876j -0.037186+0.0799454j 0.00114335-0.0740569j -0.00796948-0.0393598j 0.00829713-0.00555188j -0.0403881+0.0421338j 0.0540727-0.0918501j -0.0259379+0.142795j 0.0472246+0.0132434j 0.0607249-0.0760756j 0.054613-0.0391258j 0.00616309-0.0119518j 0.110335-0.0230171j -0.0862525+0.0643927j 0.0142525+0.0653555j 0.0731634+0.0863147j -0.0115624-0.0406657j 0.0333741-0.0463077j -0.0337022-0.0104289j -0.00882919-0.122099j -4.43721e-05-0.0851014j -0.00923416+0.0135233j -0.0901764-0.15181j 0.0779109-0.0679297j -0.0167448+0.0498382j -0.00342906+0.0157922j -0.0611508-0.0223601j -0.0368914+0.11529j 0.0648488+0.0192676j 0.0426702+0.0735663j 0.00029633-0.00814137j 0.0105294+0.00163527j -0.0529964+0.00619606j 0.0305802-0.0512622j 0.00641657-0.0136842j -0.00855244-0.0279228j -0.0156906-0.0769189j 0.0143585-0.0272207j -0.00554289+0.0135847j 0.0423336-0.0242358j -0.028268+0.0967734j -0.0102151+0.0151191j 0.0262262+0.0299484j -0.0139508+0.0414373j -0.0199578-0.00574144j -0.0221767+0.0455302j 0.00761361+0.0180713j -0.0109945-0.0162268j -0.0361395+0.0124612j -0.0234461+0.04544j -0.0367511+0.00886486j -0.0103678-0.0222374j 0.015732+0.00475259j -0.00159842-0.0054678j -0.00509047-0.0137241j -0.00254502+0.0077777j 
-0.0126162-0.000898214j -0.0077476-0.0179225j -0.0272796-0.000262646j 0.0166359-0.0131988j -0.0170593-0.0206506j -0.0238264-0.0281442j 0.00146981+0.0043831j -0.0040278-0.0214338j 0.00219951+0.0303608j -0.0252008-0.0345315j -0.0378629+0.013513j 0.0179932-0.00926862j -0.00638669-0.0466018j -0.0121234-0.0432391j -0.0265761+0.029131j 0.0365581+0.0102299j -0.0553916-0.0128453j 0.00640601+0.000112707j -0.0510333-0.028667j -0.0152512-0.020919j 0.00439855-0.0786789j -0.019982+0.0116779j -0.0465627+0.0311739j -0.0223982+0.0526509j 0.0617613+0.0794844j -0.0681901-0.00848167j -0.0253879-0.0527737j 0.00140907-0.0348222j -0.0418816-0.026994j 0.0166105-0.0340586j -0.0131629-0.0902008j -0.12967+0.0274877j 0.0990609+0.0313555j -0.0527601-0.0502735j 0.0296994+0.0662169j -0.0134547+0.0611199j -0.0681129+0.0377969j 0.0437771-0.0579196j -0.0819866+0.0818034j -0.039352+0.0414492j 0.00101989-0.00130458j -0.0136451+0.0737927j -0.0163851+0.0110156j -0.0140592-0.110402j 0.135263+0.0640142j -0.0197858-0.0290223j 0.0522989-0.0546915j 0.0426035-0.0104223j 0.0918905-0.0451058j 0.146259-0.0588887j -0.0304594+0.0325818j 0.0504233-0.0688673j 0.050976+0.0232077j -0.0695948-0.0189405j -0.0334126+0.0110382j 0.0894425-0.107062j 0.14466-0.0271792j 0.0452871+0.021699j 0.0907212+0.124995j -0.0159816-0.0836378j 0.0880488-0.0720319j 0.0130637-0.0427871j 0.0466223-0.00452429j -0.029216-0.00852933j -0.00813475+0.00157393j -0.0289728-0.0329685j -0.0685285-0.0739623j 0.0410924-0.0791166j -0.11024-0.0735007j -0.0471753+0.0778159j -0.0384573+0.0101336j 0.0684075-0.0793789j 
-0.00878076-0.0203796j -0.00552076+0.0105263j 0.0340992+0.00699208j -0.0114189-0.00438226j -0.0105093+0.0204764j 0.0447456+0.00120501j 0.034279+0.0459878j 0.0141384-0.0682839j 0.0335289-0.0125568j -0.00622756+0.0343362j 0.0338868-0.0255559j 0.00645483-0.0536466j 0.0323259-0.0360736j -0.0794908-0.0190755j 0.0125384-0.00415709j -0.0626495-0.032433j 0.0843525+0.0171453j -0.00142037+0.164671j 0.0500864+0.0810911j 0.0272535-0.0950153j -0.0507534+0.0552949j -0.0532991+0.00273515j -0.0392752+0.0283847j -0.065466-0.0440271j 0.0573641+0.00944339j -0.00704732+0.0749725j -0.00591747+0.100872j -0.0533622+0.0351246j 0.0241043-0.0240162j -0.0289375+0.0496928j 0.0131143+0.0320402j 0.0198805+0.000483808j 0.0845192-0.0184301j -0.0051417+0.080921j 0.0362419+0.0405093j -0.0838838-0.0119207j 0.0341766+0.0482024j 0.0570932-0.0801004j 0.0221645+0.0402004j -0.114749+0.0733433j -0.00801467-0.077417j 0.045993+0.00544149j -0.0353403+0.0171325j -0.122845-0.149297j 0.0393174-0.0598112j 0.0505353-0.00749985j -7.03883e-05+0.0424874j -0.089699+0.00226574j 0.025552+0.0225477j 0.000817135-0.0100814j 0.0165422-0.0581945j 0.0630156-0.0428832j -0.0233961+0.0367576j 0.0196796+0.0409739j -0.00435289-0.0176476j 0.00663322-3.85796e-05j 0.0834616-0.00126559j 0.0445221+0.0489993j -0.0737455+0.0214418j 0.00823389-0.0587825j 0.0342871-0.0465512j -0.0325446+0.0414154j 0.0153291+0.0676367j -0.0344662+0.0800508j -0.0544823-0.0294711j -0.00384508+0.0586469j -0.0137958+0.0338924j 0.0111238+0.0237376j 0.0151194-0.00119929j 0.00266855-0.0185264j -0.000839572-0.0200379j -0.000236846-6.16398e-06j 
0.00150487-0.00444134j -0.0201737-0.0159799j -0.0133373+0.021857j 0.000882583+0.00389663j -0.031792+0.0324299j 0.0194161-0.0033026j 0.0088774-0.00150874j 0.000555382+0.0019015j 0.018458-0.0639157j 0.0164065+0.019001j 0.0227903-0.0419576j -0.014666+0.0295971j 0.0170831+0.000438794j 0.0347794+0.00549266j -0.0109242+0.00932352j -0.0436508-0.027296j 0.0441447-0.0583891j 0.0887725-0.0149936j 0.0838924-0.0202188j -0.132231-0.0311836j -0.0171785-0.0490285j -0.0818425-0.0208802j -0.0426419-0.105851j -0.0240197+0.0492718j -0.0761283+0.0486514j 0.0737792+0.025895j -0.100805-0.0858385j 0.0817471+0.0622298j 0.0409026-0.00348103j -0.0454996-0.0669906j -0.0171497+0.129954j -0.0404496+0.106147j 0.0294881-0.064387j 0.0310436+0.0249528j -0.071155+0.107613j 0.024163-0.0395346j -0.0798759-0.109071j 0.0853248+0.134459j 0.075459-0.114785j -0.0580132-0.0261394j -0.085516+0.00778958j 0.0312912-0.000379966j 0.0396961-0.0671939j 0.0473633+0.157054j 0.00724489+0.00918402j -0.0605046+0.0201085j -0.000767526+0.00696126j 0.00100202-0.0141949j 0.00376158-0.0796176j -0.0985446+0.0299845j -0.0619929-0.0797773j 0.00818554+0.00782968j -0.00136269+0.0757248j 0.0543577-0.0251576j 0.00627472-0.0768165j 0.0219017+0.0840821j -0.0667263+0.102709j 0.0447843-0.0243962j -0.00340748+0.0106549j 0.0423368+0.00717241j -0.0116604-0.0186068j -0.00960276-0.00956123j 0.0657273-0.0470266j -0.0214472+0.0492191j 0.0102913+0.0240353j -0.0438654-0.0282494j 0.0145674-0.0218336j 0.00636791+0.00374502j 0.0302446-0.00776003j -0.0179572-0.0226553j 0.0268612-0.0039841j -0.00681736+0.013365j 
0.0133882-0.00317069j -0.0230563-0.00136324j -0.026835+0.00344363j 0.0109764+0.0207239j 0.0268956+0.00698014j -0.0307623+0.0126336j -0.0172611-0.0424365j 0.00196182+0.0334746j -0.00371651-0.0178918j 0.0185976+0.0545379j 0.0300922-0.0219574j -0.00865984+0.0365586j 0.0829326+0.0679899j 0.0288523-0.00658861j -0.0340803+0.0266483j -0.00921743-0.00453093j -0.0533269-0.053853j 0.120372+0.0112772j 0.0275274-0.032941j -0.00647849+0.0136143j -0.00353231-0.00703271j 0.0387602-0.0169675j -0.0179686-0.00765528j -0.0387766+0.0332717j 0.0205731+0.046521j -0.0688971+0.00911187j -0.0177107-0.0119612j 0.0345298-0.00282883j 0.0389316-0.0392114j -0.0544024-0.0108101j -0.00510016+0.0216881j -0.0173284+0.00981094j -0.0320249-0.0322574j -0.0181885+0.0461191j -0.0479576+0.010071j 0.0117436+0.0345708j -0.0238635+0.0525769j -0.00236693+0.00611064j 0.0301104-0.0374675j -0.015157-0.0114269j -0.0275054-0.00412176j -0.0895777-0.00705721j -0.00900439-0.127885j 0.0158438-0.0789047j 0.0675772+0.0232799j -0.0799489-0.0171526j 0.059952+0.00243851j 0.0634505-0.0187959j 0.0110028-0.0209829j -0.0494427+0.013582j -0.101454+0.00173583j -0.00174446+0.0433514j -0.0342104+0.099031j -0.0213685+0.015445j 0.0622626-0.0139308j 0.01456+0.100891j 0.00868667-0.0361314j 0.00978049-0.000249936j -0.0348498-0.0505897j 0.0144383-0.0178239j 0.0150098+0.00703561j -0.000556153-0.00966294j -0.044125-0.00801519j 0.0100409+0.0422852j -0.0477546+0.0130628j 0.0356552+0.0418675j 0.0106062+0.0281279j 0.0283759+0.0223961j 0.0441445-0.0315769j -0.0619842-0.0201193j 0.0383906-0.0430803j 0.0268963+0.0161137j 
0.0212606+0.0121443j -0.0206473-0.0166887j -0.0199922+0.0133602j -0.017125+0.0321931j -0.00941343+0.0168578j 0.00683334+0.0125902j 0.0128701+0.0305319j 0.0327778-0.0422878j 0.0137327-0.0254431j 0.055073+0.0350358j 0.00495668-0.0314606j -0.0264547+0.0148039j -0.0164234+0.0158902j -0.071109+0.0158802j -0.0428449-0.0519127j -0.0227151-0.0507072j -0.0798899+0.0964912j -0.0160796+0.0752385j 0.117729-0.049238j 0.0926359+0.0635779j -0.128342-0.0529079j -0.0211018-0.0939385j -0.0270789+0.0227784j 0.0615732+0.110853j -0.00327534-0.116821j -0.0220835+0.0660229j 0.0386421+0.0848045j 0.0423014-0.0255323j -0.0485495+0.0216238j -0.00898912+0.0949729j 0.0998709-0.0326485j -0.00802372-0.0638752j -0.0501842-0.0850478j -0.0555-0.0152237j 0.0108072-0.0182508j 0.0631126-0.112218j 0.107368-0.0367927j 0.0800553+0.0554736j -0.0306048-0.0663774j -0.122689+0.0405113j -0.0146844+0.0643487j -0.020126+0.0770958j -0.0246887-0.125978j 0.0138157-0.0527764j 0.0589588+0.0197336j -0.031181-0.00737894j -0.0689878+0.0448544j -0.0112546-0.0189637j -0.150886-0.0333735j -0.0533668+0.0350697j -0.0215128-0.0344473j -0.024924+0.0214324j -0.0326747+0.00985857j 0.0270317+0.0608466j 0.0496251-0.0161679j 0.0169389+0.0857629j 0.0272079+0.0142629j 0.0745975+0.00900587j -0.0370963-0.041826j -0.0255599-0.0126724j -0.0169487+0.0336765j -0.00571477+0.0631985j -0.00449289+0.0338296j -0.0190798+0.013732j -0.00291363-0.00821427j 0.0687899+0.0363315j 0.0172348+0.0612065j 0.00821625+0.0614784j 0.021634+0.022468j -0.0139702-0.0461985j 0.0263298-0.0137591j -0.0350603+0.0188948j 
-0.0195381+0.0044091j 0.00568674-0.0046893j -0.00316416+0.013168j 0.0208592+0.000281649j 0.00510684+0.00523923j -0.0120715-0.0280717j -0.0146255-0.0235657j 0.0168518+0.00414462j -0.0209579-0.0415062j 0.0434981-0.0443536j -0.020619-0.0653757j 0.00454722+0.0268071j 0.0333744-0.012348j 0.00542393-0.0439129j 0.043073+0.0339775j 0.0184496-0.0561177j -0.102802+0.0286466j -0.0295676-0.020124j -0.0582745-0.0261741j 0.0112514+0.0896068j -0.0296311+0.0250514j 0.0168344+0.0391118j 0.0998343+0.0487361j 0.0300523-0.0549177j 0.00261719+0.00491408j -0.0211176-0.0542389j -0.0303982-0.0405381j 0.0121476-0.0770792j -0.0133751+0.0644753j 0.0913037+0.0279817j -0.0938416-0.0909518j -0.0817366-0.0111332j -0.0393762+0.0198636j -0.0367975-0.109101j -0.0380584-0.0268383j -0.00549881-0.0383444j 0.0430778+0.00678617j 0.0444752+0.0145274j -0.0383952-0.0306493j 0.0614932+0.0217841j 0.0293142+0.0534614j -0.0782629+0.00294899j -0.0129909-0.0128478j 0.0435155+0.096976j -0.0262039+0.0249897j -0.0623091+0.0666415j -0.00277959-0.00939742j 0.0609872-0.045268j 0.00317205-0.0070552j 0.0291062-0.0686722j -0.031158-0.0955818j -0.0360222+0.022619j -0.00775182-0.0515877j -0.0532423+0.00621017j -0.0243144-0.0161118j 0.0167822+0.0474052j 0.0137824+0.0903628j -0.0592092+0.00153718j 0.142074-0.00980165j 0.0346446+0.0763555j 0.0377046+0.0854303j 0.0398614+0.044392j 0.0470024-0.0209546j 0.00265128+0.0728691j 0.0503546+0.0756789j 0.0237545-0.0645934j 0.0602604-0.0199104j 0.020872-0.00575457j -0.0353617+0.00637743j 0.0186232-0.00293068j -9.98785e-05+0.0303756j -0.00569803+0.000738301j 
-0.0138002-0.0276473j 0.00237944+6.00992e-05j 0.0322638-0.00554265j -0.000287369-0.0041939j -0.00815914+0.0146122j 0.0479293+0.0203957j 0.0151793+0.0413114j 0.0665436-0.0376244j 0.023014-0.0096623j -0.00835757-0.0285712j 0.0895656-0.054566j 0.0287418-0.0622443j 0.0778246+0.0407309j 0.0210318-0.0893563j 0.00480036+0.0879302j 0.00964853-0.0177516j 0.0178436-0.0964246j 0.0264747+0.0257395j -0.0541929+0.00766901j -0.0256496-0.0253958j 0.0351684+0.0576022j 0.047424+0.0140291j 0.0284036+0.00825969j -0.0484422-0.0163452j 0.0485192+0.0158197j 0.0863116+0.00584867j 0.0156497+0.0590942j 0.034925-0.000762611j 0.0679321-0.0297246j -0.0396829-0.0545522j 0.0826365-0.0171172j -0.0171432-0.0290438j -0.00569995+0.00387687j 0.0589647+0.0671881j 0.0426668+0.0204295j -0.0345812-0.0188242j 0.002445+0.0121027j 0.0184068-0.062957j 0.103913+0.0397256j -0.0379083+0.0509358j -0.0192327-0.0181024j -0.0383647-0.125144j 0.0528595-0.0270978j -0.0335946-0.115665j -0.0192355+0.0294763j 0.00668221-0.0626226j -0.0242257+0.0307476j -0.00912983+0.0940328j 0.0936138-0.0116736j 0.0327113+0.025072j -0.00829474-0.0345202j -0.0308761+0.044079j -0.0292502-0.0503954j -0.0481667-0.0464376j -0.032071+0.0514084j 0.010757+0.0278746j 0.0109835-0.0303571j -0.0716662+0.00732185j 0.00913765+0.0455915j -0.000759894+0.00133062j 0.00605208+0.0133838j -0.0576536+0.070279j 0.00990966+0.0591389j -0.108902+0.0231687j -0.0320931-0.0630076j -0.0665664+0.0400776j -0.0257056-0.0338579j 0.0107249-0.021129j 0.00139648-0.0147714j 0.00289523-0.00302804j 0.00644068-0.00373635j 0.00766601+0.00529786j 
-0.0215684-0.00554279j -0.00616832-0.0159517j 0.00159585+0.0284385j 0.0183063-0.0156593j 0.0103774+0.0038343j -0.0309986+0.00377085j -0.0164886-0.0295734j 0.00141935+0.0421375j -0.0734636+0.0160505j -0.0203424-0.0721633j -0.0534622-0.0547974j -0.0359684-0.00807332j 0.0404494-0.0136691j 0.0251065-0.0263274j 0.0466232+0.0125112j 0.0254026-0.0450679j 0.00244918-0.0689882j 0.0101709-0.0146601j -0.0478905+0.00929861j -0.025019+0.040297j 0.114875+0.0823859j -0.00866332+0.0628286j 0.012291-0.0107317j -0.0591536-0.0878721j -0.00232695+0.0641573j 0.0483755-0.00644533j -0.0570591+0.00827758j 0.0137295-0.0698286j -0.0347503-0.0495595j 0.00601685-0.0959584j -0.0119328-0.0421901j -0.0847433-0.0659403j 0.0301553+0.0552151j 0.0173122+0.0846981j -0.0432923+0.0602321j -0.00878499+0.14154j -0.00557575+0.0684371j -0.0338762-0.0615766j 0.0705573+0.0470727j -0.0282538+0.00475442j -0.0110672-0.109223j -0.0558642-0.00963153j 0.0185529-0.0323274j 0.0462704-0.0425944j -0.0572656+0.037194j -0.0698112-0.0419066j 0.0166716-0.0299401j 0.0171486-0.0115742j 0.0922929-0.0944402j -0.0283292-0.0101393j -0.0594313-0.033218j 8.05584e-05+0.0246683j 0.0350564+0.0614181j 0.0172584+0.0143404j -0.00216396-0.0071628j 0.00199584+0.020987j -0.0354151+0.00963475j -0.0128897+0.0124638j -0.0793345-0.0342686j 0.0145271-0.0712982j 0.0276081+0.00118009j -0.00592348-0.0478912j -0.023268-0.0254502j 0.02284-0.0232442j 0.0457046-0.0219244j -0.0023222-0.0466934j 0.045536-0.0289851j 0.0442712+0.0210736j -0.0192054-0.0465483j -0.0170582+0.00708071j 0.00719503-0.0107473j 0.0319695-0.0077253j 
0.0309107+0.0118755j 0.00441406-0.0143192j -0.0204835-0.0224766j -0.0294543+0.0116254j -0.0350738-0.00443843j 0.0388283-0.0254363j 0.079458+0.0234082j -0.0335093-0.0359718j 0.0374147+0.0225869j 0.00551509-0.013316j 0.0417673+0.0288856j 0.0372431-0.0439554j -0.0691328+0.01891j -0.0853143+0.031791j 0.00976056-0.0381893j 0.00277932+0.0320408j 0.010159+0.106407j -0.0339049-0.0318197j 0.0906783-0.0182382j -0.0705644-0.0207547j -0.0542277-0.0556863j 0.0649371-0.0310546j -0.074936+0.0695192j 0.107788-0.012889j -0.120347-0.0596906j -0.144803+0.0401834j 0.0506628+0.0734985j -0.00580319+0.15534j -0.0249266-0.0375357j 0.0117487+0.011833j 0.0636928+0.00646616j -0.0583415-0.0318296j -0.0032805-0.0929536j -0.0915601+0.00514309j -0.00390833-0.0211632j 0.0753748-0.000280842j 0.104141+0.0402501j 0.031213-0.0732631j -0.0886655+0.0620177j 0.0140522+0.0616514j -0.0334778+0.0304458j -0.0576749-0.0132138j 0.0442523+0.0825916j -0.0422942+0.0196511j 0.0717292+0.0558009j 0.126699-0.0376104j 0.00732644+0.0119331j 0.0468024+0.0481837j 0.0242716-0.0424318j 0.0652438+0.0721294j 0.0400297+0.0686647j 0.0429413+0.0207141j 0.0289796+0.0186814j 0.0437936-0.0481125j -0.00479597-0.0101703j 0.0644807-0.0581886j -0.103342-0.0115011j -0.0228521-0.0214064j -0.0409712-0.0264306j 0.00920923-0.0406651j -0.0354196-0.021117j 0.0167873-0.0044577j 0.000428964-0.0449989j -0.00108181-0.0423709j 0.0147498-0.0452862j -0.0621997+0.0518707j -0.0641728-0.0251216j -0.0415792-0.028101j 0.0253957-0.0212788j -0.0158318+0.00455371j 0.0053176+0.00320355j -0.0014327-0.00396083j 
0.00285401+0.00753768j -0.00293075-0.0163735j -0.0111043+0.000684026j -6.58409e-05+0.0109131j -0.0355793+0.0211929j 0.00353814-0.0148526j -0.0301613+0.00218921j -0.00301452+0.0122954j 0.00286859-0.0217981j 0.00613516+0.0253135j -0.0280239+0.0636161j 0.0184725+0.0584364j -0.0219-0.00857154j 0.030352+0.0158781j -0.0745941+0.0027257j 0.0640551+0.0860153j 0.0408959-0.0426396j 0.0409234-0.0234171j -0.0343012+0.0202971j -0.0219209-0.0541792j 0.107577+0.010179j 0.0135095+0.0192592j -0.0152918-0.00143451j -0.0222443+0.0551415j 0.092901+0.0559664j 0.0146132-0.0894785j 0.00520283-0.0133336j -0.0118621-0.0108377j 0.0036436+0.0120927j -0.0707549+0.0841212j 0.01297+0.00956447j 0.10437+0.000875175j -0.0243292-0.0398485j -0.0607539+0.0368521j 0.0125874-0.0335358j -0.0105227+0.0964268j -0.0561373+0.0183747j -0.125109+0.0350836j 0.00275233-0.0111457j 0.0333692-0.119878j -0.00695641+0.000223163j 0.0631957+0.0516863j -0.00646456-0.0369682j 0.0461315-0.000542238j 0.00448893+0.0288294j -0.0314978-0.0539578j 0.0193981-0.0374463j -0.107314-0.000619739j -0.142964+0.059646j -0.0395054+0.00135799j 0.00766112+0.0829414j -0.0179207-0.0570615j 0.0704654+0.00397999j 0.00587649-0.0152636j -0.00608307-0.0034467j -0.0252581+0.000229974j 0.0252217+0.107093j 0.086231-0.00622329j 0.0736412+0.0820441j -0.0204612+0.0648456j -0.014514-0.0230419j 0.0129793+0.0352201j 0.0646557-0.0117559j -0.0154294+0.0421091j 0.0154603+0.0561335j 0.0044677-0.0605168j 0.00450854-0.0044721j -0.01161-0.00210472j -0.0246727+0.0373806j 0.0304779-0.00870874j -0.010479+0.0298452j -0.0289752-0.00768738j 
-0.00347635-0.000933324j -0.00431098-0.0425806j -0.0186464+0.0185094j 0.0485518+0.00769916j -0.00863536-0.0153651j -0.0155532+0.00522337j -0.0276377-0.0153508j -0.0395211-0.0851108j 0.0119153-0.122764j 0.0638735+0.00708317j -0.032439-0.0634639j 0.00539899+0.0324679j 0.0121363-0.0910351j -0.04002+0.00746564j 0.0156403+0.0162763j 0.0508427-0.0768316j -0.0259264-0.0778572j -0.00493049+0.101636j -0.0161771-0.00972271j 0.0183308+0.0280265j -0.0116117-0.0763894j -0.00526195+0.0574439j -0.0172438-0.0500002j -0.00179933+0.0353892j 0.0632445-0.0216974j 0.0134207-0.041529j -0.0460645-0.019481j 0.0250094-0.00549554j -0.0221866+0.0536302j -0.0977026-0.0636353j 0.0402751+0.0202902j -0.0247774-0.0332922j 0.122896+0.0395146j -0.010534+0.0161011j -0.053167+0.00324425j -0.017887-0.0877158j -0.0646945-0.0381307j 0.0203929+0.09776j 0.00762379-0.0509358j 0.037721+0.0403409j 0.0164955-0.0439179j -0.00701683-0.0773488j 0.0152075-0.0937598j -0.00594648-0.167162j 0.0132206-0.0355738j -0.000768464+0.0013865j 0.0470656+0.0389007j 0.0270166+0.0421655j 0.0301909-0.0400032j 0.0306968-0.0297795j 0.00133146-0.109681j 0.0732242-0.0703734j 0.0399194-0.06411j -0.0911481-0.00675146j 0.00911922-0.028633j 0.0494381+0.0371497j -0.100175-0.0214366j -0.0461901-0.0423741j -0.0281969+0.0245638j 0.0147673+0.0310978j -0.00260932-0.04179j -0.0315867-0.0530585j -0.0197479-0.0902519j 0.053458-0.0369911j 0.0440159-0.0549643j -0.0115644+0.00806192j 0.00969536+0.000678532j -0.0156282-0.00151297j -0.0538214+0.0123711j 0.00899471+0.015049j -0.00907949+0.0549089j 0.0116769+0.000667851j 
