-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
-0.0578653+0.0625106j 0.00761814-0.0139513j 0.00683003+0.0493275j -0.0351975-0.079427j 0.141194+0.0767601j -0.068432-0.0177901j 0.0225187-0.0944983j 0.0757163+0.0448024j 0.0404649-0.0311264j 0.0167768-0.0257803j 0.0118797-0.00520809j 0.021822-0.0535665j 0.0403942-0.0507103j -0.0464874+0.0302912j -0.0656338+0.182336j 0.0497607+0.123832j -0.0123954+0.0194566j 0.00804479+0.00919577j 0.0348082-0.0996717j 0.0196615+0.0171923j 0.0592707-0.0228643j -0.120181-0.0409728j -0.118637-0.0288088j -0.0690528+0.105817j 0.0444308-0.0586795j 0.00782423+0.0902052j 0.0218014+0.0135851j 0.0175025-0.0602466j 0.0340155+0.0623533j 0.00424071-0.0565275j 0.0430851-0.0498112j -0.0424398+0.0457957j 0.0373762-0.0127574j -0.0337314+0.105442j 0.000199128-0.0270826j -0.0135162+0.00451223j -0.0123868+0.0518112j 0.0161883-0.0350745j -0.017504+0.0547959j -0.0735768-0.050009j -0.0488692+0.0200671j 0.0114807+0.0131621j -0.0185024+0.0195582j 0.0219275+0.0505642j -0.0603674+0.00123784j 0.047269+0.0336872j 0.00831206+0.0669402j -0.0144-0.0445618j 0.0418527+0.0461554j 0.0199834-0.0534479j 0.0138468-0.0450884j -0.00696228-0.0173335j -0.0207735+0.0539766j -0.036401+0.00801104j 0.0421507+0.073322j -0.0110728+0.0306786j 0.0119651-0.0426147j -0.00602836+0.0585991j 0.0463218-0.046535j 0.000360499+0.0186027j 0.0078034-0.0459213j -0.0177801-0.074979j -0.0300631+0.00816669j -0.0113379+0.0352248j 0.0087954+0.020446j 0.0331525+0.0559816j 0.0160641-0.0445624j 0.0248591+0.0185336j -0.0089754-0.0165101j 
-0.0148872+0.0360069j 0.0181223-0.0397902j -0.0111221-0.0999411j -0.00153205+0.0566598j 0.0777062-0.133915j -0.0109059-0.102603j -0.0454246-1.88842e-05j -0.0725609-0.0155195j 0.0775227-0.0429434j 0.0487445+0.0524737j 0.053516+0.0832274j 0.00987915-0.129579j -0.09225-0.16811j -0.00276979-0.0375319j -0.0752966-0.0609067j -0.0612829+0.0459842j -0.108724+0.00593704j 0.0649034+0.0270642j 0.0219983-0.00791599j 0.110909-0.0821615j -0.0441786+0.0500593j -0.0552433+0.0283583j -0.032216+0.080546j 0.0239855+0.0335972j 0.00995278+0.0534802j 0.0696784-0.000701803j -0.101707+0.0206382j 0.0660289+0.0498714j 0.0303569+0.0428049j 0.0253951+0.01233j 0.0555175+0.00504621j 0.0525596-0.104965j 0.0238858+0.0740543j 0.0936408+0.0520209j -0.0264789-0.0339261j 0.022827+0.000859872j 0.00106128-0.0414019j 0.00876556+0.00164229j -0.0675644-0.00541433j 0.124177-0.0168742j -0.195774-0.0901017j -0.0313553+0.104731j 0.00593041+0.00199116j 0.15011-0.00304042j 0.0509837+0.00162494j 0.038988-0.0752101j -0.0344491+0.0658098j -0.0020506-0.0867081j -0.00706787+0.0983204j -0.0724957-0.0124937j -0.0834728-0.00745368j -0.0171604-0.107078j -0.00090914+0.0310161j 0.0717073-0.0381981j 0.0346879+0.04029j 0.003056+0.0167652j -0.0774791-0.0411061j -0.0234932-0.0307571j 0.0519679-0.0188j -0.0421389-0.00921273j 0.0861441-0.0222012j 0.0840547+0.0490572j 0.0511969-0.0161389j -0.0137582+0.0960016j 0.0103239+0.0136433j -0.0459753+0.0473595j -0.132478+0.0847217j -0.0150239+0.00655984j -0.0780262-0.00126526j 
0.0204218+0.00549577j -0.0196976+0.0732421j 0.0452474+0.194779j 0.0435338+0.0349473j -0.0406091+0.0260419j -0.015216-0.0290989j 0.0550374+0.0231414j 0.0284939-0.0662151j 0.0884981+0.0797003j 0.0444742+0.000220525j 0.017709-0.0719043j 0.0235506-0.0453268j 0.0745748+0.00312388j 0.019452+0.0341392j 0.0369253+0.0811883j -0.0190546+0.0310261j -0.0145324+0.00611467j 0.0900934-0.0924779j 0.00977184+0.0237821j 0.107752+0.0863708j -0.0394847-0.136956j -0.103814+0.0113561j 0.0090121-0.00826214j -0.0118551-0.0164231j 0.00711522+0.00170158j 0.064153-0.071728j -0.0574693+0.114588j -0.0244329+0.039898j 0.00115616-0.0874444j -0.0267209-0.021576j 0.099214-0.0164104j 0.0443503-0.0393568j 0.138421+0.0730182j 0.0475564-0.0355638j -0.0196947-0.00883615j 0.0252807+0.0564273j 0.00310258+0.0686557j -0.0939792-0.0622385j -0.0113674+0.0531827j 0.00172486-0.106854j -0.0371355+0.00976984j 0.0157433+0.0106857j -0.0281392-0.0246718j -0.0459244+0.00591683j -0.0894076+0.0319139j -0.0150994+0.146329j -0.0471426+0.00652805j -0.131929-0.197357j -0.0341051-0.0364141j -0.155311+0.090982j -0.214341-0.0714764j 0.142594-0.0617939j -0.058963+0.134851j 0.038479-0.0178682j 0.00870405-0.0550865j 0.0381884+0.0536076j 0.0247603-0.0339507j -0.0596878-0.0134688j 0.0405011-0.0323005j 0.00593935+0.0768515j 0.0539751+0.0136412j 0.0792008-0.0838188j 0.0086745+0.0531063j 0.0104017+0.0296914j -0.0255542+0.0141011j -0.0507563+0.0257955j 0.0407169+0.0712108j -0.0899109-0.0374509j 0.0582736+0.0449238j 
-0.0560868+0.00897265j -0.00125237+0.0398281j 0.0304427+0.0422599j 0.0222024-0.0285351j -0.12359+0.117151j 0.000810137+0.0729081j 0.0660811+0.00170922j 0.0363868+0.0095603j 0.0247081+0.0342828j -0.0485996-0.0818108j -0.080506+0.0447099j -0.013694-0.0589082j -0.0279889-0.0878098j -0.000260096-0.0230386j -0.0355856-0.0580934j 0.0585341-0.00969429j 0.0109317+0.0878335j -0.139871+0.0367279j 0.0560208-0.00316419j -0.0480731-0.0729783j 0.00684788-0.077445j -0.0280721-0.076129j -0.135966-0.0331722j 0.106925+0.00422477j -0.0637874-0.0384877j 0.0171874-0.0638944j 0.0556216+0.00959809j -0.0116945+0.0179765j 0.019398+0.0371172j -0.0142457+0.00565157j 0.0164789-0.0481711j 0.0276912+0.056917j 0.0492533+0.0221674j 0.0790101-0.0674925j 0.0405053-0.0176649j -0.0432563+0.0439907j 0.0589544-0.0610085j -0.0798596-0.0134645j 0.0328603-0.0483089j -0.00920626+0.0250713j -0.0422571-0.028177j 0.0368004-0.0138478j -0.146968+0.0471728j 0.104483-0.0118451j 0.026281+0.00124526j -0.00219539+0.0207837j 0.0519246+0.0553389j 0.02878-0.0405029j 0.0867154-0.0289858j 0.093399-0.00343216j -0.07204-0.0599166j 0.0180559+0.0437454j -0.0373143+0.00983372j 0.0112069+0.00843926j -0.0790668+0.0157107j 0.034706+0.0710574j 0.0572121+0.00912174j -0.0149122+0.00935787j 0.0551012-0.0380983j -0.0504092+0.0569566j -0.0181547+0.0197829j -0.018005-0.0129572j 0.0823423+0.0094598j -0.0319346+0.00153542j -0.00393068-0.0147824j 0.0860057+0.0440926j -0.00707269+0.100793j -0.0856214-0.0503358j -0.000905497+0.00789283j 
-0.0236552+0.00733044j 0.0134349-0.0128437j 0.0758906+0.196133j -0.00250095-0.015146j 0.117022-0.136775j -0.0790078-0.190074j -0.0861995+0.0579355j 0.0485621+0.0628466j 0.023256-0.101374j 0.0917571+0.0790254j 0.0610857-0.00276928j -0.0561374+0.00844373j 0.049607-0.00469815j -0.0289357-0.0452235j -0.0393792-0.0295095j -0.0192152+0.0674219j -0.0122049-0.00428228j 0.064801-0.0298078j 0.00705903-0.0985895j 0.0478281+0.0855657j 0.14349+0.0699697j 0.102386+0.0229813j 0.0921418+0.0413541j -0.0309716-0.109537j 0.00596842-0.100636j 0.00735029+0.0753453j 0.0582982+0.0505191j 0.0423998-0.00560227j -0.0132183+0.0295775j 0.0155992+0.0395392j -0.0400096-0.00179684j 0.0147104+0.0653687j -0.0342449-0.0531259j 0.0062922-0.0294912j -0.00658769-0.0336254j 0.017038+0.0237153j 0.0191859+0.0742988j 0.0399731+0.0811684j -0.0634773+0.0359066j 0.0398232+0.0477933j -0.0254938+0.0243989j -0.0395305-0.034619j 0.0434299-0.0194978j -0.0597605-0.0407833j 0.0339985+0.0253782j -0.0494408+0.0144732j -0.0312205+0.000993088j -0.0589409+0.00530219j -0.0427413-0.0049744j -0.0428465+0.0017691j 0.00535705-0.00531745j -0.0171799+0.0334324j 0.0570872-0.0296666j -0.03534-0.0666464j 0.0258625-0.0654645j -0.0457833-0.0176016j -0.00664677-0.0598419j 0.00863558-0.0453873j 0.0134081-0.00530765j 0.00418412-0.048044j 0.000357323-0.0394655j -0.0177434-0.0072161j -0.0856716-0.101044j 0.0249726-0.0571094j -0.0697985-0.0258442j -0.00932911-0.0355057j 0.0337296+0.0143847j 0.0596742-0.0551046j 0.0494296+0.0242511j 
-0.0514037-0.0227285j 0.00408341+0.0498924j 0.0583338+0.149572j -0.0735738-0.108407j -0.0719935-0.0415226j -0.04437-0.0289999j 0.0599626+0.120176j -0.0712504+0.0270616j 0.040917-0.070492j 0.018805-0.0807624j 0.0664932-0.0498306j 0.0409595+0.0814352j 0.00211512-0.0288104j 0.0954331+0.0129942j 0.000453795-0.019856j -0.0821267+0.0554292j 0.0249499-0.0206084j -0.0219658+0.02845j 0.0233094-0.0202285j 0.0125047-0.025851j 0.0395504-0.0411133j 0.0288523-0.0834045j -0.103633-0.0518842j 0.0517542-0.0395061j 0.0526098+0.044391j -0.00680437-0.0409048j 0.0565044-0.0438061j 0.00696914-0.0293478j -0.00933647+0.101062j -0.0312599+0.0397987j -0.0129744-0.128014j 0.0292836-0.0227873j 0.00207304-0.080496j -0.00213967+0.0258329j -0.00906191-0.0448314j -0.0525369+0.0450657j 0.0549504+0.109274j 0.0127656+0.0196858j 0.0273352+0.0835881j 0.00116837-0.00625323j -0.00857037-0.0289872j 0.00768814+0.0329347j 0.0499084+0.0146624j 0.0457714+0.0447947j -0.10032-0.00731415j 0.0450382+0.0235776j -0.0136392-0.0288459j 0.0191175+0.00334057j 0.00400307+0.046539j -0.127859-0.131744j 0.0720139+0.0932179j -0.0213604+0.00572802j 0.0248746-0.0990059j -0.0552691-0.0325528j 0.00918418-0.0287826j -0.0665625-0.000550748j -0.0975222-0.0457104j -0.0287061+0.0137341j 0.0434537-0.0153102j 0.0389389+0.0478624j -0.0275528+0.0312515j 0.00209878+0.0286337j 0.0107299-0.0291582j 0.0216657-0.00360896j 0.0343847-0.0301893j -0.0356659-0.00993176j -0.033389+0.0266645j 0.010346+0.0041325j 0.0285442+0.0151449j 
-0.0397501-0.143494j 0.101125-0.0699602j -0.0693677-0.0737768j 0.0270645-0.0697166j -0.076128-0.149659j 0.012563-0.0594152j 0.0234295-0.0339496j -0.0375824-0.0154164j -0.0190998+0.0290859j -0.0046308+0.073285j 0.0145441-0.05897j 0.0644596+0.116529j 0.0558248+0.0493924j -0.0245468+0.0256241j 0.025832-0.034845j 0.0596372+0.00479131j -0.00494516+0.0486332j -0.0499349+0.0277071j 0.0314291+0.0103764j -0.103977+0.0338368j 0.0247083-0.0170805j 0.0047933-0.00799908j 0.0269884-0.0379582j 0.00943093-0.0506374j 0.0101297+0.0748722j 0.0937624-0.0180861j 0.028442-0.0634007j -0.0255882+0.0766039j -0.00767252-0.00104604j 0.0440186+0.0574725j 0.0201939-0.0479593j -0.00828807-0.138825j 0.0304726+0.032483j 0.0298882+0.0123388j 0.0849117+0.080909j 0.027353-0.0150047j -0.101295+0.00277441j -0.0546839+0.0346631j -0.0976898-0.0152012j 0.0269265+0.037084j -0.069586+0.0691182j 0.0260089-0.000710317j -0.0724237-0.037328j -0.0683347+0.0185782j 0.0493423-0.0244688j -0.159959+0.0862976j -0.0995935+0.0619885j -0.000311262-0.0435954j 0.0872103-0.0377521j 0.120555+0.0373799j 0.0632488-0.040271j 0.0101111+0.0171814j 0.00149338-0.0256481j -0.0580082-0.0689623j -0.0660097+0.0124785j -0.0135363+0.0438265j 0.0446118+0.0299369j -0.00294014+0.0330254j 0.0382637-0.037378j -0.0774504+0.0164123j -0.0189446+0.00583582j 0.0357979+0.0316523j -0.0241387+0.0947816j 0.0191746+0.0118013j -0.00177423+0.0182533j 0.0617494+0.0686428j 0.0250498-0.00130785j 0.0557059-0.0574907j 0.0863543-0.00528545j 
0.00442605+0.113664j -0.0775746-0.0682378j 0.130381-0.0543222j -0.0740684-0.0826673j 0.128569-0.00860859j 0.0261805+0.0114672j -0.00241911+0.0138519j -0.0411002+0.11792j 0.0239467-0.114656j 0.0422197+0.0654641j 0.0418277+0.0483016j 0.0281989-0.0725189j 0.0232823-0.0261347j 0.0161765+0.00948275j 0.0168889+0.00489328j -0.075018-0.0492253j -0.0946998+0.0763342j -0.0530696+0.0256708j 0.0211996-0.00842718j -0.0281003+0.100707j -0.085814-0.0496384j 0.000190943+0.0407098j -0.0455722+0.0687418j 0.0181947-0.153341j 0.0263636-0.000763129j -0.123294-0.0819058j 0.00462368+0.0351874j -0.0554808-0.0494713j 0.00734051-0.02221j -0.00930937-0.0288059j 0.0417006+0.0495615j 0.12171+0.00127341j 0.0472639+0.0254089j 0.0585579+0.0406439j -0.03232-0.00130045j 0.00749759+0.0600672j 0.0107371+0.0612507j 0.0394362-0.0735701j 0.0385323+0.00559514j -0.0122482-0.0185246j -0.0480422+0.0910873j 0.120518+0.0278374j -0.0388894-0.00879198j -0.0364312+0.0442911j -0.00454217+0.00939532j 0.0571468+0.0920865j 0.0854748+0.0534449j 0.0110099+0.0139884j 0.00801609-0.0751904j -0.0248416+0.0587867j 0.107743+0.0795609j 0.00930657+0.0944991j 0.00149945-0.130457j 0.0688917-0.0183945j 0.0118263-0.0114894j -0.0650529-0.00641126j -0.0925412-0.0614608j -0.116483-0.0255855j -0.0456226-0.0147598j -0.0522535+0.0483837j 0.0184603+0.0168338j 0.0682853+0.0346951j -0.058781+0.0281119j 0.00737319+0.0173759j 0.00591339-0.00193387j 0.0784398-0.000741575j 0.0409391+0.078843j -0.0869358-0.0506987j 0.0525894-0.0186595j 
0.105135+0.0259512j -0.06995+0.126637j -0.00722568-0.00343158j -0.0668421-0.0820946j 0.0101115+0.0779518j -0.0404206+0.0206936j 0.0746894+0.023034j 0.0326768-0.112607j 0.0393948+0.129235j 0.0205907-0.00573592j 0.00242266+0.0711573j 0.0504121+0.0115491j 0.0248348-0.0416734j 0.00726703+0.0166171j -0.0680253-0.072053j 0.103354+0.041727j 0.0412496+0.0225863j 0.0240623-0.0316312j 0.021121+0.121932j 0.0754261+0.041206j -0.0211114-0.0167239j 0.019583+0.0457696j 0.0456701+0.0584751j 0.104427-0.0579236j 0.0952734-0.0110835j 0.0290631+0.0344721j 0.0832239+0.10967j -0.00417607-0.00965803j 0.00535754-0.0176852j 0.0210418-0.0637409j -0.0822994-0.0520117j -0.0824379+0.0448223j -0.0475881+0.024974j -0.0588156-0.0333866j 0.00224609-0.0402419j -0.0083346-0.0362306j 0.0148887-0.142331j -0.0179104+0.0570308j -0.00395526+0.0771083j -0.00196823+0.0424052j -0.0364516+0.00288433j 0.0977749+0.055178j 0.0283994+0.0316951j 0.176463+0.00481583j 0.0458266-0.00619952j -0.0169737+0.0058085j -0.0283331-0.0536681j 0.01194+0.043592j 0.0330152+0.0375362j -0.0531231+0.021359j 0.11209+0.0585526j -0.062652-0.0276481j 0.0309804-0.023885j -0.0370122-0.0518761j -0.0371631+0.0638822j 0.00537155-0.0175235j -0.0547503+0.0195664j -0.0896477-0.0835422j 0.0427126+0.0644026j 0.0307659-0.0146549j 0.0551625-0.0106449j 0.136385+0.0861346j 0.0301169+0.0472399j 0.0483336-0.0366379j -0.0738304+0.0253003j -0.0940215-0.0366431j 0.00183779-0.0175866j 0.0253002-0.0148062j -0.0239438-0.00629449j 
-0.0520545-0.021046j 0.10973-0.0838783j -0.00330471+0.0185783j 0.0564439-0.1477j -0.0312734-0.074257j -0.0711393-0.128854j 0.0635285+0.0215568j 0.012931-0.0207072j -0.00971097+0.0908742j -0.0687366+0.04522j 0.0148261+0.0684462j 0.0146254+0.16069j 0.0230858-0.0365902j -0.00199656+0.0398716j -0.0132413+0.0183484j -0.0500964+0.0181062j 0.112865-0.0722184j 0.0122148+0.104143j -0.0365907-0.00162576j -0.0449232+0.0678815j -0.117275+0.0164053j 0.00110703+0.0226278j -0.0135549-0.0175443j 0.0251675-0.0968368j 0.0326197+0.0163167j -0.0403867-0.00499715j -0.0328916-0.0564672j -0.0245244+0.0325702j 0.0199642+0.0317488j 0.0343104-0.0227201j -0.012774-0.0612895j -0.0742963-0.0425865j -0.0361306-0.0171879j -0.0112099-0.0127222j -0.105748-0.0177031j 0.00301692-0.0115083j -0.13302+0.0466587j -0.0316927-0.0998699j 0.0295768+0.0177452j 0.00774602+0.0606953j -0.00557315-0.0758619j 0.0168678+0.0744327j 0.0458527+0.0804183j 0.0657873+0.0893106j 0.0634668+0.197856j -0.0390364-0.0492266j 0.0909325-0.0359258j 0.101083+0.0563791j 0.0447914+0.00913778j 0.145154+0.0681588j 0.00839252+0.0349104j 0.040597+0.00167049j 0.0428691+0.0397538j 0.103986-0.000602472j -0.147006-0.0487203j 0.0658956-0.00766587j -0.0420454-0.0875838j 0.0287625+0.0230919j 0.0165203-0.0178589j -0.0396907+0.0208991j 0.0177956-0.022855j 0.0143777+0.00832356j 0.0540116+0.0774344j -0.0149838+0.0938051j -0.026432+0.0368229j 0.0476627-0.00486334j 0.017874+0.00433201j -0.0280754+0.0134816j -0.0506668-0.098938j 
0.0227817+0.108388j 0.0316489-0.015203j 0.0523726-0.00242065j -0.0712889+0.00930016j 0.000629484+0.0500579j 0.115625+0.0923553j 0.0186767+0.037338j 0.00217646+0.0227191j 0.0211997+0.0394815j -0.0242261-0.0505557j 0.0389195-0.0594751j 0.00952162-0.078932j -0.0589898-0.0474934j -0.0278248+0.00344371j -0.0868511+0.0343223j -0.0705308+0.0426792j 0.0225368-0.0762184j 0.0588049+0.125771j -0.0269891+0.0884022j 0.0160599-0.0271484j -0.0984132-0.0243656j 0.0202912+0.0503595j 0.0189266+0.0874743j 0.0335006+0.015479j 0.0297647-0.105771j -0.0471909-0.0639579j -0.129758-0.00552907j 0.0462661+0.0439591j 0.0493434-0.101507j -0.0354811+0.0090088j 0.00429191+0.0245426j 0.0724916+0.0368674j 0.0304045-0.0304562j 0.000959831-0.0265339j 0.111177+0.0170093j -0.0548863-0.0279177j -0.00995989-0.0571124j 0.00551055-0.0499121j -0.0310909+0.0203379j -0.0213102+0.0479522j -0.133722+0.0427418j 0.149479-0.0063167j -0.00838647-0.053456j 0.0493513-0.0570929j -0.0940909+0.0032709j -0.028577+0.0720435j 0.0104916+0.0124778j 0.0858917+0.154477j 0.03112+0.0503607j 0.159679+0.0503293j 0.11945+0.0847085j -0.0636108+0.00181922j 0.0930367+0.041162j 0.0217877-0.0412974j 0.0345866+0.0384049j 0.0331043-0.131774j 0.0296995+0.0184551j 0.0311874-0.0221453j 0.0811915-0.00876563j -0.147845-0.0541044j 0.0197436-0.0638826j -0.013542-0.036265j -0.00664094+0.0281166j -0.103111+0.0119802j -0.045427+0.0344927j -0.0380208-0.0164798j 0.0932823-0.0428984j 0.0379465-0.0131463j 0.00746969-0.0091129j 
-0.0930651+0.0673935j -0.0569119-0.099046j 0.0432014+0.014411j 0.0788452+0.0450985j 0.11208+0.00191306j -0.00969759+0.0407344j -0.0664614-0.0148524j 0.0412574+0.00402071j -0.0931118-0.0497649j -0.00379533+0.0369615j -0.0734028+0.00453432j -0.049397+0.0306929j 0.0252232-0.00644932j -0.0154454+0.00327732j -0.0596494-0.092642j -0.0653666+0.061279j -0.00618436+0.0712219j 0.0166821-0.10613j -0.070785-0.00951547j -0.0871896-0.011185j 0.0274523-0.0495618j 0.134302+0.0447716j -0.00911536-0.0566571j 0.0089568+0.047768j -0.0118097+0.0406762j -0.0953025-0.0719005j -0.059327+0.0188811j 0.00623808-0.0384568j -0.00768711-0.0133626j 0.0038453+0.0139752j 0.00715131+0.0315404j 0.0308919+0.05079j 0.0334412-0.0365546j -0.00170079-0.0239787j -0.0124475-0.0197656j -0.0311104+0.0163163j -0.0759226+0.0184218j -0.0935153-0.0366669j 0.00092544-0.0104205j -0.0430376+0.000805695j 0.157927+0.0398206j 0.019708-0.0167893j -0.0466301-0.0153783j -0.0714367-0.0451354j -0.0847044-0.0075817j -0.0694306+0.039945j -0.0181968-0.00829037j 0.0689906+0.0599724j -0.0317297-0.0114503j -0.00852837-0.0184612j 0.0289403+0.0391169j -0.0533222-0.0242268j 0.0127985+0.0546883j 0.0162392+0.0164726j -0.0597309-0.152574j -0.0270133+0.00215696j -0.0417675-0.00793279j -0.0146191-0.0309154j 0.104315-0.00425564j -0.0285689+0.0221044j 0.000185132+0.037899j -0.0391482+0.062565j 0.0552308+0.0342022j -0.0686398+0.0142164j -0.0875372+0.0307007j -0.0879157-0.0288612j 0.0711087+0.0717724j -0.067131+0.0157346j 0.0476554-0.00440511j 
0.10587-0.0456536j 0.0738483+0.129624j -0.0220074-0.0211408j -0.0956753+0.0271516j 0.00961883-0.0724964j -0.0291878-0.00408378j 0.0622078-0.0214369j 0.0147191+0.0502663j 0.028279-0.0561872j -0.0166133+0.0520298j 0.0299344+0.035783j 0.0621305+0.0681923j -0.0225726-0.0130985j -0.00667263+0.014973j -0.010965-0.00489929j 0.0316554+0.0411384j 0.010411-0.0921273j -0.00405049-0.0444814j -0.0888936+0.0315398j -0.00679519+0.00917138j -0.0506297-0.132258j -0.0819647+0.0335969j -0.0508022-0.0282934j -0.0299274+0.0860327j -0.102232-0.0320928j 0.0701533-0.0432549j -0.02159+0.106332j 0.11767-0.0438681j -0.0548004-0.0191838j 0.040133+0.00811883j 0.0655182-0.00523801j 0.0365616-0.0595447j 0.00175659+0.10805j 0.00561812+0.0993568j 0.0303384-0.0928173j -0.0658276+0.123977j -0.0377405+0.0287297j -0.0644791-0.0256375j -0.00252501+0.111682j -0.0383817-0.112131j -0.0273289-0.0471476j -0.0187613+0.0188002j -0.0852522-0.000273837j -0.0109468-0.0263635j 0.0423335+0.0814116j 0.0603058+0.0964256j 0.0809927-0.0646197j 0.153232+0.0198924j 0.0513698+0.0964733j 0.0972127+0.128681j -0.0231188+0.0122209j 0.026461-0.0640407j 0.00429501+0.101152j -0.0387763-0.0517108j 0.0843788-0.0106776j 0.070854+0.0654006j 0.1143+0.120033j 0.0689308+0.0470256j -0.0617939+0.0740484j 0.027153-0.00980346j 0.0636877-0.0140669j -0.0442918+0.0245065j -0.0929952-0.00865227j 0.0818303-0.0889996j 0.019385-0.0246482j -0.140176+0.0158386j 0.0386097+0.0862714j 0.024379-0.0252647j -0.101173-0.0267423j 
0.00238364+0.00322419j 0.026398+0.0585832j 0.0684219+0.0584021j -0.00645139-0.0725298j -0.0355541+0.0393697j -0.0470174+0.0592787j -0.00179642+0.0270472j -0.0357941-0.024696j -0.0400963+0.0555049j 0.0300686-0.0397176j 0.0108176-0.00587459j -0.0691852-0.0410178j -0.0421399+0.0400969j -0.000468069-0.0714563j 0.0644722-0.0141618j 0.0525712-0.0650844j 0.0310396-0.00594867j 0.040544+0.00397677j -0.0264272-0.0730589j -0.0378908-0.0334599j -0.0756631+0.0629099j -0.0428418-0.0222709j -0.0129385+0.050141j -0.0496218+0.0438051j 0.040149-0.0953867j -0.0510078+0.0376734j -0.0544791+0.0465074j -0.0384145-0.0682805j 0.0177178-0.140752j 0.0198998+0.00669231j 0.0370299+0.125415j 0.00756866+0.165552j -0.00848479+0.0355691j 0.025159-0.0667951j -0.0204071+0.0337312j 0.0147744+0.0217113j 0.177809-0.0689302j -0.0159089-0.02001j 0.00332031-0.157496j 0.0245199-0.0814893j -0.0239883+0.0599686j 0.00472946-0.100774j -0.0475903-0.132294j 0.0559572-0.0263986j 0.140148+0.0861676j -0.0376869+0.0134395j -0.0333734-0.103149j 0.0707569-0.0867323j 0.0538338-0.0564459j 0.0526901+0.0381272j -0.0241491-0.0195804j 0.0830738-0.0172666j -0.00567508+0.0207883j 0.0396077-0.049169j -0.115254+0.0773018j -0.0042961+0.00536433j 0.0306209-0.0221632j -0.0557755-0.0749793j -0.00810519+0.0515009j -0.0446152-0.0460053j 0.0182323+0.0891013j -0.11589+0.0457968j -0.0772162-0.0341629j 0.0629602-0.148624j -0.0555712+0.0265642j 0.0442417-0.00709156j -0.00138115+0.053967j -0.00812424-0.00865924j -0.0166481-0.0497773j 
