-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
0.0277269-0.0146747j 0.00882052+0.0102548j -0.00669534+0.00293439j 0.0105219+0.00511089j 0.00733076-0.0183884j -0.0234992-0.000976857j 0.00463218+0.00118748j -0.00275731+0.014969j -0.00253828+0.0156894j 0.000731775+0.0485941j 0.00662662+0.0228676j 0.00352931-0.00880872j 0.00386962-0.00771524j 0.00431335+0.0485193j -0.006873-0.0195617j 0.00599002-0.0192777j 0.00742173+0.0550147j -0.000428157+0.0864787j 0.00152403+0.0193471j 0.00338497+0.0825734j 0.00508618+0.239114j 0.00112246+0.0291461j -0.000732573+0.255909j 0.00207074+0.296714j -0.000616402-0.174562j -0.00182909-0.351679j -0.000990331-0.211116j 0.00190587-0.0952921j 0.0044849-0.0487904j -0.00191182+0.131413j -0.000776102+0.00448276j -0.00240052-0.014272j 0.000908751+0.213802j -0.00576736-0.129407j -0.00155087-0.0097688j -0.00308652-0.0018817j -0.00399835+0.163957j 0.00433276+0.0153847j 0.00271088-0.212486j 0.000220048+0.0406325j -0.00230676-0.0430522j -0.00171882+0.250312j 0.0035813-0.0767776j -0.000280916-0.0661859j -0.00288841+0.0705738j -0.00119299-0.0706038j 0.00121958-0.134765j 0.00468635-0.128308j -0.00351806-0.0836318j -0.00208273+0.0238628j 8.79064e-05-0.135384j -0.00560109+0.00462469j 0.000149674-0.0572181j 0.00166652-0.0991607j 0.00169755-0.00627573j -0.00263301-0.0642257j -0.00189855-0.0364609j 0.00489536-0.0871057j -0.000456396-0.067081j -0.00321034-0.00687834j -0.000390608+0.0432249j -0.00246114-0.0402537j -0.00126788-0.0127304j -5.01283e-05+0.0242685j 0.00158149+0.00909032j -0.00283313+0.0134505j -0.00335705-0.00909866j -0.000192952+0.0133736j 0.00279816+0.00404211j -0.011229+0.0131428j -0.00345429-0.00660045j 0.0020891-0.0192119j -0.00135645+0.019559j 0.00448222+0.0152608j 0.00711337-0.0330033j -4.31359e-05+0.0242372j -0.00485489+0.0198895j -0.0017094-0.00953206j -0.00463898+0.0228396j 0.00698705+0.000855774j -4.51096e-05+0.0017648j -0.00394439+0.00608708j 0.00250049+0.00107466j -0.0047223-0.0280371j -0.00373423-0.0110062j -0.0037025+0.00645792j 0.00517803+0.0337142j -0.00186936+0.00560602j 0.00291516-0.0143783j 0.00766654+0.00950056j -0.000711897+0.0108051j 0.00804373+0.0178344j 0.00527612+0.00806761j 0.00857815-0.00408142j 0.00275485-0.00622632j 0.003971+0.0025691j 0.00793279+0.00383084j -0.00287284-0.00160541j 
0.0189401-0.00689313j 0.00155764+0.00811773j 0.00493364+0.00651873j 0.0101926-0.00945361j -0.00272934-0.00960435j -0.010691+0.0098484j 0.0186252+0.00369941j 0.00189111+0.00117803j -0.00522585+0.0139366j 0.00551188+0.0462065j -0.00428135+0.0145343j 0.00119789-0.0117544j 0.00445949-0.0105759j -0.00630437+0.0123147j -0.00270018-0.0767661j 0.00317216-0.0350081j -0.000641444+0.000203991j -0.00259652+0.00717677j 0.00533697-0.0237484j -0.00348225-0.146288j -0.00173117+0.173622j 0.00706079+0.15144j -0.000745749+0.0560501j -0.00141127+0.196395j -0.00588883-0.268513j 0.00277626+0.302924j 0.00395092+0.412424j 0.000284239-0.106107j 0.00167931-0.129753j 0.000425211-0.00970354j -0.00168756-0.208467j 0.000231804+0.107841j 0.00113385-0.0466921j -0.00424787+0.207348j -0.00133658-0.0695564j 0.00229694-0.228123j -0.00202625+0.0435516j 0.00169207-0.120007j -0.00533111+0.0789785j 0.00297544-0.18618j -0.00315921-0.00862051j -0.00378149+0.090593j -0.00320881-0.0023582j -0.00300437+0.116031j -0.00342675+0.0811092j -0.00055059+0.0412437j -0.00253071-0.0263796j 0.00175867+0.06321j 0.00317889-0.164991j -0.00206766+0.0814266j 0.00368737-0.139157j -0.00251225-0.070661j -0.000807718+0.0941816j -0.00167802+0.0768915j -0.000218623+0.022886j -0.00255501-0.00745144j -0.00449642+0.0518876j 0.00102712-0.038913j -0.00087178+0.0726793j -0.00183935-0.00191276j 0.00136103-0.0371363j -0.00314044-0.00805201j -0.00560696-0.0536179j -0.00605155-0.00934929j -0.00380625-0.00664017j -0.00474766-0.0394071j -0.00168047-0.0274868j -0.00114902+0.0044357j -0.00151607-0.0095209j -0.00682173-0.0176184j -0.00618754+0.0532119j -0.00142461-0.00303022j 0.00265524-0.0153145j 0.00485362+0.0137312j 0.00167126+0.015703j -0.00302883-0.00941874j 0.000973267-0.0159461j 0.000936917-0.0291337j -0.00597516+0.00961512j -0.00358723+0.00792161j -0.0013812-0.00358801j -0.00267004-0.0304386j -0.00103963+0.00933864j 0.00220802-0.0138034j -0.00650571-0.0199052j -0.00553054-0.0145958j 0.00125627-0.00469636j 0.00266782+0.0153497j 0.00161244+0.0105976j -0.00172152-0.0175482j -0.00300112+0.000614587j 0.00094788+0.0127484j -0.000536579-0.00452804j 0.00606808+0.000655605j -0.00107134-0.00691778j 0.0020634+0.00653365j 0.00869679+0.00538278j 0.000527466+0.00299025j 
0.0145349+0.0168107j -0.041741+0.0277406j -0.0397114-0.00606208j -0.0112266+0.0332072j -0.0170538+0.0253335j -0.0266797+0.0413206j -0.0171933+0.00156771j -0.000231254+0.00860421j 0.00362182+0.0328113j 0.01308+0.00182493j -0.0077618-0.00767723j 0.00223494-0.000398403j 0.000109459+0.0452533j -0.0117153+0.0278188j 0.00256202+0.0627332j -0.00703777-0.153329j 0.00395989-0.149224j -0.00142103-0.141254j 0.00114491+0.0815249j -0.00185775-0.0883783j 0.0132078+0.331745j -0.00147035-0.0953885j 0.00905537+0.0684913j 1.38027e-05-0.0800394j 0.00610121-0.002971j 0.00189669+0.123088j 0.00324269-0.126021j -0.00301413+0.0770485j 0.000487675+0.247959j -0.00660647-0.105144j -0.00509647+0.110484j -0.00796188-0.0768283j 0.0029286-0.0822872j -0.00200719+0.106756j 0.00266912-0.260439j 0.0045799+0.0283185j -0.00763835+0.0565051j 0.00214623-0.0350714j -8.96625e-05-0.134156j 0.0041782-0.0325988j 0.000701913-0.175378j 0.00479639-0.0251362j -0.00285173+0.00459978j 0.00229256+0.0560501j 0.00241098-0.15555j -0.000721928-0.171738j -0.00186273+0.0830706j 0.00184554+0.0155683j -0.00133276-0.00997046j -0.00293173+0.00661737j 0.00143324-0.0593301j 0.00253141-0.00664327j 0.00730732+0.0818162j 0.0047043-0.0541921j 0.000743595-0.0430089j 0.00568299-0.0361989j -0.00662983+0.0263127j -0.000865172+0.00820425j -0.000876255-0.0156947j 0.00370169+0.0599472j -0.00090312-0.0484618j 0.00184662+0.0069189j 0.00281842+0.0176329j -0.00193071+0.0894238j 0.0049037-0.026851j -0.00711172-0.0267049j 0.00577635+0.0177941j -0.00122613+0.0288694j -0.000853296-0.0339376j -0.00809439+0.0317878j -0.00389141+0.0219054j -0.00144564-0.0415572j 0.00379088-0.0132297j -0.00482826-0.022825j -0.00262898-0.0241565j 0.00733848+0.0118339j 0.00147728-0.00303118j -0.000295044+0.021855j -0.0065624+0.0256773j 0.00531646+0.00307851j -0.0033487+0.014682j -0.00613731-0.00641343j -0.00258912-0.0242474j -0.000238207-0.0202164j -0.00422633-0.0196618j -0.00139662-0.0423518j -0.010023+0.00149308j 0.0072424+0.0023539j -0.000216597-0.0178379j 0.00474468+0.0184296j 0.00487914-0.00879882j -0.0027426+0.00777133j -0.00671613-0.0095458j 0.00165441+0.0192556j 0.0111903+0.0081637j 0.0070316+0.00996458j 0.00238119+0.0070477j -0.00050724-0.00940865j 
0.0348075-0.0132838j -0.00262658+0.0225288j -0.0291655+0.0130852j 0.0167003+0.0319489j 0.00191458-0.0137136j -0.0310797-0.00227704j -0.00988674-0.0257341j 0.000808245-0.00352395j 0.00181958+0.0342499j 0.00729295+0.0186757j 0.0126869-0.0207738j -0.00861496+0.024629j 0.00346441+0.0359124j 0.00278186-0.0725062j -0.00235888+0.078668j 0.00726074+0.0902548j 0.00275356+0.0546974j 0.00420445+0.138079j -0.00427151+0.0553109j 0.0136407+0.256094j -0.00207301+0.175976j 0.00132527+0.132999j 0.00314968-0.365417j 0.00118581-0.0429607j 0.000591272+0.0181591j 0.00622707-0.0123074j -0.00755867+0.229876j 0.000263661+0.244472j -0.00166915+0.044108j -0.00572842+0.0826947j -0.00155205+0.10804j 0.000604146-0.0926468j -0.00249444+0.207335j -0.00186219+0.0197563j -0.00360671+0.126493j -0.000112666-0.0195627j -0.00408088+0.184758j -0.00103016-0.0089284j 0.00226764+0.0517357j -0.00384773-0.0784612j -0.00137768-0.1327j -0.00376841+0.0580338j 0.00115429+0.0554313j -0.00349966+0.118677j 0.00478968-0.0503718j -0.00109682+0.133761j 0.00269532+0.025301j 0.000612259+0.10912j 0.00371974+0.104831j 0.000161427-0.0698601j -0.00550085+0.0978343j -0.00234838+0.0217461j 0.00346788-0.0919178j -0.00405993-0.0180062j -0.000886439-0.00120007j 0.00541012+0.0717454j -0.000976148+0.0173228j -0.00641932-0.033725j 0.00611227-0.0487568j 0.00336623+0.0686517j -0.000537894-0.00687727j 0.00084494-0.0341652j 0.00138008+0.0277072j 0.00622912-0.0270188j -0.000431936-0.010592j 0.00571782+0.0144163j -0.0026768-0.0530231j -0.00202107-0.0146923j 0.00405504-0.010584j 3.40118e-05+0.028954j -0.0059157-0.0202936j -0.00016993+0.0183685j 0.00425891+0.0158104j 0.00307344+0.0233929j 0.00220368+0.0114632j 0.00588698+0.0101332j 0.00258986+0.00983058j 0.000493948+0.0248363j 0.00131879-0.024053j 0.00498968+0.00782612j 0.00353504+0.0134799j -0.000999625+0.0213267j -0.00199956-9.48397e-05j 0.000939013+0.0141428j 0.00337565+0.00892681j -0.00245422-0.0178634j -0.000833513+0.0003295j 0.00632007-0.00804743j -0.00211484+0.000431822j 0.00562436+0.0252541j -0.00059536-0.00512708j 0.0031166+0.0007402j 0.00923339+0.0111172j -0.00111659+0.00279119j 0.00293843-0.000235324j 0.00422901-0.00694195j -0.00221992-0.00886848j 0.000457812-0.00842386j 
-0.0450084+0.0277843j -0.0170858-0.022279j 0.00967076-0.0115899j -0.020789-0.00831614j -0.0160834+0.0364305j 0.0296969-0.000868021j -0.00914906-0.00783501j -0.0116187-0.029555j 0.000528572-0.0154633j -0.0102205-0.0388592j -0.00947811+0.0266251j 0.00786487+0.0737542j -0.0112413+0.0330456j -0.00390478+0.077983j -0.00285044+0.153939j -0.00950457+0.0190804j -0.00253891-0.210233j -0.000322514+0.0256007j -0.00317649-0.139733j -0.00647692+0.300579j 0.00936306+0.167148j -0.00441016-0.0241129j 0.00392393-0.0834817j -0.00469184+0.16451j 0.00588868-0.0957482j -0.0114765-0.0425399j 0.00426715+0.171669j -0.00472065-0.155203j -0.00102054-0.288052j 0.00198964-0.134714j 9.99699e-05+0.0456448j -0.00265556-0.0135278j 0.00151392+0.0422366j 0.00484207-0.0411284j 0.00278664+0.0878603j 0.0013235-0.0589847j -0.00331207+0.140431j -0.000507688+0.0103551j 0.00093817-0.198465j 9.39836e-05-0.00654913j 0.0036759-0.0742806j 0.00108407+0.0840772j -0.000323896-0.0852217j 0.00616532+0.0217506j 0.000999081-0.0627054j 0.00325578+0.0192843j -0.00129082-0.00419059j 0.000518644+0.138203j 0.00360452-0.0106794j 0.00113467-0.112354j -0.00233818-0.0446493j 0.00325971-0.0233185j 0.00249886+0.0114578j -0.000991967+0.0167199j -0.00195812-0.0106074j 0.00318098-0.0342908j 0.00189757-0.107362j -0.00450772+0.0587961j -0.00374153+0.0441599j 0.00228065-0.00765724j -0.00563182+0.0164845j -0.000263169-0.0397443j -0.00425154+0.0526103j -0.00115106-0.00743458j 0.00517714-0.0201j -0.0021302-0.0524175j 0.0107884+0.0373375j 0.000977174+0.0259304j 0.00187958+0.0143117j 0.00585498+0.0361382j -0.00248062-0.0073041j 7.3891e-05-0.0327147j -0.00833837-0.0030554j -0.00475843-0.0324178j -0.00406349-0.0235427j 0.00545564-0.00456461j 0.00128934-0.0405025j -0.00319122-0.0164022j -0.00184395-0.00595742j 0.000604931-0.015826j -0.00108978-0.00699252j 0.00159875+0.024128j 0.00091713-0.00618761j -0.000772556-0.00562536j 0.00242837-0.00295834j 0.0064309-0.0109771j -0.00506719-0.00916079j -0.00374274-0.0173121j 7.59657e-05-0.0250972j 0.00428393+0.0145001j 0.00819566-0.00610308j -0.000933046-0.0260974j -0.00370819+0.00893001j -0.00624425+0.0033766j 0.00937403+0.0256979j -0.00174171-0.0102445j -0.00667055+0.000931153j 0.00462105+0.00521439j 
-0.013002-0.011945j 0.0252516-0.0188787j 0.0216346-0.00653419j -0.000245839-0.0162805j 0.0170967-0.0078461j 0.00714325-0.0230133j 0.00312372+0.0114671j -0.00175705+0.00809839j 0.000606301-0.00663484j -0.00608715+0.00326077j -0.0022087-0.014731j -0.00952696-0.0382077j -0.000972362+0.00275498j 0.00807093+0.0418641j 0.005116-0.0806915j -0.00737251-0.161858j -0.00358849+0.216631j -0.00393831-0.316234j 0.00675553+0.100283j 0.00664693+0.23698j -8.44998e-05+0.24948j 0.00594101+0.0717532j -0.0029566-0.0835666j 0.00307148+0.000550516j -0.00132694+0.304003j 0.00433466+0.114135j 0.00546092+0.00870915j 0.00151381-0.107949j -0.00109072+0.0463151j 0.00352129+0.138297j -0.000725699+0.0824526j 0.00594221+0.1885j 0.00402244-0.255675j 0.0047065-0.00306076j -0.000282049-0.0922225j -0.000664314-0.0367735j 0.00213668+0.0715022j 0.000395821-0.119195j -0.000319025+0.0006473j 0.00578625-0.0459753j 0.00140556-0.0962947j -0.00825218+0.132331j -0.00192216+0.0124222j -0.00871148+0.105774j 0.00406894-0.165366j -0.00429231-0.0194013j 0.000399466-0.144416j -0.00392305-0.0639168j 0.00187929+0.113721j 0.00305381+0.0106487j 0.00192944+0.0224153j -0.00176388+0.115694j -0.00029101-0.0176763j -0.00260189-0.00991617j 0.000173851+0.000334788j 0.00372295-0.115455j -0.00506573+0.00377787j -0.00253199-0.0705569j -0.00681163-0.0248669j -0.000828195-0.013388j -0.00329335+0.0352176j 0.00469707-0.0507032j 0.000484521+0.045124j 0.00831324-0.0631489j -0.00437065+0.0480904j 0.00762848+0.00782934j 0.00875957-0.0345975j -0.00316132-0.0141204j 0.00377827-0.0284005j -0.00705563+0.0272916j -0.00193832-0.0139736j 0.00175061-0.0313538j -0.00348353+0.00353826j 0.00212294-0.00687304j 0.00220622-0.0205922j -0.00194014-0.00301677j -0.00689316-0.00977313j 0.00294762+0.01857j 0.00503534+0.0348469j 0.00077276-0.00173897j 0.00119769+0.0110334j -0.00416698-0.00140737j 0.00075907+0.00854599j -0.00229519-0.00598615j -0.00256376+0.0262755j -0.00298785+0.0204883j 0.000176209+0.00259137j 0.00111571+0.00696851j 0.00651196+0.013537j 0.00196669-0.00253376j 0.00568365+0.0271531j 0.00638534+0.0175404j -0.00233823+0.0028968j 0.00275575-0.00935916j -0.00227029-0.00396004j -0.00469918-0.00745223j -0.000842351-0.00205161j -0.00138711+0.00417347j 
-0.00675403+0.0275712j -0.035657+0.0084649j -0.0194032-0.0276516j -0.0270873+0.0196937j -0.0127062+0.00157656j 0.00456189+0.00227686j -0.0341981-0.00431147j 0.0106883+0.0213611j 0.0153378-0.00169643j 0.00799477-0.0491039j 0.00350168-0.0423842j -0.00607231+0.00826587j -0.00206754-0.137707j -0.00228373-0.0808143j 0.0081183+0.0553738j 0.00453632+0.134604j 0.00317522+0.119367j 0.00649781-0.0329881j -0.00532408+0.186791j -0.000685512+0.0518435j -0.00504765-0.0969531j -0.008035+0.448166j 0.00242285+0.228593j 0.003888-0.110201j 0.00635094+0.0950436j 0.00799407-0.0191164j 0.00053844+0.0506114j 0.00352815-0.31129j -0.00186588-0.0134153j 0.000264917-0.0451541j -0.00148176+0.0757216j -0.00476104+0.0551549j -0.00374438+0.0531556j 0.000562158-0.0522716j -0.000659461-0.0081414j -0.0011469+0.172765j 0.00147997+0.00928752j -0.00302093-0.0496132j -0.00325322+0.12225j 0.0029904-0.0915091j -0.000920906-0.0146896j 0.00538443+0.099771j 0.000774326+0.259206j 0.00270858-0.00283093j -0.0023666+0.10481j -0.00236782+0.0236894j 0.00043957-0.0207814j -0.00196808+0.0253717j -0.00334643-0.0171718j -0.00109722+0.0460043j 0.003908-0.06148j 0.0013713+0.0272834j 0.00145235-0.129755j 0.000101965+0.0788097j -0.000147502+0.0193743j -0.00193352-0.0411734j 0.00320811-0.0392946j 0.00175362-0.0136175j 0.00068167-0.0256274j -1.97678e-05+0.0373252j 0.0016558+0.0641562j 0.000496821+0.0225529j -0.00166-0.0441658j -0.000587257+0.0282564j -0.0025593-0.0435929j -3.33177e-05-0.0174139j -0.00380034-0.0432035j -0.00163543+0.0233262j -0.00463939-0.0132343j -0.00154718+0.00973871j -0.00136671-0.00997666j -0.00319555-0.00411665j 0.00637948-0.0140148j -0.00688428+0.00671273j 0.000877995+0.0387623j 0.00292242+0.0378024j -0.000498362+0.0233561j 0.00319794-0.00777157j -0.00421049-0.00623226j 0.00172325+0.00653231j 0.000977866-0.00184736j 0.000825778+0.00902723j 0.000111594+0.00366329j -0.000271565+0.00524631j -0.00414035+0.00399249j 0.00455091+0.0256497j -0.00390375-0.0121251j 0.00354761+0.0183781j 0.00612199+0.00543163j 0.00351859+0.0326219j 0.000637958+0.00913583j -0.0050188-0.0073751j 0.00491035+0.0196386j 0.00142749+0.00317329j 0.00372159+0.00487986j -0.00210875+0.00487118j 0.000114842+0.00441015j 0.00375438-0.000842163j 
0.00774537-0.0262101j 0.0302185-0.00277841j 0.00614977+0.00288547j 0.0099968+0.00465145j 0.0223416+0.0162557j -0.0117609-0.00765223j 0.0132419+0.0181158j -0.0114551-0.0412358j -0.00478802+0.0375584j -0.00841631-0.00748277j -0.00133488+0.0711668j 0.0124105+0.0297176j 0.00090487+0.140867j 0.00457128+0.144696j 0.00139479+0.303483j -0.00781774+0.0317213j -0.00110069-0.0556971j -0.00491756-0.0146908j 0.00449323+0.355297j -0.00523724-0.186445j 0.00877753-0.0299447j -0.000636017+0.0587495j -0.00144988+0.0560769j -0.00213956-0.0262748j -0.00198237+0.126472j -0.00335092-0.0166991j -0.00166836+0.0380055j 0.00111707-0.0381765j 0.00962789-0.359208j -0.001344-0.0897803j -2.26451e-05+0.18055j -0.00211481-0.238693j 0.0064311+0.00711784j -0.000774701+0.0177296j 0.00122787-0.0436598j 0.00152008-0.0204351j 0.000496918-0.136533j 0.00480974-0.0410982j 0.00155796+0.0736213j 0.000546311+0.0360379j 0.00103572+0.00304727j 0.00429629+0.0959449j 0.00227746+0.14616j 0.00280548+0.0813214j 0.00132052-0.0521281j 0.00238166-0.110063j 0.00180125+0.160295j 0.00304967+0.0146536j -0.00313947+0.0628112j -0.00246059-0.0107471j -0.001774-0.0717445j 0.00592545-0.0355231j 0.00368174+0.0315054j 0.0128125-0.0455859j -0.000306282-0.0726766j -0.000664032-0.0141826j -0.00731257+0.0087589j 0.00509771-0.0122835j 0.00308853+0.0132762j -0.00203091+0.0136043j 0.00463059-0.0951571j -0.000709289-0.0430393j 0.0104615-0.0207992j -0.00393461+0.015481j 0.00621304+0.00400858j -0.00381212+0.00521947j 0.00772375-0.000799762j -0.00367077+0.0147601j -0.00114523-0.0148389j -0.00643868-0.0130269j 0.00408817+0.0119015j 0.00089579+0.0170736j 0.00317005-0.0218061j -0.00272416+0.00519074j -0.00617679-0.0211838j -0.00310135-0.0414985j 0.00379319-0.0384193j -0.00165521+0.0324342j -0.000543787+0.0266322j 0.000671514-0.0221921j -0.00158598+0.0226288j -0.00654154+0.00215743j -0.00325243+0.00331461j -0.000819054+0.000251815j -0.00426553-0.0370552j -0.0018935-0.0102586j -0.000936699+0.0403814j -0.00289727-0.0319838j 0.000342658+0.00620323j 5.47721e-05+0.00135683j 0.00170307-0.00648894j 0.00991793+0.0207618j -0.0106812-0.0105624j -0.000416008+0.0145062j 0.000444666+0.000916025j 0.00593089-0.0127389j -0.00278039-0.00182254j -0.00980479-0.0119067j 
-0.0221296-0.000580934j 0.0086017-0.0211258j 0.0151317-0.0141794j -0.0101065-0.00843835j 0.0113774-0.00715171j 0.0208134+0.00187801j -0.00122244+0.0105773j 0.00713736+0.00657002j 0.00282148-0.0165104j -0.00242341-0.0333669j -0.00390458-0.0613803j 0.00700526+0.00689738j -0.00157717-0.144064j -0.00154463+0.0348745j 0.00792915+0.0985453j 0.000711403+0.276766j 0.00260771+0.241003j 0.0017047+0.0517065j 0.00204533-0.148623j -0.0116364-0.330004j -0.00392629+0.328289j -0.00312713-0.0197888j 0.00143167-0.231798j 6.60267e-05+0.0132177j -0.00336845+0.0300829j -0.000340609+0.131964j 0.00574846-0.115009j 0.00337771+0.0454448j 0.00152833-0.00711305j 0.00205152-0.103749j 0.00245198-0.18124j -0.00105797-0.0500402j -0.00429675+0.27303j -0.00237923-0.0517244j 0.00209226-0.0102925j 0.00144807+0.157325j 0.000193607+0.0625827j 0.00252271-0.242656j -0.00186067-0.0495565j 0.00332986-0.121674j -0.00112134+0.00431404j 0.00599839-0.110501j 0.00078884-0.0116915j 0.0025613-0.00148691j 0.000733946-0.0176569j 4.4004e-06+0.0523774j -0.00395915+0.0342096j 0.00375013-0.0813429j -0.00454388+0.099561j -0.00388142+0.100598j 0.00399658-0.0635732j 0.00286817-0.0214436j -0.00215355-0.0867942j 0.00392993-0.0353249j 0.000672929-0.00127295j -0.00662763-0.0701567j -0.00286526-0.0179319j 0.00351641-0.051654j -0.000497148-0.0455699j -0.00522497+0.0453528j 0.00278153+0.0113167j -0.00263938+0.000142793j -0.000625784-0.0238469j -0.00212798+0.0558943j 0.00194306+0.0257311j 0.000279685-0.0286241j -0.000656635-0.00195664j -0.00243063+0.0345574j -0.00401531+0.00933829j -0.00440459-0.00790307j 0.00182236-0.0158795j -0.0010616-0.0124571j 0.00141492-0.00316644j -0.00905191+0.00961398j -4.91727e-05-0.00464473j -0.000838737-0.00301388j -0.00115593+0.00317626j -0.000429744+0.00707855j -0.00329695+0.0148367j -0.000130465-0.000333743j 0.000878643-0.0119319j 0.00113618-0.00614395j -0.0011108-0.00187177j -0.00130949-0.00804436j -0.00721423-0.010056j 0.00551282+0.0419297j 0.0031647+0.00519433j -0.000303518+0.00608718j 0.00627733+0.0186803j 0.000380916+0.0115208j 0.000707883+0.0221511j -0.00233282-0.0057331j -0.000137735-0.00329264j -0.0015735-0.0104283j -0.00240822-0.00210909j -0.00415094-0.00618517j -0.00481785-0.00418377j 0.000552785+0.00125507j 
0.00566276+0.0195249j -0.0163781+0.010594j -0.00940984-0.0195963j -0.0180425+0.000678881j -0.00903806+0.0097834j -0.00309395-0.0232852j -0.0136231+0.0177617j -0.00945651-0.0100328j 0.0065876+0.0506898j 1.15275e-05+0.055023j 0.00772505+0.316223j -0.00501335+0.0686291j -0.000600514+0.143401j 0.00997222+0.247972j 0.000215109-0.247752j -0.00327212+0.234775j -0.00741422+0.0394089j -0.000700291-0.0321963j -0.00191203+0.0136302j 0.00807677+0.00560846j -0.00402021+0.12797j 0.00164043+0.00898934j 0.00059462-0.0196799j 0.0037609-0.353552j 0.00365804+0.0337032j 0.00353928-0.00875963j 0.00117993+0.00542566j -0.00551372+0.0958898j -0.00115596-0.28336j 0.0016172+0.199074j 0.0010457-0.134166j 0.00289146+0.00654713j 0.00459178+0.00933013j 0.00227134+0.209375j 0.00164296-0.034383j -0.00289687+0.155145j 0.00494057+0.00828754j -0.0043261-0.104832j 0.001518-0.112096j 0.00190355+0.16345j 0.00168067+0.163388j -0.00351898+0.0810703j -0.000523015-0.106439j -0.00294621-0.00417207j -0.00211834+0.0178958j -0.00344127-0.0507599j 0.00667331-0.0857723j -0.00893346-0.0310114j 0.00068284-0.0320065j 0.00459105-0.0482478j 0.000798131+0.0276737j 0.000783391+0.079319j 0.000651125+0.0617831j -0.0035354+0.0457658j -0.0015351+0.0419749j 0.00298246+0.086926j 0.00808268+0.00387644j 0.00519471+0.0142054j -0.00597454+0.0452548j 0.00609005-0.0780246j -0.00179861-0.00392461j 0.0040846+0.00419541j 0.00204065+0.00118411j 0.00450427-0.0193275j -0.00466617-0.0309146j -0.00452496+0.0661102j 0.00453894-0.0785807j -4.53585e-05+0.00539424j -0.00167669+0.0118945j 0.00556988-0.0394759j 0.00141399-0.0284528j 0.00447567-0.00181545j -0.00925377+0.00441583j 0.00949612-0.0185006j 0.00269972+0.00204374j -0.000588499+0.000410807j -0.000659061-0.0316002j -0.00253046-0.0343789j 0.00391363-0.0208317j -0.000323524-0.0241446j 0.000431975+0.00185306j -0.00136341+0.000601159j 0.00460892+0.0316642j 0.00185903+0.00141726j 0.00522816-0.0024891j -0.00273105+0.00661088j -0.0059557+0.00986167j -0.00365845+0.00278555j -0.00682219-0.0221026j -0.000163564-0.0220034j 0.00157288-0.0155581j 0.00378711+0.00863823j -0.0045335+0.0145754j 0.00472411+0.0156841j 0.00485382+0.00764457j 0.00177183+0.00412878j 0.00957049+0.0171437j -0.00461928+0.00185323j 
