-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
-1.81518e-14-0.00532432j -7.1074e-16+0.00262954j -1.97522e-16-0.00316859j -3.81694e-16-0.00310204j 6.90078e-16+0.00531647j -1.10377e-16-0.00178043j 6.157e-16+0.00635858j 9.56767e-17+0.000141749j -2.06551e-16-0.00263324j -1.87546e-16-0.000807702j 6.64052e-16+0.00270173j 4.74482e-16+0.00421018j -1.33451e-16-0.00222979j -1.03019e-17-0.00087032j 2.61338e-16+0.00105632j 4.62147e-16+0.00529693j 1.74702e-16-0.000545669j -3.60891e-16-0.00208876j 2.95697e-17-0.00427524j -5.12888e-17+0.00352205j -4.30617e-16-0.00124938j 1.4751e-17+0.00105431j 1.86089e-16+0.00226149j 3.31883e-16+0.00180708j -6.19509e-16-0.00428475j -7.7653e-16-0.00298537j 5.37715e-16+0.00194356j -1.17746e-15+0.00268217j -1.93942e-16+0.000239628j -2.98401e-15-0.00359614j 2.06386e-15+0.00627039j -3.5093e-15-0.00428446j 4.77949e-14-0.00508143j -5.79995e-16+0.00116888j -1.02885e-15+0.00333313j 1.85543e-14+0.00225931j 9.62349e-16-0.000697596j -1.64352e-15+0.00102413j 6.21171e-15-0.00390561j -8.51932e-15+0.00752145j 1.07046e-16-0.00497965j -1.59917e-15+0.00205413j 8.10894e-16+0.00274589j -2.48724e-16-0.00387837j 3.99274e-16+0.00418813j 2.2408e-16+0.00167572j 1.91368e-16-0.00206376j 2.46032e-16+0.000932711j -9.37502e-16-0.0069811j -1.74462e-15-0.000447581j -1.2513e-15-0.00339546j 1.77394e-16+0.000662739j 2.60546e-16+0.00166378j -1.68549e-16+0.000895818j -2.39925e-16-0.000120448j -2.0155e-16-0.0012876j 5.18479e-14+0.00548279j 2.25329e-16+0.000146655j 3.80306e-16+0.000912805j 1.0532e-16-0.000216707j -1.06465e-16+0.00248103j -7.57366e-16-0.00331506j 5.41043e-17+0.000558783j -2.43321e-16-0.00375734j -2.0216e-16-0.00137724j 1.62023e-16+0.0021494j -7.10376e-17-0.000605644j -3.64684e-15-0.00504771j -4.70488e-16-0.00432468j -5.58168e-16-0.00429852j -8.14026e-16-0.00421636j -1.97091e-16-0.00221754j -2.78577e-16-0.0021359j 2.35659e-17+0.00021674j -1.11031e-15-0.00581945j 9.90387e-16+0.00288911j -8.59182e-15-0.00467211j 
8.49657e-15+0.0027003j 3.1525e-16-0.00306645j -1.8757e-16+0.00181588j 7.59967e-17-0.000445714j -1.54612e-16-0.00324503j -8.22562e-17+0.00146991j -1.25223e-16-0.00197627j -1.10293e-16+0.00209543j -6.31788e-17+0.0010397j -1.50935e-16-0.000529485j -1.95323e-16-0.000934416j 1.33665e-17-0.000604711j -5.84251e-17-0.000340518j -3.47547e-17-0.000735641j -8.9696e-17+3.36194e-05j -3.12005e-17-0.00393462j -1.76174e-17-0.000412448j 1.95951e-16+0.000780906j -1.82294e-16+0.000852327j 1.53734e-16-0.00155935j 4.61371e-16+0.00119185j 1.48166e-16-0.000995585j 1.66805e-16-0.00316003j -2.18289e-16-0.00200152j -1.39715e-16+0.00217715j 5.51605e-17-0.000786598j -1.78331e-16+0.000545427j 8.01299e-17+0.000140727j -3.92493e-16-0.000169783j 1.64448e-15+0.0015341j -8.36768e-16-0.00337693j 2.09631e-16+0.00313577j -1.63551e-15+0.000318235j 4.14465e-16-0.000588098j 3.95769e-16-0.00125532j 7.93497e-15+0.000952127j 2.5589e-17+0.00129899j -1.32074e-17+0.00246819j -1.85521e-15+0.00212723j 3.23756e-15-0.00256462j -3.25184e-16+0.00344705j 2.72965e-15-0.00295908j 5.1526e-17-0.00134603j -8.22177e-17+0.00130276j 4.51523e-18-0.000704656j -4.59829e-16+0.00138066j -1.92919e-16+0.000549397j -5.7463e-17-0.000817832j 1.63272e-16+0.00468415j 2.05743e-15+0.00131895j 5.26205e-16+0.00117845j -7.77622e-16-0.00224904j 1.18664e-16-0.000197705j 4.73243e-16-0.00134723j 1.41631e-16-0.00172037j 1.24127e-16+0.00100363j -1.42979e-14-0.00152327j -6.83801e-17-0.000109921j -2.18433e-16-0.00214917j -7.29217e-17-0.000604819j 4.14295e-17-0.00139837j -5.52386e-17+0.000108733j 4.82942e-17+0.000141446j -6.24357e-17+0.000717997j 4.96851e-17-0.00062287j 1.16911e-16-0.0025169j -8.04547e-17+0.000379211j 1.97243e-15+0.00319249j 1.77598e-17+0.00235247j 8.47557e-17-0.000119956j 2.62461e-16+0.00102163j -4.18533e-17+0.000602421j 1.50333e-16+0.00176691j 8.56009e-17-0.00210526j 2.66613e-16+0.0026861j -5.02519e-16-0.0031982j 4.07422e-15+0.00228375j 
-1.90329e-15-0.000607622j -2.7172e-17-0.000102784j 1.28871e-16+0.0013536j 1.82724e-16-0.00492647j 6.43672e-17-0.00128845j 1.43682e-16+0.00106699j -1.99678e-16+0.00182308j -4.34363e-17+0.00335245j 1.49085e-16-0.0012943j -4.28708e-16-0.00330379j 1.79575e-16+0.000539504j -1.67355e-16+0.00137088j 7.85633e-17-0.00155887j -1.7728e-16+0.000627569j 7.4088e-19+0.000316516j 1.795e-17-0.000679224j -1.8917e-17-0.000609805j 1.8111e-16+0.000322052j 4.46092e-16-0.00260381j -1.76462e-16+0.000189801j -6.91621e-16-0.00232149j 1.14848e-16-0.00066083j 5.48115e-16-0.00241894j -1.12449e-16-0.00143361j -3.965e-16+0.000257981j -3.17313e-16-0.00454223j -4.51182e-17+0.00318716j -1.55254e-15+0.00225662j -4.44805e-16+0.000756195j -9.81781e-16-0.00268361j 1.78644e-16+0.00131222j -2.11758e-15+0.00183675j 3.61167e-14-0.0035223j 5.37101e-17+9.9756e-05j -9.4047e-16+0.00125734j 2.58632e-14+0.00314824j 1.49729e-15+0.00389818j -1.06649e-15+0.00470785j 6.19142e-16+0.0012534j -1.06268e-15+0.00128166j -3.79641e-16+0.00147134j 1.9516e-15-0.00201942j 1.88146e-16-0.000780613j -2.27645e-16-0.00158817j -1.24596e-16+0.00264753j -4.8224e-16+0.0033054j 4.56163e-16-0.00150963j 2.01966e-16+0.000125324j 2.05515e-16+0.000830432j 2.85634e-15+0.00228629j 5.25253e-16-0.000674412j -1.16442e-15-0.00335263j 7.04151e-17+0.000778137j 1.39612e-16+0.000194122j -7.34425e-17-0.00196544j 1.63499e-17-0.000193288j 6.21906e-15+0.000677959j 2.479e-17+0.00170346j -4.28361e-16-0.00409333j -4.51243e-16-0.00156066j -1.86685e-16+0.00156319j -3.07211e-16-0.00344265j 7.4735e-17+0.000378855j 2.4275e-16-0.000226547j 1.49812e-16+0.000273867j 1.26501e-17-0.000907932j -1.28871e-16-0.000990195j 1.28419e-15+0.00216254j 1.14294e-16-0.000103486j 1.51303e-16-0.00414815j -8.58209e-17-0.00112753j 1.86984e-16-0.000975463j -5.07577e-19+0.0014255j 1.29909e-17-0.00485413j 1.65057e-16-0.00127125j 2.52586e-17-0.000137255j 8.44535e-16+0.000372627j 
4.66838e-15+0.000978176j 1.46705e-15+0.00440925j 8.09829e-16+0.00264051j -3.61281e-16-0.000664121j 3.76036e-16+0.00121968j 3.87741e-16+0.000761307j 2.77308e-16+0.000624361j 4.38569e-16+0.000827295j 4.52212e-16+0.00165656j 2.20279e-16+0.000998193j -4.36298e-17-0.00071162j -6.03701e-16-0.00230967j 4.82228e-16+0.00205511j -4.27018e-18+0.000840258j -8.93185e-18-0.000280554j -5.73271e-17-0.000519531j -1.37376e-16+0.00209331j -5.62437e-17+0.000672425j 4.49324e-17-0.000130045j -2.6566e-16-0.00139295j -5.05483e-16-0.000450736j 1.29165e-16+0.000757377j 4.05529e-16+0.00212848j 4.16111e-16+0.00142811j 7.55018e-17+0.00060278j -1.36152e-16+0.00015672j -1.94677e-16-0.000474304j 2.02216e-16-0.00262332j 1.26574e-15+0.00281752j -1.53156e-15-0.00177015j -1.46419e-16-0.000821381j 4.96279e-16+0.00160174j -1.26931e-15+0.000185892j -3.91151e-16-0.00112876j 1.69241e-16+0.000175637j -2.3434e-14-0.00279423j -9.62876e-16-0.00148501j 1.55243e-16-0.000916886j 3.49291e-16-0.000467564j -1.77155e-15+0.00142747j -3.45342e-16+0.000412777j -3.90872e-16+0.000273196j -1.0327e-15-0.00247183j -1.38623e-16-0.000804389j -3.9801e-16-0.00157234j 7.63893e-17+0.000268193j -5.34166e-16+0.00274411j 2.34929e-16+0.00281803j 2.27493e-17-0.000337556j 1.62831e-15+0.00108111j 5.88522e-17-0.000766285j -8.53205e-16-0.00103441j -4.97736e-16-0.00124401j -2.98576e-16+0.00193627j 1.88934e-17+0.00180203j -1.05886e-16-0.00052318j -2.70195e-14-0.00281026j -3.12454e-16-0.000619791j -8.3574e-16-0.00108322j -4.64995e-16-0.000273616j 4.81467e-16+0.000888535j 1.12361e-15+0.00322483j -1.72846e-16-0.000423677j 6.063e-16+0.00210239j 2.44907e-16+0.00115615j -6.65029e-17+0.000296779j -1.19102e-16+0.000163955j 8.75738e-16+0.000980479j 3.35108e-16+0.00110292j -2.86079e-17+0.000668628j -7.47585e-16-0.00179662j 2.55863e-16+0.000705287j -4.50808e-16-0.00185152j -7.43235e-16-0.00169545j 8.66108e-17+0.000113887j 8.92895e-16+0.00427722j 4.05085e-15+0.0022668j 
1.06473e-14+0.00275702j 8.51445e-16+0.00501865j 1.09923e-16+0.00484675j -4.66766e-17-0.00108685j 6.30788e-17+0.00173135j 7.80034e-17+0.0018924j 4.34158e-17+0.00200431j 1.01044e-16+0.00273744j 1.15669e-16+0.00296896j 2.90428e-16+0.00208146j -6.11957e-17-0.000444375j -2.07511e-16-0.00281683j 1.04466e-16+0.00140885j -1.35804e-16-0.000626009j 1.03286e-17-4.42451e-05j -1.12325e-16-0.00143256j -6.17452e-16+0.00238544j -2.76837e-16+0.00117301j 1.1405e-16+0.000216415j 2.8195e-17-0.00150052j 1.9666e-16+0.00079561j 4.15219e-17+0.000843259j -2.33259e-17+0.00148434j 2.09615e-16+0.00139078j -1.40964e-16+0.00147036j 1.07226e-16-0.000596644j -5.03279e-16+0.000541458j 1.56725e-15-0.00428223j 6.87224e-16+0.00459726j -1.08713e-15-0.00244556j -1.20731e-16-0.00159912j -4.67008e-16+0.00399205j 9.5644e-15-0.0007852j -2.33037e-16-0.00213249j 4.36115e-16-0.000525194j -2.61069e-14-0.00318563j -1.13646e-15-0.00220014j -3.25631e-16+3.32241e-05j 1.89304e-15-0.000928443j -5.16595e-15+0.00362352j -4.25133e-16+0.000183118j 1.04645e-15-0.00120711j -6.40534e-16-0.00436544j 5.08756e-16-0.00145896j -2.32807e-16-0.00249682j -6.56834e-16+0.00218104j -1.75005e-15+0.00414632j -5.38974e-16+0.0036276j 4.65239e-17+0.00144759j 2.70265e-15+0.00226165j 3.94305e-16-0.000867767j -1.08204e-15-0.00227467j -3.81033e-16-0.00206641j -1.0048e-15+0.00254972j -3.02235e-16+0.00155953j 6.85149e-17-0.000929475j -2.65078e-14-0.00279339j -3.27783e-16-0.00129843j -6.4207e-16-0.00291709j -3.22114e-16-0.00128278j 1.43905e-16+0.000821598j 8.40876e-16+0.00454764j -1.0764e-16-4.52268e-05j 9.26357e-17+0.00195147j 2.61267e-17+0.000355253j -3.14558e-17-0.00133216j -2.26071e-17+0.00039608j 9.53269e-16+0.00144356j 8.68406e-17+0.00197376j 2.55949e-19+0.000106505j -3.2307e-16-0.00396688j 4.9666e-17+0.00133676j -1.09926e-16-0.00312005j -1.69162e-16-0.00341469j 2.23283e-16+0.00128791j -2.85302e-16+0.00471426j 6.77005e-15+0.00425387j 
1.47546e-14+0.00436232j 1.02404e-15-0.000896606j 2.30136e-17+0.00511267j -9.15365e-17-0.0024294j -1.9657e-17-0.0041939j 7.51179e-17+0.0036115j 8.96532e-18-0.00194792j 6.50102e-17+0.00356573j 3.80763e-17+6.46368e-05j -5.73361e-16-0.00333784j 1.55953e-16+0.00111718j -1.10051e-16-0.00180288j -5.976e-17-0.000473038j -1.5877e-16+0.000199104j 2.95602e-17-0.000836805j 4.76399e-19-0.00167133j -1.54558e-18-0.000977881j 3.30083e-16+0.00225269j -1.11715e-16+0.00225887j -2.34344e-17+0.000958202j -1.0563e-15-0.00340982j 9.07367e-17-0.0018749j 5.25732e-16-0.00340252j -1.89142e-16-0.00467297j -2.85355e-16+0.0026726j -3.59573e-16-0.00372096j -3.12094e-16+0.00317607j 3.25524e-16-0.00123892j -1.55451e-16+0.00235434j -7.21391e-16-0.00320058j -3.8714e-17-0.00203711j 2.79002e-16+0.00523996j -4.17343e-15+0.000702925j 6.21246e-16+0.000103044j 5.7622e-18-0.00143896j 1.98356e-14+0.00233182j 1.88766e-15+0.00701841j -1.27625e-15+0.00593173j -1.28722e-15+0.00278509j 5.78671e-15-0.00375453j -3.66026e-17+0.00143232j 3.77167e-15-0.00411854j -9.48307e-17-0.00432301j -3.85598e-16-0.000634824j 3.58768e-16-0.00135872j -3.02573e-16+0.0024621j 1.02296e-15-0.00171685j 4.34661e-16-0.000887763j 3.41735e-16+0.00615258j 6.40964e-15+0.00357991j 1.81784e-15+0.00489973j -1.11359e-15-0.00351556j 9.12422e-17-0.00145436j 8.07318e-17+0.00038246j -3.17706e-17-0.00149085j -3.5388e-17-0.000267406j -1.32249e-14-0.00139123j 6.88127e-17+0.0019321j -9.87433e-16-0.00667096j -7.76153e-16-0.00438999j -1.60619e-16+0.00205596j -3.54292e-16-0.00336462j 1.4534e-16+0.000335726j 1.14825e-16+0.0020517j 1.73837e-16+0.00285044j 4.85283e-17-0.00288652j 1.53281e-16-0.00235936j 2.9709e-15+0.00473403j 4.19592e-17+0.00247378j -3.70353e-17-0.00160357j 9.36228e-18+0.00119236j 7.34684e-17+0.00155411j 7.50828e-17+0.00218693j -2.47452e-16-0.00589912j 4.34907e-16+0.00392546j -5.37904e-16-0.00147096j 8.91219e-15+0.00515683j 
2.90711e-15+0.000718319j 3.12235e-16+0.00284967j -1.28891e-16+0.00188082j -5.33022e-17+0.00196543j 6.32216e-17-0.000153425j -1.29958e-16-0.0019318j 1.18751e-16+0.00153334j -8.15899e-17-0.00138046j -1.83699e-16-0.00157188j 5.61482e-16+0.00435975j -3.18091e-16-0.00225099j 1.24104e-16-0.0011636j -2.01548e-18+0.0011049j 1.42246e-16+0.00144702j -5.92581e-17-0.00339047j 1.94938e-16-0.00142926j -4.12248e-16+0.00466013j -3.56655e-16-0.00373177j -7.35145e-17+0.00253592j 1.31706e-16+0.00505509j 2.33823e-16-3.32505e-05j 4.58972e-17-0.00131102j 6.42173e-17+7.42548e-05j -4.29592e-17-0.0021527j 1.73529e-16+0.000742354j 4.60332e-16+0.00107735j 3.3581e-16-0.00340786j -1.65304e-15+0.00224011j -2.9272e-16+0.00306036j -1.89881e-15-0.00328199j 1.16241e-15+0.00202868j 1.3421e-15+0.00124979j -3.21011e-14+0.00339737j 8.36587e-16-0.00587555j 1.98162e-15-0.00171996j -1.16997e-15-9.208e-05j -6.97375e-16-0.00190433j -5.35973e-15+0.00446324j 1.20673e-14-0.00599536j 4.13535e-15-0.00252875j 2.20113e-16-0.00118205j -1.2357e-15+0.0017461j 7.39473e-17-0.0062705j -2.55409e-16+0.00471009j 6.3755e-16-0.00700206j 8.97876e-16-0.00360473j 3.20691e-15-0.00547711j 7.62212e-16+0.00305219j -1.021e-16-0.00451465j 1.59216e-15+0.000125974j 4.54454e-16+0.00368082j -3.6633e-16-0.00194963j -6.4478e-16-0.00565041j -5.38281e-17-0.00190339j 4.0452e-16+0.00807403j -2.8978e-17-0.00079639j -1.76414e-14-0.00188277j -2.33841e-16-0.00295236j -8.2108e-17+0.0012115j 5.5588e-17-0.00114777j 1.15406e-16+0.000157811j 2.86018e-16+0.0023582j -5.65897e-17+0.000106542j -2.14173e-16-0.00460567j 1.37389e-16+0.00612385j 4.81594e-17-7.02392e-05j -3.6685e-16+0.00428744j 3.84132e-16+0.000675081j -1.52768e-16-0.00142614j -4.65994e-17+0.00155747j 1.21903e-16+0.00174405j -1.50415e-16-0.00150596j -1.19848e-16-0.00481091j 5.52811e-17+0.00195886j -4.15699e-18+0.00217844j 4.01441e-17+0.00341112j 1.56888e-15+0.00125125j 
-3.53101e-16+0.000596965j -2.47152e-16-0.0126316j 2.8044e-16-0.00300474j 3.25751e-16-0.000710113j -5.96661e-17-0.00604257j 1.42163e-16-0.000401777j -6.94868e-17-0.00138505j 4.15713e-17+0.00199788j 1.74818e-16-0.00199454j -8.83163e-17-0.00197139j -1.44145e-17-0.000763144j -7.96657e-17+0.00464821j -1.75478e-16-0.00641412j -2.25334e-16-0.00243616j -1.36596e-16+0.00104643j -2.94101e-17-0.00439393j 1.03737e-15-0.004611j 9.7373e-16-0.000391942j 1.44195e-17-0.000477258j 3.91623e-16-0.000367206j 1.70059e-15+0.00371449j 3.45096e-16-0.00223514j 5.42249e-16-0.00959888j -7.04195e-16-0.0033846j -1.69483e-16+0.00225973j 6.67306e-17-0.00168331j 5.56924e-16+0.00286411j -2.63203e-15+0.00620759j -9.73501e-16-0.00608597j 3.58546e-15+0.00610631j -1.44632e-15-0.000771539j -7.64372e-16+0.00184775j 2.64211e-14-0.00254736j 8.72992e-16+2.18165e-05j 4.86141e-16-0.00203877j 5.8289e-14+0.00715741j 1.33776e-15+0.0032511j 6.33639e-16+0.0040786j -3.88574e-15+0.00388869j 4.55484e-15-0.00275942j -4.47802e-16+0.00407732j 3.46499e-15-0.00385514j 2.23406e-16+0.00348163j -7.38197e-16+0.00362329j -2.66783e-16+0.00350455j -2.93398e-16+0.00300534j 2.04535e-15-0.00428166j 8.56874e-16-0.00639329j 6.4515e-16+0.00611888j -8.90398e-16-0.00069078j -4.88486e-17-2.82973e-05j -4.48369e-16-0.00126499j 2.38582e-16+0.00259236j 2.2703e-15-0.00488106j 6.16546e-16-0.00623771j -6.26625e-17+0.00167925j 4.09305e-14+0.00433617j 1.50895e-16+0.00164579j 7.39709e-18-0.000872797j 2.294e-17+0.00115683j 1.4743e-17-0.00444664j -7.65403e-16-0.0053606j 3.10543e-16+0.00147987j -1.13161e-16-0.00438522j 6.13429e-17-0.0046721j -6.45084e-17-0.00396594j -4.04962e-16+0.00121984j 1.19547e-15+0.00208794j 1.74422e-16+1.83142e-05j 1.973e-16-0.00288339j 1.15169e-16+0.00324763j 1.79105e-16-0.00161688j -1.06213e-16+0.00508101j 2.77837e-17+3.35162e-06j 5.76878e-16+0.00199802j -5.44464e-17-0.0123021j -2.37806e-15-0.00242768j 
3.04203e-14+0.0107952j 4.02146e-15-0.00425284j -3.77229e-15+0.00689424j -3.93206e-15+0.00747762j 8.97558e-16-0.00223097j -2.23342e-15+0.00434609j 1.28127e-15-0.00243132j -6.40759e-16+0.00137227j -2.37565e-15+0.0043211j -2.30085e-15+0.00516917j -7.48213e-16+0.0020494j 2.05943e-15-0.00396567j 1.2096e-15-0.00268466j 3.04788e-15-0.00611956j 5.68811e-16-0.000886344j 6.91191e-16-0.00133318j 1.17579e-15-0.00200274j -1.02324e-15+0.00313573j -5.93017e-15+0.0100876j -5.84278e-16+0.00272825j -6.73761e-16+0.00461406j 7.31257e-16-0.0014714j 1.76797e-15-0.00383752j 1.53467e-15-0.00404968j -2.49072e-15+0.00497723j -1.07834e-15+0.00311657j -1.2793e-15+0.00139199j 9.02299e-15-0.00848743j -7.98646e-16+0.00303892j 5.43118e-16+0.00173129j 1.49109e-15-0.00496296j -9.63918e-16+0.00799151j -5.15494e-14+0.0053301j 2.634e-15-0.00205586j 7.07318e-15-0.00741682j -1.06526e-14-0.00149398j -4.10562e-16+0.000512103j -5.09203e-16+0.000141976j 2.02889e-16+0.000103993j 3.38894e-15-0.00197335j 2.66946e-15-0.00388372j 6.32546e-15-0.00467629j 2.63522e-15-0.00641974j -7.94746e-16+0.0019048j 4.89849e-15-0.00831348j -1.28128e-15+0.00132054j -1.99013e-16+0.00114191j 1.53132e-15-0.00298193j -5.19419e-15+0.0113629j 3.41548e-15+0.00126484j -2.07765e-15+0.00823364j 1.19081e-17+0.00136071j 2.29133e-15-0.00470846j -2.6488e-16+0.000329791j 3.73141e-17-0.000236328j 6.05803e-16-0.00131775j 9.59366e-15+0.00108224j 9.25216e-16-0.00164426j 1.10767e-15-0.00373426j 2.00221e-15-0.00471255j 1.17419e-15-0.00189563j -1.5675e-15+0.00288899j -6.42143e-16+0.00151859j -9.22216e-17-0.000367042j 2.09344e-16-0.000522623j 3.38506e-15-0.00653603j 3.17659e-16-0.000541604j 1.15635e-16+0.000922596j -1.97335e-15+0.00374652j -2.45823e-15+0.00450874j 2.9143e-16-0.000275154j -2.60465e-15+0.00501921j 1.43754e-15-0.00233069j -4.81791e-16+0.0004498j -4.76295e-15+0.0110554j 1.17689e-15-0.00522814j 1.0576e-14+0.00865173j 
-5.02781e-15-0.000521135j -2.69562e-16-0.014639j 7.59334e-17-0.00617549j 5.20013e-17+0.00095558j 6.3243e-17-0.00498955j 8.06961e-18-0.00050533j 4.01621e-17-0.00344456j -2.04521e-17+0.000948743j 3.8487e-17-0.00139565j -3.14533e-16-0.00209174j 5.13052e-17+0.000316947j 4.70414e-17+0.00604786j -2.83153e-17-0.00391763j 4.66119e-17-0.00463444j -1.55837e-16+0.00206661j 2.24382e-16-0.00538j 1.33491e-15-0.00492984j 9.76473e-16-0.00180891j -3.82997e-16-0.000909146j 3.38049e-16-0.000465536j 2.00761e-15+0.00536949j 4.23912e-16-0.00221822j 4.59109e-16-0.0072904j -6.55188e-16-0.0045713j -1.18791e-16-0.00057707j -4.78174e-16-0.00105315j 6.7291e-16+7.12275e-05j -2.94768e-15+0.00701701j -1.15372e-15-0.00758255j 4.96744e-15+0.0080405j -1.67603e-15-0.00470831j -1.8893e-16-0.00222394j 1.29682e-14-0.00145877j 4.80485e-16+0.00299842j -3.98985e-16-0.000125235j 5.47373e-14+0.00673974j 7.65165e-16+0.00109368j -2.86013e-16+0.00456074j -2.15833e-15+0.00261362j 6.60241e-15-0.00461412j -1.04576e-16+0.00486891j 4.27947e-15-0.0048254j 8.12803e-16+0.00662847j -1.06085e-15+0.00239883j -2.93759e-16+0.00443882j -1.07879e-16+0.00129523j 1.28006e-15-0.00267026j 7.48493e-16-0.00646473j 1.57416e-16+0.00529304j -1.51655e-15-0.00129911j -3.996e-16+0.000389523j -2.53027e-16-0.000708283j 6.92146e-16+0.00443321j 3.33087e-15-0.00759969j 9.67274e-16-0.00757937j 2.40319e-17+0.00406313j 4.42412e-14+0.00470287j 1.9424e-16-0.00105546j 4.02721e-16+0.00230415j 3.43531e-16+0.00147785j 2.09693e-16-0.00515172j -9.38873e-16-0.00555593j 2.14105e-16+0.000744566j -3.17687e-17-0.00419834j 3.54638e-17-0.00666061j 2.31204e-16-0.00374521j -4.18901e-16+0.00111721j -1.04132e-17+0.000212977j 4.75581e-17+0.000915257j 5.34103e-17-0.00185265j 1.18148e-16+0.00364723j 3.44548e-17-0.00128968j 2.4057e-19+0.00657295j 2.48807e-17+0.00251868j 1.97281e-17+0.00110263j 4.32358e-16-0.0143786j -5.74199e-15-0.00439142j 
-3.00085e-14-0.00837528j -2.06196e-15-0.00633933j 1.28681e-16-0.0122228j 7.09688e-17+0.00219794j -9.76083e-17+0.000506203j 1.27794e-17-0.00469757j -6.8274e-17-0.00397795j -1.06131e-17-0.0063018j 1.26765e-17-0.00378697j -2.64216e-16-0.00285499j -9.00926e-18+0.000201905j 2.02124e-16+0.00561211j -6.77882e-17+0.00200686j 2.03067e-16+0.000778949j -9.22456e-17+0.00148548j 1.3487e-16+0.00154972j 8.39389e-16-0.00228686j 2.31913e-16-0.00380291j 6.25404e-17-0.0037239j -2.72373e-16-0.00026835j 1.17533e-16+0.000451823j -1.00029e-16+0.000177962j -5.00044e-16+0.00278209j -1.58647e-16+0.00032994j 6.51374e-16-0.00619085j -5.16013e-16+0.00253954j 1.03791e-15-0.00502872j -3.5024e-15+0.00790953j -8.59044e-16-0.00877383j 2.87462e-15+0.00603j -2.93478e-16-0.00026706j 1.12087e-15-0.0123494j -1.65161e-14+0.0010125j -8.39192e-16+0.00598419j -2.45867e-15+0.0045901j 1.80048e-14+0.00226915j 6.43657e-17-0.00198001j 1.05485e-15-0.00291834j -2.19736e-15-0.00020046j 6.29553e-15-0.00507419j 5.69568e-16+0.00157783j -3.45769e-15+0.00349329j 1.07416e-15+0.0114956j -7.16497e-16+0.000654151j -3.86597e-16+0.00633953j 1.44082e-15-0.00585927j 7.83563e-16-0.00248988j 1.89442e-16-0.00345358j -1.27405e-16-0.00706522j -7.32742e-15-0.0051054j -1.71376e-15-0.00246589j 1.75962e-15+0.00457371j 6.95016e-16+0.00601564j 2.08308e-15-0.00546177j 5.76532e-16-0.002568j 4.81833e-18+0.00383008j 2.85778e-14+0.00301234j 3.12322e-16-0.000873862j 1.41913e-15+0.00998193j 8.62027e-16+0.00504337j -5.9318e-17-0.00209312j -7.79501e-16-0.00460413j 1.13791e-17-0.00132979j 3.55114e-17-0.00175652j -1.99467e-16-0.00301429j -1.06339e-16+0.0047851j -1.83632e-17+0.000220997j -2.98942e-15-0.0049283j 4.79565e-17-0.00294784j 5.63818e-17+0.00101114j 3.34284e-16+0.00539317j 1.6251e-17-0.00282854j 1.03756e-16+0.00536002j 1.99019e-16+0.00860536j -6.21882e-16-0.0063186j 1.04058e-15-0.00561604j -1.72985e-14-0.0106767j 
