9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
-3.33783e-18-5.75059e-06j -2.26534e-16-0.00105132j -1.09403e-16-3.79505e-05j 2.88957e-16-0.00201926j -2.45065e-17+0.00098986j -4.59663e-17+0.00149915j -9.44048e-17-0.00122858j -2.55681e-16+0.00231697j -3.22215e-17+5.89704e-05j 1.95046e-16-0.00371995j 9.83758e-18+0.00171008j 3.43357e-17-0.000105173j 1.51757e-16+0.000745751j -1.21139e-16-0.00254012j 1.67446e-16-0.00217831j 2.14576e-16-0.000963258j -1.75443e-16+0.00087315j 4.43997e-16+0.00307707j 8.16083e-14+0.000730666j -2.84297e-16-0.00138483j 4.84587e-17-0.000778653j -1.37027e-16-0.00045801j 6.65908e-15-0.00443915j 4.2053e-16+0.00239681j -2.43995e-17+0.000513806j -1.80917e-16-0.000308805j 2.09228e-15-0.00412534j -9.09612e-16+0.00463849j 1.05546e-14+0.0041646j -1.76481e-16+0.00149634j -1.89784e-16+0.00107794j -2.95898e-16+0.000409348j -4.26095e-16-3.86974e-06j 5.09167e-16+0.00159529j 3.44167e-16+0.00130442j 7.82599e-17+0.0013684j 3.47916e-17+0.000337401j -1.40169e-15+0.00530969j -1.22464e-15+0.00289752j -7.04794e-16-0.00145971j 3.24696e-16+0.000112185j 6.96867e-16+0.000959473j 1.23747e-16-0.00173694j 9.20226e-17+0.0020781j 1.16982e-16-0.00123717j -1.49122e-17+0.00246159j 2.36619e-16-0.00166809j -9.9976e-17+0.00220194j -2.83205e-16+0.00322393j -1.20149e-16-0.000745248j -6.13481e-17-5.61955e-06j -1.96165e-18+0.00226111j -2.86366e-16+0.00250471j -7.15087e-17-0.000113977j 1.03318e-15+0.00120787j 2.07733e-16-0.000409004j 
-1.2483e-16+0.00173754j 4.58779e-16-0.0069923j -5.95886e-17+0.000365124j 2.00233e-16+0.00197082j 3.96128e-18+0.00200035j -2.90541e-17+0.000945685j -1.23741e-16-0.00253708j -2.71785e-16-0.00122455j -8.73569e-17-0.000839619j 2.94485e-16+0.00185245j 5.71131e-17+0.00103319j 2.10825e-17+7.8778e-05j 2.13119e-16+0.00476066j -1.58627e-16-0.00300808j 3.816e-16-0.00132604j 1.10128e-15-0.00439249j -8.25821e-17+0.00158376j -1.46486e-16+0.000925061j 1.02969e-14+9.38395e-05j 3.88951e-16+0.00223868j 3.76019e-16+0.00283864j -4.81439e-16-0.00203869j -2.46953e-15+0.00207767j 6.44795e-16+0.000261606j 2.29239e-16+0.00334041j -2.5438e-16-0.000115738j 1.0418e-15-0.000873328j -7.16592e-16+0.00213366j 1.10084e-14+0.00410874j 2.24543e-16+0.000593841j -1.44407e-16-0.00227603j -4.72379e-17-0.00241631j -1.60405e-17-0.00114651j 6.51398e-16+0.00137897j 6.19525e-16+0.00493845j 1.94666e-16-2.38402e-05j -2.67237e-17+0.00188807j -7.27692e-16+0.00130178j -4.27779e-16+0.00177726j 9.33972e-16+0.00158631j 1.7539e-15+0.00118883j 1.81177e-15+0.00298292j 1.87962e-17+0.00191093j -5.85639e-17+0.00453326j 6.21006e-17+0.00199946j -3.03269e-17+0.00137629j 1.97619e-16+0.00106836j -7.35592e-17+0.000484407j -3.05541e-16-0.00101924j -1.28403e-16-0.00265259j -5.06959e-17-0.00109979j -1.40386e-17+0.000828888j -1.93e-16-0.000690235j -6.34563e-17-0.00310177j 4.44217e-15+0.00679695j 9.28439e-16-0.00104038j 
-5.02641e-16-0.00400438j 1.15075e-16+0.0026374j -5.93753e-16-0.0043963j -4.62563e-16-0.00246071j -1.97669e-16-0.00198005j -3.19892e-16-0.0024762j 3.51662e-17+0.000733375j 2.73189e-16+0.00124791j 3.88963e-16+0.00190972j -6.88377e-16-0.00246481j -3.26147e-16-0.0015991j 1.90814e-16+0.00209158j -4.95408e-16-0.00144613j 4.22488e-16+0.00188506j -1.42007e-16+0.00199742j -4.23499e-16+0.00219165j -9.41205e-16-0.00370352j 8.10819e-16+3.20813e-05j 3.3502e-13+0.00300886j -6.51076e-16-0.00193098j -8.65477e-16-0.00325704j -6.29384e-16-0.00153828j 3.9197e-15-0.00323725j -9.18613e-16-0.00159828j -6.70904e-16-0.00296528j -8.1156e-16-0.00413551j -5.62762e-16+0.000312588j 8.82492e-17-0.00102844j -2.80657e-15-0.000982147j -1.16385e-16-0.00166922j 7.67144e-16+0.00567202j -8.98827e-17-0.000466104j 1.93896e-16+0.00140509j -7.4168e-17+0.000518747j -1.09538e-15-0.00424964j -4.91735e-16-0.00187785j 8.65378e-17+0.000403326j 1.52415e-16-0.00105187j 1.42472e-16-0.00154947j -3.23614e-15-0.00424631j 6.04695e-16+0.00213556j 3.8957e-16-0.00120768j -5.71621e-17+0.000131855j -3.40142e-16-0.00114977j -3.82351e-16-0.002287j -1.96976e-16-0.0017419j -9.09348e-17+0.00067246j -6.62155e-17-0.00107024j 2.76164e-16+0.000840449j 6.47424e-17+0.000989949j 4.13888e-16+0.00264591j 3.30743e-16+0.00171967j 3.28689e-17-0.000514713j 7.58973e-16+0.00538679j -1.26413e-15-0.00214399j 2.93599e-16+0.00360676j 
-1.32378e-16-0.00619285j 8.70716e-16-0.00723523j 1.06084e-16-0.0104978j -1.48877e-16+0.000614262j -9.45264e-17-0.00228767j 4.78283e-17-0.0047329j 1.97036e-16-0.00412005j 3.80407e-17-0.00322456j 1.02877e-17+0.00193149j -1.33197e-16-0.000858705j 1.70256e-17-0.000394243j -2.17848e-16+0.00549606j -1.64471e-17+0.00283172j 4.11845e-18-0.00123946j -1.09547e-16+0.00235255j 8.33867e-16-0.00382604j -1.70742e-15-0.00835139j 8.15787e-16+0.00219909j 3.29959e-13+0.00296556j -4.79032e-16-0.000426993j -4.81338e-16-1.75314e-05j -1.69722e-15-0.0076901j 3.75463e-15-0.00253845j -5.26495e-16-0.00354276j 5.18993e-17-0.000481666j -8.33898e-16-0.0126383j 9.99584e-17-0.00163603j -3.10296e-16-0.00276008j 5.96843e-15+0.0024574j 2.82521e-16-0.000814975j 2.00584e-16+0.00738205j -1.24484e-16-0.00621848j -9.26365e-17+0.00010778j 8.85428e-16+0.00754094j -1.95262e-16-0.000261264j 2.13756e-16-0.00577287j -3.73507e-16+0.00644803j -5.45919e-17-0.00146951j 6.75713e-16-0.00261071j -4.51402e-15-0.00679127j 3.90297e-15+0.00667713j 4.74484e-15+0.00413373j 2.38458e-17+0.00212487j -2.53081e-16+0.00370191j -2.77268e-17-0.00187285j 2.82759e-17-0.00079927j 3.4855e-17+0.00596418j -3.75673e-17-0.00249282j 1.0069e-16-0.00343609j 1.71163e-16-0.00330109j 3.9891e-17+0.00332312j -5.46195e-17+0.00526867j 9.72275e-17-0.0051403j 5.69344e-17+0.00696916j 5.86242e-15+0.00817417j 1.30093e-15+0.00706517j 
-1.23443e-16+0.00202636j 3.01663e-16-0.001552j -1.1568e-16+0.00266065j 9.86607e-17-0.000993614j -1.06312e-16+0.00225038j -8.45138e-17+0.00212824j 4.68612e-17-0.000365157j -9.12366e-17+0.00229642j -3.90754e-18-0.000286629j 8.57145e-17-0.000969798j -3.15051e-17+0.000439948j 8.04592e-17-0.00137509j -5.68389e-17+0.00224022j 9.25828e-18-0.00161668j 3.33667e-16-0.00190297j 6.24381e-16-0.00109738j 3.81814e-16+0.00369902j 1.53035e-16+0.000768588j 1.37053e-13+0.00123348j 1.57976e-17+0.000685675j 6.20979e-17+9.31731e-05j 2.72193e-16+0.000685973j 5.37117e-16-0.000354865j 5.38061e-16+0.00184041j -1.87255e-16+0.00145367j 1.7916e-16+0.00330332j 1.41403e-15-0.00120599j -7.63674e-16+0.00450935j 9.72917e-15+0.00372353j 2.67116e-16-1.0729e-05j 1.99249e-17-0.00176388j 9.6629e-17+0.000721113j -1.15184e-16+1.32235e-05j 1.96416e-17-0.00181331j 7.0598e-17+0.00235133j 7.05411e-18+0.00210832j 2.5502e-17-0.0011952j -9.42232e-16+0.00303868j -1.03216e-15+0.00308014j 1.01366e-15+0.00152383j -1.52244e-16-0.000514714j -2.55524e-16+0.000166661j -6.69913e-17+0.000271919j -1.0555e-16+0.00218276j -4.95384e-17+0.000837187j -9.13171e-17+0.00126112j 1.00703e-16-0.00242341j -7.19444e-17+0.00183807j -1.25145e-16+0.0025779j 4.91065e-17-0.000588249j 1.52687e-17-0.000837524j -3.44876e-17+0.000163003j -1.47881e-16+0.00260219j 1.18294e-16-0.00284434j 4.03207e-16+0.00126731j 2.04621e-16-0.00226023j 
4.57103e-16-0.00266955j -2.03068e-15+0.0201071j 3.96387e-17+0.00117689j -1.60831e-17-0.00218035j -5.6413e-17-0.00741285j -2.83275e-17-0.0013194j 5.92997e-17+0.00781965j 1.05581e-16+0.000150366j 4.15995e-17-0.000672025j -1.07313e-16-0.00274225j 4.89387e-17+0.00134623j 6.6663e-17-0.000870984j -2.66242e-16-0.014121j 2.6829e-16+0.00553718j -9.70824e-16+0.00292962j -3.69086e-15+0.0121059j -2.95574e-16-0.00551122j -7.9949e-16-0.00103731j -8.33301e-13-0.00750059j -9.22861e-16-0.00767061j -3.34186e-16-0.00479353j 1.56505e-15+0.00784234j 8.72343e-15-0.00650417j -1.958e-15+0.00021044j -7.51209e-17-0.00725414j 3.01834e-16+0.00220886j -3.06162e-15+0.000889177j 2.12076e-15-0.00865619j -4.19425e-14-0.0155065j -2.07956e-15+0.00422541j 3.47024e-17+0.00405587j -4.32968e-16+0.00737887j -8.06755e-17+0.000250797j -9.09483e-16-0.00033252j -9.59121e-16-0.0120566j -4.87514e-16+0.000907366j 2.30764e-16-0.00405915j 1.77264e-15-0.0019781j 1.08709e-15-0.00613036j -1.29376e-15-0.00239892j -5.90566e-15-0.00778444j -5.97262e-15-0.00691847j 2.05773e-16-0.00797663j 3.47329e-16-0.012272j 1.22409e-16-0.00513114j 9.64822e-17-0.00102912j 1.01333e-17-0.000214554j -2.47221e-17-0.0014452j 1.44257e-16+0.000766047j 9.20227e-17+0.00877796j -2.356e-17+0.000501795j -2.05382e-17-0.00410729j 3.20107e-17+0.00060254j -3.0365e-17+0.0064074j -1.22705e-14-0.0195485j -2.67177e-15+0.00122661j 
-5.27886e-17-0.00977045j -6.54897e-16+0.00333702j -2.59336e-16-0.0107442j -1.61003e-17-0.00936638j -3.77514e-17-0.00171123j -9.71588e-17-0.00458389j 1.86584e-17-0.000193701j 9.93052e-17+0.00728686j 2.26788e-16+0.00611j -4.94203e-16-0.0101507j -2.24934e-16-0.00464969j -2.47616e-17+0.00479238j -2.52481e-17-0.0007158j 4.78549e-17+0.00311167j -5.01068e-16+0.00262494j -9.88262e-16+0.00340591j -9.81281e-16-0.00587498j 2.97219e-15+0.0019512j 1.3841e-12+0.0124473j -1.11916e-15-0.00417225j -1.08848e-15-0.00965702j -1.41669e-15-0.00537935j 1.4244e-14-0.0104378j -1.27474e-15-0.00181754j -7.004e-16-0.00676327j -4.81038e-16-0.00998712j 1.2059e-15-0.00207257j -7.94527e-16+0.00470055j 1.3604e-14+0.00528784j 1.37732e-15-0.00619137j 3.26699e-16+0.0146353j -3.02415e-16-0.00133128j -5.56912e-16+0.00487711j -2.1814e-16-4.95067e-05j -1.08166e-15-0.00841315j -6.73067e-16-0.00315271j 2.85962e-16+0.00039501j -8.28298e-16+0.00190558j -6.36995e-16+0.000645572j -7.06747e-15-0.0115737j 1.79371e-15+0.00781008j 2.8403e-15-0.00239077j 1.53034e-16+0.000988521j 1.6962e-16+0.000226803j -3.57467e-17-0.00598919j 1.93332e-17-0.00322536j 7.58974e-17-0.00199307j -4.12202e-17-6.10318e-05j 2.19872e-16+0.00644664j -2.5513e-17+0.000308101j 1.46174e-16+0.00730466j 1.79156e-16+0.00707017j -1.11472e-16+0.00229328j 1.61139e-16+0.0124728j -1.34042e-16-0.00219001j 1.0784e-16+0.00824929j 
-3.1912e-17+0.00165326j 2.81383e-16-0.00508663j 3.99935e-17+0.00110701j 5.25812e-17+0.000280628j 1.48177e-16+0.00387361j 8.21553e-17+0.00112227j -1.21215e-16-0.00381809j -1.52185e-17-4.04343e-05j -1.41631e-17+0.000841786j -5.1083e-19-0.000763796j -2.93069e-17-0.00142515j -2.03956e-17-0.00108662j 1.42109e-16+0.00046509j -1.46539e-16+0.000221378j 2.94172e-16-0.00229584j 1.17158e-15-0.00384226j 4.74413e-16+0.00340609j 1.33228e-16-4.78149e-05j 2.36712e-13+0.00213074j 5.63718e-16+0.00344188j 2.52908e-16+0.00172866j -4.47498e-16-0.00179559j -5.02994e-15+0.00372129j 1.22904e-15+0.00152474j 1.92952e-16+0.0012551j -1.5701e-16-0.000968721j 1.2571e-15-0.00127236j -8.61109e-16+0.0026597j 1.60196e-14+0.00582433j 1.02244e-15-0.00311495j -2.01917e-16-0.00475599j 5.57454e-17-0.000884906j -1.23716e-16+0.00121359j 1.11479e-16-0.000387307j 6.10728e-16+0.00395931j 2.44e-16+0.000284169j 4.64884e-17+0.000305584j -5.06479e-16+0.00023723j -2.8227e-16+0.0024691j 1.15059e-15+0.00164007j 1.94707e-15+0.003145j 1.93399e-15+0.00163012j 2.58653e-18+0.000694322j 1.21237e-16-0.000182129j 1.37035e-17+0.00118185j 4.68551e-17+0.000308271j -1.20028e-16-0.00277021j 7.12396e-17+0.00157111j -5.52614e-17-0.00031132j -1.61395e-16-0.00425668j -4.04778e-17-0.000497875j 3.58081e-17+0.00135607j 1.88378e-17+0.000796241j -1.42158e-16-0.00318038j 3.04923e-15+0.00473543j 5.39443e-16-0.00152105j 
5.21722e-17-0.00119624j -2.96589e-18+0.000385332j 4.58675e-17-0.000883784j 6.19092e-17-0.00249321j -1.64744e-17+0.00074069j 1.19433e-17-0.000474451j 5.4719e-17+0.00061553j 6.24183e-19+0.00289976j -1.53602e-17+0.00152669j -2.0804e-17-0.0014776j -1.51182e-17-0.00207719j -2.22135e-17+0.000350337j -1.53061e-17+0.00158264j -1.87255e-17+0.0010321j -4.06633e-17+0.000609521j -6.94842e-17+0.000796574j 2.86603e-16+0.000917407j 7.7422e-16-0.000708681j 4.98738e-13+0.00448954j -5.24603e-17+0.00011791j -1.22793e-16-0.00246085j -5.64583e-17-0.000677511j 9.44854e-16-0.000809906j -1.97353e-16-0.00054787j -2.0525e-16-0.00105703j 3.008e-16+0.00030179j 2.59228e-16+0.00106855j -3.00617e-16+0.00255481j 5.78441e-15+0.00214691j 8.42888e-16-0.00274621j -6.17306e-19+0.00247256j 1.53429e-16-3.65763e-05j -8.01899e-17+0.00142771j -3.62828e-16-0.00278038j -2.76242e-16-0.00139616j -2.14912e-16+7.53158e-05j 1.21103e-16-0.00120958j -1.72798e-16-6.69735e-05j -2.93936e-16+0.00107945j -6.25924e-16-0.00126207j 4.90461e-17+0.00171709j 2.13087e-16-0.00126096j -5.81916e-17+0.00179376j 1.1129e-17+0.000951572j 1.97304e-19-0.000253238j 9.0991e-18-0.00146351j 1.13719e-17-0.00157993j 4.30054e-18+0.000147251j 4.43434e-17+0.00231096j 5.14417e-17+0.000255861j -2.5603e-17+0.00150859j -4.86216e-17+0.000782655j -1.9103e-17+0.00143801j -4.31825e-17+0.00140674j -1.97601e-16-0.000384987j -6.62504e-17+0.000789365j 
2.01019e-17+0.000870082j -3.28026e-16+0.00203625j -6.51754e-17+0.00224886j -2.06595e-17-0.00227419j 9.65256e-17+0.00152697j 6.5971e-18+0.00125341j -8.22621e-17+0.000962405j 1.15525e-16+0.00318545j 6.51722e-17+0.000671973j -1.31671e-16-0.00174716j -8.02978e-17-0.00116183j 5.94609e-17-0.00137667j 6.65556e-17-0.000153827j -3.68804e-17+0.000860956j -4.52981e-18-0.000815402j -2.0456e-16+0.00128073j 7.00028e-16+0.00314611j 4.28813e-16-0.000516098j 2.67202e-13+0.00240378j 6.14946e-17+0.000118725j -5.3161e-17-0.00175439j 3.04454e-16+0.00146509j 4.03376e-16-0.000440574j 2.26197e-16+0.00122414j -1.80196e-16-0.000662742j 3.18149e-16+0.00322691j 5.20772e-16+0.000191214j -1.24734e-16+0.00327016j 5.14414e-15+0.00179949j 4.21581e-16-0.00168808j -4.80731e-18-0.000564897j 7.42097e-17+0.00182556j -5.41055e-17+0.00115741j -4.59171e-16-0.00353324j -5.2841e-17-0.000586932j -1.45212e-16+0.00183047j 1.65634e-16-0.00251109j -2.45287e-16+0.00123873j -4.72825e-16+0.00201467j 5.90937e-16+0.000716747j -7.3785e-16-0.000342002j -9.09694e-16-0.00177947j 4.35077e-18+6.48507e-05j 1.67929e-16-0.000563149j -1.87732e-17-1.2504e-06j 6.33482e-19-0.000335007j -1.03711e-16-0.00333906j 6.93863e-17+0.00131847j 1.13841e-16+0.00299404j -9.05521e-17+0.00058106j 2.71075e-17+0.000134521j 9.3265e-17-0.000340745j 3.1627e-17+0.00287556j -1.10084e-17-0.00100916j -1.49715e-15-0.00227074j -3.39394e-16-0.00149027j 
1.97378e-17+0.00194269j -3.23753e-16+0.00301736j -8.2063e-17+0.00382358j 1.71743e-17-0.00116139j 5.49817e-17+0.00123606j -4.02193e-17+0.00138899j -1.1288e-16+0.00225348j 1.70818e-17+0.0024834j 3.84131e-17+1.69085e-05j -5.41949e-17+0.000468565j -5.67535e-17-0.00134926j 9.84572e-17-0.00200351j -8.30071e-17+2.32409e-05j 4.54896e-17+0.00144004j -4.15136e-18-0.000165257j -4.1243e-16+0.00202207j 8.63361e-16+0.00386352j 3.514e-17-0.00194717j 1.42528e-13+0.00128531j 2.64543e-16+0.000647144j 1.18902e-16-0.00112432j 5.99278e-16+0.00275717j -2.53243e-15+0.00161531j 2.96316e-17+0.000578894j -1.69169e-16-0.000306153j 4.08073e-16+0.00551562j -3.44992e-16+0.00221085j 1.16656e-16+0.00177364j -7.49802e-16-0.000458688j 3.48025e-16-0.00152145j -3.26265e-17-0.00184953j 1.77599e-16+0.0022834j 1.35532e-16+0.000689229j -5.98889e-16-0.00504593j -1.37871e-16-0.000723557j -2.70473e-16+0.0021257j 2.5151e-16-0.00333235j 1.71421e-16-0.000507028j -2.11619e-16+0.00117519j 1.62684e-15+0.00246177j -1.462e-15-0.00174161j -1.8741e-15-0.00248703j -8.73061e-17+0.000742903j 2.83564e-17-0.0010189j -4.89189e-17+0.00103608j -2.16401e-17-0.000997595j -6.94031e-17-0.00288841j 4.25263e-17+0.000628099j 1.54631e-17+0.00203667j -9.3759e-17+0.00159031j 1.96224e-17-0.000538947j 6.45061e-17-0.00218168j -1.4403e-17+0.00236691j 2.40497e-17-0.00218204j -2.44043e-15-0.00344786j -5.08538e-16-0.00240355j 
3.396e-16-0.000906809j -8.22583e-16+0.00242801j 1.85988e-16-0.000449813j 4.11406e-16-0.0013997j -4.24967e-17+0.000525749j 9.09861e-17-0.000262574j 1.6203e-16-0.00109275j -1.9197e-16+0.000424986j -2.57304e-16+0.00128972j 5.58115e-16-0.00285535j 2.08581e-16-0.00128307j 2.73671e-17-0.000426574j 7.39554e-16-0.0047457j -3.95533e-16+0.00245513j 1.70312e-17-0.000659694j -4.08204e-16+0.000885358j 7.89372e-17-0.000143045j 9.35343e-17-5.03516e-06j 6.65548e-14+0.000600293j 7.66618e-17-8.02454e-05j 2.49959e-16-0.00107464j -5.1866e-17+6.21084e-05j 4.80149e-16-0.000189466j 3.92822e-17+0.00108848j 4.85593e-16-0.00222631j 2.66944e-16-0.00218066j 5.1726e-16-0.00129473j -2.77499e-16-0.00050771j 9.86129e-16+0.000437599j 7.26383e-16-0.00198571j -1.01986e-16-0.000963589j -3.51909e-16+0.00128062j -5.56947e-16+0.00171551j -1.99764e-16+0.000228248j 3.62684e-16-0.00158707j 1.64369e-17-0.000182664j 2.2703e-16-0.000616832j -7.83866e-18-0.000398579j 2.0465e-17-0.000111392j -1.81144e-16-0.0010622j -1.93225e-16+0.00137567j 4.19969e-16-0.000900279j 4.41146e-16-0.00212866j 8.79364e-16-0.00446798j 3.71721e-16-0.00157407j 1.28868e-16-0.000424072j 3.95151e-16-0.00239402j -1.47469e-16+0.000754422j -1.89173e-16+0.000320301j 1.10745e-16-0.00101586j -2.10178e-16+0.000692054j -2.41745e-16+0.00090622j -2.12396e-16+0.000768578j -3.8934e-16+0.00118998j -9.05784e-16-0.00235588j -4.78288e-16+0.000416435j 
-1.5334e-16+2.56905e-05j 1.022e-15+0.000954292j 5.78816e-19+0.000156511j 2.18137e-16+0.000727807j -1.09407e-15-0.00125766j -3.0943e-16-0.000388715j 1.41808e-15+0.0016773j -5.60628e-17-0.000467777j -4.42577e-16-0.000648302j 1.08283e-15+0.0018577j 3.71138e-16+0.000362862j 2.75478e-16+0.000273123j 7.87523e-16+0.00113778j -1.97228e-16-0.000220775j 8.04186e-16+0.00118009j 6.3587e-16+0.00101144j -6.97804e-16-0.000733089j -5.44302e-16-0.000714071j -9.7975e-14-0.000875638j -7.19655e-16-0.000524543j -2.66175e-16+2.2821e-05j 7.8874e-16+0.000733405j -7.35553e-16+0.00013063j -1.24132e-15-0.00113147j 2.06762e-17+0.000260682j 1.13679e-15+0.0013474j 2.32521e-16+0.00165624j -3.23356e-16-0.00136351j -8.48438e-15-0.00249972j 5.87019e-16+0.00104588j 1.31729e-15+0.00108561j 1.12125e-16-8.39186e-05j -3.98451e-16-0.000808437j -4.98886e-16-0.00057773j -1.02211e-15-0.000789773j -1.31483e-16-0.000137377j -1.94549e-16-0.00016366j -4.96521e-17-0.00101991j -4.58577e-16-0.00110012j 1.8078e-16+0.000400922j -1.79563e-15-0.00139229j -1.2635e-15-0.000472317j 4.45073e-16+0.000823018j 6.67346e-16+0.000894793j 1.59395e-16+0.000502774j -3.01403e-16-0.000470497j 1.14014e-15+0.00158278j -6.92679e-16-0.00101637j -6.23153e-17-0.000564574j 1.45204e-15+0.00163049j 6.17902e-18-0.000156833j -8.07788e-16-0.00123346j -3.76123e-16-0.000793019j 5.1695e-16+0.000274017j -1.65788e-15-0.000949192j 1.03127e-16+0.000148319j 
1.55467e-16-0.00109481j -6.52841e-17+0.00262514j 1.53948e-16-0.000545064j 1.55914e-16-0.00212874j -2.06023e-16-0.000792632j 1.90466e-17+0.000149537j 3.4886e-16+0.00109254j -1.71655e-17+0.0021121j -1.38057e-16+0.000366795j 2.5437e-16-0.00249682j 1.15563e-16+0.000497753j -2.88095e-17+0.000247228j 1.74887e-16-0.000676397j -8.84657e-17-0.000320577j 1.19555e-17-8.18594e-05j -2.73387e-16+0.00176298j -8.54692e-17-0.000583862j 3.20696e-16+0.00117045j 8.50026e-14+0.000764502j -5.13912e-16-0.00208601j -1.74974e-16-0.0020679j 3.90545e-16+0.000608114j 5.34068e-15-0.00384211j -3.65125e-16+0.000672821j -8.61226e-17-0.00114441j 5.09297e-16+0.000186667j 7.35098e-16-0.00132766j -1.82781e-16+0.0016803j -5.52558e-16+7.27832e-05j 2.57437e-17+0.00076911j 9.58051e-17+0.00277765j -2.74873e-17+0.00106162j -3.45661e-16+0.000310951j -1.94162e-16-5.63081e-05j -2.81644e-16-0.00188121j -7.27183e-18+0.000655428j -7.93984e-17-0.000664768j -4.29837e-16+0.00226994j -5.65012e-16+0.000634475j -8.61303e-16-0.0017991j -1.10723e-15-0.000659718j -6.67809e-16-0.000962402j 1.1234e-16-0.00118277j 2.08898e-16+7.88893e-05j 1.26402e-16-0.00148679j -5.69057e-18+0.000503348j 2.37337e-16-0.000807582j -1.22615e-16+0.000646349j 9.14507e-18+0.00245854j 3.38337e-16+0.00139574j -9.52486e-17+0.000714847j -2.50449e-16+0.000754903j -8.81549e-17+0.00156694j -6.50011e-17+0.00180141j -1.68184e-15-0.00241223j -3.84864e-16+0.000582736j 
-4.88814e-17-0.00144055j -9.07634e-17-0.000261833j -1.05355e-16-0.00212626j 9.55144e-17+0.000268527j -7.81195e-17-0.00105303j -8.31026e-17-0.00124041j -3.22615e-17-0.000236578j -1.74591e-16-0.000952164j -1.17069e-17+0.000325966j 9.774e-17+0.000150169j 1.64354e-17-0.000161764j 3.66854e-17+0.00112822j -6.69025e-18-0.000223508j 2.38238e-17+0.000298267j -3.34085e-17+0.000933744j -1.79113e-16+4.11009e-06j -5.24626e-16-0.00218924j 4.55823e-17+5.30499e-05j 7.52779e-15+6.81448e-05j -6.10815e-17-0.000389605j 2.10757e-18-0.000170188j -3.68289e-16-0.0011002j 6.88294e-16-0.000412313j -3.86849e-16-0.00103213j 5.36658e-17-0.000538526j -3.49575e-16-0.00244676j -3.58178e-16+0.000206299j -5.40697e-17-0.00162249j -2.57781e-15-0.000899554j -3.5912e-17-3.55227e-05j 5.13348e-17+0.00169355j -1.57582e-16-0.000946963j -1.77841e-17-6.15748e-06j 2.52786e-16+0.00139005j -7.75044e-17-0.000883814j -1.3008e-16-0.00131485j 8.13549e-17+0.00109617j 9.12561e-17-0.00102342j 2.12689e-16-0.00124738j -9.49714e-16-0.00138108j 5.10433e-16+0.000892666j 6.70632e-16+0.000373056j 5.66348e-17+0.000215016j -2.81176e-17-8.62047e-05j 2.28765e-17-0.000522935j -1.53503e-17-0.000496848j 1.78846e-16+0.00149581j -9.84953e-17-0.000881312j -1.67237e-16-0.00105932j -2.44584e-17-6.25406e-05j 1.39588e-17+0.000711303j -2.90217e-20+0.000584317j -1.49697e-16-0.00135511j 5.84072e-17+0.00183427j 6.12399e-16+0.000473713j 1.91267e-16+0.00159809j 
