-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
-1.31031e-18-0.000754721j 5.9914e-17-0.00151146j -2.29088e-18+1.62851e-05j 1.68972e-17-0.000168101j -8.10963e-18-0.000122368j -8.09744e-18+0.000199167j -1.58834e-17+0.000279264j 3.02268e-17-0.000368622j -1.66191e-17+0.000118839j 5.5721e-18+3.66908e-05j 5.27717e-17-0.00030333j 9.28794e-18-9.5314e-05j -3.79222e-17-0.000114601j 8.02614e-18-0.000165044j -1.19524e-17+2.21436e-05j -8.09815e-18+0.000139268j 1.59424e-16-3.42005e-05j 2.77633e-17+0.000171261j 5.3653e-18+3.86568e-05j -7.01212e-18+3.21136e-07j -3.22596e-17-6.4335e-05j 3.66406e-18-5.47669e-05j 4.27762e-18+9.00385e-05j 9.14261e-18+8.10005e-06j 3.16185e-18-9.85244e-05j -3.47486e-18+0.000165785j 1.35491e-17-0.000302502j -5.88234e-17+0.000513758j -1.26408e-16+0.00109316j 1.36237e-16+0.0004733j 8.98424e-16-0.00054059j 1.28775e-16+0.000346505j 3.6936e-17-0.000402853j -1.99596e-17+0.000277739j -4.698e-17+0.000747734j -2.39762e-19-0.000107224j -1.08303e-17-0.000359114j -1.09025e-16+0.00142652j 7.23915e-17-0.000696439j -7.31766e-17+0.00073167j 7.93484e-17-0.00103307j -7.27092e-17+0.000367322j 6.50663e-17+0.000952896j -4.22781e-16-0.00116337j 6.32354e-17+0.000468368j -2.04394e-16+0.000711242j -1.20222e-16+0.000739503j -7.67333e-17+0.000559223j 2.23068e-17-0.00113598j -7.6795e-17-0.000553655j -3.79931e-14+0.000673685j -6.77323e-17-2.19382e-06j -4.83762e-16+0.00103627j -2.17651e-16+0.000825642j 8.74774e-17-0.00100957j 2.81802e-17-3.59956e-06j -2.66624e-17+0.000297659j -2.78134e-17-0.000111852j -4.52327e-17+0.000630867j 6.48103e-17-0.00129288j -9.94112e-17+0.000862998j -9.07386e-17+0.00113369j 3.44438e-17-0.000442319j 6.93757e-17-0.000739637j -9.83889e-17+0.00127417j -4.49586e-17+0.00106195j -3.06631e-17+0.000346972j -1.83759e-17+7.81559e-05j -1.3615e-17+2.7219e-06j -4.72115e-17+0.000676466j 8.64487e-17-0.00209325j 3.3639e-17+0.000254095j 
-5.55325e-16+0.000483356j -7.08331e-16+0.000647065j -2.46469e-16+0.000165976j -4.17711e-17+2.10978e-05j -2.25365e-16+0.000161858j 2.29189e-16-0.000167674j 3.57237e-16-0.000315253j -2.24125e-16+0.000145759j 8.45543e-17-5.39652e-05j -1.53587e-17+7.51339e-05j -3.20203e-16+0.000214206j -7.04689e-17+9.9231e-05j -9.46561e-17+0.000145135j -1.66348e-16+0.000109468j 1.51698e-16-0.000115184j 2.45223e-16-0.000193968j 4.89561e-16-7.91552e-05j 8.96138e-17-5.56574e-05j 6.97742e-17-9.52216e-05j -1.62365e-16+0.000116714j 1.51708e-17-5.1207e-05j -1.41353e-16+0.000106076j -4.97613e-17+7.14668e-05j -1.29801e-16+7.70573e-05j 7.70624e-17-6.34087e-05j 2.64192e-16-0.000249086j -2.40783e-16+0.000253752j 2.49272e-16-0.000229014j 3.64488e-16-0.00030619j 7.32792e-17-0.000160206j -1.35641e-15+0.000454963j -2.4596e-16+3.1827e-05j -5.02367e-16+0.000391138j -2.42712e-16+0.000193371j 6.27576e-16-0.000535104j -4.92008e-16+0.000427267j -5.95339e-17+0.000123874j 5.30199e-16-0.000439072j -8.10438e-17+3.60902e-05j 3.62184e-16-0.000275169j -3.13031e-16+0.000269324j -2.36361e-16+0.000254571j -4.50347e-18-6.88357e-05j -4.67145e-16+0.000665998j 5.39082e-16-0.000579702j 9.8158e-16-0.000672679j 8.78126e-16-0.000652248j -8.21859e-17+8.32428e-05j -4.14143e-16+0.000336446j -7.10759e-17+0.000170339j 1.46915e-14-0.000256344j -3.67376e-17+9.44601e-05j 1.44567e-15-0.000926326j -1.44858e-16+8.91293e-05j -6.04281e-16+0.000492105j 8.78333e-16-0.000734116j 5.14953e-16-0.000414522j 8.02084e-17+1.8871e-05j 2.39575e-16-0.000249823j -6.74286e-16+0.000596433j 2.79144e-16-0.000182952j 3.33219e-16-0.000285647j 6.99045e-17-6.55406e-05j -1.79802e-16+0.000116587j 1.61464e-16-0.000134749j 7.38162e-16-0.000678691j 4.22642e-16-0.000332153j 3.79756e-16-0.000273111j -3.40224e-16+0.000298771j 8.42095e-16-0.000690374j -9.24627e-16+0.000853043j -2.48231e-16+0.000169418j 
4.73007e-17+4.2303e-06j -3.60915e-18-2.40827e-05j 5.8272e-17-1.95259e-05j -2.35661e-18-0.000150273j 4.71549e-17-8.90309e-05j -8.67966e-18+5.20808e-05j -6.00277e-17-0.00032781j 1.09953e-17-7.75448e-05j -3.64379e-17-4.31796e-05j 1.66551e-16+0.000299542j 4.56775e-17+3.19148e-05j 5.62927e-18+0.000248458j 7.81621e-17+0.00022655j 3.18846e-17-7.28196e-05j -2.11669e-17-0.000218338j -5.81343e-17-0.000211004j 9.49553e-16-0.000199363j -2.51881e-18+0.000156349j 2.90422e-17-0.000228748j 6.12401e-17+0.000115275j -1.45761e-16-0.000259226j 2.266e-17+1.73673e-05j 3.45121e-17+0.00027725j 6.1514e-17+3.2668e-05j -3.869e-17-0.000175864j -4.52359e-17-0.000296766j 1.69456e-17+0.000195977j 2.54636e-18+9.38727e-05j -6.90333e-17+0.000191817j 3.29292e-16+0.000227105j -3.48665e-16+0.00018141j 9.23615e-18+0.000271242j 7.93054e-17+0.000124879j 7.07512e-17+0.000155486j -5.3737e-17-4.91232e-05j 6.85256e-17+0.00010814j -5.7855e-17-0.000172325j 6.32187e-18+8.62542e-05j -1.98531e-17-8.31682e-05j -2.33669e-17+1.68819e-05j -2.83462e-17-0.000115299j 4.66538e-17+8.61266e-05j 8.5069e-17+0.000197672j -2.72583e-17-7.346e-05j -3.21837e-17-7.12003e-06j -6.68529e-17-0.000120468j -1.36472e-16-0.000198914j 8.47382e-17+0.000165935j 2.89161e-17-2.20474e-05j -1.05607e-16-0.000195371j -4.69363e-15+8.35929e-05j -1.23781e-17-6.74528e-06j -5.47172e-17-1.0308e-05j 2.84316e-17+0.000139847j 3.17396e-17-4.6362e-06j -1.52343e-16-0.000255451j -8.11081e-17-0.000119745j -6.01597e-17-0.000131103j 6.10056e-17+0.000150125j 2.12582e-17-6.90175e-05j -1.10245e-17+3.34788e-05j 2.96763e-17+0.00010978j -3.57812e-17-9.32071e-05j -3.2532e-18-4.94832e-05j 6.45335e-17+0.000171814j -2.04338e-17+5.62854e-05j -6.33536e-17-8.34331e-05j -8.78867e-17-0.00012537j 5.5026e-17+8.76225e-05j -1.08714e-16-0.000108578j -3.12016e-17-0.000177415j 8.40277e-17+0.00013223j 
2.29139e-17-0.000146171j 3.84614e-17+0.000199866j -2.58219e-17-0.00044404j 5.76299e-17+0.000144613j -4.80206e-17-0.000415855j 8.34106e-18+0.000210182j 6.64956e-17+0.000287531j -1.18769e-17-0.000213077j 1.05973e-17+0.000131044j -1.0506e-17+5.40503e-05j -1.73942e-18-0.00038747j 8.14296e-18+0.000186406j -3.15254e-17-1.85159e-05j -1.18926e-17-0.000286593j 4.13451e-17+0.000217083j 7.56749e-17+0.000357209j -7.94016e-16+0.000169834j 3.46253e-17+0.000216897j 8.18089e-18-0.000196812j -7.28147e-17-0.000391636j 6.24291e-17+3.48169e-05j -6.4658e-17-0.00029031j -7.53186e-17-8.94531e-05j -1.87043e-16-0.000452376j 3.61802e-17+0.000186679j 1.13923e-17+7.08697e-05j 4.95269e-17+0.000248167j -3.78287e-17-0.000196717j 5.91958e-18-0.000402577j -2.63578e-16-0.000239565j 5.10326e-16-0.000176558j -1.37598e-17-0.000637304j 4.27673e-17-0.000177082j -4.26031e-17-0.000475214j -4.84489e-17+6.95589e-05j -3.58049e-17-0.000481479j -4.57359e-18+0.000155946j -1.35548e-16-0.000576179j 9.43553e-17+0.000493411j -7.57832e-17-0.000207249j 1.00295e-16+0.000497947j -8.76772e-17-0.000601586j -1.20325e-16-0.000685066j 9.80743e-17+6.94668e-05j 6.81512e-17+0.000356282j -1.30555e-16+0.000340681j -5.93427e-17+0.000321673j -8.9226e-17-0.000584712j 1.38461e-16+0.000443354j 3.83277e-17+0.00026205j 1.23027e-14-0.000218627j -2.70734e-17-9.50435e-05j -1.98702e-16+0.000368808j 8.15911e-17-0.000771923j 8.01645e-17+0.000137507j 4.68751e-17+0.000991071j -3.39717e-18+0.000335952j -4.37929e-17+0.000106816j -3.16698e-17-0.000218808j 8.25259e-17+0.000242173j -1.07601e-16-0.000421198j -9.69276e-17-0.000528182j 5.69169e-17+0.000422211j 9.52428e-17+0.000413195j -1.39401e-16-0.000855413j -2.23742e-17+6.2659e-05j -2.31919e-17+0.000184567j -1.40713e-17+0.000333183j -4.31216e-17-0.000431532j -2.81675e-17+0.000407997j 1.29562e-16+0.000524498j -4.83179e-17-0.00045326j 
-5.5176e-17-0.000319409j 3.42163e-19-0.000824981j -2.26991e-17-0.000192534j -3.02036e-17+0.000189447j -2.06153e-17-0.000431343j 2.10872e-17+0.000196046j -1.92772e-17+0.000376098j 1.97206e-17-0.000490803j -4.24542e-17+0.000225002j 7.4366e-17+0.000214938j 8.54398e-17-0.000563985j 2.04094e-18+0.000238598j -9.41396e-18-3.28494e-05j 2.98304e-17-0.000420465j -2.76806e-17+0.000195669j -1.72353e-17+0.000404746j -4.40612e-16+8.63558e-05j 3.24332e-17+0.000386699j 5.839e-17-0.000350534j 1.69981e-18-0.000349735j -3.03814e-17-7.36028e-05j -7.79166e-18-0.000368323j 4.23118e-18-3.25469e-05j -1.04961e-16-0.00043781j -1.24567e-17+2.71793e-05j 6.23452e-18-7.98262e-05j -3.57296e-17+0.000390452j 1.05579e-17+6.20381e-05j 1.44045e-16+0.000488699j -3.92152e-16-4.0571e-05j 3.58841e-16-0.000164434j 9.21393e-17-0.000297803j -6.27158e-17+0.000202469j -3.4828e-17+8.00031e-05j 5.39171e-17+7.85642e-05j -3.83485e-17-0.000192862j 2.58818e-17-0.000481071j 3.46222e-17+5.94651e-05j -1.04524e-17+0.000142283j 3.22863e-17-7.2001e-05j -1.31976e-17-0.000111311j -2.09807e-17-0.000268947j 2.18845e-17+0.000211832j -2.49973e-16-0.000521153j 9.06469e-17+0.000534778j 3.63364e-17+9.83884e-05j 1.11806e-16-0.000272236j -4.88053e-18+8.02185e-05j -4.01188e-17+0.000185853j -3.02424e-17-0.000666157j -1.52699e-14+0.000271229j -4.44663e-17-0.000187343j -2.61738e-16+0.000655174j 6.91484e-17-0.000138265j -3.49652e-17-0.000141216j 8.06516e-17+0.000134888j 6.51732e-17-2.41183e-05j 5.43545e-17-0.000495957j -9.29031e-18+0.000509951j -2.40877e-17-0.000303218j 3.76169e-17-0.000208511j 9.7936e-18+0.000173098j 1.29292e-17+2.67274e-05j -1.98778e-17+0.000138812j -3.10648e-18+5.83626e-05j 2.68013e-17+0.000601248j 4.57972e-17-6.02471e-05j 5.68589e-17-0.000229631j -2.25173e-17-0.000196344j 7.99755e-17+8.00551e-05j -3.24424e-17-0.000784754j -2.2414e-17+0.000157471j 
-5.38524e-17+0.000119792j -6.96574e-17-0.000294116j -3.2617e-17+0.000335208j 1.37011e-17+0.000157155j -3.01635e-17+0.00025222j 1.40675e-18-0.000190385j 6.94234e-17+8.01031e-05j -2.71968e-17+0.000218646j 3.02066e-17-0.00011755j -5.67772e-17-0.000128223j -8.10224e-17+0.000233423j -1.11717e-17-0.000221191j -6.82922e-17-0.0001578j -4.19394e-17+0.000182999j 3.11302e-17-1.0482e-05j 4.43883e-17-9.91027e-05j 1.25006e-16-2.0579e-05j -8.09883e-18-0.000213945j -3.33465e-17+0.000206798j -3.72487e-17+0.000182629j 5.35154e-17+8.31686e-05j -1.73642e-17+5.44068e-05j -1.14969e-17-0.000187719j 4.45011e-17+0.000306068j 2.31993e-17-5.05788e-05j 3.76098e-17+7.27982e-05j -1.15776e-17-0.000192453j 2.35668e-19+0.000159878j 5.88226e-17+0.000260221j -1.27061e-16+3.21236e-05j -2.5913e-16+4.80957e-05j -8.16811e-17+0.000385832j -3.91107e-17+0.000402911j -3.29321e-17+0.000170923j 5.0388e-17-8.54317e-05j -5.79831e-17-3.0263e-05j -5.67486e-18-0.00059726j 1.89895e-17-0.000147732j 1.34356e-17+0.00025563j 1.35922e-17-0.000276705j -9.98633e-18-3.80292e-05j -4.46082e-17-0.000295113j 7.38418e-18+0.000224632j -2.1885e-16-0.000334357j 1.26781e-16+0.000455446j 1.20421e-16-0.00026428j 9.61404e-17-0.000783415j 2.04634e-17+0.000179905j 2.39397e-17+0.000475442j -9.99393e-17-0.000823289j -1.31097e-14+0.000233082j -6.17756e-17-0.000252539j -1.01442e-16+0.000401812j 4.41689e-17-0.000175589j -4.25818e-17+0.000138016j 9.55705e-17-0.000213992j 6.33155e-17-0.000293385j 2.05903e-17-0.000695925j 5.07179e-17+0.000591979j -1.76748e-17-3.98701e-05j 1.05821e-17-0.000437733j 1.51923e-17+3.48149e-05j 2.61689e-17+6.25184e-05j 3.82629e-18+0.000309898j -1.61878e-17-5.88964e-06j 6.78996e-17+0.00035033j 3.5139e-17-0.000294507j 3.15161e-17-0.000492158j -4.35218e-17-2.27807e-05j 7.58984e-17-0.000330995j -7.83094e-17-0.000438254j -1.173e-17+0.000322775j 
-1.40965e-16+0.000227309j -5.36148e-17+0.00027557j -1.15635e-16+7.85725e-05j -5.2201e-17-9.21651e-05j -5.86608e-17+4.08551e-05j 9.29605e-17-5.0873e-05j 7.09599e-17-0.000329145j -7.68069e-17-2.5725e-06j 3.22146e-17-2.48164e-05j 5.48938e-17+0.000188518j -1.00103e-16+9.9867e-05j -1.39213e-17+0.000177303j 3.68122e-17+0.000196047j -3.79675e-17+9.51811e-06j 5.97753e-17-0.000166222j 7.32631e-17-0.000194526j 7.27559e-16-0.000138483j 2.93017e-17+6.78011e-05j 4.35083e-17-0.000172735j -5.78319e-17+0.000112083j -5.0119e-17-0.000156262j -1.51048e-17+7.53386e-05j 1.71631e-17+0.000197871j -6.70783e-17+3.77202e-05j 4.23116e-17-0.000123718j 8.54695e-17-0.000278904j -6.58872e-17+0.000232834j 6.17622e-18-7.28656e-05j -5.53572e-17-1.7162e-05j 1.04538e-16+4.03787e-05j -7.58556e-16+0.000315293j -2.29151e-16+0.000137112j -2.6194e-16+0.000216874j -1.03434e-16+0.000225842j 1.78043e-16-0.000284984j -8.25911e-17+0.000349917j 2.07958e-16+5.4293e-05j 2.03219e-16-4.06742e-05j -1.29373e-16-0.000155938j 1.91103e-16-4.05754e-05j -8.13133e-17-6.71676e-06j 8.25083e-17+0.000327238j -6.60942e-17+0.000148478j 8.0512e-17+0.000329857j -9.25154e-17-0.000427286j 3.74021e-16-0.000397719j 4.731e-16-0.000333181j -4.98945e-17+0.000192896j -2.82269e-16-1.06386e-05j 2.76694e-16+8.06477e-05j 4.66709e-15-8.33983e-05j 9.99637e-17+0.000103996j 3.48e-16-0.000588511j -1.88542e-17+0.000281987j -1.98066e-16+0.000183006j 2.44086e-16-0.000620636j 2.06011e-16-0.000267113j 2.71948e-16+4.5449e-05j -1.45265e-16-0.000111533j -1.44216e-16+0.000215742j 2.38579e-16+7.99123e-05j 8.58059e-17+8.64686e-06j -1.93569e-17-0.000166398j -1.69792e-16-9.72388e-05j 7.82815e-17+0.000175531j 2.93157e-17-0.000366022j 1.94783e-16-0.000182834j 2.48033e-16-0.000170486j -4.62303e-17+0.000263273j 2.87912e-16-0.000403245j -6.73246e-17+0.000293891j -1.50585e-16+0.00017405j 
1.25298e-16-0.000784246j 1.2578e-16-0.000791611j 7.29397e-17-0.00033787j 6.38251e-17-0.000361849j 3.35736e-17-0.000262599j -4.45403e-17+0.000343955j -6.4338e-17+0.000109732j 6.24737e-17-0.000340656j -3.42342e-17+0.00011569j 3.42851e-17+5.64869e-05j 1.04967e-16-0.000313692j 2.48003e-17+2.25116e-05j 1.57516e-17+2.46971e-05j 3.59914e-17-0.000188557j -2.79085e-17-1.60324e-05j -4.08869e-17+0.00010844j 7.05641e-17-1.95849e-05j 1.8728e-17+0.000210696j -3.62419e-18+2.56517e-06j 2.75624e-17-8.43691e-05j -6.03681e-17-9.87737e-05j 2.50975e-18-8.64471e-06j -1.62599e-17+0.000237793j 6.33244e-18-0.000141783j -1.75718e-17-1.42462e-05j -6.59216e-17+0.000188527j 7.98957e-17-0.000312359j -6.95516e-17+0.00032804j -2.55607e-16+0.000489943j 4.52959e-16+0.000435094j 1.21066e-15-0.000597435j 2.13978e-16+1.58935e-05j 2.21095e-16-0.000941246j 4.928e-17-0.000129906j -1.90228e-16+0.000874983j 7.08887e-17-0.000254592j -1.27366e-16+0.000380323j -2.64283e-16+0.00129717j 1.59856e-16-0.000740437j -2.03889e-16+0.000915722j 1.53402e-16-0.000758561j -1.07661e-16+0.000415506j 3.60825e-17+0.00037378j -1.32975e-16-0.000695548j 5.01902e-18+8.98121e-05j -4.87238e-16+0.00109118j -4.67014e-16+0.00168436j -9.62691e-17+0.000112957j 1.95272e-16-0.00142359j -1.09954e-16+0.000499875j -1.65206e-14+0.000292508j -5.40763e-17+0.000225686j -4.07446e-16+0.000682832j -2.68027e-16+0.000663302j 2.35965e-16-0.00103104j -1.52338e-16+0.000625679j -1.90247e-16+0.000729029j -2.1712e-16+0.000706965j -5.10225e-18-0.000137144j 1.61001e-16-0.00106768j -2.69121e-16+0.00112572j -1.68045e-16+0.000807326j 4.01631e-17-0.000299084j 1.85168e-16-0.000865504j -1.63015e-16+0.000873356j -1.00902e-16+0.000595101j -1.67044e-16+0.000720082j -1.8265e-16+0.000750874j 2.53206e-17-0.000103441j -2.61819e-16+0.00115266j 2.01145e-16-0.00121016j 1.00396e-16-0.000296501j 
-5.96982e-18+0.000247568j -3.39528e-16+0.00107571j 9.8648e-17-0.000116608j 1.0885e-16-0.000216079j -1.58546e-18+0.000173422j -2.27732e-17-3.74616e-05j 9.16751e-17-0.000297259j -3.08812e-17+0.000255967j 8.88727e-18-6.83809e-05j -3.10024e-17-0.000156344j -5.8276e-17+0.000264535j -1.05487e-17-6.34396e-05j -1.75905e-17+0.00010585j -3.82484e-17+0.000214974j 2.34477e-17-7.76453e-05j 3.2893e-17-0.000181171j -8.99665e-17+1.65557e-05j -4.68407e-19-0.000185787j -3.56885e-17+0.000158812j 1.56231e-17+8.26934e-05j 1.17705e-17+7.66525e-05j -6.69935e-17+0.000247514j -7.03256e-17+9.16425e-05j 5.87825e-17+6.7165e-05j -3.22715e-17+8.55334e-05j -1.98437e-17+6.47372e-05j 2.92258e-17-0.000153771j 1.32276e-16-0.000282763j 1.60392e-16-0.000779075j 3.33949e-16-0.000129326j -1.32191e-16+0.000109358j 1.22069e-16-0.000224393j 2.60663e-16-0.000480459j 9.83525e-17-0.000258493j -1.7157e-17-8.18825e-05j -8.65845e-17+0.000199437j -4.52728e-16+0.000996113j -7.85785e-17-8.73126e-05j 1.8983e-16-0.000259658j -1.62398e-16+0.000213974j -3.63458e-17+0.000256128j -2.46642e-16+0.000448845j 8.47503e-17-0.000496232j 6.05522e-17+0.00087819j 2.90247e-16-0.000914707j -9.12065e-17+6.95177e-05j -5.03996e-16+0.000841391j 4.4812e-17-0.000301059j 2.85391e-16-0.000443508j -4.63895e-16+0.00136296j 2.93203e-14-0.000517199j -9.68576e-17+0.000381671j 9.16147e-16-0.00103814j -2.79711e-16+0.000175183j 3.15148e-17+0.000112708j -3.02232e-17+7.86341e-05j -1.70337e-16+0.000247474j -5.31229e-16+0.00105083j 4.17568e-16-0.00103778j -1.38219e-16+0.000447663j -3.12126e-16+0.000459737j 4.23245e-17-0.000306742j 4.8761e-17-2.52693e-05j 2.16282e-16-0.000303733j -1.80963e-17-0.000192743j 3.57473e-16-0.000943735j -1.63353e-16+0.000271349j -3.0427e-16+0.000614031j -8.13167e-17+0.000179551j -1.29897e-16+0.000137308j -4.05316e-16+0.00128847j 1.58816e-16-0.000444841j 
-4.14729e-17+0.000577622j 8.20388e-17+0.000247744j -7.4205e-17+0.000412556j -6.81601e-17+0.000341184j -6.4414e-18+0.000232236j 2.43377e-17-0.000318768j -1.879e-18-0.000172909j -1.93233e-17+0.000397572j 1.12221e-17-0.000254426j 5.75497e-17+9.78843e-05j -7.16556e-17+0.00041867j -1.00506e-17-1.88933e-07j 9.85415e-18-1.62668e-05j -1.27528e-17+0.000193415j 1.26686e-17-0.000140397j -6.62029e-18-0.000283957j 7.25146e-16-0.000144129j -3.83268e-17-0.000204289j -1.71627e-18+3.34711e-06j -4.05638e-18+0.000259067j -1.95411e-17-6.74695e-05j 3.03441e-17-2.22051e-05j 5.05589e-17-0.000173006j 6.61967e-17+0.00036974j 2.07093e-17-0.000142929j 3.66497e-17-0.000251401j -4.6759e-17+0.000176219j -1.99023e-17+3.27959e-05j -1.87113e-17-2.70319e-05j -1.41285e-16-8.80831e-05j -1.13545e-15+0.000507927j -2.48873e-16+0.000520084j -1.96926e-16+0.00112053j -6.99855e-17+0.000151488j 9.57661e-17-0.00062494j -1.8649e-17-0.00010802j 2.21407e-16-0.00114756j 1.32241e-16-0.00127481j -1.2951e-16+0.00105159j 1.44396e-16-0.00105609j -4.97832e-17+0.000606271j 1.22283e-16-0.000992973j -7.60045e-17-0.000166593j -1.967e-17-9.12674e-05j -2.3587e-17+0.000833367j 3.28022e-16-0.000913846j 4.44432e-16-0.00209515j 7.51965e-17-3.28492e-05j -1.08425e-16+0.0017947j 1.42896e-16-0.00148447j -5.43198e-15+9.57729e-05j 7.75163e-18-0.000568002j -3.23186e-16+0.000410359j 3.93249e-16-0.00102504j -1.17021e-16+0.000900889j 9.12648e-17-0.000260517j 1.74421e-16-0.000744496j 3.11393e-16-0.00146758j -1.05386e-16+0.000930885j 2.04705e-17+0.00067146j 2.37234e-16-0.00154052j 5.70616e-17-0.000680211j -1.55232e-17+0.000464023j -1.48421e-16+0.00118558j 5.73177e-17-0.000930009j -7.76159e-17+0.000231991j 1.37541e-16-0.000805325j 1.96326e-16-0.00104229j 7.37055e-18-0.000161317j 1.7646e-16-0.000986817j 6.49018e-17+0.000293317j -1.11953e-16+0.0004595j 
-4.95726e-17+0.000373949j -2.5002e-16+0.000590828j 4.48501e-17+0.00020992j 2.57798e-17+0.000403079j -1.38028e-17+0.000401663j -5.65425e-17-0.000288774j 8.68366e-17+0.000573404j -1.91915e-17+0.000402879j 6.01974e-17+1.12128e-05j -3.40353e-16-0.000733566j -6.5767e-17+0.000175106j -2.5176e-17-0.000605071j -1.61127e-16-0.000486698j -4.62516e-17+0.000330443j -8.98657e-18+0.000439935j 4.45087e-17+0.000328733j -2.10668e-15+0.000428905j -3.03304e-17-0.000508652j -9.15575e-17+0.000577653j -2.64208e-17-0.000144369j 2.97418e-16+0.000627363j -2.32322e-17+6.56331e-05j -5.93025e-17-0.000675749j 1.85021e-17+6.90682e-05j -2.85634e-18+0.000389636j 1.7903e-17+0.000594098j -2.11437e-17-0.000392903j 1.13002e-16-0.000371043j 4.79319e-16-0.000747579j -7.35848e-16-0.000666841j 3.43495e-16-0.000122384j 1.46958e-16-0.00056427j 6.69812e-17-7.91575e-07j 6.92843e-17-0.000296539j 5.3053e-17-0.00025538j -3.21185e-17-3.82533e-05j -1.91398e-16+0.000440247j 9.77638e-17-0.000645115j -1.40567e-18+0.000354567j 6.70261e-18-0.000319857j -1.0806e-16+0.000547418j -4.02989e-17-0.000180145j 7.96418e-17-0.000613831j 5.26285e-17+0.000622992j 1.4109e-16-0.000267475j 5.32502e-17-0.000181905j -1.02828e-16-6.18858e-05j 9.15254e-17-0.000409118j 3.91385e-17+0.000448579j -2.05707e-16+0.000515668j 2.20748e-14-0.000389453j -2.94102e-17+2.41511e-05j 4.55397e-16-0.00052032j 9.60799e-17-0.000436166j -7.90572e-17+0.000420578j -4.10107e-17+0.00022289j -3.70458e-17-2.27442e-06j -1.98804e-16+0.000240548j 2.19456e-16-0.000487169j -1.47795e-16+0.000640229j -2.47792e-17-0.000357575j 1.2373e-16-0.000563773j -2.49457e-17+0.00026763j 9.296e-18+0.000328453j 1.13168e-16-0.000661322j 2.14974e-16-0.00057833j -3.45363e-17-5.56919e-05j -1.11451e-16+8.5312e-05j -2.12566e-17-6.02084e-05j 1.13189e-18-0.00022506j -3.1874e-16+0.00109483j 7.41954e-17-0.000224365j 
