-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
0.00111203-0j -0.00112706-0j -0.00254414-0j -0.000878628-0j 0.000749033-0j 0.00260229-0j 0.000477743-0j 0.000688031-0j 0.000657884-0j -0.000770928-0j 0.000458687-0j 0.00041759-0j 0.00205161-0j 0.00135817-0j -0.000713741-0j -0.000689539-0j -0.00177382-0j -0.000612594-0j -0.000433194-0j -0.00165925-0j -0.00113136-0j -0.00114956-0j 0.000378398-0j -0.000573029-0j 0.00145738-0j -0.000397006-0j 0.000507674-0j 0.00185917-0j 0.000200676-0j 0.00288402-0j 0.000341316-0j 0.00176376-0j -0.000347791-0j -0.000402231-0j 0.000323801-0j -0.00327536-0j -0.000389459-0j 0.000308125-0j 0.00112613-0j 0.000210959-0j 0.00151381-0j -0.000967897-0j 0.00103644-0j -0.00306567-0j 0.00100215-0j 9.01135e-05-0j -0.000334267-0j 0.000686123-0j 0.000196526-0j -0.000334286-0j -0.00360141-0j 0.000626144-0j 0.0032248-0j -0.000873047-0j 0.000720682-0j 0.00168235-0j 0.000114951-0j -0.00254767-0j 0.00112463-0j -0.000202878-0j 0.000588923-0j -0.00361334-0j -0.00191063-0j -0.0028805-0j 0.00175534-0j 0.00151748-0j 0.000656907-0j 0.000407525-0j -0.00272616-0j 0.000682575-0j 0.00636575-0j -0.00194314-0j 0.00500673-0j 0.000212816-0j 0.000247341-0j -0.000314502-0j 2.05627e-05-0j 
-0.000957279-0j 0.00493107-0j -0.00074919-0j -0.0136719-0j -0.0006448-0j 0.00389474-0j 0.0201005-0j -0.000592286-0j -0.000566334-0j 0.00337294-0j -0.000394858-0j -0.00042315-0j -0.0109206-0j -0.00765517-0j 0.00312274-0j 0.00301685-0j -0.000522347-0j -0.00953226-0j 0.00223099-0j -0.000488611-0j 0.0162833-0j -0.00033852-0j -0.000325741-0j -0.00891661-0j -0.016847-0j -0.00617761-0j -0.000437027-0j 0.00278254-0j -0.00017275-0j -0.000201542-0j 0.0143605-0j 0.00263975-0j -0.00637034-0j 0.00175983-0j 0.0136236-0j -0.00631519-0j 0.00170395-0j -0.000312227-0j 0.00792577-0j -0.000213767-0j -0.00805791-0j -0.000285023-0j -0.00551687-0j 0.00108884-0j -0.00564848-0j -7.75735e-05-0j -0.00520136-0j -0.00386725-0j 0.00973314-0j 0.00172161-0j -0.0142413-0j 0.000937124-0j -8.81746e-05-0j 0.0125654-0j 0.0217822-0j -0.000117566-0j 0.00483644-0j -0.00321818-0j -0.0130005-0j -0.00371603-0j -0.00390732-0j 0.000502135-0j -0.00368386-0j 0.00693505-0j -1.62652e-05-0j 0.00518298-0j 0.00462336-0j 0.00814078-0j -0.000727063-0j -0.00928798-0j -0.00113964-0j 0.0200904-0j 0.00286056-0j -0.0171568-0j 0.00581605-0j -0.0373814-0j -0.0365245-0j 
-8.7369e-05-0j 0.000178925-0j -6.83771e-05-0j -6.10438e-05-0j 0.000114423-0j 0.000141321-0j -0.000162355-0j -5.40568e-05-0j -5.16882e-05-0j -0.000237961-0j -3.60379e-05-0j -3.86201e-05-0j -4.87595e-05-0j -2.78512e-05-0j 0.000113309-0j 0.000109467-0j 9.26928e-05-0j 8.27517e-05-0j 8.0952e-05-0j -4.45946e-05-0j -0.000131522-0j -3.08961e-05-0j 0.000145338-0j -3.98119e-05-0j 0.000138121-0j -2.75825e-05-0j 7.75524e-05-0j -0.000196308-0j -1.57666e-05-0j -1.83943e-05-0j 0.000225525-0j 9.57837e-05-0j -2.8443e-05-0j -0.000312168-0j -0.000110039-0j -2.29761e-05-0j -0.000120214-0j 5.54061e-05-0j 0.00021155-0j -1.95101e-05-0j 6.99526e-05-0j 0.000127171-0j -2.46324e-05-0j 3.95088e-05-0j 3.99566e-05-0j 7.6303e-05-0j 0.000113532-0j -1.40699e-05-0j -7.86159e-05-0j -0.000121459-0j 0.000116757-0j -0.00026635-0j -8.04752e-06-0j 0.000197334-0j 0.000197338-0j 5.24553e-05-0j 0.000305991-0j -1.43689e-05-0j -0.000207234-0j 8.11112e-05-0j -1.42157e-05-0j -3.54257e-05-0j 6.55211e-05-0j 0.000185106-0j -1.4845e-06-0j 8.13963e-05-0j -0.000603279-0j 0.000145312-0j -3.24628e-06-0j -0.000148055-0j -4.14625e-06-0j -0.000353887-0j 7.63524e-05-0j -0.000181065-0j 0.000103816-0j 5.56812e-05-0j 9.74777e-06-0j 
-9.26689e-05-0j 9.39214e-05-0j 0.000212012-0j 7.3219e-05-0j -6.24195e-05-0j -0.000216858-0j -3.98119e-05-0j -5.73359e-05-0j -5.48236e-05-0j 6.4244e-05-0j -3.8224e-05-0j -3.47991e-05-0j -0.000170968-0j -0.000113181-0j 5.94784e-05-0j 5.74616e-05-0j 0.000147818-0j 5.10495e-05-0j 3.60995e-05-0j 0.000138271-0j 9.42802e-05-0j 9.5797e-05-0j -3.15332e-05-0j 4.77525e-05-0j -0.000121448-0j 3.30839e-05-0j -4.23062e-05-0j -0.000154931-0j -1.6723e-05-0j -0.000240335-0j -2.8443e-05-0j -0.00014698-0j 2.89826e-05-0j 3.35193e-05-0j -2.69834e-05-0j 0.000272946-0j 3.24549e-05-0j -2.56771e-05-0j -9.38439e-05-0j -1.75799e-05-0j -0.000126151-0j 8.06581e-05-0j -8.63697e-05-0j 0.000255473-0j -8.35122e-05-0j -7.50946e-06-0j 2.78556e-05-0j -5.71769e-05-0j -1.63772e-05-0j 2.78571e-05-0j 0.000300117-0j -5.21787e-05-0j -0.000268734-0j 7.27539e-05-0j -6.00568e-05-0j -0.000140196-0j -9.57926e-06-0j 0.000212306-0j -9.3719e-05-0j 1.69065e-05-0j -4.90769e-05-0j 0.000301112-0j 0.000159219-0j 0.000240042-0j -0.000146279-0j -0.000126457-0j -5.47423e-05-0j -3.39604e-05-0j 0.00022718-0j -5.68813e-05-0j -0.000530479-0j 0.000161928-0j -0.000417227-0j -1.77346e-05-0j -2.06117e-05-0j 2.62085e-05-0j -1.56114e-06-0j 
-0.000648682-0j 0.00199945-0j 0.000488203-0j -0.00240465-0j -0.000436936-0j -0.00151867-0j -0.000385918-0j -0.000401352-0j -0.000383765-0j 0.00136766-0j -0.000267568-0j 0.000838224-0j 0.00184708-0j 0.00232566-0j 0.00126621-0j 0.00122327-0j 0.000340383-0j -0.00167656-0j -0.00264448-0j 0.0003184-0j 0.000300639-0j 0.000220594-0j -0.000220732-0j -0.00156828-0j 0.00151504-0j -0.00108654-0j -0.000296143-0j -0.00108499-0j -0.000117061-0j 0.000667141-0j -0.000275713-0j -0.00102931-0j 0.00327536-0j 0.000713575-0j -0.000261564-0j -0.00184499-0j 0.000690916-0j 0.000618496-0j -0.00111638-0j 0.000423455-0j 0.00136289-0j 0.000185733-0j 0.000933109-0j -0.00215671-0j 0.00171602-0j -5.25662e-05-0j -0.00091483-0j 0.00117488-0j 0.000546278-0j -0.00204068-0j -0.00123159-0j -0.000365411-0j 0.000409082-0j 0.000231996-0j -0.00304324-0j 0.000389166-0j -9.28567e-05-0j 0.00276499-0j 0.00116912-0j 0.00191063-0j -0.00347012-0j -0.001394-0j -0.00107625-0j 0.000939367-0j 0.000118704-0j 0.000486101-0j -0.000651221-0j -0.00350971-0j 0.00112638-0j -0.00244171-0j -0.00237046-0j 0.00269923-0j 0.00196825-0j -0.00300993-0j 0.00733004-0j 0.00215279-0j -0.000770514-0j 
5.40568e-05-0j -0.000166621-0j -4.06836e-05-0j 0.000200388-0j 3.64113e-05-0j 0.000126556-0j 3.21598e-05-0j 3.3446e-05-0j 3.19805e-05-0j -0.000113972-0j 2.22973e-05-0j -6.9852e-05-0j -0.000153923-0j -0.000193805-0j -0.000105517-0j -0.000101939-0j -2.83653e-05-0j 0.000139714-0j 0.000220373-0j -2.65333e-05-0j -2.50532e-05-0j -1.83828e-05-0j 1.83943e-05-0j 0.00013069-0j -0.000126253-0j 9.05447e-05-0j 2.46786e-05-0j 9.04158e-05-0j 9.75507e-06-0j -5.55951e-05-0j 2.29761e-05-0j 8.5776e-05-0j -0.000272946-0j -5.94646e-05-0j 2.1797e-05-0j 0.000153749-0j -5.75764e-05-0j -5.15413e-05-0j 9.30315e-05-0j -3.52879e-05-0j -0.000113574-0j -1.54778e-05-0j -7.77591e-05-0j 0.000179726-0j -0.000143002-0j 4.38052e-06-0j 7.62359e-05-0j -9.79068e-05-0j -4.55231e-05-0j 0.000170057-0j 0.000102633-0j 3.04509e-05-0j -3.40902e-05-0j -1.9333e-05-0j 0.000253604-0j -3.24305e-05-0j 7.73806e-06-0j -0.000230415-0j -9.74269e-05-0j -0.000159219-0j 0.000289176-0j 0.000116167-0j 8.96871e-05-0j -7.82806e-05-0j -9.89198e-06-0j -4.05084e-05-0j 5.42684e-05-0j 0.000292476-0j -9.3865e-05-0j 0.000203476-0j 0.000197538-0j -0.000224936-0j -0.000164021-0j 0.000250828-0j -0.000610837-0j -0.000179399-0j 6.68634e-05-0j 
0.000169225-0j -0.000871698-0j 0.000132439-0j 0.00241687-0j 0.000113986-0j -0.000688499-0j -0.0035533-0j 0.000104702-0j 0.000100115-0j -0.000596258-0j 6.98016e-05-0j 7.4803e-05-0j 0.0019305-0j 0.00135326-0j -0.000552028-0j -0.000533309-0j 9.23389e-05-0j 0.00168508-0j -0.000394388-0j 8.63751e-05-0j -0.0028785-0j 5.98424e-05-0j 5.75834e-05-0j 0.00157625-0j 0.00297816-0j 0.00109206-0j 7.72562e-05-0j -0.000491888-0j 3.05382e-05-0j 3.56279e-05-0j -0.0025386-0j -0.000466646-0j 0.00112613-0j -0.000311097-0j -0.00240833-0j 0.00111638-0j -0.000301218-0j 5.51945e-05-0j -0.00140109-0j 3.77891e-05-0j 0.00142445-0j 5.03855e-05-0j 0.000975254-0j -0.000192481-0j 0.000998519-0j 1.37132e-05-0j 0.000919479-0j 0.000683639-0j -0.00172059-0j -0.00030434-0j 0.00251753-0j -0.000165662-0j 1.55872e-05-0j -0.00222128-0j -0.00385058-0j 2.07829e-05-0j -0.000854969-0j 0.000568898-0j 0.00229818-0j 0.000656907-0j 0.000690724-0j -8.87658e-05-0j 0.000651221-0j -0.00122595-0j 2.87531e-06-0j -0.000916229-0j -0.000817303-0j -0.0014391-0j 0.000128528-0j 0.0016419-0j 0.000201461-0j -0.00355151-0j -0.00050568-0j 0.00303293-0j -0.00102814-0j 0.00660816-0j 0.00645668-0j 
-1.41021e-05-0j 7.26415e-05-0j -1.10366e-05-0j -0.000201406-0j -9.4988e-06-0j 5.73749e-05-0j 0.000296108-0j -8.7252e-06-0j -8.34289e-06-0j 4.96882e-05-0j -5.8168e-06-0j -6.23358e-06-0j -0.000160875-0j -0.000112771-0j 4.60023e-05-0j 4.44424e-05-0j -7.6949e-06-0j -0.000140423-0j 3.28656e-05-0j -7.19792e-06-0j 0.000239875-0j -4.98687e-06-0j -4.79862e-06-0j -0.000131354-0j -0.00024818-0j -9.10048e-05-0j -6.43802e-06-0j 4.09906e-05-0j -2.54485e-06-0j -2.96899e-06-0j 0.00021155-0j 3.88871e-05-0j -9.38439e-05-0j 2.59248e-05-0j 0.000200694-0j -9.30315e-05-0j 2.51015e-05-0j -4.59954e-06-0j 0.000116758-0j -3.14909e-06-0j -0.000118704-0j -4.19879e-06-0j -8.12712e-05-0j 1.60401e-05-0j -8.32099e-05-0j -1.14277e-06-0j -7.66232e-05-0j -5.697e-05-0j 0.000143383-0j 2.53617e-05-0j -0.000209794-0j 1.38051e-05-0j -1.29893e-06-0j 0.000185106-0j 0.000320882-0j -1.73191e-06-0j 7.12474e-05-0j -4.74082e-05-0j -0.000191515-0j -5.47423e-05-0j -5.75603e-05-0j 7.39715e-06-0j -5.42684e-05-0j 0.000102163-0j -2.39609e-07-0j 7.63524e-05-0j 6.81086e-05-0j 0.000119925-0j -1.07107e-05-0j -0.000136825-0j -1.67884e-05-0j 0.000295959-0j 4.214e-05-0j -0.000252744-0j 8.56786e-05-0j -0.000550502-0j -0.00053709-0j 
0.00798043-0j 0.00842167-0j 0.00624568-0j 0.0063104-0j 0.00537542-0j 0.00665175-0j 0.00388019-0j 0.00493764-0j -0.027796-0j 0.00576058-0j 0.00329176-0j 0.00352762-0j 0.00504051-0j 0.0020791-0j -0.0313989-0j 0.00515242-0j -0.0256371-0j -0.0259028-0j -0.0224324-0j 0.00407335-0j -0.0185058-0j 0.0028221-0j 0.00271556-0j 0.00411556-0j -0.0059127-0j 0.00285134-0j 0.00364331-0j 0.00475224-0j 0.00144015-0j 0.00168017-0j 0.00277214-0j 0.00450837-0j 0.0029403-0j 0.00300558-0j 0.00262988-0j 0.00171517-0j 0.00291014-0j 0.00260291-0j 0.000447445-0j 0.00178209-0j 0.00371921-0j 0.00237612-0j 0.00254637-0j 0.00185961-0j 0.0015341-0j 0.000646698-0j 0.00240074-0j 0.00105032-0j 0.00187888-0j 0.0029403-0j 0.000848967-0j 0.0016005-0j 0.000735074-0j 0.00242562-0j 0.00018718-0j 0.000980099-0j 0.000933622-0j 0.00148538-0j 0.000774998-0j 0.00171517-0j 0.00106121-0j 0.000857587-0j 0.00100052-0j 0.000391514-0j 0.000135596-0j 0.00100052-0j 0.00026101-0j 7.4756e-05-0j 0.000335584-0j 0.000553685-0j 0.000309519-0j 0.000172642-0j 0.000161491-0j 2.90718e-05-0j 5.34083e-05-0j 1.13761e-05-0j 1.41482e-06-0j 
-0.00133007-0j -0.00140361-0j -0.00104095-0j -0.00105173-0j -0.000895904-0j -0.00110862-0j -0.000646698-0j -0.00082294-0j 0.00463266-0j -0.000960097-0j -0.000548627-0j -0.000587937-0j -0.000840085-0j -0.000346517-0j 0.00523315-0j -0.000858737-0j 0.00427285-0j 0.00431713-0j 0.00373874-0j -0.000678891-0j 0.0030843-0j -0.00047035-0j -0.000452594-0j -0.000685926-0j 0.00098545-0j -0.000475224-0j -0.000607219-0j -0.00079204-0j -0.000240024-0j -0.000280028-0j -0.000462023-0j -0.000751395-0j -0.00049005-0j -0.00050093-0j -0.000438314-0j -0.000285862-0j -0.000485023-0j -0.000433818-0j -7.45742e-05-0j -0.000297015-0j -0.000619869-0j -0.00039602-0j -0.000424395-0j -0.000309935-0j -0.000255683-0j -0.000107783-0j -0.000400124-0j -0.000175054-0j -0.000313146-0j -0.00049005-0j -0.000141495-0j -0.000266749-0j -0.000122512-0j -0.00040427-0j -3.11966e-05-0j -0.00016335-0j -0.000155604-0j -0.000247564-0j -0.000129166-0j -0.000285862-0j -0.000176868-0j -0.000142931-0j -0.000166753-0j -6.52524e-05-0j -2.25994e-05-0j -0.000166753-0j -4.35016e-05-0j -1.24593e-05-0j -5.59306e-05-0j -9.22809e-05-0j -5.15866e-05-0j -2.87736e-05-0j -2.69152e-05-0j -4.8453e-06-0j -8.90138e-06-0j -1.89602e-06-0j -2.35803e-07-0j 
-0.0008145-0j -0.000859533-0j -0.000637447-0j -0.000644053-0j -0.000548627-0j -0.000678891-0j -0.00039602-0j -0.000503946-0j 0.00283691-0j -0.000587937-0j -0.000335964-0j -0.000360036-0j -0.000514445-0j -0.000212198-0j 0.00320464-0j -0.000525867-0j 0.00261657-0j 0.00264369-0j 0.0022895-0j -0.000415734-0j 0.00188874-0j -0.000288029-0j -0.000277156-0j -0.000420042-0j 0.000603462-0j -0.000291014-0j -0.000371844-0j -0.000485023-0j -0.000146984-0j -0.000171482-0j -0.00028293-0j -0.000460133-0j -0.000300093-0j -0.000306756-0j -0.000268411-0j -0.000175054-0j -0.000297015-0j -0.000265658-0j -4.56672e-05-0j -0.000181884-0j -0.000379591-0j -0.000242512-0j -0.000259888-0j -0.000189795-0j -0.000156573-0j -6.60033e-05-0j -0.000245025-0j -0.000107198-0j -0.000191762-0j -0.000300093-0j -8.66474e-05-0j -0.00016335-0j -7.50232e-05-0j -0.000247564-0j -1.9104e-05-0j -0.000100031-0j -9.52874e-05-0j -0.000151601-0j -7.90979e-05-0j -0.000175054-0j -0.000108309-0j -8.75271e-05-0j -0.000102115-0j -3.99588e-05-0j -1.38392e-05-0j -0.000102115-0j -2.66392e-05-0j -7.62976e-06-0j -3.42504e-05-0j -5.65103e-05-0j -3.15902e-05-0j -1.76202e-05-0j -1.64822e-05-0j -2.96713e-06-0j -5.45096e-06-0j -1.16107e-06-0j -1.44399e-07-0j 
0.000166259-0j 0.000175451-0j 0.000130118-0j 0.000131467-0j 0.000111988-0j 0.000138578-0j 8.08372e-05-0j 0.000102868-0j -0.000579083-0j 0.000120012-0j 6.85784e-05-0j 7.34921e-05-0j 0.000105011-0j 4.33147e-05-0j -0.000654143-0j 0.000107342-0j -0.000534106-0j -0.000539641-0j -0.000467343-0j 8.48614e-05-0j -0.000385538-0j 5.87937e-05-0j 5.65743e-05-0j 8.57408e-05-0j -0.000123181-0j 5.9403e-05-0j 7.59023e-05-0j 9.9005e-05-0j 3.0003e-05-0j 3.50035e-05-0j 5.77529e-05-0j 9.39243e-05-0j 6.12562e-05-0j 6.26162e-05-0j 5.47892e-05-0j 3.57328e-05-0j 6.06279e-05-0j 5.42272e-05-0j 9.32177e-06-0j 3.71269e-05-0j 7.74836e-05-0j 4.95025e-05-0j 5.30494e-05-0j 3.87418e-05-0j 3.19604e-05-0j 1.34729e-05-0j 5.00155e-05-0j 2.18818e-05-0j 3.91433e-05-0j 6.12562e-05-0j 1.76868e-05-0j 3.33436e-05-0j 1.5314e-05-0j 5.05338e-05-0j 3.89958e-06-0j 2.04187e-05-0j 1.94505e-05-0j 3.09455e-05-0j 1.61458e-05-0j 3.57328e-05-0j 2.21085e-05-0j 1.78664e-05-0j 2.08441e-05-0j 8.15655e-06-0j 2.82492e-06-0j 2.08441e-05-0j 5.4377e-06-0j 1.55742e-06-0j 6.99133e-06-0j 1.15351e-05-0j 6.44832e-06-0j 3.5967e-06-0j 3.36441e-06-0j 6.05662e-07-0j 1.11267e-06-0j 2.37003e-07-0j 2.94754e-08-0j 
-0.00870918-0j -0.000181907-0j -0.00681601-0j 0.00661404-0j -0.00586629-0j -0.000143677-0j 0.00821759-0j -0.00538853-0j -0.00515242-0j -0.000124428-0j 0.0387956-0j -0.00384975-0j 0.00528304-0j 0.00662725-0j -0.000115198-0j 0.000545301-0j -0.00475224-0j 0.00461142-0j -8.23012e-05-0j 0.0217809-0j 0.00665701-0j -0.0030798-0j 0.0145206-0j -0.0211355-0j 0.00427559-0j 0.00298854-0j -0.00397601-0j 0.000502948-0j -0.00157165-0j 0.00898417-0j -0.0287661-0j -9.73801e-05-0j -0.0150999-0j -6.49201e-05-0j 0.00556965-0j -0.0267879-0j -6.28586e-05-0j -0.0028406-0j -0.0116787-0j -0.00194482-0j 0.00389817-0j -0.0025931-0j 0.0026689-0j -4.01673e-05-0j 0.00489001-0j -0.000705752-0j 0.00251626-0j 0.00334796-0j 0.00397915-0j -6.351e-05-0j 0.00361428-0j -3.45705e-05-0j -0.000802199-0j 0.00513706-0j 0.00119733-0j -0.0010696-0j 0.00197726-0j 0.00155686-0j 0.00329937-0j 0.0017977-0j 0.00338266-0j -1.85238e-05-0j 0.0031892-0j 0.00208559-0j -0.000147979-0j 0.00211893-0j 0.00139039-0j 0.00055816-0j 0.000351731-0j 0.00235719-0j 0.000986609-0j 0.00110434-0j 0.000860263-0j 0.000248161-0j 0.000398769-0j 0.000109277-0j 1.66174e-05-0j 
-9.79691e-06-0j -1.03386e-05-0j -7.66729e-06-0j -7.74675e-06-0j -6.59896e-06-0j -8.16579e-06-0j -4.76338e-06-0j -6.06153e-06-0j 3.41228e-05-0j -7.07178e-06-0j -4.04102e-06-0j -4.33056e-06-0j -6.18781e-06-0j -2.55234e-06-0j 3.85458e-05-0j -6.32519e-06-0j 3.14725e-05-0j 3.17986e-05-0j 2.75384e-05-0j -5.00051e-06-0j 2.2718e-05-0j -3.46445e-06-0j -3.33367e-06-0j -5.05233e-06-0j 7.25852e-06-0j -3.50035e-06-0j -4.47259e-06-0j -5.83392e-06-0j -1.76795e-06-0j -2.0626e-06-0j -3.40312e-06-0j -5.53455e-06-0j -3.60956e-06-0j -3.6897e-06-0j -3.22848e-06-0j -2.10557e-06-0j -3.57253e-06-0j -3.19537e-06-0j -5.49291e-07-0j -2.18772e-06-0j -4.56577e-06-0j -2.91696e-06-0j -3.12597e-06-0j -2.28288e-06-0j -1.88328e-06-0j -7.93896e-07-0j -2.94719e-06-0j -1.2894e-06-0j -2.30654e-06-0j -3.60956e-06-0j -1.04221e-06-0j -1.96479e-06-0j -9.02389e-07-0j -2.97773e-06-0j -2.29785e-07-0j -1.20319e-06-0j -1.14613e-06-0j -1.82348e-06-0j -9.514e-07-0j -2.10557e-06-0j -1.30276e-06-0j -1.05279e-06-0j -1.22825e-06-0j -4.80629e-07-0j -1.6646e-07-0j -1.22825e-06-0j -3.2042e-07-0j -9.17717e-08-0j -4.11968e-07-0j -6.79713e-07-0j -3.79971e-07-0j -2.11938e-07-0j -1.9825e-07-0j -3.5689e-08-0j -6.55649e-08-0j -1.39655e-08-0j 1.43764e-08-0j 
0.00145153-0j 3.03178e-05-0j 0.001136-0j -0.00110234-0j 0.000977715-0j 2.39461e-05-0j -0.0013696-0j 0.000898089-0j 0.000858737-0j 2.0738e-05-0j -0.00646594-0j 0.000641625-0j -0.000880507-0j -0.00110454-0j 1.91996e-05-0j -9.08835e-05-0j 0.00079204-0j -0.00076857-0j 1.37169e-05-0j -0.00363015-0j -0.0011095-0j 0.0005133-0j -0.0024201-0j 0.00352258-0j -0.000712598-0j -0.00049809-0j 0.000662668-0j -8.38247e-05-0j 0.000261942-0j -0.00149736-0j 0.00479435-0j 1.623e-05-0j 0.00251666-0j 1.082e-05-0j -0.000928275-0j 0.00446465-0j 1.04764e-05-0j 0.000473433-0j 0.00194645-0j 0.000324137-0j -0.000649695-0j 0.000432183-0j -0.000444816-0j 6.69454e-06-0j -0.000815002-0j 0.000117625-0j -0.000419377-0j -0.000557994-0j -0.000663192-0j 1.0585e-05-0j -0.00060238-0j 5.76174e-06-0j 0.0001337-0j -0.000856177-0j -0.000199555-0j 0.000178266-0j -0.000329543-0j -0.000259476-0j -0.000549895-0j -0.000299617-0j -0.000563776-0j 3.08729e-06-0j -0.000531534-0j -0.000347599-0j 2.46631e-05-0j -0.000353155-0j -0.000231732-0j -9.30266e-05-0j -5.86219e-05-0j -0.000392864-0j -0.000164435-0j -0.000184056-0j -0.000143377-0j -4.13601e-05-0j -6.64614e-05-0j -1.82129e-05-0j -2.76957e-06-0j 
-0.0067461-0j -0.00711909-0j 0.00507717-0j -0.00533437-0j -0.00454401-0j 0.00540727-0j -0.00328004-0j -0.00417394-0j 0.0156185-0j -0.00486959-0j -0.00278263-0j 0.00871728-0j 0.00409748-0j -0.00175753-0j -0.00450837-0j 0.0170447-0j 0.00353989-0j -0.00371921-0j 0.00941574-0j 0.00331126-0j 0.00255523-0j -0.0202495-0j -0.00229555-0j -0.00347901-0j -0.000848967-0j 0.0212753-0j 0.0120524-0j 0.00386314-0j -0.0012174-0j 0.00693807-0j -0.00234337-0j -0.0143421-0j 0.00726591-0j 0.00994273-0j 0.00869989-0j 0.00139428-0j -0.00246003-0j -0.0251715-0j -0.000378239-0j 0.00440381-0j -0.0118316-0j 0.00193157-0j 0.00206997-0j -0.0300509-0j 0.00507493-0j -0.000546673-0j -0.00202942-0j -0.000887871-0j -0.0181697-0j 0.00726591-0j -0.00270075-0j 0.00130106-0j 0.00425434-0j 0.00197181-0j 0.000619208-0j 0.00404721-0j -0.000789219-0j 0.00613373-0j -0.000655129-0j 0.00423845-0j 0.00262241-0j 0.00496339-0j 0.00081333-0j 0.000318266-0j 0.00123448-0j 0.00413153-0j -0.000220639-0j -6.31935e-05-0j 0.00249871-0j 0.00136824-0j 0.00179138-0j 0.000140342-0j 0.000666861-0j -2.45753e-05-0j 0.00013198-0j 9.24777e-06-0j -1.19599e-06-0j 
0.000888877-0j 1.85658e-05-0j 0.000695656-0j -0.000675043-0j 0.000598726-0j 1.4664e-05-0j -0.000838704-0j 0.000549965-0j 0.000525867-0j 1.26994e-05-0j -0.00395956-0j 0.000392914-0j -0.000539198-0j -0.000676391-0j 1.17573e-05-0j -5.56545e-05-0j 0.000485023-0j -0.000470651-0j 8.39983e-06-0j -0.00222301-0j -0.000679428-0j 0.000314331-0j -0.001482-0j 0.00215713-0j -0.000436375-0j -0.000305017-0j 0.0004058-0j -5.13319e-05-0j 0.000160406-0j -0.000916943-0j 0.00293593-0j 9.93882e-06-0j 0.00154113-0j 6.62588e-06-0j -0.00056845-0j 0.00273403-0j 6.41548e-06-0j 0.000289917-0j 0.00119195-0j 0.000198493-0j -0.000397855-0j 0.000264657-0j -0.000272393-0j 4.09955e-06-0j -0.000499085-0j 7.20305e-05-0j -0.000256815-0j -0.0003417-0j -0.00040612-0j 6.48196e-06-0j -0.000368881-0j 3.52833e-06-0j 8.18741e-05-0j -0.000524299-0j -0.000122202-0j 0.000109165-0j -0.000201803-0j -0.000158896-0j -0.000336741-0j -0.000183477-0j -0.000345241-0j 1.89057e-06-0j -0.000325496-0j -0.00021286-0j 1.5103e-05-0j -0.000216262-0j -0.000141907-0j -5.69669e-05-0j -3.58984e-05-0j -0.000240579-0j -0.000100695-0j -0.000112711-0j -8.78002e-05-0j -2.53278e-05-0j -4.06992e-05-0j -1.11531e-05-0j -1.69601e-06-0j 
