0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
1.09109e-05-0j -0.000168988-0j 9.68253e-05-0j -0.000390515-0j -0.000283526-0j 0.000209228-0j -7.63896e-05-0j 0.000596735-0j -0.000516082-0j -5.49208e-05-0j 0.000104834-0j 0.000256242-0j 0.000655466-0j -0.000457857-0j -0.00110783-0j -0.000258066-0j 0.00031737-0j -0.000526139-0j 0.000264316-0j 0.000808457-0j -9.89871e-05-0j -0.00053253-0j 0.000389632-0j -0.000414028-0j 0.000417702-0j -0.00020508-0j -0.000931191-0j -0.000322442-0j 0.000753018-0j 0.000265016-0j 0.000416089-0j -0.000729479-0j -3.53216e-05-0j -0.000148624-0j 0.0001797-0j 5.1619e-06-0j -0.000110637-0j -5.07054e-05-0j -2.4671e-05-0j 2.18303e-05-0j 0.000152792-0j 3.93751e-05-0j 0.000327714-0j 0.000218532-0j 0.000855768-0j 0.000111044-0j -0.000347237-0j 0.000303673-0j 0.000969716-0j 0.000128532-0j -0.000544376-0j 0.000220119-0j -0.000331318-0j 0.000210583-0j -0.000441089-0j -0.000588983-0j -5.21483e-06-0j 0.000665724-0j -0.000275878-0j 0.000480263-0j -0.000196557-0j 0.000220745-0j 0.000834603-0j 0.00038699-0j -0.000410949-0j 0.000153532-0j -4.35062e-05-0j 4.52997e-06-0j -0.000460285-0j 0.00051517-0j -7.14736e-05-0j 0.000173921-0j -0.000255663-0j 0.000357688-0j 9.06223e-05-0j 0.000160064-0j 1.08749e-05-0j 
-2.3415e-06-0j 3.6265e-05-0j -2.07788e-05-0j 8.3805e-05-0j 6.08451e-05-0j -4.49005e-05-0j 1.63933e-05-0j -0.00012806-0j 0.000110752-0j 1.17861e-05-0j -2.24975e-05-0j -5.49899e-05-0j -0.000140664-0j 9.82567e-05-0j 0.000237741-0j 5.53812e-05-0j -6.8108e-05-0j 0.00011291-0j -5.67225e-05-0j -0.000173496-0j 2.12428e-05-0j 0.000114282-0j -8.36155e-05-0j 8.88509e-05-0j -8.96393e-05-0j 4.40105e-05-0j 0.000199835-0j 6.91965e-05-0j -0.000161599-0j -5.68726e-05-0j -8.92931e-05-0j 0.000156547-0j 7.58006e-06-0j 3.18949e-05-0j -3.85638e-05-0j -1.10775e-06-0j 2.37429e-05-0j 1.08814e-05-0j 5.29443e-06-0j -4.68481e-06-0j -3.27893e-05-0j -8.44994e-06-0j -7.03279e-05-0j -4.68973e-05-0j -0.000183649-0j -2.38302e-05-0j 7.45174e-05-0j -6.51685e-05-0j -0.000208102-0j -2.75831e-05-0j 0.000116824-0j -4.72379e-05-0j 7.11011e-05-0j -4.51914e-05-0j 9.46583e-05-0j 0.000126396-0j 1.11911e-06-0j -0.000142865-0j 5.92038e-05-0j -0.000103065-0j 4.21814e-05-0j -4.73722e-05-0j -0.000179107-0j -8.30486e-05-0j 8.81901e-05-0j -3.29481e-05-0j 9.33647e-06-0j -9.72136e-07-0j 9.87777e-05-0j -0.000110556-0j 1.53383e-05-0j -3.73237e-05-0j 5.48655e-05-0j -7.67602e-05-0j -1.94477e-05-0j -3.43498e-05-0j -2.33377e-06-0j 
3.16834e-18-0j -4.90711e-17-0j 2.81164e-17-0j -1.13399e-16-0j -8.2331e-17-0j 6.0756e-17-0j -2.21822e-17-0j 1.73281e-16-0j -1.49861e-16-0j -1.5948e-17-0j 3.04419e-17-0j 7.44082e-17-0j 1.90336e-16-0j -1.32954e-16-0j -3.21694e-16-0j -7.49377e-17-0j 9.21587e-17-0j -1.52782e-16-0j 7.67526e-17-0j 2.34762e-16-0j -2.87441e-17-0j -1.54637e-16-0j 1.13142e-16-0j -1.20226e-16-0j 1.21293e-16-0j -5.95517e-17-0j -2.70401e-16-0j -9.36316e-17-0j 2.18663e-16-0j 7.69558e-17-0j 1.20825e-16-0j -2.11828e-16-0j -1.02568e-17-0j -4.31578e-17-0j 5.21817e-17-0j 1.49893e-18-0j -3.21271e-17-0j -1.47239e-17-0j -7.16402e-18-0j 6.33914e-18-0j 4.4368e-17-0j 1.14338e-17-0j 9.51624e-17-0j 6.34579e-17-0j 2.485e-16-0j 3.22453e-17-0j -1.00831e-16-0j 8.81811e-17-0j 2.81588e-16-0j 3.73234e-17-0j -1.58077e-16-0j 6.39188e-17-0j -9.62088e-17-0j 6.11496e-17-0j -1.28085e-16-0j -1.7103e-16-0j -1.51429e-18-0j 1.93314e-16-0j -8.01102e-17-0j 1.3946e-16-0j -5.70768e-17-0j 6.41005e-17-0j 2.42354e-16-0j 1.12375e-16-0j -1.19332e-16-0j 4.45829e-17-0j -1.26334e-17-0j 1.31542e-18-0j -1.33659e-16-0j 1.49596e-16-0j -2.07547e-17-0j 5.05036e-17-0j -7.42399e-17-0j 1.03866e-16-0j 2.63151e-17-0j 4.64797e-17-0j 3.15788e-18-0j 
4.37747e-06-0j -6.7798e-05-0j 3.88464e-05-0j -0.000156675-0j -0.000113751-0j 8.39422e-05-0j -3.06476e-05-0j 0.00023941-0j -0.000207052-0j -2.20342e-05-0j 4.20595e-05-0j 0.000102805-0j 0.000262973-0j -0.000183693-0j -0.000444462-0j -0.000103536-0j 0.000127329-0j -0.000211087-0j 0.000106044-0j 0.000324353-0j -3.97137e-05-0j -0.000213651-0j 0.000156321-0j -0.000166108-0j 0.000167582-0j -8.22783e-05-0j -0.000373594-0j -0.000129364-0j 0.000302111-0j 0.000106324-0j 0.000166935-0j -0.000292667-0j -1.4171e-05-0j -5.96281e-05-0j 7.20957e-05-0j 2.07096e-06-0j -4.43877e-05-0j -2.0343e-05-0j -9.89802e-06-0j 8.75834e-06-0j 6.13001e-05-0j 1.57973e-05-0j 0.000131479-0j 8.76753e-05-0j 0.000343335-0j 4.4551e-05-0j -0.000139312-0j 0.000121834-0j 0.000389051-0j 5.15671e-05-0j -0.000218404-0j 8.8312e-05-0j -0.000132925-0j 8.4486e-05-0j -0.000176965-0j -0.0002363-0j -2.09219e-06-0j 0.000267089-0j -0.000110682-0j 0.000192682-0j -7.88589e-05-0j 8.85631e-05-0j 0.000334843-0j 0.000155261-0j -0.000164873-0j 6.15969e-05-0j -1.74547e-05-0j 1.81742e-06-0j -0.000184666-0j 0.000206687-0j -2.86752e-05-0j 6.97772e-05-0j -0.000102572-0j 0.000143504-0j 3.63577e-05-0j 6.42176e-05-0j 4.36302e-06-0j 
-1.54298e-06-0j 2.38975e-05-0j -1.36926e-05-0j 5.5225e-05-0j 4.00951e-05-0j -2.95881e-05-0j 1.08027e-05-0j -8.43878e-05-0j 7.29821e-05-0j 7.76666e-06-0j -1.48252e-05-0j -3.62367e-05-0j -9.26933e-05-0j 6.47482e-05-0j 0.000156665-0j 3.64946e-05-0j -4.48811e-05-0j 7.44044e-05-0j -3.73784e-05-0j -0.000114329-0j 1.39983e-05-0j 7.53082e-05-0j -5.51001e-05-0j 5.85501e-05-0j -5.90696e-05-0j 2.90016e-05-0j 0.000131685-0j 4.55984e-05-0j -0.000106489-0j -3.74774e-05-0j -5.88415e-05-0j 0.00010316-0j 4.99503e-06-0j 2.10178e-05-0j -2.54124e-05-0j -7.29975e-07-0j 1.56458e-05-0j 7.17054e-06-0j 3.48887e-06-0j -3.08715e-06-0j -2.16071e-05-0j -5.56826e-06-0j -4.6344e-05-0j -3.09039e-05-0j -0.000121019-0j -1.57034e-05-0j 4.91048e-05-0j -4.29441e-05-0j -0.000137133-0j -1.81764e-05-0j 7.69833e-05-0j -3.11283e-05-0j 4.68535e-05-0j -2.97798e-05-0j 6.2377e-05-0j 8.32914e-05-0j 7.37459e-07-0j -9.41439e-05-0j 3.90135e-05-0j -6.79168e-05-0j 2.77963e-05-0j -3.12169e-05-0j -0.000118026-0j -5.47265e-05-0j 5.81146e-05-0j -2.17118e-05-0j 6.15246e-06-0j -6.40609e-07-0j 6.50915e-05-0j -7.28532e-05-0j 1.01075e-05-0j -2.45952e-05-0j 3.61547e-05-0j -5.05827e-05-0j -1.28154e-05-0j -2.26355e-05-0j -1.53788e-06-0j 
1.06469e-06-0j -1.64899e-05-0j 9.44824e-06-0j -3.81066e-05-0j -2.76666e-05-0j 2.04165e-05-0j -7.45412e-06-0j 5.82296e-05-0j -5.03594e-05-0j -5.35918e-06-0j 1.02297e-05-0j 2.50042e-05-0j 6.39605e-05-0j -4.46778e-05-0j -0.000108102-0j -2.51821e-05-0j 3.09691e-05-0j -5.13408e-05-0j 2.5792e-05-0j 7.88894e-05-0j -9.65919e-06-0j -5.19644e-05-0j 3.80204e-05-0j -4.0401e-05-0j 4.07594e-05-0j -2.00118e-05-0j -9.08658e-05-0j -3.1464e-05-0j 7.34797e-05-0j 2.58603e-05-0j 4.0602e-05-0j -7.11828e-05-0j -3.44669e-06-0j -1.45028e-05-0j 1.75352e-05-0j 5.037e-07-0j -1.0796e-05-0j -4.94784e-06-0j -2.4074e-06-0j 2.13021e-06-0j 1.49094e-05-0j 3.84223e-06-0j 3.19784e-05-0j 2.13244e-05-0j 8.3506e-05-0j 1.08357e-05-0j -3.38835e-05-0j 2.96324e-05-0j 9.46251e-05-0j 1.25422e-05-0j -5.31203e-05-0j 2.14793e-05-0j -3.233e-05-0j 2.05487e-05-0j -4.30416e-05-0j -5.74731e-05-0j -5.08864e-07-0j 6.49615e-05-0j -2.69203e-05-0j 4.68642e-05-0j -1.91801e-05-0j 2.15404e-05-0j 8.14408e-05-0j 3.77626e-05-0j -4.01005e-05-0j 1.49816e-05-0j -4.24534e-06-0j 4.42035e-07-0j -4.49147e-05-0j 5.02704e-05-0j -6.97441e-06-0j 1.69713e-05-0j -2.49476e-05-0j 3.49032e-05-0j 8.84295e-06-0j 1.56191e-05-0j 1.06118e-06-0j 
1.42262e-19-0j -2.20335e-18-0j 1.26246e-18-0j -5.09173e-18-0j -3.69676e-18-0j 2.72801e-18-0j -9.96006e-19-0j 7.78053e-18-0j -6.72893e-18-0j -7.16084e-19-0j 1.36688e-18-0j 3.34101e-18-0j 8.5463e-18-0j -5.96977e-18-0j -1.44444e-17-0j -3.36479e-18-0j 4.13803e-18-0j -6.86007e-18-0j 3.44628e-18-0j 1.05411e-17-0j -1.29064e-18-0j -6.94339e-18-0j 5.08022e-18-0j -5.39831e-18-0j 5.4462e-18-0j -2.67394e-18-0j -1.21413e-17-0j -4.20417e-18-0j 9.81823e-18-0j 3.4554e-18-0j 5.42517e-18-0j -9.51132e-18-0j -4.60541e-19-0j -1.93784e-18-0j 2.34302e-18-0j 6.73035e-20-0j -1.44254e-18-0j -6.61122e-19-0j -3.21673e-19-0j 2.84635e-19-0j 1.99217e-18-0j 5.13392e-19-0j 4.2729e-18-0j 2.84934e-18-0j 1.11579e-17-0j 1.44785e-18-0j -4.52745e-18-0j 3.95943e-18-0j 1.26436e-17-0j 1.67586e-18-0j -7.09784e-18-0j 2.87003e-18-0j -4.31988e-18-0j 2.74569e-18-0j -5.75115e-18-0j -7.67945e-18-0j -6.79936e-20-0j 8.68004e-18-0j -3.59704e-18-0j 6.26191e-18-0j -2.56281e-18-0j 2.87819e-18-0j 1.0882e-17-0j 5.04577e-18-0j -5.35816e-18-0j 2.00182e-18-0j -5.67255e-19-0j 5.9064e-20-0j -6.00142e-18-0j 6.71705e-18-0j -9.31908e-19-0j 2.26767e-18-0j -3.33346e-18-0j 4.66371e-18-0j 1.18158e-18-0j 2.08699e-18-0j 1.41793e-19-0j 
6.21958e-20-0j -9.63284e-19-0j 5.51935e-19-0j -2.22606e-18-0j -1.61619e-18-0j 1.19266e-18-0j -4.35445e-19-0j 3.40158e-18-0j -2.94183e-18-0j -3.13066e-19-0j 5.97587e-19-0j 1.46066e-18-0j 3.73636e-18-0j -2.60993e-18-0j -6.31498e-18-0j -1.47106e-18-0j 1.80911e-18-0j -2.99916e-18-0j 1.50668e-18-0j 4.60846e-18-0j -5.64258e-19-0j -3.03559e-18-0j 2.22103e-18-0j -2.36009e-18-0j 2.38103e-18-0j -1.16902e-18-0j -5.30808e-18-0j -1.83802e-18-0j 4.29244e-18-0j 1.51067e-18-0j 2.37184e-18-0j -4.15826e-18-0j -2.01344e-19-0j -8.47205e-19-0j 1.02435e-18-0j 2.94245e-20-0j -6.30667e-19-0j -2.89037e-19-0j -1.40632e-19-0j 1.2444e-19-0j 8.70961e-19-0j 2.24451e-19-0j 1.86807e-18-0j 1.2457e-18-0j 4.87815e-18-0j 6.32987e-19-0j -1.97936e-18-0j 1.73103e-18-0j 5.52769e-18-0j 7.32672e-19-0j -3.10311e-18-0j 1.25475e-18-0j -1.88861e-18-0j 1.20039e-18-0j -2.51435e-18-0j -3.35739e-18-0j -2.97262e-20-0j 3.79484e-18-0j -1.57259e-18-0j 2.73765e-18-0j -1.12044e-18-0j 1.25832e-18-0j 4.7575e-18-0j 2.20597e-18-0j -2.34254e-18-0j 8.75178e-19-0j -2.47999e-19-0j 2.58222e-20-0j -2.62377e-18-0j 2.93663e-18-0j -4.07422e-19-0j 9.91405e-19-0j -1.45736e-18-0j 2.03893e-18-0j 5.16576e-19-0j 9.12413e-19-0j 6.19904e-20-0j 
1.09772e-07-0j -1.70014e-06-0j 9.74131e-07-0j -3.92886e-06-0j -2.85248e-06-0j 2.10498e-06-0j -7.68534e-07-0j 6.00358e-06-0j -5.19215e-06-0j -5.52542e-07-0j 1.0547e-06-0j 2.57798e-06-0j 6.59445e-06-0j -4.60637e-06-0j -1.11455e-05-0j -2.59632e-06-0j 3.19297e-06-0j -5.29333e-06-0j 2.6592e-06-0j 8.13365e-06-0j -9.95881e-07-0j -5.35763e-06-0j 3.91997e-06-0j -4.16542e-06-0j 4.20238e-06-0j -2.06325e-06-0j -9.36844e-06-0j -3.244e-06-0j 7.5759e-06-0j 2.66624e-06-0j 4.18615e-06-0j -7.33908e-06-0j -3.5536e-07-0j -1.49526e-06-0j 1.80791e-06-0j 5.19324e-08-0j -1.11309e-06-0j -5.10132e-07-0j -2.48208e-07-0j 2.19629e-07-0j 1.53719e-06-0j 3.96141e-07-0j 3.29704e-06-0j 2.19859e-06-0j 8.60963e-06-0j 1.11718e-06-0j -3.49345e-06-0j 3.05516e-06-0j 9.75603e-06-0j 1.29312e-06-0j -5.4768e-06-0j 2.21456e-06-0j -3.33329e-06-0j 2.11861e-06-0j -4.43767e-06-0j -5.92558e-06-0j -5.24649e-08-0j 6.69765e-06-0j -2.77553e-06-0j 4.83179e-06-0j -1.97751e-06-0j 2.22085e-06-0j 8.3967e-06-0j 3.8934e-06-0j -4.13444e-06-0j 1.54464e-06-0j -4.37703e-07-0j 4.55747e-08-0j -4.63079e-06-0j 5.18298e-06-0j -7.19075e-07-0j 1.74977e-06-0j -2.57215e-06-0j 3.59859e-06-0j 9.11725e-07-0j 1.61035e-06-0j 1.09409e-07-0j 
-2.20127e-07-0j 3.40932e-06-0j -1.95344e-06-0j 7.87862e-06-0j 5.72012e-06-0j -4.22115e-06-0j 1.54115e-06-0j -1.20391e-05-0j 1.04119e-05-0j 1.10802e-06-0j -2.11502e-06-0j -5.16967e-06-0j -1.3224e-05-0j 9.23724e-06-0j 2.23504e-05-0j 5.20645e-06-0j -6.40292e-06-0j 1.06148e-05-0j -5.33255e-06-0j -1.63106e-05-0j 1.99706e-06-0j 1.07438e-05-0j -7.86079e-06-0j 8.35299e-06-0j -8.4271e-06-0j 4.13748e-06-0j 1.87867e-05-0j 6.50525e-06-0j -1.51921e-05-0j -5.34667e-06-0j -8.39456e-06-0j 1.47172e-05-0j 7.12611e-07-0j 2.99848e-06-0j -3.62543e-06-0j -1.04141e-07-0j 2.2321e-06-0j 1.02298e-06-0j 4.97735e-07-0j -4.40425e-07-0j -3.08256e-06-0j -7.9439e-07-0j -6.61161e-06-0j -4.40887e-06-0j -1.72651e-05-0j -2.24031e-06-0j 7.00548e-06-0j -6.12657e-06-0j -1.95639e-05-0j -2.59312e-06-0j 1.09827e-05-0j -4.44089e-06-0j 6.68431e-06-0j -4.2485e-06-0j 8.89895e-06-0j 1.18827e-05-0j 1.05209e-07-0j -1.34309e-05-0j 5.56582e-06-0j -9.68927e-06-0j 3.96553e-06-0j -4.45352e-06-0j -1.68381e-05-0j -7.8075e-06-0j 8.29086e-06-0j -3.09749e-06-0j 8.77734e-07-0j -9.13917e-08-0j 9.28621e-06-0j -1.03935e-05-0j 1.44197e-06-0j -3.50884e-06-0j 5.15797e-06-0j -7.21632e-06-0j -1.8283e-06-0j -3.22927e-06-0j -2.19401e-07-0j 
1.37465e-19-0j -2.12906e-18-0j 1.21989e-18-0j -4.92005e-18-0j -3.57211e-18-0j 2.63603e-18-0j -9.62423e-19-0j 7.51819e-18-0j -6.50204e-18-0j -6.91939e-19-0j 1.32079e-18-0j 3.22836e-18-0j 8.25813e-18-0j -5.76848e-18-0j -1.39574e-17-0j -3.25133e-18-0j 3.9985e-18-0j -6.62876e-18-0j 3.33008e-18-0j 1.01856e-17-0j -1.24713e-18-0j -6.70928e-18-0j 4.90892e-18-0j -5.21629e-18-0j 5.26257e-18-0j -2.58378e-18-0j -1.17319e-17-0j -4.06241e-18-0j 9.48718e-18-0j 3.3389e-18-0j 5.24224e-18-0j -9.19061e-18-0j -4.45012e-19-0j -1.8725e-18-0j 2.26402e-18-0j 6.50341e-20-0j -1.3939e-18-0j -6.3883e-19-0j -3.10827e-19-0j 2.75037e-19-0j 1.925e-18-0j 4.96082e-19-0j 4.12883e-18-0j 2.75326e-18-0j 1.07817e-17-0j 1.39903e-18-0j -4.37479e-18-0j 3.82593e-18-0j 1.22173e-17-0j 1.61936e-18-0j -6.85852e-18-0j 2.77325e-18-0j -4.17423e-18-0j 2.65311e-18-0j -5.55723e-18-0j -7.42051e-18-0j -6.5701e-20-0j 8.38737e-18-0j -3.47575e-18-0j 6.05077e-18-0j -2.4764e-18-0j 2.78114e-18-0j 1.05151e-17-0j 4.87564e-18-0j -5.17749e-18-0j 1.93432e-18-0j -5.48128e-19-0j 5.70724e-20-0j -5.79907e-18-0j 6.49056e-18-0j -9.00486e-19-0j 2.19121e-18-0j -3.22106e-18-0j 4.50646e-18-0j 1.14174e-18-0j 2.01662e-18-0j 1.37012e-19-0j 
7.95385e-06-0j -0.000123189-0j 7.05836e-05-0j -0.000284678-0j -0.000206685-0j 0.000152523-0j -5.56864e-05-0j 0.000435008-0j -0.000376213-0j -4.00361e-05-0j 7.64218e-05-0j 0.000186795-0j 0.000477821-0j -0.000333768-0j -0.000807584-0j -0.000188125-0j 0.000231356-0j -0.000383545-0j 0.000192681-0j 0.000589348-0j -7.21596e-05-0j -0.000388203-0j 0.000284034-0j -0.000301818-0j 0.000304496-0j -0.000149499-0j -0.000678819-0j -0.000235054-0j 0.000548935-0j 0.000193191-0j 0.00030332-0j -0.000531775-0j -2.57487e-05-0j -0.000108344-0j 0.000130998-0j 3.76292e-06-0j -8.06522e-05-0j -3.69632e-05-0j -1.79846e-05-0j 1.59139e-05-0j 0.000111382-0j 2.87036e-05-0j 0.000238897-0j 0.000159306-0j 0.000623837-0j 8.09489e-05-0j -0.000253128-0j 0.000221371-0j 0.000706903-0j 9.36971e-05-0j -0.000396838-0j 0.000160462-0j -0.000241524-0j 0.000153511-0j -0.000321545-0j -0.000429356-0j -3.8015e-06-0j 0.000485299-0j -0.00020111-0j 0.000350102-0j -0.000143286-0j 0.000160919-0j 0.000608408-0j 0.000282108-0j -0.000299573-0j 0.000111921-0j -3.17151e-05-0j 3.30225e-06-0j -0.000335538-0j 0.000375548-0j -5.21027e-05-0j 0.000126785-0j -0.000186373-0j 0.000260747-0j 6.60618e-05-0j 0.000116683-0j 7.92759e-06-0j 
-2.94929e-19-0j 4.56785e-18-0j -2.61725e-18-0j 1.05559e-17-0j 7.66389e-18-0j -5.65555e-18-0j 2.06486e-18-0j -1.61301e-17-0j 1.395e-17-0j 1.48454e-18-0j -2.83373e-18-0j -6.92639e-18-0j -1.77177e-17-0j 1.23762e-17-0j 2.99453e-17-0j 6.97568e-18-0j -8.57871e-18-0j 1.42219e-17-0j -7.14462e-18-0j -2.18531e-17-0j 2.67568e-18-0j 1.43946e-17-0j -1.0532e-17-0j 1.11914e-17-0j -1.12907e-17-0j 5.54345e-18-0j 2.51707e-17-0j 8.71582e-18-0j -2.03546e-17-0j -7.16353e-18-0j -1.12471e-17-0j 1.97183e-17-0j 9.54765e-19-0j 4.01741e-18-0j -4.8574e-18-0j -1.39529e-19-0j 2.99059e-18-0j 1.3706e-18-0j 6.66873e-19-0j -5.90087e-19-0j -4.13005e-18-0j -1.06433e-18-0j -8.85832e-18-0j -5.90707e-18-0j -2.31319e-17-0j -3.0016e-18-0j 9.38603e-18-0j -8.20846e-18-0j -2.6212e-17-0j -3.4743e-18-0j 1.47148e-17-0j -5.94996e-18-0j 8.95572e-18-0j -5.69219e-18-0j 1.19229e-17-0j 1.59206e-17-0j 1.4096e-19-0j -1.79949e-17-0j 7.45716e-18-0j -1.29818e-17-0j 5.31307e-18-0j -5.96688e-18-0j -2.25598e-17-0j -1.04606e-17-0j 1.11082e-17-0j -4.15005e-18-0j 1.176e-18-0j -1.22448e-19-0j 1.24418e-17-0j -1.39254e-17-0j 1.93198e-18-0j -4.70119e-18-0j 6.91072e-18-0j -9.66852e-18-0j -2.44958e-18-0j -4.32662e-18-0j -2.93956e-19-0j 
1.81088e-06-0j -2.80468e-05-0j 1.607e-05-0j -6.48135e-05-0j -4.70566e-05-0j 3.47253e-05-0j -1.26783e-05-0j 9.90396e-05-0j -8.56536e-05-0j -9.11515e-06-0j 1.73992e-05-0j 4.25283e-05-0j 0.000108787-0j -7.59902e-05-0j -0.000183865-0j -4.28309e-05-0j 5.26737e-05-0j -8.73229e-05-0j 4.38683e-05-0j 0.000134179-0j -1.64288e-05-0j -8.83836e-05-0j 6.46669e-05-0j -6.87159e-05-0j 6.93256e-05-0j -3.4037e-05-0j -0.000154549-0j -5.35155e-05-0j 0.000124978-0j 4.39844e-05-0j 6.90579e-05-0j -0.000121071-0j -5.8623e-06-0j -2.4667e-05-0j 2.98247e-05-0j 8.56717e-07-0j -1.83624e-05-0j -8.41553e-06-0j -4.09463e-06-0j 3.62316e-06-0j 2.53587e-05-0j 6.53505e-06-0j 5.43905e-05-0j 3.62696e-05-0j 0.000142031-0j 1.84299e-05-0j -5.76306e-05-0j 5.04003e-05-0j 0.000160943-0j 2.13323e-05-0j -9.03496e-05-0j 3.6533e-05-0j -5.49885e-05-0j 3.49503e-05-0j -7.32072e-05-0j -9.7753e-05-0j -8.65501e-07-0j 0.00011049-0j -4.57873e-05-0j 7.97089e-05-0j -3.26225e-05-0j 3.66369e-05-0j 0.000138518-0j 6.42284e-05-0j -6.82048e-05-0j 2.54815e-05-0j -7.22068e-06-0j 7.51835e-07-0j -7.63931e-05-0j 8.55024e-05-0j -1.18624e-05-0j 2.88655e-05-0j -4.24321e-05-0j 5.93651e-05-0j 1.50405e-05-0j 2.65656e-05-0j 1.8049e-06-0j 
5.70451e-06-0j -8.8351e-05-0j 5.06227e-05-0j -0.000204171-0j -0.000148235-0j 0.000109389-0j -3.99384e-05-0j 0.000311988-0j -0.00026982-0j -2.87139e-05-0j 5.48098e-05-0j 0.00013397-0j 0.000342694-0j -0.000239379-0j -0.0005792-0j -0.000134923-0j 0.000165929-0j -0.000275079-0j 0.000138191-0j 0.000422681-0j -5.17529e-05-0j -0.00027842-0j 0.000203709-0j -0.000216464-0j 0.000218385-0j -0.000107221-0j -0.00048685-0j -0.000168581-0j 0.000393697-0j 0.000138557-0j 0.000217541-0j -0.00038139-0j -1.8467e-05-0j -7.77044e-05-0j 9.39516e-05-0j 2.69877e-06-0j -5.78439e-05-0j -2.651e-05-0j -1.28986e-05-0j 1.14134e-05-0j 7.98833e-05-0j 2.05863e-05-0j 0.000171337-0j 0.000114254-0j 0.000447417-0j 5.80567e-05-0j -0.000181544-0j 0.000158767-0j 0.000506992-0j 6.71997e-05-0j -0.000284613-0j 0.000115084-0j -0.000173221-0j 0.000110098-0j -0.000230612-0j -0.000307935-0j -2.72644e-06-0j 0.000348057-0j -0.000144236-0j 0.000251093-0j -0.000102765-0j 0.000115411-0j 0.000436351-0j 0.000202328-0j -0.000214854-0j 8.02701e-05-0j -2.27461e-05-0j 2.36838e-06-0j -0.000240648-0j 0.000269344-0j -3.73682e-05-0j 9.09302e-05-0j -0.000133667-0j 0.000187008-0j 4.73796e-05-0j 8.36852e-05-0j 5.68567e-06-0j 
1.39724e-18-0j -2.16403e-17-0j 1.23993e-17-0j -5.00088e-17-0j -3.6308e-17-0j 2.67934e-17-0j -9.78235e-18-0j 7.64171e-17-0j -6.60887e-17-0j -7.03307e-18-0j 1.34249e-17-0j 3.2814e-17-0j 8.39381e-17-0j -5.86326e-17-0j -1.41867e-16-0j -3.30475e-17-0j 4.0642e-17-0j -6.73767e-17-0j 3.38479e-17-0j 1.0353e-16-0j -1.26762e-17-0j -6.81951e-17-0j 4.98957e-17-0j -5.30199e-17-0j 5.34903e-17-0j -2.62623e-17-0j -1.19247e-16-0j -4.12915e-17-0j 9.64304e-17-0j 3.39375e-17-0j 5.32837e-17-0j -9.34161e-17-0j -4.52323e-18-0j -1.90326e-17-0j 2.30121e-17-0j 6.61026e-19-0j -1.4168e-17-0j -6.49326e-18-0j -3.15933e-18-0j 2.79556e-18-0j 1.95663e-17-0j 5.04232e-18-0j 4.19666e-17-0j 2.7985e-17-0j 1.09588e-16-0j 1.42202e-17-0j -4.44667e-17-0j 3.88879e-17-0j 1.2418e-16-0j 1.64596e-17-0j -6.9712e-17-0j 2.81882e-17-0j -4.24281e-17-0j 2.6967e-17-0j -5.64853e-17-0j -7.54243e-17-0j -6.67804e-19-0j 8.52517e-17-0j -3.53286e-17-0j 6.15018e-17-0j -2.51709e-17-0j 2.82683e-17-0j 1.06878e-16-0j 4.95574e-17-0j -5.26255e-17-0j 1.9661e-17-0j -5.57134e-18-0j 5.80101e-19-0j -5.89434e-17-0j 6.5972e-17-0j -9.1528e-18-0j 2.22721e-17-0j -3.27398e-17-0j 4.5805e-17-0j 1.1605e-17-0j 2.04975e-17-0j 1.39263e-18-0j 
