-0.0165693-0.00117437j -0.00520377-0.01448j 0.0126622+0.0002701j 0.0243325+0.00791626j 0.0153994-0.0198415j 0.00576819+0.0267631j -0.00503495-0.00546562j 0.0208227-0.0158737j -0.00255021-0.0020221j 0.0115317+0.0109931j 0.00797518+0.0105611j 0.0246597+0.000898409j -0.0250715-0.0116893j -0.00633149-0.003828j -0.0138317-0.0106669j 0.00546631-0.00552682j -0.0169665+0.023149j 0.00250824+0.00652518j 0.00848817-0.0190905j 0.0133815-0.00281984j -0.0010319-0.00484372j 0.00516202+0.00310732j 0.00452376-0.0211349j 0.00150122+0.0150633j -0.00761332+0.00468961j 0.00563119-0.00520434j 0.00645608+0.0013522j -0.000748047-0.0178724j -0.0109974-0.00125659j 0.00531117-6.04668e-05j 0.00746586+0.00689697j 0.017048-0.0122585j 0.0108047+0.00550632j -0.005882+0.0107146j -0.00113711+0.00928538j 0.0109102-0.0152357j -0.0039515+0.000315043j 0.0313116+0.00167503j 0.00315444+0.000381639j -0.0306286-0.0129209j 0.00876383-0.0163541j -0.0218557-0.00442078j -0.0151654-0.00883374j -0.00377796-0.00281944j -0.023611-0.0106355j 0.00486361-0.0124923j -0.016244-0.00673156j 0.00902996+0.0101038j -0.0117198+0.00133712j -0.00375944+0.0233101j -0.0117405+0.0259419j 0.0395133-0.00849494j 0.00455043+0.00966771j 0.0113403+0.0260098j -0.00752455-0.0130269j 0.0104914+0.0345516j 0.00725621+0.0156986j 0.0185633-0.00245761j -0.00532201-0.0315182j 0.0121221-0.0372801j -0.0133016-0.00109149j -0.00178245-0.0198282j -0.00769104+0.00211019j 0.0248955+0.00174141j 0.0043902-0.00522665j 0.020313-0.00342477j -0.00499385-0.00288095j -0.00948394-0.0208408j 0.0215864+0.0295063j 0.042607-0.0291872j 0.0307642-0.0288975j 0.0240631-0.0347082j 0.0443749+0.0515613j 0.0315305-0.0261552j -0.026861-0.0662898j -0.0120507-0.00452043j -0.012486-0.00316141j 
0.00208143+0.0037188j 0.000999011+0.00291514j -0.00063899+0.0126205j 0.0133827-0.00122722j 0.00805486+0.0156833j 0.0225708+0.00854312j 0.0270859+0.00104638j 0.0178013-0.000670579j -0.00699055+0.0228421j 0.00680373+0.0155179j 0.0237655+0.00606961j 0.00940996+0.0262823j 0.018387+0.023986j -0.0233086+0.0115693j 0.00649786+0.0461026j -0.0159878+0.0189204j 0.0510555+0.00840083j -0.0151855+0.0246363j -0.0519886+0.0161468j 0.00662598+9.19153e-05j -0.00496353+0.0384666j -0.0288223-0.0143137j -0.00741392-0.0488064j 0.0270745-0.00526889j -0.00242464+0.0122346j 0.0377915+0.0127552j 0.0311502+0.00965648j -0.0155055-0.00172435j 0.0209954-0.0336462j 0.0197543+0.0257189j 0.00357839+0.00719032j -0.00573521-0.00637476j 0.00845675-0.00115464j 0.0058559+0.00669806j -0.0118874-0.00718117j -0.00604769+0.0173626j -0.0105133+0.023216j 0.00441142+0.0162629j -0.00372243+0.00517059j -0.0282155-0.00943617j -0.0153493-0.0235285j -0.0123924+0.0120361j 0.01876+0.0106368j 0.00163054-0.00716565j 0.0259324-0.0123721j -0.0137445-0.0164156j 0.0240205+0.00321489j 0.00414169-0.03389j -0.00379554+0.0141314j 0.0312692-0.0287566j -0.0215238-0.00717683j -0.0108923+0.00398612j -0.00299079-0.00345744j -0.00501293+0.0118816j 0.0127372+0.0129396j 0.00619457-0.0117504j 0.0089984-0.00149839j 0.0040243-0.0152554j -0.0226128-0.0170635j 0.00235758-0.0125313j -0.0237509+0.00704159j -0.00610416-0.00951877j -0.00506494-0.00564409j -0.020575-0.0130518j -0.00868663-0.00252794j 0.00582942-0.011342j 0.0164225+0.0153507j 0.00223953-0.00329463j 0.00170158-0.000907543j -0.0152882+0.00743713j -0.0138995-0.00332545j -0.0147189-0.00544074j -0.00666871+0.0148623j -0.0056257+0.00402568j -0.000115372+0.000641202j 0.00147762-0.00115261j -0.000458913+0.00174137j 
0.00149957+0.00548036j -0.00170865-0.00571225j -0.00725927+0.0288574j -0.0122636-0.00702886j -0.0173192+0.0479372j -0.0388171-0.0213379j -0.0162718-0.00766133j -0.0454577+0.00298193j -0.0101618+7.44846e-05j -0.0114657-0.0208425j -0.010462+0.0126407j 0.00920542-0.0127532j 0.010976+0.0159476j 0.011369-0.00181237j -0.0158565-0.0076637j 0.00992549+0.0313917j -0.0046946+0.0087089j -0.00837378-0.0029689j 0.0244578+0.0229463j -0.0188337+0.0139968j -0.0132281-0.00353908j -0.0183622+0.0327071j -0.0266329+0.0559863j -0.0125547+0.0111155j -0.0248446-0.00565621j -0.0235104-0.0261578j -0.0133817+0.0163665j -0.00587497+0.0140118j -0.0367639-0.0343718j 0.00272419+0.020698j 0.0186495-0.00377025j 0.00450523-0.030606j -0.00718057+0.00620442j 0.0173835+0.000650412j -0.00480689+0.00105889j -0.0304601+0.0100322j 0.0119691+0.0182614j -0.00919665+0.0115334j -0.00674051+0.00108198j 0.0391899+0.00785538j -0.0138783-0.0150923j 0.0102095+0.00438227j -0.0151443+0.012054j 0.00794356+0.00588983j -0.00776427-0.0111107j -0.0141824-0.004093j -0.00124064+0.011184j -0.0200236-0.00646823j 0.00951415-0.0129411j -0.00752071-0.0133265j 0.00294239+0.00833001j 0.00126189-0.0141334j 0.00245423+0.0162821j 0.00119426-0.0141662j 0.0117957+0.0106579j 0.00711633-0.012427j -0.00335466+0.0137279j -0.00962225-0.00558771j 0.0108814+0.0160366j -0.00669823-0.0249878j 0.000535171+0.0121569j 0.0148223-0.011181j -0.0060176+0.0141301j 0.0083209-0.00965741j -0.00556752+0.00449945j 0.0114102-0.00610256j -0.0088751+0.00183168j 0.00243378+0.00257497j 0.00873441+0.000433149j -0.02404-0.00766568j -0.00194502+0.0163408j -0.0126787+0.0203621j -0.0119766-0.0122861j -0.00481476+0.00311366j 0.00748088+0.00263398j 0.00590617-0.0069392j -0.00754278-1.29046e-05j 
0.00278409-0.000573529j 0.00534583+0.00680549j -0.00625041-0.00254142j -0.00736416-0.0025725j 0.00816654-0.0067826j -0.00438075-0.00288808j 0.0177738-0.00362644j -0.00382367+0.0222604j -0.0243632+0.0152193j -0.0065887+0.00606292j 0.039796+0.00114631j 0.000925785+0.0171721j 0.00312222+0.0142319j -0.022191-0.00167558j 0.0080273+0.0389221j -0.0397693-0.0162403j 0.0328134-0.000702451j 0.0159228-0.0204467j -0.0356402+0.00918794j 0.018153+0.00414068j -0.00894886+0.0299456j -0.0112346-0.0276965j -0.00198646-0.0212628j -0.00399765-0.000804361j -0.0128884+0.00311676j 0.0399074-0.0133646j 0.0135719-0.0412754j -0.0167544-0.0155841j 0.0148167-0.00952648j 0.0298433-0.0025789j -0.0312122-0.00511427j 0.000565377+0.0233103j 0.0248123-0.0194638j -0.0316289+0.00309631j -0.0136574-0.0150667j -0.0120731+0.0162204j -0.0100835-0.0144342j 0.00462697+0.0260999j 0.00200174-0.0145484j 0.00191793+0.017826j -0.0228504+0.00131289j -0.00567481+0.00350632j 0.0187996+0.00260935j 0.00302334+0.0191709j 0.00642394+0.0186001j 0.0203089+0.0128384j 0.030449-0.00556646j 0.00438662+0.0213741j 0.0390197-0.000222923j 0.0133099-0.0150706j -0.000809975-0.0276124j -0.0367421+0.0061013j -0.00195528-0.0233694j 0.0034439+0.00380243j 0.0132638+0.013004j -0.000498033-0.0307375j 0.00129724+0.00362712j -0.0219275-0.0120282j -0.00963307+9.03513e-05j 0.0142602+0.0260837j -0.0192325+0.00876402j -0.00840281+0.0141502j 0.0164252+0.00279962j -0.02158+0.00117371j -0.000340167-0.00536367j -0.0113134-0.0187896j 0.0167305+0.00404417j 0.00971359-0.0090488j -0.00537168-0.00820935j -0.019921+0.0180997j -0.0200842+0.00873464j -0.011486+0.0100308j -0.0167304-0.0123514j -0.00493534+0.00431806j 0.00357134+0.0165899j -0.00205289-0.00028285j -0.00317092+0.0015041j 
-0.00875245+0.00148583j 0.00739252-0.00892893j -0.0202175+0.0337398j -0.0200108-0.0234247j -0.0225175+0.0534463j -0.0238836-0.0730495j -0.0578172-0.0125722j -0.0685305+0.000670308j 0.0272623-0.0433748j 0.0255673-0.078691j -0.00300127+0.000188149j -0.004638-0.0767292j -0.030029+0.0282339j 0.0164833-0.0163644j -0.0611258-0.0232663j 0.0271747+0.0275912j 0.046257+0.0241423j 0.00104263+0.0149642j 0.0616536+0.00949122j -0.0116105-0.00792179j 0.048098-0.00368684j -0.0319949+0.0426779j -0.0180362+0.096599j 0.0076866-0.019996j -0.0335736+0.0280273j -0.0972731-0.0437865j -0.0149217-0.00946134j 0.00331703+0.0338815j -0.0243397-0.0298759j 0.0120572-0.00213535j -0.0113979+0.0180958j 0.00660045-0.0295587j -0.0231664+0.019886j 0.00555897+0.011384j -0.00792067-0.00257199j -0.0219822-0.00277957j -0.00441179-0.00192248j -0.0345275+0.0310439j 0.0149767-0.0425533j 0.0122603-0.0328451j -0.0430697+0.0128422j 0.0432245-0.0326837j -0.0239286+0.00779216j -0.00726997+0.00967142j 0.0134238-0.0174195j -0.00560466+0.0125427j 0.00316723+0.0241447j -0.0221623+0.0229962j -0.0164988+0.0136746j -0.039941+0.00664479j -0.0212957+0.00851158j 0.0275857+0.0182714j -0.0188598-0.00820761j -0.00788206-0.038323j 0.00963825-0.0173853j -0.0167321-0.017285j 0.000805871+0.0173572j -0.0199058-0.00634061j 0.00697692-0.00296687j -0.00448256-0.00801728j 0.00734684+0.00559945j -0.00624297-0.000475003j -0.00855189+0.00444006j 0.00595593+0.0119948j -0.00815801+0.00824538j 0.0376494+0.0465845j 0.0188159+0.00328482j 0.0266239+0.0262263j 0.00933041+0.00118461j -0.0133898-0.0114941j -0.0110418+0.0179397j -0.0220397+0.00666257j -0.00176966-0.0436997j -0.00978851-0.001014j 0.00951733+0.0114909j -0.00422936-0.0105703j -0.0163858+0.00669091j 
0.00559998+0.000950699j -0.00606717-0.00315038j 0.0193443+0.000225719j -0.0191077+0.0209792j 0.0145823-0.00575977j -0.0341687+0.0111987j -0.00389358+0.024649j -0.0049357+0.0271833j -0.0277626-0.00810376j -0.0148775-0.00282786j -0.00733951+0.00960747j 0.00181236+0.0107174j 0.00945818+0.0112333j 0.00439812+0.0144539j -0.031294-0.00130939j 0.0144358+0.00700881j -0.0309867-0.00926972j -0.00583472-0.00586085j -0.0151727-0.00699991j 0.0475443+0.0182062j 0.0181036+0.0316089j -0.00982874-0.0148822j -0.0159461-0.0228661j 0.00642103+0.0029409j -0.00747588-0.00466037j 0.0522382-0.0384191j -0.0194307-0.0256804j 0.00188401-0.00885385j -0.0209079-0.00838396j 0.00396339+0.0289705j 0.000841097+0.0284308j 0.0185319-0.0232037j -0.0139927+0.006655j 0.00993616-0.00780469j -0.00694278+0.00855387j -0.0152034-0.00835035j -0.0218255-0.00577307j -0.00529088+0.0236642j 0.00720869+0.00168149j -0.00111697+0.0211775j 0.0398445-0.00954587j -0.00406009-0.010416j 0.0154113+0.00150326j 0.024222+0.0408101j -0.00861713+0.00606895j -0.0260746-0.0175358j -0.0128327-0.0231941j -0.00630225+0.00349297j -0.0124123+0.0213644j 0.0327948-0.00155358j 0.0106089+0.0104724j -0.0191524-0.0150552j 0.0128503-0.0219912j 0.00975319+0.0223112j -0.0142368-0.00907378j 0.0381454-0.0175008j 0.0023164-0.0190995j 0.0024282-0.0064755j 0.013592-0.007497j 0.00127935+0.00721999j 0.0014531+0.00596778j 0.0229628-0.000938916j 0.0323253+0.0261171j -0.0120223-0.00870328j 0.0262883-0.0120363j 0.00695997-0.0309784j -0.0192157-0.013756j -0.00769944+0.00676832j -0.0075436-0.0139921j 0.0133867+0.0265414j 0.00920542+0.0117078j 0.0225984+0.0129313j -0.0089841+0.038784j 0.0103472+0.00667992j 0.0166664-0.0183762j 0.00948203-0.00604066j 0.00209274-0.00985997j 
-0.00587388+0.00280114j 0.00354951+0.000871788j -0.0175181-0.018064j -0.00707463-0.0269287j -0.0651797-0.0316286j 0.00700247-0.0329099j 0.0142498-0.00918254j -0.0437943-0.0236234j -0.023221-0.00802423j 0.010353-0.00484098j -0.00687885-0.0112536j -0.00756687-0.0249575j -0.0102106+0.00436749j -0.0111104-0.00908522j 0.00268737-0.0317644j 0.0153403-0.0533343j -0.00219839+0.00787377j 0.0327332+0.0121687j -0.0216101+0.0301276j 0.0167582-0.0250456j 0.0163166-0.0111137j 0.00224216+0.00854572j -0.00712562+0.00322911j -0.0249292-0.0144966j -0.000615002+0.0325463j -0.0855148+0.00513711j 0.00365104+0.00148621j 0.0231032+0.00901884j -0.00665852+0.00915986j -0.000932727-0.0480779j 0.0170599-0.0189275j 0.0027407+0.0367341j 0.0169457+0.0058285j -0.0139949+0.00457004j 0.0172466-0.00532345j 0.00853251-0.00917421j -0.0156028-0.00182449j -0.0178913+0.0162129j -0.00640233-0.0594195j 0.0427464-0.0338431j -0.0046894+0.0183681j -0.00364143-0.000824391j -0.000863555-0.00615392j -0.0357639-0.0156832j 0.00398374+0.00858879j 0.00478916+0.014828j 0.000890279-0.0440432j 0.00086047+0.0175045j 0.0165636-0.0301156j 0.00576847+0.00698182j 0.00926997-0.0354491j 0.0073672-0.00665916j 0.00385089-0.0257374j -0.00040857+0.0154674j -0.0264084+0.0126167j 0.00275438-0.0057897j 0.00502565+0.00310718j 0.00490889-0.0232767j -0.0035204-0.0119434j 0.021892+0.0312096j 0.0028954+0.00877352j 0.0319406+0.0416245j -0.010594+0.0431623j -6.82738e-05-0.0152147j 0.00375686-0.00313304j -0.0029129+0.0286601j -0.0194877-0.00506185j 0.016376+0.0148171j -0.0102129-0.0161929j 0.0239901-0.000645853j -0.00032066-0.0125908j 0.00781869-0.0122389j 0.02612-0.0153399j 0.00145483+0.00425913j -0.00596049+0.00965949j -0.0100748-0.00135973j -0.00562762+0.0088721j 
0.0029193+0.00995753j -0.0129915-0.00125192j -0.00940966+0.0322856j 0.0382073-0.00037582j 0.0114134+0.0483382j 0.0541229-0.00225032j 0.0160804-0.0271726j 0.038571-0.00876403j 0.0231789+0.0560586j 0.00130953+0.0650065j 0.0246922-0.0295396j 0.0347508+0.0283632j 0.0298408-0.0318833j 0.0139523+0.0422283j 0.00465267-0.020521j -0.0472601+0.0254919j 0.0344283+0.0329388j 0.0137758+0.0271662j -0.0439782+0.0452577j -0.0506034-0.0183142j -0.042318+0.0165545j 0.0210649-0.0130638j 0.010038-0.0522359j 0.0117814-0.0290264j 0.0340912+0.0309536j 0.0181715+0.0429911j 0.0306179+0.0419331j -0.038653-0.0246701j -0.0164671-0.0200963j 0.0106303+0.01263j -0.00474841-0.0130613j 0.000894583+0.00385252j 0.00235781+0.028329j -0.000920669+0.0101015j -0.011565+0.0263092j -0.0178983+0.0211938j -0.00730314+0.0601378j -0.000865824+0.00636722j -0.0169407+0.0239316j -0.014094+0.00509369j -0.0158365-0.0631006j -0.0188449-0.0158721j 0.00657987+0.00807325j -0.0104664-0.0297786j 0.036431-0.0371133j -0.040604-0.0179795j 0.0160492+0.0147935j 0.0101027-0.0511557j -0.018223+0.0332075j 0.0474932-0.0301433j -0.0167208+0.0431881j -0.0122528-0.000196159j 0.00263931+0.00779121j -0.0165501+0.0243937j -0.0134352+0.030752j 0.00869494+0.00998904j -0.00616105-0.0163914j -0.00244913+0.016156j -0.054008-0.00447686j 0.0071097-0.0354303j -0.0108144+0.0123342j -0.00812094-0.0260542j -0.0411564+0.00625193j -0.0251585-0.0178909j -0.0242997+0.0219733j 0.00376832-0.021148j 0.0242083+0.0224719j 0.00212851-0.0390932j 0.000269372-0.0025725j -0.0290842-0.0111212j -0.0185377-0.00809389j -0.0106323-0.00385876j -0.0227157+0.0255609j -0.013305+0.00912346j -0.0024003-0.0234417j 0.00290916-0.00119385j 0.000968874-0.000772287j 
0.000348973+0.00648992j -0.00336208-0.00372822j -0.00392584+0.00906121j -0.00777263-0.0100544j -0.0439993+0.00432743j -0.00480815-0.0239665j -0.00858487+0.00944957j -0.00667969-0.0220558j 0.0114127-0.0202459j -0.0114999-0.0113344j -0.0168552-0.00738883j 0.0141932-0.0199642j -0.0274784+0.0202841j 0.0231359+0.008722j -0.0262264-0.000393414j 0.00249342+0.028516j -0.00100212-0.0118593j -0.00233242+0.0601469j -0.00226475+0.0117549j 0.0164083-0.0174942j 0.039566-0.0287802j -0.00835449+0.0433752j 0.00739832+0.00514292j 0.0129287-0.023458j -0.0111391-0.0277524j -0.0301097-0.0201655j 0.0125301+0.0270947j 0.0233145-0.0135745j -0.00735829+0.0170887j -0.000928786+0.00332435j 0.0045794+0.0260238j -0.00364646-0.00455234j -0.0220965+0.0312017j -0.00728478-0.00825914j 0.0164868-0.0136701j -0.00506545+0.0120626j -0.00197358+0.00883214j -0.0246572+0.00482428j -0.00374349-0.0027493j 0.0197169-0.0240677j 0.0240203-0.0146677j 0.00103033+0.00819229j 0.0104219-0.00501386j -0.00363385-0.00441741j -0.0300828-0.0131204j -0.00556117-0.0210414j -0.0163049-0.000228674j 0.00656962-0.0399842j -0.030575+0.001603j 0.0189925-0.000655246j -0.00325206+0.0173207j 0.00918118-0.00217904j 0.00761311+0.0109785j 0.0132478-0.00124051j -0.00625762+0.00483353j 0.0249046+0.00127841j -0.00729971+0.00457332j 0.0153128-0.00432966j 0.0116179-0.00298037j 0.00148357-0.000356777j 0.00120867+0.000986094j 0.0173224-0.0172201j 0.0121686+0.0143201j 0.00142975+0.00203779j -0.00145608-0.00251108j 0.0197016+0.00322558j -0.0143801-0.0149647j -0.0028175+0.0129825j 0.014511-0.0039771j 0.00833466-0.00337249j 0.0145209-0.0127137j 0.00306369+0.0018365j 0.0102393+0.0173538j -0.00200001-0.00137781j 0.00645667-0.0229875j 0.00055766-0.00585647j -0.00492274-0.00242785j 
0.00105657+0.00522933j 0.00211093+0.00433474j -0.0164657-0.0149166j 0.00471626-0.0178407j -0.0478998-0.00985279j 0.0258966-0.00962375j 0.00688078+0.00304374j 0.000618433-0.021581j 0.00705469+0.0279512j -0.0125535-0.0107102j -0.0390516-0.00121033j -0.00728787+0.00417336j 0.0473398+0.0199869j 0.0197449+0.0438104j 0.0306591+0.0278771j 0.0280386-0.00668586j -0.0193383-0.015818j -0.0156008+0.0171363j -0.0199533+0.0412439j -0.0439379-0.0233747j -0.00748219+0.00827964j 0.0145303-0.0231115j -0.0220363-0.0333424j 0.0077053-0.0124199j 0.0272246-0.0231583j 0.0164241+0.0125923j 0.0217092+0.014476j 0.0193322-0.00550253j -0.00723673+0.0335773j -0.0191771+0.00159795j 0.0173304+0.0113417j -0.042646+0.00176969j -0.0306083+0.00978524j 0.0173947-0.0112539j 0.000478983-0.00699435j 0.0313355+0.0125281j 0.0483933+0.0117542j 0.00725407-0.0280068j -0.0291552+0.01036j 0.00885448-0.0303963j 0.015585-0.0098546j 0.0304456+0.0158362j 0.000463949+9.9863e-05j 0.0105508-0.0332091j -0.00508327-0.00482819j -0.00516104+0.00232321j -0.00701855-0.0055308j -0.00370437-0.0542754j -0.0224411-0.0117985j -0.0148776-0.0128943j 0.00276329+0.0146917j -0.00515653-0.0048788j 0.00232979+0.0370337j -0.033846-0.0135699j -0.0176104+0.00249153j 0.0108913+0.00679656j -0.0149244+0.00362319j -0.00879075-0.00580445j -0.0259409+0.0171424j -0.000806628+0.000133545j 0.0283126-0.0167664j 0.0313069+0.00320395j -0.0013146-0.00159371j 0.00542914-0.0142937j 0.00492636-0.0130839j -0.0248155+0.00145222j -0.0417958+0.00303961j -0.0234159+0.016952j 0.00140893+0.00837352j 0.00558408-0.0187564j -0.00678284+0.00520469j -0.0150278+0.000948791j 0.0287195-0.0354792j 0.00851372-0.00624348j -0.0152259+0.0284293j -0.00508398+0.00443305j -0.00352245+0.0050536j 
0.00345791-0.00236666j 0.00932766+0.0042238j 0.00473365+0.0102215j -0.0123662-0.00275895j 0.0167061+0.00738802j -0.0081219+0.0105502j -0.00961909-0.00436092j -0.0222957+0.0111106j 0.00641805-0.0111236j -0.00877009-0.00634395j 0.00459339+0.0124327j -0.0175409-0.0294439j 0.0270695-0.0061537j 0.0252281+0.03067j -0.0533863+0.0353717j 0.000858697+0.0113519j -0.0408665-0.0176872j -0.0318888+0.00337175j 0.023625-0.0060589j 0.00584896+0.0460916j 0.00887146-0.00369036j 0.000813877+0.000988632j -0.0393163-0.0154598j 0.0217925+0.00160417j 0.00727855-0.0145395j 0.01735-0.00157333j -0.043125-0.00972688j 0.0103955+0.0373109j -0.00166334+0.0223129j -0.0176623+0.0293318j -0.00947124+0.0272618j -0.016565-0.0233471j -0.0136147+0.0216037j 0.020763-0.0060519j 0.0012969-0.00168334j -0.00717354+0.0119408j -0.0029132+0.00771046j 0.00876506-0.0248189j -0.00496086+0.0132531j 0.0131482-0.00209465j 0.0144904+0.00205505j 0.0367607-0.0292255j 0.00442897+0.00491217j 0.0218219-0.00635354j -0.0196314+0.00221906j 0.00420464+0.0187036j -0.000184935-0.015696j -0.0181523+0.00323007j -0.0379527-0.00693549j 0.00145263-0.00793275j -0.00312235+0.0380997j 0.0295141+0.0368557j 0.00514051-0.0043693j -0.0197075-0.0149772j 0.0123267-0.0341085j -0.00662492-0.0104948j -0.0178849+0.012589j 0.000911474-0.00619499j 0.0126804+0.0306335j -0.0207457+0.00462806j -0.0140201+0.0123793j 0.0204144-0.0115545j 0.0302961+0.0194438j 0.013789+0.0141672j 0.00278838+0.00682971j -0.00798914-0.0123136j -0.0301716+0.0112143j -0.00133674+0.0177421j 0.0211789+0.00187247j -0.0112591-0.0133445j 0.00943253+0.0196709j -0.0162016+0.0102943j -0.00935928-0.0137059j -0.00790273-0.00122616j 0.00304689+0.00788612j 0.0038533-0.00149279j -0.00349928+0.000811423j 
-0.00333837-0.00711484j -0.00249559+0.00340534j 0.012282-0.040646j 0.0147701+0.0186513j 0.0428336-0.0413049j 0.0302198+0.0254163j 0.00838393+0.0123534j 0.0384266+0.00786929j 0.0172134+0.00606053j 0.0152513+0.00757853j -0.0296563-0.00705607j -0.0133565+0.00445878j 0.000507879-0.0105326j -0.0144945-0.0254623j 0.0426926+0.00182691j 0.0262076-0.0110026j 0.0188632+0.00453724j -0.00287795-0.0596202j 0.00540118-0.0112048j 0.00835406-0.00659058j -0.0344264-0.00462175j -0.0108934-0.0378527j 0.0202097+0.00857418j -0.0313017+0.0284449j 0.00257522-0.00680116j 0.0226825+0.00461313j -0.0124389-0.025637j -0.00869756-0.0476638j 0.021713-0.0025605j -0.00607545-0.00858547j -0.000887751-0.0216113j -0.00340501+0.0280122j -0.0080898-0.0473033j -0.000653263+0.000615347j -0.00289119+0.00121314j 0.0205545-0.00876176j -0.004882-0.0190621j 0.00825158-0.00172487j 0.00112759+0.00439678j -0.0520903+0.0165184j 0.0147471+0.0138127j -0.0164345+0.000916339j -0.0138371-0.0233814j 0.013357+0.0198716j 0.0193238-0.00394746j 0.0144241+0.0282728j 0.00736594+0.0107838j -0.00867406+0.00813899j 0.00781296+0.0121386j -0.0105509+0.0225924j -0.00456226-0.00991405j -0.0126019-0.0134006j -0.0118648-0.00580335j 0.0115808+0.0183012j -0.019133-0.0162865j -0.00167992+0.00775766j 0.0198115-0.00655695j -0.000136192+0.000918343j -0.00406233-0.0163059j -0.00419609+0.00867682j 0.0110883-0.0310131j -0.027883+0.00426533j -0.00978-0.0297089j -0.00586968-0.0148749j 0.0108485-0.0198555j -0.012717+0.0146837j 0.00855527-0.00123969j -0.0110569-0.000580491j -0.0137948-0.00533726j 0.0232356+0.0214453j -0.0143809-0.00157334j 0.015949-0.0217869j 0.0147335+0.00698799j 0.0136956-0.00737015j -0.00776244+0.0128352j -0.00238382+0.0111248j 0.0103146-0.000182369j 
-0.00530629+0.0132418j -0.00119955+0.00144593j -0.0244173+0.0240408j 0.00566484-0.0299239j -0.0294209+0.00858499j 0.0512546-0.019243j 0.00766551-0.0307816j -0.00160059-0.044495j 0.0358137-0.0171184j 0.00833204+0.0245826j 0.0451791-0.0243639j 0.035447-0.0135864j -0.0402627-0.0195302j 0.0227603-0.0286257j -0.0385056+0.0280707j -0.0470039+0.0196915j 0.0116211+0.0281125j -0.00588946+0.0459297j -0.0194703+0.0352621j 0.00251322-0.0209091j 0.00258236-0.0379508j 0.0188639+0.0286508j 0.0417635+0.0128956j 0.00685391-0.00561264j -0.000166411-0.0200415j -0.0478313+0.0171625j 0.03326+0.0282105j 0.0204135-0.00990794j -0.000135158-0.00872355j -0.00137208-0.0141557j -0.019463+0.0262022j 0.0138969-0.00979935j -0.0151614+0.0297403j -0.0180284+0.0206728j 0.01369-0.000768128j -0.0123193-0.000845334j -0.0260282+0.0146479j -0.0351206-0.00219362j -0.00515936-0.0190148j 0.0199429-0.0240199j 0.00978844-0.0236258j -0.0162847+0.00813298j -0.000129571+0.00192397j -0.00592462-0.0124312j 0.00332596-0.0119159j -0.00244329-0.0272052j 0.0196173+0.0154973j 0.0195693-0.00791891j -0.0177499+0.0269734j 0.0256292-0.0179605j -0.0381459+0.0151435j 0.0191922+0.0125512j 0.00149536-0.00889157j 0.0210526-0.00244624j 0.0118167+0.000120303j 0.0118947-0.00386958j -0.00753205-0.000830689j 0.0250522+0.000438764j -0.00205024-0.00692819j -0.00196668-0.00993168j -0.015136+0.0197622j -0.0132585-0.0254234j -0.00535138+0.00638974j -0.0171222+0.0125782j -0.0229946+0.00824016j 0.0306638+0.001371j 0.0230366-0.00388227j 0.017124+0.00635696j 0.0248235-0.0013785j -0.018106-0.0120724j 0.000838612-0.0224635j -0.00426206-0.0142244j -0.0100362+0.0274293j -0.0217509+0.00660073j 0.000338845-0.0324079j -0.00516505-0.00465083j -0.00439152+0.00604526j 
-0.00649116+0.00213438j 0.00283906+0.00944613j -0.0179001-0.0469041j -0.0039111-0.0203522j -0.0248425-0.0613028j 0.0503923-0.0263505j 0.00305675+0.00632628j 0.00749572-0.0213711j 0.0251686-0.0202884j 0.00848447-0.0244959j -0.00594928-0.018215j 0.002045-0.0454423j -0.018728+0.0172356j 0.00969609-0.0116534j 0.0179734+0.0438284j -0.0164304-0.0021701j -0.0130059-0.0271308j 0.00489979-0.0071707j -0.0047893+0.0191821j 0.0189686-0.0237765j -0.00152825-0.0418467j 0.0142359+0.0022986j 0.0245038+0.0371051j -0.0224097+0.0241713j -0.0319216-0.0302344j -0.00933264+0.0213214j 0.0134818-0.0111319j 0.0360877-0.0213691j -0.00422366-0.00199065j -0.000968471+0.00700875j -0.0231624+0.028267j 0.0017883+0.01081j -0.0181807-0.00569476j 0.00521426+0.00874095j 0.016985-0.00389834j 0.0229487+0.00416738j -0.00967521-0.0266941j -0.0109274-0.00255903j -0.00100049-0.0119985j -0.000560453-0.015055j 0.0351047+4.06416e-06j 0.0159076+0.014735j 0.0090789-0.00427648j 0.00581022+0.00886413j -0.0190031-0.00212246j 0.030938+0.00557131j 0.0240607+0.0199789j 0.0044146-0.0152984j 0.012632+0.014221j -0.0166161-0.000684514j -0.0292659-0.0177063j 0.000429628-0.000298944j -0.00609901+0.0191362j 0.0341209-0.00581379j -0.0101803-0.0180783j 0.0192685-0.0264785j 0.00396223+0.000392942j 0.021526-0.0104343j 0.0126824-0.00882556j -0.011541+0.0250567j -0.0043534-0.0222891j -0.000535559-0.00304776j 0.0258026-0.0280057j -0.00958106-0.0119816j 0.00870376-0.0360639j 0.0063159+0.0219921j -0.00917342-0.00513371j -0.00235946+0.0498228j 0.0239034-0.00901317j 0.00926639+0.00551708j -0.00581678-0.00342267j -0.00952851-0.019466j 0.014145+0.00223548j 0.0035806-0.00199852j -0.00773044+0.00820429j -0.0121105+0.00400281j -0.00117725+0.00664455j 
