-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
0.00508109-0.0163224j 0.0139148+0.00443459j 0.00737294+0.0354664j -0.00026349+0.00402881j 0.00646229+0.0302187j -0.0254997+0.0173149j -0.0225722-0.0018272j 0.00391231+0.00615094j -0.00757613-0.00748132j -0.0232171+0.0248577j -0.00370853-0.00440642j 0.000252885+0.0201964j 0.00609979+0.000693551j -0.00464912+0.00351983j 0.000528026-0.0115863j -0.00185357+0.0107022j 0.00396244-0.0125721j -0.00738183+0.0179075j 0.00430258+0.00916948j -0.00188619+0.00572161j 0.00811676+0.0241799j -0.0236766+0.00580311j -0.0018684-0.00606229j 0.0190169-0.00419701j -0.0010566-0.0185349j 0.0261077-0.018582j -0.0131124-0.0174514j 0.00455574+0.0128442j -0.0076429-0.00608113j 0.00265066-0.023917j -0.0301538-0.00787907j 0.0140213+0.0223715j 0.0212759-0.000471565j -0.00299198-0.00542373j -0.0267434+0.00129045j -0.00764854+0.024075j 0.00957779-0.0151268j 0.015051+0.0163614j 0.00500265+0.0194691j 0.0223968-0.00785798j 0.00978323+0.0171895j 0.0094831+0.000635588j -0.00455044-0.00433075j 0.00849514-0.00452466j -0.00276702-0.0128805j 0.00782653-0.0236602j -0.0287133-0.02132j 0.0244048+0.000409782j 0.00621409-0.0217158j -0.0271149-0.00809276j -0.0458188-0.0132847j -0.016446+0.0305033j -0.0101294-0.0135568j 0.00296692-0.0364098j -0.0106262+0.00433186j -0.000705541-0.000744022j 
0.0108359+0.00599082j -0.00456351+0.006619j -0.00745809+0.0203611j -0.0129913-0.0153217j -0.00355854-0.0116823j -0.0255859+0.0138999j -0.00218988-0.0291108j 0.0359531-0.0413336j -0.00356944-0.0211852j -0.00505043+0.0330424j -0.000769612-0.00554439j 0.0398587+0.0274229j -0.00780391-0.00599649j -0.0436513-0.031201j 0.0114185+0.0173122j -0.0397931+0.0166411j -0.0315662-0.0268406j 0.00519416+0.0429777j 0.0251588-0.0158397j 0.0216877-0.00649641j -0.00319796-0.0314699j -0.0144648-0.0178322j -0.0361994+0.0398193j -0.000779815-0.0314269j 0.00630569+0.00349268j 0.0160159+0.0297044j 0.0166388+0.00042132j 0.0180478+0.00829595j 0.00590125+0.0135711j 0.0516658+0.00858494j 0.00840002-0.0216333j -0.0227245+0.0237526j -0.0356959+0.0378777j -0.00862552+0.0141018j -0.0501279-0.0370178j -0.0152007-0.0171034j -0.0505876+0.0661028j -0.0343326-0.0314971j 0.0167024+0.0458374j -0.0605458-0.0171251j -0.00561235+0.0380012j -0.00775883-0.00442308j -0.0139608+0.00305641j -0.0306684+0.00941105j 0.0165772-0.027933j -0.011695+0.02248j 0.00256554-0.0211905j -0.0330158+0.00765186j 0.00279799+0.0557855j -0.00452098+0.0232253j 0.0132973+0.0184435j 0.0816342+0.037037j 0.0161492+0.0326817j -0.0478888-0.0480444j 0.00389721+0.0153842j -0.00644505+0.0322762j 
-0.016927+0.00356389j -0.00923993-0.0208075j -0.0236257-0.0262495j 0.0100779+0.0152211j -0.0380602+0.000423977j 0.0196482-0.041495j 0.0157901-0.0127034j -0.0409706-0.00325646j 0.00993282-0.00336834j -0.00267479-0.0333923j 0.0194151+0.0151283j -0.0104107-0.036959j -0.0064151+0.0081469j 0.010933+0.0192395j 0.00903613-0.0248514j 0.0153925-0.0316604j 0.0210876+0.00612531j 0.00186494-0.00172926j -0.0132548-0.00196037j 0.0190445+0.00927736j -0.0141386-0.0191085j 0.010893+0.0146948j 0.0269974-0.0205728j -0.0351364-0.0150567j -0.0129026+0.00879842j -0.0416613-0.00999644j -0.0365731+0.0274885j -0.00715541-0.028891j 0.00873679+0.010611j -0.0304801+0.0235808j 0.0216803+0.0314147j 0.00639767-0.0252768j -0.0181868+0.00208244j -0.027516-0.0403435j 0.0321504-0.00256304j 0.00586819-0.0524041j 0.0156128-0.00709648j -0.0308093+0.0034691j -0.0240415-0.0206594j -0.0179405+0.0321221j 0.0122441-0.0217667j -0.0166731+0.0194776j 0.0105964+0.0273715j 0.00200704+0.00452242j 0.00335936-0.0261482j -0.00416817+0.0138084j 0.0015934+0.00164756j -0.0412797+0.0154914j 0.0589098+0.0117997j 0.0310523-0.0160338j 0.0430471-0.0243905j -0.00428175-0.0779576j 0.0189904-0.00812768j 0.00494902+0.0604432j 0.00884911-0.029175j 0.0262275+0.00442769j 
0.0026989+0.0164502j -0.0188743+2.47725e-05j 0.00428494-0.0303463j -0.00837098-0.0204883j 0.0272616-0.0242683j 0.0343698-0.00357216j 0.0311698+0.00375793j 0.0203607+0.00381619j 0.0138395+0.0214608j 0.0375251-0.0143714j 0.0142736+0.00286527j -0.00890127+0.0060719j -0.0276108-0.000693136j 0.0175443-0.00671273j -0.0115275+0.0182676j -0.0017955-0.00754748j -0.0203481+0.014223j 0.0104877-0.0369452j 0.0051245-0.013744j 0.0125636-0.00368847j -0.00760366-0.0415664j 0.0294284-0.010596j 0.0056715+0.0149603j -0.0214165+0.0047105j 0.00224233+0.00977723j -0.0252284+0.0310102j 0.0250808+0.0207564j 0.0173381+0.00343303j 0.0291377+0.0128209j 0.00496016+0.0395067j 0.0344036+0.00373041j -0.0306997-0.0242459j -0.0353658+0.0170653j -0.000771459+0.0229017j 0.026129-0.0123948j -0.00147607-0.0457616j -0.00149236+0.00661877j -0.0607297-0.0240333j -0.0113671+0.0036441j -0.0439958+0.0110824j -0.0157024-0.0107896j 0.0324246+0.0337331j 0.00737927-0.00288609j 0.00540449+0.0183586j -0.0231029+0.0204502j 0.00739381+0.0332089j 0.0111619+0.0202957j -0.00257541+0.0156759j -0.00162002+0.00414761j 0.0326841-0.00638451j 0.0466196+0.0178925j 0.0274162-0.0308685j 0.0243932+0.0153897j -0.0273981+0.0455114j 0.024522-0.00664513j -0.0098658+0.00982903j 
-0.0032941-0.0019706j 0.00158725-0.00263992j -0.00445164-0.0255807j 0.0116769+0.0183509j -0.0261842-0.0293133j 0.00351572+0.0158963j -0.012007-0.00295742j -0.00805844-0.0117045j 0.00299437-0.00837803j -0.0331187-0.0101185j 0.0231303+0.0119712j -0.00851419+0.00921598j 0.0149778+0.0154286j 0.0204648+0.00229177j -0.0205232+0.00257014j 0.0111388+0.00123258j -0.0163424+0.00362064j 0.0133685+0.0273025j -0.0282444+0.00247218j -0.00763995-0.00336426j 0.0108227+0.00922023j -0.00238659+0.008891j -0.0107001+0.0129815j 0.0205434+0.0155709j -0.00658349+0.0120688j -0.00935167-0.0224753j -0.0125038+0.00923897j -0.00706109-0.0153225j -0.0167238+0.00121728j 0.0137936-0.00814983j 0.00437141-0.000747748j 0.0141687+0.0295957j -0.0010621-0.0108201j 0.00163239-0.0233379j -0.0150487-0.0155044j 0.0144622-0.00729313j 0.0108547-0.0129206j 0.0106267+0.0198507j 0.00957163+0.00145651j 0.0349065-0.00252362j -0.000865824-0.0195271j -0.0214493+0.00850402j 0.0139483+0.00509911j 0.00940318+0.0300998j 0.0140386+0.0213126j -0.0426427-0.0332872j -0.0274291-0.00474867j 0.00307248+0.00785324j -0.0344638-0.0208484j -0.00982519+0.000845098j -0.0314345+0.00105557j 0.0165638-0.00488047j -0.0176874-0.00826849j 0.0116763-0.0038603j 0.0047687+0.00226451j 0.00403058+0.00437705j 
0.0062974+0.00262036j -0.00145144+0.00429894j 0.00436022+0.00730469j 0.00217631-0.000155038j -0.00381697-0.00389453j -0.0151234+0.00633132j -0.00134511+0.00133617j 4.81244e-05+0.0117386j 0.0101982+0.0171099j -0.00134932-0.000539844j 0.0174322-0.0286046j 0.0234676-0.000360574j 0.000613843+0.00172898j -0.00282858+0.000257502j -0.0202192-0.0134993j -0.0183255-0.0226065j 0.00206952-0.00836488j -0.011892-0.0127709j 0.0294266-0.00899973j -0.00516542+0.00489985j -0.0177165-0.00624736j -0.00882263+0.0107898j -0.0119702+0.0209359j -0.0110695-0.00482259j 0.0154627-0.0217817j 0.000919106+0.00479546j -0.00147053-0.0206467j 0.0138521-0.00468646j 0.00766825-0.00304176j 0.0134283+0.0156404j 0.0127272-0.0243519j 0.00342689-0.00894155j 0.0292505+0.00370942j 0.00127734+0.0114936j 0.00015411+0.00353086j -0.00335685+0.0231148j 0.00231615+0.00591702j 0.0106167-0.00345156j -0.0124651+0.0415163j -0.00144504-0.00223143j 0.00154526+0.00938117j 0.00643463+0.00765977j -0.00838747-0.0283567j -0.0219282-0.0235667j -0.00427598-0.00232619j 0.0052459+0.0197332j -0.0146289+0.0226382j -0.0039878-0.0203328j -0.00507198+0.0336148j -0.0144909+0.0132266j 0.0119684+0.0016345j 0.0218094-0.010638j -0.0157504+0.0339561j -0.0197332+0.00153062j -0.00513525-0.00836458j -0.00805267-0.000188163j 
0.00194475+0.00399154j -0.000982328+0.00279308j -0.00763528+0.00495234j -0.0140729-0.00645926j 0.0195425-0.00369037j 0.03182-0.00425751j 0.0115912+0.0141409j 0.035814-0.0249653j -0.000165911-0.0265691j 0.0255647-0.00127527j -0.0588672+0.0232328j -0.00437738+0.00405955j -0.000738113+0.00524314j -0.0213623-0.00504756j 0.055666-0.0111097j -0.0226573+0.0327023j -0.000483288-0.0170287j 0.0136187+0.0242669j -0.0133607+0.023697j -0.0190884-0.020997j 0.0126914-0.0214306j 0.0282481-0.0648392j -0.00960318-0.0131664j 0.00664584-0.0284533j -0.0150833+0.0159163j 0.00353661+0.0191411j 0.0256137+0.0181894j -0.0142592+0.0233108j -0.0229026+0.00331567j 0.0103466-0.0260101j 0.00769359+0.00954525j -0.016825+0.0301953j -0.0415096+0.0249014j 0.016188+0.0253602j 0.000271202+0.0268971j -0.00477013-0.0248992j -0.0127951+0.0191185j 0.0103476-0.0158673j 0.0256404-0.0401126j -0.0279738-0.0185506j 0.00700278+0.0167379j 0.0142037+0.00657557j 0.00703978-0.0217596j 0.0339586+0.0137018j 0.00967901+0.000973785j 0.0184166-0.0202208j 0.0506207+0.00740282j -0.00400423+0.0278197j -0.00687645-0.00615118j 0.01321-0.0150866j 0.0259559+0.0190907j -0.00435107+0.0591201j 0.0281908-0.0018194j -0.0149363-0.0326671j -0.00927027+0.00611117j 0.00797388-0.00621957j 
0.00145166-0.004075j 0.00525029+0.00244348j 0.00133544+0.00736822j -0.021452+0.0109504j -0.00199503-0.00790116j 0.0245761+0.00896259j 0.0229537+0.020302j 0.0134987+0.00239419j 0.00154754+0.00510534j 0.0128153+0.0506021j -0.0595976+0.000300454j 0.000807274-0.00527717j 0.00866608+0.0258139j -0.0254166-0.0116424j 0.022195-0.048707j -0.0114664-0.00144421j 0.0507428-0.0108565j -0.0110445-0.00995064j -0.00517521+0.0227491j -0.0418171+0.0022131j -0.00399626-0.0188654j 0.024377-0.00942618j -0.0171573-0.011376j -0.0115158-0.0188667j -0.0242141-0.024246j 0.00877165-0.00124709j 0.00954785+0.000965287j 0.00114285+0.0152129j -0.0369595-0.00376338j -0.0138446-0.020528j 0.0103133-0.000433089j 0.00898152-0.0162882j 0.0330662-0.00128635j 0.0382845+0.0125067j -0.00151857+0.0422691j -0.0071945+0.0295817j -0.0204335-0.0152842j 0.0326315+0.0102278j -0.00283264+0.0072918j 0.0431152-0.0081809j 0.00468767+0.0428229j 0.033568-0.0413262j 0.0124103-0.0361388j 0.00199869-0.0405173j -0.00864558-0.0129623j -0.0200116-0.0172474j 0.0197751+0.0698752j -0.00514863-0.0102882j -0.0121287-0.00931645j -0.022938+0.00469413j -0.0196983+0.0118524j -0.0412721+0.0531988j -0.00351969-0.014132j 0.00244628-0.0311993j 0.0123935+0.00634446j 0.013375+0.00193901j 
-0.000360451-0.00799731j 0.0103899+0.00357968j -0.0107925+0.0411236j -0.0220933+0.00259403j -0.00958768+0.0388784j -0.0112614-0.000686867j -0.00258916-0.0136408j 0.00797151+0.00174367j 0.00343946+0.0180001j -0.00609383+0.0341443j -0.0061354-0.0207162j 0.00759392+0.0240706j -0.00559691+0.00791101j -0.0119503+0.00142834j -0.00865885-0.0204315j -0.0027355-0.00658263j 0.0444276-0.0167247j -0.018469-0.001568j 0.017577-0.00742115j 0.0284422+0.0273702j 0.0035096-0.00601473j -0.0333395+0.0291488j 0.00601695+0.00151313j -0.0352373-0.0293414j -0.00539134-0.0414502j 0.00581377-0.00807309j -0.0237831-0.0153572j 0.0200431+0.00569461j 0.0123495-0.00132467j -0.0153682+0.00635264j -0.0148732-0.00167279j 0.00913225-0.0213127j 0.0201204+0.032093j -0.0174309-0.0208734j -0.0040937+0.00945492j 0.00200459+0.014584j -0.00754947-0.0143965j -0.013042+0.00376844j -0.00530362+0.0610887j -0.00155585-0.00963442j 0.0185732+0.027602j 0.0279366+0.00251409j -0.0146366+0.00843932j -0.00706011-0.0189413j -0.00183295-0.0367562j 0.0248358+0.00868906j -0.0182673-0.0129999j 0.000222758-0.0298749j 0.0362906+0.0298685j -0.0061548+0.0100692j -0.020496-0.032114j -0.0103604+0.00797604j 0.00890364-0.0143786j 0.0030715-0.0193224j 0.000232959+0.00623581j -0.00104861+0.00889341j 
0.00363247-0.000949945j -0.000379901+0.00942561j 0.0278535-0.0140081j 0.0124666-0.0153524j 0.0522333+0.00422017j -0.0118326+0.00508716j -0.00894983+0.0119178j -0.0106627+0.0330416j -0.0216301-0.0215266j 0.00881006-0.00921757j -0.022282-0.016722j -0.0126213-0.0167694j -0.00594495-0.0102891j -0.00804339+0.0117088j 0.0226282-0.0174451j -0.0104066-0.0115377j -0.0188714+0.00784445j 0.00214415-0.012454j 0.0421714-0.00832289j -0.0526145-0.0290231j -0.0059738+0.0335883j 0.0361041-0.035606j 0.00405846-0.0287134j 0.0287873+0.0142693j 0.016038-0.00453247j 0.0158752-0.00454753j 0.0110113-0.00346867j -0.00080312-0.00539324j 0.00561366-0.0263266j -0.011509-0.0226715j -0.0100506-0.0248249j 0.0162335-0.00741988j 0.0147055-0.0227199j 0.0203994+0.00676752j 0.00079592+0.0034359j -0.00145571+0.0359163j 0.0171755-0.0326055j 0.0151386-0.0125596j -0.00176832-0.0346048j 0.002215+0.0369221j -0.00176228-0.000540144j -0.00372025+0.0126512j 0.0222795-0.0273746j -0.022652-0.0213658j -0.0319935+0.00174143j 0.00364696-0.020085j 0.00805621+0.0248506j -0.0116112+0.000656557j -0.00464787-0.03048j -0.02905-0.0179552j -0.00838034+0.00364357j -0.0326398+0.0207719j -0.0265244-0.0129862j 0.0158262-0.0284428j 0.0061516+0.00671499j -0.00426727+0.0103224j 
0.00328209+0.0120417j -0.00923843+0.00165036j 0.00192453-0.0215208j -0.0162266+0.0103601j -0.015311-0.0416087j 0.0407887+0.00741138j 0.00677952+0.0197332j -0.00309471-0.00596192j 0.0226568+0.0335086j 0.0390836-0.0263003j 0.0146555+0.0012977j 0.0282844-0.00993913j 0.0437927+0.0133144j 0.037402+0.0285184j -0.0509374+0.0107272j 0.0314161+0.0113578j 0.039297+0.0300607j -0.00704981-0.0486224j -0.0391947+0.0275436j 0.0123892+0.0119521j 0.0214348-0.0269963j 0.00983882+0.000335342j -0.00116998+0.0448536j 0.000186946+0.0446795j 0.00691203+0.0290957j 0.00482974-0.0177306j 0.0573129-0.0372193j -0.0183885-0.0240181j -0.0486386-0.00792016j 0.0136313+0.0192513j -0.000686037-0.0246058j -0.00628243-0.0152362j 0.0779059-0.0432734j 0.0665465+0.0361264j 0.0340228+0.0686461j -0.0122492+0.0632748j 0.0167051+0.0144055j 0.123667+0.00245103j 0.0162742+0.00675397j 0.0778871-0.0302308j -0.0360506-0.026271j 0.0304789-0.0592647j -0.0422251-0.0434933j -0.00547323-0.0663068j 0.0416796+0.0703144j -0.0135813-0.00669202j 0.0469892+0.0526261j 0.0366864-0.0662841j -0.0865206+0.0362353j 0.00464429+0.0342735j -0.0106558+0.0665142j 0.0116756+0.015133j -0.0548669+0.027719j -0.00423123+0.012389j 0.0195624+0.00684078j 0.00940609+0.00714242j 
0.00409845-0.00906432j 0.0113649+0.00259738j -0.0124959+0.035939j -0.013789+0.0134508j -0.0504183+0.0154332j -0.0213269+0.0196915j -0.0140667-0.0196931j 0.00578596-0.0244911j 0.0175891+0.0117753j -0.024669+0.0338448j 0.0291028-0.00146821j 0.0352125+0.0363514j 0.0119169+0.0150703j 3.57412e-05-0.0179723j -0.0307808+0.0125816j -0.00721684+0.0246181j 0.00655132-0.0201293j -0.0196705+0.0288727j -0.0244749+0.00542609j 0.0392066+0.0374145j 0.00805472-0.0221492j -0.0624812+0.0393678j -0.0226693+0.0427765j -0.00951906+0.00142639j -0.00213936-0.0258429j 0.0113098-0.00559205j -0.0179734-0.0210613j 0.0139248+0.0184695j -0.00192329+0.022718j 0.0347545+0.000888084j -0.0119052+0.00567038j -0.0091872+0.023358j 0.0106823+0.0154787j -0.0210406-0.0147833j -0.0434329-0.00249357j -0.0102059+0.000676511j -0.0195843+0.0270315j -0.00833293+0.00669963j 0.00906677+0.0747402j 0.0277993-0.046762j 0.0118717+0.00567087j 0.00450387-0.017088j -0.0326844+0.0236531j 0.000666447+0.0187684j 0.0471972-0.0113725j -0.0143506+0.00162283j -0.0503814-0.0256062j 0.00405214-0.034692j -0.0144407+0.0364904j -0.0147377+0.0304161j -0.049844+0.00488606j 0.0569355+0.0102764j -0.00380091+0.00320246j -0.00604337-0.0280856j -0.0155339+0.00264334j 0.00833115+0.00740149j 
0.00683272-0.000458903j 0.00500219+0.00862259j -0.00640479+0.0369326j -0.0225993-0.0167299j 0.0302276+0.0339305j 0.000964126+0.000330233j -7.38487e-05+0.000384551j 0.0325723-0.00886521j -0.010393+0.0134362j 0.0304812+0.023898j -0.0135663+0.0083756j -0.0130048+0.0371307j -0.0114495-0.0156584j 0.00107923-0.0258839j 0.00179773+0.0663307j 0.00512312+0.0673673j -0.0150409+0.00922432j -0.00117744-0.010677j -0.0212437-0.00791787j 0.0441223+0.00582776j 0.0209626-0.00859583j -0.0201098-0.0170854j 0.0155843-0.00188673j -0.00359957+0.0020796j -0.00174776+0.0164533j 0.0204857+0.0348602j 0.0270522-0.00305716j 0.00717636+0.0389035j 0.0335835+0.016924j -0.00611883-0.00388542j -0.0178337+0.0146379j -0.0332468+0.000339242j -0.0363052+0.023193j -0.00164492+0.025302j 0.00032627+1.83747e-06j -0.0123156-0.0330283j 0.00241937+0.00227534j -0.0312611-0.0191869j 0.00304155-0.00515554j -0.0403663-0.00762041j -0.025629+0.0324319j 0.0278535+0.0111862j -0.0358237+0.0340559j 0.0105905+0.0137893j -0.00849287-0.00277121j 0.0671862+0.00678661j 0.00864289-0.0801688j 0.0316992-0.00498243j 0.00601384+0.0178745j 0.0242664+0.00166753j 0.00951702+0.000860747j 0.0128088+0.0192634j 0.0133093+0.0204538j -0.0299046-0.0396832j -0.00412858-0.0178222j 0.0093522+0.00958589j 
0.00139863+0.0142864j -0.0105531-0.00316302j -0.00740229-0.0217024j 0.00464282+0.00455658j -0.0217333-0.0248925j 0.0135836-0.0127884j 0.0253174-8.79185e-05j -0.00946635+0.00768379j 0.0182954+0.0248883j 0.0107475-0.0211836j 0.0274689-0.0165649j 0.0308506-0.0199131j -0.0234385+0.0188401j 0.00719653-0.0122126j -0.00214558-0.0230085j -0.0216346-0.0411086j -0.0220267-0.0210638j -0.00259474-0.00881733j 0.0165165-0.0112234j -0.00231236+0.00863124j -0.0300977-0.057432j -0.00379692+0.000736604j -0.0152774+0.0257116j -0.0314412-0.0139659j 0.00282446-0.0329798j -0.0375118+0.0304808j -0.013183+0.00662897j 0.0147472+0.000448663j 0.0249648+0.0222548j 0.0241959+0.0401291j 0.0422097-0.00221012j -0.0235222-0.00457497j -0.0132872+0.0198656j -0.0189907+0.00559237j 0.013574+0.00228801j -0.00714262-0.0350073j -0.00762358+0.0296968j -0.0686579-0.0234194j -0.0324999+0.0512802j -0.0214011+0.000424211j 0.0168065+0.00652216j 0.0155575+0.0231547j 0.00556538-0.0134648j -0.0182437+0.0271782j 0.00877781-0.00531687j -0.00666989+0.0432856j -0.00570569+0.0431901j -0.031714-0.00783638j -0.000763243+0.047703j -0.000584992+0.00352613j 0.0605329+0.0182435j 0.0698479-0.0552178j 0.000309371+0.0291469j -0.0181244+0.0283409j -0.00421725-0.0158455j -0.0118475+0.00405276j 
0.00229181+0.0026284j 2.93277e-06+0.010923j 0.00611732+0.00513966j 0.00186003-0.0117146j 0.00928663-0.0106678j -0.0339161+0.00740429j -0.000784685-0.0208845j 0.0105481+0.00471577j -0.0266574-0.0025248j -0.0170925+0.0383905j -0.00211081-0.0173845j 0.0203817+0.00934127j -0.018637-0.00328987j -0.0348873-0.0339642j -0.0100996+0.00479648j -0.0163858-0.023257j -0.0258036-0.0143806j 0.00302915+0.0122051j 0.0434839-0.0242645j -0.00213779+0.000936641j -0.00616389-0.00438518j -0.0101983+0.0128336j -0.0244419+0.0241294j -0.00987213-0.0108876j 0.00728602-0.0213706j 0.0144869+0.0238366j 0.000814635-0.00787038j 0.022433+0.00250415j 0.0148049+0.00560476j 0.0218512+0.0119255j 0.013626-0.0204279j -0.00780426-0.00337611j -0.00554001+0.0112955j -0.0134215+0.00437225j -0.0376983-0.0452947j -0.00693633+0.00825722j -0.0388352+0.0295665j -0.0436442-0.00294343j -0.00613275+0.0278294j -0.0493883+0.00385981j -0.0199275+0.0257624j -0.0214721-0.00247579j 0.0150851-0.00105659j -0.00900568-0.0160106j -0.00137487-0.0310748j -0.0170386+0.0112064j -0.020289-0.0172576j -0.0161481-0.0159167j 0.00916897+0.0290401j -0.0302336+0.0256401j 0.00720643-0.00880728j 0.03131+0.00825506j 0.0171095+0.0217224j -0.0262866-0.0150842j -0.0117817-0.0140849j 0.00507754+0.00796231j 
0.00183318+0.00807384j -0.0101638-0.0063304j 0.00440525-0.0423827j 0.0223257+0.0192604j -0.0420709-0.0592489j -0.0271901+0.00868352j 0.00840026-0.016427j -0.0453065-0.00164136j -0.00789111+0.0120339j -0.037073-0.00358344j 0.0490246-0.0122201j 0.0429762-0.0400366j 0.0165642+0.0208717j 0.00329582-0.00671394j -0.0497718-0.0101245j 0.0142233-0.0611663j -0.0214181+0.00171554j -0.00257446-0.00242533j 0.00834637-0.0149542j -0.00811019-0.000379062j -0.0255735-0.0115255j -0.00174399+0.0352294j -0.0260103+0.0448107j 0.00850433+0.0256915j 0.0140297+0.0051787j 0.00087748-0.00482757j 0.0115545-0.0149346j -0.00838891-0.0435737j -0.0188043+0.00942931j 0.0410569+0.0194929j 0.0168778-0.0356576j 0.0110264-0.00836715j 0.0554783-0.0435088j 0.0241314-0.00745702j -0.00848539-0.0336585j -0.00968906+0.0543991j -0.0269475+0.0475775j 0.0176945+0.0129144j 0.00439035+0.0165659j 0.039244+0.000226884j -0.0284972-0.0275825j -0.0698733-0.0588698j 0.0213129-0.0238028j -0.0214523-0.0233971j 0.024762+0.0102448j -0.0813717+0.0102275j -0.0197786+0.0545435j -0.00485537-0.0125612j -0.0330518+0.0375544j -0.0195584+0.00704397j -0.0284675+0.02329j 0.0688585-0.0245815j -0.0203213+0.0317741j -0.0139809+0.0559075j -0.010137-0.000355529j 0.00237319-0.0122462j 
-0.0106522-0.013511j 0.0121522-0.0121648j -0.0188202+0.0201877j -0.00331602+0.0237387j -0.0458373+0.0102157j -0.0127941-0.0104703j -0.0181781-0.0141534j -0.00999349-0.0433693j -0.00134538-0.0315187j -0.0205656+0.0163746j -0.0430228+0.0128957j 0.0137396-0.0270271j 0.0423177-0.0236316j -0.0394181+0.018391j 0.0199897-0.0259533j 0.0110397-0.010325j 0.0786877+0.00701917j -0.00875167+0.031238j 0.00327991+0.0103211j 0.0182966+0.00535398j 0.00518592+0.0232164j -0.021804+0.0202917j -0.015984-0.0126211j -0.00662173-0.0179155j 0.000472804+0.0285908j 0.0122642-0.0295222j -0.00152411-0.00731189j -0.0432103-0.0392395j -0.0521092-0.0202737j 0.00940586-0.0284353j -0.0383924-0.00986667j 0.0340701+0.00567586j 0.0268495-0.0140083j 0.0200391-0.0175829j -0.00126682+0.0144801j -0.0108786+0.0583712j -0.0122918+0.0224806j 0.121472+0.0127825j 0.0106707-0.0243968j 0.0203591-0.00770108j 0.0129307+0.000329015j -0.0446972-0.0634846j -0.0190269-0.00852346j -0.00385148-0.0836619j 0.0501605-0.0478404j -0.0297998-0.0343511j 0.0444588+0.0238297j 0.00773383-0.0215121j 0.0161185+0.00455096j -0.0158447+0.0226466j -0.0387026+0.00457019j -0.0462038+0.0200811j -0.0154278-0.0133542j 0.020547-0.00963915j 0.0174527+0.0110162j 0.0288931+0.00484988j 
0.0203999-0.00453104j 0.00809511+0.0287524j 0.0192286+0.0416408j -0.0111703-0.0244099j 0.0551562+0.0186767j -0.042489+0.0448548j -0.0400027-0.000873863j 0.0613388-0.00704371j 0.00198955-0.0261016j -0.000287991+0.0107448j -0.00640436-0.0227395j 0.0400942+0.0725394j 0.00900224-0.0188878j -0.0315334-0.0129413j 0.00742687+0.0269401j -0.0602578+0.0427715j -0.045646-0.033744j -0.00140755+0.044222j 0.0532055-0.00300123j -0.0181285-0.00881216j 0.0196776+0.0236908j -0.0139105-0.058461j -0.0525689+0.036539j 0.0561052-0.0142926j 0.0219826-0.0142496j 0.0530369+0.0174158j 0.0387228-0.051077j 0.0239156+0.0327668j 0.00837436-0.00518442j 0.0675036-0.0361846j -0.0121023-0.060752j -0.0129564+0.074072j 0.0107557+0.0323048j 0.017305+0.066044j -0.0682779-0.0175122j -0.00974813+0.0407815j -0.00567119+0.0557096j 0.0543326-0.024956j 0.0308706+0.0462533j -0.0489595-0.0559998j 0.00877925+0.0134122j 0.019897+0.0343113j -0.0430941-0.0310015j -0.0148211-0.00433763j 0.0304237+0.00253517j 0.0115259-0.0292091j -0.039018+0.00680465j 0.00250091-0.0247261j -0.0413611+0.00859009j -0.0552236+0.0220234j -0.0542414+0.0412808j 0.0623544+0.108006j 0.00507768+0.0303032j -0.0462523-0.0868496j -0.0306453-0.00352149j 0.026759+0.0282336j 
