2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
2.58462e-17-7.11223e-05j 5.56655e-18+0.000127377j -3.01714e-19+0.000123503j 3.7411e-19+0.000165718j 2.76963e-19-0.000173286j 4.20968e-19-5.53331e-06j 7.16395e-22+9.52857e-05j 1.42159e-18+0.000122716j -1.58307e-18-0.000164718j 5.08019e-18-0.000134577j 6.66379e-19-2.95412e-06j -1.37272e-18+8.24267e-05j -1.56915e-19-0.000220667j 1.46138e-19+3.22196e-05j 3.38281e-18+9.22044e-05j 1.81798e-17+3.78517e-05j 2.66316e-17+0.000154852j 1.01307e-16+0.000138718j 5.94015e-19-0.000141171j -1.84834e-17-0.000162186j -4.96259e-18+0.000222607j 3.27859e-18+5.54669e-05j 3.89364e-20-0.000133308j 1.40465e-17-0.000107808j 8.984e-18-3.91634e-05j -1.84922e-17+0.000138813j -6.72581e-18-4.32779e-05j 1.3257e-17+2.40472e-05j 3.95147e-18+1.93018e-06j -2.18257e-19-3.27121e-05j 5.23655e-17+0.000149305j 2.7851e-17+4.93833e-05j 1.80584e-17-0.000100188j -6.18429e-20+0.000118467j -1.03932e-17+3.67951e-05j 4.2811e-17-0.000232374j -8.35801e-18-0.000131206j -1.00608e-16-1.11512e-05j -1.02436e-16+0.000194494j 6.06425e-17-0.000108128j -1.67445e-17+6.4797e-05j 1.32957e-16-3.44799e-05j 3.51108e-18+5.2353e-05j 1.43084e-18+0.000176495j 3.22428e-18+4.361e-05j 5.27786e-18-6.06182e-05j -2.73017e-19+0.000129181j 2.57068e-18-0.000153426j 8.20025e-19-0.000114261j -7.79292e-20-8.93934e-05j -3.21077e-19+9.40496e-06j 2.15874e-19+0.000155798j -4.15832e-19+0.000153405j -3.67883e-19-0.000115843j 1.02652e-18-0.000121268j -4.67224e-18-6.80608e-05j 
-4.71522e-17+0.000129751j -1.01553e-17-0.000232378j 5.50429e-19-0.000225311j -6.82502e-19-0.000302325j -5.05273e-19+0.000316132j -7.67987e-19+1.00946e-05j -1.30695e-21-0.000173833j -2.59345e-18-0.000223875j 2.88806e-18+0.000300502j -9.26798e-18+0.000245513j -1.2157e-18+5.38931e-06j 2.5043e-18-0.000150374j 2.86265e-19+0.00040257j -2.66605e-19-5.87795e-05j -6.17139e-18-0.000168212j -3.3166e-17-6.90543e-05j -4.85849e-17-0.000282502j -1.84817e-16-0.000253069j -1.08368e-18+0.000257544j 3.37199e-17+0.000295882j 9.05343e-18-0.000406111j -5.98124e-18-0.00010119j -7.10332e-20+0.000243199j -2.56255e-17+0.000196679j -1.63898e-17+7.14472e-05j 3.3736e-17-0.000253242j 1.22701e-17+7.89535e-05j -2.41852e-17-4.38703e-05j -7.20881e-18-3.5213e-06j 3.98173e-19+5.96778e-05j -9.55323e-17-0.000272382j -5.08095e-17-9.00917e-05j -3.29446e-17+0.000182776j 1.12822e-19-0.000216124j 1.89608e-17-6.71266e-05j -7.81017e-17+0.000423928j 1.52478e-17+0.000239364j 1.83543e-16+2.03435e-05j 1.86878e-16-0.000354822j -1.10632e-16+0.000197263j 3.05476e-17-0.000118211j -2.42558e-16+6.29029e-05j -6.4054e-18-9.55095e-05j -2.61033e-18-0.000321987j -5.88218e-18-7.95594e-05j -9.6286e-18+0.000110588j 4.98075e-19-0.000235669j -4.68978e-18+0.0002799j -1.496e-18+0.000208451j 1.42169e-19+0.000163084j 5.85752e-19-1.71578e-05j -3.93826e-19-0.000284229j 7.58618e-19-0.000279863j 6.71142e-19+0.000211337j -1.87271e-18+0.000221234j 8.52374e-18+0.000124166j 
2.72549e-17-7.49986e-05j 5.86994e-18+0.000134319j -3.18159e-19+0.000130234j 3.945e-19+0.00017475j 2.92058e-19-0.000182731j 4.43912e-19-5.83489e-06j 7.5544e-22+0.000100479j 1.49906e-18+0.000129404j -1.66935e-18-0.000173696j 5.35707e-18-0.000141911j 7.02698e-19-3.11513e-06j -1.44753e-18+8.69192e-05j -1.65467e-19-0.000232694j 1.54103e-19+3.39757e-05j 3.56718e-18+9.72298e-05j 1.91706e-17+3.99147e-05j 2.8083e-17+0.000163292j 1.06828e-16+0.000146279j 6.2639e-19-0.000148865j -1.94908e-17-0.000171025j -5.23306e-18+0.00023474j 3.45728e-18+5.849e-05j 4.10586e-20-0.000140574j 1.4812e-17-0.000113684j 9.47365e-18-4.12979e-05j -1.95001e-17+0.000146379j -7.09238e-18-4.56367e-05j 1.39795e-17+2.53579e-05j 4.16683e-18+2.03538e-06j -2.30152e-19-3.44949e-05j 5.52195e-17+0.000157442j 2.93689e-17+5.20748e-05j 1.90426e-17-0.000105648j -6.52135e-20+0.000124924j -1.09597e-17+3.88005e-05j 4.51443e-17-0.000245039j -8.81353e-18-0.000138357j -1.06091e-16-1.17589e-05j -1.08019e-16+0.000205094j 6.39476e-17-0.000114022j -1.76571e-17+6.83285e-05j 1.40203e-16-3.63591e-05j 3.70244e-18+5.52064e-05j 1.50882e-18+0.000186115j 3.40001e-18+4.59869e-05j 5.56552e-18-6.39221e-05j -2.87897e-19+0.000136221j 2.71079e-18-0.000161788j 8.64718e-19-0.000120489j -8.21765e-20-9.42655e-05j -3.38576e-19+9.91755e-06j 2.27639e-19+0.00016429j -4.38496e-19+0.000161766j -3.87933e-19-0.000122157j 1.08247e-18-0.000127878j -4.92689e-18-7.17703e-05j 
-4.2719e-18+1.17552e-05j -9.20048e-19-2.1053e-05j 4.98678e-20-2.04128e-05j -6.18335e-20-2.73901e-05j -4.57768e-20+2.8641e-05j -6.95783e-20+9.14554e-07j -1.18407e-22-1.5749e-05j -2.34962e-19-2.02827e-05j 2.61653e-19+2.72249e-05j -8.39662e-19+2.2243e-05j -1.1014e-19+4.88261e-07j 2.26885e-19-1.36236e-05j 2.59351e-20+3.64721e-05j -2.41539e-20-5.32531e-06j -5.59117e-19-1.52397e-05j -3.00478e-18-6.25619e-06j -4.40171e-18-2.55942e-05j -1.67441e-17-2.29275e-05j -9.81797e-20+2.3333e-05j 3.05496e-18+2.68063e-05j 8.20224e-19-3.67929e-05j -5.4189e-19-9.16766e-06j -6.43548e-21+2.20334e-05j -2.32162e-18+1.78187e-05j -1.48489e-18+6.47298e-06j 3.05642e-18-2.29432e-05j 1.11165e-18+7.15304e-06j -2.19113e-18-3.97457e-06j -6.53105e-19-3.19023e-07j 3.60738e-20+5.4067e-06j -8.65505e-18-2.46773e-05j -4.60325e-18-8.16214e-06j -2.98472e-18+1.65592e-05j 1.02215e-20-1.95804e-05j 1.71781e-18-6.08155e-06j -7.07587e-18+3.84071e-05j 1.38142e-18+2.1686e-05j 1.66286e-17+1.84308e-06j 1.69308e-17-3.21463e-05j -1.00231e-17+1.78716e-05j 2.76756e-18-1.07097e-05j -2.19753e-17+5.69889e-06j -5.80317e-19-8.65299e-06j -2.36491e-19-2.91714e-05j -5.32915e-19-7.20794e-06j -8.72333e-19+1.00191e-05j 4.51247e-20-2.13512e-05j -4.24886e-19+2.53584e-05j -1.35535e-19+1.88853e-05j 1.28803e-20+1.47751e-05j 5.30681e-20-1.55447e-06j -3.56799e-20-2.57506e-05j 6.87294e-20-2.53551e-05j 6.08042e-20+1.91467e-05j -1.69664e-19+2.00434e-05j 7.72235e-19+1.12492e-05j 
3.3011e-18-9.0838e-06j 7.10965e-19+1.62687e-05j -3.85353e-20+1.57739e-05j 4.77817e-20+2.11656e-05j 3.5374e-20-2.21323e-05j 5.37664e-20-7.0672e-07j 9.14987e-23+1.217e-05j 1.81566e-19+1.56734e-05j -2.02191e-19-2.1038e-05j 6.48847e-19-1.71883e-05j 8.51106e-20-3.77303e-07j -1.75325e-19+1.05276e-05j -2.00413e-20-2.81838e-05j 1.86649e-20+4.11512e-06j 4.32056e-19+1.17764e-05j 2.32194e-18+4.83446e-06j 3.40141e-18+1.97778e-05j 1.2939e-17+1.77172e-05j 7.58681e-20-1.80305e-05j -2.36072e-18-2.07145e-05j -6.33826e-19+2.84316e-05j 4.18744e-19+7.08429e-06j 4.973e-21-1.70263e-05j 1.79403e-18-1.37694e-05j 1.14744e-18-5.00198e-06j -2.36184e-18+1.77293e-05j -8.59027e-19-5.5275e-06j 1.69319e-18+3.07134e-06j 5.04685e-19+2.46524e-07j -2.78759e-20-4.17802e-06j 6.68817e-18+1.90693e-05j 3.55715e-18+6.30728e-06j 2.30643e-18-1.27961e-05j -7.89863e-21+1.51307e-05j -1.32743e-18+4.6995e-06j 5.46787e-18-2.9679e-05j -1.06749e-18-1.67578e-05j -1.28497e-17-1.42424e-06j -1.30832e-17+2.4841e-05j 7.74531e-18-1.38103e-05j -2.13863e-18+8.27593e-06j 1.69813e-17-4.4038e-06j 4.48439e-19+6.68658e-06j 1.82748e-19+2.25422e-05j 4.11809e-19+5.56992e-06j 6.74094e-19-7.74222e-06j -3.487e-20+1.64991e-05j 3.28329e-19-1.95957e-05j 1.04734e-19-1.45936e-05j -9.95318e-21-1.14174e-05j -4.10083e-20+1.20121e-06j 2.75716e-20+1.98987e-05j -5.31105e-20+1.95931e-05j -4.69863e-20-1.47956e-05j 1.31108e-19-1.54885e-05j -5.96743e-19-8.69279e-06j 
-1.77739e-17+4.89093e-05j -3.828e-18-8.75943e-05j 2.07483e-19-8.49305e-05j -2.57267e-19-0.000113961j -1.90461e-19+0.000119165j -2.89491e-19+3.80514e-06j -4.9265e-22-6.55259e-05j -9.77594e-19-8.43892e-05j 1.08864e-18+0.000113273j -3.49354e-18+9.25455e-05j -4.58255e-19+2.03149e-06j 9.43988e-19-5.66831e-05j 1.07907e-19+0.000151748j -1.00496e-19-2.21568e-05j -2.32629e-18-6.3407e-05j -1.25018e-17-2.60298e-05j -1.8314e-17-0.000106488j -6.96664e-17-9.53935e-05j -4.08491e-19+9.70804e-05j 1.27106e-17+0.000111532j 3.41266e-18-0.000153082j -2.25461e-18-3.81434e-05j -2.67758e-20+9.16733e-05j -9.65945e-18+7.41375e-05j -6.17811e-18+2.69318e-05j 1.27167e-17-9.54587e-05j 4.6252e-18+2.97613e-05j -9.11654e-18-1.65368e-05j -2.71734e-18-1.32734e-06j 1.5009e-19+2.24954e-05j -3.60106e-17-0.000102674j -1.91525e-17-3.39598e-05j -1.24184e-17+6.8897e-05j 4.25281e-20-8.14673e-05j 7.14721e-18-2.53032e-05j -2.94402e-17+0.000159799j 5.74762e-18+9.02277e-05j 6.9186e-17+7.66843e-06j 7.04431e-17-0.000133749j -4.17025e-17+7.43576e-05j 1.15148e-17-4.45595e-05j -9.14315e-17+2.37111e-05j -2.4145e-18-3.60021e-05j -9.83957e-19-0.000121372j -2.21727e-18-2.99897e-05j -3.62947e-18+4.16859e-05j 1.87748e-19-8.88348e-05j -1.7678e-18+0.000105508j -5.63914e-19+7.85751e-05j 5.35902e-20+6.14739e-05j 2.20798e-19-6.46759e-06j -1.48452e-19-0.000107139j 2.85959e-19-0.000105494j 2.52985e-19+7.96628e-05j -7.05915e-19+8.33936e-05j 3.213e-18+4.6804e-05j 
1.25711e-17-3.45924e-05j 2.70745e-18+6.19534e-05j -1.46748e-19+6.00693e-05j 1.81959e-19+8.06017e-05j 1.34709e-19-8.42827e-05j 2.0475e-19-2.69129e-06j 3.4844e-22+4.6345e-05j 6.91429e-19+5.96865e-05j -7.69973e-19-8.01155e-05j 2.4709e-18-6.54553e-05j 3.24113e-19-1.43682e-06j -6.67661e-19+4.00906e-05j -7.632e-20-0.000107328j 7.10785e-20+1.5671e-05j 1.64533e-18+4.48463e-05j 8.84225e-18+1.84103e-05j 1.2953e-17+7.53168e-05j 4.92734e-17+6.74696e-05j 2.88916e-19-6.86627e-05j -8.98994e-18-7.88839e-05j -2.4137e-18+0.000108272j 1.59464e-18+2.6978e-05j 1.89379e-20-6.48384e-05j 6.8319e-18-5.24357e-05j 4.36963e-18-1.90482e-05j -8.99422e-18+6.75157e-05j -3.27129e-18-2.10495e-05j 6.44791e-18+1.16961e-05j 1.92191e-18+9.38799e-07j -1.06155e-19-1.59105e-05j 2.54695e-17+7.26186e-05j 1.35461e-17+2.4019e-05j 8.78322e-18-4.87292e-05j -3.00791e-20+5.762e-05j -5.05506e-18+1.78964e-05j 2.08224e-17-0.000113022j -4.06516e-18-6.38159e-05j -4.89336e-17-5.4237e-06j -4.98227e-17+9.45978e-05j 2.94952e-17-5.25914e-05j -8.14418e-18+3.15159e-05j 6.46673e-17-1.67703e-05j 1.70772e-18+2.54634e-05j 6.9593e-19+8.58437e-05j 1.56822e-18+2.1211e-05j 2.56704e-18-2.94834e-05j -1.3279e-19+6.28308e-05j 1.25032e-18-7.46231e-05j 3.98843e-19-5.55743e-05j -3.79031e-20-4.34791e-05j -1.56165e-19+4.57438e-06j 1.04996e-19+7.57771e-05j -2.02252e-19+7.46132e-05j -1.7893e-19-5.63436e-05j 4.99277e-19-5.89824e-05j -2.27248e-18-3.31034e-05j 
-6.9408e-17+0.000190993j -1.49485e-17-0.00034206j 8.10231e-19-0.000331658j -1.00464e-18-0.000445023j -7.43762e-19+0.000465346j -1.13048e-18+1.48593e-05j -1.92382e-21-0.000255882j -3.81756e-18-0.000329544j 4.25122e-18+0.000442338j -1.36425e-17+0.000361395j -1.78951e-18+7.93306e-06j 3.68632e-18-0.000221351j 4.21382e-19+0.000592584j -3.92442e-19-8.65233e-05j -9.08428e-18-0.000247608j -4.88203e-17-0.000101648j -7.1517e-17-0.000415843j -2.72051e-16-0.000372517j -1.59518e-18+0.000379104j 4.96357e-17+0.000435538j 1.33266e-17-0.000597795j -8.80439e-18-0.000148952j -1.04561e-19+0.000357989j -3.77207e-17+0.000289511j -2.41258e-17+0.00010517j 4.96594e-17-0.000372771j 1.80616e-17+0.000116219j -3.56006e-17-6.4577e-05j -1.06114e-17-5.18335e-06j 5.86111e-19+8.78457e-05j -1.40623e-16-0.000400946j -7.47916e-17-0.000132615j -4.84944e-17+0.000269046j 1.66074e-19-0.000318134j 2.79103e-17-9.88104e-05j -1.14966e-16+0.000624022j 2.24448e-17+0.000352344j 2.70175e-16+2.99456e-05j 2.75084e-16-0.000522299j -1.62851e-16+0.00029037j 4.49661e-17-0.000174007j -3.57045e-16+9.25931e-05j -9.42874e-18-0.00014059j -3.8424e-18-0.000473965j -8.65856e-18-0.000117111j -1.41733e-17+0.000162786j 7.33166e-19-0.000346905j -6.90336e-18+0.000412013j -2.20211e-18+0.00030684j 2.09273e-19+0.000240059j 8.62227e-19-2.52563e-05j -5.79712e-19-0.000418384j 1.11669e-18-0.000411959j 9.8792e-19+0.000311087j -2.75663e-18+0.000325656j 1.25469e-17+0.000182772j 
3.4736e-18-9.55848e-06j 7.48117e-19+1.71188e-05j -4.05489e-20+1.65982e-05j 5.02785e-20+2.22717e-05j 3.72224e-20-2.32888e-05j 5.6576e-20-7.4365e-07j 9.628e-23+1.28059e-05j 1.91054e-19+1.64924e-05j -2.12757e-19-2.21373e-05j 6.82753e-19-1.80864e-05j 8.95581e-20-3.97019e-07j -1.84486e-19+1.10777e-05j -2.10886e-20-2.96565e-05j 1.96402e-20+4.33016e-06j 4.54634e-19+1.23918e-05j 2.44327e-18+5.08709e-06j 3.57915e-18+2.08113e-05j 1.36151e-17+1.8643e-05j 7.98327e-20-1.89727e-05j -2.48408e-18-2.1797e-05j -6.66947e-19+2.99173e-05j 4.40626e-19+7.45448e-06j 5.23287e-21-1.7916e-05j 1.88777e-18-1.44889e-05j 1.20741e-18-5.26336e-06j -2.48526e-18+1.86558e-05j -9.03916e-19-5.81634e-06j 1.78167e-18+3.23183e-06j 5.31058e-19+2.59407e-07j -2.93326e-20-4.39634e-06j 7.03766e-18+2.00658e-05j 3.74303e-18+6.63687e-06j 2.42696e-18-1.34647e-05j -8.31138e-21+1.59214e-05j -1.3968e-18+4.94508e-06j 5.75359e-18-3.12299e-05j -1.12327e-18-1.76335e-05j -1.35212e-17-1.49866e-06j -1.37669e-17+2.6139e-05j 8.15005e-18-1.45319e-05j -2.25038e-18+8.70839e-06j 1.78687e-17-4.63393e-06j 4.71872e-19+7.03599e-06j 1.92298e-19+2.37201e-05j 4.33328e-19+5.86098e-06j 7.09319e-19-8.14679e-06j -3.66922e-20+1.73612e-05j 3.45487e-19-2.06197e-05j 1.10207e-19-1.53562e-05j -1.04733e-20-1.2014e-05j -4.31512e-20+1.26398e-06j 2.90123e-20+2.09385e-05j -5.58858e-20+2.06169e-05j -4.94416e-20-1.55687e-05j 1.37959e-19-1.62979e-05j -6.27926e-19-9.14704e-06j 
-3.29295e-17+9.06137e-05j -7.0921e-18-0.000162285j 3.84401e-19-0.00015735j -4.76637e-19-0.000211134j -3.52866e-19+0.000220776j -5.36337e-19+7.04975e-06j -9.12728e-22-0.000121399j -1.81118e-18-0.000156347j 2.01692e-18+0.00020986j -6.47245e-18+0.000171458j -8.49004e-19+3.76371e-06j 1.74892e-18-0.000105016j 1.99918e-19+0.000281142j -1.86188e-19-4.10496e-05j -4.30989e-18-0.000117474j -2.3162e-17-4.82252e-05j -3.39301e-17-0.00019729j -1.2907e-16-0.000176735j -7.56808e-19+0.00017986j 2.35489e-17+0.000206634j 6.32261e-18-0.000283614j -4.1771e-18-7.06679e-05j -4.96072e-20+0.000169842j -1.7896e-17+0.000137354j -1.14461e-17+4.98963e-05j 2.35601e-17-0.000176855j 8.56905e-18+5.51385e-05j -1.68901e-17-3.06375e-05j -5.03439e-18-2.45916e-06j 2.78071e-19+4.1677e-05j -6.67165e-17-0.000190222j -3.54837e-17-6.2917e-05j -2.30074e-17+0.000127645j 7.87913e-20-0.000150934j 1.32416e-17-4.6879e-05j -5.45436e-17+0.000296057j 1.06486e-17+0.000167164j 1.2818e-16+1.42072e-05j 1.30509e-16-0.000247796j -7.72619e-17+0.000137762j 2.13334e-17-8.25549e-05j -1.69394e-16+4.39293e-05j -4.47331e-18-6.67007e-05j -1.82297e-18-0.000224865j -4.10792e-18-5.55616e-05j -6.72429e-18+7.7231e-05j 3.47839e-19-0.000164583j -3.27519e-18+0.000195473j -1.04476e-18+0.000145575j 9.92861e-20+0.000113892j 4.0907e-19-1.19824e-05j -2.75035e-19-0.000198496j 5.29794e-19-0.000195447j 4.68703e-19+0.00014759j -1.30784e-18+0.000154502j 5.9527e-18+8.67133e-05j 
9.892e-17-0.000272203j 2.13046e-17+0.000487503j -1.15474e-18+0.000472678j 1.43181e-18+0.000634245j 1.06001e-18-0.00066321j 1.61115e-18-2.11774e-05j 2.74183e-21+0.000364682j 5.44077e-18+0.000469665j -6.05882e-18-0.000630419j 1.94432e-17-0.000515059j 2.5504e-18-1.13062e-05j -5.25374e-18+0.000315468j -6.00552e-19-0.000844548j 5.59308e-19+0.000123313j 1.29469e-17+0.00035289j 6.95785e-17+0.000144868j 1.01926e-16+0.000592658j 3.87726e-16+0.00053091j 2.27345e-18-0.000540298j -7.07406e-17-0.000620727j -1.89931e-17+0.000851975j 1.2548e-17+0.000212286j 1.4902e-19-0.000510205j 5.37594e-17-0.00041261j 3.43841e-17-0.000149888j -7.07743e-17+0.000531273j -2.57414e-17-0.000165636j 5.07378e-17+9.20349e-05j 1.51233e-17+7.38729e-06j -8.35324e-19-0.000125197j 2.00416e-16+0.000571427j 1.06593e-16+0.000189002j 6.9114e-17-0.000383444j -2.36689e-19+0.000453404j -3.97776e-17+0.000140824j 1.63849e-16-0.000889354j -3.19882e-17-0.000502159j -3.85052e-16-4.26784e-05j -3.92049e-16+0.000744378j 2.32094e-16-0.000413835j -6.40855e-17+0.000247994j 5.08859e-16-0.000131963j 1.34378e-17+0.000200368j 5.47618e-18+0.000675493j 1.23402e-17+0.000166907j 2.01997e-17-0.000232001j -1.04491e-18+0.000494407j 9.83864e-18-0.0005872j 3.13844e-18-0.000437307j -2.98255e-19-0.000342131j -1.22884e-18+3.59952e-05j 8.26203e-19+0.00059628j -1.5915e-18+0.000587122j -1.40798e-18-0.000443361j 3.92875e-18-0.000464124j -1.78819e-17-0.000260486j 
-9.2761e-17+0.000255255j -1.99781e-17-0.00045715j 1.08284e-18-0.000443248j -1.34267e-18-0.000594755j -9.94009e-19+0.000621917j -1.51084e-18+1.98588e-05j -2.57111e-21-0.000341977j -5.10201e-18-0.000440423j 5.68158e-18+0.000591168j -1.82326e-17+0.000482991j -2.39161e-18+1.06022e-05j 4.92663e-18-0.000295826j 5.6316e-19+0.000791964j -5.24484e-19-0.000115635j -1.21408e-17-0.000330918j -6.52464e-17-0.000135848j -9.55796e-17-0.000555758j -3.63585e-16-0.000497854j -2.1319e-18+0.000506658j 6.63362e-17+0.000582079j 1.78105e-17-0.000798929j -1.17667e-17-0.000199069j -1.39741e-19+0.000478438j -5.04122e-17+0.00038692j -3.22432e-17+0.000140556j 6.63678e-17-0.000498194j 2.41387e-17+0.000155323j -4.75788e-17-8.63046e-05j -1.41817e-17-6.92734e-06j 7.83314e-19+0.000117402j -1.87938e-16-0.000535848j -9.9956e-17-0.000177235j -6.48108e-17+0.00035957j 2.21952e-19-0.000425174j 3.73009e-17-0.000132056j -1.53647e-16+0.000833981j 2.99966e-17+0.000470894j 3.61078e-16+4.00211e-05j 3.67639e-16-0.000698031j -2.17643e-16+0.000388069j 6.00954e-17-0.000232554j -4.77176e-16+0.000123747j -1.26011e-17-0.000187893j -5.13522e-18-0.000633435j -1.15718e-17-0.000156515j -1.8942e-17+0.000217556j 9.79848e-19-0.000463624j -9.22607e-18+0.000550639j -2.94304e-18+0.000410079j 2.79685e-19+0.000320829j 1.15233e-18-3.3754e-05j -7.74762e-19-0.000559154j 1.49241e-18-0.000550566j 1.32032e-18+0.000415756j -3.68413e-18+0.000435227j 1.67685e-17+0.000244268j 
7.59015e-17-0.000208862j 1.63471e-17+0.000374062j -8.86032e-19+0.000362686j 1.09863e-18+0.000486657j 8.13345e-19-0.000508882j 1.23624e-18-1.62494e-05j 2.10381e-21+0.000279821j 4.17471e-18+0.000360375j -4.64894e-18-0.000483721j 1.49188e-17-0.000395206j 1.95693e-18-8.67524e-06j -4.0312e-18+0.000242059j -4.60805e-19-0.000648023j 4.29157e-19+9.4618e-05j 9.93416e-18+0.000270773j 5.33877e-17+0.000111158j 7.82078e-17+0.000454747j 2.97503e-16+0.000407368j 1.74442e-18-0.000414571j -5.42794e-17-0.000476285j -1.45734e-17+0.000653721j 9.62808e-18+0.000162887j 1.14343e-19-0.000391481j 4.12496e-17-0.000316596j 2.63829e-17-0.000115009j -5.43052e-17+0.000407646j -1.97514e-17-0.000127092j 3.89312e-17+7.06185e-05j 1.16041e-17+5.66827e-06j -6.40945e-19-9.60641e-05j 1.5378e-16+0.000438456j 8.17888e-17+0.000145022j 5.30313e-17-0.000294217j -1.81611e-19+0.000347897j -3.05214e-17+0.000108055j 1.25721e-16-0.000682402j -2.45446e-17-0.000385308j -2.95451e-16-3.27472e-05j -3.0082e-16+0.000571162j 1.78086e-16-0.000317536j -4.91729e-17+0.000190286j 3.90448e-16-0.000101256j 1.03108e-17+0.000153743j 4.20188e-18+0.000518307j 9.46862e-18+0.000128068j 1.54993e-17-0.000178015j -8.01758e-19+0.000379359j 7.5492e-18-0.000450559j 2.40813e-18-0.000335546j -2.28851e-19-0.000262518j -9.42893e-19+2.76192e-05j 6.33947e-19+0.000457526j -1.22116e-18+0.000450499j -1.08035e-18-0.000340191j 3.01453e-18-0.000356123j -1.37208e-17-0.000199871j 
-2.43784e-17+6.70833e-05j -5.25043e-18-0.000120143j 2.8458e-19-0.000116489j -3.52864e-19-0.000156307j -2.61234e-19+0.000163445j -3.97061e-19+5.21908e-06j -6.75711e-22-8.98744e-05j -1.34085e-18-0.000115747j 1.49317e-18+0.000155364j -4.79169e-18+0.000126934j -6.28536e-19+2.78636e-06j 1.29476e-18-7.77457e-05j 1.48003e-19+0.000208135j -1.37839e-19-3.03899e-05j -3.1907e-18-8.69681e-05j -1.71473e-17-3.57022e-05j -2.51192e-17-0.000146058j -9.55534e-17-0.00013084j -5.60281e-19+0.000133154j 1.74337e-17+0.000152975j 4.68076e-18-0.000209965j -3.0924e-18-5.2317e-05j -3.67253e-20+0.000125738j -1.32488e-17+0.000101686j -8.4738e-18+3.69393e-05j 1.7442e-17-0.00013093j 6.34385e-18+4.08202e-05j -1.25041e-17-2.26816e-05j -3.72707e-18-1.82056e-06j 2.05862e-19+3.08544e-05j -4.93917e-17-0.000140826j -2.62693e-17-4.65788e-05j -1.70329e-17+9.44981e-05j 5.83309e-20-0.000111739j 9.80302e-18-3.47055e-05j -4.03798e-17+0.000219177j 7.88336e-18+0.000123755j 9.48945e-17+1.05179e-05j 9.66187e-17-0.000183449j -5.71986e-17+0.000101988j 1.57936e-17-6.11172e-05j -1.25406e-16+3.25218e-05j -3.31169e-18-4.93799e-05j -1.34958e-18-0.000166472j -3.04118e-18-4.11334e-05j -4.97813e-18+5.71757e-05j 2.57513e-19-0.000121845j -2.42469e-18+0.000144713j -7.73456e-19+0.000107772j 7.35036e-20+8.43167e-05j 3.02843e-19-8.87086e-06j -2.03614e-19-0.000146951j 3.92217e-19-0.000144694j 3.46991e-19+0.000109264j -9.68222e-19+0.000114381j 4.40691e-18+6.41957e-05j 
