1.95577e-14-0.0521745j 9.98052e-15+0.0465741j 1.1345e-16+0.0661617j -1.55763e-16+0.0481208j -2.43858e-16-0.0508094j -2.27293e-16-0.000938166j 9.75532e-17-0.00071944j 4.80097e-15+0.0196948j -2.52208e-15+0.0237554j 1.85023e-15+0.00302975j 6.45982e-16+0.0159252j 1.84307e-16-0.00452547j 1.3997e-17+0.00213707j -8.69855e-16-0.0158466j 3.79882e-16+0.035956j 1.30296e-15-0.0122624j -6.6248e-16-0.00237915j 3.18784e-16-0.00122388j -6.97758e-16+0.0169317j -3.93568e-17+0.0110426j 1.54959e-17-0.00185962j 2.95138e-15-0.00611377j 1.82341e-17-0.0124968j -1.45072e-15-0.00186914j -6.41625e-16-0.0115318j 1.27267e-15-0.0302575j 2.37861e-15-0.0459893j 1.41152e-15-0.00826909j -2.27414e-15+0.0446154j 3.55433e-14+0.00875681j 6.00069e-13-0.0985912j 2.86081e-14-0.0162589j 4.67168e-14+0.0664843j 3.18259e-15+0.165326j 2.61549e-16-0.0452351j -1.75698e-15-0.138549j 3.20983e-15+0.124204j -4.6959e-15-0.245359j -2.12096e-15+0.288137j -1.19359e-15+0.141707j 2.36369e-15+0.205906j -6.24141e-15-0.131217j -5.70799e-13+0.143818j -2.97904e-15+0.0107996j -6.87954e-15-0.207449j 3.45526e-15-0.166744j -1.70478e-15-0.289259j 4.95038e-15-0.168269j -8.43298e-15+0.0539125j 3.03388e-16-0.00997607j 1.86029e-15+0.00188807j 1.9063e-15-0.0168785j -2.35334e-15-3.31908e-05j 7.43851e-15-0.0678104j 1.13813e-14+0.19933j -2.45648e-14-0.232671j -3.23724e-14-0.227132j -9.94416e-15+0.16469j 1.36034e-16-0.0720455j -6.07802e-15+0.145191j -9.0255e-15+0.171689j -7.11935e-15+0.196071j 1.6066e-15+0.0782357j -2.71435e-16-0.277784j -3.72091e-15+0.211313j -5.71251e-16+0.0511101j 1.1715e-15+0.0299882j 2.91152e-16-0.153928j 4.08595e-17-0.135695j -1.12156e-16+0.117818j -1.89831e-14+0.0711854j 5.64786e-14+0.0596305j 
-3.16031e-17+8.43082e-05j -1.61274e-17-7.52586e-05j -1.83323e-19-0.00010691j 2.51696e-19-7.77578e-05j 3.94047e-19+8.21023e-05j 3.6728e-19+1.51597e-06j -1.57635e-19+1.16254e-06j -7.75783e-18-3.18247e-05j 4.0754e-18-3.83861e-05j -2.98976e-18-4.89574e-06j -1.04384e-18-2.57334e-05j -2.97819e-19+7.31266e-06j -2.26177e-20-3.45327e-06j 1.40559e-18+2.56064e-05j -6.13846e-19-5.8101e-05j -2.10543e-18+1.98146e-05j 1.07049e-18+3.84443e-06j -5.15119e-19+1.97766e-06j 1.1275e-18-2.73598e-05j 6.35962e-20-1.78436e-05j -2.50396e-20+3.00493e-06j -4.7691e-18+9.87918e-06j -2.94643e-20+2.01935e-05j 2.3442e-18+3.02032e-06j 1.03679e-18+1.86341e-05j -2.05649e-18+4.88928e-05j -3.84357e-18+7.43135e-05j -2.28086e-18+1.33619e-05j 3.67476e-18-7.20935e-05j -5.74341e-17-1.415e-05j -9.69645e-16+0.000159312j -4.62275e-17+2.62726e-05j -7.54892e-17-0.000107431j -5.14271e-18-0.000267149j -4.22634e-19+7.3095e-05j 2.83909e-18+0.00022388j -5.18672e-18-0.0002007j 7.58806e-18+0.000396472j 3.42724e-18-0.000465597j 1.92871e-18-0.000228983j -3.81946e-18-0.000332722j 1.00854e-17+0.000212032j 9.22348e-16-0.000232394j 4.8138e-18-1.7451e-05j 1.11166e-17+0.000335215j -5.58331e-18+0.000269439j 2.75474e-18+0.000467411j -7.99927e-18+0.000271903j 1.36268e-17-8.71166e-05j -4.90241e-19+1.61202e-05j -3.00602e-18-3.05092e-06j -3.08037e-18+2.72738e-05j 3.80273e-18+5.36327e-08j -1.20198e-17+0.000109574j -1.83909e-17-0.000322095j 3.96941e-17+0.000375971j 5.23101e-17+0.00036702j 1.60687e-17-0.00026612j -2.19817e-19+0.000116417j 9.82141e-18-0.000234613j 1.45842e-17-0.00027743j 1.15041e-17-0.00031683j -2.59608e-18-0.00012642j 4.38609e-19+0.000448868j 6.01257e-18-0.000341459j 9.23078e-19-8.25882e-05j -1.89301e-18-4.84575e-05j -4.70469e-19+0.000248731j -6.60243e-20+0.000219268j 1.81231e-19-0.00019038j 3.06746e-17-0.000115028j -9.12632e-17-9.63562e-05j 
1.82672e-17-4.87318e-05j 9.32196e-18+4.35009e-05j 1.05964e-19+6.17961e-05j -1.45485e-19+4.49456e-05j -2.27767e-19-4.74568e-05j -2.12295e-19-8.76262e-07j 9.11162e-20-6.71968e-07j 4.48418e-18+1.83953e-05j -2.35566e-18+2.21879e-05j 1.72814e-18+2.82983e-06j 6.03357e-19+1.48744e-05j 1.72145e-19-4.22686e-06j 1.30735e-20+1.99606e-06j -8.12458e-19-1.4801e-05j 3.54815e-19+3.35835e-05j 1.21698e-18-1.14532e-05j -6.18767e-19-2.22216e-06j 2.97749e-19-1.14313e-06j -6.51717e-19+1.58145e-05j -3.67598e-20+1.0314e-05j 1.44734e-20-1.73691e-06j 2.75663e-18-5.71036e-06j 1.7031e-20-1.16722e-05j -1.35499e-18-1.74581e-06j -5.99288e-19-1.07709e-05j 1.18869e-18-2.8261e-05j 2.22166e-18-4.29547e-05j 1.31838e-18-7.72345e-06j -2.12408e-18+4.16714e-05j 3.3198e-17+8.17899e-06j 5.60474e-16-9.20857e-05j 2.67204e-17-1.51861e-05j 4.36342e-17+6.20974e-05j 2.97259e-18+0.000154417j 2.44291e-19-4.22503e-05j -1.64105e-18-0.000129407j 2.99803e-18+0.000116009j -4.38605e-18-0.000229169j -1.98101e-18+0.000269124j -1.11483e-18+0.000132356j 2.20772e-18+0.00019232j -5.82957e-18-0.000122559j -5.33135e-16+0.000134328j -2.78247e-18+1.0087e-05j -6.4256e-18-0.000193761j 3.22726e-18-0.000155741j -1.59229e-18-0.000270173j 4.62373e-18-0.000157165j -7.87653e-18+5.03551e-05j 2.83369e-19-9.3178e-06j 1.73754e-18+1.76349e-06j 1.78051e-18-1.57648e-05j -2.19805e-18-3.10007e-08j 6.94768e-18-6.33359e-05j 1.06303e-17+0.000186177j -2.29439e-17-0.000217319j -3.02363e-17-0.000212144j -9.28799e-18+0.000153823j 1.27058e-19-6.72916e-05j -5.67697e-18+0.000135611j -8.42996e-18+0.00016036j -6.64958e-18+0.000183134j 1.50059e-18+7.30733e-05j -2.53525e-19-0.000259455j -3.47538e-18+0.00019737j -5.33557e-19+4.77376e-05j 1.0942e-18+2.80094e-05j 2.7194e-19-0.000143771j 3.81634e-20-0.000126741j -1.04755e-19+0.000110043j -1.77305e-17+6.64883e-05j 5.27519e-17+5.56958e-05j 
-2.86318e-18+7.63817e-06j -1.46111e-18-6.81829e-06j -1.66088e-20-9.68585e-06j 2.28032e-20-7.04472e-06j 3.57e-20+7.43832e-06j 3.32749e-20+1.37344e-07j -1.42815e-20+1.05324e-07j -7.02845e-19-2.88326e-06j 3.69224e-19-3.47771e-06j -2.70867e-19-4.43545e-07j -9.45696e-20-2.3314e-06j -2.69819e-20+6.62513e-07j -2.04912e-21-3.1286e-07j 1.27344e-19+2.31989e-06j -5.56134e-20-5.26384e-06j -1.90748e-19+1.79517e-06j 9.69848e-20+3.48299e-07j -4.66688e-20+1.79172e-07j 1.02149e-19-2.47874e-06j 5.7617e-21-1.6166e-06j -2.26854e-21+2.72241e-07j -4.32072e-19+8.95035e-07j -2.66941e-21+1.82949e-06j 2.1238e-19+2.73636e-07j 9.39317e-20+1.68822e-06j -1.86314e-19+4.42959e-06j -3.48221e-19+6.73267e-06j -2.06642e-19+1.21057e-06j 3.32926e-19-6.53154e-06j -5.20342e-18-1.28197e-06j -8.78481e-17+1.44334e-05j -4.18812e-18+2.38025e-06j -6.83918e-18-9.73308e-06j -4.6592e-19-2.42032e-05j -3.82899e-20+6.62227e-06j 2.57216e-19+2.02831e-05j -4.69908e-19-1.81831e-05j 6.87464e-19+3.59197e-05j 3.10502e-19-4.21823e-05j 1.74738e-19-2.07454e-05j -3.46036e-19-3.0144e-05j 9.13721e-19+1.92097e-05j 8.35631e-17-2.10545e-05j 4.36121e-19-1.58103e-06j 1.00714e-18+3.03699e-05j -5.05838e-19+2.44107e-05j 2.49574e-19+4.23466e-05j -7.24719e-19+2.46339e-05j 1.23456e-18-7.8926e-06j -4.44149e-20+1.46046e-06j -2.7234e-19-2.76408e-07j -2.79076e-19+2.47096e-06j 3.44521e-19+4.85902e-09j -1.08897e-18+9.92721e-06j -1.66618e-18-2.91812e-05j 3.59621e-18+3.40623e-05j 4.7392e-18+3.32513e-05j 1.45579e-18-2.411e-05j -1.9915e-20+1.05472e-05j 8.89802e-19-2.12555e-05j 1.3213e-18-2.51346e-05j 1.04225e-18-2.87042e-05j -2.352e-19-1.14534e-05j 3.97372e-20+4.06666e-05j 5.44728e-19-3.09355e-05j 8.36291e-20-7.48234e-06j -1.71503e-19-4.39016e-06j -4.26236e-20+2.25346e-05j -5.98168e-21+1.98653e-05j 1.64192e-20-1.72481e-05j 2.77906e-18-1.04213e-05j -8.26827e-18-8.72969e-06j 
2.21251e-18-5.90238e-06j 1.12907e-18+5.26882e-06j 1.28344e-20+7.48472e-06j -1.76211e-20+5.44379e-06j -2.75871e-20-5.74795e-06j -2.57131e-20-1.06132e-07j 1.1036e-20-8.13886e-08j 5.43122e-19+2.22803e-06j -2.85317e-19+2.6874e-06j 2.09312e-19+3.42748e-07j 7.30784e-20+1.80158e-06j 2.08502e-20-5.11956e-07j 1.58345e-21+2.41762e-07j -9.84046e-20-1.79269e-06j 4.29751e-20+4.06762e-06j 1.474e-19-1.38721e-06j -7.49448e-20-2.69147e-07j 3.60632e-20-1.38455e-07j -7.89357e-20+1.91544e-06j -4.45234e-21+1.24923e-06j 1.75301e-21-2.10374e-07j 3.33883e-19-6.91637e-07j 2.06278e-21-1.41373e-06j -1.64116e-19-2.11451e-07j -7.25855e-20-1.30457e-06j 1.43974e-19-3.42296e-06j 2.69087e-19-5.20266e-06j 1.59682e-19-9.35462e-07j -2.57268e-19+5.04723e-06j 4.02093e-18+9.90636e-07j 6.78844e-17-1.11534e-05j 3.23636e-18-1.83934e-06j 5.28496e-18+7.52121e-06j 3.60039e-19+1.8703e-05j 2.95884e-20-5.11734e-06j -1.98763e-19-1.56737e-05j 3.6312e-19+1.40509e-05j -5.31236e-19-2.77568e-05j -2.3994e-19+3.25962e-05j -1.35028e-19+1.6031e-05j 2.67399e-19+2.32937e-05j -7.06076e-19-1.48443e-05j -6.45732e-17+1.62698e-05j -3.37012e-19+1.22173e-06j -7.78266e-19-2.34683e-05j 3.90885e-19-1.88633e-05j -1.92858e-19-3.27232e-05j 5.60025e-19-1.90358e-05j -9.54002e-19+6.09899e-06j 3.43215e-20-1.12857e-06j 2.1045e-19+2.13593e-07j 2.15655e-19-1.90943e-06j -2.66228e-19-3.7548e-09j 8.41501e-19-7.67123e-06j 1.28754e-18+2.25497e-05j -2.77896e-18-2.63216e-05j -3.66221e-18-2.56949e-05j -1.12496e-18+1.86309e-05j 1.53893e-20-8.15033e-06j -6.87592e-19+1.64251e-05j -1.02103e-18+1.94227e-05j -8.05395e-19+2.21811e-05j 1.81751e-19+8.85062e-06j -3.07068e-20-3.1425e-05j -4.20937e-19+2.39054e-05j -6.46242e-20+5.78196e-06j 1.32529e-19+3.39249e-06j 3.29373e-20-1.74135e-05j 4.62233e-21-1.53508e-05j -1.26879e-20+1.33284e-05j -2.14751e-18+8.05304e-06j 6.38929e-18+6.74585e-06j 
-1.19127e-17+3.17798e-05j -6.07918e-18-2.83685e-05j -6.91032e-20-4.02994e-05j 9.48762e-20-2.93106e-05j 1.48535e-19+3.09483e-05j 1.38445e-19+5.71442e-07j -5.94201e-20+4.38215e-07j -2.92429e-18-1.19962e-05j 1.53621e-18-1.44696e-05j -1.12698e-18-1.84544e-06j -3.93471e-19-9.70013e-06j -1.12262e-19+2.75649e-06j -8.52567e-21-1.3017e-06j 5.29833e-19+9.65227e-06j -2.31388e-19-2.1901e-05j -7.93636e-19+7.46907e-06j 4.0352e-19+1.44915e-06j -1.94173e-19+7.45473e-07j 4.25008e-19-1.03132e-05j 2.39724e-20-6.72612e-06j -9.43861e-21+1.1327e-06j -1.7977e-18+3.72393e-06j -1.11065e-20+7.61187e-06j 8.8364e-19+1.1385e-06j 3.90817e-19+7.02409e-06j -7.75189e-19+1.843e-05j -1.44882e-18+2.80123e-05j -8.59764e-19+5.03674e-06j 1.38519e-18-2.71754e-05j -2.16496e-17-5.33381e-06j -3.65505e-16+6.00524e-05j -1.74253e-17+9.9034e-06j -2.84554e-17-4.04959e-05j -1.93853e-18-0.000100701j -1.59311e-19+2.75529e-05j 1.07019e-18+8.4391e-05j -1.95512e-18-7.56534e-05j 2.8603e-18+0.000149449j 1.29189e-18-0.000175506j 7.27022e-19-8.63144e-05j -1.43974e-18-0.000125419j 3.80167e-18+7.9925e-05j 3.47677e-16-8.76003e-05j 1.81455e-18-6.5781e-06j 4.19036e-18+0.000126358j -2.10461e-18+0.000101564j 1.03839e-18+0.000176189j -3.0153e-18+0.000102493j 5.13657e-18-3.28384e-05j -1.84795e-19+6.07647e-06j -1.13311e-18-1.15004e-06j -1.16114e-18+1.02808e-05j 1.43343e-18+2.02167e-08j -4.53083e-18+4.13036e-05j -6.93239e-18-0.000121413j 1.49626e-17+0.000141721j 1.97182e-17+0.000138347j 6.05703e-18-0.000100313j -8.28592e-20+4.38832e-05j 3.70215e-18-8.84366e-05j 5.49748e-18-0.000104576j 4.33643e-18-0.000119428j -9.78587e-19-4.76537e-05j 1.65332e-19+0.0001692j 2.26642e-18-0.000128712j 3.47952e-19-3.11314e-05j -7.13565e-19-1.82659e-05j -1.77342e-19+9.37585e-05j -2.48877e-20+8.26524e-05j 6.83146e-20-7.17632e-05j 1.15627e-17-4.33594e-05j -3.44014e-17-3.63212e-05j 
8.42557e-18-2.24771e-05j 4.29966e-18+2.00644e-05j 4.88751e-20+2.85029e-05j -6.71037e-20+2.07307e-05j -1.05055e-19-2.1889e-05j -9.7919e-20-4.04167e-07j 4.20265e-20-3.09939e-07j 2.06828e-18+8.48465e-06j -1.08653e-18+1.0234e-05j 7.97089e-19+1.30523e-06j 2.78293e-19+6.86067e-06j 7.94005e-20-1.9496e-06j 6.03001e-21+9.20663e-07j -3.74738e-19-6.82682e-06j 1.63655e-19+1.54901e-05j 5.6132e-19-5.2827e-06j -2.854e-19-1.02495e-06j 1.37334e-19-5.27256e-07j -3.00598e-19+7.29428e-06j -1.69551e-20+4.75722e-06j 6.67571e-21-8.01133e-07j 1.27147e-18-2.63385e-06j 7.85537e-21-5.3837e-06j -6.24978e-19-8.05236e-07j -2.76416e-19-4.96798e-06j 5.48273e-19-1.30351e-05j 1.02472e-18-1.98124e-05j 6.08091e-19-3.56237e-06j -9.79713e-19+1.92206e-05j 1.53123e-17+3.77248e-06j 2.58513e-16-4.24737e-05j 1.23245e-17-7.00445e-06j 2.01259e-17+2.86418e-05j 1.37108e-18+7.12236e-05j 1.12677e-19-1.94876e-05j -7.56919e-19-5.96878e-05j 1.38281e-18+5.35079e-05j -2.02302e-18-0.000105702j -9.13723e-19+0.000124131j -5.14206e-19+6.10481e-05j 1.01829e-18+8.87057e-05j -2.68883e-18-5.65291e-05j -2.45904e-16+6.19576e-05j -1.28339e-18+4.65254e-06j -2.96375e-18-8.93704e-05j 1.48854e-18-7.18341e-05j -7.3443e-19-0.000124615j 2.13265e-18-7.24911e-05j -3.63297e-18+2.32258e-05j 1.30701e-19-4.29775e-06j 8.01423e-19+8.13393e-07j 8.21246e-19-7.27136e-06j -1.01383e-18-1.42988e-08j 3.20455e-18-2.92131e-05j 4.90312e-18+8.58726e-05j -1.05827e-17-0.000100236j -1.39462e-17-9.78496e-05j -4.284e-18+7.09492e-05j 5.86044e-20-3.10376e-05j -2.61845e-18+6.25492e-05j -3.88824e-18+7.39644e-05j -3.06706e-18+8.44687e-05j 6.92132e-19+3.37044e-05j -1.16936e-19-0.000119671j -1.60299e-18+9.10349e-05j -2.46098e-19+2.20185e-05j 5.04688e-19+1.29191e-05j 1.2543e-19-6.63132e-05j 1.76025e-20-5.84581e-05j -4.83173e-20+5.07565e-05j -8.17804e-18+3.06671e-05j 2.43313e-17+2.56891e-05j 
-4.65197e-17+0.000124102j -2.37395e-17-0.000110781j -2.69852e-19-0.000157371j 3.70496e-19-0.00011446j 5.80038e-19+0.000120855j 5.40635e-19+2.23151e-06j -2.32039e-19+1.71125e-06j -1.14195e-17-4.68459e-05j 5.99898e-18-5.65044e-05j -4.40093e-18-7.20652e-06j -1.53653e-18-3.78795e-05j -4.3839e-19+1.07642e-05j -3.32932e-20-5.08321e-06j 2.06903e-18+3.76926e-05j -9.03582e-19-8.55246e-05j -3.09919e-18+2.91671e-05j 1.57577e-18+5.659e-06j -7.58255e-19+2.91111e-06j 1.65968e-18-4.02736e-05j 9.36135e-20-2.62658e-05j -3.68583e-20+4.42326e-06j -7.02011e-18+1.45421e-05j -4.33715e-20+2.97248e-05j 3.45066e-18+4.44591e-06j 1.52616e-18+2.74295e-05j -3.02716e-18+7.19701e-05j -5.65774e-18+0.00010939j -3.35742e-18+1.96687e-05j 5.40924e-18-0.000106122j -8.45429e-17-2.08288e-05j -1.42732e-15+0.000234508j -6.80468e-17+3.86733e-05j -1.1112e-16-0.000158139j -7.57007e-18-0.000393243j -6.22117e-19+0.000107596j 4.17914e-18+0.000329552j -7.63486e-18-0.000295431j 1.11696e-17+0.000583607j 5.0449e-18-0.000685359j 2.83906e-18-0.000337062j -5.62224e-18-0.000489767j 1.48457e-17+0.000312111j 1.3577e-15-0.000342084j 7.08591e-18-2.56878e-05j 1.63636e-17+0.000493437j -8.21863e-18+0.000396614j 4.05497e-18+0.000688028j -1.17749e-17+0.000400241j 2.00586e-17-0.000128236j -7.21634e-19+2.3729e-05j -4.42486e-18-4.49095e-06j -4.5343e-18+4.0147e-05j 5.59762e-18+7.89473e-08j -1.76931e-17+0.000161293j -2.70714e-17-0.000474124j 5.84296e-17+0.000553429j 7.70005e-17+0.000540253j 2.3653e-17-0.000391728j -3.2357e-19+0.000171366j 1.44571e-17-0.00034535j 2.14679e-17-0.000408376j 1.6934e-17-0.000466373j -3.82143e-18-0.00018609j 6.45632e-19+0.000660734j 8.8505e-18-0.000502627j 1.35877e-18-0.00012157j -2.78651e-18-7.13294e-05j -6.9253e-19+0.000366132j -9.71878e-20+0.000322762j 2.66772e-19-0.000280239j 4.5153e-17-0.000169321j -1.34339e-16-0.000141836j 
2.32813e-18-6.21081e-06j 1.18807e-18+5.54414e-06j 1.3505e-20+7.87584e-06j -1.85419e-20+5.72826e-06j -2.90287e-20-6.04831e-06j -2.70567e-20-1.11679e-07j 1.16127e-20-8.56416e-08j 5.71503e-19+2.34446e-06j -3.00226e-19+2.82783e-06j 2.2025e-19+3.60659e-07j 7.68972e-20+1.89572e-06j 2.19397e-20-5.38708e-07j 1.6662e-21+2.54395e-07j -1.03547e-19-1.88637e-06j 4.52208e-20+4.28018e-06j 1.55103e-19-1.4597e-06j -7.88611e-20-2.83211e-07j 3.79477e-20-1.4569e-07j -8.30605e-20+2.01554e-06j -4.685e-21+1.3145e-06j 1.84461e-21-2.21367e-07j 3.5133e-19-7.27779e-07j 2.17058e-21-1.48761e-06j -1.72692e-19-2.22501e-07j -7.63785e-20-1.37274e-06j 1.51498e-19-3.60183e-06j 2.83148e-19-5.47452e-06j 1.68026e-19-9.84345e-07j -2.70712e-19+5.31098e-06j 4.23105e-18+1.0424e-06j 7.14318e-17-1.17362e-05j 3.40548e-18-1.93545e-06j 5.56113e-18+7.91424e-06j 3.78853e-19+1.96803e-05j 3.11346e-20-5.38475e-06j -2.0915e-19-1.64928e-05j 3.82095e-19+1.47852e-05j -5.58996e-19-2.92073e-05j -2.52478e-19+3.42996e-05j -1.42084e-19+1.68687e-05j 2.81372e-19+2.45109e-05j -7.42972e-19-1.562e-05j -6.79475e-17+1.712e-05j -3.54623e-19+1.28558e-06j -8.18935e-19-2.46946e-05j 4.11311e-19-1.9849e-05j -2.02936e-19-3.44332e-05j 5.89289e-19-2.00305e-05j -1.00385e-18+6.4177e-06j 3.6115e-20-1.18754e-06j 2.21447e-19+2.24755e-07j 2.26925e-19-2.0092e-06j -2.80139e-19-3.95101e-09j 8.85474e-19-8.07209e-06j 1.35482e-18+2.37281e-05j -2.92418e-18-2.7697e-05j -3.85358e-18-2.70376e-05j -1.18374e-18+1.96045e-05j 1.61934e-20-8.57623e-06j -7.23523e-19+1.72834e-05j -1.07439e-18+2.04377e-05j -8.47482e-19+2.33402e-05j 1.91248e-19+9.31311e-06j -3.23114e-20-3.30672e-05j -4.42934e-19+2.51545e-05j -6.80012e-20+6.0841e-06j 1.39454e-19+3.56976e-06j 3.46584e-20-1.83235e-05j 4.86388e-21-1.6153e-05j -1.33509e-20+1.40249e-05j -2.25973e-18+8.47386e-06j 6.72317e-18+7.09836e-06j 
-2.20705e-17+5.88781e-05j -1.12628e-17-5.25581e-05j -1.28027e-19-7.46624e-05j 1.75776e-19-5.43035e-05j 2.75189e-19+5.73375e-05j 2.56496e-19+1.0587e-06j -1.10087e-19+8.11876e-07j -5.41781e-18-2.22253e-05j 2.84612e-18-2.68076e-05j -2.08795e-18-3.41902e-06j -7.2898e-19-1.79713e-05j -2.07987e-19+5.10692e-06j -1.57954e-20-2.41165e-06j 9.81616e-19+1.78827e-05j -4.2869e-19-4.05758e-05j -1.47036e-18+1.38379e-05j 7.47598e-19+2.68482e-06j -3.59742e-19+1.38113e-06j 7.87408e-19-1.91071e-05j 4.44134e-20-1.24614e-05j -1.74868e-20+2.09854e-06j -3.33058e-18+6.89929e-06j -2.05769e-20+1.41024e-05j 1.63711e-18+2.10929e-06j 7.24063e-19+1.30135e-05j -1.43619e-18+3.41451e-05j -2.68422e-18+5.18981e-05j -1.59288e-18+9.33152e-06j 2.56633e-18-5.03477e-05j -4.011e-17-9.8819e-06j -6.77168e-16+0.000111258j -3.22837e-17+1.83479e-05j -5.27191e-17-7.50264e-05j -3.5915e-18-0.000186568j -2.95153e-19+5.10471e-05j 1.98273e-18+0.00015635j -3.62223e-18-0.000140162j 5.29925e-18+0.000276883j 2.39347e-18-0.000325158j 1.34695e-18-0.000159914j -2.66738e-18-0.000232362j 7.04332e-18+0.000148076j 6.44137e-16-0.000162296j 3.3618e-18-1.21872e-05j 7.76345e-18+0.000234103j -3.8992e-18+0.000188167j 1.92382e-18+0.000326424j -5.58642e-18+0.000189888j 9.51647e-18-6.08393e-05j -3.42368e-19+1.12578e-05j -2.0993e-18-2.13066e-06j -2.15123e-18+1.90471e-05j 2.6557e-18+3.74553e-08j -8.39423e-18+7.65228e-05j -1.28436e-17-0.000224941j 2.7721e-17+0.000262566j 3.65316e-17+0.000256314j 1.12218e-17-0.000185849j -1.53513e-19+8.13021e-05j 6.85894e-18-0.000163846j 1.01851e-17-0.000193748j 8.03406e-18-0.000221263j -1.81302e-18-8.82876e-05j 3.0631e-19+0.000313475j 4.19898e-18-0.000238463j 6.44647e-19-5.76768e-05j -1.32201e-18-3.38411e-05j -3.2856e-19+0.000173706j -4.61092e-20+0.000153129j 1.26566e-19-0.000132955j 2.14221e-17-8.03315e-05j -6.37351e-17-6.72919e-05j 
6.62997e-17-0.000176869j 3.38335e-17+0.000157884j 3.84592e-19+0.000224285j -5.2803e-19+0.000163127j -8.26667e-19-0.000172242j -7.70512e-19-3.18034e-06j 3.30701e-19-2.43887e-06j 1.62751e-17+6.67646e-05j -8.54973e-18+8.05299e-05j 6.27219e-18+1.02707e-05j 2.18985e-18+5.39858e-05j 6.24792e-19-1.53411e-05j 4.74493e-20+7.24457e-06j -2.94877e-18-5.37194e-05j 1.28778e-18+0.000121889j 4.41696e-18-4.15689e-05j -2.24578e-18-8.06519e-06j 1.08066e-18-4.14891e-06j -2.36537e-18+5.73977e-05j -1.33418e-19+3.7434e-05j 5.25303e-20-6.30401e-06j 1.0005e-17-2.07254e-05j 6.18129e-20-4.23636e-05j -4.91787e-18-6.3363e-06j -2.17508e-18-3.90924e-05j 4.31429e-18-0.000102572j 8.06339e-18-0.000155902j 4.78499e-18-2.80318e-05j -7.70924e-18+0.000151244j 1.2049e-16+2.96852e-05j 2.03421e-15-0.00033422j 9.69801e-17-5.51171e-05j 1.58368e-16+0.000225379j 1.07888e-17+0.000560449j 8.86639e-19-0.000153345j -5.95609e-18-0.000469676j 1.08812e-17+0.000421047j -1.59189e-17-0.000831754j -7.18997e-18+0.000976771j -4.04622e-18+0.00048038j 8.0128e-18+0.000698013j -2.11581e-17-0.00044482j -1.93498e-15+0.000487537j -1.00988e-17+3.66102e-05j -2.33213e-17-0.000703244j 1.17132e-17-0.000565253j -5.77913e-18-0.000980576j 1.67816e-17-0.000570423j -2.85874e-17+0.000182761j 1.02847e-18-3.38184e-05j 6.3063e-18+6.40048e-06j 6.46228e-18-5.72174e-05j -7.97771e-18-1.12515e-07j 2.52162e-17-0.000229874j 3.8582e-17+0.00067572j -8.32737e-17-0.000788746j -1.09741e-16-0.000769966j -3.37102e-17+0.00055829j 4.61151e-19-0.000244231j -2.06042e-17+0.000492191j -3.0596e-17+0.000582017j -2.41343e-17+0.000664673j 5.44629e-18+0.000265215j -9.20153e-19-0.000941675j -1.26137e-17+0.000716342j -1.93651e-18+0.000173261j 3.97132e-18+0.000101658j 9.86991e-19-0.00052181j 1.38512e-19-0.00046j -3.80203e-19+0.000399396j -6.43519e-17+0.000241315j 1.9146e-16+0.000202145j 
