0.0017925-0.0058045j 0.00178048-0.0017115j 0.00319564-0.00377979j 0.000259836+0.00127477j -0.00209658+0.0045122j 0.00466145+0.00220251j -0.000514307+0.00237421j -0.00279473+0.0039047j -9.8437e-05-0.00102309j 0.000406619+0.00079081j -0.000513111+0.00163901j -0.00478607-0.00125427j -0.000504285-0.00332937j 0.00220878-0.000282621j -0.00109918+0.00137347j 0.00105709-0.000879411j 0.00311661-0.00128519j -0.0011562-6.08199e-05j 0.00209848+0.00113371j 0.0015314+0.000968186j 0.00107158-0.000673031j 0.000705191+0.0012734j -0.00435419-0.00107809j 0.000211124+0.000120571j -0.000249376+0.000318132j -0.00155063+0.000550855j 0.000901954+0.0010736j 0.000514853+0.00155781j 0.00136221-0.00209809j -0.000673281+0.000140726j 0.00170057+0.000488014j -0.00164299-0.000277498j -0.000643979+0.000758346j -0.00090265+0.000897864j -0.00290343-0.000934267j -4.8511e-05-0.000877826j -0.00204989+0.000150659j -0.000180389-0.00125268j 0.000395691+5.82046e-05j -0.0051913-0.0015883j -0.0017933-0.00108053j -0.00125306-0.000372385j 0.000835112-0.000785784j -0.000627446-0.00272423j -0.00462852+0.000442825j -0.000440877+0.00317824j 0.00196505-0.000910427j 0.0034206-0.00207143j -0.00870153-0.00188448j -0.00298142-0.00937032j 0.0241398+0.00254297j 0.0161259+0.0106007j -0.0103365-0.00721027j 0.0840861-0.00437315j -0.0627425-0.0067206j -0.291689+0.00574486j 
0.00175525+0.00480332j 0.00677057-0.00227218j 0.00661179+0.00902278j 0.0105041-0.0100667j -0.0403627+0.00838974j -0.0137926-0.0393602j -0.0177378+0.0307349j 0.00965846-0.0417396j -0.00147836-0.000949748j 0.00263002+0.0305752j 0.00903027-0.028788j -0.0176093-0.0200507j -0.0217241+0.0207873j 0.0194498-0.0324825j 0.0267194-0.0223656j 0.0400345-0.0448262j -0.0282997-0.0217966j 0.0116426+0.00335123j 0.00613874-0.010113j -0.0113575+0.00634922j 0.00340812-0.00181192j 0.0641179+0.00134467j -0.0117529+0.000653387j 0.0332132+0.00130727j 0.00601309+0.00984521j -0.0306463+0.0136909j 0.0257628+0.00211016j -0.0330989+0.0143867j 0.00503099+0.00177534j 0.0189452-0.00199675j -0.00643842+0.00598502j 0.000549176-0.0112535j -0.0354912-0.00386212j 0.00342792-0.000431225j -0.000625255-0.00389109j 0.00998217-0.00907249j 0.0193696+0.00728518j 0.00658844-0.00360811j 0.000425545-0.0023511j -0.00487509-0.000610084j 0.0175376-0.00469193j -0.0132478-0.00921959j 0.00685826+0.00760222j -0.00240242+0.00169936j -0.000818964+0.000876386j -0.00813979-0.0120387j -0.00579219-0.00848893j 0.00735016-0.000891739j 0.00297079-0.00335236j 0.00743616-0.00523381j -0.00426948-0.0117601j -0.0144432-7.7457e-05j 0.00657896+0.00256898j -0.00182436+0.00305799j 0.000931736+0.00153415j -0.00305325+0.000438153j 
0.00497939-0.00895552j -0.00677391-0.00337334j 0.00735754-0.00691385j -0.00156988-0.0132536j 0.000687543-0.00709868j 0.00205351-0.00870484j -0.0374957+0.0291973j 0.00552958+0.0277884j -0.0170864-0.00383755j -0.00313884+0.0485706j -0.0085766-0.0246845j -0.00356904-0.00118798j 0.0174113+0.016218j 0.0123165+0.0284286j 0.0267795-0.0151164j 0.00831493-0.0339382j 0.0316807+0.00578633j -0.0326659+0.0143617j -0.0273893-0.0041543j 0.0105414+0.0183572j 0.00660899+0.00985318j -0.123763-0.0128424j 0.0227179+0.0120892j 0.0397111-0.00502716j -0.0299851+0.00636742j 0.0248075+0.00487198j 0.0030776-0.00990829j -0.0179491+0.00851413j -0.0413504-0.00109029j 0.0224802+0.00531825j -0.040342-0.0175431j 0.0189775+0.00243954j 0.00157777-0.000471844j -0.0162782+0.00133954j 0.0073053+0.00128338j 0.0183694-0.0100589j -0.00278438+0.0110888j -0.00628909+0.00483993j 0.0126891-0.00403652j 0.00865556-0.00162791j 0.0166391-0.00924035j 0.0200718+0.0120418j 0.000172297-0.00662256j -0.0004976+0.0066032j 0.0042392-8.79565e-05j 0.000440772+0.00155563j -0.00890496-0.00550936j -0.00472611+0.00144903j 0.00342736-0.000759832j -0.000578092+0.00394991j 0.00132823+0.00494429j -0.000874846-0.00275591j -0.00019167+0.000642277j -0.00271209+0.00148089j 0.00483755+0.00324483j -0.00138117+0.000741181j 
-0.00869699+0.0161936j 0.0186311+0.00289913j 0.0271998-0.00223597j 0.00477846-0.0197083j -0.00966269-0.0205263j 0.0113226-0.017151j 0.000938246+0.00682943j -0.00434252-0.0110478j -0.0139439+0.00936424j -0.00285983-0.0205567j -0.0173033+0.000790557j -0.00105986+0.0081595j -0.0306378-0.0131492j -0.0156501-0.00983678j 0.0227773-0.00619575j -0.0387426+0.011039j -0.0143764+0.0125601j 0.00084133-0.000875373j -0.0391856-0.00320479j -0.0892545-0.0167326j -0.00988152-0.00242908j 0.0480371-0.0159267j 0.0875756-0.00961664j 0.0321191-0.00505788j 0.0409052+0.000771269j 0.00671422+0.00273134j -0.00767434-0.00263083j -0.00845113-0.0108036j -0.067315-0.00456545j -0.0132908+0.00619831j 0.00843733-0.0058774j 0.00966779+0.00477129j 0.00496411+0.00235061j -0.00270836+0.00116116j -0.00866023+0.00352635j -0.0103305+0.00242609j -0.0196952-0.000109172j 0.0232074-0.00108094j 0.024994+0.00160493j -9.85386e-06+0.0114335j 0.012202+0.0064384j -0.001009+0.00810438j 0.0127059+0.00111207j 0.00590405+0.00294371j -0.0192841-0.00424134j -0.0203636-0.010741j -0.00599205-0.00184557j -0.00789622+0.00404489j 0.00190326+0.00312707j 0.0190266+0.00904564j 0.0019428-0.0101921j -0.00134787-0.00758962j -0.0104138+0.00404241j -0.0029759-0.00348941j 0.000370498+0.0108894j -0.0141645-0.00199252j 
0.00640698-0.00644659j -0.0064733-0.00249769j -0.0261048+0.0111377j 0.000742225+0.0235907j -0.00920158+0.0270983j -0.0207478+0.00271936j 0.00483071-0.00823945j -0.0141252-0.00107141j -0.0175022-0.00515858j 0.00765197-0.0202348j -0.0139546-0.00309579j 0.00929356+0.0199894j -0.00904707-0.0266261j 0.00960374+0.015812j -0.00709209-0.0102936j 0.0354324-0.00362049j -0.00312797+0.0046318j 0.0485238+0.00412706j 0.0773801+0.0212251j -0.0725055-0.00179215j 0.0321484+0.00193572j 0.00945037-0.00412363j 0.0222859+0.0032566j 0.00574919+0.0118367j 0.0613622-0.000104913j -2.6477e-05-0.0027119j -0.0315247-0.0138114j 0.0209298+0.0111911j -0.0142552-0.00472755j -0.0100464+0.00209085j -0.022773-0.00606488j -0.0027378-0.00207006j -0.0197868+0.00198763j 0.00555997+0.00532009j -0.00208228-0.00247418j -0.00951494+0.00213387j 0.00113433+0.00637082j -0.00512183+0.000849637j -0.0136837-0.000387245j -0.00127108-0.0047778j -0.00842038-0.00883224j -0.00651685+0.00414716j -0.00450825-0.000613721j -0.00113425-0.00914127j 0.00436293-0.000541744j 0.00391328-0.00238086j 0.00512775+0.00161874j 0.00872896+0.00471875j 0.00405357-0.00730438j -0.00867408-0.00446741j -0.00440197-1.79366e-05j -0.00574939+0.000753059j 0.00958934+0.00273723j -3.60771e-05+0.0039678j -0.000343173-0.00428584j 0.00701081+0.000123303j 
0.000878133+0.00118178j 0.00216452-0.00293169j 0.0490127-0.0346878j -0.0228899-0.044958j -0.00713204+0.00389851j -0.0125124+0.0108425j 0.0152329+0.0294663j 0.00642162-0.0543732j 0.013121-0.00527712j -0.0281713-0.0236815j 0.00477721+0.00195919j -0.0285496+0.0188685j -0.0110278-0.00321096j -0.0214766-0.0251071j 0.0309465+0.0154407j -0.00613899+0.00604026j 0.0935371+0.0116441j -0.0280741-0.00226342j 0.0527249-0.00320637j 0.0627245+0.00177614j 0.0420235-0.00583323j -0.0426102+0.00227104j -0.021015+0.00453383j -0.015844-0.000762612j -0.0161316-0.00163508j -0.0113567-0.00117884j -0.0126273-0.00653385j 0.0320445+0.00811065j 0.00370165+0.00179929j -0.0122518-0.0104721j 0.0127267+0.00408452j 0.0149453-0.00538432j -0.00748241+0.0118905j 0.00598283-0.00494365j -0.00999491+0.000962982j 0.000561654-0.00621751j 0.027865+0.00705611j -0.0116918-0.0050896j -0.00276163-0.000977847j -0.0182248+0.00308413j 0.00449182-0.00326032j -0.0182136-0.00266572j 0.014711-0.00345519j -0.00916626+0.00416519j -0.00196896-0.00946465j -0.00670347+0.00765661j -0.00688984+0.00103123j -0.0158356-0.0101542j -0.0116004+0.0108499j 0.0134814-0.00333944j -0.0107625-0.00510622j 0.00744686+0.00913416j -0.00576489-0.00740026j 0.00151572-0.00357078j 0.00424676-0.000420045j -0.00304016+0.00231021j 
-0.00827085-0.00746851j -0.0110904+0.00759572j -0.0127609+0.0319344j 0.0500362-0.00728643j -0.0183706-0.0382902j 0.014381-0.0187538j -0.00552804+0.0147608j -0.0009895+0.026639j -0.0205727+0.00349043j 0.0102584+0.0188093j 0.00110004-0.0128917j 0.0199685-0.0209567j -0.00972787+0.00714268j -0.0552603+0.00074748j 0.0292943-0.0139949j 0.0305248-0.00138871j 0.0615949+0.00904276j 0.0363529-0.00785654j -0.0137027-0.00173838j 0.0300841-0.0162603j 0.0211139+0.000328052j 0.021045+0.00875878j 0.0414516+0.00658135j 0.00776689-0.0106518j -0.00145123-0.0122549j -0.0355399+0.00212961j -0.0104024-0.00625521j -0.0175232-0.00597093j 0.0351944+0.000126282j -0.0148245-0.00194056j -0.0099117+0.0103939j -0.00649699+0.000887711j -0.00916548+0.0039057j -0.0210439-0.00158269j -0.00971569-0.00675129j -0.0151259+0.00718049j -0.0129515-0.0149654j 0.0297351+0.0136683j -0.015972+0.00404881j 0.0135424-0.00114081j -0.00378005+0.00385517j -0.000501347-0.00638863j -0.00391418+0.00175013j 0.0172576-0.00220708j -0.00783598+0.00567573j -0.0025421-0.00882488j 0.00932314+0.00679192j 0.0225623-0.00249257j 0.00982653-0.00162529j -0.00668339+0.00363761j 0.0110775+0.00554192j -0.0140231-0.00387198j 0.00955361+0.00160907j 0.00387818+0.00244742j -0.0104852-0.00222308j 0.00110486-0.00612192j 
-0.0172083-0.00224691j -0.00803265+0.0169472j -0.00121018+0.00911823j 0.0284362-0.0036994j -0.0111837-0.0221379j -0.0375435+0.0147956j 0.0206315+0.0265174j 0.00514798-0.00509574j -0.0167459-0.0107824j -0.0185928-0.00666993j 0.00222551-0.0202359j 0.0210986+0.0168362j 0.0247921-0.00251279j 0.0109641+0.00314204j 0.0626908+0.0218037j -0.0244213-0.00740229j -0.0282923+0.00872563j -0.0617884+0.00655756j 0.0240944+0.0120349j -0.000507334-0.00542299j -0.0431163-0.00155356j -0.0505686+0.00770346j -0.0738041+0.000430965j 0.00672728-0.000496076j 0.0594754+0.00558561j 0.00360907-0.0027939j 0.0156278-0.00292353j 0.019604+0.00942412j 0.030136-0.00132046j 0.00288488-0.00199297j -0.00875992+0.00747504j -0.0203194-0.00571984j -0.030729-0.00390549j -0.00262237-0.00526177j -0.0154364-0.00614768j -0.00384237+0.000990386j 0.0122293-0.00773975j -0.00524103-0.00378988j -0.0212861+0.00119664j 0.00472892-0.00383629j -0.0126452-0.00476622j -0.0244077-0.00960787j 0.0108552+0.00698015j -0.000136124-0.00191023j -0.00709515-0.00269305j -0.000629254-0.0135313j 0.00816231+0.00882693j 0.0197837-0.00261893j -0.00386599-0.000744165j -0.00447176-0.00154122j -0.0017737-0.00691844j -0.00493101+0.00553243j 0.0093-0.00101695j 0.00827598+0.0018145j -0.00896826-0.00510881j 0.00507918-0.00242333j 
-0.0162622+0.00163857j -0.00256596+0.0156681j 0.00642933-0.0211887j -0.0146366+0.0074499j 0.0444116-0.0189686j -0.021751+0.0361466j -0.00670132+0.0109192j 0.032564+0.0345482j -7.13432e-05-0.00205665j -0.0149568+0.0282763j -0.00186071-0.0174094j -0.00622387+0.0099675j 1.27924e-06+0.0085435j -0.0375723+0.0118113j 0.0795675+0.0170784j 0.0214353+0.00433523j -0.0540515-0.00494979j 0.014879-0.0117188j 0.0169064+0.0109977j 0.0323193+0.0132437j 0.0439607-0.0131982j 0.0685586-0.0105627j 0.00389411-0.00342849j 0.0371531+0.00739879j -0.0215652+0.00337933j 0.0345603-0.00593944j 0.0231665+0.0142034j 0.0136633+0.00932516j -0.0612959-8.9288e-06j -0.0163447+0.00690795j -0.00926628-0.00457359j 0.0125444-0.00322939j 0.0053332+0.00268197j 0.0169898-0.00348019j -0.00684659+0.013898j 0.0152846-0.0029291j -0.00246815+0.00835106j -0.0265099-0.00910766j 0.016823+0.000505642j -0.0372992-0.00679436j -0.00137803+0.00146043j 0.00376505-0.000833273j 0.00369956-0.00120001j -0.0245747+0.00663832j 0.00173746-0.0110527j 0.00787065-0.00157478j -0.011388-0.00399252j -0.0128566+0.000317079j -0.0120443+0.0102456j -0.000341725-0.00600604j 0.00170172-0.000879806j 0.0157293-0.00223677j -0.00736748-0.00994265j 0.00592005+0.00268278j -0.000436376+0.00129218j 0.00229434+0.000854376j 
0.00765553+0.0036519j 0.00687208-0.00887342j -0.00338582-0.00339874j -0.0178849+0.00769412j 0.0139829+0.0148697j 0.0337934+0.0027259j 0.018109-0.0411609j -0.0272151-0.000189805j 0.0111023+0.00638381j 0.00628406-0.0344847j 0.0100206+0.0306997j 0.00583334+0.000129577j 0.0268357-0.013996j 0.0706407+0.0112935j 0.0731443+0.00837818j 0.117488+0.027297j 0.000643924+0.00869423j -0.0004165+0.00647175j -0.072784-0.000676879j -0.00675944-0.0130039j -0.0227492+0.00636775j -0.0197951-0.00852792j -0.00607635+0.00316865j -0.00452412+0.0103121j -0.0169539+0.00246807j -0.0393601+0.0016869j -0.00307537-0.000682943j -0.0310346-0.00975812j -0.00849363+0.000618447j -0.031094+0.00783859j -0.0325528+0.000398476j -0.0107777+0.00251756j 0.0196399+0.00467101j 0.00105035+0.00492633j 0.0213215-0.00126644j 0.0118627-0.00189649j -0.0039213-0.00288449j -0.00268861+0.00424544j 0.00159315-0.00492651j 0.0113937+0.000126358j -0.00211882-0.00574401j 0.0175091+0.00871307j 0.00348973+0.00754062j 0.0109873+0.00446195j 0.000873948+0.00248474j 0.000413732-0.000917895j -0.00141217-0.00111437j -0.00442368-0.000968358j 0.00476494+0.00530393j 0.000798874-0.00392994j -0.000231715+0.00684377j 0.00466209-0.0024176j -0.00736948+1.98669e-05j -0.00260967-0.00502565j 0.00160711+0.00251133j -0.00424905-0.00112354j 
-0.00167183-0.0121109j -0.0131048+0.0032276j 0.0096117-0.0196821j -0.0129742-0.0103484j -0.0197997+0.0179418j 0.00318943-0.0010061j -0.0130761-0.000699033j -0.013717-0.0205833j -0.00404115-0.00625261j 0.00105062-0.0140478j -0.00476254+0.00238743j -0.016329-0.000128446j 0.131584-0.00397962j -0.053658-0.00807249j 0.0255643-0.00757422j 0.0152728+0.0021492j -0.0439203+0.00665194j 0.00182312-0.00721987j -0.0130651-0.000135141j -0.0147873-0.00676902j -0.0234813-0.000181899j -0.034627-0.00314936j 0.0369843+0.00791504j -0.0119942-0.00395723j 0.0132238-0.00249313j -0.00356544+0.00788383j 0.0152846+0.00125399j -0.00272609-0.00642419j -0.00263347+0.00321604j -0.000349061-0.00175163j -0.0092129+0.00230997j 0.00519735+0.000106965j 0.00880616+0.00743726j -0.0136804-0.00050905j 0.00510058+0.000465491j 0.0010963-0.00196278j 0.0067383-0.00590237j -0.000711527+0.00423065j 0.0039714-0.000980794j 0.010787+0.00338257j 0.00567965-0.002942j -9.92354e-05+0.00202044j 0.00458132+0.000422261j 0.00242392+0.00234919j -0.00111242-0.00225416j 0.00158831+0.00350927j -0.0020408+0.00207228j -0.00147844+9.85106e-05j 0.00109058+0.000769287j -0.000759633+0.0042943j -0.00369206+0.00548412j -0.00110454-0.00162046j 0.00315735+0.00160535j 0.000993368-0.000525565j 0.000251692+0.00220307j -0.00151519-0.00299252j 
-0.00513501+0.0186706j 0.0208395-0.00242966j 0.0460335+0.00672539j 0.0241004-0.0400698j 0.0067144-0.048601j 0.0116337-0.0131396j 0.00946716+0.0317882j 0.00668474+0.00603663j -0.0169354+0.0017593j -0.018091+0.0079543j 0.0204724-0.00806027j -0.0271835+0.00689103j 0.0163257+0.0056787j 0.0514147+0.0176446j -0.0835586+0.00570284j 0.0548919+0.0131846j -0.0591958+0.0140503j 0.0622076-0.00269237j 0.0331414-0.00600883j -0.0520464-0.00151422j -0.003202-0.00180531j 0.00276765-0.0131236j -0.0235962+0.0116879j -0.0401939-0.00350867j 0.00340114-0.00618393j -0.038216-0.00285144j -0.00648369-0.00302381j -0.00822506+0.00243027j -0.0229899+0.00635923j 0.0113957+0.00051875j 0.00503106-0.00391429j 0.0105165+0.00601643j -0.00511208+0.00760317j -0.0184021+0.00124276j 0.0194566+0.00534614j 0.0128584-0.00324911j 0.00495004+0.00790651j 0.00775951+0.00209353j 0.0184424+0.000227597j -0.0197162+0.00194994j 0.011549+0.00138092j -0.00985204+0.00738708j 0.0155341+0.00382236j -2.64321e-05+0.00173202j -0.0151431-0.000162256j -0.0159515-0.00241419j -0.00920949-0.0105579j -0.00657687+0.00331869j -0.00354961+0.000944423j 0.0187911+0.00562638j 0.00244919-0.00742605j -0.00292421-0.00137655j -0.0079063-0.00252147j 0.00181207-0.00291153j -0.00421103+0.00227496j -0.00923756-0.00451349j 
-0.0478385+0.00625445j -0.00215929+0.038528j 0.0143138-0.0388413j -0.0210697+0.0143778j -0.0100874+0.00436357j -0.023578+0.0106341j -0.018306-0.0140342j 0.00338557-0.0173722j 0.00882531-0.00599514j -0.0543229-0.00842772j -0.0211595-0.00784596j 0.115282+0.000618332j 0.00635335+0.0121589j -0.0194414-0.00569556j 0.0153148-0.00371642j -0.00479196-0.0112266j -0.0300149+0.000912851j 0.0416663-0.00798758j -0.0199456-0.00240601j 0.015831+0.00383051j -0.0195354-0.00731457j -0.0145529-0.00350163j 0.0417149+0.00406102j -0.019986+0.00142587j 0.000279225-0.00847828j -0.0121159+0.00129876j -0.00470438-0.00473559j 0.0131767-0.00362312j -0.029195+0.00740931j 0.0160982-0.00560949j -0.00480361-0.00354474j 0.0209538-0.000960822j 0.00639337+0.00466216j -0.0334514-0.00716536j 3.05785e-05+0.00833518j -0.0194602+0.00226187j 0.00968648-0.00672921j 0.00330286+0.00256867j 0.0174718+0.00175078j -0.0101673+0.00781502j 0.00673729+0.00407017j -0.00341667+0.00126442j 0.0182809-0.00300362j -0.00547961+0.00686736j -0.0220712-0.00758141j -0.00040509-0.00211801j -0.0105151+0.00159449j -0.0104681-0.000485198j -0.00906927+0.00468362j 0.00644822+0.0109534j 0.00374997+0.00224892j 0.00709761-0.00336786j -0.00121041-0.00264378j 0.0112964+0.00149412j -0.00789282+0.00552298j -0.00475448-0.00755129j 
0.00794883+0.0526027j 0.0685259-0.0190748j 0.0133566+0.0324253j 0.000397961+0.0143559j 0.00973744-0.00751301j -0.0152475-0.0282539j 0.0284165-0.00213095j -0.000230671-0.0103838j 0.0405516+0.00364651j 0.0313787+0.00773499j 0.103153-0.00382607j 0.0465079+0.0231117j 0.00280204+0.000755938j -0.016367-0.0102095j 0.0116921-0.00175155j -0.00108668-0.0134702j -0.0209373-0.00219261j -0.0157759-0.0041009j 0.00639682+0.0143289j 0.0579282+0.00449813j 8.99061e-05-0.00283716j -0.0333754+0.00423211j 0.000410756+0.00573672j 0.00305393-0.00240492j -0.0130774+0.0031942j 0.0152374+0.0023643j -0.00133806-0.00299014j 0.0230194+0.00676548j 0.0147632+0.00693007j -0.00387785+0.00420737j -0.0183503-0.00469287j 0.0152986-9.75071e-05j 0.0129364+8.01642e-05j -0.00398114+0.00831198j 0.00836455+0.00353207j 0.0108025-0.000693198j 0.00909341+0.00357288j -0.00745848-0.00312302j 0.0093761-0.00251378j -0.00521778+0.00214002j 0.0192026+0.00535241j 0.000917507-0.00238561j 0.00758285-0.0105619j 0.00936377+0.00249111j -0.0119116+0.00946999j -0.0157456+0.000305645j -0.0122821+0.00415284j -0.0156337-0.00712781j 0.00398113+0.00533666j 0.024379+0.00212225j -0.004736-0.0107868j 0.00342712-0.000248564j -0.0157894+0.00185842j -0.00234627-0.00186928j 0.0021612+0.0107129j -0.0166566-0.000130895j 
0.0599351-0.0371812j -0.0325549-0.0399553j 0.0179698-0.0051734j -0.0151234-0.047394j -0.0106419+0.0269217j 0.0116577+0.00545504j -0.00768526+0.0333858j -0.0226931-0.0115569j -0.0634051-0.00885j -0.0479961+0.00515013j 0.0653908+0.00615512j 0.0343384+0.00940946j -0.0111395-0.0015213j 0.00182217-0.00559827j 0.0125948+0.00374046j -0.0464027-0.00257757j -0.0636832-0.00162526j 0.0168103-0.00901392j 0.00874092+0.00976671j 0.012681+0.0012051j -0.00423314-0.0148674j 0.0127186+0.00545795j -0.000602596+0.0015701j 0.0271961-0.00441312j 0.0286281-0.00334052j 0.00948332-0.00571276j 0.0068792+0.00592152j 0.0268109+0.000631188j -0.000680367-0.00490548j 0.00499494+0.00214121j -0.0165438+0.00497345j -0.00173724-0.00095748j 0.000866551+0.000964551j 0.032745-0.0025505j -0.00705686+0.00139742j 0.00118199-0.00358672j 0.0143031+0.0028827j -0.0274252-0.00212877j -0.0104073-0.000240358j 0.0134236-0.00201753j -0.00486698-0.00032676j 0.00422969-0.00580386j -0.00739407-0.00086844j -0.00962555-0.00623749j 0.0238992+0.00138227j 0.00782419+0.00946607j 0.00246125+0.00335325j 0.000382627-0.00216581j 0.00901293-0.00497808j -0.0122774-0.00696204j -0.0186629-0.00313126j -0.00408254+0.00571225j 0.00996209+0.00591605j -0.00896571+0.00837586j 0.0149943+0.00171991j 0.00348151+0.00817252j 
0.0437912-0.000321544j 0.0118236-0.036636j 0.023626+0.0147418j 0.00077934-0.0330782j 0.0117307-0.00060328j 0.0373894-0.00874098j 0.00917382+0.0154439j -0.00267609+0.00231473j 0.0186876+0.000114749j 0.0619868+0.0135383j -0.130749+0.0010331j 0.0866278+0.000341465j -0.00757146+0.0105238j -0.0586565+0.0108908j 0.0437766+0.00505273j 0.040002-0.00658322j -0.0154435-0.00639207j 0.0320477+0.00444553j -0.0266216-0.0130381j -0.0227317+0.0053775j 0.00791867-0.00429589j 0.0127626+0.00195606j 0.0327037+0.00786102j -0.00953532-0.000337732j -0.015864+0.00101364j 0.0413076-0.00331727j -0.00870057+0.00275295j 0.00908616+0.00346356j 0.00583219-0.000308869j -0.00238392-0.00124914j -0.0142261-0.00164471j 0.0130439-0.00399303j 0.0115115-0.00128659j 0.00695481-0.00383132j 0.00737577+0.00269661j 0.00486169-0.00331035j -0.00394839+0.00568935j -0.0135034-0.0072284j 0.00983517-0.000709183j 0.00766782+0.00305702j 0.00858087-0.00469174j 0.0145922+0.000230377j -0.00973957+0.000136553j 0.0052053+1.23741e-05j 0.00992303-0.00173563j -0.00547681+0.00420642j -0.000543609+0.00278619j -0.00994069-0.000842733j 0.00904184+0.00300735j 0.00429316-0.00561171j -0.00891402+0.00461475j -0.000936868-0.00555028j -0.0056494+0.00341878j -0.00829136-0.00236459j 0.00565447+0.00761953j -0.00906049-0.00312571j 
-0.0235549-0.0255062j -0.0408961+0.0253925j 0.0211284-0.0464562j -0.024525-0.0141392j 0.000970873+0.00431577j -0.00734727+0.0276926j -0.0240857-0.000234945j 0.0382336-0.00759396j -0.0204307+0.000748759j 0.124689-0.00274655j 0.0795252+0.00755224j 0.0249298+0.00346351j -0.0875476+0.00610266j -0.0136278+0.00805392j -0.0455799+0.00566121j 0.0406236+0.00135776j -0.029377+0.011251j 0.0359949+0.00396403j 0.0128377-0.000403215j -0.00523204+0.0101628j -0.0246107+0.00257693j 0.0287862-0.0104729j 0.00870875+0.00634804j -0.0183145-0.00362511j -0.0191594+0.00135923j -0.0146998-0.00250852j 0.0204382-0.00264667j 0.00737701-0.000603862j -0.0272779+0.00185546j 0.0101459+0.00291793j 0.00687951-0.00456415j 0.00429331+0.00390378j -0.000451944+0.00247889j -0.00972027-0.00524883j 0.00111002+0.00487694j -0.00992131-0.00518009j 0.0166419+0.00365069j -0.00157976+0.00552038j 0.00904927-0.000456811j -0.0163217-0.00269162j 0.00295954+0.00232394j 0.00014083-0.000263768j 0.00449921+0.00179229j -0.0159892+0.00449853j -0.00210142-0.00428923j 0.0149122-1.95512e-05j -0.00931181-0.00421344j -0.0089258-0.0061288j -0.00917329-0.00131163j -0.00723765+0.00184886j 0.00243172+0.000619521j 0.00541314+0.00470154j 0.00797878-0.00271178j 0.00814016+0.0115684j -0.000942926-8.67662e-05j 0.0048565-8.47804e-05j 
0.0145122-0.0273729j -0.0336942-0.00446539j 0.00632137-0.00219406j 0.0203493-0.0265849j -0.0149305-0.0103076j 0.0106412+0.00476689j -0.0288157+0.0261879j -0.0123185+0.00526087j 0.172526+0.000703409j 0.00212268+0.00793026j 0.0568761-0.0156689j 0.0576412-0.00217682j 0.0306576-0.0145399j 0.042237-0.000398527j -0.0253329-0.0058779j 0.00843196-8.67884e-05j 0.00121158+0.0141406j -0.0487771-0.000724181j -0.00550042-0.00311896j 0.0194051-0.00668886j -0.0217516+0.00363241j 0.0304484-0.00127791j -0.000396215+0.00109621j -0.00358989+0.00417961j 0.0140373-4.26795e-05j -0.00642972-0.00218614j -0.00905274-0.00235149j -0.00607229-0.00191135j 0.0285127-0.00460349j 0.00949038+0.00225063j 0.0011881-0.000440466j -0.00375371-0.00258379j -0.00425936-0.00453826j 0.00300196-0.000318701j -0.00868227-0.00142437j -0.00771293-0.00136904j 0.00895313-0.00195388j 0.00387179-0.000366242j -0.0128066+0.00247446j 0.0103663-0.00646036j -0.000711162-0.00129388j 0.00112697-0.000443135j -0.00667083-0.000402066j 0.00182386-0.00327362j 0.0129219+0.00167748j 0.00496645-0.00255216j 0.00971011+0.00273768j 0.00741134-0.00263508j -0.00116561-0.00822442j -0.0121349-0.000777572j -0.00119976+0.00430627j -0.00506303+5.93871e-06j 0.00847904+0.00530321j -0.0029773-0.0031754j 0.0026693-0.00223773j 0.00538314+0.00342952j 
-0.0189774+0.00376771j 0.000146828+0.0121649j 0.0326353-0.00813203j 0.0142045-0.0167394j 0.000102069-0.0227392j -0.0326645+0.0042596j 0.00668989+0.0151295j -0.174986-0.00909048j -0.0585241+0.00888983j 0.0800395+0.0169415j -0.00598877-0.0104265j 0.0538942-0.000832401j 0.0386805+0.0111011j 0.0632616-0.0167403j -0.021861-0.00948649j 0.0295471-0.00055835j -0.0067162+0.00505058j 0.0347239-0.00497408j 0.0231332-0.0114629j -0.0038993+0.00435615j -0.0212866+9.90326e-05j -0.0149457+0.000257175j 0.0186179+0.000330471j -0.0176216-0.00398988j 0.00437943-0.00544352j -0.0078526+0.00164694j -0.00334954+0.000548647j 5.30283e-05-0.00250252j 6.61534e-06+0.00394542j -0.00399631-0.00152358j 0.00222039+0.000339762j 0.00472699-0.00115256j 0.00476939+0.000985308j -0.0205064+0.000285864j -0.000828677+0.0035616j -0.00818484+0.000737031j 0.00859368+0.000411986j 0.00317989-0.00163133j 0.00380823+0.00223835j 0.00501076-0.00130168j 0.00507263+0.00388268j -0.00855243+0.000439533j 0.0123361-0.0046244j 0.00431756+0.00126343j -0.0123523+0.00206977j -0.00227277+0.00507466j -0.00183197+0.00175435j -0.00415592-0.00489588j -0.0039213-0.00551003j 0.00589942+0.00638643j 0.00101736+0.00585462j -0.000424347+0.00127404j 0.000664029-8.08654e-05j 0.00564058-0.00276021j -0.00589311-0.00184507j -0.00213462-0.00549643j 
