0.00583433+0.0741123j 0.0134581-0.0107032j -0.0235284+0.0412072j -0.0292181+0.031788j 0.00487105-0.0530062j -0.0142071+0.00152164j 0.0120912-0.0659339j 0.0382881-0.0336753j -0.0284517+0.00924079j -0.00570273-0.00936723j -0.0188888+0.0201101j 0.00607495+0.00885714j -0.00964598+0.0224836j -0.00722868-0.00195759j -0.0390787+0.0766296j 0.0142301-0.032923j -0.0128175-0.0344294j 0.0115963-0.0345471j 0.0146214-0.0128968j -0.00720391+0.0391849j -0.0284992-0.0154799j -0.010259-0.00799532j 0.00294849-0.00117077j 0.00676531+0.00830776j -0.040967+0.0228642j -0.025527+0.0128766j 0.0108976-0.00950681j 0.00608979+0.0101167j 0.0121049-0.00080373j 0.0212438-0.025055j 0.0152183-0.00245997j -0.020434+0.00719654j -0.000121586+0.0240213j -0.00793089+0.0185909j -0.00227446-0.000764904j -0.00028382+0.00664389j 0.00159498-0.00546646j 0.0163091+0.00585128j -0.0247011+0.0278801j -0.0143359-0.0121954j 0.013649-0.00511837j -0.0124947-0.00229569j -0.00428686-0.00473406j -0.0359095+0.0146683j 0.00820553-0.0090605j 0.0506369-0.0170023j 0.0077348+0.0392018j -0.0196346+0.00784536j -0.00868418+0.0247227j 0.00891868+0.0139189j 0.0170135-0.0180609j 0.0216793-0.0049854j 0.00552343-0.0254223j -0.00474286-0.0179403j -0.0538311+0.0134208j 0.00899102-0.00605891j 0.00173318-0.005273j -0.0201029-3.22342e-05j -0.0260622-0.0141523j -0.0224137+0.0115399j 0.0369619-0.0197816j -0.103888+0.00584883j -0.0396329-0.0107591j -0.0158553+0.00934652j 0.0230535-0.037866j -0.0756265+0.0511375j 0.0691761-0.0866686j -0.00781184+0.0753792j 0.0415379-0.0254933j 0.00384804-0.0478453j 0.00298255-0.0414484j -0.0143935-0.00761166j 0.00581209-0.0144698j 0.033824+0.00127853j 0.11479-0.10395j -0.103912+0.098574j 0.114004-0.135079j -0.104234+0.0872944j 0.094211-0.0173845j 0.0161293+0.031921j 0.0552242+0.00797313j 0.0235998+0.0187403j -0.0109757-0.043278j -0.173033+0.142069j 0.0276934+0.00661674j 0.0300206+0.00560707j -0.0175807-0.00228092j -0.00395944-0.0150337j -0.0753531+0.0796117j 0.0264999-0.030228j -0.00959386-0.000162876j -0.0238734+0.060205j -0.0669066+0.0322069j -0.107985+0.200634j 0.144815+0.0202202j -0.178686+0.220682j -0.086015+0.0420748j 
-0.0471569+0.00313813j -0.0202249-0.0558557j 0.0361368-0.0405789j -0.0151619+0.0442605j 0.0500953-0.0356453j -0.00620565+0.00241873j -0.031344-0.0179629j -0.00989894+0.0160833j -0.00188447+0.0202222j 0.0630033-0.0717429j -0.0331593+0.0455454j 0.0767348+0.0414751j 0.0476367-0.0805223j 0.0154732-0.0125162j 0.0172473+0.0155725j -0.064643-0.0148997j -0.00280651-0.00961596j 0.0492299-0.0215186j 0.0245489-0.0414336j 0.0263779-0.0001298j -0.0139865+0.00721631j -0.0467921+0.138237j -0.00431676+0.0460189j -0.0902775-0.0678126j -0.0504588+0.0463542j 0.0642867-0.0240239j 0.0507901-4.04681e-05j 0.0146601+0.0230061j 0.102801-0.0722923j 0.0725215+0.0238513j -0.114356+0.0587184j -0.0342108+0.0228302j 0.0344233+0.0534245j 0.0582155+0.118048j -0.0156745+0.0977321j 0.0298639-0.102839j -0.0429501-0.0409547j -0.0394311-0.114545j 0.0126767-0.0773801j -0.0162195-0.0131316j 0.0188934+0.0560223j -0.0204093+0.0551919j -0.061832+0.00913721j 0.0460143-0.0692801j -0.0515808+0.00926394j 0.104199+0.00514643j -0.081738+0.0737015j 0.0402261-0.109914j -0.0844357-0.0263822j -0.021596-0.124398j 0.0211886-0.0429325j 0.0361758+0.0349794j 0.115382+0.00022041j -0.00199189-0.00204461j 0.0580307+0.0175985j 0.0268821+0.0773342j 0.053425-0.0285499j 0.0334586+0.0110385j -0.0738113+0.0411468j 0.0522562+0.0455568j -0.0438903+0.0286036j -0.0286917+0.0234661j -0.0155028+0.0527044j 0.0352415-0.0111788j 0.000692004-0.0148303j 0.00333885+0.0501014j -0.0366314+0.0148271j 0.0350137-0.0092925j 0.0167928+0.0292805j -0.0297992-0.0592194j 0.00168903+0.0145101j 0.0138345+0.00386074j -0.0147308-0.00539228j 0.02757+0.0262022j 0.026742+0.00981283j 0.00279608+0.0138986j -0.0310591-0.00662758j 0.0406158-0.00314472j 0.0125146+0.0379138j 0.00662464+0.00515815j -0.0025084-0.00562688j 0.0104283+0.00572108j -0.0194488-0.00249253j 0.00258811-0.00746735j 0.0261936+0.00485558j -0.00305911+0.00352533j 0.0250766+0.0203559j 0.00536654+0.00298785j -0.0507383-0.0161473j 0.0190704-0.0401772j -0.0225887-0.0409403j 0.00203482-0.0103279j 0.0190012-0.0121602j 0.00241784+0.0238821j -0.00558906+0.00999206j 0.024057+0.00938764j 0.00265093-0.00708708j 
-0.0081589-0.013394j 0.0252566-0.00992496j -0.0129602+0.0256097j 0.0246927-0.0178525j 0.0171466-0.00547137j -0.0145471+0.0526905j -0.00256304+0.0146731j -0.00414091-0.0250133j -0.0532338-0.00599292j 0.0282321+0.00391743j -0.00829037+0.0116395j 0.0910866-5.39951e-05j 0.0698763-0.0487322j -0.0086523-0.0770427j 0.0403052+0.0284187j -0.0700346+0.059632j 0.00162348-0.0217635j -0.00898794+0.0247569j -0.0355671+0.0777967j 0.00632425+0.0426553j -0.0139225-0.0214744j -0.00562283-0.0577246j 0.0031166-0.0488547j -0.0346592+0.0468895j 0.00659525+0.00519336j 0.0048277-0.0268236j 0.104579+0.0421643j 0.0431681+0.0133239j 0.0658923+0.079003j -0.0605741+0.0992466j -0.012535-0.0366891j -0.000481231-0.000895151j -0.0437477-0.0621198j -0.0301685+0.0986539j 0.0311325+0.0387428j -0.0261766-0.067925j 0.0777006+0.0314045j -0.0242881-0.0114229j 0.0479936-0.0108596j -0.1072+0.0482866j 0.00722291-0.00155994j -0.0509387+0.00113564j -0.0289578-0.043042j 0.0254877-0.0516049j -0.101445+0.010088j 0.0691714-0.0402577j 0.0064603+0.0233336j 0.0539918+0.034614j -0.0618103+0.0167949j -0.00577132+0.0721642j -0.0142817-0.0212557j -0.0548137-0.00519266j -0.00698056+0.0905798j -0.00870081+0.0141244j 0.0177763+0.00758644j -0.00198583-0.00569852j -0.0395921-0.0117776j -0.0700898+0.0360732j 0.000977936-0.0167617j 0.00722623+0.019396j -0.0456477+0.0504468j -0.070083+0.0080894j -0.0319431+0.00550364j 0.0050197-0.0505095j 0.00431922-0.0310723j 0.00317486-0.00893465j -0.00732379-0.0186945j -0.00713119+0.00493401j 0.0129801-0.0299912j 0.0220223-0.0390375j -0.0346427+0.0068952j -0.0213008-0.0111315j -0.00421769+0.0306087j 0.00921013+0.00617199j 0.00680938+0.00842503j -0.0578833-0.00883835j 0.0230803+0.00846761j 0.0110607-0.0453859j -0.0433712+0.00644848j -0.022764-0.000684246j -0.0480987+0.0556056j 0.0185461-0.0291638j 0.0303868+0.00807801j -0.0542498-0.00233993j -0.0329883-0.0296645j 0.0218105-0.0555228j -0.0348836+0.0206762j -0.0388982+0.0157628j -0.00457237-0.0244516j 0.00115884-0.0332061j 0.00345399-0.00730987j -0.0190107+0.00631963j -0.00568074+0.0116827j -0.00788834-0.0102295j -0.00864745-0.00188435j -0.0274385-0.00982217j 0.0188727-0.0117473j 
0.0249344-0.0303255j 0.0223957+0.010069j -0.0311557+0.00155962j -0.0160679-0.0186016j -0.0237798-0.00036119j -0.0176891-0.0417693j -0.00863207+0.037435j -0.034329-0.0549194j 0.0143802+0.0445139j -0.0210771-0.0221578j 0.0218642-0.00221142j -0.0164936-0.017864j -0.0147232+0.0469008j 0.033184-0.0285283j 0.0637333-0.00498518j 0.0214712+0.0108822j 0.053927-0.0662427j -0.0180872-0.0412344j -0.00595301-0.00751572j 0.119868+0.0899914j 0.142617+0.0925864j 0.0499818+0.0102422j 0.0069875-0.133037j 0.0508328-0.000298579j 0.0731176+0.00133156j 0.0431603+0.0283039j -0.0700374-0.0932564j -0.101017-0.139691j 0.0220426-0.00724382j 0.0489198+0.104798j 0.0475883-0.0102548j -0.00219117+0.0152107j -0.0175247-0.126446j 0.0563921+0.0611706j 0.00948683-0.0509682j -0.0147735-0.0245271j 0.0422441+0.052851j 0.00273103-0.0971148j -0.00511185+0.0782847j 0.0499173+0.00478781j -0.033149+0.0321181j -0.0414612-0.0765288j -0.0639283+0.039563j -0.125546+0.0436839j -0.172742-0.0399212j -0.00113556-0.0632497j 0.0960064-0.027092j 0.022029+0.0513333j -0.0829934-0.0773765j -0.00736752+0.0330541j -0.0551783-0.0508273j -0.00262482-0.00328017j 0.0218782-0.0599113j 0.0460684+0.0755082j -0.0029987+0.039863j -0.0350785+0.0165228j 0.018031-0.0519427j -0.0126572-0.025133j -0.0442569+0.00750564j -0.0728533+0.018562j 0.0606339-0.0165381j -0.0542022-0.0132092j 0.0213857-0.0115562j -0.0502972+0.0134913j -0.0237671+0.0487358j 0.0470796+0.0762396j 0.0134139-0.00236371j 0.0190189-0.0180802j -0.0409814-0.00417374j 0.00555002-0.0416219j -0.0231594-0.0121043j -0.0290317+0.0067077j -0.00503686-0.00125859j -0.00188881-0.00968487j -0.0320846-0.0289644j -0.0185369-0.0237635j 0.0314415-0.0295547j -0.0467234-0.00868621j -0.0379503-0.00966857j 0.0076588-0.00712842j -0.0627413-0.0162287j -0.0226948-0.00292442j 0.00901586-0.0194178j 0.00828582+0.00969341j -0.00600853-0.0106778j -0.0102149-0.0126757j 0.0350878-0.0100656j 0.0303247+0.029161j 0.0455122-0.0111222j -0.0218077-0.0359218j 0.0147298+0.025386j 0.0057427+0.0062574j 0.0172858+0.00341755j 0.0159268-0.0153115j 0.0600291+0.0251477j -0.00586112+0.00852493j 0.0257719+0.0218437j 
0.0304157-0.0102683j 0.00524033+0.00904838j 0.0534893-0.00174509j 0.00660366+0.0102609j -0.00776969-0.0279949j -0.0330841-0.0122471j -0.012684-0.0284639j -0.0663803-0.0187419j -0.0618918-0.00710981j 0.0465794+0.0211326j -0.0494328+0.0425825j -0.00227848+0.00638369j -0.0298536-0.0188425j 0.0525671-0.0151014j 0.0344871-0.0143332j -0.0119218+0.00207429j 0.0928087+0.00876779j -0.072426-0.0229046j 0.0507766+0.0184989j -0.0687364-0.107651j -0.0582036-0.0492907j -0.0338666+0.0202687j 0.0376087-0.0352668j -0.0414187-0.0383551j -0.104312+0.0284867j -0.0131522-0.0456043j 0.12422-0.00902061j 0.0482626+0.0293246j -0.0352585-0.125449j 0.0959496+0.0501661j -0.00515422-0.0251114j -0.0332339+0.0492441j -0.0069733-0.0304246j -0.00460587-0.0531208j 0.0387262+0.0662332j -0.0430807-0.00119881j 0.0588748-0.0193208j 0.0247419-0.00177758j -0.0667188+0.0468011j -0.00469905-0.0592516j 0.0751076+0.0476489j 0.0235441+0.0486392j 0.00783207+0.0302775j -0.0285415+0.0259415j 0.0139084+0.0914355j 0.113942-0.0454175j -0.0234409-0.0387991j -0.000309038-0.0184668j 0.00878474+0.0146625j 0.0284259-0.0741294j -0.0446488+0.0135135j 0.0662284+0.0321313j -0.0467483-0.0254018j -0.0273271+0.0265045j -0.0350514+0.00509649j -0.018824+0.00907709j -0.00785534-0.00112769j 0.0277405+0.000714912j -0.00611384+0.032921j 0.025963+0.0351202j 0.0357529-0.0202345j 0.0233809-0.0329759j -0.0192217-0.0298105j -0.0222724+0.0309161j 0.0136639+0.0681667j -0.022421-0.0456365j -0.0232915+0.0627332j -0.0377299-0.0149695j -0.0138692+0.000332421j 0.0402059+0.0223907j 0.0420096-0.0290801j -0.00807537+0.0073537j 0.0181966-0.029262j -0.0025559+0.0200886j 0.0295313+0.0572042j -0.00293196-0.00157102j 0.0103707-0.0230679j -0.0127694+0.0186271j -0.0118476+0.038835j -0.0178199+0.0225619j 0.0155025+0.000292719j 0.0202959+0.0265106j -0.0019602+0.00537001j -0.0381501-0.0162467j -0.022127+0.0118849j 0.024623+0.00733289j -0.0261487-0.0196206j -0.0336575-0.00196341j 0.0118406-0.0577246j 0.0264251+0.0263845j -0.00168342+0.0123416j -0.0296986-0.00327389j -0.0111303-0.0324821j -0.0279814-0.0265727j -0.036249-0.0257806j -0.0139871-0.00735022j -0.00816231-0.0341211j 
0.0254948+0.0462212j -0.0666564+0.00680056j -0.0284569+0.0446995j -0.0297882-0.0269908j 0.00465639-0.0338769j 0.0464222-0.0189466j 0.0813588+0.0225012j 0.0287546-0.0246328j -0.0381261-0.0675656j -0.0638772+0.0761646j 0.0112424-0.0810819j -0.0444557+0.0359842j 0.026775-0.00075836j 0.0207823+0.0227967j -0.039789-0.027165j 0.0508561-0.0437161j -0.0528614+0.0279585j -0.0085305-0.0401213j 0.0510125+0.0503262j -0.0271418+0.0135571j -0.105596-0.000803546j 0.0165143+0.010812j -0.0897855+0.142366j 0.0760359+0.0823801j -0.0943795+0.00553133j 0.117045-0.0251404j 0.0122336+0.0279912j -0.0547321+0.0507936j -0.0826497+0.0112979j -0.0151679-0.0101539j -0.0866731-0.0171448j -0.0370805+0.016546j -0.0230391+0.0527778j -0.0349463+0.00666488j -0.00437643+0.00879565j 0.021453-0.0274789j -0.0180105+0.0453101j -0.0530599+0.0334351j 0.0937702-0.0829173j -0.00363311+0.0181746j 0.0424477+0.0230887j -0.0758881+0.0514271j 0.0185911-0.0343637j 0.0456358+0.0461106j 0.0805068+0.0241487j -0.00786378+0.0827687j -0.0928239-0.110159j 0.0310213-0.0340018j 0.0186382+0.0248985j 0.0083197+0.00833652j 0.00212011+0.0198212j 0.0172402+0.0816422j -0.0234795-0.029635j 0.0324378-0.0545593j -0.033723+0.0146965j -0.0353145+0.00256437j -0.0352503+0.0158523j -0.0263015-0.0274219j 0.0334366-0.0141877j 0.0156195-0.0408978j -0.0109642+0.112115j -0.0295567-0.0112583j -0.0147075+0.0649747j 0.0240584-0.041527j 0.0563544-0.0859866j 0.00467936-0.0188583j 0.0440185-0.0253814j -0.0128041+0.032358j 0.00759793+0.0321636j 0.000521307+0.0554164j 0.00546625+0.0265049j 0.0145829-0.0234091j 0.0272663+0.0253628j -0.00128358+0.0430217j 0.00348738+0.00170798j -0.0209096-0.00996416j -0.030839+0.0109618j 0.0158969-0.0352341j 0.0497902-0.00211536j -0.0121163-0.0197894j 0.0016121+0.00737681j 0.0190843+0.0351749j 0.0636959-0.0333048j -0.0331841-6.19386e-05j 0.00232032-0.0378203j 0.0160122-0.00908375j -0.026477+0.0142589j -0.0188328+0.0082311j 0.0265823+0.0313905j 0.00895687+0.0763285j 0.0185054-0.0190857j -0.000125473-0.0138506j -0.00841576-0.013297j -0.0201292+0.0203383j -0.0274118-0.00391731j -0.00202526-0.00883047j -0.0133071-0.0181821j 
0.0293366+0.00698219j -0.00269896-0.00359001j 0.0107136-0.00301025j 0.0186634+0.0333809j 0.0311324+0.0307012j -0.014113+0.0228079j -0.0527002+0.0639677j 0.135733-0.0254959j -0.0235856-0.089374j -0.0439891-0.0377286j 0.0189201+0.061622j 0.0156129-0.0364455j 0.0140353+0.0539187j 0.0152996+0.0339008j -0.0213596+0.0327817j -0.082052+0.0460696j -0.0167545-0.00420157j -0.0204888+0.0725643j -0.00537692-0.0197295j -0.000778176+0.0375518j -0.0366187+0.0240764j -0.0815261-0.0739122j 0.0188143-0.0204408j -0.00751459-0.0700548j 0.000172939-0.00177926j 0.09089+0.00627174j 0.0258821+0.120281j 0.0020998-0.0895856j -0.0573546+0.117503j -0.119556-0.0507923j -0.00203041+0.0523606j 0.00919241-0.137908j 0.142898+0.0447444j -0.168578-0.0919328j -0.102537-0.0840001j 0.132099+0.112902j -0.104647-0.0745322j 0.097926-0.137488j -0.0775563+0.0399785j -0.00739475-0.0156889j -0.0848742+0.0358313j 0.0242028-0.0576031j -0.0273459+0.00215217j 0.0322553-0.00456365j 0.0400881-0.100378j -0.0296303+0.0760611j -0.0453022+0.0480565j 0.0434175+0.0079995j -0.00943151-0.0867179j -0.000931166+0.0398662j 0.0535734-0.0309941j -0.0602026+0.0747221j 0.0349006+0.0263939j -0.00352157-0.0625578j 0.0136662-0.0630408j -0.0064193+0.00424289j 0.0446126+0.0317902j -0.0175536+0.00213708j -0.00962634-0.0949258j -0.0629698+0.0414596j 0.0263011-0.0279891j -0.0369963-0.000639945j 0.0183023-0.00772738j 0.0415526-0.0471343j 0.0276132-0.0593072j -0.0334032+0.0237964j -0.00564033-0.00905678j 0.0193314-0.0146407j 0.0245451+0.0396962j 0.0260374+0.00547428j -0.0117271+0.00302325j 0.0198488-0.0121642j -0.00173058-0.00623768j -0.0446379+0.00527119j 0.0271257-0.0147082j 0.0167548-0.0287604j 0.039165+0.0553481j 0.00277405-0.0134177j -0.00722369+0.00372316j -0.0215243+0.00603938j 0.00190741+0.0125168j -0.0154922-0.024878j 0.0489427+0.00692153j -0.000423692-0.00301634j -0.00751117+0.0114949j 0.0112046+0.00881398j -0.0068428+0.0128769j -0.0283735+0.0127469j 0.0269182+0.0127559j -0.00224189+0.0372691j 0.025623+0.00901995j -0.00551261-0.0100615j 0.00411421-0.00636528j -0.00976488-0.00889945j -0.00152346+0.00566407j -0.0178027-0.0174969j -0.00187327+0.00176891j 
0.0187661-0.0093547j -0.0255848+0.0389845j -0.0451185+0.0146887j 0.0309837-0.0171185j -0.00803732-0.0701754j 0.0234486+0.00681496j 0.0126232+0.0377777j -0.0184229-0.0690257j -0.0128482+0.0546215j -0.0784273+0.0135974j 0.108482+0.014631j 0.00142352-0.0592658j -0.0340742+0.0303582j -0.0447545+0.0461457j 0.0395298+0.0498172j -0.0132514+0.015581j 0.0827056+0.0630975j -0.0441661-0.0320992j -0.0734172+0.0614516j 0.038097-0.048865j -0.0019898-0.0333571j -0.0285123+0.00209454j 0.0423-0.00944439j 0.0106141+0.0379203j 0.0400022+0.0308819j 0.0534742-0.0585544j 0.0273131+0.00922561j -0.0326339-0.00565505j -0.0507505+0.121115j 0.0413687+0.079204j -0.039818-0.129887j -0.00922561-0.00305972j 0.00638243+0.00310012j -0.0620916+0.0190976j 0.0106869-0.0299345j 0.0669548-0.0255097j 0.0159836-0.0451308j 0.0271982-0.086335j 0.071888-0.0128878j -0.0216338-0.0598268j -0.0420401-0.0286539j -0.0348052-0.00960033j -0.0403275+0.00305424j -0.0577339+0.0475171j -0.0306619-0.0256938j -0.036666-0.0322352j 0.11133-0.0779302j -0.00575112-0.0191812j -0.0592805-0.0523584j -0.000841736+0.0405588j -0.0174838+0.00171548j 0.019247+0.073714j 0.00263544-0.02537j -0.0307052+0.00186113j -0.00728213-0.0750259j -0.0533073+0.034171j 0.0347041-0.0207554j 0.0474737-0.0546606j -0.007968+0.00315302j 0.0217735-0.0202573j 0.0789293-0.0442232j 0.00345779+0.0180918j 0.0276536+0.00161984j -0.0097021+0.00231469j -0.0043164-0.0362539j -0.0410057+0.0109186j 0.0372394-0.000320987j 0.0237165-0.0234655j 0.0159995-0.0117033j 0.00488978+0.0455752j -0.00343473+0.0557373j -0.00889573+0.00143595j -0.0298151+0.017928j 0.00555737+0.0101878j 0.0183879-0.0280614j 0.0307756+0.0385844j 0.0183596-0.00097536j 0.0378875-0.00692777j 0.0102621+0.00230007j -0.00863748+0.00591441j -0.0192498+0.0120313j -0.00873528-0.0117717j 0.0295485-0.0441789j 0.0273967-0.0153748j -0.0134283+0.0291647j -0.016008+0.0195509j 0.0329132-0.0318928j 0.00513874-0.0254898j 0.0145773+0.0146494j 0.0430092+0.0312958j 0.00300545-0.0164377j 0.00100573+0.00985326j -0.00282639-0.0244489j 0.013269+0.00140739j 0.00640964-0.0304082j 0.00665548-0.00786203j 0.00568323-0.0221197j 
0.0325877+0.0736445j -0.107394+0.0751331j 0.106478+0.0592154j -0.0704804+0.0880605j -0.0355608-0.037053j -0.0464356-0.0865873j -0.00482765-0.00975806j -0.0229331-0.0644856j -0.0627288-0.0291321j -0.00194764+0.0236548j 0.0273296+0.0790119j -0.0835136-0.0142198j -0.0212463+0.0977116j 0.0377008+0.0604722j -0.0754289+0.0569335j 0.0654598+0.0534425j 0.000851921-0.0699441j -0.0196215-0.144184j 0.101756+0.05441j -0.0303979-0.158208j -0.00802586+0.0449752j -0.0270578-0.0127865j 0.0238042+0.0489108j -0.0657217-0.0815351j -0.158992+0.0250528j 0.0655559+0.00627276j 0.0674947+0.0826482j -0.144045-0.0189329j -0.0833874-0.0321646j 0.0371445+0.00871486j -0.0417296-0.022821j -0.0673637-0.0326922j 0.0269773-0.0265168j -0.146298-0.136266j -0.0809484+0.0315014j -0.016475+0.0145146j -0.0988037+0.0197992j 0.0199481-0.0501725j -0.0154234+0.0977255j 0.0456323+0.0664217j 0.120456+0.0243792j 0.0305906-0.00670209j 0.11957+0.0963164j 0.012312+0.0219815j 0.00598638+0.0393393j 0.0227884-0.0761795j 0.0674358-0.041246j -0.0118367-0.036966j 0.0402704-0.0694868j 0.0616719-0.00680364j -0.023785-0.0571762j 0.022065+0.0376388j -0.0815004+0.0392484j -0.0404724+0.0342285j -0.0510767+0.0625706j 0.0555212+0.0449196j -0.00746196-0.0241642j -0.00243436+0.0535606j -0.0543779+0.0121899j 0.0470301+0.0483029j 0.0135873+0.000570852j 0.0225072+0.0354062j -0.0321576-0.010583j -0.00446407+0.0176044j -0.00524883-0.00356199j 0.0376791-0.0298225j -0.00570731+0.00708456j 0.013473-0.0339037j 0.0301737-0.0101077j 0.0243138+0.0163353j -0.0321584+0.0212171j -0.00786792-0.00231001j -0.013121+0.0212886j -0.0217937+0.00448846j -0.0374957+0.015163j 0.0343075+0.0414804j -0.00745992+0.000772642j 0.0134703+0.0353073j 0.0400994+0.0197814j 0.0644719+0.00626266j 0.0321389+0.00816637j 0.00708353-0.005256j -0.0491304-0.0256127j -0.0112503+0.0485696j 0.0191737+0.00551202j 0.0105036-0.0195708j -0.0132559+0.0218059j 0.0211167+0.0148199j -0.0116657-0.00585702j -0.0430362-0.00484698j 0.00253626+0.0084355j 0.01381+0.00331423j -0.0103931-0.024755j 0.00301746-0.00446665j -0.0199156-0.00945192j 0.0622439+0.0155068j -0.0150155-0.0337887j 
-0.0704405+0.0760247j -0.0313917-0.0527906j -0.0262864+0.0359293j -0.0498224-0.0170188j -0.0568682-0.115755j -0.0316478+0.010857j 0.00440737+0.0283437j -0.0253982+0.0711715j -0.00292245-0.0398184j 0.0492457+0.0763385j 0.0448257+0.0375863j -0.0114376-0.0224578j 0.0448764-0.0942934j -0.0127538-0.00658514j -0.0433537+0.101737j 0.0695164-0.0175366j -0.000623309-0.13024j -0.0559273-0.0591643j 0.0456097+0.136617j -0.0474348+0.110321j -0.0686173-0.0916225j 0.0637896+0.0416197j 0.141505+0.104476j -0.12804-0.0382542j 0.0557774+0.06857j -0.11918-0.0624744j -0.117349-0.0897683j -0.131144-0.0392644j -0.0601779-0.0139688j 0.0547048+0.0585416j -0.127693-0.033122j -0.00305443-0.00324056j -0.0200495-0.0688347j -0.0166566+0.034547j -0.0255582+0.00397502j 0.0234671+0.017581j -0.0843883+0.0171661j -0.0271117-0.0114159j 0.0309413+0.0644529j 0.00694962-0.00166494j 0.0183954-0.0767239j 0.00814606+0.0177824j 0.0382655-0.0303509j 0.0424725-0.0574291j 0.0445271+0.0064345j -0.0562755-0.111332j 0.0239585+0.0312565j 0.0105491-0.0364862j 0.00566875-0.030796j -0.0255523-0.0102291j -0.0215463-0.0302763j -0.0293808+0.0155666j 0.0169033+0.0301204j -0.0224675+0.0181699j -0.0131012-0.0334091j 0.0156204+0.0184773j -0.0149369-0.0542975j 0.00231243-0.021313j 0.0385142+0.0299926j 0.000715239-0.0450942j -0.019488+0.0287124j 0.0218956-0.0338782j -0.0233143+0.0311774j 0.00779771-0.0082339j -0.0290634-0.0484913j -0.0427271-0.0213888j -0.022839+0.0332171j -0.0138995+0.0367164j -0.0244465+0.0141241j 0.0398066-0.044543j 0.0516446+0.00526934j 0.00356001+0.0260162j 0.0134072-0.000383256j -0.0107635+0.0372703j -0.0329559-0.00551937j 0.053193-0.0316238j -0.00669851+0.0232933j 0.0227992-0.0529744j -0.00986719+0.00430584j -0.0019515-0.00224986j -0.0483626+0.0130829j -0.00323178-0.0211291j 0.00388969+0.0101343j -0.00144676+0.0210785j 0.0063551-0.0594505j 0.000543349-0.0339514j -0.00416624-0.0131747j -0.0103186-2.01772e-05j 0.00808486+0.00505107j -0.00722646-0.00678077j -0.0555317-0.0137977j -0.00958408+0.0202872j 0.00494854-0.015055j 0.000903554+0.0413328j -0.0366005+0.0379971j 0.00334593-0.0150262j 0.0310198+0.00238181j 
0.0105408-0.00513883j -0.00587991-0.00951182j 0.0318014-0.00100057j -0.0244918+0.0624999j -0.0609851-0.0309822j 0.0533825+0.119439j 0.029362-0.0354299j 0.0601046-0.0304703j -0.0731538-0.0534768j 0.0891988-0.0436988j -0.00876053+0.00946109j -0.0726887+0.0351101j -0.038349-0.0543842j 0.00661319-0.0766345j 0.059891+0.00850449j 0.04212-0.00120561j -0.0537013+0.0543235j 0.0152512+0.00266783j 0.146229-0.0467776j 0.0901458-0.0596757j -0.0907655-0.183061j -0.069537-0.055259j -0.036083-0.064741j -0.0403317+0.0270323j 0.0768868+0.139118j -0.158185-0.142037j -0.0315371+0.0778182j 0.0213942+0.175481j 0.048982+0.0553082j 0.0065523-0.0885663j 0.00324976+0.0211168j 0.00337856+0.00921582j -0.00886124+0.0589117j 0.0191949+0.00736702j -0.0394091+0.0985971j 0.0103305-0.00785713j -0.0463466+0.0760148j 0.0062102-0.0292653j -0.00223953+0.0297557j -0.0552563-0.0105567j -0.0616575-0.0421982j -0.0634331-0.096448j 0.00831811+0.0225046j -0.0383264+0.00989068j -0.000862412+0.0781204j -0.0220542-0.0319269j 0.00949272-0.0226665j 0.0168881-0.0360152j -0.0280948-0.0391271j -0.00369107+0.0399262j 0.0503039-0.0034589j 0.0313263+0.0331492j 0.0514253-0.053704j 0.0367265+0.00840717j -0.0607731-0.0304489j 0.0483974-0.112882j -0.0165418-0.0121935j -0.0621746+0.0264883j -0.0374843+0.041381j 0.015801-0.0384319j -0.0112198-0.00818422j -0.0555781-0.0227331j 0.00380337+0.00829865j -0.0130185+0.00162171j -0.00195675+0.00516192j 0.012221-0.0472326j 0.0165872-0.0485833j 0.0294855+0.0234944j 0.00808372-0.042577j -0.00216885-0.00360882j -0.0179922-0.0162471j 0.0290496-0.0037273j -0.0218206+0.00376669j -0.0256322+0.0260923j -0.0176838-0.0178395j -0.0242225-0.00107153j 0.0266439-0.0537185j -0.0566837-0.00489102j 0.00873656-0.0115644j 0.0186099-0.0189839j 0.0121229+0.0551551j -0.030284+0.0063639j 0.017563-0.0185097j -0.0276237+0.0234955j -0.00737734-0.00246264j -0.00483546-0.0196646j -0.0011712-0.0108631j 0.00162973-0.0308891j -0.014029+0.0199796j -0.0374476+0.0216277j 0.0049794+0.011348j 0.0258309+0.0269614j -0.00349272+0.0127506j -0.00510452+0.0108729j 0.0373781-0.0285974j -0.00813084+0.0217201j 0.00891265-0.0391423j 
