-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
0.00092622+0.000519598j -0.000242883+0.001007j -0.00179608-0.00169502j 0.00199744-0.00134368j -0.00662466+0.00192373j -0.00232422-0.00498381j 0.00111481+0.000637539j 0.00236815-0.000395104j 0.00996616-0.00271153j -0.00516047-0.00747267j -0.00335508+0.00387521j 0.00105396+0.00115665j -0.00546892+0.00638872j 0.00352007+0.00720174j -0.0128975+0.000417599j 0.00730548-0.00536707j -0.00166491-2.38328e-05j -0.0026796-0.00221642j 0.00409625-0.00641969j 0.00263175-0.0074562j 0.000733757+0.00116176j 0.00972343-0.000854352j 0.00426284+9.91909e-05j -0.00368409-0.00175424j -0.00794491-0.00132623j 0.00522485+0.0029314j 0.00848179-0.0101997j -0.0089274-0.000789726j 0.00452786+0.00825185j 5.2741e-06+0.00145681j -7.69964e-05-0.00458908j -0.00115008-0.00510515j 0.00747994+0.000323033j 0.00234244+0.00228354j 0.0146765+0.00761688j -0.00637154-0.00493845j 0.0019663-0.00258749j 0.00344187-0.00270609j 0.00378035-0.00110375j 0.00583098-0.00605416j -0.00449997-0.00955083j 0.00011378-0.00339908j 3.2283e-05+0.00491756j -0.00489049-0.00886293j -0.00939477+0.0004356j -0.0140419+0.0102339j -0.0110021+0.00552894j 0.0106337+0.00752201j -0.00525591-0.0125368j 0.00365106+0.00344602j -0.0157567-0.000897814j -0.00144579+0.00709825j 0.0106489+0.00155844j 0.000305873-0.0106696j 0.00280277-0.00613644j -0.00535465+0.00378517j 0.00186439+0.00474815j 0.00352789-0.0033492j 0.00311566-0.00906863j 0.00531386-0.00210484j -0.00564741-0.00358436j -0.00117563-0.000539577j -0.00181064+0.00569792j 0.00163579-0.000500737j -0.00510512-0.00122032j -0.00488521+0.00309923j 0.000176808-0.000559483j 0.00412065-0.00209756j 0.00206458-0.00248416j -0.000192264+0.00175943j 0.00379761+0.000302556j 9.64639e-05-0.00207272j -0.000663327-0.000618114j 0.000757546-0.00125097j -0.00150854-0.000738788j 0.000440636-0.00015141j 0.000111722-0.000444674j 
0.000439799-0.00135251j 0.00113716+0.000879517j 0.00184299+0.000435121j -0.000635136+0.000779931j 0.00567246+0.000195521j 0.00268372+0.00585901j 0.000906137+0.00290911j 0.00260368+0.00273462j 0.000485162+0.0036367j 0.00154268+0.00119578j 0.00219672+0.00407521j -0.00443018+0.0029883j -0.00444641+0.00315356j -0.0048334+0.00421607j 0.00409093-0.00469129j 0.00581173+0.00803886j 0.0109081-0.00202391j 0.00592252+0.00513958j 0.000866869-0.00791588j 0.0078716+0.00576042j -0.00616278-0.0044883j 0.00325288-0.00247437j 0.0102308+0.00687258j 0.00630085+0.0146963j -0.00397381-0.00642585j 0.00763113-0.00508468j -0.00530001-0.0088242j -0.00907797+0.00711223j 0.00258353-0.00239391j -0.00425193+0.00210428j 0.000905597-0.00536588j -0.000659682-0.0118748j -0.000848808-0.00230811j 0.00570524+0.0148345j -0.00461837+0.00396103j -0.0050716-0.00280551j -0.0182306+0.00535174j -0.00131836-0.0100272j -0.0033638-0.000329476j 0.00106672-0.00382973j 0.000202535+0.00519838j 0.0144643+0.00372149j 0.00978466+0.00471983j 0.00913265+0.000584988j -0.00122318+0.00139406j -0.000200972+0.00923027j 0.0104515-0.000748446j -0.00961034-0.0156912j -0.00133867+0.00286764j 0.0127894-0.000469386j 0.00538892-0.000950334j 0.00793586-0.00126944j -0.00350721-0.000326431j 0.00370323+0.000833256j -0.00253362+0.00430379j -0.0065607-0.000508537j -0.000299974+0.0057225j -0.00250225+0.00536495j 0.00599689+0.00183479j -2.37956e-05+0.003334j 0.0046768-0.00705287j 0.000487296-0.00399522j -0.00478318-0.000971951j 0.00166713+0.00180698j -0.00615854-0.000483938j 0.000522613-0.00262635j -0.00452589-0.000260242j 0.00165317-0.000985342j 0.00177876+0.00213992j 0.000869565+0.00203458j 0.00206542-0.000882661j 0.000393604-0.000588837j -0.00097817+2.68222e-05j 0.000144728+6.18366e-05j -0.00155043-0.000359505j 0.00183912+3.85264e-05j 0.000157169-0.00136489j 
-0.000234853+7.32489e-05j 0.000315417+0.000537593j 0.000919822+0.00100772j -0.00186988-0.000107224j 0.0030879-0.00273422j 0.00323612-0.00291702j -0.00564231-0.00132304j -0.0046509+0.00280936j -0.00222589-0.00209158j -0.00945935-0.00536611j -0.00569575+0.00424159j 0.00400208-0.00740093j -0.00404984+0.0036827j 0.00489664-0.00424117j -0.00448516+0.00969827j -0.00699538+0.0025976j -0.00312169+0.0100872j 0.00169428-0.0059224j -0.00494182-0.00190147j 0.00288904-0.00835065j 0.00426761-0.00410408j 0.00691891-0.00309627j -0.000206377-0.000131682j -0.000303384-0.00375728j 0.0110998+0.0011984j -0.00303158-0.00830448j 0.00509554+0.00609319j 0.00496611-0.00310181j 0.00345342-0.00387087j 0.00613554-0.000573288j -0.00394556+0.00204239j -0.00925808+0.0043598j 0.00051723-0.00479463j -0.00355286-0.0106199j -0.000535573+0.00614316j -0.00354485-0.0036925j 0.00291936-0.00227697j -0.00148673+0.00248241j 0.00172212-0.00198156j -0.00410327+0.00535092j -0.005089+0.00372507j -0.00288673-0.00742337j -0.00803983+0.00665013j -0.00559399+0.00304868j 0.00352675+0.00261468j -0.0049224-0.00669564j -0.0109325+0.00131697j -8.78058e-05+0.00678227j -0.00366584+0.00592042j -0.00151566-0.00441221j -0.00603355+0.00448314j 0.00112458+0.0095597j 0.00818205+0.000972565j -0.00222439-0.00451435j 0.00636099-0.000739743j -0.00267279+0.00473366j -0.000563348-0.0023765j -0.00456239-0.00617148j -0.000785667+0.00484469j 0.00796544+0.00601621j 0.00281465+0.000461839j -0.00619187-0.00293996j -0.00377787-0.000595601j 0.00667215-0.00348421j -0.00930825-0.00224973j -0.00196736-0.00289636j -0.00305465-0.00300801j 0.00777461-0.00364889j -0.00217747+0.00366895j -0.00153686+0.00358678j 0.00289386+0.00153487j -0.00146232-0.00157323j -0.00186694-0.00316362j -0.0020258+0.000136878j -0.00162175+0.00249519j 0.000417338-5.71202e-05j 0.000810225+7.2461e-05j 
7.15719e-05-0.000701771j 0.000388939+0.000169943j 0.000571774+0.000608271j 0.000788242-0.000584439j -0.000557725+0.00575058j 0.000703588+0.000514323j -0.00257253-0.00220836j 0.00315085+0.00276532j 0.00313443-0.00385473j 0.00372589+0.00231101j 0.00247016-0.00240779j 0.000801332-0.00309294j 8.63617e-05+0.00847907j 0.0115466+0.000655291j -0.000838138+0.00926308j 0.00426176-0.0056111j 0.00268224-0.00257963j -0.000387299-0.00923641j 0.00115064-0.00320164j -0.000905974-0.00137394j 0.00293628+0.00509939j -0.00401198+0.0030448j 0.00888339+0.0151526j 0.00112202-0.00942574j -0.00220282-0.00373294j 0.0118863-0.0133954j -0.00269883+0.00365901j -0.0076843-0.000509854j 0.000764506+0.000387213j 0.00966246-0.00379013j -0.00319531-0.00338258j -0.00311272-0.00323605j -0.000327318-0.00311715j -0.00419183+0.00735355j 0.00128557-0.00332232j -0.00332625+0.0033022j 7.60665e-05-0.000355611j -0.00616033-0.00766708j 0.000294593-0.00116925j 0.00446395+0.00466273j 0.00246324-0.000749687j -0.0101404-0.0019295j -0.00319846+0.00290694j -0.00453695-0.00223839j 0.000556448+0.00686718j 0.00122487-0.00304035j 0.00295193+0.00643963j 0.0058835+0.00771096j -0.00653384-0.00122776j -0.00808196+0.0107054j 0.00328567+0.00652744j -0.00565447+0.00653567j -0.00297731-3.86341e-05j -0.00169886-0.00134032j 0.000964289-0.00450305j -0.00300637+0.0034885j 0.00323948-0.000385125j 0.00210545-0.00194242j -0.00588474-0.000580036j -0.0015715+0.00109005j -0.0052109-0.00891561j 0.00369891-0.00607798j -0.00200612+0.000912145j 2.9882e-05+0.000159856j 0.00199049-0.00370155j -0.00288116-0.00319578j -0.00473624+0.00264212j -0.00211745-0.0026927j 0.000828068+0.000601732j 0.000427515+0.00044364j 0.00148318-0.000545953j 0.00109886+0.00017104j -0.0014685+0.00171214j -0.000232981+0.000385227j -0.00105407-0.000271239j 0.00156516-0.000713465j -0.00071996-0.00139527j 
-0.000293378-0.000746164j -0.000351109-0.000877514j -0.000760789-0.00101415j 0.0032953-0.00231872j -0.00241027+0.00812689j 0.00506594+0.00135138j 0.000543948-0.0101422j 0.000942413-0.0036423j 0.000179865-0.0101444j 0.00670811-0.000521344j 6.46583e-05-0.00314433j -0.00479054+0.00365131j 0.00829008+0.00374063j -0.000465852-0.00390548j 0.00979137+0.00712486j 0.00841234-0.00165006j -0.00159191-0.00453719j 0.00074257-0.00218363j -0.00314821-0.0119763j 0.00616209+0.000614628j 0.00198715+0.000100105j -0.0033872-0.00887208j 0.00663622+0.0129568j 0.00922766-0.0118904j 0.00275978-0.0107457j 0.00874594-0.000789712j -0.00384704-0.00202667j -0.00887457+0.00641737j -0.00364549-0.00494355j 0.00588275+0.000785517j 0.0090944-0.0024964j -0.00505205-0.0068591j -0.00520966-0.00656998j 0.00248295+0.00215888j -0.00834159+0.0050183j -0.00756537-0.00144281j -0.00420831+0.00113844j -0.0170029-0.0113094j -0.00225892-0.00602432j 0.00134519+0.0101054j -0.00431773+0.00178971j 0.000502048+0.00326653j -0.00592341+0.00722437j -0.00318259-0.00741519j 0.00589508+0.00490607j -0.00112924-0.00401114j 0.0019065-0.000285323j -0.00144164+0.00283439j 0.00133426+0.00212597j -0.00589926-0.000143352j 0.00683074+0.00527565j -0.00582138-0.00134233j 0.00705177+0.00400746j 0.00298718+0.00286098j -0.00085397+0.00641978j 0.00276555-0.00053718j -0.000616554-0.00179987j 0.010922+0.00209602j 0.0032406-0.00281927j 0.00191081+0.00335818j -0.00280159+0.00788115j -0.0030908+0.00352978j -0.00121722-0.000886979j -0.00316982+0.00294793j 0.00398772+0.00147688j 0.00614485+0.00201219j 0.000211846-0.00188583j -0.007502+0.00496999j 0.00331369-0.00202057j -0.000226684+0.000324609j -0.000301062-0.00172494j 0.00122333+0.00331639j 0.00130411+0.00154258j 0.00055609-0.00200617j -0.000571895-0.00138374j 0.00137013+0.000640971j -0.000838486-0.0018079j 
0.0015608+7.89761e-05j -6.81198e-05+0.00104932j -0.000544994+0.00245093j -0.00320138-0.00033533j 0.0040534-0.00537089j 0.00397404+0.00306102j 0.000858626-0.000756672j -0.00435474+0.00240292j 0.00104909+0.00697902j 0.00897001+0.0024633j 3.85843e-05+0.00485844j -0.00692609-0.00131123j 0.00386646+0.00128812j -0.00494777-0.0046735j -0.000690694+0.00266139j 0.00387708+0.00838049j 0.00405345-0.00244398j 0.000994045-7.56501e-05j 0.00415521+0.000224193j -0.00244855+0.000328774j -0.00480906+0.00436821j -0.00442358+0.00168211j -0.00132713+0.00401873j -0.00308658-0.00122532j -0.000310899+1.51841e-05j 0.000828222-0.00335916j -0.00101975+0.00116491j 0.00718132+0.00808222j -0.00702645-0.00258913j -0.00120737-0.00129371j -0.00189218-8.88497e-05j -0.0040008-0.00308492j -0.0064086-0.00969053j 0.000675937+0.00138941j -0.000155843+0.00236208j 0.00191647+0.00377931j -0.00184549+3.94991e-05j -0.0086163+0.000954294j 0.000968807+0.00259688j -0.000301781+0.000108595j 0.00503056+0.00673708j 0.00683633+0.0003112j 0.00165981+0.00248067j 0.000296898+0.0052972j 0.00176248+0.00859487j 0.00423313-0.00457975j 0.00257537-0.00559798j -0.00115955-0.000322435j 0.00416911-0.00397311j 0.00842524-0.00102778j 0.00184851-0.00206758j -0.00135651+0.00292945j -0.00317516+0.00081184j -0.000124956+0.00148756j -0.00685187+0.00306339j 0.0037133-0.00331191j -0.00522565-0.0028276j 0.00308436+0.00385922j -0.00143392+0.00406802j -0.000712107+0.00996513j 0.00119177-0.00330573j 0.00295677-0.00540547j -0.00217455-0.00248643j -0.00172977+0.00169091j 0.00347832+0.003167j 0.00435649-0.00554455j -0.00331717-0.00185242j -0.00385362+0.000559217j 0.00270181+0.00327082j 0.000772859-0.00151645j -0.00160347+0.000272634j -0.00121488+0.0025172j 0.000606653+0.000341746j -0.000171952+0.000287006j 0.00171977+0.00120951j 0.000569004+0.000301116j 3.59213e-05-0.00133857j 
0.000154476+0.000664156j -0.000370489+5.34767e-05j -0.00187313-0.000748383j 0.000654699-0.00133927j -2.04042e-05-0.00054914j -0.00411938+0.00161533j 0.00549017+0.00389412j 0.00343592-0.000621363j 0.00635937+0.00236942j 0.0013566-0.00322306j 0.00298673+0.00107407j -0.000999665+0.00500784j -0.000235722-0.000718741j -0.000610843+0.00640506j -0.00506734-0.00389235j 0.00773905-0.00391465j 0.00348633-0.00600332j 0.000823701+0.00552052j 0.00275617-0.00192251j -0.000769961+0.00167435j -0.00244558+0.00405859j 0.000651306+0.00212367j 0.00267038-0.00274614j 3.93994e-05+0.0062616j -0.0112513+0.00431j 0.0026523+0.00112278j -0.00444157-0.00790926j -0.00447595+0.0022803j 0.000667934+0.00210752j -0.00640539+0.00505041j -0.000170066-0.00358758j 0.00156474-0.00596808j 0.00362515+0.000920463j 0.00508043+0.00711464j 0.00643797-0.00206224j 0.00266538+0.00111776j -0.00139191+0.00402518j 0.00547805-0.00222186j -0.000855896+0.00313038j 0.00393863-0.00944148j 0.00372948-0.00429992j 0.00581065+0.00231837j 0.00724757-0.00623892j 0.000232328-0.00307832j -0.00644012-0.000655786j -0.000515814+0.0112954j 0.00408677-0.000973754j 4.15605e-05-0.00445284j 5.01491e-05-0.00733895j 0.00800442+0.00362915j -0.00108949-0.000858741j 0.00206947-0.0027975j -0.0044261-0.00136397j 0.000497394-0.00143867j -0.00501149-0.00109602j -0.00125843+0.00196968j 0.00108733+0.0039038j 0.00485024+0.00246475j 0.000860535-0.00757231j -0.00319427-0.00131042j -0.00372905-0.00583657j 0.00519543+0.00111208j 0.000428983+0.00171243j 9.06223e-05+0.000727068j 0.00143791+0.00204122j -0.00193073+0.00180489j 0.00294455+0.00149178j -0.00106698+0.000389364j 0.00183428-0.00151057j -0.000865822-0.00019023j 0.000428131+0.00176074j 0.000775442-0.000227431j 7.2253e-05-0.000159444j 0.00146688-0.000689372j 0.000274496-0.00132369j -0.00156936-0.00017535j -0.000117767+0.00129138j 
0.00144406+0.000688927j -0.000588495+0.000597131j -0.00367623+0.00120409j -0.000130498-0.002005j -0.0073067-0.00082215j 0.000171309-0.00436761j 0.00199727-0.00507271j -0.0033256-0.00220396j 0.00365-0.000482643j 0.000709073-0.00124054j -0.00496225+0.00208943j -0.0021634-0.00234675j 0.00257371+0.00191787j -0.00241627-0.00210711j -0.00390506+0.00260154j 0.00313926+0.00377325j -0.00426181+0.00463975j -0.00510182+0.00239431j 0.002424+0.000592968j -0.00426142-0.00595525j 0.0010641+0.00186076j 0.00195135-0.00122245j -0.00581629-0.00134151j -0.0100527-0.00704152j -0.00200589+0.00457616j -0.00319067+0.00860943j 0.00655853-0.00491139j 0.00256621+0.00398436j -0.00240183+0.000613317j -0.00332826+0.000615691j 0.00149569-0.000392348j -0.00265749+0.00230475j -0.000582435-0.00483347j -0.00144648-0.00788225j 0.00752771+0.00110498j 0.00231737+0.00124333j 0.00653784-0.00597756j -0.000257048+0.00382992j 0.00482708-0.00219692j 0.00231192+0.000470091j -0.00373355-0.00267179j 3.61953e-05+0.000700707j -0.00581391+0.00325624j -0.00813265-0.00346892j -0.00249402+0.00468609j -0.00609992+0.00183349j -0.0082562+0.00308216j 0.00938329+0.00594673j -0.000342288-0.00665442j 0.00181367-0.00194999j -0.00823484+0.00207773j 0.000539741+0.0058995j 0.00544173+0.000309657j -0.00376992-0.00346225j -0.00383276-0.00170898j 0.00680125-0.00030761j -0.0056278-0.00256425j 0.00481107-0.000655375j -0.00071938-0.00319679j 0.00143852+0.00214135j -0.00267443+0.00497259j 0.000472825+0.00467082j 0.000865532+0.00242141j -0.000135249-0.00144323j 0.00378783+0.00317957j 0.000675412+0.000984079j 0.00115576-0.00308912j -0.00151013-0.000889014j 0.00101864-0.00133333j 4.57979e-05-0.00178826j -0.000411842-0.000263857j -0.0024233-0.000111861j 0.00222505-0.000190884j 0.00141177-0.000695115j 0.0012686-0.000546949j -0.000803758+0.000450945j 0.000320424-0.0001835j 
0.000329647-0.0011497j 0.000728601-0.000330097j -0.000118747+0.00439472j -0.000801039+0.00185034j -0.00689692+0.000169933j 0.00240755+0.00823341j 0.0019594-0.0006384j 0.00556185+0.00582806j 0.00478851+0.00956729j 0.000132312+0.0114873j -0.00839464-0.0021844j -0.00627419-0.0102567j -0.0139318-0.00621669j -0.000459846+0.00323208j 0.0037615-0.00924142j -0.00650472+0.011111j 0.00169351+0.00670487j 0.00496467-0.000717741j 0.000572758+0.00776787j 0.000245834-0.00234472j -0.00693532+0.00115546j -0.000738994+0.00333095j -0.00517647-0.00632885j -0.0168681+0.00707263j -0.00196112+0.00899103j -0.00495813-0.00193556j 0.00738207-0.00162958j 0.0139281+0.0136707j 0.00539214+0.00560835j -0.00679371-0.00566022j -0.0103827+0.0039941j -0.00392155+0.00316466j -0.0042574+0.00379612j 0.006867-0.00819979j 0.00374386-0.00448406j 0.000808418+0.0023283j -0.000230998+0.000897159j 0.00994379+0.00377708j 0.00675556-0.00315092j -0.00373928-0.0014437j -1.14035e-05+0.00312925j 0.00268245-0.00658199j -0.00253693-0.000190143j 0.00217784+0.000560558j -0.00273412-0.00076731j 0.00481742-0.00613905j 0.00198251-0.00107525j -0.00481557-0.00261367j 0.00302654-0.00515277j 0.00164321-0.00484962j -0.00284832+0.00146558j 0.0012218+0.00195522j -0.00334586+0.000447483j -0.000418607+0.00265942j -0.00312157-0.000269107j -6.05853e-06-0.0077711j -0.00370665+0.000361139j -0.00633674+0.00666056j 0.00148486+0.00763776j -0.0011292+0.00350069j 0.00417931-0.0031571j -0.000265027-0.00115293j -0.00311549-0.00106572j -0.00381533+0.00180049j 0.00220492-0.0022145j -0.000374304-0.000479562j -0.00107073-0.00216848j -0.000642509-0.00199732j 0.00214877+0.00221207j -0.00118841+2.00843e-05j 0.0020171+0.00131111j -0.00211574-0.000696978j 0.000271302-0.00078185j -0.00299147+5.59694e-05j -0.000358622+0.00262105j 0.000329221-0.00157261j -0.00154719-0.000823412j 
0.0011119-0.000170181j 0.000174935+0.00102551j -0.000336933+0.00211162j -0.00141827+0.00110584j 0.000210885-0.00243504j -0.000968313+0.00469558j 0.00227106+0.00143742j 0.00151432+0.00397071j 0.00135366+0.00452223j -0.00255309+0.00121188j 0.00155794-0.00123j 0.000126619-0.000657569j -0.00278729-0.00392884j 0.000409351+0.00483437j -0.00109557-0.00174141j -0.000286728-0.000646044j 0.00256456-0.000256325j 0.00368441-0.000669944j -0.00127816+0.000558068j 0.000275412+0.0023224j -0.00256535-5.93886e-05j 0.00121025+0.00183404j 0.000579938-0.00313429j 0.00197449+0.00599408j -0.00169492+0.00358329j -0.00100346-0.00430463j -0.00287873-0.000747899j 0.00233541+0.000969171j 0.00240135+0.000721782j -0.00281513+0.000803761j -0.00315865+0.000773262j -0.000511-0.00156092j 0.00152411+0.00182891j 0.00416843+0.00127226j 0.00103813-0.00100296j -0.00108395+3.91085e-05j -0.00155963+0.00329926j 0.00462212-0.00073152j 6.64933e-05+0.0017773j -0.000910323-0.00425154j 0.00167273-0.000504235j 0.00215351-0.000770652j 0.00253985-0.00381299j 0.00294458+0.000573327j -0.00204399-0.000575285j 0.00269116+0.000428618j 0.00215013-0.00185459j -0.00413834-0.0017581j 0.00129354-0.00250857j 0.00334383-0.000391713j 0.00127178-0.000424654j -0.000110956-0.00129778j -0.00362869+0.000953703j 0.00118387-0.000142678j -0.000283048+0.000968221j -0.000988367+0.000256375j 0.00166149+0.0013039j -0.00190018+0.00108088j -0.00067933+0.000811526j -0.000603444+0.00100282j 0.000598886-0.00316162j -0.000174761-0.00222581j -0.00018883-0.00074915j -0.000161122+0.00100179j -0.00127739-0.000639161j -0.00107606+1.70952e-05j 0.000653846+0.000141405j 0.000983951-0.00082777j 1.18295e-05+0.00101956j -0.000254508-9.35321e-05j 0.000290534+0.00131739j 0.000583772-0.000321498j 0.000111162+0.000263065j -0.00120001+0.000443376j 0.000446465+0.00104077j 0.000671383+0.000112705j 0.000295978-0.000694172j 
-0.000580793+0.00280743j -0.0032985-0.00153835j -0.00230191-0.00122856j 0.00448516+0.0022585j -0.00719693-0.00314082j -0.00442151+0.0121828j 0.00452396-0.00479335j 0.00279665+0.012867j 0.000643357-0.000524635j -0.0173105-0.000771419j 0.00144296-0.00949644j 0.00343118-0.00812805j -0.000229769-0.0172283j 0.000103922+0.0106282j 0.00899206+0.0097259j 0.00342404-0.00938994j -0.00349666+0.00533135j 0.00455381-0.00872935j -0.0130067-0.00871767j -0.00409465+0.00237738j -4.9467e-05-0.00131028j 0.00104762-0.0048994j 0.00653277-0.00727084j 0.00282242+0.00732234j -0.00123228+0.00224141j -0.00480388-0.0166761j -0.00279933-0.00532894j 0.00688501-0.0025378j 0.0111144-0.00865463j -0.00754285+0.00131707j -0.00243519+0.00465932j -0.00858225-0.00421656j 0.00130843+0.00969345j 0.00504234-0.00294599j 0.0001306+0.00412041j -0.0133434+0.00168278j 0.000545386+0.00159593j 0.0104162+0.003672j -0.00924336-0.00609928j 0.0018808+0.000404216j 0.000309092-0.000667831j -0.00427894+0.00301099j -0.00157339+0.0022733j -0.0012074-0.0016335j 0.00559932-0.00469313j -0.0032192-0.00518395j 0.000771654+0.00182527j -0.000288863+0.000730671j 0.00425071-0.00574728j -0.00216583+0.007889j 0.00650792+0.00507101j -0.00590669+0.000893518j 0.000769748+0.000346969j 0.00239832+0.00242792j 0.00333876+0.00596293j 0.001704+0.00266714j 0.00718037-0.000754827j 0.000790529+0.00111549j -0.000185208+0.00059409j -0.0010047-0.00258803j -0.000556592-0.000449821j -0.001175-0.00133786j -0.00231132-0.00648057j -0.00307975-0.00268504j -0.00144921-0.00243542j -0.0018523+0.00621646j 0.00247496-0.0045518j 0.0010361-0.00183371j 0.000756707+0.0019563j -0.00153634+0.00230334j 0.00344871-7.75188e-05j -0.00258204-0.000376825j 0.00104351-0.00246214j -0.000205295-0.00121749j 1.43968e-05-0.000628519j -0.00230032+0.000431336j -3.75356e-05+0.00169225j 
0.00126021+0.000446005j 0.000626561+0.00180521j 0.00301834-0.00371622j -0.00121079+0.00373929j 0.0102913-0.0116528j -0.00221847-0.00230562j -0.00256326+0.00411522j -0.00863024+0.00449599j -0.00989544+0.00197305j -0.00755422-0.00423026j 0.00983332+0.00365861j 0.00762109-0.00011697j 0.00626519-0.000505267j -0.00259153-0.00434437j -0.0044825+0.00966995j -0.00408391+0.00324551j 0.00313802+0.0025699j 0.00155728-0.0036171j -0.000462045-0.000501073j -0.00304482+0.00500179j 0.000928113-0.00179986j 0.0014871-0.00053592j -0.00407016+0.00213392j 0.0163056+0.00554282j 0.0129728-0.00716775j -0.00278462-0.00183685j -0.00503887+0.00730215j 0.00416042-0.0183334j -0.00402909-0.00952847j 0.00325039+0.00338483j 0.00243133+0.00374236j 0.00236495-0.000101297j 0.00225277-0.00197972j -0.00773944+0.00234445j -0.0071772+0.00603872j 0.000385332+0.000361229j 0.000610207-0.00166487j -0.000175811+0.00549338j -0.00731493+0.00618957j -0.00349634+0.00371913j 0.00374529+0.00500024j 0.000604837-0.000446391j 0.00384179+0.000940672j 0.0086171+0.00710514j 0.00530508+0.00188729j 0.00253094-0.00690055j -0.00228625-0.00428951j -0.00571922+0.000323757j 0.000991036+0.00558437j 0.00112363-0.0024945j 0.00145695-0.00590588j -0.000441433-0.0014843j -0.00289483+0.0010937j 0.000371948-0.00289765j 0.00457251+0.00115279j -0.000785789+0.00455726j 0.00166836-0.00251236j -0.00513573-0.00246179j -0.0036646+0.00347738j 0.000994013+0.00197825j 0.00426732-0.00160987j -0.00244756-0.00573617j 0.000589187-0.00280422j 0.00232714-0.00231471j -0.00476723-0.000155463j -0.00237341-0.00382545j -0.000341477+0.00138078j 0.00499399-0.00033212j -0.00235737+0.00336292j 0.00181688-0.000978883j -0.00183151+0.00178169j 0.000828754-0.00104805j -0.00151345+0.000794303j 0.00119657+0.00179012j 0.000369168-0.000919988j 0.000609324+0.00102265j 0.00209622-1.01255e-05j 
