-0.160382+0.109462j 0.107203+0.158496j -0.0512772+0.0783273j 0.0983032+0.0717274j 0.0702356-0.0383212j 0.0934983-0.090866j 0.0122747+0.166896j -0.214495-0.0506715j -0.0226741+0.0720983j -0.0214021+0.178138j 0.0902488+0.0766582j 0.102835+0.0315979j 0.10076-0.0696953j 0.0949008-0.18309j 0.0541846+0.0827904j -0.163996+0.0608596j -0.013432-0.0601393j -0.100385-0.0526429j -0.0391799-0.0449614j -0.243899+0.00530133j -0.0894325+0.0857618j -0.038485-0.0151056j -0.0779594-0.103052j 0.0755723+0.0694544j -0.120769-0.0185151j 0.0655204+0.0133235j -0.0476644-0.206636j 0.0574706-0.0103524j -0.0951694-0.157953j -0.0235318-0.0346678j -0.0795524-0.0892115j 0.0558739+0.178266j 0.134798-0.0838615j 0.0489238-0.059012j -0.0477842+0.0389123j -0.107403+0.156394j 0.0708503-0.033858j 0.0111076+0.086376j 0.119524-0.0108421j -0.0493448-0.000753261j 0.209902+0.0401091j -0.0487929+0.218164j 0.0960919-0.0494197j -0.0434349-0.0789738j 0.0676079-0.205644j -0.208459-0.0898482j -0.0620225+0.0603742j -0.000844799-0.016763j -0.133372+0.0722526j 0.0961632+0.148305j 0.0665723-0.0663423j -0.00756717-0.0228304j -0.0197974-0.0304525j 0.0172591-0.018298j -0.0427578+0.0335415j -0.0406608-0.0202492j 0.0153298+0.00467815j 0.000546731+0.0311548j 0.0159112+0.0247233j 0.00266624+0.0118733j 0.0120151-0.0196786j 0.000470711+0.0257098j -0.0296726-0.0105075j -0.0320833-0.00190735j -0.00828689+0.0162554j -0.0210543+0.0227636j 0.00189438+0.00913243j 0.0351423+0.0202414j 0.0197088-0.00535484j -0.021712-0.000958473j 0.00116714-0.0131902j -0.0126741+0.0119291j -0.0115714-0.0128537j 0.0135222+0.00340283j 0.0163364-0.00510193j 0.00962532+0.0152923j -0.00282717+0.0346802j 0.0117862+0.0186187j -0.000509688+0.0307588j -0.00864299-0.0254678j 0.0371891-0.00940551j -0.00878611+0.00809317j 0.00556704-0.0136969j -0.00625687-0.020417j 0.015565-0.000958291j -0.0273118+0.0147211j -0.00376657-0.0132011j 0.0204328+0.0138598j 0.00136422-0.0194469j 0.00681643+0.00034152j 0.0223411-0.00876336j 0.0147133+0.0301335j 0.0245025-0.00937357j -0.0070318-0.00533235j 0.0150537-0.0199128j 0.0162873+0.0116446j -0.0692137+0.038369j 0.0396044+0.0703726j 
-0.000902509+0.00927514j 0.0098767+0.00153735j -0.00348783+0.00327528j 0.00368589+0.00142665j -0.00244135+0.00248508j 0.0170176-0.00419217j 0.0112425+0.019809j -0.0085317+0.00702331j -0.0106021-0.0172617j -0.00366572+0.0086059j -0.00680564-0.00943924j 0.000885827-0.0080102j 0.00843956+0.00368201j -0.00680751+0.0210028j 0.0069254-0.0046799j 0.0242303+0.00552947j 0.000945186-0.000206531j -0.00231925-0.0124368j 0.00959219-0.00298886j -0.00418884+0.00265975j 0.0113319-0.0109629j -0.00296244-0.0047288j -0.00186192-0.01111j -6.85597e-05-0.00262844j -0.00834244+0.00665698j 0.0159248+0.000197389j 0.0106783-0.0045441j 0.00290993-0.00757438j 0.0143978+0.0103167j 0.00614516-0.00429849j 0.00305091-0.00919945j 0.00350092-0.0029189j -0.00679296+0.0144375j -0.00773557-0.0124476j -0.0246891+0.0100917j 0.00532185+0.0119216j 0.00830914+0.00102787j 0.0010693+0.00683786j 0.0111004+0.00960404j 0.00974102-0.0136488j -0.00552516-0.00139562j 0.00414342-0.00691972j 0.000879036-0.00842328j -0.00522986+4.53935e-05j -0.00181387+0.0062441j 0.00307976+0.00678959j 0.0265117+0.0196769j 0.0306943-0.0259182j -0.00638994-0.0280519j -0.0141966-0.00897393j -0.0134723+0.00262949j -0.00509318-0.00330294j -0.0186008-0.00576888j 0.0129932-0.00133823j 0.00204682+0.0309187j -0.00277658+0.00910988j 0.0113319-0.00839167j -0.00300205+0.00574934j 0.0136028+0.00627108j -0.00491819-0.00359382j 0.00538124+0.000469352j -0.00774623+0.00402354j -0.00987882+0.00543106j 0.00267516-0.00988073j 0.00436204-0.0141649j -0.00991728-0.00435283j -0.0074852-0.0138623j 0.0185837-0.00104257j -0.00135334-0.00981014j 0.00436967-0.00498807j 0.00206373-0.000948443j -0.00871972-0.00479297j 0.0180533+0.00506135j -0.00895888+0.0101224j -0.0109913-0.00438723j -0.00111765+0.0126066j -0.00588292+0.00572966j -0.00665635-0.00274305j 0.00634046+0.00190835j -0.00458798-0.0122063j -0.00205705+0.00897959j -0.0142069+0.0119487j 0.0057587+0.00990952j 0.0133779-0.000560301j 0.00112539+0.00823354j 0.00251666-0.0224468j 0.000736784+0.0130008j -0.0271535-0.0145425j -0.0195917+0.012884j 0.00254838-0.00364584j 0.0268185-0.0103973j -0.00665818+0.0375826j 0.0225296+0.0170915j 0.0146509-0.000787018j 0.00790771+0.00779605j -0.00791165+0.006836j -0.00165574+0.00230222j 0.00200453+0.00161689j 
0.00346353+0.0048264j 0.0050284-0.0032382j -0.00487072-0.00699655j -0.00736348+0.00185451j -0.0124674-0.0127993j -0.0254462-0.00217998j 0.0179365-0.021127j -9.62045e-05+0.0237589j -0.0117232-0.00228136j 0.00510137+0.0227278j 0.0160094+0.00221001j 0.00471968+0.0133263j 0.00874595-0.00639786j 0.013293+0.00136261j -0.000833867+0.00313088j 0.00550124+0.00210203j -0.00224093-0.00798336j 0.00254569-0.0071315j -0.00807382+0.00580826j -0.00500118-0.00365j 0.000393337-0.0159584j 0.01045-0.0107924j 0.00178342+0.00148754j -0.0101272+0.00514246j -0.0177806-0.007782j 0.00680626-0.0076202j 0.00354928-0.0066398j -0.00896776-0.00926768j 0.00834239+0.00843877j 0.00792361+0.00508142j 0.0128103-0.00351579j -0.0106969-0.00270062j -0.00556783+0.00708966j -0.00654373+0.0113957j -0.00432614+0.00158961j 0.000822833-0.0116491j -0.0162343-0.009181j -0.0285713+0.0226265j 0.0173616+0.0271708j 0.00560881+0.000827345j 0.00507973-0.000977718j 0.00122471+0.00344349j -0.00948771+0.00655793j 0.00769035+0.011885j 0.00360432-0.00688024j -0.00931505-0.00816936j -0.017031+0.00953243j 0.00164558+0.0171329j 0.00236578+0.0164314j 0.0188794+0.00996668j 0.00888603-0.000682925j 0.0193416+0.00607119j 0.0142117-0.0181187j 0.000649474+0.00368451j -0.00645832-0.0147109j 0.000714675+0.00310357j 0.00270859-0.00171543j 0.0109517-0.00141003j -0.00467333-0.00843254j 0.00171044-0.0118095j 0.00558891+0.00106824j 0.00285748+0.00210535j -0.000428936+0.00196623j 0.00308395+0.00489191j 0.00257146+0.00812132j 0.00569563-0.00193936j 0.00576348+0.00660871j -0.0113611+0.00736649j -0.00813369+0.00714465j -0.0041048-0.0041932j -0.000956527-0.00446636j -0.00153751+0.00421985j -0.0089132+0.000350638j 0.00710235-0.00852119j 0.00720769-0.00489451j -0.00708834-0.00935337j 0.000178797-0.00398015j 0.0103267+0.000743709j -0.0065234-0.00375366j -0.00236619-0.00335535j -0.00344561+0.00596391j 0.013725-0.0032049j -0.00676271-0.00873385j 0.00767709+0.00145568j -0.00238972-0.0191135j -0.00694852+0.0123521j -0.00926546-0.0110567j 0.0142962-0.00536755j 0.000560695+0.00186827j -0.0104546-0.000245146j -0.010003+0.00478234j 0.0110072-0.0183752j -0.0188265-0.0189232j -0.0133617+0.0100511j -0.00244413-1.11633e-05j 0.000610153-0.00238021j 0.00265562+0.00261627j 0.00253409-0.00271651j 
-0.00362898-0.0082004j -0.00825528+0.00332812j 0.00819744+0.0062992j 0.00470055-0.0103679j -0.0154714+0.00836052j 0.00486704+0.00399795j 0.00804072-0.00228753j 0.00620036+0.0078885j -0.016473+0.00307942j 0.0022893+0.0114677j 0.003632-0.00252013j -0.00287242+0.00521635j 0.00960917+0.00192238j -0.0152817+0.0119372j -0.00228251+0.0119326j 0.000456874+0.005114j 0.00302382-0.0025823j 0.00421111+0.000103427j 0.000888614+0.00166623j -0.00893563+0.0120875j 0.0139531+0.0206942j 0.00937747+0.00497481j 0.00553978+0.00787552j 0.016625-0.00563818j -0.0136921+0.00455252j 0.00270298+0.00168294j 0.00371492-0.0222751j -0.0104567-0.0113344j 0.00408587+0.00751799j -0.0196147-0.00496748j 0.00168668-0.00590665j -0.00847773+0.004913j 0.0130714+0.0260613j 0.0217956-0.0042709j 0.00579101-0.0112986j 0.00909981-0.00809265j 0.0109978+0.000810812j -0.0137964-0.00423808j 0.00183504+0.0144184j 0.00375873-0.00591998j -0.0116613-0.00859491j 0.00657779-0.011312j 0.0096335+0.000507815j -0.00095543-0.0118862j 0.00214154-0.00989333j -0.00535501-9.97853e-05j 8.94332e-05-0.0164515j -0.0153689+0.0041138j 0.00708897-0.00243809j -0.00642428-0.00837756j 0.000580845-0.0128812j -0.0188095-0.00134179j -0.00580947+0.0126649j -0.00283789-0.00678638j -0.00335381-0.000411376j -0.0013665-0.0158461j -0.0171513-0.0022571j -0.00315738-0.00887233j -0.0145587+0.00581555j -0.0129725+0.0129294j -0.0205406+0.00369132j 0.000337122-0.00337162j 0.00431212-0.00246852j -0.000904559+0.00225318j -0.00360679+0.00903427j -0.00530023-0.00309423j -0.00216833+0.0165463j 0.00219442-0.0109753j 0.00751536+0.0113068j -0.00287483+0.0141027j 0.00393887+0.0115691j 0.0138309+0.0068262j -0.00480717+0.01177j -0.00216846-0.00115299j 0.00278287+0.0125476j 0.00795256+0.0089962j 0.0109257+0.0012049j 0.00580723-0.00932133j -0.00369112+0.000241595j -0.00806583+0.0111762j 0.00379241-0.0199789j -0.00843185-0.00905926j -0.00276877+0.000518618j -0.023635-7.53217e-05j 0.0165392+0.0139099j 0.020149-0.00688108j 0.0260825+0.011382j 0.00708499+0.0319844j 0.0167804-0.0223956j 0.01595-0.00562581j -0.0147768-0.0037684j -0.00675125-0.015795j -0.00750914+0.0121615j 0.0108635-7.12007e-06j 0.00537251-0.00907789j 0.00786798+0.00568141j 0.00119869-0.00122356j -0.00123748-0.00132816j 
0.00509572-0.00892575j -0.00884464-0.00489808j -0.00879531+0.0111668j 0.0149963+0.00508852j -0.0130849-0.0247688j -0.0122582+0.0108974j -0.000160696+0.00272553j -0.00747528+0.00400439j 0.00704292-0.0179787j -0.00984889-0.00109143j -0.00280978+0.00358312j -0.00029568-0.00548236j -0.00570503+0.00569369j 0.00249996-0.00886721j 2.7981e-05-0.00751283j -0.00209701+0.00291459j -0.00307591-0.00064516j 0.00695479+0.00373218j -0.00494483+0.00160097j -0.000898586-0.00884169j -0.00897612-0.011854j -0.00765771-0.0125401j -0.00876741-0.00836819j -0.00743758+0.00390679j 0.00291655-0.0105931j 0.000668801-0.00192427j -0.00275201+0.0141487j 0.0106074-0.00235485j -0.00693647+0.00297731j 0.0172588-0.00118869j 0.00512712-0.0051767j 0.00696768+0.00295665j -0.00803025-0.021861j -0.0182028-0.00488657j -0.0247053+0.00960853j -0.00741534+0.00704085j -0.00907389-0.013976j -0.00577264+0.017584j 0.0167996+0.0027406j -0.00925187-0.00691568j -0.0153063+0.0110039j -0.00930357-0.0149534j 0.00980402-0.00693674j -0.0107454-0.00848582j -0.00368635-0.011325j -0.00374212+0.00534495j -0.00049049-0.0213999j -0.0212598+0.00670595j 0.00557423-0.00373926j -0.0113591-0.00626992j -0.00282132-0.0104568j -0.0284923+0.00294936j -0.00458774+0.0183057j -0.00454386-0.00881774j -0.0054114+0.005508j -0.0112516-0.0190689j -0.0253101+0.00193996j -0.00876867-0.0131924j -0.0178826+0.0133587j -0.0165942+0.0239127j -0.0284474+0.0104364j -0.000169804-0.0053031j 0.00418038-0.00230063j -0.000281484+0.000845493j -0.00514207+0.0113845j -0.0066475-0.00166554j 0.00095856+0.0210967j 0.00267291-0.0156039j 0.0152165+0.0138668j -0.00386055+0.018737j 0.0111245+0.0156139j 0.0222912+0.00990351j -0.00363246+0.0173802j -0.00479343-0.00301174j 0.00405793+0.0183846j 0.0120405+0.0136983j 0.0192134+0.000418973j 0.0025518-0.0146284j -0.00291102+0.00339634j -0.0114528+0.0179302j 0.00436149-0.0306904j -0.0143507-0.0091891j -0.00360242+0.00429802j -0.0359944+0.00019861j 0.0256291+0.0183337j 0.0252994-0.0120312j 0.037117+0.0131228j 0.0126198+0.0458471j 0.0232726-0.0366693j 0.0271338-0.00824239j -0.0185074-0.00499877j -0.0130874-0.0193817j -0.00980346+0.0205286j 0.0166842+0.00164152j 0.00843649-0.0131245j 0.011861+0.00894698j 0.00318552-0.00172423j -0.00181046-0.0033955j 
0.0162794+0.0102921j 0.00921712-0.0155425j -0.00123548-0.00215163j -0.00178782-0.00327707j -0.0154663+0.00896714j 0.0106952+0.00744005j -6.08196e-05+0.0113899j -0.00677308+0.00459982j 0.000919259-0.000237335j -0.00376241+0.00350689j 0.00868499+0.00384626j -0.00594855+0.00726944j -0.0101148-0.000673578j 0.00672654-0.00397279j -0.00380477-0.00178757j -0.00151223-0.00217227j -0.00354467+0.0055459j -0.00553433+0.00116454j 0.000445015-0.00119232j -0.00152771+0.00122693j 8.10338e-05-0.00216579j 0.000109881+0.00123268j -0.000708749+0.0045732j 0.000989294+0.00864252j 0.00696443+0.00029313j 0.00252645+0.00321356j -9.48423e-05+0.00156739j 0.00088648-0.00181742j -0.00129006-0.00705664j 0.0027737-0.00112618j 0.00655075+0.00279425j -0.00153432-0.00175376j 0.00294366+0.00176563j 0.000400966-0.000466683j 0.00367431-0.00424631j -0.000356924-0.00389374j 0.00760871-0.00276515j -0.00270975-0.000937719j -0.000186802+0.000948168j 0.00582805-0.00902233j -0.0074269-0.000407505j -0.00185645-0.00282502j 0.00824533+0.000922396j 0.00170828-0.00243548j -0.0155256-0.00925479j -0.00855661+0.00942075j -0.0232054+0.00570711j 0.0146839+0.0303303j -0.00499073-0.0228605j -0.0185099+0.0189367j 0.00323669+0.00554319j 0.00542716+0.000278968j -0.0130239+0.019222j -0.0322157+0.0046682j 0.00842061-0.00230431j 0.0251204+0.0124095j 0.0077097-0.02054j -0.00147129-0.0121841j -0.00921397-0.00150765j -0.00323585+0.000601531j 0.0118876-0.00350083j -0.00819174+0.016411j -0.036207-0.0182528j -0.00961977+0.00454613j -0.00626074+0.0180173j -0.0111906+0.00492711j -0.00185028+0.0121725j 0.00512974+0.0261928j 0.0033788-0.0110728j 0.00177606+0.00828058j -0.00898712+0.0199183j -0.00752465+0.000984115j -0.00490996+0.00893912j 0.00494093+0.0267517j 0.0120149-0.00376964j -0.00223901+0.0233587j 0.00435815+0.0113793j 0.0302655-0.00458962j -0.0138409-0.00475632j 0.0142255-0.00182154j -0.0067396+0.00507049j -0.0166263-0.000494852j 0.00449429-0.0128535j 0.0113625+0.0199729j 0.0047105-0.0111741j 0.00365173-0.000916269j 0.0102382-0.0098185j 0.00556603+0.0046654j 0.00618145+0.0187255j -0.00913916+0.0113334j -0.0173204-0.027925j 0.0116496-0.0201209j -0.0118701+0.0201741j 0.0356598+0.00153916j 0.00356206+0.00415552j -0.0098423+0.00726566j -0.00925407+0.0275456j 0.0275087+0.00868717j 
-0.0114757+0.027212j 0.027646+0.0132111j -0.000220418+0.0313926j 0.0277594-0.000355929j 0.000342039+0.00535235j -0.00578101+0.00384944j -0.00397228-0.0135398j 0.0153293-0.000110377j 0.00135287-0.00740747j -0.00419958-0.00172411j 0.00235407+0.00446929j -0.00339499+0.00266728j 0.0042444+0.000198711j 0.00426152+1.43507e-05j 0.0019776+0.00385648j 0.00246049-0.00319911j -0.00107724+0.00260534j -0.00167972-0.00423842j 0.00588512-0.000902263j 0.00118546-0.00513922j -0.00414291-0.00800618j 0.00205528+0.00415378j 0.000327579+0.000352276j -0.00685034+0.00266555j 0.00370587+0.00714382j -0.00168876+0.0040696j 0.00521982+0.0049547j -0.00431155-0.00161988j 0.00790437-0.00323508j 0.00258399+0.00206053j -0.00604533+0.00101942j -0.00137108-0.00256509j -0.00108542+0.00467415j 0.00722449+0.00411564j 0.00494712-0.00167849j 0.00116161-0.000984164j -0.00166816-0.000788669j -0.00859521-0.00395204j -0.00680489+0.00607714j -0.00184229+0.000142528j -0.0132054+0.00462819j 0.00106709-0.0101707j 0.0251905-0.014283j -0.011596-0.0279834j -0.00849495+0.0181148j 0.0184489+0.00900484j -0.00580569+0.00744869j 0.00831344+0.00902636j -0.0054857+0.0269929j 0.0343509+0.00366499j 0.00798926-0.0168819j 0.00129965-0.0195766j -0.00569097+0.0151219j -0.00197943+0.0206856j 0.00532876-0.00219227j -0.00484134+0.00328755j 0.00328275-0.00307109j -0.0203971-0.00204594j 0.00983941-0.0120148j 0.0122012+0.00765518j -0.0177523-0.00500389j 0.0223675+0.0028423j 0.00334252-0.0103611j -0.0161792-0.0161819j -0.00132287+0.00614409j 0.00270711-0.0156075j -0.00851919-0.0113456j -0.00751293-0.00701061j -0.00274377-0.00385491j -0.00113584-0.00154116j -0.0207403-0.00092877j 0.00690205-0.00575317j -0.00549544+0.00225361j -0.00615262+0.00458618j 0.00621602+0.0105371j 0.00262664-0.0122558j -0.0207756+0.0119607j -0.0103904+0.0132053j -0.0168751+0.00599245j 0.0069016+0.00555759j -0.0135779+0.00888036j -0.0142501-0.017011j 0.0100407+0.000144628j 0.00287334-0.00678046j -0.00421066+0.0135891j 0.00269507-0.0097345j -0.0110852-0.0172279j -0.00962191-0.00980842j 0.00449619+0.00993119j -0.00390341-0.0127365j -0.0306391+0.0178662j -0.00544161-0.0141696j 0.00490846-0.017384j -0.0165074-0.0171912j 0.0328791-0.00806475j 0.0119223+0.0366052j -0.0375134+0.00207187j 0.000416561+0.0370155j 
0.0103921-0.000438282j 0.000498943-0.00871961j -0.00288075+0.00257601j 0.000884754+0.000852431j -0.00231948+0.00208819j -0.00372858+0.00477139j -0.00659761-0.00133687j 0.0030699-0.00343265j -0.000342046-0.00461364j -0.00489024+0.00847214j 0.00337403+0.00419537j -0.00329589-0.00707997j 0.00249461+0.000722209j 0.00575238+0.00175194j -0.0027052-0.00115216j 0.00229774-0.00234753j -0.00032886+0.00759697j -0.00465293-0.00374208j -0.00117476+0.000803297j 0.0010743-0.000732389j -0.00133101-0.00139976j -0.00243379-0.000483696j -0.000389105+0.00606558j 0.00336308+0.00101007j 0.00507682-0.0035139j 0.00212412-0.000808628j -0.00173029+0.00316814j -0.00339924+0.00157828j -0.000756983-0.00419691j -0.000977883-0.000846891j 0.00327889+0.00210522j -0.00364881-0.00380864j -0.00294918-0.00076931j -0.00214237-0.00130924j 0.00218796-0.00586875j 0.00172003-0.00255058j 0.00155347+0.000799856j -0.00148306-0.00121733j -0.00408073+0.00210016j 0.00210908-0.000269247j -0.00965675-0.00138109j 0.0021266-0.0100179j 0.00986531+0.00787676j 0.00710453-0.0078617j -0.00693686-0.00194982j -0.000987881+0.0042637j -0.0139428+0.00201275j -0.00100434+0.0114869j -0.00729126+0.00808694j -0.00265329+0.00780326j -0.00434668-0.00227045j -0.00722825+0.00323441j -0.00271478+0.0113082j 0.016841+0.000704879j 0.0034056+0.0200334j -0.011134-0.000786699j 0.00365318-0.00589141j 0.00374477+0.00148175j 0.00426281-0.0078623j 0.0010312-0.0081373j -0.0150095+0.00769713j 0.00350266+0.000597587j -0.00835804-0.000156606j -0.00741258+0.00379289j 0.011601-0.00257479j -0.00555215-0.0113961j -0.000187692+0.00343919j 8.59178e-05-0.00458399j -0.00603526+0.00576721j -0.00134342-0.00681351j 0.00318764+0.00279426j 0.0035519-0.000857978j 0.00322178+0.0142129j -0.00448385-0.00114904j 0.00369086+0.00463387j -0.0066715-0.00297101j 0.0123169+0.00737175j 0.00548345-0.00791715j -0.00209067-0.00304662j -0.0111718-0.00622897j -0.0018823+0.00282697j -0.00124129+0.00958078j 0.00450717-0.00132327j 0.0030212-0.00104906j 0.00953605-0.00676872j -0.000713512+0.00123565j -0.00317717-0.00252444j 0.00598138+0.0106856j -0.000432816-0.00950844j -0.00100501-0.00690542j 0.0057689-0.00825644j 0.00651407+0.00643505j -0.011546+0.00973392j 0.0208561+0.010916j 0.00167175+0.00809773j -0.0104933+0.00129453j 0.0120787+0.00137686j -0.000745135-0.0116153j 
0.0123153-0.00523241j -0.00545765-0.0120332j 4.03433e-05-0.00752589j -0.00772459-0.00164813j -0.00785027+0.00382473j 0.00363978+0.00212097j 0.00367725+0.0005317j -0.00384846+0.00308655j -0.000496216+0.000900939j -0.00396625-0.00436303j -0.00300813-0.00354842j 0.00543343+0.00768529j -0.00609512+0.000866549j -0.0031692-0.000151605j -0.0019908-0.000333195j -0.00359728-0.0048071j 0.00891189-0.00482782j 0.00428969-0.0001674j 0.00130126-0.00475916j 0.00480485-0.00119961j -0.00233721+0.00522219j 0.00303575+0.00529383j 0.00102647-0.00693925j -0.00450521+0.00286845j -0.000206234-0.000707492j -0.00171968-0.00935292j -0.00173954-0.000959097j 0.00578868-0.00350301j -0.00451004+0.00536164j 0.0019061+2.2062e-05j -0.0022046+0.00312631j -0.00349866-0.00134765j 0.0039272-0.00252725j 0.00211018-0.00044162j 0.00107065-0.00333643j 0.00275076-0.00086502j 0.000360244+0.0011324j -0.000548303-0.0003295j 0.00446056-0.00084647j 0.00479068-0.00205206j -0.000183337+0.00176035j -0.000551852+0.00151651j -0.00895727-0.0039607j -0.00483793+0.00535673j 0.00370918-0.00937511j -0.00538097-0.00503498j -0.00496513-0.00772123j 0.00234765+0.00857033j 0.00500675-0.0142302j -0.0141186-0.0138486j -0.0152815+0.00533167j 0.00783466+0.00548015j -0.0119617+0.00618973j -0.0122726+0.00364542j 0.00721534+0.0056754j 0.00105438+0.00554145j 0.0107139-0.00804497j 0.00909028-0.003315j 2.29845e-05+0.000878213j -0.000765978-0.00574141j -0.00893475-0.00466453j -0.00446723-0.00432267j -0.000926832+0.013196j 0.00951322+0.00381385j 0.00655123+0.00198747j 0.00690597+0.000337536j -0.0010209-0.000153095j 0.000743902+0.000338004j -0.0127757-0.00830304j 0.0133286+0.00198059j 0.0111063+0.00347218j 0.00644243+0.0115762j 0.0027988+0.00652953j -0.00817644-0.00591607j -0.00471185+0.00745235j -0.0071376-0.00058244j 0.010217-0.0106569j 0.00854397-0.0107604j 0.00287201-0.0168934j 0.00105393-0.00678138j -0.00342814+0.00231736j 0.00677058-0.000758947j -0.00247554+0.0146389j 0.00563334-0.00082421j -0.00437663+0.00363644j -0.00370963-0.00351651j 0.00808438-0.00855175j -0.0102479+0.00121112j -0.00315525+0.00572436j 0.0202583-0.0143613j -0.0119398-0.00203973j -0.0106324+0.000334641j 0.000124933+0.00119041j -0.0108255+0.0125957j 0.00681799+0.00430235j 0.00167356+0.00353156j 0.00400367-0.00217424j -0.00130082-0.00550301j 
-0.00877048+0.00924564j 0.00925792+0.00708458j -0.0121128+0.00717117j 0.00644024+0.0130906j -0.00428556-0.00453082j -0.000438714-0.000725346j 0.00812591-0.0023081j -0.000703909+0.00703082j 0.000502046-0.00129921j 0.00351861-0.000860259j -0.00508748+0.00114959j -0.000609667+2.64239e-05j -1.20797e-05+0.00340844j -0.000984088+0.000256443j 0.0033233+0.000779442j -0.00147902-7.36484e-05j -0.00392766-0.00547044j -0.000681751+0.00367016j -0.000435209-0.0042692j -0.00755699-0.00406255j 0.000823224-0.001122j 0.00107592-0.00660021j -0.00503533-0.0014828j -0.0024027+0.00226493j 0.00171035+0.00721369j -0.00109138+0.00635183j 0.00277409-0.00293472j 0.00189187-0.00604843j 0.00557764-0.00259002j 0.00376037-0.00144139j 0.00289882+0.00118869j 0.00324089+0.000111273j 0.00269966-0.00214568j 0.00390867-0.000368798j -0.000297387+0.000114624j 0.00108307+0.000583349j 0.0039014-0.000394088j -0.00533433-0.00414489j 0.00245325+0.000886697j 0.00212994-0.0024251j -0.000154889-0.00182714j -0.00246726+0.00287634j 0.0055919-0.00323819j -0.000387239-0.00882368j -0.00152336+0.00198205j 0.00339238+0.00456568j 0.0112699+0.000406501j -0.00245638-0.00246692j -0.00130132-0.000685394j 0.00576217+0.00960742j 0.0129509-0.00731118j -0.000751896+0.00969884j 0.00807349-0.015306j 0.00295288-0.00458045j -0.00930436+0.00178337j -0.00271186-0.0039894j 0.000429203+0.0123507j -0.00441192-0.00115029j 0.00871882+0.00250939j -0.00432713-0.00459747j 0.0074334+0.00312959j 0.00448042+0.00794881j -0.00966979-0.0141913j 0.00244239-0.00342908j -0.00721563-0.00719852j 0.00012559-0.00376025j 0.00309394+0.00200359j -5.27557e-05-0.00719215j 0.00799627+0.00915561j -0.0172252+0.00431256j -0.0075151-0.00466706j -0.00857161-0.00760169j -0.00236258-0.00570856j 0.00133082+0.00286943j 0.000432841-0.00212802j -0.00256865+0.0027036j -0.013556+0.00932096j -0.00961025+0.0134779j -0.00712987+0.00997574j -0.00443088-0.00763251j -0.0041286-0.00594009j -0.00309496-0.00332205j 0.00430667-0.0045329j 0.00798126+0.0014687j 0.00919952+0.00111696j 0.00377867-0.00760155j 0.00752598-0.00242888j 0.00546285-0.00737853j -0.00661971+0.00966011j -0.00797999+0.0128471j -0.00689206+0.00425928j -0.00406784-0.0212232j -0.00456291+0.00844473j -0.00191197-0.01324j 0.016164-0.0173335j 0.016971+0.019532j -0.0108022+0.015834j 0.0171127+0.0120331j 
-0.0025292-0.00773111j -0.00819391+0.00388449j 0.00530738+0.00696408j 0.00789886-0.00507648j 0.00719525+0.00316245j 0.000140767-0.00859176j 0.00328842-0.00068516j 0.00246409-0.00413146j -0.00384419+0.000769332j -0.00136013+0.00232007j 0.00255322-0.00391805j 0.0026844+0.00204486j -4.44754e-05+0.00126575j -0.00210907-0.000810966j -0.000296034-0.000122066j -0.00199889-0.001011j 0.000491702-0.00148845j -0.00539963+0.00538579j -0.00267773+0.00328047j 0.00155894-0.00486646j 0.00397766+0.00166188j 0.00162637+0.00161216j 0.00292149+0.00321166j -0.00211929-0.00594006j -0.00287006+0.00427958j -0.00695618+0.000381811j 0.0056781+0.00289436j -0.00330361+0.000142663j -0.00177557+0.00142652j -0.00296115+0.00311411j -0.00193635+0.000862842j 0.000885181+0.00727189j -0.00457272+0.00112158j 0.000611138+0.00393649j -0.00204886+0.00122919j -0.00303074-0.00237214j -0.00542591-0.00247803j 0.00275679+0.0032291j -0.0018002-0.00116498j -0.00537531+0.00203429j -0.00284468-0.000394747j 0.00470291-0.00196516j 0.00154306+0.001455j 0.0014549-0.00148153j -0.00398939+0.00251212j 0.00202478+0.00388307j 0.00280836-0.00288822j 0.00238681-0.00662469j -0.00960991+0.00138342j 0.00719617-0.000502833j -0.0133909-0.0173575j 0.00245177+0.0116859j 0.00274014-0.00410811j -0.000183073+0.00457337j -0.00271216-0.00860704j 0.00862275-0.00453213j 0.00620679-0.00578147j -0.00657534+0.00272536j 0.000989691+0.00416637j -0.00878916-0.00571128j -0.000794022+0.0165534j 0.00281334-0.0128042j -0.0064963+0.00689093j 0.0311269-0.00881092j -0.0253186-0.00960552j -0.00756778-0.0155367j -0.00134515+0.00443112j -0.0120768-0.0127147j 0.00228959+0.0169319j 0.0108265+0.0171091j 0.0110317-0.00406928j 0.00147576-0.00932242j 0.00268169-0.0170137j -0.00456975+0.00571713j 0.0148241-0.00544686j -0.0027783+0.0145613j -0.00247453-0.00659029j -0.0105376+0.00212726j -0.00528065-0.0017716j -0.0212633-0.00227648j -0.00165586-0.004612j -0.00173404+0.000951733j 0.00255801-0.00519285j -0.00657189-0.0141569j 0.0126036+0.00296371j 0.00595623-0.0130774j -0.0175882+0.000118938j -0.00758812-0.0161612j 0.00288754-0.00792945j 0.0242016+0.0130191j 0.0122145-0.00807788j 0.00207522+0.00142297j -0.00259529-0.0107589j -0.0159218+0.00125756j -0.0176682+0.00154286j 0.00178394-0.0134026j -0.00494951-0.0112506j -0.0114648+0.00487687j 
