-0.000483671+1.49333e-16j -0.000103582+3.24791e-17j -0.000949552+5.26814e-18j 0.00041958-5.85352e-18j -0.000828946+1.02707e-18j -0.000872286+6.88693e-18j -0.000715754-3.09923e-19j -0.00053821-1.89892e-18j -0.00126397+6.71167e-19j -0.00103682+2.79195e-18j 0.00142475-3.68638e-18j -0.000638739+5.65878e-18j 0.00066509+1.03965e-18j -0.00208046+9.72032e-18j -0.00216466+3.14166e-17j 0.000172703-2.03682e-17j -0.000363678-1.57653e-17j 0.00124207+1.46092e-17j -0.00033407-8.45759e-18j 0.000976733+2.89259e-19j 0.000822322+7.07211e-18j 0.000522858+2.74771e-18j -7.5076e-05-2.71151e-18j -0.000122086-3.83666e-19j 0.000597401-4.41409e-18j 0.00108174+6.70011e-18j -0.000716762+4.31912e-18j 0.00285973-1.84067e-17j -5.51777e-05-5.19942e-17j -0.000708402-1.4551e-17j -0.00106106-1.99921e-17j 0.000580077-1.21758e-17j 0.000120303+6.20161e-18j 9.4105e-05+6.07558e-19j -0.000531249+2.98191e-18j -0.000827428-6.44964e-18j -0.000978035+1.18036e-17j -0.000399799-1.33464e-17j -0.00122844-4.5603e-17j 0.000351858-4.49167e-18j 7.68548e-05-2.12543e-17j 0.00215427-1.09514e-17j -0.00204384-1.4714e-17j 0.000670969-3.94276e-18j 0.000658679+8.88579e-18j 0.00139043+9.72142e-18j -0.00101178-2.39235e-18j -0.00122794-1.6301e-18j -0.000535728-1.39338e-18j -0.000706206-9.26845e-19j -0.000863078+4.92348e-19j -0.000819146+4.94421e-19j 0.000417491-4.40249e-18j 0.000941297-3.86995e-18j -0.000103223+4.37462e-17j 0.000481274-2.00656e-16j 
0.000772557-2.38526e-16j 0.000165449-5.18781e-17j 0.0015167-8.41468e-18j -0.000670185+9.34969e-18j 0.00132406-1.64052e-18j 0.00139328-1.10003e-17j 0.00114326+4.95033e-19j 0.00085967+3.0331e-18j 0.00201891-1.07204e-18j 0.00165609-4.45951e-18j -0.00227572+5.88816e-18j 0.00102024-9.03864e-18j -0.00106233-1.6606e-18j 0.00332307-1.55261e-17j 0.00345756-5.01811e-17j -0.000275855+3.25336e-17j 0.000580894+2.51816e-17j -0.00198394-2.3335e-17j 0.000533602+1.35091e-17j -0.00156011-4.62027e-19j -0.00131348-1.12961e-17j -0.00083515-4.38886e-18j 0.000119917+4.33103e-18j 0.000195006+6.12821e-19j -0.000954215+7.05053e-18j -0.00172783-1.07019e-17j 0.00114487-6.89884e-18j -0.00456778+2.94006e-17j 8.81341e-05+8.30491e-17j 0.00113151+2.3242e-17j 0.00169481+3.19329e-17j -0.000926544+1.94481e-17j -0.000192158-9.90569e-18j -0.000150312-9.70438e-19j 0.000848551-4.76293e-18j 0.00132163+1.03019e-17j 0.00156219-1.88537e-17j 0.00063859+2.13178e-17j 0.00196216+7.28406e-17j -0.000562015+7.17445e-18j -0.000122758+3.3949e-17j -0.00344096+1.74924e-17j 0.00326457+2.35024e-17j -0.00107172+6.29768e-18j -0.00105209-1.41931e-17j -0.00222091-1.55278e-17j 0.00161609+3.82125e-18j 0.00196135+2.60371e-18j 0.000855707+2.22561e-18j 0.00112801+1.48043e-18j 0.00137857-7.86416e-19j 0.0013084-7.89727e-19j -0.000666849+7.03199e-18j -0.00150351+6.18137e-18j 0.000164875-6.98748e-17j -0.000768728+3.20503e-16j 
-3.43648e-17+1.06101e-29j -7.35947e-18+2.30764e-30j -6.74655e-17+3.74301e-31j 2.98111e-17-4.15891e-31j -5.88965e-17+7.29734e-32j -6.19758e-17+4.89315e-31j -5.08542e-17-2.202e-32j -3.82397e-17-1.34918e-31j -8.9805e-17+4.76863e-32j -7.36658e-17+1.98367e-31j 1.01228e-16-2.61916e-31j -4.53823e-17+4.02056e-31j 4.72545e-17+7.38666e-32j -1.47816e-16+6.90627e-31j -1.53799e-16+2.23215e-30j 1.22706e-17-1.44716e-30j -2.58392e-17-1.12013e-30j 8.82492e-17+1.03798e-30j -2.37356e-17-6.00911e-31j 6.93967e-17+2.05518e-32j 5.84259e-17+5.02472e-31j 3.7149e-17+1.95225e-31j -5.33414e-18-1.92652e-31j -8.67421e-18-2.72594e-32j 4.24452e-17-3.1362e-31j 7.68571e-17+4.76042e-31j -5.09258e-17+3.06873e-31j 2.03183e-16-1.30779e-30j -3.92037e-18-3.69418e-30j -5.03318e-17-1.03385e-30j -7.53881e-17-1.42043e-30j 4.12144e-17-8.65087e-31j 8.54753e-18+4.40623e-31j 6.68615e-18+4.31669e-32j -3.77451e-17+2.11864e-31j -5.87887e-17-4.58246e-31j -6.94892e-17+8.38647e-31j -2.84056e-17-9.48257e-31j -8.72805e-17-3.24009e-30j 2.49995e-17-3.19133e-31j 5.46052e-18-1.51012e-30j 1.5306e-16-7.78094e-31j -1.45214e-16-1.04543e-30j 4.76722e-17-2.80133e-31j 4.6799e-17+6.31334e-31j 9.87902e-17+6.90705e-31j -7.18865e-17-1.69976e-31j -8.72446e-17-1.15818e-31j -3.80634e-17-9.89991e-32j -5.01758e-17-6.58522e-32j -6.13216e-17+3.49812e-32j -5.82002e-17+3.51285e-32j 2.96627e-17-3.12796e-31j 6.6879e-17-2.74959e-31j -7.33396e-18+3.10816e-30j 3.41944e-17-1.42566e-29j 
0.00050643-1.5636e-16j 0.000108456-3.40074e-17j 0.000994232-5.51602e-18j -0.000439322+6.12895e-18j 0.000867951-1.0754e-18j 0.00091333-7.21098e-18j 0.000749432+3.24506e-19j 0.000563534+1.98827e-18j 0.00132345-7.02748e-19j 0.0010856-2.92332e-18j -0.00149179+3.85983e-18j 0.000668794-5.92505e-18j -0.000696385-1.08856e-18j 0.00217835-1.01777e-17j 0.00226651-3.28949e-17j -0.00018083+2.13266e-17j 0.00038079+1.65072e-17j -0.00130052-1.52966e-17j 0.000349789+8.85555e-18j -0.00102269-3.0287e-19j -0.000861015-7.40488e-18j -0.000547461-2.877e-18j 7.86085e-05+2.83909e-18j 0.000127831+4.01719e-19j -0.000625511+4.62179e-18j -0.00113263-7.01538e-18j 0.000750488-4.52235e-18j -0.00299429+1.92728e-17j 5.7774e-05+5.44407e-17j 0.000741734+1.52357e-17j 0.00111099+2.09328e-17j -0.000607372+1.27487e-17j -0.000125964-6.49342e-18j -9.8533e-05-6.36145e-19j 0.000556246-3.12222e-18j 0.000866362+6.75311e-18j 0.00102406-1.2359e-17j 0.000418611+1.39744e-17j 0.00128624+4.77488e-17j -0.000368414+4.70302e-18j -8.04711e-05+2.22544e-17j -0.00225563+1.14667e-17j 0.00214001+1.54064e-17j -0.00070254+4.12828e-18j -0.000689672-9.3039e-18j -0.00145586-1.01788e-17j 0.00105938+2.50492e-18j 0.00128571+1.7068e-18j 0.000560936+1.45894e-18j 0.000739435+9.70457e-19j 0.000903689-5.15514e-19j 0.00085769-5.17685e-19j -0.000437136+4.60964e-18j -0.000985588+4.05204e-18j 0.00010808-4.58046e-17j -0.00050392+2.10098e-16j 
1.67274e-17-5.16457e-30j 3.5823e-18-1.12327e-30j 3.28396e-17-1.82195e-31j -1.45109e-17+2.0244e-31j 2.86685e-17-3.55206e-32j 3.01674e-17-2.38179e-31j 2.47538e-17+1.07185e-32j 1.86136e-17+6.56728e-32j 4.37135e-17-2.32118e-32j 3.58576e-17-9.65574e-32j -4.9274e-17+1.27491e-31j 2.20903e-17-1.95705e-31j -2.30016e-17-3.59554e-32j 7.1951e-17-3.3617e-31j 7.48632e-17-1.08652e-30j -5.97282e-18+7.04418e-31j 1.25775e-17+5.45233e-31j -4.29562e-17-5.05249e-31j 1.15536e-17+2.925e-31j -3.37796e-17-1.00038e-32j -2.84394e-17-2.44584e-31j -1.80827e-17-9.50277e-32j 2.59645e-18+9.37755e-32j 4.22226e-18+1.32688e-32j -2.06607e-17+1.52658e-31j -3.7411e-17-2.31718e-31j 2.47887e-17-1.49374e-31j -9.89016e-17+6.36582e-31j 1.90828e-18+1.79818e-30j 2.44995e-17+5.03237e-31j 3.6696e-17+6.91411e-31j -2.00615e-17+4.2109e-31j -4.1606e-18-2.14478e-31j -3.25455e-18-2.10119e-32j 1.83728e-17-1.03127e-31j 2.8616e-17+2.23056e-31j 3.38246e-17-4.0822e-31j 1.38268e-17+4.61574e-31j 4.24847e-17+1.57715e-30j -1.21688e-17+1.55341e-31j -2.65797e-18+7.35065e-31j -7.45038e-17+3.78746e-31j 7.06846e-17+5.08874e-31j -2.3205e-17+1.36357e-31j -2.27799e-17-3.07308e-31j -4.80872e-17-3.36208e-31j 3.49915e-17+8.27377e-32j 4.24672e-17+5.63756e-32j 1.85278e-17+4.81888e-32j 2.44236e-17+3.20543e-32j 2.98489e-17-1.70275e-32j 2.83296e-17-1.70992e-32j -1.44386e-17+1.52257e-31j -3.2554e-17+1.33839e-31j 3.56988e-18-1.51293e-30j -1.66445e-17+6.93954e-30j 
-0.000576983+1.78143e-16j -0.000123565+3.87451e-17j -0.00113274+6.28449e-18j 0.000500527-6.9828e-18j -0.00098887+1.22522e-18j -0.00104057+8.21558e-18j -0.00085384-3.69715e-19j -0.000642043-2.26527e-18j -0.00150782+8.00651e-19j -0.00123685+3.33058e-18j 0.00169962-4.39757e-18j -0.000761968+6.7505e-18j 0.000793402+1.24022e-18j -0.00248183+1.15956e-17j -0.00258228+3.74777e-17j 0.000206022-2.42977e-17j -0.00043384-1.88069e-17j 0.0014817+1.74277e-17j -0.00039852-1.00893e-17j 0.00116517+3.45065e-19j 0.000980968+8.4365e-18j 0.000623731+3.27782e-18j -8.956e-05-3.23462e-18j -0.00014564-4.57685e-19j 0.000712654-5.26568e-18j 0.00129043+7.99273e-18j -0.000855043+5.15239e-18j 0.00341144-2.19578e-17j -6.58228e-05-6.20251e-17j -0.00084507-1.73583e-17j -0.00126576-2.3849e-17j 0.000691988-1.45248e-17j 0.000143513+7.39805e-18j 0.00011226+7.2477e-19j -0.000633739+3.55719e-18j -0.00098706-7.69393e-18j -0.00116672+1.40809e-17j -0.00047693-1.59212e-17j -0.00146544-5.44009e-17j 0.00041974-5.35823e-18j 9.1682e-05-2.53548e-17j 0.00256988-1.30642e-17j -0.00243814-1.75527e-17j 0.000800415-4.70342e-18j 0.000785754+1.06001e-17j 0.00165868+1.15969e-17j -0.00120697-2.85389e-18j -0.00146483-1.94458e-18j -0.000639084-1.66219e-18j -0.00084245-1.10566e-18j -0.00102959+5.87333e-19j -0.000977179+5.89806e-19j 0.000498036-5.25184e-18j 0.0011229-4.61655e-18j -0.000123137+5.21859e-17j 0.000574124-2.39367e-16j 
1.13354e-17-3.49979e-30j 2.42756e-18-7.61185e-31j 2.22538e-17-1.23465e-31j -9.83333e-18+1.37184e-31j 1.94273e-17-2.40706e-32j 2.0443e-17-1.61403e-31j 1.67745e-17+7.26341e-33j 1.26136e-17+4.45034e-32j 2.96226e-17-1.57296e-32j 2.4299e-17-6.54325e-32j -3.33907e-17+8.63944e-32j 1.49696e-17-1.3262e-31j -1.55871e-17-2.43653e-32j 4.87579e-17-2.27807e-31j 5.07313e-17-7.36285e-31j -4.0475e-18+4.77352e-31j 8.52321e-18+3.69479e-31j -2.91095e-17-3.42384e-31j 7.82931e-18+1.98213e-31j -2.28908e-17-6.77913e-33j -1.92721e-17-1.65743e-31j -1.22538e-17-6.43958e-32j 1.75949e-18+6.35473e-32j 2.86123e-18+8.99165e-33j -1.40008e-17+1.03449e-31j -2.53517e-17-1.57025e-31j 1.67981e-17-1.01224e-31j -6.7021e-17+4.31382e-31j 1.29315e-18+1.21854e-30j 1.66022e-17+3.4102e-31j 2.48672e-17+4.68537e-31j -1.35948e-17+2.85353e-31j -2.81944e-18-1.45342e-31j -2.20546e-18-1.42388e-32j 1.24504e-17-6.98845e-32j 1.93917e-17+1.51155e-31j 2.29214e-17-2.76632e-31j 9.36975e-18+3.12787e-31j 2.87899e-17+1.06876e-30j -8.2462e-18+1.05268e-31j -1.80118e-18+4.98119e-31j -5.04878e-17+2.56658e-31j 4.78996e-17+3.4484e-31j -1.57249e-17+9.24031e-32j -1.54369e-17-2.08249e-31j -3.25864e-17-2.27833e-31j 2.37121e-17+5.60675e-32j 2.87781e-17+3.82032e-32j 1.25554e-17+3.26553e-32j 1.65507e-17+2.17217e-32j 2.02272e-17-1.15387e-32j 1.91976e-17-1.15873e-32j -9.78439e-18+1.03177e-31j -2.20604e-17+9.06966e-32j 2.41914e-18-1.02524e-30j -1.12792e-17+4.7026e-30j 
0.00120059-3.70681e-16j 0.000257116-8.06212e-17j 0.00235702-1.30768e-17j -0.0010415+1.45299e-17j 0.00205765-2.54945e-18j 0.00216523-1.70951e-17j 0.00177668+7.69306e-19j 0.00133597+4.71359e-18j 0.00313749-1.666e-18j 0.00257364-6.9303e-18j -0.00353659+9.1505e-18j 0.00158551-1.40465e-17j -0.00165092-2.58066e-18j 0.00516421-2.41282e-17j 0.00537322-7.79838e-17j -0.000428693+5.05589e-17j 0.000902738+3.91335e-17j -0.00308314-3.62637e-17j 0.000829244+2.09938e-17j -0.00242449-7.18013e-19j -0.00204121-1.75547e-17j -0.00129786-6.82051e-18j 0.000186357+6.73063e-18j 0.000303048+9.52354e-19j -0.0014829+1.09569e-17j -0.00268513-1.66313e-17j 0.00177918-1.07211e-17j -0.00709856+4.569e-17j 0.000136965+1.29062e-16j 0.00175843+3.61193e-17j 0.00263381+4.96253e-17j -0.0014399+3.02233e-17j -0.000298622-1.53939e-17j -0.000233592-1.50811e-18j 0.00131869-7.40184e-18j 0.00205388+1.60096e-17j 0.00242773-2.92996e-17j 0.0009924+3.3129e-17j 0.00304929+1.13198e-16j -0.000873399+1.11494e-17j -0.000190773+5.27585e-17j -0.00534743+2.71841e-17j 0.00507331+3.65239e-17j -0.00166551+9.78691e-18j -0.001635-2.20567e-17j -0.0034514-2.4131e-17j 0.00251148+5.93841e-18j 0.00304804+4.0463e-18j 0.00132981+3.4587e-18j 0.00175298+2.30066e-18j 0.00214237-1.22213e-18j 0.00203332-1.22727e-18j -0.00103632+1.09281e-17j -0.00233653+9.60616e-18j 0.000256225-1.08589e-16j -0.00119464+4.98078e-16j 
5.80766e-20-1.79311e-32j 1.24375e-20-3.89991e-33j 1.14017e-19-6.32569e-34j -5.03808e-20+7.02858e-34j 9.95353e-20-1.23325e-34j 1.04739e-19-8.26944e-34j 8.59437e-20+3.72139e-35j 6.46252e-20+2.28012e-34j 1.51771e-19-8.059e-35j 1.24495e-19-3.35242e-34j -1.71076e-19+4.42639e-34j 7.66963e-20-6.79475e-34j -7.98603e-20-1.24835e-34j 2.4981e-19-1.16716e-33j 2.5992e-19-3.77233e-33j -2.07373e-20+2.4457e-33j 4.36684e-20+1.89302e-33j -1.49141e-19-1.75419e-33j 4.01132e-20+1.01554e-33j -1.17281e-19-3.47327e-35j -9.87399e-20-8.4918e-34j -6.27819e-20-3.2993e-34j 9.01471e-21+3.25583e-34j 1.46594e-20+4.60685e-35j -7.17326e-20+5.3002e-34j -1.29889e-19-8.04512e-34j 8.60648e-20-5.18616e-34j -3.4338e-19+2.21017e-33j 6.62543e-21+6.24317e-33j 8.50609e-20+1.74721e-33j 1.27406e-19+2.40054e-33j -6.96525e-20+1.462e-33j -1.44453e-20-7.44655e-34j -1.12996e-20-7.29522e-35j 6.37894e-20-3.58051e-34j 9.9353e-20+7.74437e-34j 1.17437e-19-1.41732e-33j 4.80056e-20+1.60256e-33j 1.47504e-19+5.47576e-33j -4.22492e-20+5.39335e-34j -9.2283e-21+2.5521e-33j -2.58673e-19+1.31498e-33j 2.45413e-19+1.76678e-33j -8.05662e-20+4.73425e-34j -7.90905e-20-1.06696e-33j -1.66956e-19-1.16729e-33j 1.21488e-19+2.8726e-34j 1.47444e-19+1.95733e-34j 6.43273e-20+1.67309e-34j 8.47973e-20+1.1129e-34j 1.03634e-19-5.91184e-35j 9.83585e-20-5.93673e-35j -5.013e-20+5.28626e-34j -1.13026e-19+4.64682e-34j 1.23944e-20-5.2528e-33j -5.77887e-20+2.40937e-32j 
2.44526e-18-7.5497e-31j 5.2367e-19-1.64202e-31j 4.80057e-18-2.66337e-32j -2.12123e-18+2.95931e-32j 4.19083e-18-5.19249e-33j 4.40994e-18-3.48177e-32j 3.61858e-18+1.56685e-33j 2.72098e-18+9.60021e-33j 6.39015e-18-3.39316e-33j 5.24176e-18-1.4115e-32j -7.203e-18+1.86369e-32j 3.22922e-18-2.86086e-32j -3.36244e-18-5.25605e-33j 1.0518e-17-4.91422e-32j 1.09437e-17-1.5883e-31j -8.73122e-19+1.02974e-31j 1.83862e-18+7.97036e-32j -6.27945e-18-7.38586e-32j 1.68893e-18+4.27584e-32j -4.93799e-18-1.46238e-33j -4.15735e-18-3.57539e-32j -2.64337e-18-1.38914e-32j 3.79555e-19+1.37083e-32j 6.17221e-19+1.93967e-33j -3.02023e-18+2.2316e-32j -5.46884e-18-3.38732e-32j 3.62367e-18-2.18358e-32j -1.44577e-17+9.30572e-32j 2.78957e-19+2.62863e-31j 3.58141e-18+7.35644e-32j 5.36431e-18+1.01072e-31j -2.93265e-18+6.15561e-32j -6.08207e-19-3.1353e-32j -4.75759e-19-3.07158e-33j 2.68579e-18-1.50754e-32j 4.18316e-18+3.26069e-32j 4.94457e-18-5.96747e-32j 2.02123e-18+6.74741e-32j 6.21053e-18+2.30551e-31j -1.77886e-18+2.27082e-32j -3.88549e-19+1.07454e-31j -1.08912e-17+5.5366e-32j 1.03329e-17+7.43885e-32j -3.39216e-18+1.99331e-32j -3.33003e-18-4.49231e-32j -7.02951e-18-4.91477e-32j 5.11515e-18+1.20948e-32j 6.20797e-18+8.24114e-33j 2.70844e-18+7.04437e-33j 3.5703e-18+4.68577e-33j 4.36339e-18-2.48912e-33j 4.14129e-18-2.4996e-33j -2.11068e-18+2.22573e-32j -4.75883e-18+1.9565e-32j 5.21855e-19-2.21164e-31j -2.43314e-18+1.01444e-30j 
-0.000321345+9.92147e-17j -6.88184e-05+2.15787e-17j -0.000630869+3.50008e-18j 0.000278763-3.889e-18j -0.000550741+6.82374e-19j -0.000579535+4.57558e-18j -0.000475537-2.05909e-19j -0.000357579-1.26162e-18j -0.000839765+4.45914e-19j -0.000688848+1.85493e-18j 0.000946586-2.44918e-18j -0.00042437+3.75962e-18j 0.000441877+6.90726e-19j -0.00138223+6.45805e-18j -0.00143817+2.08728e-17j 0.000114742-1.35323e-17j -0.000241623-1.04743e-17j 0.000825218+9.70617e-18j -0.000221951-5.61911e-18j 0.000648928+1.9218e-19j 0.00054634+4.69861e-18j 0.00034738+1.82554e-18j -4.98794e-05-1.80149e-18j -8.11125e-05-2.54902e-19j 0.000396905-2.93266e-18j 0.00071869+4.45146e-18j -0.000476207+2.86957e-18j 0.00189997-1.22292e-17j -3.66593e-05-3.45442e-17j -0.000470652-9.66751e-18j -0.000704954-1.32825e-17j 0.000385395-8.08942e-18j 7.99278e-05+4.12026e-18j 6.25221e-05+4.03653e-19j -0.000352954+1.98114e-18j -0.000549732-4.28505e-18j -0.000649793+7.84218e-18j -0.000265621-8.86714e-18j -0.000816159-3.0298e-17j 0.00023377-2.98421e-18j 5.10613e-05-1.41211e-17j 0.00143127-7.27595e-18j -0.0013579-9.7758e-18j 0.000445783-2.61952e-18j 0.000437617+5.9036e-18j 0.000923786+6.45878e-18j -0.00067221-1.58944e-18j -0.000815823-1.08301e-18j -0.000355931-9.25739e-19j -0.000469193-6.15783e-19j -0.000573417+3.27109e-19j -0.000544229+3.28486e-19j 0.000277376-2.92495e-18j 0.000625385-2.57114e-18j -6.85798e-05+2.90644e-17j 0.000319752-1.33313e-16j 
-0.000667802+2.06183e-16j -0.000143015+4.48437e-17j -0.00131104+7.27369e-18j 0.000579312-8.08192e-18j -0.00114452+1.41808e-18j -0.00120436+9.50874e-18j -0.000988237-4.27909e-19j -0.000743103-2.62183e-18j -0.00174516+9.26677e-19j -0.00143153+3.85483e-18j 0.00196715-5.08976e-18j -0.000881904+7.81305e-18j 0.000918286+1.43543e-18j -0.00287248+1.34208e-17j -0.00298874+4.33768e-17j 0.000238451-2.81222e-17j -0.000502128-2.17671e-17j 0.00171493+2.01709e-17j -0.000461248-1.16774e-17j 0.00134857+3.99379e-19j 0.00113538+9.76443e-18j 0.000721908+3.79376e-18j -0.000103657-3.74376e-18j -0.000168564-5.29726e-19j 0.000824828-6.09451e-18j 0.00149355+9.25081e-18j -0.00098963+5.96339e-18j 0.00394841-2.5414e-17j -7.61836e-05-7.17881e-17j -0.000978086-2.00905e-17j -0.001465-2.76029e-17j 0.00080091-1.6811e-17j 0.000166102+8.56253e-18j 0.00012993+8.38852e-19j -0.000733492+4.11711e-18j -0.00114243-8.90498e-18j -0.00135037+1.62972e-17j -0.000552-1.84273e-17j -0.0016961-6.29638e-17j 0.000485809-6.20163e-18j 0.000106113-2.93457e-17j 0.00297439-1.51205e-17j -0.00282191-2.03156e-17j 0.000926403-5.44375e-18j 0.000909434+1.22686e-17j 0.00191977+1.34223e-17j -0.00139695-3.30311e-18j -0.0016954-2.25066e-18j -0.000739677-1.92383e-18j -0.000975055-1.27969e-18j -0.00119165+6.79782e-19j -0.00113099+6.82644e-19j 0.000576428-6.07849e-18j 0.00129964-5.34321e-18j -0.000142519+6.04001e-17j 0.000664493-2.77045e-16j 
6.2671e-18-1.93496e-30j 1.34215e-18-4.20843e-31j 1.23037e-17-6.82611e-32j -5.43664e-18+7.58461e-32j 1.07409e-17-1.33081e-32j 1.13025e-17-8.92363e-32j 9.27427e-18+4.01578e-33j 6.97377e-18+2.4605e-32j 1.63777e-17-8.69654e-33j 1.34344e-17-3.61762e-32j -1.8461e-17+4.77656e-32j 8.27637e-18-7.33228e-32j -8.6178e-18-1.3471e-32j 2.69572e-17-1.2595e-31j 2.80483e-17-4.07076e-31j -2.23778e-18+2.63918e-31j 4.7123e-18+2.04277e-31j -1.6094e-17-1.89297e-31j 4.32866e-18+1.09588e-31j -1.26559e-17-3.74803e-33j -1.06551e-17-9.16358e-32j -6.77486e-18-3.56031e-32j 9.72786e-19+3.51339e-32j 1.58191e-18+4.97129e-33j -7.74073e-18+5.71949e-32j -1.40164e-17-8.68157e-32j 9.28734e-18-5.59644e-32j -3.70545e-17+2.38502e-31j 7.14957e-19+6.73707e-31j 9.17901e-18+1.88543e-31j 1.37485e-17+2.59044e-31j -7.51626e-18+1.57766e-31j -1.55881e-18-8.03564e-32j -1.21935e-18-7.87234e-33j 6.88357e-18-3.86376e-32j 1.07213e-17+8.35702e-32j 1.26727e-17-1.52944e-31j 5.18033e-18+1.72934e-31j 1.59173e-17+5.90894e-31j -4.55915e-18+5.82002e-32j -9.95835e-19+2.754e-31j -2.79136e-17+1.41901e-31j 2.64827e-17+1.90655e-31j -8.69398e-18+5.10877e-32j -8.53473e-18-1.15136e-31j -1.80164e-17-1.25964e-31j 1.31099e-17+3.09985e-32j 1.59108e-17+2.11217e-32j 6.94162e-18+1.80544e-32j 9.15055e-18+1.20095e-32j 1.11832e-17-6.37952e-33j 1.0614e-17-6.40638e-33j -5.40958e-18+5.70446e-32j -1.21967e-17+5.01442e-32j 1.33749e-18-5.66835e-31j -6.23604e-18+2.59997e-30j 
-0.000163976+5.06273e-17j -3.51167e-05+1.10112e-17j -0.00032192+1.78602e-18j 0.000142247-1.98448e-18j -0.000281032+3.48202e-19j -0.000295725+2.33483e-18j -0.000242657-1.05071e-19j -0.000182466-6.43778e-19j -0.000428516+2.27541e-19j -0.000351506+9.46535e-19j 0.000483024-1.24977e-18j -0.000216547+1.91846e-18j 0.000225481+3.52464e-19j -0.000705323+3.29542e-18j -0.00073387+1.0651e-17j 5.85505e-05-6.90529e-18j -0.000123295-5.34482e-18j 0.000421092+4.95287e-18j -0.000113257-2.86732e-18j 0.000331135+9.80657e-20j 0.000278786+2.39761e-18j 0.000177261+9.31539e-19j -2.54525e-05-9.19264e-19j -4.13901e-05-1.30072e-19j 0.000202533-1.49648e-18j 0.000366733+2.27149e-18j -0.000242999+1.46428e-18j 0.000969515-6.2403e-18j -1.87065e-05-1.76272e-17j -0.000240165-4.93314e-18j -0.000359724-6.77778e-18j 0.00019666-4.12787e-18j 4.07856e-05+2.10249e-18j 3.19038e-05+2.05976e-19j -0.000180106+1.01094e-18j -0.000280518-2.18658e-18j -0.000331577+4.00171e-18j -0.000135541-4.52473e-18j -0.00041647-1.54605e-17j 0.000119288-1.52278e-18j 2.60556e-05-7.20571e-18j 0.000730347-3.71277e-18j -0.000692908-4.9884e-18j 0.000227474-1.33669e-18j 0.000223307+3.01249e-18j 0.00047139+3.29579e-18j -0.000343016-8.11062e-19j -0.000416299-5.5264e-19j -0.000181624-4.72387e-19j -0.00023942-3.14222e-19j -0.000292604+1.66917e-19j -0.00027771+1.6762e-19j 0.000141539-1.49255e-18j 0.000319121-1.312e-18j -3.49949e-05+1.4831e-17j 0.000163163-6.80271e-17j 
-2.04558e-17+6.31572e-30j -4.38077e-18+1.37363e-30j -4.01593e-17+2.22805e-31j 1.77452e-17-2.47562e-31j -3.50585e-17+4.34379e-32j -3.68915e-17+2.91268e-31j -3.02713e-17-1.31075e-32j -2.27624e-17-8.03108e-32j -5.3457e-17+2.83856e-32j -4.385e-17+1.18079e-31j 6.02569e-17-1.55907e-31j -2.70141e-17+2.39326e-31j 2.81286e-17+4.39696e-32j -8.79885e-17+4.111e-31j -9.15497e-17+1.3287e-30j 7.30413e-18-8.61429e-31j -1.5381e-17-6.66762e-31j 5.25309e-17+6.17866e-31j -1.41288e-17-3.57696e-31j 4.13088e-17+1.22336e-32j 3.47784e-17+2.991e-31j 2.21132e-17+1.16209e-31j -3.17518e-18-1.14677e-31j -5.16338e-18-1.62263e-32j 2.52658e-17-1.86685e-31j 4.57497e-17+2.83367e-31j -3.03139e-17+1.82668e-31j 1.20946e-16-7.78472e-31j -2.33362e-18-2.19898e-30j -2.99603e-17-6.15405e-31j -4.48753e-17-8.45522e-31j 2.45331e-17-5.14949e-31j 5.08797e-18+2.62284e-31j 3.97997e-18+2.56954e-32j -2.2468e-17+1.26113e-31j -3.49943e-17-2.72774e-31j -4.13639e-17+4.9921e-31j -1.69086e-17-5.64456e-31j -5.19543e-17-1.92868e-30j 1.48811e-17-1.89966e-31j 3.25041e-18-8.98906e-31j 9.11102e-17-4.63166e-31j -8.64397e-17-6.22299e-31j 2.83772e-17-1.66751e-31j 2.78574e-17+3.75806e-31j 5.88055e-17+4.11147e-31j -4.27909e-17-1.01179e-31j -5.19329e-17-6.89414e-32j -2.26575e-17-5.89298e-32j -2.98675e-17-3.9199e-32j -3.65021e-17+2.08228e-32j -3.4644e-17+2.09105e-32j 1.76569e-17-1.86194e-31j 3.98101e-17-1.63671e-31j -4.36559e-18+1.85015e-30j 2.03545e-17-8.48632e-30j 
