-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
0.000335207+2.68122e-16j 0.000118304+5.95042e-17j -0.000485835-3.22755e-18j 0.000280762+3.31083e-18j -0.000252795-8.25898e-20j -0.000531085-4.03455e-19j -0.000295506+4.1583e-19j -0.000172131-1.61405e-19j -0.000151105+2.40872e-19j -0.000504557-1.02159e-18j 0.000461916-1.11368e-18j 0.000423545+1.23881e-18j 0.000227451+1.28964e-18j -9.63756e-05-4.04455e-19j -0.000215479-1.88706e-18j 0.000523468+2.68159e-17j -0.000165795+1.62971e-18j -0.000182992+2.42767e-17j -0.000604705+1.01357e-17j -0.000112427+9.76553e-19j -0.000407664-3.94169e-18j 0.000241699+4.14793e-19j 0.000569626+1.27132e-18j 0.000311888-1.32604e-17j 7.73016e-05+1.54787e-18j -0.000310209-5.25579e-18j -0.000327787+1.25939e-17j 0.000411986-1.33364e-17j -0.000507337-2.22832e-19j -0.000195267+1.47877e-18j -0.00023247+3.03984e-18j -5.97914e-05-1.42081e-17j 5.92468e-05+1.25913e-18j -0.000157195+6.94486e-18j -0.000510568-2.05197e-18j -0.000351438-8.85195e-18j 0.000148981+2.27569e-18j -0.000351367+1.24863e-16j -0.000673333-2.78067e-16j 0.000302943+7.3955e-16j 0.000144176+6.20222e-18j -0.000354374-1.40026e-17j -0.000506774-6.9586e-19j 0.000159652-2.91945e-18j -4.86411e-05-1.52616e-18j -5.13763e-05+1.95269e-18j -0.000225496-2.45503e-18j 0.000202019-3.67388e-18j -0.000519792+3.15491e-18j 0.000372647+1.85946e-18j 0.000350024+2.35435e-18j -0.000311587-1.33117e-17j 7.9206e-05+3.72695e-19j 0.000314393-3.02082e-17j 0.000559906-3.96531e-18j -0.000224024+2.04115e-19j 0.000409683-2.40871e-18j -0.000105479+1.60397e-18j 0.00060297+7.71242e-18j 0.000178178+4.81526e-18j -0.000155327-1.36236e-18j 0.000510329+1.60771e-17j -0.000218631-1.32001e-18j -0.000103562+4.56484e-19j 0.000230456-5.16229e-19j 0.00041994-4.11166e-19j 0.000459049-5.83482e-19j -0.00049855+4.69262e-19j -0.000149554+3.57233e-20j -0.000171652-1.35444e-19j -0.000293943+1.86909e-18j -0.000527783+8.22133e-19j -0.000251109-2.46783e-18j 0.0002796-4.21273e-19j 0.000483492-5.61762e-19j -0.000117995-1.85367e-16j 0.000334156+8.33691e-16j 
-0.00482951-3.86297e-15j -0.00170446-8.57309e-16j 0.00699968+4.6501e-17j -0.00404509-4.77009e-17j 0.00364215+1.18992e-18j 0.00765163+5.8128e-18j 0.00425751-5.99109e-18j 0.00247998+2.32544e-18j 0.00217705-3.47038e-18j 0.00726943+1.47186e-17j -0.00665507+1.60454e-17j -0.00610225-1.78483e-17j -0.00327701-1.85805e-17j 0.00138853+5.8272e-18j 0.00310453+2.71878e-17j -0.00754188-3.86351e-16j 0.00238869-2.34802e-17j 0.00263647-3.49768e-16j 0.00871231-1.4603e-16j 0.0016198-1.40697e-17j 0.00587344+5.679e-17j -0.00348229-5.97615e-18j -0.00820691-1.83166e-17j -0.00449354+1.9105e-16j -0.00111373-2.2301e-17j 0.00446934+7.5723e-17j 0.0047226-1.81447e-16j -0.0059357+1.92145e-16j 0.00730947+3.21046e-18j 0.00281332-2.13055e-17j 0.00334932-4.37965e-17j 0.000861447+2.04704e-16j -0.0008536-1.81409e-17j 0.00226479-1.00058e-16j 0.00735602+2.95638e-17j 0.00506335+1.27535e-16j -0.00214645-3.27871e-17j 0.00506233-1.79897e-15j 0.00970106+4.00627e-15j -0.00436466-1.06551e-14j -0.00207722-8.93587e-17j 0.00510565+2.01742e-16j 0.00730136+1.00256e-17j -0.00230019+4.20621e-17j 0.000700798+2.19883e-17j 0.000740206-2.81335e-17j 0.00324884+3.5371e-17j -0.0029106+5.29316e-17j 0.00748892-4.54545e-17j -0.00536892-2.67902e-17j -0.00504299-3.39204e-17j 0.0044892+1.91789e-16j -0.00114116-5.36962e-18j -0.00452962+4.35226e-16j -0.00806687+5.71304e-17j 0.00322763-2.9408e-18j -0.00590252+3.47036e-17j 0.00151969-2.31092e-17j -0.0086873-1.11117e-16j -0.00256711-6.9376e-17j 0.00223788+1.96282e-17j -0.00735258-2.31631e-16j 0.00314993+1.90181e-17j 0.00149208-6.5768e-18j -0.0033203+7.43759e-18j -0.0060503+5.92389e-18j -0.00661376+8.40654e-18j 0.00718288-6.76091e-18j 0.0021547-5.14685e-19j 0.00247308+1.95141e-18j 0.00423499-2.6929e-17j 0.00760405-1.18449e-17j 0.00361786+3.55554e-17j -0.00402834+6.06951e-18j -0.00696593+8.09361e-18j 0.00170002+2.67069e-15j -0.00481437-1.20114e-14j 
-0.000235712-1.88539e-16j -8.31891e-05-4.18424e-17j 0.000341631+2.26956e-18j -0.000197427-2.32812e-18j 0.000177761+5.80758e-20j 0.00037345+2.83703e-19j 0.000207795-2.92405e-19j 0.00012104+1.13497e-19j 0.000106255-1.69377e-19j 0.000354796+7.18363e-19j -0.000324811+7.83124e-19j -0.00029783-8.71113e-19j -0.00015994-9.06852e-19j 6.77697e-05+2.84406e-19j 0.000151521+1.32695e-18j -0.000368094-1.88565e-17j 0.000116584-1.14599e-18j 0.000128677-1.7071e-17j 0.000425218-7.12723e-18j 7.9057e-05-6.86695e-19j 0.000286663+2.77173e-18j -0.000169959-2.91676e-19j -0.000400552-8.9397e-19j -0.000219314+9.3245e-18j -5.43571e-05-1.08844e-18j 0.000218134+3.69578e-18j 0.000230494-8.85583e-18j -0.000289701+9.37794e-18j 0.000356751+1.56692e-19j 0.000137308-1.03985e-18j 0.000163469-2.13756e-18j 4.20443e-05+9.99091e-18j -4.16613e-05-8.85397e-19j 0.000110537-4.88351e-18j 0.000359023+1.44291e-18j 0.000247125+6.22454e-18j -0.000104761-1.60023e-18j 0.000247075-8.78016e-17j 0.000473476+1.95532e-16j -0.000213024-5.20039e-16j -0.000101382-4.3613e-18j 0.000249189+9.84636e-18j 0.000356354+4.89317e-19j -0.000112265+2.05291e-18j 3.42036e-05+1.07317e-18j 3.61269e-05-1.3731e-18j 0.000158565+1.72634e-18j -0.000142057+2.58341e-18j 0.000365509-2.21848e-18j -0.000262039-1.30754e-18j -0.000246131-1.65554e-18j 0.000219103+9.36057e-18j -5.56963e-05-2.62073e-19j -0.000221075+2.12419e-17j -0.000393716+2.78834e-18j 0.00015753-1.4353e-19j -0.000288082+1.69377e-18j 7.41707e-05-1.12788e-18j -0.000423998-5.42324e-18j -0.000125292-3.38601e-18j 0.000109223+9.57988e-19j -0.000358855-1.13051e-17j 0.000153737+9.28207e-19j 7.28232e-05-3.20992e-19j -0.000162052+3.63003e-19j -0.000295295+2.89125e-19j -0.000322795+4.10295e-19j 0.000350572-3.29977e-19j 0.000105164-2.512e-20j 0.000120703+9.52418e-20j 0.000206695-1.31431e-18j 0.000371128-5.7811e-19j 0.000176576+1.73534e-18j -0.00019661+2.96232e-19j -0.000339983+3.95022e-19j 8.29721e-05+1.30347e-16j -0.000234973-5.86237e-16j 
-0.00322174-2.57697e-15j -0.00113704-5.71906e-16j 0.00466945+3.10205e-17j -0.00269846-3.1821e-17j 0.00242966+7.93786e-19j 0.00510436+3.87768e-18j 0.00284016-3.99662e-18j 0.00165438+1.55129e-18j 0.0014523-2.31507e-18j 0.00484939+9.81866e-18j -0.00443956+1.07038e-17j -0.00407077-1.19065e-17j -0.00218607-1.23949e-17j 0.000926283+3.88729e-18j 0.00207101+1.81368e-17j -0.00503115-2.57733e-16j 0.00159348-1.56635e-17j 0.00175877-2.33328e-16j 0.00581193-9.74158e-17j 0.00108056-9.38583e-18j 0.00391814+3.78843e-17j -0.00232301-3.98665e-18j -0.00547478-1.22189e-17j -0.00299761+1.27448e-16j -0.000742959-1.48769e-17j 0.00298147+5.05143e-17j 0.00315042-1.21042e-16j -0.00395967+1.28179e-16j 0.00487611+2.14168e-18j 0.00187675-1.42128e-17j 0.00223431-2.92164e-17j 0.000574666+1.36557e-16j -0.000569432-1.21017e-17j 0.00151083-6.67483e-17j 0.00490716+1.97218e-17j 0.00337773+8.50777e-17j -0.00143189-2.18721e-17j 0.00337705-1.20008e-15j 0.00647152+2.67256e-15j -0.00291164-7.10794e-15j -0.0013857-5.96107e-17j 0.00340595+1.34581e-16j 0.00487069+6.68804e-18j -0.00153444+2.80594e-17j 0.000467498+1.46682e-17j 0.000493787-1.87677e-17j 0.00216728+2.35958e-17j -0.00194165+3.53104e-17j 0.00499582-3.03224e-17j -0.00358158-1.78716e-17j -0.00336415-2.26281e-17j 0.00299472+1.27941e-16j -0.000761263-3.58204e-18j -0.00302168+2.90337e-16j -0.00538136+3.81113e-17j 0.00215313-1.96179e-18j -0.00393754+2.31506e-17j 0.00101377-1.5416e-17j -0.00579525-7.41254e-17j -0.00171251-4.62803e-17j 0.00149288+1.30939e-17j -0.00490487-1.5452e-16j 0.0021013+1.26868e-17j 0.000995356-4.38735e-18j -0.00221495+4.96157e-18j -0.00403612+3.95179e-18j -0.004412+5.60795e-18j 0.00479166-4.51016e-18j 0.00143739-3.43343e-19j 0.00164978+1.30178e-18j 0.00282514-1.79642e-17j 0.00507262-7.90167e-18j 0.00241345+2.37188e-17j -0.00268728+4.04893e-18j -0.00464693+5.3992e-18j 0.00113407+1.7816e-15j -0.00321164-8.01275e-15j 
0.00115543+9.24191e-16j 0.000407782+2.05106e-16j -0.00167463-1.11251e-17j 0.000967762+1.14121e-17j -0.000871361-2.8468e-19j -0.0018306-1.39067e-18j -0.00101858+1.43333e-18j -0.00059332-5.56347e-19j -0.000520846+8.30265e-19j -0.00173916-3.52132e-18j 0.00159218-3.83877e-18j 0.00145992+4.27008e-18j 0.000784003+4.44527e-18j -0.000332198-1.39412e-18j -0.000742737-6.50451e-18j 0.00180435+9.2432e-17j -0.000571479+5.61747e-18j -0.000630758+8.36797e-17j -0.00208436+3.49367e-17j -0.000387527+3.36609e-18j -0.00140518-1.35866e-17j 0.000833115+1.42975e-18j 0.00196345+4.38212e-18j 0.00107505-4.57074e-17j 0.000266451+5.33538e-18j -0.00106926-1.81162e-17j -0.00112985+4.34101e-17j 0.00142008-4.59694e-17j -0.00174874-7.68083e-19j -0.000673067+5.0972e-18j -0.000801303+1.0478e-17j -0.000206096-4.89741e-17j 0.000204218+4.3401e-18j -0.000541835+2.39383e-17j -0.00175988-7.07294e-18j -0.00121137-3.05118e-17j 0.000513525+7.8441e-18j -0.00121113+4.30391e-16j -0.00232091-9.58473e-16j 0.00104422+2.54916e-15j 0.000496961+2.13785e-17j -0.00122149-4.82655e-17j -0.0017468-2.39857e-18j 0.000550306-1.00631e-17j -0.000167661-5.26055e-18j -0.000177089+6.73076e-18j -0.000777263-8.46227e-18j 0.000696342-1.26635e-17j -0.00179168+1.08747e-17j 0.00128448+6.40938e-18j 0.0012065+8.11523e-18j -0.00107401-4.58842e-17j 0.000273016+1.28465e-18j 0.00108368-1.04125e-16j 0.00192994-1.36681e-17j -0.000772189+7.03566e-19j 0.00141214-8.30261e-18j -0.000363575+5.52873e-18j 0.00207838+2.6584e-17j 0.000614165+1.65977e-17j -0.000535399-4.69593e-18j 0.00175906+5.54162e-17j -0.0007536-4.54995e-18j -0.00035697+1.57346e-18j 0.000794359-1.77939e-18j 0.0014475-1.41725e-18j 0.0015823-2.01121e-18j -0.00171846+1.6175e-18j -0.000515498+1.23135e-19j -0.000591668-4.66863e-19j -0.00101319+6.44259e-18j -0.00181922+2.83382e-18j -0.00086555-8.5064e-18j 0.000963755-1.45209e-18j 0.00166655-1.93634e-18j -0.000406718-6.38945e-16j 0.00115181+2.87365e-15j 
-0.00111094-8.88605e-16j -0.00039208-1.97208e-16j 0.00161015+1.06967e-17j -0.000930499-1.09727e-17j 0.00083781+2.73718e-19j 0.00176011+1.33713e-18j 0.000979362-1.37814e-18j 0.000570474+5.34925e-19j 0.000500791-7.98296e-19j 0.0016722+3.38573e-18j -0.00153087+3.69096e-18j -0.00140371-4.10566e-18j -0.000753815-4.2741e-18j 0.000319407+1.34044e-18j 0.000714139+6.25406e-18j -0.00173487-8.88729e-17j 0.000549474-5.40117e-18j 0.000606471-8.04576e-17j 0.0020041-3.35915e-17j 0.000372605-3.23648e-18j 0.00135108+1.30635e-17j -0.000801036-1.3747e-18j -0.00188785-4.21339e-18j -0.00103365+4.39475e-17j -0.000256192-5.12994e-18j 0.00102809+1.74187e-17j 0.00108635-4.17386e-17j -0.0013654+4.41993e-17j 0.00168141+7.38508e-19j 0.000647151-4.90093e-18j 0.000770449-1.00746e-17j 0.00019816+4.70883e-17j -0.000196355-4.17298e-18j 0.000520972-2.30166e-17j 0.00169212+6.8006e-18j 0.00116473+2.9337e-17j -0.000493752-7.54206e-18j 0.0011645-4.13819e-16j 0.00223155+9.21567e-16j -0.00100401-2.451e-15j -0.000477826-2.05553e-17j 0.00117446+4.64071e-17j 0.00167954+2.30621e-18j -0.000529116+9.67561e-18j 0.000161205+5.05799e-18j 0.000170271-6.47159e-18j 0.000747335+8.13644e-18j -0.00066953+1.21759e-17j 0.00172269-1.0456e-17j -0.00123502-6.16259e-18j -0.00116005-7.80276e-18j 0.00103266+4.41175e-17j -0.000262503-1.23518e-18j -0.00104196+1.00116e-16j -0.00185563+1.31418e-17j 0.000742456-6.76476e-19j -0.00135777+7.98292e-18j 0.000349575-5.31585e-18j -0.00199835-2.55604e-17j -0.000590517-1.59587e-17j 0.000514783+4.51511e-18j -0.00169133-5.32824e-17j 0.000724583+4.37475e-18j 0.000343225-1.51287e-18j -0.000763773+1.71088e-18j -0.00139176+1.36268e-18j -0.00152137+1.93377e-18j 0.00165229-1.55522e-18j 0.000495649-1.18394e-19j 0.000568886+4.48886e-19j 0.000974181-6.19452e-18j 0.00174917-2.7247e-18j 0.000832222+8.17886e-18j -0.000926646+1.39618e-18j -0.00160238+1.86178e-18j 0.000391057+6.14342e-16j -0.00110746-2.76301e-15j 
-0.00340002-2.71957e-15j -0.00119996-6.03554e-16j 0.00492785+3.27372e-17j -0.00284779-3.35819e-17j 0.00256411+8.37713e-19j 0.00538682+4.09227e-18j 0.00299733-4.21779e-18j 0.00174593+1.63713e-18j 0.00153267-2.44318e-18j 0.00511775+1.0362e-17j -0.00468523+1.12961e-17j -0.00429604-1.25654e-17j -0.00230705-1.30809e-17j 0.000977542+4.10241e-18j 0.00218562+1.91405e-17j -0.00530956-2.71995e-16j 0.00168166-1.65303e-17j 0.0018561-2.4624e-16j 0.00613355-1.02807e-16j 0.00114036-9.90522e-18j 0.00413496+3.99807e-17j -0.00245157-4.20727e-18j -0.00577775-1.2895e-17j -0.0031635+1.34501e-16j -0.000784074-1.57002e-17j 0.00314646+5.33097e-17j 0.00332476-1.27741e-16j -0.00417879+1.35272e-16j 0.00514594+2.2602e-18j 0.0019806-1.49993e-17j 0.00235796-3.08332e-17j 0.000606467+1.44114e-16j -0.000600943-1.27714e-17j 0.00159443-7.04421e-17j 0.00517871+2.08132e-17j 0.00356465+8.97857e-17j -0.00151112-2.30825e-17j 0.00356393-1.26649e-15j 0.00682964+2.82045e-15j -0.00307276-7.50129e-15j -0.00146238-6.29094e-17j 0.00359443+1.42029e-16j 0.00514023+7.05814e-18j -0.00161936+2.96122e-17j 0.000493369+1.548e-17j 0.000521112-1.98063e-17j 0.00228722+2.49015e-17j -0.00204909+3.72644e-17j 0.00527228-3.20004e-17j -0.00377978-1.88606e-17j -0.00355031-2.38803e-17j 0.00316044+1.35021e-16j -0.00080339-3.78027e-18j -0.0031889+3.06404e-16j -0.00567915+4.02204e-17j 0.00227228-2.07035e-18j -0.00415544+2.44317e-17j 0.00106987-1.62691e-17j -0.00611595-7.82274e-17j -0.00180727-4.88414e-17j 0.00157549+1.38185e-17j -0.00517629-1.63071e-16j 0.00221758+1.33889e-17j 0.00105044-4.63014e-18j -0.00233752+5.23614e-18j -0.00425947+4.17048e-18j -0.00465616+5.91829e-18j 0.00505682-4.75975e-18j 0.00151693-3.62343e-19j 0.00174107+1.37381e-18j 0.00298148-1.89583e-17j 0.00535333-8.33894e-18j 0.00254701+2.50314e-17j -0.00283599+4.27299e-18j -0.00490408+5.69798e-18j 0.00119683+1.88019e-15j -0.00338936-8.45616e-15j 
-0.00327319-2.61812e-15j -0.0011552-5.8104e-16j 0.00474402+3.1516e-17j -0.00274156-3.23292e-17j 0.00246846+8.06463e-19j 0.00518588+3.93961e-18j 0.00288552-4.06045e-18j 0.00168081+1.57606e-18j 0.00147549-2.35204e-18j 0.00492684+9.97547e-18j -0.00451046+1.08748e-17j -0.00413579-1.20966e-17j -0.00222099-1.25929e-17j 0.000941077+3.94938e-18j 0.00210409+1.84265e-17j -0.0051115-2.61849e-16j 0.00161893-1.59136e-17j 0.00178686-2.37055e-16j 0.00590475-9.89716e-17j 0.00109782-9.53573e-18j 0.00398071+3.84893e-17j -0.00236012-4.05032e-18j -0.00556222-1.2414e-17j -0.00304549+1.29484e-16j -0.000754825-1.51145e-17j 0.00302909+5.13211e-17j 0.00320073-1.22976e-16j -0.00402291+1.30226e-16j 0.00495398+2.17589e-18j 0.00190672-1.44398e-17j 0.00227-2.9683e-17j 0.000583844+1.38738e-16j -0.000578526-1.2295e-17j 0.00153495-6.78143e-17j 0.00498553+2.00368e-17j 0.00343168+8.64365e-17j -0.00145476-2.22214e-17j 0.00343099-1.21925e-15j 0.00657488+2.71524e-15j -0.00295814-7.22147e-15j -0.00140783-6.05627e-17j 0.00346034+1.36731e-16j 0.00494848+6.79485e-18j -0.00155895+2.85075e-17j 0.000474964+1.49025e-17j 0.000501673-1.90674e-17j 0.0022019+2.39726e-17j -0.00197266+3.58743e-17j 0.0050756-3.08067e-17j -0.00363878-1.8157e-17j -0.00341788-2.29895e-17j 0.00304255+1.29985e-16j -0.000773421-3.63925e-18j -0.00306994+2.94974e-16j -0.0054673+3.872e-17j 0.00218752-1.99312e-18j -0.00400042+2.35203e-17j 0.00102996-1.56622e-17j -0.00588781-7.53093e-17j -0.00173986-4.70194e-17j 0.00151672+1.3303e-17j -0.0049832-1.56988e-16j 0.00213486+1.28895e-17j 0.00101125-4.45742e-18j -0.00225033+5.04081e-18j -0.00410058+4.0149e-18j -0.00448247+5.69752e-18j 0.00486818-4.58219e-18j 0.00146035-3.48827e-19j 0.00167613+1.32257e-18j 0.00287026-1.82511e-17j 0.00515363-8.02787e-18j 0.002452+2.40976e-17j -0.0027302+4.1136e-18j -0.00472115+5.48543e-18j 0.00115218+1.81005e-15j -0.00326293-8.14072e-15j 
-7.19496e-05-5.75503e-17j -2.5393e-05-1.27721e-17j 0.000104281+6.92768e-19j -6.02635e-05-7.10644e-19j 5.42605e-05+1.77273e-20j 0.000113993+8.65985e-20j 6.34281e-05-8.92548e-20j 3.69466e-05+3.46442e-20j 3.24336e-05-5.17014e-20j 0.000108299+2.19276e-19j -9.91466e-05+2.39044e-19j -9.09107e-05-2.65902e-19j -4.88206e-05-2.76811e-19j 2.06863e-05+8.68132e-20j 4.6251e-05+4.05042e-19j -0.000112358-5.75583e-18j 3.55865e-05-3.49805e-19j 3.92779e-05-5.21081e-18j 0.000129795-2.17554e-18j 2.41317e-05-2.09609e-19j 8.7502e-05+8.46053e-19j -5.18789e-05-8.90322e-20j -0.000122266-2.72879e-19j -6.69444e-05+2.84624e-18j -1.65922e-05-3.32239e-19j 6.65839e-05+1.12811e-18j 7.03568e-05-2.70319e-18j -8.84296e-05+2.86256e-18j 0.000108896+4.78292e-20j 4.19125e-05-3.17407e-19j 4.98979e-05-6.52477e-19j 1.28338e-05+3.04966e-18j -1.27169e-05-2.70262e-19j 3.37406e-05-1.49066e-18j 0.000109589+4.40439e-19j 7.54334e-05+1.9e-18j -3.19777e-05-4.8846e-19j 7.54182e-05-2.68009e-17j 0.000144526+5.9685e-17j -6.50243e-05-1.58739e-16j -3.09463e-05-1.33126e-18j 7.60635e-05+3.00554e-18j 0.000108775+1.49361e-19j -3.4268e-05+6.26638e-19j 1.04404e-05+3.27579e-19j 1.10275e-05-4.19131e-19j 4.84009e-05+5.26954e-19j -4.33619e-05+7.8857e-19j 0.000111569-6.77178e-19j -7.99857e-05-3.99118e-19j -7.513e-05-5.05343e-19j 6.68797e-05+2.85725e-18j -1.70009e-05-7.99961e-20j -6.74819e-05+6.48397e-18j -0.000120179+8.51124e-19j 4.80849e-05-4.38117e-20j -8.79353e-05+5.17012e-19j 2.26402e-05-3.44279e-19j -0.000129423-1.65541e-18j -3.82446e-05-1.03356e-18j 3.33398e-05+2.9242e-19j -0.000109538-3.45082e-18j 4.69274e-05+2.8333e-19j 2.22288e-05-9.79807e-20j -4.94655e-05+1.10805e-19j -9.01369e-05+8.82536e-20j -9.85313e-05+1.2524e-19j 0.00010701-1.00723e-19j 3.21006e-05-7.66773e-21j 3.68437e-05+2.9072e-20j 6.30925e-05-4.01186e-19j 0.000113285-1.76464e-19j 5.38986e-05+5.29702e-19j -6.00139e-05+9.0423e-20j -0.000103778+1.20578e-19j 2.53267e-05+3.97877e-17j -7.1724e-05-1.78945e-16j 
0.00138934+1.11129e-15j 0.000490337+2.46629e-16j -0.00201365-1.33773e-17j 0.00116368+1.37225e-17j -0.00104777-3.42313e-19j -0.0022012-1.67221e-18j -0.00122479+1.7235e-18j -0.000713437-6.68979e-19j -0.00062629+9.98352e-19j -0.00209125-4.2342e-18j 0.00191452-4.61592e-18j 0.00175548+5.13455e-18j 0.000942724+5.3452e-18j -0.000399451-1.67636e-18j -0.000893104-7.82134e-18j 0.00216963+1.11145e-16j -0.000687174+6.75472e-18j -0.000758454+1.00621e-16j -0.00250634+4.20096e-17j -0.000465981+4.04755e-18j -0.00168966-1.63372e-17j 0.00100178+1.71921e-18j 0.00236095+5.26927e-18j 0.00129269-5.49608e-17j 0.000320394+6.41552e-18j -0.00128573-2.17838e-17j -0.00135859+5.21984e-17j 0.00170757-5.52758e-17j -0.00210277-9.2358e-19j -0.000809329+6.12912e-18j -0.000963526+1.25993e-17j -0.000247819-5.88888e-17j 0.000245562+5.21875e-18j -0.000651529+2.87846e-17j -0.00211617-8.50485e-18j -0.00145662-3.66889e-17j 0.000617487+9.43213e-18j -0.00145632+5.17524e-16j -0.00279078-1.15251e-15j 0.00125562+3.06523e-15j 0.000597571+2.57065e-17j -0.00146878-5.80368e-17j -0.00210044-2.88415e-18j 0.000661714-1.21004e-17j -0.000201604-6.32554e-18j -0.000212941+8.09339e-18j -0.00093462-1.01755e-17j 0.000837316-1.52273e-17j -0.0021544+1.30763e-17j 0.00154452+7.70695e-18j 0.00145076+9.75815e-18j -0.00129144-5.51734e-17j 0.000328287+1.54472e-18j 0.00130307-1.25205e-16j 0.00232066-1.64352e-17j -0.000928517+8.46003e-19j 0.00169803-9.98347e-18j -0.00043718+6.64801e-18j 0.00249915+3.19659e-17j 0.000738502+1.99579e-17j -0.000643789-5.64662e-18j 0.00211518+6.66352e-17j -0.000906166-5.47108e-18j -0.000429238+1.892e-18j 0.000955177-2.13963e-18j 0.00174054-1.70417e-18j 0.00190263-2.41838e-18j -0.00206636+1.94496e-18j -0.00061986+1.48063e-19j -0.000711451-5.61379e-19j -0.00121831+7.74688e-18j -0.00218752+3.40752e-18j -0.00104078-1.02285e-17j 0.00115887-1.74606e-18j 0.00200394-2.32835e-18j -0.000489058-7.68298e-16j 0.00138499+3.45542e-15j 
