0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
-0.0110154+0.0653947j -0.0737416-0.0154493j -0.0397053-0.117498j -0.0915336+0.0450665j -0.0608326+0.0380434j 0.0261059-0.110612j 0.0643887+0.130879j -0.139987+0.0456255j 0.0195929+0.00450906j -0.0179999-0.0402313j 0.0230034-0.111492j 0.0255018-0.0269302j -0.0153529-0.0393374j 0.137823+0.0598266j -0.0272724-0.0278283j 0.0415766+0.0849841j 0.0144457+0.00930187j 0.0708235+0.00917768j 0.0125676+0.0141984j 0.0737074-0.0423992j -0.0434904-0.0182475j -0.190669+0.0169123j -0.0130786-0.0451234j -0.103482+0.0475241j 0.0735295+0.0165884j -0.0225927-0.022731j -0.0336188+0.024826j 0.0529578-0.00796189j -0.0143083+0.0992778j -0.0249285-0.0602847j -0.0117325-0.0147483j -0.000345977+0.0171159j 0.0676124-0.063529j 0.0395515-0.076505j -0.0246623+0.034168j 0.0161277+0.0856658j 0.0220073+0.0528817j -0.00958131-0.019557j -0.0749308-0.0714736j -0.015338+0.00946889j 0.0233009+0.0351282j -0.00980319-0.0187822j 0.0582915+0.0353063j 0.0505019-0.000777127j 0.00714652-0.0261707j -0.0538211-0.0633943j -0.088102+0.0397619j -0.0142427-0.0184961j -0.0208077+0.0462078j 0.065821+0.0670252j -0.0255452+0.0663682j 0.0404856-0.050347j -0.0159265-0.000381792j -0.0153582-0.0409041j -0.00588862-0.0316611j -0.0688803+0.0293924j 0.0287476-0.000105394j -0.0767937-0.0986722j 0.00416735-0.0301088j 0.0471698-0.018423j 0.00118318+0.0273924j -0.000930604+0.0707939j -0.0789702-0.021556j 0.0792426-0.0552322j 0.0714342-0.0857683j 0.0601022-0.0414094j 0.00853968-0.0954984j -0.00461649+0.0185058j 0.0475995+0.0578263j -0.16607-0.0592907j 0.0662619-0.162053j 0.0127041+0.0776548j -0.0165292-0.0893789j -0.0767071-0.00895814j 0.0142935-0.0910244j -0.108383+0.00499258j 0.00305855+0.0989437j 
-0.0180775+0.0381937j -0.0401202-0.0168341j -0.0072263-0.0341306j -0.0281269-0.00618221j 0.0755809-0.0147432j 0.0393354+0.0804051j -0.0525829+0.0456532j -0.00871936-0.0364308j -0.0415648-0.162207j 0.228919+0.0321643j -0.0652522+0.194834j 0.140491-0.0510501j -0.0489965-0.112177j 0.119309+0.00880256j -0.0379088-0.0137315j -0.00103083+0.0785965j 0.000279531+0.0403942j 0.0394486-0.0246203j 0.0665362+0.0100091j -0.0568401-0.132119j -0.0292345-0.0526621j -0.00599573+0.0377943j 0.0480059-0.0286361j -0.127956+0.141768j -0.0422576+0.0178139j -0.0166423+0.027846j 0.140801+0.040261j -0.0502261-0.0656831j 0.00925637-0.0397421j 0.0778752-0.0163322j 0.124719-0.126577j 0.118588+0.104172j 0.00480397-0.0759887j 0.04912+0.0264656j 0.0115839-0.0693527j 0.00683787-0.0247215j -0.0719791+0.0232715j -0.0373913-0.0126731j 0.0143777+0.06571j -0.0161868+0.0498196j 0.0196121+0.00690385j 0.0837851-0.0138456j 0.00460829+0.140006j 0.053889+0.0014542j -0.0247948-0.0252195j -0.0412442+0.0265526j -0.014113-0.200076j 0.116012+0.0341766j 0.00618066-0.0247971j 0.0609208+0.0527766j -0.0611474+0.010817j 0.0254295+0.0180218j 0.0458303-0.0092814j 0.0804306+0.00818751j -0.0158521+0.0209437j -0.024255+0.0165701j -0.0279184+0.0144304j 0.142279+0.0539348j -0.0542812+0.00784229j 0.0634358-0.172254j 0.0361123-0.0396505j 0.0351148-0.114609j -0.0246768-0.038432j -0.101553-0.11248j -0.0872553+0.0854892j -0.163059-0.0646556j -0.0369074-0.149117j -0.156387-0.0496974j 0.169177-0.146701j -0.0470667-0.0606959j 0.0425875-0.0152365j -0.0135604+0.0709176j -0.069268-0.0177425j -0.0121904+0.0380631j -0.0430069-0.0117848j 0.0187828-0.0496196j -0.0528972-0.0206261j 
-0.0337589-0.029165j 0.0276494-0.0309742j 0.0630513-0.0281285j -0.0282897-0.0798699j 0.101321-0.044856j 0.036553+0.0647497j 0.068337+0.0293792j -0.0347355+0.13322j 0.0428465+0.0890237j -0.108403-0.0153729j 0.0134455-0.0163081j -0.0224517-0.0421065j -0.114998+0.0725927j -0.0842532-0.0596669j -0.0766988+0.118829j -0.0191261-0.159986j 0.0535712+0.0168103j -0.00944608+0.13665j -0.0722793+0.0123844j 0.137506-0.0312172j -0.0161448-0.115346j 0.0928222+0.0292789j 0.00448771+0.00198751j -0.013594+0.0197979j 0.0122128+0.0199067j 0.0328507+0.0887484j 0.0288233+0.0200356j 0.0408162-0.020329j -0.0367699-0.0315985j -0.0490542-0.0824639j -0.0468214+0.0722696j 0.0903872+0.0463044j 0.0692715+0.100501j -0.0109032-0.0538542j 0.0283015-0.0110678j 0.00845252-0.00659275j -0.000498496-0.00247627j -0.0156152-0.00627764j 0.0841327-0.0131947j 0.0106277-0.00710642j -0.0932728-0.0256027j 0.0367535+0.0238672j -0.0128427+0.065549j -0.0363376+0.0515575j 0.0821814-0.0213446j 0.0958792-0.0858157j 0.0360877+0.0090362j 0.0014077-0.0150938j -0.117101-0.088219j 0.00773374-0.0189637j 0.0093953-0.0267357j -0.107283-0.04706j -0.00484026-0.000277476j 0.00583224-0.166232j 0.013476+0.0112435j 0.0435165-0.0378425j 0.0384317+0.0265508j -0.0337116+0.0956514j -0.115305+0.0489887j -0.0106851+0.00707509j -0.0256516+0.013741j -0.0629181-0.0167756j -0.0106077+0.0850369j 0.0326086-0.0136168j -0.00734464+0.0133535j -0.00987889+0.0607093j -0.0939585+0.0986111j 0.175746-0.00908899j 0.0580777+0.0896856j 0.0452993+0.0881662j -0.126883+0.0737008j -0.0866867-0.0560602j -0.00548777-0.0695333j -0.0339823-0.00934078j 0.00318278-0.0313859j -0.0315574-0.0615455j -0.0654108+0.0308256j 
-0.073288-0.0125411j 0.0122225-0.0709266j -0.0462985-0.0500097j -0.0565424+0.0318631j 0.118645-0.00495143j -0.0694275+0.105464j -0.0285693-0.133709j 0.0799409+0.00638536j -0.122897+0.0174589j -0.0148182-0.086635j -0.0233219+0.0522318j -0.00725856+0.00691416j -0.0361161+0.00428425j 0.0313348-0.131408j 0.105608-0.0359998j 0.101916+0.0216473j 0.0633083-0.117979j -0.0146242-0.0320792j -0.129909-0.0545928j 0.0238834-0.11456j 0.0229813-0.0335313j 0.00296278-0.0477107j 0.0102779-0.0298011j -0.0834408-0.0506363j 0.0576675-0.0229499j 0.0181233-0.0123572j -0.0557941+0.0427248j -0.00772639+0.0483015j -0.0607591-0.117105j -0.0137764-0.0608686j 0.123084-0.0172489j -0.0599157-0.0374025j -0.02525+0.0243248j -0.0196051+0.000197666j 0.0311972-0.0970584j 0.0241782-0.00745895j -0.065916+0.0226585j 0.047588-0.0271029j 0.0868994-0.102585j 0.0658923+0.0184889j -0.00561663+0.0363698j -0.0437532+0.0852445j 0.00356312-0.0736091j 0.0789609+0.0543022j -0.111239-0.0129942j 0.0902056-0.000416089j -0.0312734-0.0283225j -0.050789+0.0965953j 0.0207885+0.0114911j 0.0736682-0.0870858j -0.00220614-0.0102205j 0.114928+0.0240524j -0.0185224-0.00382499j -0.0623649+0.0397115j 0.0663809+0.0451978j 0.157976+0.184406j -0.00678356-0.0261272j 0.0746356-0.0836884j 0.03338-0.0233207j -0.0713927-0.0365379j 0.0373563+0.124309j 0.030623-0.0850688j 0.0488559-0.00868489j 0.00863042+0.0243795j -0.0895611+0.0776046j -0.116825-0.084202j 0.0105572-0.0836268j -0.048686-0.00368391j 0.0416658-0.00691791j 0.0589085-0.0126186j -0.0627479+0.119786j -0.129088-0.112713j 0.0882689-0.0904943j -0.00386745+0.00695445j -0.0121307-0.00488515j -0.0223122-0.00655535j -0.00787815+0.0241233j 
0.041445+0.0325307j -0.0294278+0.0416307j 0.0501461+0.0936873j 0.093791-0.0479873j 0.0308651+0.0190998j -0.00212789+0.0365368j 0.00579132-0.020078j 0.0750701+0.00181444j 0.057738-0.156332j 0.0946909-0.0108979j 0.0589273-0.00102281j -0.0915443+0.0191749j 0.0138713+0.0952432j -0.108569+0.0336518j -0.0241941+0.0757849j -0.0375762-0.0601442j 0.0249102+0.0810321j -0.0331327+0.0964676j 0.0394738-0.0280694j 0.0261954+0.0530813j -0.0307743+0.0780503j 0.00999743-0.0673931j -0.0557294-0.0514456j -0.0513708+0.0680591j -0.0471121+0.063664j -0.052627+0.0583536j 0.174524+0.156107j -0.00912699-0.00052899j -0.0182228+0.0197926j 0.0757775+0.0146657j -0.134387-0.0228447j -0.0492464+0.00705974j 0.0447243-0.0327001j -0.0815453-0.0278149j 0.0346189-0.0207464j 0.0306549-0.0580188j 0.0323003-0.0129944j -0.0351609+0.0550916j 0.0806511+0.0921518j -0.0788665-0.0222673j 0.0183611-0.0576232j 0.0506223+0.0336299j -0.0726833+0.0373033j 0.0379576-0.082441j -0.00163529-0.0544028j -0.0378572-0.0177585j 0.0152331-0.0179478j 0.0561274-0.0768544j -0.1344+0.0608577j 0.0766144-0.0705453j 0.0628536-0.0340966j -0.146278-0.056761j 0.0262639+0.0225703j 0.0554518-0.0984427j -0.156066-0.0320004j -0.100549-0.125825j -0.0289424+0.0723085j 0.0409122+0.191162j -0.12243+0.0560838j 0.046316-0.0341649j 0.0193548-0.0982897j -0.0324672-0.0508369j 0.00672333-0.059643j -0.0235001-0.0130413j -0.0198764+0.084038j -0.0653355+0.0152472j -0.0389061+0.000526102j 0.0203283+0.05961j -0.0424332+0.0896297j 0.0713899-0.0394001j 0.0348781+0.0212354j 0.0369344-0.0269308j 0.0323527+0.0413879j 0.0685127+0.00713494j -0.0107713+0.0666086j 0.021204+0.0222397j 0.0260389-0.0169355j 
-0.0463441+0.085766j -0.090114-0.0464643j 0.0108592-0.0311416j -0.0102564-0.0272171j 0.124224+0.0510878j -0.0102139+0.0575614j 0.068914+0.0429301j -0.032836+0.0746264j -0.0426297-0.126556j 0.0119381-0.0856776j -0.0354075-0.0981933j -0.0358479+0.0695532j 0.0104097-0.0181591j 0.0567029+0.0121567j -0.0436302+0.106959j -0.0467034+0.0121814j 0.0341753-0.0625636j -0.0604471+0.00419028j 0.0208013+0.027801j -0.0348937+0.0844309j 0.0421064-0.0655651j 0.0249767+0.00509871j -0.01615+0.0330436j -0.0469013+0.027682j -0.0288702-0.00312603j 0.1037+0.131283j 0.0179269+0.0888267j 0.0252805+0.0220499j -0.108869-0.00100881j 0.0238743+0.0604496j -0.044613-0.128156j 0.0269337-0.00892761j 0.086697+0.0363502j -0.0697758-0.0166899j 0.0323146-0.144916j -0.0603521-0.0638005j 0.035737-0.0286018j 0.0320915+0.0268395j -0.0366775+0.0800001j 0.0104289-0.00115829j 0.00939941-0.0216104j 0.0627627-0.0124881j 0.0176266+0.0444289j 0.051246-0.0124625j -0.109289-0.023601j 0.0688256-0.0709347j 0.0885244-0.0534813j 0.058957-0.0583612j -0.0678766+0.0326558j 0.093174-0.0646551j -0.00829665+0.0636683j -0.0701784+0.0549013j 0.11087+0.0384414j 0.026617-0.0569755j -0.153874+0.0345101j -0.106047-0.0551145j -0.0432631+0.0632185j -0.00837192+0.0843055j -0.152726+0.0503194j -0.0317538+0.0475571j -0.0255109+0.0657825j -0.0810822-0.0242464j 0.0174729+0.0865412j 0.0833547+0.0138383j -0.0349471+0.0388711j -0.0826179-0.0666793j -0.0234147-0.143355j -0.0624523+0.0735442j -0.0275426+0.0132454j 0.0238472+0.0143725j 0.0102465+0.0611838j -0.0744857+0.0523175j -0.0300453-0.0493897j -0.0585927-0.0538903j 0.0520079-0.0604948j -0.0489765+0.00550122j 0.0022267+0.0446296j 
-0.0355369-0.000833507j 4.61352e-05-0.0337618j -0.0157262+0.044854j 0.0452084+0.00809557j -0.0161257-0.0477619j 0.0385683-0.0409033j 0.0438465-0.00177771j 0.0217213+0.000339479j -0.0748256-0.0353368j -0.0336321-0.0436032j -0.0270102-0.0358526j 0.00988924+0.0272316j 0.017739-0.00641972j 0.016924+0.00192193j 0.0427213+0.0112733j 0.00372314+0.0380302j -0.0346392+0.0443159j 0.00226358-0.0313327j 0.0315329-0.00389358j 0.0443547-0.00830892j 0.0101711+0.0758031j -0.108729-0.0115412j -0.0276467-0.0121806j -0.0395894-0.0277354j 0.0229411+0.00174681j -0.037552-0.00163032j -0.0158715+0.0619744j -0.0364233-0.00729959j -0.0228901+0.02179j -0.0099817-0.0130128j 0.000812838-0.0531902j -0.0242024-0.0359716j 0.0233352+0.01j 0.0167011-0.0221684j 0.0149487-0.00582039j -0.00700631-0.0217085j 0.00087957+0.0391195j 0.0181606-0.000512888j -0.0109202-0.0582842j -0.0189218+0.000124566j 0.0358296-0.00314547j -0.019338-0.00521876j 0.0240918+0.00588915j 0.0244756+0.0256517j -0.0587538+0.00492993j 0.00978646+0.000883475j -0.0396102-0.000109292j 0.0100605+0.00050889j -0.0515827+0.0578011j 0.0161019-0.0110052j -0.0243461+0.0262483j -0.0338159+0.0394651j -0.0347951-0.00417554j 0.0289499+0.0273158j -0.0270329-0.00418369j -0.00250742+0.0176737j 0.000431211+0.0705035j -0.0337113-0.0573257j 0.079213+0.010504j -0.0139811+0.00662079j 0.0100088-0.0396386j 0.0280402+0.0161694j -0.0262299+0.0230793j 0.0330875-0.0130199j -0.0790147-0.0305056j -0.0386838-0.0735016j 0.00104841-0.0445841j 0.00670405+0.0253445j -0.0328556+0.0844876j 0.0183671+0.0198583j 0.0113812-0.00278813j 0.00126357+0.034662j -0.0263183-0.0218576j 0.0595346-0.0118896j 0.00427059+0.0567895j -0.0196976-0.00943902j -0.00987271+0.021284j 
-0.000336768-0.00328372j 0.00213857+0.00074218j 0.00119791+0.0131315j 0.0162173-0.00405185j -0.0128422-0.0239963j 0.0336481-0.0176143j 0.0199519+0.0353418j -0.0158058+0.0143094j 0.000721495-0.00991239j 0.00298646+0.000342399j -0.00943846+0.00286073j 0.0304385+0.00597626j 0.0126093-0.0113602j -0.00528826+0.0187386j -0.0265255+0.00582169j -0.0313247-0.026328j -0.0098505+0.0272023j -0.00945884-0.00754636j 0.0147903+0.00173654j 0.00923541+0.000291113j -0.00879574+0.0229288j -0.0284718+0.0504398j -0.0237129+0.0151315j 0.0138019+0.0183404j 0.00114329+0.023068j -0.0143792+0.0153471j -0.000953555+0.00481718j 0.0062992-0.0139515j 0.0186449+0.0288777j -0.00234957-0.0122088j -0.0214281-0.0105943j 0.0357195+0.0177317j 0.0332328+0.0266936j 0.0418104+0.00167028j -0.00893287+0.0305631j -0.0242016+0.0300783j 0.0112023+0.0272487j -0.0209277+0.0016437j -0.0157876+0.0101868j -0.0141711-0.0118968j 0.00853587+0.00203653j 0.0138121-0.00106207j 0.0244795+0.0374569j -0.0276967+0.0230796j -0.00445976+0.03396j 0.0124907-0.031223j -0.00105318-0.000121144j 0.0260418-0.0142938j -0.026263-0.00432449j -0.0120032+0.0381327j -0.000308391-0.00967785j -0.0454507-0.0100578j 0.00497346-0.0044678j 0.0187465-0.00658644j 0.0125643+0.00759205j -0.0510035-0.0260115j -0.0127361+0.0398691j -0.0120623-0.000522332j 0.00386944+0.00504891j 0.0149899+0.00262906j -0.0229853-0.0164056j 0.0120313+0.0311578j -0.00557957+0.00420389j 0.0223409-0.0162321j -0.0127024-0.00731416j -0.00827201-0.00498353j 0.0128862+0.0158242j 0.0237231-0.0437144j -0.010594+0.00400387j -0.0314847+0.023325j -0.00287585-0.0223038j 0.0176889+0.0449566j -0.0358422+0.0265727j 0.00716385-0.00556035j -0.00404759+0.0196266j -0.00652584-0.00786972j -0.00810209+0.00500865j 
0.0210169+0.0313199j -0.0344374+0.0173006j -3.28393e-05-0.0441901j -0.0383154+0.0106728j -0.0169296+0.0544018j -0.0415406-0.0141423j -0.034527-0.00126013j -0.020494-0.0130954j 0.048318-0.00270549j 0.0388272+0.0162839j 0.0301393-0.0187368j -0.0214763-0.0033626j 0.0105523+0.00840334j 0.034665+0.0214798j -0.00863288-0.0194436j 0.0224325+0.0395912j 0.0505224-0.048376j 0.0113897+0.00878283j -0.0182908-0.00499287j -0.051234+0.00139377j -0.00927553-0.0182913j 0.000884357-0.0110294j 0.0180683-0.0248572j -0.0268434+0.0401495j 0.00603032-0.00694638j 0.0264421+0.00838495j 0.0133875-0.00118819j 0.0283845+0.0277411j 0.00984219-0.00175974j 0.0161331+0.0106293j 0.00200753+0.00716954j -0.0133614+0.00565061j 0.00254098-0.0509003j -0.0186985+0.00497443j -0.0298394-0.00839156j 0.0255559+0.0226734j -0.0142553-0.0196964j -0.0123507-0.00902578j -0.0197032+0.0355565j 0.0217384-0.00512261j 0.00179002+0.0120844j 0.0049505-0.00694886j 0.00308442-0.00430403j 0.00613451-0.0452308j -0.00588026-0.01743j -0.0425415-0.00471928j 0.0275679-0.019212j -0.0102793-0.0121499j 0.0285686-0.0100769j 0.0345508+0.00720054j 0.0263876-0.00525192j 0.0372516-0.044223j 0.0469047+0.0273381j -0.0135991+0.0014042j -0.00931546+0.00818717j -0.0307677+0.00960176j -0.00520541-0.080803j 0.0441408-0.00143961j -0.0389614-0.0252462j 0.015145-0.00558427j 0.02312+0.0333939j -0.012736-0.037588j -0.00368048-0.0405163j 0.0075157-0.0057775j 0.0496202+0.00438772j 0.0210146+0.0264268j -0.000219676-0.0214744j -0.0390526+0.00592104j -0.0301249-0.0184492j -0.0496463-0.0431478j 0.0282856-0.0391922j 0.00416945+0.000871894j 0.0478928-0.00983616j -0.0493213+0.00618443j 0.00333782-0.0560423j -0.0193924+0.0263904j 0.0255928+0.0164248j 
-0.013063-0.029084j 0.034216-0.00915977j -0.00292675+0.055791j 0.0445124-0.00484174j 0.0155337-0.0415838j 0.0142481+0.023533j 0.0121096-0.0445562j 0.0638332-0.00852278j -0.041913-0.0272614j 0.00828033+0.00388147j -0.0227885+0.0561411j -0.00722957-0.015252j -0.0162097-0.000120873j -0.0358671-0.0457933j 0.029004+0.0135989j -0.00192351-0.0241081j -0.00383369+0.0304008j -0.00129269-0.0235991j -0.00422092-0.0238886j -0.00810853-0.0536852j -0.00329389+0.0678064j 0.00842709-0.0237812j -0.0161116-0.00609986j -0.00119281-0.0161502j 0.00184335+0.00598827j -0.0254614-0.00600533j 0.0266398+0.0399411j -0.0530334-0.00420098j 0.0242766-0.0245663j 0.0196729+0.0121764j 0.0309754-0.0148016j -0.00572221-0.0119921j -0.035296+0.0500241j -0.00818077+0.0315654j 0.0363985-0.00322365j -0.00124531-0.0248049j -0.0166098-0.000414338j 0.0092549-0.0170539j 0.0432317-0.021704j -0.0134966-0.00122271j 0.0220308-0.005512j -0.001978+0.0224125j -0.0269619-0.010191j -0.00739661+0.0139209j -0.0315394+0.0183422j 0.0305261+0.0328858j 0.012199-0.0229535j 0.0311761+0.0263398j -0.0445066+0.00900129j -0.0289101-0.021111j 0.019371-0.00574573j -0.00930076+0.0276259j -0.0223534-0.00762016j 0.0319513+0.0391304j 0.00608858+0.0480457j 0.0517593+0.0374908j -0.00302841+0.0339499j 0.0303851+0.00267117j 0.0364063+0.0118925j -0.000151188-0.0102102j 0.0155004-0.028224j 0.0102412-0.0345346j 0.00721018+0.00219497j -0.0255056-0.013206j -0.0504599+0.0483205j -0.0455674+0.0013771j 0.0125242+0.0183614j -0.00750082-0.00934916j -0.0083768+0.0454279j 0.0555639+0.0342224j 0.00309878+0.0473518j 0.00150107-0.00231252j 0.0149456+0.0016462j 0.0586236+0.00787386j 0.00325398+0.0725288j 0.0220867-0.0233204j -0.0235831-0.0184257j 
-0.00522191-0.000156629j 0.000246974-0.0036711j -0.00147009+0.0189686j 0.0241636-0.00158295j 0.00969165-0.000536713j 0.00374478+0.0132544j -0.000118325+0.00484644j 0.00923774-0.00553638j -0.0157332-0.0408341j 0.00321731-0.021368j -0.00663051-0.0160159j -0.00371547+0.00938973j 0.000191736-0.00214755j 0.00280168-0.00155313j -0.0060162+0.0203125j -0.00582577+0.0262714j -0.0272756+0.0421509j 0.0474226-0.0140921j 0.0286446+0.0282978j -0.00763531-0.0248629j 0.0240457+0.0233983j -0.0210352-0.000371517j -0.00111647-0.00178048j -0.0202805+0.00463736j -0.0327092-0.0180431j 0.00101366-0.00521759j 0.0195437+0.0392375j -0.0220614-0.00746743j 0.00713867-0.0143806j 0.0140051+0.0220405j 0.0302038-0.0233227j 0.00908254+0.0139006j 0.0298118+0.0016676j -0.00858146+0.0232569j 0.0161237-0.0189003j -0.00742048-0.00816112j -0.0117208+0.0231244j -0.00120506+0.00892564j 0.00944777+0.00506445j -0.0212844+0.00502009j 0.0180742+0.00196814j 0.00398119+0.000262986j 0.0031973-0.000215867j 0.0225558+0.00515967j -0.0446058+0.00539157j 0.0093196-0.023511j 0.00354447-0.0218786j 0.00935648+0.0126155j -0.0202891+0.00933583j 0.0143925+0.019562j -0.00270616-0.00436526j -0.0169817+0.0238923j -0.00315172-0.00225965j 0.0339565-0.0125587j -0.00258336+0.0173177j -0.0313711+0.0211413j -0.000637569+0.038135j -0.00324684-0.0100433j 0.0168039-0.00914494j 0.0103329-0.00127236j -0.00696747-0.0431749j -0.0141322-0.0119801j 0.00279767-0.00398384j -0.0121087-0.0219108j -0.0314181-0.00639142j -0.0196875-0.00168254j -0.0392686-0.0158018j -0.0203807+0.0244267j -0.0200074-0.0165612j 0.00398427-0.0032902j 0.00692699+0.0149388j -0.0088045+0.00296197j -0.00346629+0.0158694j 0.0169881-0.0119734j -0.00187109+0.0201654j -0.00217863-0.00453772j -0.00351662+0.00363859j 
-0.00283624-0.00548107j 0.00709228-0.00204701j 0.00361808+0.00602022j 0.000827679-0.00293562j 0.00343358-0.012694j 0.00325048-0.0013456j 0.0183164-0.0104113j 0.0126192+0.0174022j 0.0121604+0.0144746j -0.014637+0.0103182j 0.00314323-0.00834325j -0.0382781-0.00111655j 0.00485481+0.0175964j -0.0205819-0.0261582j -0.00170592-0.00475726j -0.0169315-0.0126259j -0.0297348+0.00886222j -0.0117983+0.018022j 0.0184814+0.00715891j 0.00595733+0.00874375j 0.00731837-0.02174j 0.0468834+0.013852j -0.0191749+0.0167643j 0.00280968-0.0103989j -0.0135735-0.0052344j -0.00969902-0.0247183j 0.00488127+0.0181533j 0.0260794+0.00720227j 4.7081e-05-0.000525016j 0.00211481-0.0258282j -0.0173805+0.0118725j 0.0157351-0.00308654j -0.00793363+0.0317362j -0.0232779+0.0105372j 0.00987867+0.00112129j 0.00246112-0.00688255j -0.00334044-0.000909899j -0.00243944-0.0117602j 0.0057742+0.0129455j 0.00470798+0.00246058j -0.0168223-0.0275137j -0.000565564+0.0362952j -0.00790951-0.00744133j -0.0120508-0.0163741j 0.0154667+0.00141558j 0.0178698+0.00719077j 0.00193459+0.00950943j 0.00740724-0.00546583j -0.00867727+0.00987406j -0.005-0.0067119j 0.0317506-0.0089341j -0.010195-0.0115034j 0.0122931+0.00373797j 0.00578327-0.0125021j -0.0108903+0.00714981j -0.00639789-0.00401047j 0.00995323+0.0205625j 0.00457848+0.0111718j 0.019285+0.00809066j -0.0370699-0.00454487j -0.0233453-0.0200076j -0.00722657-0.00622911j -0.0136355+0.0337818j 0.00528428+0.0161122j -0.000643821-0.0198176j 0.0198744+0.02164j 0.00664001+0.0241001j -0.000658574-0.0136457j -0.00787446+0.00957675j 0.0192816+0.00193719j 0.00803103+0.0272905j -0.00739998-6.36704e-05j 0.0180954-0.00541919j -0.000377782-0.0013848j 0.0160608+0.00226638j 0.00105766+0.0024625j 0.000638229-0.000343281j 
0.00764317+0.00255111j -0.00268553+0.0070245j -0.00225655-0.00363713j -0.0057844+0.00410491j -0.00110054+0.00459691j -0.00957457+0.00318898j -0.0105135-0.0128251j 0.00690814-0.00303799j -0.000694818+0.0160358j 0.000441507-0.0213206j 0.0453856+0.0137932j 0.0267934-0.0232546j 0.00226477-0.00611509j -0.00682854+0.0239574j -0.00836997-0.00813617j 0.0185248-0.0142261j -0.00379354+0.0196183j 0.00531074-0.012978j 0.0217623+0.0127392j -0.0120337+0.0130138j -0.0105112-0.00697189j -0.00607175-0.0112804j -0.000857907-0.0172718j 0.00785972+0.0161866j 0.00140126-0.00569812j 0.00231379-0.0187256j 0.00411934-0.0154573j 0.0027058+0.00233562j 0.00312435+0.00700692j 0.00952642+0.00830047j 0.00276488+0.0242871j 0.00222999+0.00502183j 0.00173253-0.00774695j -0.0136851-0.00559712j -0.00967759-0.00860687j 0.00544012+0.00802622j -0.00948599+0.00369501j 0.0118298-0.00820075j -0.00985909+0.00656188j 0.0065523-0.0149988j -0.0204258-0.0270973j 3.96163e-05-0.00155318j -0.00524599-0.0107064j 0.00318357+0.00612594j 0.0267772-0.0120186j -0.0116066-0.00419999j 0.0262773+0.0130186j -0.00895417+0.0122566j 0.00568516-0.00928695j -0.00688968+0.000562069j 0.020962+6.05107e-05j -0.00245798+0.00712797j -0.0363207+0.0238285j -0.0245988+0.00204481j 0.000493032+0.0183145j -0.00251636+0.00101968j -0.0216901-0.0364595j -0.0146817+0.00922139j 0.00526164-0.00870681j 0.0392485-0.00567239j -0.0357508-0.028256j -0.0159857+0.0489948j -0.0026711-0.0153931j -0.00984263-0.0189259j 0.0149025+0.0108839j -0.000350511+0.00202975j 0.00464801-0.0193635j -0.037014-0.00336355j 0.00537997-0.0017245j -0.00662657+0.000666914j -0.00123991-0.00825529j 0.00805469+0.00355459j 0.00799232-0.00626443j -0.00231505+0.0132531j -0.0058121+0.0014785j 0.00375577+0.000771362j 0.000448871-0.0051367j 
