-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.00167993-0.00081376j 0.00261739+0.0010397j 0.0005706-0.000723477j 0.00395421+0.00289278j 0.000264157+0.00274751j -0.00293655+0.00198037j -0.000731374-0.000828723j 0.00409003+0.0021334j -0.0019624+0.00462852j -0.00151435-0.00135448j -0.000923196-0.00120717j -0.000324225+0.0022968j -0.000326878-0.00269161j 0.00163632-0.00443425j 0.00111802+0.00318238j -0.00280472+0.00428839j -0.0079992-0.00045858j 0.0010758+0.00190271j -0.00144126-0.00137202j -0.00136566+0.003447j 0.00107215+0.00399957j -0.00592402+0.000902749j 0.00267701+0.00185399j 0.00210412+0.00123987j -0.00399977+0.000945133j -0.000136405+0.00335036j -0.00179049+0.00484487j -0.00111616-0.000649032j 0.00244526+0.00446011j -0.0039632+0.000653474j -0.00299946-0.000795665j 0.000794191-0.00298341j -0.00121643-0.00455462j 0.00159608+0.00264607j -0.00406818+0.000983131j 0.0045044+0.0042189j -0.00276018+0.00272714j 0.00116345-0.000909738j -0.000430006-0.000635975j 0.00376847-0.00510492j -0.00160395-0.00467893j -0.00359649+0.000288578j 0.00434993-0.00284235j -0.00159002-0.00131201j -0.000701467-0.00110921j -0.00109197-0.00254619j -0.000215189-0.000335954j -0.00528431+0.00308099j -0.00149244+0.00406117j -0.00224238-0.00366802j 0.00356726+0.000380737j 0.00245999+0.0016361j -2.7257e-05-0.0053764j 0.000671449-0.00155176j 0.00069269+0.000431765j -0.00161043-0.0036543j 
0.00176355+0.00380826j -0.00119939+0.00211454j -0.0027638-0.000490169j 0.000164689+0.00532578j 0.0026648-4.50684e-05j 0.00205159+0.00248309j 0.00124997-0.00344408j -0.000381182+0.00468601j 0.00498641-0.00344021j 2.07745e-05+0.00243383j 0.00120202-0.00197775j 0.00308797-0.00143696j -0.00108381-0.00152058j -0.00527787+0.0027553j 0.00210036+0.00111953j 0.00606444+0.00099455j 0.00505703-0.004167j 0.000895601-0.000439506j -0.000523457-0.00159629j 0.00502922-0.00234559j 0.00145558+0.00550617j 0.00371445+0.00137477j -0.00556295+0.00328002j -0.0026173+0.00482228j 0.00723714-0.000619892j 0.00235046+0.00357217j 0.00550033+0.00160336j 0.0019531-0.00285686j -0.00149492+0.00354488j 0.00556744-0.00196197j 0.00455634-0.0019328j -0.00360953-0.0020972j 0.000850629-0.00218477j 0.00168439+0.00253881j 0.00121778+0.00296488j -0.00486794+0.000568622j 0.00645905-0.00161628j -0.001408-0.00205642j 0.00298562-0.00178755j -0.00252376-0.00436824j 0.00285908-0.000383424j 0.00330618+0.000834627j -0.00766816+0.000687823j 0.00148336-0.00191984j 0.00139726+0.00124554j -0.00216252+0.000879436j 0.00153716+0.000575598j 0.0057224+0.000273315j -0.00194927+0.00538231j -0.00134958+0.00029687j -0.000876098-0.000311826j -0.0032594+2.61417e-05j 0.00207237-0.00645461j 0.00370983+0.000265768j -0.00331624+0.0033603j 0.000635127+0.003372j 
0.00317184+0.00191919j -0.00133353-0.00164574j -0.00135862-0.00179021j -0.000520577-0.00433512j 0.00216901+0.00152332j 0.00368815+0.00341255j -0.00257136+0.00159225j -0.00161908-0.00451017j 0.00229672+0.0062368j -8.33684e-05+0.000479227j -0.00251178+0.00129964j 0.00170351+0.00164176j -0.000984086+0.000528794j -0.000861441-0.00617219j 0.00260594-0.000332631j 0.00542357+0.00562537j 0.00279259+0.0101194j -0.000401435-0.000337464j -0.000153965+0.000251906j 0.000289446+0.00528103j 0.00296935+0.00152813j 0.00524824+0.00799685j 0.00144582-0.00450076j 0.00157297-0.00225319j 0.00102537+0.00672681j 0.00157539+0.00240362j 0.00225976+0.00386724j 0.000416095+0.00172746j 0.00223575-0.00279461j -5.24074e-05+0.00816658j 9.88521e-05+0.00567554j -0.00104006-0.0047609j -0.000965041+0.00106893j -0.000444185+0.000218023j 0.00326085+0.00720961j 0.000910573-0.00738432j 4.45258e-05+0.00341248j -0.000523114-0.00247207j -0.00164909+0.000544664j -0.00312432-0.00697147j -0.00312003+0.00496383j -0.000548849+0.00613749j 0.000964416-0.00560327j -0.00143992+0.00335337j -0.00299969+0.00265535j -0.000727055+0.000829461j -0.00160578-0.00103894j -0.000926241+0.00632444j 0.00184762+0.00015772j -0.000378867+0.00269148j -0.00185592-0.00629035j 0.00221374-0.0042567j -0.00253608+0.00163232j -0.00185544+0.00251542j 0.000669682+0.00198353j 0.00167767+0.00406011j 
0.00307673+0.00183228j 0.00110072+0.000262034j -0.000209143+0.000382478j 0.00512155+0.000347542j -0.000895747+0.0004897j 0.000767837+0.00144419j -0.00347789-0.00231991j 0.00454216-0.000281547j -0.00633321-3.27832e-05j 0.00151954+2.66532e-05j -0.00241056-0.00211429j -0.00144403-0.000520136j -0.000843108-0.000257509j 0.00618476+0.000846131j 0.00176441+0.00093354j -0.0012039+0.00124068j -0.00695108-0.000527256j -0.000757672-0.00024856j -0.000591161-0.000454702j -0.0050865-0.0013096j 0.00284114+0.00290201j -0.00152495+0.00238392j 0.00437761+0.00370381j 0.00460164+0.00310599j -0.00366933-0.00233502j 0.00062448+0.00119897j -0.00142748-0.000393046j -0.00202997-0.000862803j 0.00343982+0.00270953j -0.0059381-0.00168866j -0.00386548-0.00187391j 0.00169674-0.000665452j -0.000716171-0.00160141j 0.000535372-0.000303617j -0.000933356+0.00370859j 0.00347693+0.0024696j -0.00330807-0.00351781j 0.000311073-7.25726e-05j -0.00178622-0.0030354j 0.00159129-0.00303202j -0.00257134-0.00218235j -0.00314157-0.00072102j 0.00478575+0.00442288j -0.00329579-0.00137409j -0.00183238-0.00184979j 0.000220943+0.000475693j 0.000185682-0.00222693j -0.00473332-0.00300748j 0.0021329+0.00277666j -0.000405364+0.00110585j 0.00221278-0.00226074j 0.00295184+0.00230778j -0.00378897-0.00291336j -0.0014721-0.00193086j 0.00141179+0.00363854j 0.00138416+0.00138664j 
-0.00584408-0.00395404j 0.00627815-0.000620547j -0.00242498-0.000304477j 0.00028086-0.000365458j 0.000734382-0.00122799j -0.00321243+0.000603949j 0.002575+0.00362069j 0.000268492-0.00235557j 0.00309789+3.95347e-05j -0.00249462+0.000198759j 0.00192964+2.52868e-05j 0.00131312+0.00182684j 0.000630495+0.0016311j -0.00369033+0.00121069j -0.000170738-0.000617425j -0.00318974-0.00253897j -0.00427273+0.00238174j 0.00247046-0.00118981j -0.000487817+0.00214986j 0.00363911+0.000483222j -0.00169097-0.00521493j -0.00630633-0.00170544j 0.000784646-0.00177135j -0.00184157-0.00339125j -0.00146191+0.00049464j 0.00191425-0.00195353j 0.00122949-0.0011836j -0.000819887+0.000877202j 0.00213062-0.00362112j 0.000558953+9.0726e-05j -0.000346066+0.00114071j -0.000403334+0.00192555j -0.00452831+0.00206687j 0.00330915-0.00111093j -0.00675403-0.00321855j 0.00615736-0.000339643j 0.00444141+0.00122174j -0.000104225+0.000833746j 0.00337778+0.00143223j 0.000298952+0.00373431j -0.00403146+0.00136197j -0.00197997-0.000989783j -0.00456605-0.00105457j 0.000821912+0.00129187j -0.000311276+0.000318525j -0.0020033-0.000376686j 0.00222524+0.000686994j 0.00333011+0.0011635j 0.00138373-0.0041519j -0.00446596-0.000651921j 0.00355697+0.00130855j 0.000602528-0.000185256j -0.000647191+0.00445376j -0.00459453-4.97734e-05j -0.00332697+0.0023307j -0.000959076-0.000291428j 
0.000701288+0.0052371j -0.00277857-0.0042465j 0.00113934+0.00216674j 0.000681368-0.00152322j -0.000173449-0.000571291j 0.00222048+0.00218895j 0.000311134-0.00277265j -0.000994947-0.000256331j -0.00071684-0.00208738j 0.00131703+0.00202134j -0.00106106-0.00135437j 0.000365009-0.00193162j 0.000464591-0.000684233j 0.00193899+0.00251045j 0.000276967-0.000237873j 0.000354029+0.00288051j 0.00205007+0.00313555j -0.00148731-0.00186107j 0.000950375+0.000169004j -0.0008084-0.0026241j -0.001153+0.00187214j 0.00145831+0.00552654j -0.000435466-0.000232549j -0.000710498+0.00213046j 0.000488332+0.000952239j -0.000674131-0.00132683j -0.000405703-0.000801298j 0.000527631+0.000663529j -0.00178504-0.000289846j -0.000363267-0.000359435j 0.000624008-3.02561e-05j 8.87807e-05+0.000376464j 0.00216139+0.0026512j -0.00115679-0.00264306j 0.00186581+0.00590613j -0.0016499-0.00491773j -0.00205157-0.00394919j 0.000177891-0.000146452j -0.00115737-0.0028996j 0.000663418-0.00194908j 0.0020679+0.00279535j 0.000794208+0.00176362j 0.0014681+0.00401329j 6.70256e-05-0.000713458j 0.000501926+0.000562776j 2.97329e-05+0.00174671j -0.00114832-0.00224893j -0.000726474-0.00300665j -0.000941555-3.37505e-06j 0.000865365+0.0041883j -0.000425901-0.00416326j 0.000303251-1.22129e-05j 0.00186184-0.00121621j 0.00235628+0.00355395j 0.00324027+0.00155761j 0.000358325+0.00144j 
0.00670231-0.0019768j -0.00521593+0.00462649j 0.00159413-1.99623e-05j 0.00133331-0.00183855j 0.00261391-0.00113794j 0.00045382-0.00178011j -0.00385301+0.00112494j 0.000651968+0.000391865j -9.14711e-05+0.00144103j 0.00150987+0.000327573j 0.000447082+0.000679508j -0.00213341-0.000710852j -0.00307123+0.000587409j 0.00340399-0.00157253j 0.00232261-0.00235429j 0.00363492-0.00257445j -0.00125836-0.0017063j 8.63153e-05+0.00132218j 0.000168684-0.000350915j -0.00236494+0.00147532j 0.000290545-0.00416361j 0.00301294-0.00338023j 0.000347073-0.0025878j 0.000479893-0.00154451j 0.00187931-6.27096e-05j 0.000151418-0.000627428j 0.00299974-0.00139019j 0.00227534-0.000962588j 0.0040252-0.000315432j -0.00231762-0.000566304j -0.000890158+0.00110605j 0.000674465+0.00331342j 0.000669375-0.00132923j -0.0013984+0.00054491j 0.00297869-0.00799022j -0.000294569+0.000722078j -0.00194718+0.0042227j -0.000135076+0.00121988j -0.000306569+0.00334021j -0.00263004+0.00261786j -0.000270583-0.00149236j 0.000777181-0.00467437j 0.00182865-0.0029716j -0.00386239-2.44705e-05j -0.000437123+0.000503467j -0.00203326-0.00073995j -0.00197536+0.00375343j -0.00243017-0.000279434j 0.00149523-0.00271293j 0.00148765-0.00370679j -9.16111e-05+0.00112303j 0.00131789+0.000717778j -0.000921117-0.000790578j 0.00504539+0.000201046j -0.00506997-0.00739364j -0.00243704+0.00389265j 
0.00360932+0.00131404j 0.00179419+0.00155564j -0.0052452-0.00116735j 0.00182057+0.00278584j 0.00372884+0.00346967j -0.00312284+0.000194015j -0.000518519-0.000148047j -0.00124237-0.00119092j 1.95684e-05+0.00225477j -0.00257258+0.000724725j 0.00128421+0.00043434j 0.00222597+0.000823655j 2.84538e-06+0.000291813j 0.000536641+0.0019757j 0.00406238+0.00194808j 0.00050772-0.000644003j -0.00544121-0.00373332j 0.00128033-0.000117874j -0.0012099+0.000184705j 3.52546e-05+0.000101484j 0.00286268-0.00383799j -0.00181313-0.00341306j 0.00295833-0.00102672j -0.00139876-0.00346255j 0.00043442+0.000849497j 0.00565403+0.00262566j 0.0045811+0.00195401j 0.00260584+0.00167145j 0.00387368+0.00104812j -0.000630824-0.00147027j -0.000537747+0.00297743j -0.00346463-0.000942687j -0.00182095+0.00063889j 0.00251857+0.00195701j 0.00103891-0.00235121j 0.00610705+0.00173467j 0.00056235-0.00309626j -0.00202648-0.000957199j 0.00205327+0.00298649j -0.00110994+0.00157799j -0.00282177+0.00293543j 0.00117956-0.000231874j -0.00155168+0.00197448j -0.000875552-0.000310588j -0.00326714+0.00151316j -0.00194097-0.00392187j -0.00029186-0.00323607j 0.00132279-0.00374652j 0.0036066-0.00380305j 0.000456808-0.00183047j 0.00400912+0.00319558j -0.000621994+0.00105281j 0.00232428+0.00440046j -0.00407974+0.00887495j -0.00198362+0.00140249j -0.000841519+0.0036227j 
0.000280176+0.00513595j -0.00455337-0.0058433j 0.000527669+0.00250173j 0.00173989+0.00259342j 0.000995166+0.00188556j 0.000572272-1.95363e-05j 5.2275e-06-0.0039066j -0.000654289+0.00307607j -0.000576529-0.000413675j -0.000616603+0.00363127j 0.000165259+8.20325e-05j -0.000306607-0.0023149j -0.000482755-0.00329604j 0.00279505+0.00131124j 0.00244609-0.000494547j 0.000562393+0.00370357j 0.00143339-0.00148629j -0.000377295+0.00163806j 0.00200214-0.00069938j -0.00127841-0.00322157j 0.00192571-0.0017047j 0.00257465+0.00190582j 0.00366842-0.00337513j 0.000703243+0.00100158j -0.000487329+0.00196796j -0.00107538-0.00155076j 0.00179423+0.000343708j 0.0018678-0.000490449j 0.000631006+0.0023182j -0.000937477-0.00296963j -0.00328057-0.00071349j -0.00208979+0.00265767j 0.0018886+3.2867e-05j -0.000861987-0.00167518j 0.00781609-0.00130329j 0.000207662-0.000794293j -0.00476577+0.00029559j -0.000437663+0.00302989j -0.00202381-0.000538098j -0.00316499-0.000364834j 0.00283394-0.00155685j 0.00393113-0.00177033j 0.00515732-0.000417446j -0.000726302-0.00330393j -0.0011585+0.000203498j -0.00111062-0.00143692j -0.00385801+0.00162022j -0.00190073-0.00210894j -0.0026613+0.00206382j 0.00367737-0.00127406j -0.00187528+0.000175108j 0.000424099-0.00016426j 0.00434882-0.00223147j 0.00204158+0.00552665j 0.00706818-0.00927088j -0.00605549-0.00255131j 
0.00143627-0.00423238j 0.00175596-9.19007e-05j -0.000793+0.00611738j 0.00454327-0.000854721j 0.00190923-0.00413618j 0.000287329+0.00375224j 0.000390856-3.55143e-05j 0.00169694+0.00237577j 0.00105317-0.00051959j 0.004533+0.00249364j -0.000726279-0.00231816j 0.000577318-0.00182758j 0.00118966-0.000345814j -0.000626158-0.00357241j -0.00145788-0.00576542j -0.000999332+0.000108074j -0.00253837+0.00643801j 0.00203594-0.000253966j -0.00116055-0.000899016j -0.00162853-0.000623541j -0.00504487-0.000543897j -0.00448113+0.00220588j -0.00636083-0.00418337j -0.00094908+0.00291862j 0.00105442-0.00121902j 0.00103004-0.00558563j -0.00225707-0.00631564j -0.00238516-0.00612541j -0.00273835-0.00627483j -0.00222605+0.00122546j 0.00347096+0.000970639j 0.000268647+0.00248648j 0.000818624+0.0007399j 0.00232872-0.00202553j -0.0041719+0.00015266j 0.00016417-0.00687426j -0.00230655+0.000505394j 0.00306116+0.00465848j 0.00102575-0.00449737j 0.00409191+0.00189298j 0.00325461-0.000194585j -0.000612408+4.22118e-05j 0.0013142-0.0022514j 0.000332476+0.00291322j 0.00273536+0.00276412j -0.00240948+0.00495235j -0.000344295+0.00241531j -0.00342152+0.00258575j -0.00351941+0.00380042j -0.001961-0.000153437j 0.00143831-0.00158708j -0.0019717-0.00186816j 0.00242216-0.00719074j 0.0105246-0.000819466j 0.000730806+0.00157948j 0.00401022-0.000857924j 
-0.00130162+0.00211637j 0.000731908+0.00526105j 0.00170669-0.00501411j -0.00109356+0.00171495j -0.00381636+0.00116636j 0.000489156-0.00233554j 0.00236242+0.00259744j 0.00190338-9.09947e-05j -0.000319992-0.00104596j 0.00136052+0.000756144j -0.000697025-0.00178914j -0.00201507+0.00396382j 8.66883e-05+0.0035132j -0.00122557-0.00338334j -0.0018949-0.000146595j -0.00232604-0.00258874j 0.00249296-0.00439221j 0.00265512+0.00283799j 0.000584739-0.00243238j 0.00119828-0.000959615j 0.00159553+0.0012063j 0.00111909-0.00445797j 0.000793325-0.00249028j 0.00371995-0.000965765j -0.00101284-0.000788152j -0.00188095+0.00647039j -0.00147745-0.0014399j -0.00213279-0.00162905j -0.00101332-0.00372482j -0.00128658-0.0013613j -0.00549437+0.00149486j 0.00335545-0.00447163j -0.0016073+0.000318816j -0.00100783+0.00437518j 2.33764e-05+0.00210933j 0.00021348+0.00405652j 0.00570717-0.00284127j 0.00231978+0.00294252j -0.00141974-0.00174731j -0.0028168+0.00246727j -0.00388561+0.000769303j -0.0025735+0.00295823j -0.00235235-0.00119408j -0.00238127+0.00407406j -0.00233828-0.000853727j 0.000954862+0.00161498j 0.00738719+0.00058504j 0.00284698+0.0012159j 0.00046855+0.00293344j -0.000520974+0.002516j -0.00399107+0.00282175j 0.0013824-0.00442782j -0.0021756+0.00211259j -0.00827787-0.00131783j -0.00509634+0.00426988j -0.00182131+0.00102844j 
0.00129981+0.00279897j 0.000253939-0.0040206j -0.000775812-0.000927065j 0.00357457-0.000543968j -0.000590964+0.00393373j 0.000673586-0.00189878j 0.000559937-0.0048905j 0.00350053-0.00158151j -0.00228183-0.000159516j 0.00516139-0.00232786j -0.00328391+0.00132507j 0.00153269+0.0015135j 0.00183001-0.00185121j -0.00433188+0.00190848j -0.00349974+0.00251866j 0.000264955+0.00529009j 0.000425617-0.00359555j 0.00432376-0.00377243j -0.00234903-0.00127841j -0.00394607-0.00121947j 0.000731284-0.00218323j -6.19493e-05+0.00178536j -0.00676172-0.000571372j 0.00311213-0.00408051j -0.000512382+0.00273882j 0.00151153+0.00103008j -0.00590994+0.00354565j -0.00641864+0.00342612j -0.00725243+0.00492131j -0.00202644+0.00181306j 0.000479097+0.0062085j -0.00231241-0.000849269j 0.00122027+0.000179153j 0.00266698-0.00140739j 0.00507302-0.00379021j -0.00120122-0.000389124j -0.00341231-0.00091838j 0.00872423-0.00286122j -0.00661+0.00216707j 0.00192469+0.00240587j 0.000832678-1.5385e-05j 0.00406204-0.00114564j -0.00202808-0.00120221j 0.00417092+0.000600543j 0.000642367+0.00181501j 0.00495438-0.000146855j 0.00229085-0.0044806j 0.00286913-0.000892829j 0.00677348+0.00395581j 0.00408692-0.00144319j 0.000864289+0.00480101j -0.00641255-0.000278794j -0.00257488-0.00164954j -0.000329005+0.00418066j 0.00335526-0.00357464j -0.00307977+0.00204744j 
-0.000658438-0.0019011j 0.000371399+0.00083859j 0.000929103+0.00131165j -0.000703482-0.00133711j 0.000954308-0.00106124j 0.000302592+0.00177261j -0.00273397-0.000828415j 0.000777783-7.96341e-05j 0.00126765+0.000584532j -0.00256119-0.00216226j -0.000914985+0.000217011j -1.21085e-05+0.000302598j 0.00322481+0.0042401j -0.000811586-0.00257918j 0.00108553+0.000708991j 0.00062446-0.000743298j 0.00102461+0.00153563j -0.00137869-0.000189251j -0.000457385+0.000855798j 4.79613e-05-5.50749e-05j -0.00131876+0.000780498j 0.000486406+0.000844178j -0.000916628+0.000731157j -0.00124366-0.000944494j 0.000342188-0.00286926j -0.00226282-0.00461918j 0.0015491+0.000963939j -0.000420359-0.00152817j 0.000387897+0.000168632j 0.000876209-0.00202185j 0.0030902+0.00122825j -0.000610565+0.000135568j 0.00111801+0.00146813j -0.000374631-0.00256636j -0.00190898+0.00129393j -0.0010854-0.00122652j 0.00106931+0.00124291j -0.00185743+0.000827371j 0.000976215-0.000884411j 0.000416852-0.00100848j 0.000148479-0.00223249j -0.00105904+0.000301781j 0.000660953+0.00275474j -0.000183103+0.00541946j 0.000452863-0.00227967j 0.00111271+6.32419e-05j -0.000115552-0.0020468j -0.000603338-0.000396679j -0.0019054+0.000600164j -0.00190522-0.00297152j 0.00197151-0.00183309j 0.000723438+0.00231628j -0.000439872+9.08614e-05j 0.00107059-0.00268174j -4.28275e-06+0.0015908j 0.00193499-0.00163404j 
0.000273091+0.00136425j -0.000210153+0.000437343j -0.000535805-0.00166511j -0.000817216+0.000261402j 0.00086318-0.0008036j 0.00079379-0.000582051j -0.00223071+0.00331681j -0.000172478-0.00195138j 0.000730341-0.00117087j -0.00220392+0.00266165j 0.000746155+0.0013215j 0.00146878+0.000434282j 0.00433834-0.00379303j -0.0019731+0.00202648j 0.0024585-0.000742311j 0.000748127-0.00115628j -0.00158225-0.00180643j -0.000447226+0.000287598j 0.000153415+0.000382444j -0.000470584+0.000512655j -0.00018223-3.49999e-05j 0.000445447-0.00167345j 0.000211206+0.000949122j -0.00256528-5.13465e-05j -0.00191533+0.000328193j -0.00250204+0.00363186j 0.00292106-0.00111004j -0.000100993+0.00176966j 0.00257828+0.000246606j -0.00241627-0.00028173j 0.00355768-0.00139738j -0.000534737+0.00100376j 0.00119465-0.00123555j -0.00219917+0.000704105j -0.000379201-0.000403362j 0.000373233+0.00144715j 0.00121795-0.0014138j 3.98344e-05-0.000141387j 0.000261836+0.000884544j -0.000518494+0.000812012j -0.00245349+0.001283j -0.000451559+0.00015214j 0.00271787-2.34992e-05j 0.0057609-0.000409033j -0.00209977+0.000763621j -0.00116891-0.00236999j -0.00338425-0.000963261j -0.00111048-0.000868317j 0.0017377-0.000484217j -0.00416982+0.00122866j -0.000243919-0.00205438j 0.002648-0.000221026j 0.000591781+0.00131828j -0.000836734+0.00170969j -0.000420543+0.00051569j -0.000288953+0.00107464j 
0.00037904+0.000393081j -0.000515455-0.000303345j 0.000256429-0.000305539j 6.76189e-05+9.13974e-05j -0.00107467-0.00194854j 0.00132981-0.00143412j 0.00103416+0.00443331j -0.000788912-0.0014954j -0.000873714-0.00181974j 0.0018888+0.00325965j 0.00101075+0.0011173j 0.000418527-0.00166008j -0.00108103-0.00875026j -0.000503432+0.00438813j -0.000767688-0.00278263j -3.36831e-05-0.00119867j -0.000614914+0.000406345j 0.000506116+0.000302532j 0.00062864+0.000210766j -0.000642326+0.00177915j 8.74627e-06+0.000969274j 0.000203232-0.000384046j -0.000540598+0.00261945j -3.35892e-05+0.00294008j -0.00150777+0.00254902j -0.000981833+0.00541725j -0.00103507-0.00297562j -0.000539391+0.00226839j 0.000611251-0.00147712j -0.00248844+0.00343506j 0.00073081-0.00620609j 0.00165492+0.0015299j 7.66664e-05-0.00276858j -0.0015903+0.00229489j 0.000329928+0.000225712j -0.000745872+0.00105658j -0.000428274-0.00061383j 0.00242741-0.00098644j -0.000711153+0.000570931j 0.000431299+1.41379e-05j -0.00163417+0.00245656j 0.000145893-0.000345389j 0.00119158-0.00425731j 0.00469525-0.00794116j -0.000236029+0.00196169j -0.00151094-0.00019951j -0.0027699+0.0040999j -0.000587063+0.00166409j 0.00288465-0.00105364j -0.00146321+0.00537487j -0.00307665-0.000673535j 0.00105468-0.00224469j -0.00078872-0.000483609j 0.000290367-0.000834214j -7.30228e-06-0.0014819j -0.000787671+0.000236815j 
8.67125e-05-0.00202703j 0.000753737-0.00101406j -8.08862e-05+0.0024904j 0.000785374-0.00163922j -0.00104243+0.000807302j -0.00134775+0.000502923j 0.00349497-0.00416213j -0.000588151+0.00115471j -0.0010158+0.00150555j 0.00276095-0.0043116j -4.60963e-05-0.00121367j -0.00131912-0.00127558j -0.00693861+0.0044742j 0.00322009-0.00119461j -0.00263797+0.0015893j -0.00120318+0.00151438j 0.000837658+0.00308628j 1.60663e-06-0.00162725j -0.000870137+0.000693733j 0.0017238+0.000292338j 0.000141134+0.000430353j -0.00152454+0.00289986j 0.000912897+0.00109778j 0.00246445-0.000244056j 0.00284069-0.000167856j 0.00556659-0.00494979j -0.00355118+0.00265701j 0.00103684-0.00046691j -0.00330253+0.000981435j 0.00467347+0.00118242j -0.00353844+0.000476368j -0.000120061-0.00110527j -0.00220318+0.00147085j 0.00371441-0.00150244j -0.000100065+0.000922039j 0.000324131-0.00163067j -0.00215628+0.00174031j -0.00134412-0.00195955j 0.000112646-0.000291465j 0.00156177-0.0022778j 0.00464509-0.000577869j 0.000658861-0.0002015j -0.00385229+0.00100841j -0.00794767-0.00120649j 0.00363768-0.00123043j 0.00110995+0.00213431j 0.00325248+0.000730437j 0.00159389+0.000153515j -0.00205923-0.00173226j 0.00555855-0.000977958j 0.00159745+0.00128187j -0.00351088+0.0013549j -0.000866997-0.000668629j 0.00226922-0.00206519j 0.00139288-4.52532e-05j 0.00138658-0.00108861j 
-6.67368e-05+0.00426517j -0.00151776-0.00160775j -0.000716943-0.00290745j -0.0012854+0.00548735j 0.000719537+0.00206167j 9.79053e-05+0.000964205j -0.000345107-0.00239283j -0.000734009+0.00512652j 0.000426686-0.000609197j -0.00209461+0.00656344j 0.000201814-0.00240187j -0.00135604+0.00168729j 0.000215545+0.00306291j 0.00217776-0.0035407j 0.00225259-0.00116789j -0.000334859+0.00267345j 0.000968601-0.00270561j 0.00019897+0.00436645j 0.00344712-0.00265367j 0.000176479-0.00593788j 0.0035903-0.00339877j 0.00149149-0.00108221j 0.00510892-0.011067j 0.00113116+0.00135193j -0.000635495+0.000751773j -0.000772365+0.000511659j 0.00320336-0.00386429j 0.00340063-0.00563419j 0.00289235-0.00221011j -0.00109802-0.00461114j -0.00705447+0.00632197j -0.0010605+0.000552699j 0.000829711+0.000774222j -1.92735e-05+0.00173048j 0.00454231-0.00265752j 0.00240877-0.00096778j -3.45141e-05-0.000475408j -0.00348095+0.00703057j 0.00111712-0.00231126j -0.00557574+0.00346277j -0.00032317-0.00134912j 0.00134508-3.37514e-05j 0.00273589-0.000589045j -0.00450578+0.00373748j -0.00389735+0.0013448j -0.00187158+0.00137043j 0.000615908+0.000856337j -0.00210006-2.42856e-05j -0.00608741+0.00452815j 0.00185165-0.00252668j -0.00241652+0.00112118j 0.00245613-0.00323128j 0.00491251-0.00166893j -0.00298607+0.00499053j 6.39513e-05-0.00319753j -0.00361543+0.00234878j 
