-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
-0.00056459-6.47032e-06j 0.000469885+0.00108274j -1.58184e-05+0.000461963j -0.000339028-0.000946442j -0.00106095-0.001149j -0.000481757-0.000867788j 0.000473839+0.000164993j 0.000875354-0.000172704j -0.000136861-0.000614605j 0.000730507+0.000932158j 0.00161095+0.00209549j -0.000234294+0.00211892j -0.00287206-0.00260049j -0.00117304-0.000206085j -0.000456731+0.000374521j 0.000697654+0.00128108j -0.00396963+0.000464027j 0.00463876+0.00635598j -0.00355963-0.0025809j 0.00043169-0.000608486j -0.0051536-0.00280499j 0.00192353-0.00114648j -0.00329675-0.000652008j -0.00156879-0.00125871j 0.0074928+0.00719327j -0.000741965-0.00173964j 0.00190242+0.00238414j 2.25786e-05-0.00107492j 0.000443811+0.000485724j -0.000714216+0.000984275j 0.00658552+0.00616656j 0.00142399+0.000413957j 0.000471606+0.000654892j 0.00509763+0.00302755j -0.00363426-0.00379753j 0.00026968+0.00333759j -0.00215166-0.000665427j 0.000187552+0.000860891j 0.00143881+0.0029857j 0.00139726+0.00262688j 0.00242579+0.0028126j -0.00141191-0.000853553j -0.00403706-0.00432449j -0.00190074-0.00372694j -0.00138069-0.00205598j -0.000220029+0.0023846j -0.00190251-0.00362408j 0.0020886+0.00536012j -0.000789688+0.00140455j 0.000279733+0.00383013j 0.000144769+0.00213371j 0.00201967+0.000635687j 0.00290174+0.00452479j 0.00123419+0.00365535j -0.000282118+0.00183416j 0.00186364+0.00755165j -0.000426958-0.00195513j 0.00325554+0.00839401j -0.00291191-0.00135309j -0.00190075+0.000933565j 0.000562284+0.00523895j -0.000716219-0.00288156j -0.0015224-0.000917303j -0.000735437+0.00537215j -0.000102375+0.00113231j -0.000987653-0.0039249j 0.0010071+0.00273034j 0.00149895-0.00185145j -3.80525e-05+0.00168886j 0.000311279+5.37438e-05j -0.000232331-0.000591071j 0.000201381+0.000973608j 0.000449624+0.00157445j 0.000456007+0.00034656j -0.000570046+0.00147486j -0.000409759+0.00140398j -0.000358841+0.00102286j 
0.000343383-0.00107186j -0.000909364+0.00174696j 0.00122413-0.00291332j 0.00073148-0.00151863j -0.000884393+0.00183353j -0.00087955+0.00128241j -0.00145159+0.00118913j 0.000528251-0.000414911j -0.000880263+0.00492263j -0.000761928+0.00363608j 0.00208229-0.00446936j 0.00206836-0.00290978j 0.00285539-0.00304704j -0.000309061-0.00152676j -0.00353625+0.00543229j -0.00240604+0.00278874j 0.00310073-0.00183554j 0.00322872-0.00110314j -0.000929351+0.00210805j -0.00371525+0.00415842j -0.00124934-0.00159221j -0.00179785+0.00477875j 0.00767878-0.00540298j 0.00466098-0.00591089j 0.00284761-0.00126498j 0.00208947+0.000157924j -0.000427179+0.000318623j -0.00795469+0.00451612j 0.00528431-0.0050429j 0.00314704-0.000598349j -0.000391108+0.000596652j -0.0023215+0.00137874j 0.00370642-0.0025602j -0.00100927+0.00233905j -0.0011933+0.00237982j -0.00103852-0.00173588j 0.000626395-0.000338126j 0.00280002-0.00498221j 0.00701979-0.00277718j -0.00240945+0.000436952j -0.000607068+0.000341687j 0.000230909-0.00125612j 0.00357549-0.00217398j -0.000190339+0.000164793j -0.00709372+0.00278036j 0.00112697+0.000206534j -0.00153256+0.000615012j -0.00239106+0.00116301j 0.00493233-0.00136402j 0.00124864+0.000742889j 0.00122154-0.00138931j 0.00118243-0.000746927j -0.00121344+0.00038842j -5.99206e-05+0.00082768j 0.00290097-0.00125262j 0.00208204+0.000485044j 0.000910022-3.59027e-05j -0.000871483+0.000354565j 0.00170415-1.29884e-05j 0.00172938+0.000149077j -0.000737873+0.000130897j -0.000937148-0.000248763j -0.00106499-1.82423e-05j -0.00183698-2.81663e-06j 0.0007493-0.000666929j 0.00129657-0.000951968j 0.00195587-0.00090183j -0.00229205-0.0002592j 2.3642e-05+0.000586341j -0.00124569+0.000681857j -0.00058952+0.000694649j -0.00170378+0.000678818j -0.000336289+0.000164307j 0.00166936-0.000686946j 7.99366e-05-0.000616099j -0.000961554+0.000472409j -0.000309365-0.000454247j 
0.00044625+0.000663067j 0.000610678+0.000257122j -5.44442e-05+7.16437e-05j 0.000560527+0.0018712j -0.000609544-0.000744818j 0.00055627+0.000512453j -0.000374549+0.000435333j 0.00115757-0.00033733j -0.00153412-0.00113714j 0.00318385+0.00151792j -0.00037758+0.00103223j 0.00219664+0.00251667j -0.00231246-0.000645118j 0.00131248-0.000616896j 0.00146972+0.00202703j -0.00114577-0.000892125j 0.0047097-0.000599435j -5.73405e-05+0.00326135j 0.00447539+0.000552426j 0.00535831+0.0037627j -0.00149395-0.00349104j -0.00100404-0.000791329j 0.000207963-0.000716646j -0.00213164+0.000779326j -0.0042811+0.00209036j 0.00143741+0.00130486j -0.000103718+0.00165155j 0.00372894+0.0010752j -0.00259721-0.000236393j -2.62888e-05+0.000442581j -0.000399201+0.00256285j -0.00294058-0.00162645j -0.00161233-0.00297281j -0.00112634+0.0014242j 0.00580244+0.00350483j -0.00151093-0.00236064j -0.00168548-0.00234504j -0.00136775-0.000498565j -0.00170434-0.000456521j -0.00189759+0.000741497j -0.00285607+0.00231265j -0.00507597-0.00369433j 0.0026153-0.00302655j 0.00337764+0.00126773j 0.0026211+0.000998472j -0.000372613-3.27445e-05j 0.00141116+0.00272582j 0.000928325+0.00118084j -0.00131092+0.00144486j -0.000779438-0.000960647j 0.000412541+8.97429e-05j -0.000355007-0.00103708j -0.00529911-0.00420144j 0.00135526+0.00346492j 4.99491e-05+0.00222117j -0.00347482-0.00110746j 0.00102483-0.00374264j -0.00115264+0.00283477j 0.00226107+0.00385176j -0.000114758-0.000112188j -0.00355718-0.00221522j 0.00256624-0.0010655j 0.000477923-0.000226641j 0.000183685+0.000511889j -0.00193063-0.000250774j 0.00167488-0.00259213j -0.000816864+0.000427235j -0.00157521-0.0034375j 0.000592523+0.00141847j -0.000154014-0.00255466j 0.00182664+0.000943948j -0.000292279+0.000912754j 0.000402758+7.03979e-05j 0.000451938+0.000527644j 0.000653778-0.000417501j 0.000717512-0.000332379j 0.000206989+0.000696608j 
-8.73277e-05-0.000303144j -0.000282104-0.00126362j 0.000812581+0.000394089j 0.000330535+0.00012253j 0.00062141+0.000294283j 0.00125193+0.00125145j -0.00157386-0.000625741j 0.00163058+0.000583772j 0.000243366-0.000603397j 0.0029076+0.00135212j 0.000280875+0.000355651j -0.00208162-0.00155402j 0.000816491+0.000851548j 0.0055894+0.00104652j 0.00102668+0.000115458j 0.00143512+0.000910995j -7.18145e-05-0.00278582j -0.000175632-0.000833839j 0.00213666-0.00272417j 0.000777518-0.000200766j 0.00183767-0.000798119j 0.00521614+0.00482172j 0.000459273-0.000816674j -0.00227359+4.25612e-06j -0.00157799+0.00144641j 0.00187601+0.000825179j 0.00102529+0.000515147j 0.00574109+0.00334963j -0.00460386-0.00160257j 0.00144975+0.000756575j 0.000242363+0.00186477j -0.00196071+0.000405434j -0.00175623-0.00157001j 0.00193206+0.00350035j 0.00249864-0.000944j -0.00192951-0.00384907j 0.000945152+0.00137265j -0.00175772-0.00132467j -0.00286805-0.00341419j -0.00514881-0.00341679j -0.00315494-0.00141177j -0.00551651-0.00320803j -0.000485609-0.00458647j 0.00216614-0.000546694j 0.0011878-0.00187559j -1.02861e-05-0.00126894j -0.000854372-0.00203727j 0.00133503-0.000393469j -0.0014911-0.00113588j -0.000931611-0.00341645j 0.00106645+0.00116933j 0.000966866+0.00146849j -0.00122612+0.00306589j 0.00143976+0.000265039j -0.000576515-0.00313055j -0.0038117-0.00247052j 0.000188507+0.00190561j -0.00067208+0.00139088j 0.00127279-0.0017729j 0.00266467+0.00283861j -0.00189812+0.000798755j 0.000343089-0.00106758j 0.00143177-0.000182623j -0.000512136-0.00303462j -0.00259313-0.00340694j 0.00225609+0.00033205j -0.000186386-3.34855e-05j -0.00176284-0.00163122j 0.00073175+0.00109433j -0.000438834-0.00176849j 0.00184226+0.00198127j -0.000136499+0.000392639j -6.29726e-05-0.000817537j 0.000200054+0.00172097j 1.7447e-05-0.000311819j 0.000436204-0.000238635j 0.000724932-0.00100645j 
-0.000907445-0.00130706j -5.91734e-05+0.000986536j 0.000739723+0.000145907j -0.00107995-0.0024684j -0.000795124-0.00196424j 0.000355985+0.000173617j -1.09777e-05-0.000776147j 0.000188404-0.000189665j -0.000364505-0.000220251j -0.00104106+0.000481835j -0.00174182+0.00156561j 0.000220393-0.000760827j 0.00144982-0.00081514j -0.00107739+0.000448979j -0.000630985-0.000816943j -0.00132978+0.000712119j 0.0021479-0.00249123j -0.00319405+0.00297637j 0.00217266-0.0006664j 0.000603472-0.00216844j 0.000479589-0.00159412j -0.00241723-0.00208738j 0.000930581-0.0012855j 0.00183608+0.000138557j -0.00473634+0.00411427j 0.00125912-0.000674828j -0.00123477+0.000826509j -0.0024892-0.00299844j 0.000572684+0.00102781j -0.00209171-0.00134849j -0.00414755+0.00149101j 0.000806815+0.00157425j 0.000420779+0.00170982j -0.0032092+0.00155293j 0.00357462-0.00334186j -0.000128802+0.00425628j -0.000535966-0.00106745j 0.000423292+0.00173887j 0.000304788+0.00336949j -0.000523423+3.94627e-05j -0.00119048+0.000706271j 0.000764976+0.00132147j 0.00472511-7.43023e-05j 0.00325762-0.00123059j 0.00160735-0.00155875j -0.00132836+0.00180331j 0.00285675-0.000385758j -0.00200772+0.00145456j -0.000512261-0.000634201j -0.0014806+0.00211108j -0.000811863+0.00101146j -0.000701527+0.000348379j -0.00482834-0.0014607j -0.0012116-0.000134065j 0.000559305+0.000203368j -0.00333839+0.00238596j 0.000627906-0.00068697j -0.0040586+0.000397348j 0.00220053-0.00207685j -0.00175075-0.00158596j -0.00331895-0.000167961j 0.00217093-0.000720965j -0.000287468-0.000298824j -0.00263932+0.000523361j 0.000411625-7.94434e-05j 0.00176285+0.000707635j -0.00226195+0.000252495j 0.000828788+0.00068238j -0.00116959-0.000282641j 0.000818205-0.000206541j -0.000278747+0.000619339j -0.000988025+0.00169646j -0.000495763+0.000107825j 0.000462609+0.0010168j -0.00119273+0.00183515j -0.00107773+0.00195705j -0.000282466-5.81406e-05j 
-0.000119503-0.000129618j 1.79328e-05+0.0011374j -0.00192432-0.00106609j 0.00169612+0.00233923j 0.00158456+0.00130207j -0.00297806-0.00336539j -0.000646308-0.00184156j 0.00279821+0.00282138j -0.00026871-0.000649619j 0.000721711+0.000273311j -0.00190629-0.00139371j -0.000203346-0.000395141j 0.00216255-3.11965e-05j 5.69698e-05-0.000795553j -0.00111783-0.000512584j -0.000967832+5.71183e-05j -0.000859631+0.000950425j -0.00305879-9.65263e-05j 0.00040245-0.000745429j 0.00102688+0.00121979j -0.000621201-0.00226164j 0.00229109+0.00286778j -0.000126971+6.86437e-05j -0.000472509-0.00132733j -0.000626121+0.00272951j -0.000864383+0.00058392j -0.00215854-0.00126762j 0.0016715+0.00312921j -0.00012114+0.00168585j 0.000567667-0.00136247j -0.000516767+0.00149057j -0.000734301-0.00124761j 0.000415602+0.00156557j -0.00180503+0.000306434j 0.00203957+0.00196824j -0.00173345-0.00469676j 0.000587078+0.000472042j -0.000215045-2.2358e-05j -0.000811262+0.000385243j 0.000525299-0.00185802j -0.000873982+0.00137809j 0.000550491+0.000605762j 0.000533473+0.000520391j -7.82024e-06+0.00218074j 0.000384072+0.00164658j -0.00180335-0.00280832j 0.000684907-0.00105643j -0.0026129+0.000904233j -0.000856915+0.000849091j -0.000984862-0.000929757j -0.000228379-0.00139517j -0.000777219+0.00170627j -0.000345404+0.00100517j -0.000981575+0.00116963j -0.000819921+3.39738e-05j -0.00117285+0.00189372j -0.000115557+0.00114617j -0.00150506+0.00187447j -0.00064741-0.00154624j -0.000555799-0.00173206j -0.00137694-0.00152063j 6.8748e-05+0.00130721j 0.000228854-0.00183562j -0.00215535-0.00265723j -0.000387359-0.000553033j 0.000461579+0.00054598j -0.000837415-0.00210984j 0.000261237-0.00203054j -5.99341e-05+0.00105861j 0.000742043+0.00149862j -0.000604642+0.000717505j 0.000522438-0.00412647j -0.000465471+0.00341838j -0.000172923-0.00205481j 0.000118643-0.00192611j -0.000556094+0.000190058j -0.00090122+0.000499327j 
-0.000420596-0.00170695j 0.000119175+0.000801623j 0.00105906-0.00125922j -0.000292641+0.000120337j -0.00110199-0.00265205j 0.00228141+0.00132074j -0.000682137-0.00177726j 0.00290573+0.00068421j -0.000463322-0.00119782j 0.00266201+0.00305775j 0.00163177-5.72959e-05j -0.000110928-0.00149179j -0.00104623+0.00303299j 0.00301759-0.0008151j 0.00132534+0.00168147j 0.0019579+0.00119475j 0.000305446-0.00112694j 0.00384499-0.00233462j -0.000256789+0.000252717j 0.000983893+0.00176983j -0.00182152+0.000655285j 0.00546093+0.000513459j 0.000144456+4.71518e-05j -0.00315794+0.00169351j 0.00178184+5.10709e-06j 0.00155021+0.00227311j 0.003308-0.00192906j 0.00381192+0.00154298j -0.00504185-0.000748105j 0.00293195-0.00200858j 0.00526509-0.00299951j -0.00146369+0.00132413j -0.00228465-0.00179378j 0.00403183+0.00173595j 0.00105937-7.67499e-05j -0.00012071-0.00291471j -0.000773634+0.00114065j -0.00272687-0.00164141j -0.00203784-0.00152596j -0.00212758-0.00314568j -0.000962395-0.000947808j -0.00806987-0.00160273j -0.00315386-0.00252573j 0.00046654+0.000235904j -0.00029112-0.000892865j -6.00065e-06-6.96051e-05j -0.00383238+9.87062e-05j 0.00396222-0.000269025j -0.000995405-0.000355262j 0.000740721-0.00217114j 0.0027537+0.00184279j 0.00145907+0.000690385j 0.00222745-0.00103753j 0.00403611-0.000623046j 0.000487735-0.00213894j -0.000417842-0.000898878j 0.000726994-0.000405009j 0.00459671+0.000950213j 0.00134419-0.000768468j 0.00401694+0.0015585j 0.000121561+0.00188991j -0.00123561-0.00054659j -0.000578281-0.00105101j 0.00254625-0.00197991j -0.00176596-0.00116954j -0.000188868+5.86554e-05j 0.00145088-0.000142743j -0.00178131-0.00279447j 0.00101986+0.00265229j 0.000880416-0.00303153j 0.0010866+0.00226861j -0.000227876+0.00245132j -0.000471754+0.000660826j 0.00174217+0.00131476j 0.00052925+0.000523084j -0.00027911+0.00155447j 0.000598656-0.000331978j 
0.000542141+0.00168713j -0.000201836+0.000984797j 0.000993842+0.00157216j -0.0012576-0.000863368j 0.00017823+0.00140521j 0.00144937+0.00163889j -0.00239027-0.00114201j -0.00251551-0.00185071j 0.0008025-0.00201857j 0.00661078+0.00602072j 0.00263253+4.76131e-05j 0.00329847-1.30912e-05j 0.00344943+0.000707998j 0.00119673+0.00603277j -0.00144159-0.00203075j -0.00180162+0.000216156j -0.00204297-0.00103667j -0.00178853+1.67702e-05j -0.00225405+0.00138929j 0.00260424-0.000883797j 0.00177712+0.00234015j -0.00549819-0.00190344j -0.000127825-0.000428962j 0.00650546+0.000656789j 0.00319482+0.00157234j -0.00127921-0.00291803j -0.00136265+0.00169812j -0.00267143+0.00107123j 0.00166712-0.00163944j -0.00414891+0.000393294j -0.00202139+0.00192116j 0.0021425-0.00296984j 0.00177249+0.00100394j 0.00170834-0.00039394j 0.000291823+0.0022668j 0.000654935-0.000664937j -0.00148703+0.00295248j 0.00323866+0.0033856j 0.000553053-0.000629754j -0.00259747-0.00722022j -0.00122096-0.00374433j 0.0015725-0.00404473j -0.00269932-0.00390458j -0.00294383-0.000388655j -0.00326664-0.00492983j -0.000315108+0.00154914j 0.00491625+0.00298136j -0.00182671-0.000901123j 0.000187929-0.00149453j -0.00249613-0.00322458j -0.00285948+0.00109939j -0.000932092-0.00167548j -0.0027756-0.00243686j -0.00293698+0.000114277j 0.00189098-0.00137626j 0.0024565-0.00297129j -0.003408-0.00280487j -0.00142171+0.00118955j -0.00117148-0.00148564j -0.00333233-0.00091586j 0.00234786+0.00264707j 0.000376645-0.000849017j -0.00108297+0.00308223j -0.000622416-0.00335299j 0.00326464-0.00236671j -0.00160735-0.00286525j 0.00146334+0.000375446j -0.000522079-0.00655027j 0.0012931-0.000683501j 0.000757813-0.00149957j -0.000560098+0.002422j 0.000523374+0.00291174j -0.00124493-0.00370833j -0.000498179+0.00137691j -0.000721648+0.000515336j 0.000750016-0.00042307j -0.00118305-0.000274966j 
-0.0008913-0.00159989j -1.80196e-05-0.00110254j -1.46246e-05-0.000317662j 0.000311435+0.000375572j -0.00071335-0.000131012j -0.00109804-0.000773957j 0.00151522-0.000841854j 0.00126449+0.00262075j -0.00132047-0.000576285j 0.00359213+0.000666176j -0.000242038-0.00315937j 0.00528676+0.00147007j -0.00184141+0.00138551j -0.00122007-0.000491152j 0.000504282+0.00188599j -0.00169156+0.000100647j 0.00327164+0.0016921j 0.00193793+0.000116514j -5.62555e-05+0.000765262j 0.00591511+0.0041463j -0.00587224-0.00249751j -0.00275336+0.00170258j -0.00243035-0.00102588j 0.000233389+0.000422635j 0.00182753-0.0013006j -0.00071186+0.00254206j 8.9925e-05-0.000753592j -0.00071393+0.00182j -0.00130922-0.00164103j -0.0010649-0.00137506j 0.0031951-0.000979539j -0.00157391-0.000760741j -0.000391511-0.00189371j -4.62159e-05-0.000637854j 0.00354301+0.00549095j 0.000315444-0.00400894j -0.00269199-0.00135342j 0.000572446-0.00146166j 0.00137803-0.000124792j 0.00168557+0.000997003j 0.000504579+0.00162446j -0.00228922-0.00294475j -0.00176729+2.58924e-05j -0.000470894+0.00286986j 0.000118269+0.00220739j 0.000203644-0.00193331j 0.00147577+0.00408166j 0.0017858+0.000477966j 0.00159408+0.000153986j 0.000772961-0.000522161j -0.000174888-0.000224774j -0.00127747-0.000879149j -0.00274334-0.00523081j 0.00300649+0.00191826j 0.00255944+0.00169228j 0.00124644+0.00101429j -0.00243278-0.00364185j 0.00347082+0.00368291j 0.00180909+0.00267963j -0.00167076-0.00195215j 0.000597584-0.00169555j 2.36219e-05-0.000580746j -0.000456954-0.00142411j 0.0017146-4.98431e-05j 0.000160593+0.00175152j -0.00275573-0.00181253j 0.00137176-0.00252355j -0.00234895-0.00368847j 0.000640576+0.00172649j 0.0003992+0.000294824j -0.00087556-0.000115607j 0.00103787-0.000223403j -6.20781e-05+0.00162147j -0.000114791+0.000884656j 0.000203288-0.000353412j 8.28224e-05+0.00114207j 0.000955618-0.00136713j 
0.00113941+0.00149091j 0.000788219+0.00129763j 0.000670646+0.00135198j -0.00116497-0.00305285j 0.00169377+0.0041517j -0.00301073-0.00338609j -0.00132658-0.000811379j 0.000458828-0.00116668j 0.00232612-0.00135721j 0.00263888+0.00133781j -0.00111303-0.00189257j -0.00258417+0.000593955j 0.000125823-0.00193006j 0.0043183+0.00233144j 0.000545026-0.00232846j 0.000704386-0.00134606j -0.000895975-0.00100375j -0.000220964-0.00433926j 0.000972339-0.00244682j -0.000726253-0.00439377j 1.48251e-05+0.000308725j 0.00508275-0.00359092j 0.0011705-0.00318822j -0.00278788-0.000661824j 0.00142448+0.00196109j 3.22611e-05-0.00650189j 0.000459828-0.000339268j 0.00436576-0.00124037j -0.000637241+0.000426589j 0.00106176-0.00135654j 0.00124924+0.00162013j 0.00162253+0.00047225j 2.46347e-05+0.00475301j 0.00208632-0.00362731j 0.000617831+0.00155612j -0.00178349+0.00350565j 0.00192834+0.00196944j -0.00155552+0.00342158j -0.000591654-0.000542747j -0.00236713-0.00272977j -0.00210787-0.000863463j -0.00211578+0.00455692j -0.000831555-9.43364e-05j -0.00010236-0.000482286j 0.00148345-7.75234e-05j 0.00034863-0.00161873j -0.00225032-0.00134179j 0.00173681+0.000206532j -0.00145995-0.000892634j -0.000326814+0.000103528j 0.00139684-0.00197147j 0.00108034-0.000329344j 0.00178959+0.00222386j 0.000754368+0.00124213j -0.000542389-0.0028408j -0.000350193+0.00140576j 0.000788705+0.00230925j 0.000192588+0.000554797j -0.000245877-0.00344056j 0.00322585-0.00210445j -0.000359802+0.000566275j -0.000966645+0.000276388j 0.000360209+0.00120273j -0.00196036+0.00067905j -0.00221223-0.00491506j 0.00179476-0.00071834j 0.00100239-0.00259878j -0.0010063-0.00256068j 0.00123081-0.00224413j -0.000375811+0.00250682j 0.000575779+0.000852803j 0.000901127-0.00344579j 0.000915655+0.00027247j 2.64734e-05-0.000459258j -0.000807385+0.00208059j -0.000196409+0.000567252j -0.000115024+0.00161759j 
0.00221267+0.00213999j 0.00178922+0.00150313j 0.00258285+0.00134309j -0.00266879-0.00158726j -0.00171423+0.00207471j -0.00422819-0.00107423j 0.000139832-0.00145454j -0.000904881-0.0029471j -0.00141103-0.00116272j -0.00391474+0.00222079j 0.000627026+0.00214258j 0.00200978+0.0028723j -0.00418032+0.0011517j -0.000439805+0.00234935j 0.000140361-0.00217483j -0.00218611-0.00312163j 0.00426164-0.0016126j 0.00271107-0.00229709j 0.00183426-0.00112831j -0.00292211-0.0040905j -0.0018271+0.00279792j -0.00606912-0.00917504j 0.00336098+0.000703062j -0.000965406+0.00466552j 1.99366e-05+0.00293293j -0.000987154-0.0048921j 0.00124783-0.00096044j -0.00386-0.0072999j 0.00443792+0.00233851j 0.000451803-0.000368467j 0.000622412-0.00159901j 0.00247671-0.000719417j 0.00169051+0.00465232j -0.00258649-0.00369362j -0.000202049+0.0005705j 0.00501515+0.00626721j -0.00212829-0.000346307j -6.07947e-05+0.00453104j 0.00426296+0.00325243j 0.00547474-0.00133629j 0.00180658-7.68385e-05j 0.00140158+0.00494817j 0.00570751+0.00127505j 0.00132743-0.00184434j 0.00419378-0.00338195j 0.000818947+0.000633575j -0.00279805+0.00197427j 0.00371003-0.00201047j 4.95253e-05+0.00291242j 0.00422221+0.00208519j 0.00217322-0.00230743j 0.00136296-0.000972647j -0.00128024-0.00243923j 0.00191821+0.000162086j 0.00215528+0.00149967j 0.00225654+0.00127436j 0.00115449-0.00299557j 0.00134063-0.0019582j 0.00215095+0.000523947j 0.000445918-0.00263116j -0.00279094-5.76827e-05j 0.000517498-0.000317105j -0.00151028+0.00129327j 0.00489605+0.00450148j -8.20541e-05-0.00088032j 0.00221044-0.000840794j 0.000323919+0.000653332j 0.00156329-0.00133569j -0.00119348-0.00198081j 0.000365369-0.000261024j -0.000854426-0.00042429j -0.00133726-0.00210887j 0.00310068-0.000981462j 0.000877739-0.000167209j 0.00203726+0.00366399j 0.000640637+0.000510808j 0.00137466+0.0033388j 
-0.000716995+0.000396297j 0.000120329+0.00233615j -0.00287971-0.0013042j -0.00130456-0.000900349j 0.00233641+0.000976165j 0.00206296+0.000211077j 0.00254678+0.00127035j -0.00135437-0.000847419j 0.00493553+0.000795693j 0.00399513-0.000880466j -0.00519635-0.00181211j 0.00062532-0.00214849j -0.00362808-0.00256361j -0.00322641+0.000814599j 0.00542328+0.0023344j 0.00165368+0.00176733j 0.000426158-0.00239732j -0.000150928-0.00148186j 0.00269482+0.00306346j 0.00776878+0.000529321j -0.00335602+0.00225699j 0.00300652-0.000394764j -0.00574381-0.00455067j -0.00440487-0.00461283j -0.00309239-0.0026665j 0.000182805-0.00288284j 0.000883086+0.00208187j 0.00381287+0.00504981j -0.0050895-0.00348849j -0.000737687-0.00151246j 0.000911534+0.000573926j 0.000522096+0.00224421j -0.00393835-0.00226512j 0.00134482-0.00137467j 0.00557785+0.00162446j -0.0026265+0.00435453j -0.00224031-0.000239334j -0.00419241-0.00106498j -0.00351848-0.00457877j 0.00267607+0.00318427j 0.0009913+0.00118076j -0.00210836+0.00136061j -0.0023234-0.000560635j 0.000124637+0.000569979j 0.00261514+0.00722518j -0.00037374+0.000738763j 0.00442385+0.00139856j 0.000457926+0.00287563j -0.00127753-0.00471516j -0.000482892+0.000902934j -0.0024383-0.000521096j -0.00326247-0.00282812j -0.00242033-0.000180398j 0.0013441+0.00122458j 0.000734973-0.000720675j 0.000860602-0.000973281j -0.0015381-0.00107509j 0.00117779+3.17572e-05j 0.00214324+0.000444671j -0.00135325-0.00101359j -0.000393357-0.000962536j -6.3941e-05+0.000245278j 0.00014241+0.00169275j -0.000261427+0.0022744j 0.00121497+0.000132359j -0.00338504-0.00161154j -0.00136298-0.0022374j -0.000953841+0.00216727j 0.00113164-0.00107557j 0.00102481+0.00225196j -0.000329355+0.000276211j 0.00113774+0.00213711j -0.000978562-0.000364431j -1.15188e-05-0.00196991j -0.00136245-0.000298232j -0.000402673+0.000173516j -0.00234739+0.000172439j 
