-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
0.260474+1.43697e-13j 0.0309637+2.19478e-14j -0.00601969+1.79626e-15j 0.0207502-2.55308e-15j 0.175763-1.34933e-14j 0.00786269+3.83326e-15j -0.0304121+8.01045e-15j -0.0977207+1.57976e-14j -0.00807138+2.9854e-15j -0.044999+7.18452e-15j 0.129028-1.39671e-14j -0.184802+1.09885e-14j 0.0271005-4.29045e-15j -0.0212052+1.72309e-15j 0.0464534-5.68819e-15j -0.0710015+1.92217e-14j -0.00681421+7.7383e-15j 0.0300611-2.01235e-14j -0.0257232-2.37345e-15j 0.0556779-7.3788e-16j -0.0067614-4.72005e-15j -0.0802061-4.49948e-15j -0.00491278+5.18088e-15j -0.0320031-1.47868e-14j -0.0416699-9.97262e-15j 0.040812+1.49217e-14j -0.0035115+5.30385e-15j -0.199468+3.0801e-15j 0.0216739-3.16363e-14j 0.0325601-5.2824e-15j -0.0713803+2.90792e-14j -0.0237608+2.5757e-14j 0.113209+1.49255e-14j -0.134328+8.68727e-15j 0.341689-3.86601e-14j 0.10234-6.51692e-15j -0.0377168+4.89784e-14j 0.331165+3.61289e-13j 0.234244+3.35069e-13j -0.054219-2.81794e-14j -0.000126043-3.38383e-14j 0.105849+2.81561e-13j -0.241066+6.15069e-15j -0.0501798+7.08237e-15j -0.287645+1.65981e-14j -0.199607+1.31777e-15j 0.120556-1.53954e-14j -0.205557+6.87204e-15j 0.0818573-1.33158e-14j -0.0412532+3.18961e-15j 0.109122-1.34084e-14j -0.033668+7.15395e-15j 0.183066-1.03144e-14j 0.0330084+3.12636e-15j -0.291487+2.12361e-14j 0.00824306-1.90734e-14j 
-0.0695285-2.63128e-14j 0.127014-7.10454e-15j -0.00461646-3.13073e-16j 0.0998375-7.9424e-16j -0.000882845-5.30147e-16j 0.060152+4.31269e-16j 0.0539342-2.70851e-16j -0.0231726+2.67498e-15j 0.0710648-5.07102e-16j 0.113463+2.95788e-15j -0.155813+4.93936e-15j 0.08955-1.83401e-15j 0.042555-7.86747e-16j -0.0593619+4.91572e-16j -0.137028+9.16675e-15j 0.0380842-8.95339e-15j -0.0912712+1.00658e-15j -0.0480811+3.64476e-14j 0.0398651+5.03347e-15j 0.0497826-2.43078e-15j -0.163076+5.20272e-15j 0.175202+1.12044e-14j 0.0842099-1.87157e-15j -0.107535-1.88116e-14j 0.112208-3.2989e-16j 0.139223+1.93995e-14j 0.161695-7.11091e-15j -0.202333-1.4097e-14j 0.0207493-1.89992e-15j -0.112836-1.29075e-14j -0.244132+6.06994e-14j 0.0087492+2.78675e-14j 0.205562+1.59414e-14j -0.071564+1.91043e-14j -0.161841+2.41128e-14j 0.0947698+2.98406e-14j -0.0419888+2.84498e-15j 0.169326+1.56856e-13j 0.0565345+1.56671e-13j -0.256968-1.29796e-13j 0.210915+1.60028e-13j -0.372847-1.16049e-12j -0.219154-1.11374e-15j 0.144292-5.25738e-15j -0.0177133-4.59485e-15j -0.0613133-6.60022e-15j 0.252814-3.28771e-15j -0.322777+5.73722e-16j -0.158615-2.47236e-15j -0.140572+2.7722e-15j -0.174445+8.55599e-15j -0.0855554+2.00731e-15j 0.0475316-1.01776e-15j 0.150741-9.19365e-16j 0.0886255+5.75371e-15j 0.197457-2.15858e-14j 
-0.0256314-9.5066e-15j 0.0455024-2.13025e-15j -0.0992461+1.51947e-17j 0.0212059+2.12025e-17j 0.00221219-1.99918e-16j -0.00209898+1.38402e-16j 0.0188708+3.09442e-17j 0.0202917-3.21776e-16j -0.0624572-9.67703e-18j -0.0153869+1.22071e-15j 0.0225834-8.69584e-16j -0.00982171-3.16057e-16j -0.000696579-1.88254e-16j -0.0598141+9.60949e-16j 0.041834-3.72736e-15j 0.00567436+2.18337e-15j 0.0280836-7.46349e-15j 0.00547402-5.48652e-15j 0.0338209+2.71692e-16j -0.0423967+3.64454e-15j -0.028232+1.7895e-15j 0.023918-5.55375e-16j 0.0430537-2.81759e-15j 0.0879289+1.60171e-14j -0.0107202+3.9032e-15j -0.0350868-3.77728e-15j -0.022673+3.26596e-16j 0.00185359+6.76018e-15j 0.0223664-1.45089e-14j 0.0365266-2.73499e-15j 0.00965148+1.41801e-15j 0.0170045-3.34499e-15j -0.0190951-4.33544e-16j -0.0179257-3.76798e-15j -0.0479316+2.4946e-16j 0.0150302+5.90779e-15j 0.0187001+9.12591e-16j -0.00880908+1.0888e-14j 0.0229763+1.0126e-14j -0.00937382-5.34927e-15j -0.00870696+1.06919e-14j -0.0299397-8.22389e-14j -0.0491494+3.20628e-16j 0.0160555-7.93813e-16j -0.01858-4.13738e-16j 0.0262765+4.86284e-16j 0.00531489-2.21709e-16j 0.0127414+4.74175e-16j -0.0201165-6.63292e-16j -0.0206378+2.10595e-17j -0.0389658+1.48248e-15j -0.029384+3.84e-16j 0.0321586-1.95096e-16j -0.0557029-5.40562e-18j 0.0139196+1.88825e-15j 0.0723619-7.70707e-15j 
0.0134437+7.27029e-15j -0.0061325+1.3735e-15j -0.051131-2.86313e-16j -0.0227527-7.00491e-17j 0.0177968+2.3595e-17j -0.0140428-3.64935e-16j 0.0112766+3.96957e-17j -0.0195189+1.9166e-16j -0.000451219-1.41814e-17j 0.010703+2.19902e-16j -0.0154668+1.59757e-16j 0.0190473+2.85026e-16j 0.000327542-4.40833e-16j 0.0110588+2.41809e-16j 0.00942468-2.41038e-15j -0.00427626+2.40827e-15j -0.00124291+2.81635e-15j -0.0464513+3.73562e-14j -0.026841+6.84314e-15j -0.00383423+1.47244e-16j 0.0302671-5.21142e-17j -0.0368714+6.20846e-16j -0.015691+9.46678e-17j 0.00705752-8.96948e-16j 0.00863966-1.74345e-15j -0.0178057-1.36195e-15j -0.018939+3.98562e-15j -0.0589715+1.63815e-15j 0.0449113-3.10045e-14j 0.0282004-5.40188e-15j -0.0104326+6.86045e-15j 0.0066629+1.89835e-15j -0.0171181+8.75526e-16j -0.0202159-8.26397e-16j 0.00896165-5.88481e-16j -0.000289988+2.86238e-17j -0.00597509+2.64244e-15j 0.0259051+2.71831e-14j 0.0164181+2.56991e-14j -0.00400231-3.04395e-15j -0.0221129-1.13671e-14j 0.0237545+7.69179e-14j -0.0278346-1.63875e-16j 0.00930986+5.57779e-16j -0.0126667-1.00293e-17j -0.00722054-3.34896e-16j 0.0145345-4.11488e-16j -0.0130653-2.75817e-16j 0.00612765-3.94054e-17j 0.00553467+1.69626e-16j -0.019315+5.99431e-16j 0.00228142+1.76389e-16j 0.0292398+1.35018e-16j -0.0449918-1.84752e-16j -0.0233863+1.9514e-16j 0.00688758-1.43752e-15j 
-0.0192784-1.24546e-14j -0.00802826-2.74752e-15j -0.00543577+1.05643e-17j -0.00970965-1.58288e-16j -0.0146482-1.7259e-16j -0.0248111-8.88227e-16j 0.00572452-4.13216e-17j 0.0107291-1.2726e-16j 0.0131232-1.16191e-16j 0.015371+3.24885e-16j 0.00134191+4.16816e-17j -0.0001784-5.54062e-17j 0.0123207+1.87509e-16j 0.0193054-3.66697e-16j -0.00375303+1.0958e-15j 0.00817735-9.1496e-16j -0.0130301+1.75985e-15j -0.00883529+6.78041e-15j -0.00593315+9.15806e-16j 0.00644743+1.77472e-16j -0.00227588+1.27866e-15j 0.0162448+1.6181e-15j -0.0205108-1.34934e-15j 0.00866553+3.80451e-15j -0.00357382+2.91962e-16j 0.0182442+2.49886e-15j -0.000174233+1.31108e-15j 0.00727432+5.1576e-16j 0.0184118-8.94908e-15j -0.00671404-9.03665e-16j 0.012144-3.37382e-15j 0.00955881-2.42637e-15j -0.00821432-6.86783e-16j -0.00499425-9.10916e-16j -3.52417e-06-5.49764e-16j -0.00445544-2.12952e-16j 0.0045668+1.99118e-15j 0.00591492+7.2751e-15j 0.00437828+6.17775e-15j -0.00384851-1.62477e-15j 0.00271345+3.01441e-16j -0.000541872-2.74657e-15j 0.0143456+3.05263e-16j 0.00146557+1.26195e-16j -0.00381302+3.59054e-16j -0.000997986+2.95817e-16j -0.00423055-1.58304e-16j 0.0190044+3.41511e-16j -0.0114636+2.90191e-17j 0.0182753+1.77926e-16j -0.0134065+3.00673e-16j 0.00688944+1.27058e-16j -0.00633479-1.35081e-16j -0.0155595-2.17207e-16j 0.0156568-2.8091e-16j -0.00848299+1.21806e-15j 
0.00203762-1.02327e-15j -0.00579947+4.45337e-15j -0.00713201+5.22714e-15j 5.75288e-06+6.0206e-18j 0.00370222-2.67774e-15j 0.00671199-4.66254e-15j -0.00373808+2.92935e-15j 0.0125703-9.51021e-15j 0.00813141-6.0034e-15j -0.000253981+1.43581e-16j -0.00293064+2.15695e-15j -0.00208056+1.72148e-15j 0.00762293-6.0032e-15j 0.000474318-6.07932e-16j 0.00631854-4.32382e-15j 0.00577072-5.87202e-15j 0.0103484-9.85988e-15j -0.0114186+1.78755e-14j -0.0063902+6.41325e-15j -0.0010184+1.00896e-15j -0.00184466+1.85816e-15j -0.0117602+8.43727e-15j 0.000697423-8.19421e-16j 0.0113137-7.10516e-15j -0.00790674+5.2169e-15j 0.00943448-5.31766e-15j -0.00192587+1.49543e-15j -0.00537918+3.62145e-15j -0.00426675+4.45588e-15j 0.00750661-5.0974e-15j -0.00301312+1.04276e-15j 0.0106463-8.38889e-15j 0.0104193-7.13992e-15j -0.000132178-1.45508e-17j 0.00482537-4.23804e-15j 0.00602307-3.37141e-15j -0.0122469+8.86199e-15j 0.00272684+5.58596e-15j 0.0112103-8.28721e-16j -0.00505004+7.30879e-16j -0.00176543+2.21173e-15j -0.00320672-6.02537e-15j -0.0105628+7.82943e-15j -0.00357333+2.46841e-15j -0.00372112+2.79592e-15j 0.00540923-3.93773e-15j -0.00221243+1.67867e-15j 0.00129944-9.10385e-16j -0.0118626+8.65875e-15j -0.00680321+4.94989e-15j 0.0038518-3.07958e-15j 0.00170272-1.28116e-15j 0.00636274-4.72642e-15j 0.000735558-5.12842e-16j -0.0021773+1.58029e-15j -0.0030224+2.59664e-15j 
0.00575003+2.15746e-15j -0.00921873+3.11696e-16j 0.00298367-4.42022e-17j -0.00803827-2.10582e-16j 0.00338562-1.14096e-16j 0.00837428-7.27063e-17j -0.011477+1.60524e-16j -0.00398165+4.01744e-17j 0.00184498-6.0665e-17j -0.00614566-5.60611e-16j -0.00172041-1.16249e-16j 0.0035656+4.59336e-16j 0.00316476-1.22786e-16j 0.0169348+5.63982e-16j -0.00447426+4.58365e-16j -0.00074502-6.95218e-16j 0.000600638+4.75602e-16j -0.0117051+7.92906e-15j 0.00175917+9.49074e-16j 0.0049564-8.56868e-16j 0.00154854-2.79496e-16j -0.0104889-1.54105e-16j -0.0082361+1.06437e-16j -0.00831587-1.76722e-15j -0.00248214-7.71381e-16j 0.004813+8.31759e-16j -0.00314642+6.00186e-17j -0.00603638-7.6489e-16j -0.00900757+3.41082e-15j 0.00437207+5.54271e-16j -0.00133976+1.13712e-15j -0.010882+1.16818e-15j -0.00890912-1.51902e-16j 0.00491183+6.69879e-16j 0.0181049-1.0859e-15j 0.00382543-1.4363e-15j -0.000981029+1.55842e-15j 0.00702385+1.18033e-14j 0.0107132+1.07949e-14j 0.0037672+1.57371e-15j -0.00705418-4.00473e-15j 0.00875904+2.80203e-14j 0.000583047+4.55583e-16j -0.00263068+1.40579e-16j 0.00597045+3.93099e-16j 0.000778906+1.52414e-16j 0.00153163-5.70712e-17j -0.00320744+2.58168e-16j 0.00799645+2.97958e-16j -0.00458053+3.07187e-16j 0.013402-6.48879e-16j 0.00610243+3.40998e-17j 0.000891647-9.81403e-17j -0.00465604-3.08209e-16j -0.00777414-1.28465e-16j -0.0091127+6.0209e-16j 
0.00387624+3.51375e-15j 0.00934491+9.50215e-16j 0.00786696+1.214e-16j 0.00375918-2.007e-17j 0.00199121-5.54965e-17j -0.00789857-5.53263e-16j 0.00309194+1.53909e-16j -0.0116172-3.86946e-16j -0.00580239-2.67767e-16j -0.00642406-3.25924e-16j 0.000562861-3.55779e-17j -0.000233119+7.80349e-17j 0.00198918+6.97255e-17j -0.00651347-1.05367e-16j -0.00658627+1.00127e-15j 0.00342293-1.64026e-15j 0.00179204-1.26537e-15j 0.0142437-9.97489e-15j -0.00175236-1.68438e-15j 0.000597403+2.33612e-16j -0.00213408-9.66461e-18j 0.00534718-1.19151e-16j -0.00205107+2.75445e-16j -0.00705602-7.90962e-16j 0.00827416+1.15698e-15j -0.00827546-2.23329e-15j 0.00348165-5.91238e-16j 0.00802603+9.86957e-16j 0.00171866-1.40335e-16j -0.00173825-1.80551e-16j -0.0066346+1.39243e-15j 0.00114757+3.77504e-16j -0.0051693-2.3197e-16j 0.00461548+2.77053e-16j -0.00504859-9.92924e-17j 0.000357358+2.92147e-16j -0.00359436-1.28988e-15j -0.000286522-3.98473e-15j -0.00492606-3.68783e-15j 0.00079993+4.75281e-16j -0.00471731-9.96022e-16j 0.000919275+4.48809e-15j 0.00804966+4.98774e-16j -0.00297214+9.70664e-17j -0.000101339+2.48261e-16j -0.00245383+7.47256e-17j 0.00507125-2.43406e-16j -0.00350266-7.26139e-17j 0.011499+6.21882e-16j 0.00742648+4.29804e-16j -0.00215785-3.72794e-17j -0.00590301-1.08569e-16j -0.00310266-1.64014e-16j 0.00353656-1.23663e-16j -0.00298217+1.39184e-16j 0.00566736-5.96636e-16j 
0.00103262-6.16171e-16j -0.00977526-2.77174e-16j -0.0022368-8.88162e-17j -0.00641392-1.62384e-16j -0.00121022-1.23575e-18j 0.000250504-3.16102e-17j -1.128e-05-7.97668e-18j 0.00382336-3.83465e-17j 0.00344764+1.2161e-17j 0.00368245-9.803e-18j -0.00192627-5.50485e-17j 0.00184092+2.78216e-16j -0.000213881-1.04779e-16j 0.0104079+2.03711e-16j 0.0026571-8.66841e-16j -0.00425027+1.60151e-15j -0.00439053+1.90117e-15j -0.0123738+8.85893e-15j -0.00145887+1.21487e-15j 0.00375272-3.66601e-16j 0.00336061+1.62724e-16j -0.00609653+5.52241e-17j -0.00676375-2.21498e-16j -6.82931e-05-1.17054e-16j -0.00355888-6.22025e-16j 0.00483139+1.00733e-15j -0.00215407+6.69537e-16j -0.00432424-3.26613e-16j 0.00328403-2.23364e-15j 9.86653e-05-6.12892e-17j 0.00429066-4.0017e-16j -0.00397867+1.70361e-16j -0.00323772-3.56884e-16j -0.00486014-4.3025e-17j 0.00975619-5.5289e-16j -0.00117065-1.01341e-15j 0.00208731+1.35834e-15j 0.00498696+5.57187e-15j 0.00291281+4.85773e-15j 0.000384584+3.34331e-16j -0.000182339-2.63552e-15j 0.00625057+1.81241e-14j -0.000870062+8.28013e-17j 0.00180635+2.0236e-16j 0.00223173+1.59359e-16j -0.000895354+2.68989e-17j -0.00214878+3.07526e-17j 0.00247364+8.91151e-17j -0.00186142+8.83557e-17j 0.00120317+3.08478e-17j 5.58151e-05-7.38027e-17j 0.00591901+8.9908e-17j 0.00124157+8.66985e-18j -0.00445293-1.82796e-16j -0.00148958-2.60809e-16j -0.00916745+8.55164e-16j 
0.0127298+7.11778e-15j -0.00427221+1.75615e-15j 0.00315624+4.6417e-17j 0.00317857+1.37486e-16j 0.00415398+1.04066e-16j 0.000974359+7.12557e-17j 0.00867626+8.89245e-17j 0.00561168-3.07397e-16j -0.00444965-1.7558e-16j -0.00345843-7.21918e-17j -0.00375854+1.7958e-16j -0.00355378-3.53599e-17j -0.000127782-3.28578e-16j -0.00603691-1.84911e-16j 0.00798464-1.76084e-15j -0.00867047+2.2125e-15j 0.00391737+4.51837e-16j -0.00249501+2.88772e-15j -0.0035683+4.72898e-16j 0.00122924+1.15114e-16j -0.00370534-3.75571e-18j -0.0105787-7.5481e-16j -0.00256435+2.86337e-16j 0.00342551+3.59283e-16j -0.00396423-3.7704e-16j -0.00287226-3.79248e-16j 0.00485952+3.69479e-16j 0.00501021+7.45684e-16j 0.00306697-9.68416e-16j -0.000812628+2.38785e-16j -0.00244143+4.10048e-16j -0.000490762+7.71248e-16j 0.00415154+1.2097e-16j -0.00852632-5.23648e-17j 0.00720201-8.61591e-16j 0.00234094+1.14825e-16j -0.00692958-2.35464e-16j 0.00455578+1.49432e-15j -0.00101333+1.60961e-15j -0.00617923-3.17566e-15j 0.000828-2.68642e-15j 0.00614722+1.73175e-14j -0.00612434-1.00796e-16j -0.00130028+1.08393e-16j 0.00219674-1.726e-16j -0.000838303-1.36828e-16j 0.00122226-3.46636e-17j -0.00233528-1.58358e-16j -0.000353158+2.73033e-16j 0.00270959+2.08886e-18j -0.00491226+1.87456e-16j -0.000969297-1.2741e-16j 0.00399603+3.04756e-17j 0.00922133+1.19314e-16j -0.0081873-2.2747e-16j -0.00633096+7.1711e-16j 
-0.0122843-5.93772e-15j 0.0101978-1.25551e-15j -0.00370196-4.47576e-17j -0.00123798-3.68376e-17j -0.0039172-6.32541e-17j -0.0115623-5.47852e-16j -0.00337664+1.23099e-16j -0.00912741-6.46586e-17j 0.00182612-1.28885e-16j 0.00324121+1.08082e-16j 0.0033099-1.28235e-16j 0.00143488-5.29494e-17j 0.00513945+2.36953e-16j 0.0031988-2.4432e-16j -0.0119823+2.13498e-15j 0.00963938-2.89305e-15j -0.00386405-9.85578e-16j 0.00789778-6.13542e-15j -9.18408e-05-8.4857e-16j -0.00413397+4.78535e-16j -0.000163832+5.32334e-16j 0.0148279+5.79744e-16j -0.0030186-2.63596e-16j -0.00143236+6.10647e-16j 0.00443001+9.99571e-16j -0.0003385-5.76626e-16j 0.000343826-1.07589e-16j -0.00105977+1.73461e-16j 0.00489185-2.54919e-15j -0.000585158-8.42328e-16j -0.000541534+1.58943e-16j 0.00347591-7.86894e-16j -0.00662909-2.61071e-16j 0.00746985-1.79171e-16j -0.0121054+6.10045e-16j -0.00258179+1.44051e-16j 0.00440351-2.87162e-16j -0.00343368-2.71189e-16j 0.00258785-2.69592e-16j 0.000379054+2.13987e-16j -0.00162655+1.64123e-15j -0.0042753-1.17786e-14j 0.00785761+3.64044e-17j -0.00103526+6.02732e-17j -0.00437103+1.88298e-16j -0.000623293+1.2496e-16j 0.00388746-2.06246e-16j 0.00355254+8.27873e-18j 0.00348971+1.4535e-16j 0.00521071+2.17842e-16j -0.00180295-1.31224e-16j -0.00372599-4.56947e-17j -0.00385908-4.78326e-17j -0.0105695-1.0316e-16j 0.00755724+2.21057e-16j 0.0110064-1.01027e-15j 
-0.0100803-5.60096e-15j -0.00849604-5.73654e-16j 0.00520246-7.15604e-16j -0.00322409+3.34883e-16j -0.00730595+1.03217e-15j 0.0039297-3.61367e-16j -0.00324046+4.34973e-16j 0.00824133-9.7931e-16j 0.0104253-1.40956e-15j 0.00533347-9.52796e-16j -0.00271814+4.22844e-16j 0.00471646-4.5269e-16j -0.00227642+3.19601e-16j 0.00671883-1.04558e-15j 0.00227175+1.38707e-16j 0.00279079-5.6399e-16j -0.001677+6.08002e-16j -0.000284824-3.28563e-16j 0.000931491-4.29232e-16j 0.00481018-8.10177e-16j 0.00161106-5.10828e-17j 0.00454617-4.09456e-16j 0.00177355-4.23683e-16j -0.00365402-1.26682e-16j 0.00190788-3.36077e-16j 0.00866274-1.53199e-16j -0.00420521+6.42111e-17j 0.000486632-8.2433e-16j -0.0035376+2.63612e-15j -0.00193537+8.06163e-16j 0.00849398-4.19184e-15j 0.00391281-1.9246e-15j 0.00524603-1.01111e-15j 0.0051912-9.95036e-16j -0.000186408+4.96019e-17j 0.00122291+4.17622e-16j 0.00321197-9.27271e-16j -0.00596249-8.65284e-15j -0.00909372-8.32634e-15j 0.0051334+2.40982e-15j 0.00410896+1.94576e-15j -0.00600512-1.76537e-14j 0.0099247-9.66196e-16j -0.000120028-1.3294e-17j 0.00387231-2.26462e-16j 0.0029122-1.0044e-16j -0.00736526+1.08565e-15j 0.00512787-4.14275e-16j -0.0109101+1.34182e-15j -0.00163216+1.64833e-16j 0.00244928-4.57127e-16j 0.0076055-9.14341e-16j -0.00655278+8.72709e-16j 0.00236728-3.66111e-16j 0.0109778-1.79536e-15j -0.00855635+2.15119e-15j 
0.00967465+5.2258e-15j -0.00224512+1.20541e-15j -0.00193115+1.61733e-16j -0.0016841+1.16901e-16j 0.00479172-1.06817e-16j 0.00177563+1.49748e-16j 0.00115497+6.6445e-17j -0.00339302+1.20729e-16j -0.00558303+2.44236e-16j -0.00460797+1.15965e-16j 0.00264745-3.44544e-16j -0.000930604+1.9122e-16j -0.00213216-1.52143e-16j -0.000966027+4.50678e-17j 0.00472865-7.18696e-16j -0.00175283+8.09515e-16j 0.000257221+6.54803e-16j -0.00614766+4.81892e-15j -0.000307801+3.76578e-16j 0.00476889-9.06197e-16j 0.00472807-5.05407e-16j -0.00908848+2.04787e-16j -0.000819327+2.86741e-16j 0.000165703-2.66811e-16j 0.00144131-1.9247e-16j -0.00335658-4.86412e-16j -0.00447127+4.54453e-16j -5.60603e-05+2.9104e-16j -0.000748281-4.91895e-16j 0.00275152-5.64765e-18j -0.00302776+1.35167e-15j -0.00342132+1.08022e-15j -0.00603433+5.50303e-16j -0.005403+3.01291e-16j 0.00941076-9.44653e-16j -0.00112505-1.03564e-15j -0.00233832+1.02774e-15j 0.00792326+6.62616e-15j 0.00273024+6.12681e-15j 0.00470073+2.0157e-15j -0.00643649-2.48571e-15j 0.00600906+1.95412e-14j -0.00447727+1.19814e-16j 0.00291222+4.7945e-17j -0.00117252+9.78839e-17j -0.0022958-6.62104e-17j -0.00134513+7.8156e-17j -0.00324565-7.94719e-17j 0.00783563-2.1571e-16j -0.0002845-3.99295e-17j 0.00156235-1.37061e-16j 0.00051532-2.14731e-17j 0.00424777-1.19238e-16j -0.00185098+2.79847e-16j -0.00953683+2.6526e-16j -0.00280876+1.20175e-16j 
0.0077582+6.69764e-15j 0.0146643+1.43964e-15j 0.00678624-2.22838e-16j 0.0111261-1.01004e-16j 0.00537286+7.33489e-17j -0.00233404-4.77272e-16j 0.00280505+2.09022e-16j -0.00737111-2.06751e-16j -0.00581002-4.12042e-16j -0.00283312+3.0669e-17j 0.00672256+6.03851e-18j -0.00955772-3.68072e-16j 0.00019655+4.50495e-16j -0.016201-5.40231e-17j -0.00599628+9.27176e-16j 0.00237496-9.44283e-16j 0.000107856-1.03942e-15j 0.0120172-8.70392e-15j 5.11637e-05-1.35719e-15j -0.00320347+3.36376e-16j -0.00236458-2.42215e-16j 0.00406536-2.97178e-16j 0.00706239-3.7996e-16j 0.000334148+4.31146e-16j 0.000525889+6.15692e-16j -0.00481556-1.13871e-15j 0.00883652-8.22805e-16j 0.00770996+6.17586e-16j -0.00509975+4.29675e-15j -0.00634201+6.3335e-16j -0.0122846+2.27765e-15j 0.00114845+1.13442e-15j 0.00621129-4.6955e-16j -0.00289743+5.4948e-16j -0.00913974+1.71488e-15j -0.00532932-3.78491e-16j -0.00540252-9.364e-16j 0.000942006+2.21123e-15j 0.00280535+2.83978e-15j -0.00430906-2.11707e-15j 0.00291078+1.81121e-15j -0.00503526-1.54628e-14j -0.00792697-3.24888e-16j 0.00132307-2.17435e-16j -0.00787348-3.23584e-16j -0.00508765-3.93579e-16j 0.00427558-6.5671e-17j -0.00697139-6.40704e-17j 0.00827153+5.39653e-16j -0.000658824+4.5844e-16j -0.000459279-7.28364e-17j -0.0110099-8.56697e-17j 0.00140808+1.24881e-16j 0.0118605-3.69951e-16j -0.00625314+3.26878e-17j 0.0118321-1.46382e-15j 
0.0128621+6.89277e-15j -0.00718602+1.66624e-15j 0.00443094-8.77404e-17j 0.00132632+1.04009e-16j 0.00370807+1.6167e-16j 0.00216441-1.807e-16j 0.00830729+1.23231e-16j 0.00518802-1.46704e-16j -0.00423881-1.54557e-16j -0.00532897-3.64888e-16j -0.00324785+1.49252e-16j -0.00181997-1.09672e-16j -0.00297809+8.15008e-17j -0.00546945-4.39017e-17j 0.0125665-2.10585e-15j -0.00902024+2.68671e-15j 0.0052373+6.37599e-16j 0.00135215-9.69285e-17j -0.00267375-3.50498e-16j 0.00472074-1.74667e-16j -0.00194826-4.67423e-16j -0.0101089-8.54039e-16j -0.00106135+9.5268e-17j 0.000265411-7.09666e-17j 0.000309066-5.42831e-16j -0.00409241-6.4772e-16j -0.000743586+3.46631e-16j 0.00399527+8.38327e-16j 0.00356712-1.48433e-15j 0.00161473+3.72453e-16j 0.00220035-8.11539e-16j 0.000839084+4.18473e-16j 0.00351522+1.57224e-16j -0.00648778-3.85732e-16j 0.0122777-1.50242e-15j 0.00589111+8.02533e-16j -0.00485397-3.38684e-16j 0.00526069-1.25203e-15j -0.00673958-1.22756e-15j -0.000459509-4.59261e-16j -0.00135733-3.42725e-15j 0.00735786+2.18749e-14j -0.000935743+9.73174e-17j -0.00272307-4.70975e-17j 0.00164019-1.34403e-16j -0.00149353-2.97835e-18j -0.00120107+1.3245e-16j -0.00253623+3.98033e-17j -0.000809786+2.21468e-16j 0.00328796+2.25051e-16j -0.00315974+4.91972e-17j 0.00218465-1.78847e-16j 0.00322018+1.33992e-16j 0.00826588-5.32889e-17j -0.00815534-4.21254e-16j -0.00994243+1.064e-15j 
