-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
0.00109243-2.22689e-17j -0.00235147+4.05277e-17j 0.00792522+5.5263e-18j -0.000653299+7.40855e-17j -0.00596402-1.66219e-17j 0.00456468+6.42495e-17j 0.00250162-8.42162e-17j 0.000763881-1.79325e-16j 0.00399599+4.01428e-16j 1.45255e-05-2.80237e-16j -0.00251077+2.05066e-16j 0.000992029-2.68455e-16j -0.00689388+1.91022e-16j -0.00170389-7.25148e-17j 0.00154305-2.46169e-16j 0.00377076-6.7465e-17j -0.00317787+5.37442e-16j 0.00481376-3.01719e-17j 0.00220031-9.50073e-17j 0.00135037+2.64029e-16j 0.000298615-5.39278e-17j -0.00260172-6.71163e-16j -7.92978e-05-1.90956e-16j 0.00379339-5.26062e-16j -0.001582-1.86802e-16j -0.000869302-1.13558e-16j -0.00192124-2.17996e-16j -0.00369298-1.33231e-16j 0.00162549+2.8738e-16j 0.000584114-2.78122e-15j -0.00100486-6.30178e-15j -0.000825612-3.11554e-16j -0.00423092+2.33635e-15j 0.00663204+1.29844e-16j -0.00490213+8.33808e-17j 0.00491411-9.60301e-17j 0.00977262-7.41918e-17j -0.00400633+2.50329e-16j -0.000164087-1.12876e-16j -0.000574437+2.09458e-17j -0.0050216+1.02187e-16j -0.002506+6.23208e-17j -0.0034942-1.38345e-14j -0.00370225+3.314e-16j -0.000122381-2.09949e-16j 0.00428633+2.95364e-16j -0.00251358+1.3939e-16j -0.0051544+4.06862e-17j 0.00129721+2.49142e-16j 0.0088563-2.06217e-16j 0.00158266-1.12728e-16j -3.90698e-05+4.05726e-16j 0.0155042+3.04079e-16j -0.00356728+9.80477e-16j -0.006726+6.57378e-16j -0.000817455+4.34965e-16j -0.00881467+6.58839e-16j 0.00113423+3.45395e-16j -0.000631519-5.64649e-17j 0.00403294+6.75289e-17j -0.00303529+2.34e-17j -0.0010602+4.31776e-17j -0.00586316+5.08849e-17j 0.00837496-1.0117e-16j 0.00343995-1.77536e-16j -0.00717057-3.28459e-18j 0.00623682+2.29204e-18j 0.00132192+9.43941e-17j 0.00685177-1.37419e-16j -0.00913978-1.13118e-17j -0.00433301+4.28892e-15j 0.00638126-1.24852e-14j 
0.00335186+1.41318e-15j -0.00268215+6.34049e-16j 0.00313719+7.79894e-18j -0.00100996+4.10421e-18j -0.000685545+5.46142e-17j -0.000398317-7.76542e-17j 0.00262816+1.22858e-16j 0.00267171-5.63963e-16j 0.00242484+2.0572e-16j 0.00232894-2.21254e-17j 0.00127053+9.76945e-17j 0.00119002+2.39532e-17j 0.000203448+1.30778e-16j 0.00106817-9.47307e-17j 0.000660335-4.90728e-17j 0.000257743-6.1411e-17j 0.000650262+7.40351e-17j 0.00185405+3.99364e-17j -0.00162764-2.8821e-16j -0.00254464-1.12977e-16j -0.000314576-1.77066e-17j 0.00123203+6.68869e-16j 0.00190889+1.03716e-16j 0.00139183-1.4435e-16j -0.00108275-1.00321e-16j -8.66178e-05-5.34594e-17j 0.00114546+1.66064e-17j -0.00204031-2.94233e-17j 0.000414158+2.152e-16j 0.000632504-3.77508e-15j 0.000192947+5.70053e-16j -0.00193666-1.98359e-17j -0.00255087+1.28401e-15j 0.0045255+2.0446e-16j 0.00045399-1.86111e-17j -0.00262317+3.5096e-17j 0.00546286+2.13926e-16j -0.00418738-7.23614e-17j 0.00145481+6.6954e-17j 0.00309204+9.77246e-17j -0.000964159-7.31565e-17j -0.00429461+7.16433e-17j -0.00708125-2.81086e-14j 0.00160012+1.6307e-17j 0.000980611-1.57369e-16j -0.00119837+9.56114e-17j 0.00264568+1.73927e-16j -0.00660365-2.09096e-16j -0.000596088-2.92616e-16j 0.00300347+2.73094e-17j 0.00322543+2.47097e-16j 0.00248778+2.67999e-16j 0.00778233+5.262e-16j -0.00057206+6.32769e-16j -0.0085327+3.03693e-16j 0.00130978+4.48345e-17j -0.00393696-5.34715e-17j 0.000350394+6.46883e-17j 0.0014301+1.19482e-16j -0.000539534-1.52835e-17j -0.0028014-2.85503e-16j -0.000854287+1.90531e-17j -0.00314847-7.80759e-17j 0.00210065+6.35429e-17j 0.00353668+1.57438e-16j -2.22048e-05-4.05241e-17j 0.00217421+2.03272e-16j 0.00106284+6.18567e-17j 0.0025213+2.68494e-17j -0.0079572-2.65739e-16j -0.00117646+3.20039e-15j 0.00579996-9.70203e-15j 
0.00300784+2.96311e-15j 0.00268792+1.34865e-15j 0.00423507-6.92891e-17j 0.00206467-9.06991e-17j -0.000579751-6.50743e-17j 0.000733058+3.02792e-17j -0.000273058+4.16767e-17j -0.00162991+4.75077e-16j 0.00164183+1.50944e-16j 0.000137623-8.64329e-17j 0.000832093-8.39497e-17j -0.00220621+8.79742e-17j -0.00153432-6.66128e-17j -0.00253785+3.12255e-16j -0.000325399+4.89754e-17j 0.000509843+4.76657e-17j -0.000354462+7.66193e-17j 0.00264312-1.11324e-17j -0.000529786+2.63057e-17j 0.000495995+3.01011e-17j 0.000463923-4.92245e-17j -0.000661388-1.87598e-16j 7.33321e-05-5.79366e-17j -0.00116935+2.10152e-16j 0.000135664+6.04139e-17j -0.00164743+3.69718e-18j -0.00153045-4.04146e-17j 0.000697191-1.20833e-16j 0.00194422+1.42179e-16j 0.000660081-3.22467e-15j -0.00111669-7.38577e-15j -0.00244941-2.55344e-16j -0.0014558+6.70158e-16j 0.00438807-6.99444e-17j -0.00131046-8.95488e-19j 0.0036417-1.52674e-16j 0.00369906+8.04203e-17j 0.00544967-2.36921e-16j 0.00477306-8.71915e-17j 0.00356883-1.72314e-17j 0.00394685-1.34263e-16j 0.00397811-1.66423e-16j 0.00165807+6.3154e-15j 4.25954e-05-2.45389e-17j 0.00258568-1.05162e-16j 0.00588001-2.00369e-16j -0.000333771-2.44046e-16j -0.00547341+1.56565e-16j -0.00237331-1.88885e-16j 0.0137451-3.49863e-16j -0.000128153-4.49969e-16j -0.000714254+3.57826e-16j 0.000994898-1.0882e-16j 0.000564858+4.12138e-17j -0.00126615-9.31331e-17j -0.00123945+1.31154e-16j -0.000195572+1.36245e-17j -0.00167869+2.6471e-16j 0.00331827-3.19624e-16j 0.00713094-6.42414e-16j -0.00554857+1.66872e-16j 0.00708226-7.97692e-17j -0.00120752-3.29891e-17j 0.000133535+1.51108e-16j -0.00582107+2.28595e-16j -0.00536068+3.84022e-17j 0.00461669+2.02901e-18j 0.00392486-1.62656e-16j 0.00122096-5.52609e-18j -0.00502149+2.9572e-17j 0.00166807-4.45447e-16j -3.41826e-05+1.11271e-15j 
0.0021084+6.60733e-16j -0.00196526+3.32562e-16j -0.000578756+1.54395e-17j -0.00274835-3.97743e-17j -0.000395257-9.00762e-17j -0.00163204+4.88559e-17j -0.00222787+2.96149e-17j -0.000451097+8.35722e-17j -0.00222214-2.27532e-16j -0.000523645+1.85456e-16j -0.00128794+7.61756e-18j 0.00184647+4.64931e-17j -0.00244778+8.0793e-17j 0.00182893-2.62343e-16j 0.000907078+1.02141e-16j -0.00284386+2.44392e-17j -0.00106866+6.29938e-18j -0.000520883-7.36714e-17j 0.00192116+8.2644e-17j 0.00135851+9.83722e-17j -0.000421989+2.65794e-18j 7.51134e-05+7.19322e-18j 0.00139969-2.07758e-17j 0.000253969-8.14587e-17j 0.00204455-4.31747e-17j 0.00238152+8.58156e-17j -0.00106019-5.55957e-17j 0.00076997-6.94752e-17j 0.00167871+4.90657e-16j 0.00125184-7.04762e-15j 0.00238493+1.48825e-14j 0.00157795+7.44118e-16j -0.000401758+3.27778e-16j -0.00276798-9.16078e-18j 0.0011027-6.03994e-17j -0.000157531-2.06096e-17j -0.00504557+4.32044e-17j 0.00217992-1.1652e-16j -0.00283504+9.36745e-17j -0.000930781+4.9181e-17j 0.000860961+1.46677e-16j 0.00244108+8.33646e-17j 0.00452428+1.80252e-14j 0.000600462+9.21005e-17j 0.000427759+1.76617e-16j -0.00127431-2.30247e-16j -0.00506323-1.01328e-16j 0.000834424-1.52075e-16j 0.00253502+3.46022e-16j -0.00555083+3.60046e-16j -0.00194865-1.82555e-16j -0.000643781-1.13096e-17j -0.00822781-1.5776e-16j 0.00161855-5.26965e-16j 0.00145309-2.64009e-16j -0.000387531-5.09497e-16j 0.00542042-3.21468e-16j 0.00142886-4.28487e-16j -0.00357765-9.30085e-17j 0.00257564+1.34206e-16j 0.000862365-2.61295e-16j -0.000691341-5.19082e-17j -0.000819573-1.32008e-16j -0.00119035+9.11825e-17j -0.00283805-2.38973e-17j 0.000335843-4.32353e-17j -0.00533179+2.01139e-17j -0.00337293-1.00671e-16j -0.00188281+1.78078e-16j 0.0046684+1.12598e-16j 0.00249011+4.855e-16j 0.00200359-1.83996e-15j 
-0.0024971-1.48849e-15j 0.000698615-7.40886e-16j -0.000748062-2.65927e-17j -0.000475361+6.90722e-18j -4.40991e-06-1.57504e-17j 0.000671839+7.69167e-17j -0.000614068+4.31012e-17j -0.000276139+6.82875e-17j -0.00102999+1.31389e-17j -0.00117259+7.87078e-17j -0.000820349-6.88406e-18j 0.000269291-4.37714e-18j 0.000336342-2.39053e-17j -0.000231675+5.88558e-17j 0.000258171+1.30971e-17j 0.000405941+5.14944e-17j -0.000425739+3.73965e-17j -0.00105548+9.32531e-18j 0.000125674+1.47499e-17j 4.76077e-05+2.37672e-18j 0.000284618-2.92426e-17j -6.25257e-05-4.81891e-17j -0.000122405-2.58324e-17j -0.000349045+1.5294e-16j -0.000209535-3.84432e-17j 0.000169941+2.12888e-17j 4.72669e-05+2.90866e-17j 0.000232106-2.87036e-18j -0.000489247-2.43672e-16j -0.000685723+4.05972e-15j -0.0013897-7.94717e-15j 0.00142425-3.9329e-16j -0.000170972+1.89885e-16j 0.000152541-2.45228e-17j -0.00272905+7.43252e-17j 0.0033545-1.71179e-16j -0.00306191+4.3522e-17j 0.000991225-6.04136e-17j -0.00253815+1.57385e-17j -0.00323359+5.94723e-17j -0.00158175+4.99863e-17j -0.00163338-1.70864e-16j 0.00496011+1.93409e-14j -0.00405961+3.1464e-16j -0.00321432-1.50332e-17j 0.000428385-1.18098e-16j -0.00263371+1.63243e-16j 0.001041-1.48853e-16j 0.000882276+1.65051e-16j -0.000739654-4.85301e-17j -6.25236e-05-1.81158e-16j 0.000702982+1.91739e-16j 0.000303225+1.28231e-16j -0.00257053+3.65722e-17j 0.00162436-4.67816e-17j -0.0037583+1.18344e-16j 0.00112476+1.84429e-16j 0.000909965-9.29837e-17j -0.00428754-8.93703e-17j 0.00258049+9.60672e-17j 0.00183981+4.93939e-17j -0.00350145-2.3474e-16j -0.000875368-5.17914e-17j 0.00348325+1.59694e-17j -0.00228753-3.21889e-17j -0.00206+3.37047e-17j -0.00327328-1.39045e-17j -0.00136437-1.47202e-17j 0.000811517+2.25836e-17j 0.00315736+8.88879e-17j -0.000351132-6.765e-16j -0.0014098+2.0065e-15j 
-0.00203586-1.77803e-15j -0.000723555-9.54932e-16j -0.00141874-8.36379e-17j -0.000663908-1.3025e-16j -0.000887417-6.96023e-17j 0.00217213+7.96234e-17j 0.00217949+2.48279e-17j 0.00057958-1.06176e-16j 0.00163381+1.57078e-16j 0.000316834-1.35022e-16j -0.000395681-6.2419e-18j 0.00112461+4.80907e-17j 8.51151e-06-7.46299e-17j 6.24043e-05+8.4354e-17j 0.00102251-1.23802e-16j 0.00325712-6.26481e-17j -0.000447862+6.15046e-17j -0.000211442-2.28009e-17j -0.00020415+2.99529e-17j -0.000531403+6.8311e-17j -1.98008e-05-6.52916e-17j -0.000471109-5.29085e-17j 0.000207412-1.86161e-17j 0.00238288-1.36313e-16j -0.00175207-1.38163e-16j 0.00034024+3.94273e-17j 0.000826642-5.94171e-17j -0.00165454-3.84623e-17j 0.000134674+3.92678e-16j 0.000915211-5.60103e-15j -0.000279269-1.2973e-15j 0.00115001+5.00361e-17j 0.00167487-9.13675e-16j -0.00209295-2.35725e-16j 0.000978461-9.57757e-17j -0.000562417+1.59743e-16j 0.00210557-2.36139e-17j -0.00100552-1.98696e-17j 0.00141225-7.14455e-17j 0.00119314-1.02257e-16j 0.000823795-3.75891e-17j -0.000199146+1.72235e-16j -0.00211226-8.08143e-15j 0.00270996-1.18459e-16j -0.00043442-5.14146e-17j -0.00261259-1.13246e-16j 0.000212157-2.77841e-16j -0.000600752+5.70741e-17j -0.000646428-4.89065e-18j 0.000427971+8.13934e-17j -0.00322241-1.12594e-15j 0.00327873+6.56024e-16j 0.00156425+4.88288e-17j -0.000615623+7.24021e-17j -0.00164088+1.83666e-16j 0.000541637-3.06209e-16j 0.0019717-2.73689e-17j -0.00152455-1.13464e-16j -0.000333557-2.4305e-16j -0.000355371+7.93221e-17j -0.00194288-1.62746e-16j -0.000454203-1.3511e-16j -0.000708682-9.78998e-17j 0.000685345+1.39883e-16j 0.00132483+2.06732e-17j -0.000910449-1.56798e-16j 0.00228677-9.89338e-18j -0.000892623-1.90925e-16j 0.000306568+1.0356e-16j 0.00211002+3.24557e-16j -0.00128985-2.07318e-16j -0.000633589+3.3843e-16j 
0.000571315-3.74428e-16j -0.00157089+2.25037e-16j -0.00107586+1.77529e-16j -0.00147537+2.4394e-16j 0.000301478-6.46263e-17j -0.000991743+1.73164e-16j -0.000159488+4.56902e-17j 0.00144477-5.2426e-16j -0.000842079+1.07231e-16j -0.000746162+4.36315e-17j 0.00137646-1.97598e-16j 0.000414448-6.1423e-17j 0.00101229-1.1603e-16j 0.000592298-2.35167e-16j -0.000335159+7.62065e-17j -0.000799892+1.98672e-16j -0.000822933+5.66913e-17j -0.000726144+8.5495e-17j -0.000580452-1.92022e-17j -0.00105466+1.06343e-16j 0.00100154-4.22849e-17j 0.000771182+2.53027e-16j 0.00171524-1.53095e-16j -0.00112374+1.50905e-16j 0.00113173-1.1861e-16j 0.000917794-1.06352e-16j 0.000515242-1.00673e-16j -0.00121987+1.15332e-16j -0.000427935+6.20427e-16j 0.00122586-7.9629e-15j 0.000292723+1.73623e-15j 0.000397095+3.33573e-17j -0.000112352+2.11338e-16j -0.00184019+3.74286e-16j 0.000946529-2.20083e-16j -3.98916e-05+1.4655e-16j 1.57934e-05+1.28805e-16j 0.00012822-1.13071e-17j -0.00172586+3.11135e-16j -0.000198299+2.63463e-17j -0.00131385+2.22794e-16j 0.00184748-4.02368e-16j -6.68983e-05-1.26364e-16j 0.00103481-2.21517e-16j 0.0016026-2.54367e-16j -0.000291428+2.73131e-17j -0.00327084+5.37257e-16j 0.00198607-3.06307e-16j 0.00239157-5.5698e-17j -0.00418298+1.01017e-15j -0.00212482+3.23949e-16j -0.00232433+2.99341e-16j -0.00282925+6.27007e-16j 0.00211902-7.19523e-16j 0.00114615-3.50344e-16j 0.00300296-6.74673e-16j 0.000367328-3.35389e-16j 0.00145135-3.84218e-16j -0.000838219+1.30417e-16j -0.000496279+1.69746e-16j 0.00157966-2.28221e-16j 0.000556677-4.74057e-17j -0.000154389+3.68806e-18j -0.00147992+3.38923e-16j 0.0010553-1.82753e-16j -3.20889e-05-1.1523e-16j -6.77969e-05+1.27045e-16j -0.0016472+3.28282e-16j -0.0011282+2.52485e-16j 0.00142214-2.45543e-16j 0.00078193+6.37744e-16j 0.00181064-2.83762e-15j 
-0.00551305-3.32879e-15j 0.000990338-1.7685e-15j -0.000925075-1.44501e-17j 0.000424788-5.7229e-17j -0.00122867+5.83446e-17j 0.000294321-2.79131e-17j 0.000305124-1.15816e-17j 0.00141296-2.76946e-16j 0.00103755+1.85638e-16j -0.00183306-2.02658e-16j 0.00194304-2.02103e-17j -0.000482892-1.9609e-19j 0.000705126-2.9875e-18j -0.00176636+2.38699e-16j -0.000466986-5.86127e-17j 0.00257221-1.01746e-16j -0.00244526+2.74393e-16j 0.000305302-6.63909e-17j -0.000516517-1.0775e-16j -0.00141631+3.5568e-17j 0.00245177-2.76124e-17j -0.000193382+1.50256e-16j 0.000587534+9.46465e-17j -0.00115601+1.29214e-16j -0.00155494+1.97036e-16j -0.000577823+3.9973e-17j -0.00104871-1.92267e-17j -0.000893923-5.8187e-17j 0.000283986-5.23095e-16j -0.00130298+8.26056e-15j -0.0014688-8.32044e-15j 0.00178422-4.52357e-16j 0.00226083-1.35329e-15j 0.000136249-9.97763e-17j -0.00161977+5.28532e-17j 0.000239313+6.68182e-17j 0.0013854+1.35473e-17j -0.00119655+1.51459e-16j 0.00293755-3.08262e-17j -0.0004991+1.83012e-17j 0.001367-4.14e-17j 0.000827528+3.82928e-18j -0.000394629-1.72063e-15j -0.000211497-4.41672e-17j -0.00166579+3.58772e-17j 3.0662e-05+1.38197e-16j 0.00417197-1.18532e-16j 0.00103264+7.04757e-17j -0.00331603-3.57636e-16j 0.00473379-1.55875e-16j 0.000231198-4.93493e-16j 0.00283367+1.89084e-16j 0.00454517-5.71169e-17j -0.00322966+4.49725e-16j 0.000970102+1.51803e-16j -0.00404167+4.78007e-16j -0.000912065+4.08534e-16j -0.00367993+3.3787e-16j 0.0023353-3.35941e-17j -0.00110045-6.95102e-17j -0.00331962+6.52417e-17j -5.18249e-05+4.97618e-17j 0.0015277+6.42854e-17j 0.00125393-9.07368e-17j 0.00115473-4.84357e-17j 0.000396481-7.49399e-17j 0.00307362+1.12964e-17j 0.00145204+1.34307e-17j 0.00247576-8.06833e-17j 0.000934805+2.76212e-17j -0.00401487-1.71259e-15j -0.00485543+5.62444e-15j 
0.000740493+1.03612e-15j 0.00177867+4.60154e-16j 0.0014588-1.33835e-16j 6.70607e-05-1.14731e-17j 0.000518863-2.12162e-17j 0.000940965-1.56544e-16j -0.000332184-9.35506e-17j -0.000728875+2.78722e-16j -0.00130879-1.03921e-16j -0.000850935+5.65859e-17j -0.00180437+2.64812e-16j 0.000575584-1.1855e-16j -0.000199885+8.64174e-17j 0.000284112-5.07255e-17j 0.00065468-1.26287e-16j -0.00024896-1.20173e-16j 0.000159821-9.56187e-17j -0.000984423+1.57934e-17j 0.000699685-5.71308e-18j 0.000780691-8.52569e-17j -0.000896852+1.42294e-16j 8.66693e-06+3.14614e-17j 0.00108808-3.03439e-17j -0.000252536-1.34918e-16j 0.000689329+1.15794e-17j 0.000809146+2.44109e-17j 0.00181593-5.54399e-17j 0.000870683+2.79842e-17j 0.00145165-3.41688e-16j -0.000416967+3.20534e-15j -0.001681-1.03043e-14j -0.000877818-4.1138e-16j -0.00047237+1.65718e-16j 0.00405797-2.57519e-16j -0.00143037+8.34491e-17j 0.00311841-3.29538e-16j 0.000268662-1.44081e-16j 0.00249411-1.75348e-16j -0.000137049-6.00244e-17j -0.000128898-3.49244e-17j -0.000709256-1.96392e-17j -0.00356359+2.1153e-16j 0.00175431+6.74155e-15j -0.00345024+3.00532e-16j -0.00166288-5.18445e-17j 0.0026521-1.17877e-16j 0.000369084+4.57571e-17j -0.00234679+1.53738e-16j -0.000494839-3.17171e-17j 0.00435755-5.55056e-16j 0.00179898+1.84525e-16j -0.000741962+1.32133e-17j 0.00207367-1.67304e-16j -0.000757135+1.28495e-16j -0.000272012+1.30079e-16j -0.000658447+8.01028e-17j -0.0016098+2.25448e-16j 0.00161198-4.0391e-17j -0.00150935+2.7218e-17j 0.00260215-1.49021e-16j 0.0024796+3.52076e-17j -0.000484499-1.05881e-16j -0.00059786+4.71119e-17j 0.0022392-1.24396e-16j -0.0034885+1.67652e-16j -0.00284921+2.78397e-16j -0.000832837-8.15173e-17j 0.00207012-1.61633e-16j 0.000103734-4.76605e-17j -0.00242733+1.84648e-16j 0.00176162-6.6135e-16j -0.000416273+1.57809e-15j 
-0.00434221-2.29498e-15j 0.00209515-1.09315e-15j -0.000242241+8.18762e-17j 0.00168598+2.41953e-17j -0.000348611-6.88298e-17j 0.000193058+1.00159e-16j -0.00103791-1.29679e-17j -0.000616182+1.25171e-16j -0.000786187+3.26417e-17j -0.00177642-7.68177e-17j -0.000293752-7.549e-17j -0.00103096-1.28492e-17j 0.000294282-1.31939e-16j -0.0012736+1.29242e-16j -0.00094075+4.08493e-17j 0.000698056+1.04805e-16j -0.000662947+1.96869e-17j -0.000729396+3.37878e-19j 0.0011148+1.97753e-16j 0.00133851+8.50485e-17j 0.00067699-2.28457e-17j -0.000854785-4.57023e-16j -0.00145218-5.05083e-17j -0.0012537+2.03852e-16j -0.000356874+8.90612e-17j -0.000933882-6.35973e-18j -0.000290647+2.51067e-17j 0.00103368+3.74409e-17j -0.00079714-1.05562e-15j -0.00264179+1.59698e-14j -0.00134425-8.01495e-15j 0.000446411-3.95532e-16j 0.000972361-6.0532e-16j 0.00142547+5.39866e-17j -0.00211502-3.78189e-17j -0.00045202+3.69776e-17j -0.00100275+9.30433e-17j -0.0010117+5.33344e-17j 0.00198506+1.59513e-16j -0.00148576+3.67953e-17j 0.000988306+7.04089e-17j 0.000446655-4.0126e-17j 0.000924139+3.3676e-15j -0.00224349+2.35241e-17j -0.00164152-7.42504e-17j 0.00136555+1.72933e-16j 0.00496959+1.43281e-16j 0.00160283-7.06903e-17j -0.0031293-5.58416e-16j 0.00363269+6.0361e-17j 0.00347646+4.09869e-16j 0.000841365-3.47279e-17j 0.00329907+2.26316e-16j -0.00300335+1.42054e-16j 0.00205326-7.85729e-17j -0.00484289+3.41441e-16j -0.00235099+5.54236e-16j -0.00273881+2.00593e-16j 0.00282083+1.48401e-16j -0.00172044+5.07036e-17j -0.00179804-2.00274e-16j -0.000253859+4.14624e-17j 0.00236546+4.14172e-17j 0.000497477+5.31633e-17j 0.000461532-3.93365e-17j 0.00202175-7.38127e-17j 0.000768457+1.16437e-16j 0.00211816+1.03634e-16j 0.00207194+7.21316e-17j -0.000598559-9.01574e-17j -0.00311563-2.0373e-15j -0.00480884+5.8869e-15j 
-0.0023618-1.72093e-15j -0.000148818-1.27949e-15j -0.00210749-2.44308e-16j -0.000967803-3.61305e-16j 0.000568111+5.80864e-17j -0.0013905-3.10315e-16j -0.00150357-1.55891e-18j 0.000327872+2.08649e-16j -0.0019123-2.94803e-16j -0.00120817+9.27793e-17j 0.000130061+1.85717e-16j 0.000542535+2.65005e-16j 0.000894261+1.74902e-16j 0.000627439+2.63273e-16j -0.000208086+6.86457e-17j -0.00120363-2.8253e-16j -0.000503214-5.04636e-17j -0.00157296-1.73437e-16j 0.00035195-1.90819e-17j -8.70114e-05-2.13315e-16j 0.000558142+5.17617e-17j 0.000502107+3.55043e-16j 0.000357189+2.66919e-16j -0.00115687+2.89247e-17j 0.000533963+2.15794e-16j 0.00081161+2.2478e-16j -0.000145535+2.95221e-17j 0.000714167-7.12138e-17j -0.000493684-5.06826e-16j -0.000892714+5.25912e-15j 8.06098e-05+1.20913e-15j 0.00177342+1.94276e-16j 0.000610394-4.1154e-16j -0.00165895-3.15337e-16j -0.000792016-2.03219e-17j -0.000201236-2.07522e-16j -0.00491046-2.38249e-16j 7.67206e-05-3.01226e-16j -0.00221859-3.60559e-16j -0.00279085-2.80011e-16j -0.000369712-2.33561e-16j 0.000407137+4.62706e-16j 0.00376961+1.49084e-14j -0.00187974+1.44014e-16j -0.00172816+3.37538e-16j -0.000919177-9.72705e-17j -0.000752186-4.37512e-16j 0.00308246+5.11985e-16j 0.000576859+5.12392e-16j -0.00451063-9.69735e-16j 0.000722956+1.76553e-16j -0.000174701-6.80016e-16j -0.00337373-4.51598e-16j -0.00102809-5.23221e-18j 0.00298728+1.51906e-16j -0.00284656+1.89055e-16j 0.00185185+1.28795e-17j 0.000155295+5.58569e-17j -0.00203914-2.9114e-17j -0.000630838-1.04918e-16j 0.00167259+8.10728e-17j -0.00252394-1.30411e-16j 0.00117415+1.46778e-17j -9.32655e-05-2.58758e-16j -0.000665702+4.06986e-16j 0.00201003+3.07161e-16j -0.00415279-2.05973e-16j -0.00172406-4.15812e-16j -0.000397695+5.51784e-17j 0.0040337+3.335e-16j -0.000391334-1.12822e-15j -0.00196738+3.19411e-15j 
