3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
-1.35775e-17+0.000317305j 6.31888e-17-0.000568279j -3.19963e-18+0.000550997j 8.89536e-18-0.000739334j 5.49853e-18+0.000773099j 8.11087e-18-2.46863e-05j 3.32253e-18-0.000425108j 9.20004e-18+0.000547485j 1.23201e-18+0.000734874j -8.36541e-18+0.000600401j 8.27975e-18+1.31795e-05j -1.4343e-17+0.000367739j -3.24071e-17-0.000984483j 1.40586e-17+0.000143745j 1.18514e-17+0.000411361j -5.81731e-17+0.000168872j 1.2572e-16+0.000690857j 2.11872e-16+0.000618877j 7.01507e-14+0.000629821j -1.49823e-16-0.000723577j -8.6605e-18+0.00099314j 7.75762e-17+0.00024746j 8.75615e-16-0.000594742j -1.22823e-16-0.000480976j 4.1907e-17+0.000174723j -4.92114e-17-0.0006193j 1.99148e-17-0.00019308j 4.81278e-18-0.000107284j -1.08291e-16-8.6113e-06j -9.02227e-17+0.000145942j -1.96024e-17+0.000666108j -3.60421e-17+0.000220319j -9.51588e-17+0.000446978j 7.34852e-17+0.000528529j 5.60523e-17+0.000164158j 8.39233e-17+0.00103671j -7.3123e-17+0.000585363j 1.15123e-16-4.97499e-05j 1.2661e-16-0.000867716j 2.93115e-16+0.000482404j 5.04959e-17+0.000289085j -7.82498e-18-0.000153829j 7.35201e-18+0.000233568j -2.31488e-17+0.000787417j 5.95942e-19-0.000194562j -5.22392e-18-0.000270442j 1.2581e-17-0.000576327j 2.90653e-18-0.000684494j -1.60849e-17-0.000509765j -2.75479e-18+0.00039882j 7.30031e-19+4.19593e-05j 4.60343e-19-0.000695079j 5.56518e-18-0.000684403j 2.87261e-18-0.000516822j -3.84938e-16-0.000541026j -8.26363e-17-0.000303647j 
-3.25388e-17+0.000760432j 1.51434e-16-0.0013619j -7.66803e-18+0.00132048j 2.1318e-17-0.00177184j 1.31774e-17+0.00185276j 1.9438e-17-5.91616e-05j 7.96255e-18-0.00101878j 2.20482e-17+0.00131207j 2.95255e-18+0.00176115j -2.0048e-17+0.00143888j 1.98427e-17+3.15851e-05j -3.43735e-17+0.000881298j -7.76648e-17-0.00235935j 3.36919e-17+0.000344489j 2.84023e-17+0.00098584j -1.39414e-16+0.000404707j 3.01293e-16+0.00165566j 5.07759e-16+0.00148316j 1.68118e-13+0.00150939j -3.59056e-16-0.00173407j -2.07552e-17+0.00238009j 1.85914e-16+0.000593046j 2.09844e-15-0.00142532j -2.9435e-16-0.00115267j 1.00432e-16+0.000418731j -1.17937e-16-0.00148417j 4.77265e-17-0.000462723j 1.1534e-17-0.000257111j -2.59523e-16-2.06373e-05j -2.16222e-16+0.000349754j -4.69779e-17+0.00159635j -8.63761e-17+0.000528001j -2.28051e-16+0.0010712j 1.7611e-16+0.00126664j 1.34331e-16+0.000393409j 2.01125e-16+0.00248452j -1.75242e-16+0.00140284j 2.75895e-16-0.000119227j 3.03426e-16-0.00207951j 7.02459e-16+0.0011561j 1.21015e-16+0.000692802j -1.87528e-17-0.000368655j 1.76193e-17+0.000559753j -5.54769e-17+0.00188707j 1.42819e-18-0.000466274j -1.25193e-17-0.000648124j 3.01507e-17-0.00138119j 6.96559e-18-0.00164041j -3.8548e-17-0.00122167j -6.60195e-18+0.000955784j 1.74954e-18+0.000100557j 1.10323e-18-0.00166578j 1.33371e-17-0.0016402j 6.8843e-18-0.00123858j -9.22517e-16-0.00129659j -1.98041e-16-0.000727699j 
-8.68994e-19+2.03084e-05j 4.04425e-18-3.63714e-05j -2.04785e-19+3.52653e-05j 5.69327e-19-4.73194e-05j 3.51921e-19+4.94804e-05j 5.19117e-19-1.57999e-06j 2.12651e-19-2.7208e-05j 5.88827e-19+3.50405e-05j 7.88518e-20+4.70339e-05j -5.35409e-19+3.84272e-05j 5.29926e-19+8.43524e-07j -9.17991e-19+2.35363e-05j -2.07414e-18-6.30095e-05j 8.99789e-19+9.20005e-06j 7.58523e-19+2.63282e-05j -3.72323e-18+1.08082e-05j 8.04644e-18+4.42167e-05j 1.35604e-17+3.96098e-05j 4.48983e-15+4.03102e-05j -9.58909e-18-4.63108e-05j -5.54295e-19+6.35636e-05j 4.96509e-18+1.58381e-05j 5.60417e-17-3.80651e-05j -7.86102e-18-3.07837e-05j 2.68216e-18+1.11828e-05j -3.14966e-18-3.96369e-05j 1.2746e-18-1.23576e-05j 3.08031e-19-6.86649e-06j -6.93092e-18-5.51146e-07j -5.7745e-18+9.34065e-06j -1.25461e-18+4.26327e-05j -2.30679e-18+1.4101e-05j -6.09041e-18+2.86078e-05j 4.70325e-18+3.38273e-05j 3.58749e-18+1.05065e-05j 5.37132e-18+6.63524e-05j -4.68006e-18+3.74648e-05j 7.36816e-18-3.18413e-06j 8.10339e-18-5.55361e-05j 1.87601e-17+3.08751e-05j 3.23187e-18+1.85022e-05j -5.00819e-19-9.84544e-06j 4.70548e-19+1.4949e-05j -1.48159e-18+5.03968e-05j 3.81419e-20-1.24525e-05j -3.34345e-19-1.7309e-05j 8.05216e-19-3.68864e-05j 1.86025e-19-4.38094e-05j -1.02948e-18-3.26263e-05j -1.76314e-19+2.55255e-05j 4.67239e-20+2.68551e-06j 2.94632e-20-4.44869e-05j 3.56186e-19-4.38036e-05j 1.83855e-19-3.3078e-05j -2.46371e-17-3.46271e-05j -5.28894e-18-1.94342e-05j 
-6.72229e-18+0.0001571j 3.12852e-17-0.000281358j -1.58416e-18+0.000272802j 4.40415e-18-0.000366049j 2.72236e-18+0.000382766j 4.01574e-18-1.22223e-05j 1.64501e-18-0.000210473j 4.555e-18+0.000271063j 6.09975e-19+0.000363841j -4.14177e-18+0.000297262j 4.09935e-18+6.52526e-06j -7.10131e-18+0.00018207j -1.6045e-17-0.000487424j 6.96051e-18+7.11689e-05j 5.86772e-18+0.000203667j -2.88018e-17+8.36095e-05j 6.2245e-17+0.000342048j 1.04899e-16+0.00030641j 3.4732e-14+0.000311828j -7.41784e-17-0.000358247j -4.28787e-18+0.00049171j 3.84085e-17+0.000122519j 4.33522e-16-0.00029446j -6.08106e-17-0.000238134j 2.07484e-17+8.65067e-05j -2.43649e-17-0.000306619j 9.85994e-18-9.55952e-05j 2.38284e-18-5.31172e-05j -5.36156e-17-4.26351e-06j -4.46698e-17+7.22566e-05j -9.70529e-18+0.000329794j -1.78447e-17+0.000109081j -4.71137e-17+0.000221301j 3.6383e-17+0.000261678j 2.77518e-17+8.12755e-05j 4.1551e-17+0.000513283j -3.62036e-17+0.000289817j 5.6998e-17-2.46315e-05j 6.26855e-17-0.000429611j 1.45123e-16+0.000238841j 2.50008e-17+0.000143128j -3.87419e-18-7.61615e-05j 3.64003e-18+0.000115641j -1.14611e-17+0.000389855j 2.95055e-19-9.63288e-05j -2.5864e-18-0.000133898j 6.22892e-18-0.000285343j 1.43904e-18-0.000338897j -7.96374e-18-0.000252388j -1.36392e-18+0.000197458j 3.61443e-19+2.07743e-05j 2.27918e-19-0.000344138j 2.75535e-18-0.000338852j 1.42225e-18-0.000255882j -1.90585e-16-0.000267865j -4.09137e-17-0.000150337j 
-1.1786e-17+0.000275437j 5.48513e-17-0.000493296j -2.77745e-18+0.000478294j 7.72164e-18-0.000641781j 4.77301e-18+0.00067109j 7.04066e-18-2.1429e-05j 2.88413e-18-0.000369016j 7.98612e-18+0.000475246j 1.06945e-18+0.00063791j -7.26162e-18+0.000521179j 7.18726e-18+1.14405e-05j -1.24505e-17+0.000319217j -2.81311e-17-0.000854583j 1.22036e-17+0.000124778j 1.02877e-17+0.000357083j -5.04973e-17+0.00014659j 1.09132e-16+0.0005997j 1.83916e-16+0.000537218j 6.08945e-14+0.000546718j -1.30054e-16-0.000628103j -7.51777e-18+0.000862098j 6.73403e-17+0.000214809j 7.6008e-16-0.000516267j -1.06617e-16-0.000417512j 3.63775e-17+0.000151669j -4.27181e-17-0.000537585j 1.72871e-17-0.000167604j 4.17775e-18-9.31285e-05j -9.40024e-17-7.47506e-06j -7.83181e-17+0.000126685j -1.70159e-17+0.000578217j -3.12864e-17+0.000191248j -8.26028e-17+0.000388j 6.3789e-17+0.000458791j 4.86563e-17+0.000142498j 7.28499e-17+0.000899921j -6.34746e-17+0.000508126j 9.99326e-17-4.31855e-05j 1.09904e-16-0.000753223j 2.54439e-16+0.000418752j 4.38331e-17+0.000250941j -6.79249e-18-0.000133531j 6.38193e-18+0.000202749j -2.00944e-17+0.000683519j 5.17309e-19-0.00016889j -4.53464e-18-0.000234758j 1.09209e-17-0.000500282j 2.52302e-18-0.000594177j -1.39626e-17-0.000442503j -2.39131e-18+0.000346197j 6.33705e-19+3.64229e-05j 3.99602e-19-0.000603365j 4.83087e-18-0.000594098j 2.49358e-18-0.000448629j -3.34147e-16-0.000469639j -7.17327e-17-0.000263581j 
-4.57899e-18+0.000107011j 2.13104e-17-0.000191651j -1.07907e-18+0.000185823j 2.99995e-18-0.00024934j 1.85437e-18+0.000260727j 2.73538e-18-8.32544e-06j 1.12052e-18-0.000143367j 3.1027e-18+0.000184639j 4.15493e-19+0.000247836j -2.82123e-18+0.000202485j 2.79234e-18+4.44478e-06j -4.83717e-18+0.00012402j -1.09293e-17-0.000332016j 4.74125e-18+4.84778e-05j 3.99688e-18+0.000138731j -1.96188e-17+5.69519e-05j 4.23991e-17+0.000232991j 7.14537e-17+0.000208716j 2.36583e-14+0.000212407j -5.05277e-17-0.000244026j -2.92074e-18+0.000334936j 2.61625e-17+8.34557e-05j 2.953e-16-0.000200576j -4.1422e-17-0.000162209j 1.41331e-17+5.89253e-05j -1.65965e-17-0.000208858j 6.71625e-18-6.51161e-05j 1.62311e-18-3.61816e-05j -3.65211e-17-2.90415e-06j -3.04275e-17+4.92187e-05j -6.6109e-18+0.000224644j -1.21552e-17+7.43022e-05j -3.20922e-17+0.000150743j 2.47828e-17+0.000178246j 1.89036e-17+5.5362e-05j 2.83031e-17+0.00034963j -2.46607e-17+0.000197413j 3.8825e-17-1.67781e-05j 4.26992e-17-0.000292636j 9.88526e-17+0.00016269j 1.70297e-17+9.74937e-05j -2.63897e-18-5.18786e-05j 2.47946e-18+7.87705e-05j -7.80691e-18+0.000265556j 2.00981e-19-6.56158e-05j -1.76176e-18-9.12064e-05j 4.24292e-18-0.000194366j 9.80223e-19-0.000230845j -5.42462e-18-0.000171918j -9.29052e-19+0.000134502j 2.46202e-19+1.41507e-05j 1.5525e-19-0.000234415j 1.87685e-18-0.000230814j 9.68785e-19-0.000174298j -1.2982e-16-0.000182461j -2.7869e-17-0.000102405j 
2.67169e-18-6.24374e-05j -1.24339e-17+0.000111822j 6.29605e-19-0.000108422j -1.75038e-18+0.000145482j -1.08197e-18-0.000152126j -1.59601e-18+4.85762e-06j -6.53787e-19+8.36501e-05j -1.81033e-18-0.000107731j -2.42427e-19-0.000144604j 1.6461e-18-0.000118143j -1.62924e-18-2.59338e-06j 2.82233e-18-7.23614e-05j 6.37688e-18+0.000193721j -2.76637e-18-2.82852e-05j -2.33205e-18-8.09451e-05j 1.14469e-17-3.32296e-05j -2.47385e-17-0.000135943j -4.16909e-17-0.000121779j -1.38038e-14-0.000123932j 2.94813e-17+0.000142381j 1.70416e-18-0.000195424j -1.5265e-17-4.86937e-05j -1.72298e-16+0.00011703j 2.41684e-17+9.46435e-05j -8.24621e-18-3.4381e-05j 9.68352e-18+0.000121862j -3.91871e-18+3.79931e-05j -9.47031e-19+2.11108e-05j 2.13089e-17+1.69448e-06j 1.77535e-17-2.87175e-05j 3.85725e-18-0.000131073j 7.09215e-18-4.33529e-05j 1.87248e-17-8.79535e-05j -1.446e-17-0.000104001j -1.10296e-17-3.2302e-05j -1.65139e-17-0.000203998j 1.43887e-17-0.000115184j -2.26531e-17+9.78948e-06j -2.49136e-17+0.000170744j -5.76773e-17-9.49245e-05j -9.93627e-18-5.68844e-05j 1.53975e-18+3.02695e-05j -1.44668e-18-4.59601e-05j 4.55508e-18-0.000154943j -1.17266e-19+3.82847e-05j 1.02793e-18+5.3216e-05j -2.47561e-18+0.000113406j -5.71929e-19+0.000134691j 3.16509e-18+0.000100309j 5.42072e-19-7.84773e-05j -1.43651e-19-8.2565e-06j -9.05834e-20+0.000136773j -1.09508e-18+0.000134673j -5.65255e-19+0.000101697j 7.57458e-17+0.00010646j 1.62607e-17+5.97497e-05j 
4.9333e-18-0.000115291j -2.29593e-17+0.000206481j 1.16257e-18-0.000200202j -3.23208e-18+0.000268633j -1.99786e-18-0.000280901j -2.94704e-18+8.96964e-06j -1.20722e-18+0.00015446j -3.34278e-18-0.000198926j -4.47643e-19-0.000267013j 3.03953e-18-0.000218152j -3.0084e-18-4.7887e-06j 5.21145e-18-0.000133616j 1.1775e-17+0.000357706j -5.10812e-18-5.22288e-05j -4.30615e-18-0.000149466j 2.11369e-17-6.13586e-05j -4.56798e-17-0.000251019j -7.69826e-17-0.000224866j -2.54889e-14-0.000228842j 5.44374e-17+0.000262908j 3.14674e-18-0.000360852j -2.81869e-17-8.99133e-05j -3.1815e-16+0.000216096j 4.46272e-17+0.00017476j -1.52267e-17-6.34848e-05j 1.78807e-17+0.000225019j -7.23593e-18+7.01546e-05j -1.7487e-18+3.89812e-05j 3.9347e-17+3.12887e-06j 3.27819e-17-5.30271e-05j 7.12244e-18-0.000242027j 1.30957e-17-8.00515e-05j 3.45754e-17-0.000162407j -2.67004e-17-0.000192038j -2.03663e-17-5.96458e-05j -3.04931e-17-0.000376684j 2.65688e-17-0.000212689j -4.18292e-17+1.80763e-05j -4.60031e-17+0.00031528j -1.06502e-16-0.000175279j -1.83474e-17-0.000105038j 2.84316e-18+5.58928e-05j -2.67131e-18-8.48656e-05j 8.41099e-18-0.000286104j -2.16532e-19+7.0693e-05j 1.89808e-18+9.82637e-05j -4.57123e-18+0.000209405j -1.05607e-18+0.000248707j 5.84436e-18+0.00018522j 1.00094e-18-0.000144909j -2.65253e-19-1.52457e-05j -1.67263e-19+0.000252553j -2.02208e-18+0.000248674j -1.04375e-18+0.000187784j 1.39865e-16+0.000196579j 3.00254e-17+0.000110328j 
3.71923e-18-8.69183e-05j -1.73091e-17+0.000155667j 8.76466e-19-0.000150933j -2.43668e-18+0.000202523j -1.50619e-18-0.000211772j -2.22178e-18+6.76224e-06j -9.1013e-19+0.000116448j -2.52014e-18-0.000149971j -3.3748e-19-0.000201302j 2.29151e-18-0.000164466j -2.26804e-18-3.61022e-06j 3.92894e-18-0.000100733j 8.87719e-18+0.000269676j -3.85103e-18-3.93755e-05j -3.24643e-18-0.000112683j 1.59352e-17-4.62585e-05j -3.44382e-17-0.000189244j -5.80375e-17-0.000169527j -1.92162e-14-0.000172525j 4.10406e-17+0.000198207j 2.37234e-18-0.000272048j -2.12502e-17-6.7786e-05j -2.39854e-16+0.000162916j 3.36446e-17+0.000131752j -1.14795e-17-4.78614e-05j 1.34803e-17+0.000169643j -5.4552e-18+5.28898e-05j -1.31835e-18+2.93881e-05j 2.96638e-17+2.35887e-06j 2.47144e-17-3.99773e-05j 5.36963e-18-0.000182465j 9.8729e-18-6.03511e-05j 2.60665e-17-0.000122439j -2.01296e-17-0.000144778j -1.53542e-17-4.49672e-05j -2.29889e-17-0.000283983j 2.00303e-17-0.000160347j -3.15352e-17+1.36278e-05j -3.46819e-17+0.000237691j -8.0292e-17-0.000132143j -1.38322e-17-7.91882e-05j 2.14347e-18+4.21378e-05j -2.01391e-18-6.39805e-05j 6.34108e-18-0.000215695j -1.63245e-19+5.32957e-05j 1.43097e-18+7.40814e-05j -3.44627e-18+0.000157871j -7.96176e-19+0.000187501j 4.40609e-18+0.000139638j 7.54612e-19-0.000109247j -1.99975e-19-1.14938e-05j -1.261e-19+0.000190401j -1.52445e-18+0.000187476j -7.86885e-19+0.000141571j 1.05445e-16+0.000148202j 2.26363e-17+8.31769e-05j 
3.9736e-18-9.28628e-05j -1.84929e-17+0.000166313j 9.36408e-19-0.000161255j -2.60333e-18+0.000216374j -1.60921e-18-0.000226256j -2.37373e-18+7.22472e-06j -9.72375e-19+0.000124412j -2.69249e-18-0.000160228j -3.60561e-19-0.000215069j 2.44823e-18-0.000175714j -2.42316e-18-3.85713e-06j 4.19764e-18-0.000107623j 9.48431e-18+0.00028812j -4.11441e-18-4.20685e-05j -3.46845e-18-0.000120389j 1.7025e-17-4.94222e-05j -3.67935e-17-0.000202187j -6.20067e-17-0.000181121j -2.05304e-14-0.000184324j 4.38474e-17+0.000211763j 2.53459e-18-0.000290653j -2.27035e-17-7.2422e-05j -2.56258e-16+0.000174058j 3.59456e-17+0.000140763j -1.22646e-17-5.11348e-05j 1.44023e-17+0.000181245j -5.82828e-18+5.6507e-05j -1.40851e-18+3.1398e-05j 3.16926e-17+2.52019e-06j 2.64047e-17-4.27114e-05j 5.73687e-18-0.000194944j 1.05481e-17-6.44786e-05j 2.78493e-17-0.000130813j -2.15063e-17-0.00015468j -1.64043e-17-4.80426e-05j -2.45611e-17-0.000303405j 2.14002e-17-0.000171313j -3.36919e-17+1.45599e-05j -3.70539e-17+0.000253947j -8.57832e-17-0.000141181j -1.47782e-17-8.4604e-05j 2.29007e-18+4.50196e-05j -2.15165e-18-6.83562e-05j 6.77475e-18-0.000230446j -1.74409e-19+5.69407e-05j 1.52884e-18+7.91479e-05j -3.68196e-18+0.000168668j -8.50627e-19+0.000200325j 4.70743e-18+0.000149188j 8.06221e-19-0.000116719j -2.13652e-19-1.22799e-05j -1.34724e-19+0.000203423j -1.62871e-18+0.000200298j -8.40701e-19+0.000151254j 1.12656e-16+0.000158337j 2.41844e-17+8.88655e-05j 
-1.36672e-18+3.19402e-05j 6.36064e-18-5.72034e-05j -3.22078e-19+5.54638e-05j 8.95415e-19-7.4422e-05j 5.53487e-19+7.78208e-05j 8.16447e-19-2.48495e-06j 3.34449e-19-4.27917e-05j 9.26084e-19+5.51103e-05j 1.24015e-19+7.39731e-05j -8.4207e-19+6.04369e-05j 8.33446e-19+1.32666e-06j -1.44378e-18+3.70169e-05j -3.26213e-18-9.90989e-05j 1.41515e-18+1.44695e-05j 1.19298e-18+4.14079e-05j -5.85575e-18+1.69988e-05j 1.26551e-17+6.95423e-05j 2.13272e-17+6.22967e-05j 7.06143e-15+6.33983e-05j -1.50813e-17-7.28358e-05j -8.71773e-19+9.99704e-05j 7.80889e-18+2.49096e-05j 8.81402e-17-5.98672e-05j -1.23635e-17-4.84155e-05j 4.2184e-18+1.75878e-05j -4.95366e-18-6.23393e-05j 2.00464e-18-1.94356e-05j 4.84459e-19-1.07993e-05j -1.09007e-17-8.66821e-07j -9.0819e-18+1.46906e-05j -1.9732e-18+6.7051e-05j -3.62803e-18+2.21775e-05j -9.57876e-18+4.49931e-05j 7.39709e-18+5.32022e-05j 5.64227e-18+1.65243e-05j 8.4478e-18+0.000104356j -7.36062e-18+5.89232e-05j 1.15883e-17-5.00787e-06j 1.27447e-17-8.7345e-05j 2.95052e-17+4.85592e-05j 5.08296e-18+2.90996e-05j -7.87669e-19-1.54845e-05j 7.4006e-19+2.35111e-05j -2.33018e-18+7.92621e-05j 5.99881e-20-1.95848e-05j -5.25845e-19-2.7223e-05j 1.26641e-18-5.80135e-05j 2.92573e-19-6.89018e-05j -1.61912e-18-5.13134e-05j -2.773e-19+4.01455e-05j 7.34855e-20+4.22366e-06j 4.63385e-20-6.99673e-05j 5.60196e-19-6.88926e-05j 2.89159e-19-5.20238e-05j -3.87482e-17-5.44602e-05j -8.31824e-18-3.05653e-05j 
1.66461e-17-0.000389018j -7.747e-17+0.000696714j 3.92277e-18-0.000675526j -1.09058e-17+0.000906429j -6.74124e-18-0.000947824j -9.94398e-18+3.02656e-05j -4.07345e-18+0.000521185j -1.12793e-17-0.000671221j -1.51045e-18-0.000900961j 1.02561e-17-0.000736095j -1.0151e-17-1.61582e-05j 1.75846e-17-0.00045085j 3.97314e-17+0.00120698j -1.7236e-17-0.000176232j -1.45299e-17-0.000504331j 7.13206e-17-0.000207038j -1.54134e-16-0.000846995j -2.59757e-16-0.000758748j -8.60053e-14-0.000772165j 1.83684e-16+0.00088711j 1.06178e-17-0.0012176j -9.5109e-17-0.000303388j -1.07351e-15+0.000729158j 1.50582e-16+0.00058968j -5.13783e-17-0.000214212j 6.03335e-17+0.000759267j -2.44157e-17+0.000236718j -5.90051e-18+0.000131531j 1.32766e-16+1.05575e-05j 1.10614e-16-0.000178925j 2.40327e-17-0.000816653j 4.41879e-17-0.000270112j 1.16665e-16-0.000547998j -9.00934e-17-0.000647981j -6.87205e-17-0.000201258j -1.02891e-16-0.00127102j 8.96493e-17-0.00071766j -1.41141e-16+6.09937e-05j -1.55225e-16+0.00106383j -3.59361e-16-0.000591431j -6.19083e-17-0.000354421j 9.59347e-18+0.000188595j -9.01361e-18-0.000286356j 2.83806e-17-0.000965379j -7.30629e-19+0.000238534j 6.40457e-18+0.000331564j -1.54244e-17+0.000706581j -3.56342e-18+0.000839194j 1.97202e-17+0.000624976j 3.3774e-18-0.000488956j -8.95023e-19-5.14424e-05j -5.64383e-19+0.000852172j -6.82295e-18+0.000839083j -3.52184e-18+0.000633628j 4.71937e-16+0.000663302j 1.01313e-16+0.000372273j 
-7.78266e-18+0.000181881j 3.62201e-17-0.00032574j -1.83404e-18+0.000315834j 5.09886e-18-0.000423789j 3.15178e-18+0.000443143j 4.64918e-18-1.41503e-05j 1.90449e-18-0.000243673j 5.2735e-18+0.000313821j 7.06192e-19+0.000421233j -4.79509e-18+0.000344152j 4.74598e-18+7.55455e-06j -8.22147e-18+0.000210789j -1.85759e-17-0.00056431j 8.05845e-18+8.23951e-05j 6.79329e-18+0.000235794j -3.3345e-17+9.6798e-05j 7.20635e-17+0.000396002j 1.21446e-16+0.000354743j 4.02107e-14+0.000361016j -8.58793e-17-0.000414757j -4.96423e-18+0.000569272j 4.4467e-17+0.000141845j 5.01906e-16-0.000340908j -7.04028e-17-0.000275697j 2.40213e-17+0.000100152j -2.82082e-17-0.000354985j 1.14152e-17-0.000110674j 2.75871e-18-6.14958e-05j -6.20729e-17-4.93603e-06j -5.1716e-17+8.36543e-05j -1.12362e-17+0.000381816j -2.06595e-17+0.000126287j -5.45454e-17+0.000256209j 4.2122e-17+0.000302955j 3.21294e-17+9.40959e-05j 4.81052e-17+0.000594248j -4.19144e-17+0.000335533j 6.59888e-17-2.85168e-05j 7.25735e-17-0.000497378j 1.68015e-16+0.000276516j 2.89444e-17+0.000165705j -4.48531e-18-8.81752e-05j 4.2142e-18+0.000133882j -1.3269e-17+0.000451351j 3.41596e-19-0.000111524j -2.99437e-18-0.000155019j 7.21146e-18-0.000330353j 1.66603e-18-0.000392355j -9.21994e-18-0.0002922j -1.57906e-18+0.000228605j 4.18457e-19+2.40512e-05j 2.6387e-19-0.000398422j 3.18998e-18-0.000392303j 1.64659e-18-0.000296245j -2.20648e-16-0.000310118j -4.73675e-17-0.000174051j 
-2.95908e-18+6.91536e-05j 1.37714e-17-0.000123851j -6.9733e-19+0.000120085j 1.93866e-18-0.000161131j 1.19835e-18+0.00016849j 1.76769e-18-5.38015e-06j 7.24114e-19-9.26482e-05j 2.00506e-18+0.000119319j 2.68504e-19+0.000160159j -1.82316e-18+0.000130852j 1.80449e-18+2.87235e-06j -3.12592e-18+8.01452e-05j -7.06283e-18-0.000214559j 3.06394e-18+3.13278e-05j 2.58291e-18+8.96522e-05j -1.26783e-17+3.6804e-05j 2.73996e-17+0.000150566j 4.61755e-17+0.000134878j 1.52887e-14+0.000137263j -3.26526e-17-0.000157697j -1.88747e-18+0.000216446j 1.6907e-17+5.39316e-05j 1.90832e-16-0.000129618j -2.67682e-17-0.000104824j 9.13324e-18+3.80793e-05j -1.07252e-17-0.000134971j 4.34024e-18-4.208e-05j 1.0489e-18-2.33816e-05j -2.3601e-17-1.87675e-06j -1.96632e-17+3.18066e-05j -4.27216e-18+0.000145172j -7.85503e-18+4.80163e-05j -2.0739e-17+9.74145e-05j 1.60154e-17+0.000115188j 1.22161e-17+3.57766e-05j 1.82903e-17+0.000225942j -1.59365e-17+0.000127574j 2.50899e-17-1.08425e-05j 2.75935e-17-0.00018911j 6.38816e-17+0.000105135j 1.10051e-17+6.30034e-05j -1.70538e-18-3.35255e-05j 1.6023e-18+5.09039e-05j -5.04506e-18+0.00017161j 1.2988e-19-4.24029e-05j -1.1385e-18-5.89403e-05j 2.7419e-18-0.000125605j 6.3345e-19-0.000149179j -3.50555e-18-0.000111099j -6.00381e-19+8.6919e-05j 1.59103e-19+9.14463e-06j 1.00327e-19-0.000151486j 1.21288e-18-0.000149159j 6.26058e-19-0.000112636j -8.38936e-17-0.000117912j -1.80098e-17-6.61769e-05j 
