-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
1.88686e-17+4.74878e-05j 9.75198e-17-0.000339689j -7.23589e-17-0.000121055j 7.91362e-17-0.000571189j 8.42989e-17+3.97203e-05j 3.73465e-17-4.01205e-05j 8.83734e-17-0.00043519j -3.50785e-17+0.000857437j 3.93386e-17+0.000299657j -8.53939e-17+0.000155981j 1.62472e-17+0.000508445j -3.41098e-17-0.000197085j -9.75573e-17+0.000607553j -7.72476e-17-0.000512043j -1.15965e-16-0.000147976j 1.11105e-16-0.000863335j 8.65402e-17-0.000318616j 2.47254e-17-0.000510996j 3.89799e-17-0.000774748j -4.00205e-17+4.81143e-05j 1.09448e-16+1.41439e-05j 1.32801e-17+0.000583775j -1.33662e-17+4.14819e-05j -6.06084e-17+0.000502274j 1.25739e-16+0.000415652j 2.18227e-16+0.00129554j -1.35001e-16-2.30856e-05j -2.37769e-17-2.00638e-05j 1.42432e-17+0.000146095j -2.56157e-16-0.00051904j 1.67305e-16-9.23842e-05j 2.28995e-16-0.000358996j -2.40577e-15+0.000224437j -4.53693e-17+8.85729e-05j -1.04927e-16+0.00024945j 5.73776e-15+0.000706216j 3.09477e-16+0.00080584j 4.504e-16-0.00122987j -9.14966e-16+7.28457e-05j 2.13137e-16-0.000233505j -5.93008e-17+0.000404247j -1.30713e-17-0.000138158j -4.46005e-17-0.000280458j 1.46459e-17-8.02041e-05j -6.30652e-17+5.23235e-05j -9.23024e-17+6.05258e-05j -1.23636e-16+5.62292e-05j -9.18429e-17+0.00062703j 5.38261e-17-0.000383915j -2.19286e-16-0.0003741j -6.80822e-17+0.0006275j 3.96211e-16+0.000847497j 2.80811e-17+0.000615868j 1.60924e-16-0.000118302j 1.32116e-17-1.92708e-05j 4.16773e-18-0.000727333j 3.65224e-15+0.000400228j -1.24114e-17-0.000137353j -9.28709e-17-0.00024949j 1.97922e-19-0.000592527j 5.87709e-17-0.000301586j -9.53331e-17-0.000210311j 8.80286e-17-0.00059119j 3.19115e-17-0.000806055j 9.93234e-17-1.72709e-06j -2.62361e-17+0.000242143j -3.71131e-17+0.000357751j 1.30807e-16+0.000383495j 3.94196e-17-0.000417141j -4.04099e-17-0.000650337j 7.49995e-17-2.5315e-05j 3.16329e-17-0.0001194j 7.59288e-17-0.000526437j -8.7373e-17-0.000133919j -3.27388e-17+0.000500802j -1.24867e-16+0.000160089j 4.45476e-16+0.000315976j 
-2.11827e-15-0.000670138j -1.30879e-16+0.000798217j 4.27129e-18-0.00079235j 7.00075e-18+0.000564298j 2.59123e-20+0.000973104j 1.64964e-18+0.000262432j -4.71242e-18+0.00064135j -7.08745e-18+7.88206e-05j 1.24939e-17+0.00039612j -1.27746e-16-0.000986296j -1.01198e-17-9.47986e-05j -3.63599e-17-0.000229188j 6.53643e-18-0.000561002j -1.77533e-18-0.000910712j 1.10079e-17-0.000816246j -2.05307e-17+0.000629464j 5.53401e-17-0.000227692j 4.14774e-18-0.000395498j -7.99294e-17+0.000187474j 7.46834e-17-0.000309808j 3.67459e-16+0.00103676j -5.81945e-18+0.000538892j 1.17419e-17+2.9033e-05j -7.05304e-17-0.000782075j -3.23549e-17+0.000609706j 1.02851e-17-1.79569e-05j 2.89391e-17-0.00145689j 1.99833e-17-0.000117117j 7.5969e-17-0.000449775j -1.98978e-16-0.000443953j 1.79731e-17+0.00025194j -1.02901e-16+0.000767275j 2.57035e-15-0.00021623j 2.12356e-17-0.000224715j 7.15174e-17+1.38669e-05j -4.44596e-15-0.000536466j -1.85436e-16-0.000275294j 2.01339e-16-0.000527956j -3.80267e-16+9.14483e-05j 8.2621e-17-0.000170493j -1.63054e-16+0.000818792j 6.40936e-16-0.000834421j -7.1626e-19-0.00034271j 1.36494e-17+0.000206865j 4.94906e-17-0.00060426j 5.05976e-17-0.000453444j 1.91958e-16-0.000312187j 2.00618e-17+4.43495e-05j -2.43152e-17+0.000292272j 5.72504e-16+0.000668311j 1.34205e-16-0.000902832j 2.00995e-16+0.000943237j -1.90925e-17-0.000280442j -2.30938e-16+0.00075053j -8.96442e-17-1.6788e-05j 5.09057e-18+0.000224016j -4.87415e-15-0.000519263j -7.57694e-17-0.000448043j -1.28823e-16-0.000789886j -8.77249e-19-0.000152257j -2.75517e-17+0.000117796j -1.03434e-16-0.000929221j 3.27761e-17+0.000388613j -9.04521e-19+0.00011648j 1.78086e-17+0.000894793j -1.56207e-17-6.40249e-05j -2.4744e-17+0.000307277j -5.1725e-16-0.000844021j 5.05676e-20+0.000113682j -4.64882e-18-0.000530489j 3.23632e-17+0.000754408j 1.15462e-17+0.000241635j 1.46847e-18+0.000695986j 2.50118e-19-0.000811841j -2.9672e-17-0.000526013j 4.97125e-17-0.000840064j -8.2714e-16-0.000547398j 
9.42806e-16+0.000328533j 1.15682e-16-0.000638499j -4.453e-17+0.000233744j 4.45333e-17-0.000740398j 4.72869e-17-0.000382183j 2.42664e-17-0.000147447j 5.69429e-17-0.000654675j -2.06531e-17+0.000714799j 2.12952e-17+9.19176e-05j 8.90927e-18+0.000558687j 2.65181e-17+0.000484496j -1.00015e-17-7.38806e-05j -6.61191e-17+0.000770732j -4.71071e-17-5.68941e-05j -8.51142e-17+0.000220478j 7.93469e-17-0.00102336j 5.47157e-17-0.000180621j 2.52454e-17-0.000276688j 5.49014e-17-0.000756685j -5.79149e-17+0.000174721j -9.0178e-17-0.000431781j 5.48567e-18+0.000278799j -1.7056e-17+2.37776e-05j 4.10508e-18+0.000773525j 1.11304e-16+0.000101687j 2.00354e-16+0.00113873j -9.04995e-17+0.000603953j -2.63156e-17+3.26546e-05j -6.20912e-18+0.00032022j -1.31711e-16-0.000262954j 1.30464e-16-0.000188581j 2.19123e-16-0.0006421j -3.19308e-15+0.000288569j -4.15955e-17+0.00017359j -1.19975e-16+0.000211836j 6.936e-15+0.000846358j 3.65729e-16+0.00082145j 3.08405e-16-0.000847539j -6.37628e-16+2.44214e-05j 1.52884e-16-0.000130819j -1.13336e-19+2.16241e-06j -2.64532e-16+0.000236835j -3.2197e-17-9.80361e-05j 4.08015e-19-0.000158638j -5.91119e-17+0.000304534j -8.91649e-17+0.000247088j -1.81001e-16+0.000182825j -8.33388e-17+0.000528415j 4.53086e-17-0.000460372j -4.59012e-16-0.000612891j -8.54801e-17+0.00093458j 2.42895e-16+0.000335821j 4.69303e-17+0.000657805j 2.17558e-16-0.000424794j 5.01925e-17-9.63226e-06j -1.24117e-17-0.000730945j 5.29501e-15+0.000571852j 3.24671e-17+7.20206e-05j -6.85288e-18+0.000120561j -1.55901e-18-0.000452067j 5.66763e-17-0.000313754j -1.56374e-17+0.000214454j 4.58664e-17-0.000682599j 1.64947e-17-0.000753605j 5.44962e-17-0.000384821j -1.18855e-17+0.000238824j -2.64411e-17+0.000180694j 3.63023e-16+0.000696365j 2.68444e-17-0.000412874j -2.56234e-17-0.000340509j 3.06302e-17-0.000345276j 1.47684e-17-0.000207752j 4.09622e-17-0.000757741j -5.55164e-17+0.000230863j 3.88667e-18+0.000662547j -1.05543e-16+0.00049963j 7.61627e-16+0.00051035j 
-1.76997e-16-7.06854e-05j 1.02776e-17+0.000360446j -1.76226e-17+8.93243e-05j 1.61025e-17+0.000577824j 3.1282e-17-3.39624e-06j -3.43253e-18+4.86823e-05j 9.56681e-18+0.000447928j 4.02744e-18-0.000833753j -4.70221e-18-0.000277987j -4.53847e-17-0.000188033j -5.07534e-17-0.000499544j 1.3822e-17+0.000183972j 1.0878e-18-0.000613185j -9.18913e-18+0.000466517j 2.35698e-17+0.000114723j 5.02004e-18+0.000865244j -9.48208e-17+0.000302605j -4.74447e-17+0.000484217j 1.67823e-17+0.000762748j 2.83305e-18-5.82034e-05j 2.88123e-17+2.38721e-05j 2.39649e-17-0.000550018j 1.50093e-17-3.94197e-05j -5.9147e-17-0.000518496j -7.06306e-17-0.000383404j -2.74041e-16-0.00126473j -3.88695e-17-3.04139e-05j 1.09618e-17+1.53209e-05j -7.11474e-17-0.000158891j 2.13861e-16+0.000490305j -1.28491e-16+9.92957e-05j -1.19772e-16+0.00037816j 2.40484e-15-0.000226845j 1.43432e-17-9.45876e-05j 9.5193e-17-0.000242889j -5.85594e-15-0.000708562j -3.78255e-16-0.000796276j -4.38383e-16+0.00118082j 8.86434e-16-6.7754e-05j -2.14471e-16+0.00022164j 1.30475e-16-0.000364679j -5.65397e-17+0.000104483j 1.5716e-17+0.000261195j 1.44025e-17+8.57735e-05j -1.06947e-17-7.30099e-05j 3.53748e-17-7.55328e-05j 8.80262e-17-6.62077e-05j 6.68703e-17-0.000610193j -1.16653e-18+0.000385213j 3.31127e-16+0.000389301j -6.44673e-17-0.000645069j -3.06304e-16-0.000792644j -8.95542e-17-0.000611104j -7.10191e-17+0.000142701j -1.72553e-17+1.81929e-05j 5.59978e-17+0.000717812j -3.82057e-15-0.000409378j -3.74616e-17+0.000117738j 3.73169e-18+0.00021473j 8.87417e-18+0.000572607j -3.05636e-17+0.000298543j -1.12552e-17+0.000171439j -1.15468e-17+0.000590956j 1.95693e-17+0.000790715j 9.88443e-18+3.41992e-05j 6.3475e-18-0.00023859j 5.53466e-17-0.000337899j -2.64048e-16-0.000404852j -5.87239e-18+0.000411143j 6.17154e-18+0.000615269j 1.85859e-17+5.21132e-05j 3.66913e-18+0.000125281j 3.25911e-17+0.000538945j -4.84032e-18+0.000101168j -5.44338e-17-0.000507755j 1.67239e-17-0.000186727j -5.44081e-16-0.000328194j 
-1.40648e-15-0.000454307j -1.34327e-16+0.00052304j 3.93897e-17-0.000548484j -3.34416e-17+0.000348604j -4.73911e-17+0.000666643j -1.18088e-17+0.000176535j -4.21949e-17+0.000409881j 6.84503e-18+0.000108594j -4.41087e-18+0.000289488j -3.49461e-17-0.000663138j 1.0191e-17-3.21999e-05j -1.85594e-17-0.000169008j 4.2096e-17-0.000344031j 3.31449e-17-0.000654251j 4.19439e-17-0.000566513j -6.00044e-17+0.000374405j 4.90615e-17-0.000175754j 1.53255e-17-0.000302571j -7.8899e-17+7.84269e-05j 6.65141e-17-0.000208356j 2.00921e-16+0.00070845j -2.03913e-17+0.000405083j 6.44249e-18+2.24651e-05j 1.80613e-18-0.000501633j -3.87988e-17+0.000442666j 4.956e-17+7.05471e-05j 9.09416e-17-0.000995747j 1.81468e-17-8.121e-05j 8.0663e-17-0.000297616j -1.38752e-16-0.000336154j 7.10224e-18+0.000166035j -1.05536e-16+0.00050069j 1.6171e-15-0.000133224j 2.58675e-17-0.000147698j 4.6652e-17+2.54068e-05j -2.62285e-15-0.00032098j -7.44274e-17-0.000136374j 1.69092e-16-0.000438913j -3.21484e-16+6.70656e-05j 7.44312e-17-0.000131279j -1.51591e-16+0.000584629j 4.79632e-16-0.000578289j 9.57712e-18-0.000251811j -2.86119e-18+0.000136051j 6.41696e-17-0.000409039j 5.49174e-17-0.000305589j 1.41509e-16-0.000209462j 1.87364e-17+7.03423e-05j -3.74454e-17+0.000174927j 3.31884e-16+0.000432185j 1.50377e-16-0.000576041j 1.28555e-16+0.000697888j 1.73463e-17-0.000152028j -1.91215e-16+0.000504645j -5.98193e-17-1.26888e-05j -2.41054e-17+0.000106395j -3.05584e-15-0.000328796j -3.07308e-17-0.00031455j -5.56252e-17-0.000555011j -4.81744e-18-0.00014178j -2.7966e-17+6.11156e-05j -2.99397e-17-0.000647598j -6.02413e-18+0.000227428j -2.21729e-17+2.79755e-05j -3.0861e-17+0.00061055j -3.64872e-18-2.82183e-05j -2.85752e-17+0.000232569j -2.89944e-16-0.0005515j -1.26006e-17+5.09223e-05j 9.63175e-18-0.000403603j -1.52465e-17+0.000513236j -5.96268e-18+0.000157275j -4.3728e-17+0.000441336j 3.64862e-17-0.000562609j 1.73246e-17-0.000326975j 7.5666e-17-0.000563078j -4.9911e-16-0.000353382j 
-1.73385e-15-0.000552143j -1.39436e-16+0.000606238j 2.86355e-17-0.000685027j -1.99965e-17+0.000368442j -3.37443e-17+0.000821507j -6.07812e-18+0.000212314j -2.93749e-17+0.000457624j 6.40569e-19+0.000221718j 3.23716e-18+0.000385908j -6.87786e-17-0.000796994j 9.41157e-18+1.30361e-05j -2.87811e-17-0.000227586j 2.85293e-17-0.000359078j 2.1009e-17-0.000855098j 2.70427e-17-0.000709913j -4.63531e-17+0.000369902j 6.73865e-17-0.000248411j 1.81085e-17-0.000423778j -8.47557e-17+1.61384e-05j 7.20538e-17-0.000250506j 2.74523e-16+0.000870126j -1.85101e-17+0.000556991j 6.73136e-18+3.18303e-05j -2.00043e-17-0.000563196j -2.72444e-17+0.000585707j 7.48296e-17+0.000220319j 7.38927e-17-0.00122332j 1.80069e-17-0.000101648j 9.21002e-17-0.000349831j -2.00568e-16-0.000465787j 3.06919e-17+0.000194041j -9.09379e-17+0.000576839j 1.72936e-15-0.00014017j 2.27979e-17-0.000171951j 4.50148e-17+5.69185e-05j -2.63658e-15-0.000320624j -6.88849e-17-8.3978e-05j 2.52995e-16-0.000665207j -4.87661e-16+8.97568e-05j 1.11967e-16-0.000185086j -1.81168e-16+0.000758597j 5.73982e-16-0.000723339j 3.30574e-18-0.000337726j 1.89304e-18+0.000158534j 6.19586e-17-0.000496138j 5.00077e-17-0.000368446j 1.55282e-16-0.000251023j 1.02502e-17+0.000151017j -3.31503e-17+0.000174831j 3.97578e-16+0.000491282j 1.58628e-16-0.000641497j 2.08617e-16+0.000943253j 1.56939e-17-0.000122796j -2.04819e-16+0.000606551j -7.21354e-17-1.75489e-05j -2.08686e-17+5.53295e-05j -3.38068e-15-0.000361813j -4.5419e-17-0.000399873j -8.91338e-17-0.000706296j -4.63163e-18-0.000235046j -2.43887e-17+4.37856e-05j -6.04191e-17-0.000815774j 1.17944e-17+0.000217796j -1.6894e-17-4.89562e-05j -1.29423e-17+0.000748447j -9.76045e-18-9.58853e-06j -3.61081e-17+0.000322117j -3.58224e-16-0.000636609j -6.88444e-18+1.93514e-05j 3.0729e-18-0.000562051j 1.54498e-18+0.000626688j 6.6082e-19+0.00018051j -3.10704e-17+0.000486767j 2.32873e-17-0.000703674j 6.09763e-18-0.000349191j 6.51357e-17-0.000673882j -5.76914e-16-0.000400661j 
3.01005e-15+0.000943725j 2.0946e-16-0.000928057j -2.53046e-17+0.00123853j 7.85089e-18-0.000426873j 3.04643e-17-0.00144563j -2.47256e-18-0.000354668j 2.07971e-17-0.000633327j 1.11794e-17-0.000708555j -1.94362e-17-0.000784756j 1.48181e-16+0.00132935j -2.35332e-17-0.000213895j 6.24074e-17+0.000470462j -1.58225e-17+0.000396891j -1.00682e-17+0.00168174j -6.18139e-18+0.00129199j 4.23625e-17-0.000319558j -1.50269e-16+0.000552428j -4.15364e-17+0.00093018j 1.34675e-16+0.000263224j -1.116e-16+0.000418175j -5.15593e-16-0.00152068j 2.83532e-17-0.00118954j -6.65075e-18-7.10323e-05j 5.41674e-17+0.00079196j 1.75764e-18-0.00117633j -2.14219e-16-0.000870858j -8.30573e-17+0.00213915j -2.28067e-17+0.000184569j -1.67548e-16+0.00055431j 4.44758e-16+0.00100636j -1.15343e-16-0.000303191j 7.54757e-17-0.000869596j -2.10819e-15+0.000159716j -2.35616e-17+0.000266154j -3.92319e-17-0.000192928j 2.43127e-15+0.00029282j 1.51224e-18-0.00015677j -6.10153e-16+0.00162096j 1.19356e-15-0.000183708j -2.75426e-16+0.000410142j 3.4016e-16-0.00147314j -9.9747e-16+0.00131168j 1.01832e-17+0.000693626j -7.96064e-18-0.000245935j -8.64036e-17+0.000844371j -5.40729e-17+0.000618905j -2.25123e-16+0.000416024j 1.59826e-17-0.000498786j 3.90549e-17-0.000160112j -6.07058e-16-0.000714916j -2.54719e-16+0.000881235j -5.10121e-16-0.0019614j -3.97295e-17-1.77322e-05j 2.99013e-16-0.00101185j 1.20626e-16+3.78086e-05j 3.65676e-17+0.000177142j 4.51186e-15+0.000479615j 8.23658e-17+0.000748046j 1.87694e-16+0.00132386j 8.26397e-18+0.000632152j 2.12053e-17+3.71515e-05j 1.38064e-16+0.00149979j -5.14537e-17-0.000156995j 1.89396e-17+0.000388362j -1.16337e-17-0.0013028j 2.63049e-17-7.43548e-05j 7.7439e-17-0.000695507j 5.71157e-16+0.000964477j -1.85862e-18+0.000123157j 8.85402e-18+0.00122338j -2.8183e-17-0.00108189j -1.20253e-17-0.000269468j 2.87484e-17-0.000649769j -1.0396e-17+0.00127584j -8.60149e-19+0.000419814j -6.96813e-17+0.0011134j 8.34835e-16+0.000578952j 
5.64193e-15+0.00180238j 4.0731e-16-0.0022085j -5.61233e-17+0.0020925j 2.89896e-17-0.00163337j 5.54702e-17-0.00259357j 1.45109e-17-0.000710514j 6.32741e-17-0.00180981j 1.50874e-18-2.41061e-05j -1.39628e-17-0.000994044j 2.82385e-16+0.00267145j 1.9288e-17+0.000364198j 8.38646e-17+0.000569974j -6.96181e-17+0.00163247j -3.97462e-17+0.0023239j -8.4155e-17+0.00215054j 1.16487e-16-0.00187123j -1.33206e-16+0.000539514j -1.33963e-17+0.000946369j 2.41135e-16-0.000670001j -2.21178e-16+0.000838945j -9.18767e-16-0.00276936j 3.06162e-17-0.00131398j -3.38047e-17-6.86073e-05j 1.3751e-16+0.00220073j 1.31332e-16-0.00153995j -1.33366e-19+0.000330068j -1.62999e-16+0.00389091j -6.28607e-17+0.000308819j -2.19707e-16+0.00123457j 4.66881e-16+0.00107419j -4.70389e-19-0.000693837j 3.60206e-16-0.00212996j -7.40901e-15+0.000627091j -7.67186e-17+0.000620202j -2.17296e-16+1.72255e-05j 1.31069e-14+0.00158834j 5.40475e-16+0.000911614j -4.42396e-16+0.00114408j 8.20149e-16-0.000228687j -1.77654e-16+0.000405087j 4.48844e-16-0.00210156j -1.74712e-15+0.00220128j -1.68922e-17+0.000855397j -2.40762e-17-0.000570647j -1.70322e-16+0.00162727j -1.73914e-16+0.00122575j -5.53204e-16+0.000847074j -8.13309e-17+1.79129e-05j 9.38502e-17-0.000865158j -1.54713e-15-0.0018686j -4.18177e-16+0.00255091j -4.27326e-16-0.00233784j 3.70384e-17+0.000884021j 6.83513e-16-0.00203278j 2.42235e-16+4.06981e-05j 6.90747e-18-0.000757396j 1.38031e-14+0.00147571j 1.84581e-16+0.00116823j 2.97347e-16+0.00205795j 5.36934e-18+0.000278159j 9.55716e-17-0.00038066j 2.22919e-16+0.00243908j -4.45224e-17-0.00116791j 2.59853e-17-0.00048697j 8.76904e-18-0.00239318j 2.99404e-17+0.000223928j 6.46512e-17-0.000743816j 1.37315e-15+0.00234052j 1.91207e-17-0.000394816j -7.20379e-18+0.00127702j -4.05441e-17-0.00202291j -1.28156e-17-0.000672162j 4.75269e-17-0.00197577j -4.92025e-17+0.00214182j 4.42805e-17+0.00151566j -1.95143e-16+0.0022813j 2.28288e-15+0.00153261j 
-6.50957e-15-0.00207087j -3.62355e-16+0.00275693j -1.92544e-17-0.00226687j 5.19545e-17+0.0022884j 5.02416e-17+0.00289569j 6.32748e-18+0.000833039j 1.06314e-17+0.00238148j -2.14459e-17-0.000641205j 3.73453e-17+0.000888111j -4.47193e-16-0.00313613j -8.87395e-17-0.000807324j -9.65707e-17-0.000489538j 6.24601e-18-0.00231573j -2.78169e-17-0.00222319j 4.38547e-17-0.00231137j -3.85011e-17+0.00278455j 6.33617e-17-0.000360428j -4.1069e-17-0.000669567j -2.11714e-16+0.00135999j 2.19557e-16-0.000984195j 1.1437e-15+0.00311399j 1.34991e-17+0.00102766j 5.09891e-17+4.50815e-05j -2.89914e-16-0.0028749j -1.62502e-16+0.0014137j -2.66664e-16-0.00138238j 1.92316e-17-0.00437262j 6.90809e-17-0.000332839j 1.42443e-16-0.00150701j -3.72521e-16-0.000807536j -7.62652e-17+0.000854962j -4.16069e-16+0.00268335j 1.01794e-14-0.000882585j 7.36637e-17-0.000768899j 3.11609e-16-0.000213894j -1.94138e-14-0.00234285j -9.60523e-16-0.00165687j 1.383e-16-0.000332274j -2.00425e-16+0.00020127j 1.93617e-17-0.000275085j -3.36745e-16+0.00205633j 1.83609e-15-0.00237629j 1.01478e-17-0.000746624j 6.00953e-17+0.000706456j 1.24937e-16-0.00187704j 1.79308e-16-0.00143035j 6.58378e-16-0.000999694j 1.26458e-16-0.000509009j -6.57125e-17+0.00127555j 2.06831e-15+0.00240021j 3.11428e-16-0.00336768j 2.88121e-16+0.00197743j -1.60344e-16-0.00147765j -7.48298e-16+0.00238606j -2.85385e-16-3.09024e-05j 8.3127e-17+0.00142165j -1.85485e-14-0.00197723j -2.72241e-16-0.00121119j -3.92417e-16-0.00212776j 8.09679e-18+0.000148017j -1.09969e-16+0.000664646j -3.35308e-16-0.00258838j 9.66645e-17+0.00177876j 2.55965e-17+0.00117786j 7.96155e-17+0.00270187j -4.27171e-17-0.000441447j -1.25163e-17+0.00056046j -1.83645e-15-0.00294006j -1.05508e-18+0.000770699j -1.24068e-17-0.000934058j 1.29751e-16+0.00230244j 4.34529e-17+0.000851563j 5.48623e-17+0.0026399j -1.80667e-17-0.0023125j -1.58594e-16-0.00210071j 1.49397e-16-0.00269908j -3.04814e-15-0.00197575j 
1.53821e-15+0.000549248j 1.17653e-16-0.00147189j -1.55101e-17+0.000137647j 1.77609e-17-0.00199662j -8.45784e-18-0.000483699j 3.37421e-17-0.000277252j 4.52006e-17-0.00165124j -3.05164e-17+0.00242782j 3.22054e-17+0.00062182j 1.07201e-16+0.001057j 1.29765e-16+0.00152669j -3.5906e-17-0.000428246j -7.64564e-17+0.00209961j -3.45261e-17-0.000918745j -1.42038e-16+7.45938e-05j 8.01793e-17-0.00288042j 2.43395e-16-0.000780148j 1.20931e-16-0.00123255j 3.36622e-17-0.00235277j -7.51329e-17+0.000329472j -1.81122e-16-0.000596708j -4.04584e-17+0.00135456j -4.92415e-17+0.000101947j 1.25087e-16+0.00193151j 2.64929e-16+0.00082547j 7.60341e-16+0.00375257j -2.68508e-17+0.000829247j -5.21936e-17+1.40767e-05j 1.27564e-16+0.000698515j -5.53423e-16-0.00122599j 3.96473e-16-0.000421738j 4.86326e-16-0.00150862j -8.44887e-15+0.00078115j -7.598e-17+0.000393989j -3.25301e-16+0.00071189j 1.95177e-14+0.00236947j 1.16213e-15+0.00249657j 1.19078e-15-0.00322721j -2.42524e-15+0.000154144j 5.85839e-16-0.000569521j -2.45248e-16+0.000663955j -2.26478e-16+0.000114126j -6.67404e-17-0.000599217j -2.8657e-17-0.000358843j -4.83223e-17+0.000522702j -1.72273e-16+0.000453645j -3.87285e-16+0.000354371j -2.25504e-16+0.0017836j 5.45058e-17-0.00128849j -1.19916e-15-0.00149139j 2.20907e-17+0.00236743j 8.58733e-16+0.00186754j 2.29205e-16+0.0019511j 3.97344e-16-0.000803197j 9.57386e-17-4.53307e-05j -1.2395e-16-0.00223831j 1.37224e-14+0.00147519j 1.14627e-16-0.000121154j -6.6067e-18-0.000234791j -1.90775e-17-0.0016176j 1.25035e-16-0.000943425j 1.12983e-17-3.59565e-05j 7.17653e-17-0.00194635j -1.98582e-17-0.00239953j 4.03809e-17-0.000555242j -2.47098e-17+0.000738686j -1.36417e-16+0.000844231j 9.56829e-16+0.00162657j 4.15091e-17-0.00127462j -4.04321e-17-0.00155196j -4.29252e-18-0.000537035j 8.56556e-18-0.000493424j -1.81861e-17-0.00194836j -5.25796e-17+0.000112481j 1.12953e-16+0.0017698j -1.53968e-16+0.000978939j 1.97129e-15+0.00124917j 
