2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
2.7249e-19+5.90238e-06j 1.53089e-19+5.26882e-06j -2.12425e-20+7.48472e-06j 1.58255e-21-5.44379e-06j 1.10727e-19+5.74795e-06j -6.2246e-20-1.06132e-07j -1.20279e-19+8.13886e-08j 5.98762e-20-2.22803e-06j -2.41807e-20+2.6874e-06j 5.97395e-20+3.42748e-07j 5.22657e-20+1.80158e-06j 6.61464e-21-5.11956e-07j 1.00474e-19-2.41762e-07j 4.71385e-20-1.79269e-06j 5.7489e-21+4.06762e-06j -3.30037e-21-1.38721e-06j -1.38414e-18+2.69147e-07j -1.84953e-19+1.38455e-07j 1.06783e-19-1.91544e-06j -1.97049e-20+1.24923e-06j 1.877e-19+2.10374e-07j -7.65337e-20-6.91637e-07j -9.05066e-20-1.41373e-06j -7.00376e-20-2.11451e-07j -1.04233e-20+1.30457e-06j -4.0442e-20-3.42296e-06j -6.26897e-20+5.20266e-06j -8.93039e-20+9.35462e-07j -2.01419e-18-5.04723e-06j 5.50724e-18+9.90636e-07j -1.94617e-17+1.11534e-05j -3.29773e-18-1.83934e-06j -1.04167e-19-7.52121e-06j 1.12258e-19+1.8703e-05j 3.73362e-20-5.11734e-06j -3.23665e-20+1.56737e-05j 1.71448e-20+1.40509e-05j -8.30075e-20+2.77568e-05j 1.1995e-19-3.25962e-05j -5.51286e-20-1.6031e-05j 3.71416e-19+2.32937e-05j -5.12215e-20+1.48443e-05j -4.05634e-19+1.62698e-05j -2.7878e-18-1.22173e-06j 3.42944e-18+2.34683e-05j 3.07251e-18-1.88633e-05j 2.12999e-19+3.27232e-05j 7.58439e-20-1.90358e-05j 7.50821e-19+6.09899e-06j 3.95373e-19+1.12857e-06j 1.17452e-17-2.13593e-07j 3.56286e-20-1.90943e-06j 3.82547e-19-3.7548e-09j -1.479e-18+7.67123e-06j -2.80689e-19-2.25497e-05j -7.89251e-19+2.63216e-05j -8.44265e-20-2.56949e-05j 8.21559e-19+1.86309e-05j 1.9357e-18+8.15033e-06j 1.45275e-18+1.64251e-05j 2.1942e-19-1.94227e-05j 1.63706e-19+2.21811e-05j 9.86153e-20-8.85062e-06j -1.87152e-20+3.1425e-05j 1.12555e-20-2.39054e-05j 2.84767e-20+5.78196e-06j -1.6726e-20-3.39249e-06j -3.51164e-20-1.74135e-05j 3.30633e-20-1.53508e-05j 8.82855e-20-1.33284e-05j -2.42024e-19-8.05304e-06j 3.25492e-19+6.74585e-06j 
-1.46715e-18-3.17798e-05j -8.24267e-19-2.83685e-05j 1.14374e-19-4.02994e-05j -8.52079e-21+2.93106e-05j -5.96179e-19-3.09483e-05j 3.35147e-19+5.71442e-07j 6.47611e-19-4.38215e-07j -3.22387e-19+1.19962e-05j 1.30194e-19-1.44696e-05j -3.21651e-19-1.84544e-06j -2.8141e-19-9.70013e-06j -3.56147e-20+2.75649e-06j -5.40975e-19+1.3017e-06j -2.53805e-19+9.65227e-06j -3.09534e-20-2.1901e-05j 1.77699e-20+7.46907e-06j 7.45254e-18-1.44915e-06j 9.95829e-19-7.45473e-07j -5.74943e-19+1.03132e-05j 1.06096e-19-6.72612e-06j -1.01062e-18-1.1327e-06j 4.12075e-19+3.72393e-06j 4.87308e-19+7.61187e-06j 3.77098e-19+1.1385e-06j 5.61212e-20-7.02409e-06j 2.17749e-19+1.843e-05j 3.37536e-19-2.80123e-05j 4.80833e-19-5.03674e-06j 1.08449e-17+2.71754e-05j -2.96522e-17-5.33381e-06j 1.04786e-16-6.00524e-05j 1.77557e-17+9.9034e-06j 5.60861e-19+4.04959e-05j -6.04423e-19-0.000100701j -2.01027e-19+2.75529e-05j 1.74269e-19-8.4391e-05j -9.23114e-20-7.56534e-05j 4.46931e-19-0.000149449j -6.45839e-19+0.000175506j 2.96825e-19+8.63144e-05j -1.99979e-18-0.000125419j 2.75788e-19-7.9925e-05j 2.18403e-18-8.76003e-05j 1.50102e-17+6.5781e-06j -1.84649e-17-0.000126358j -1.65431e-17+0.000101564j -1.14684e-18-0.000176189j -4.08361e-19+0.000102493j -4.04259e-18-3.28384e-05j -2.12878e-18-6.07647e-06j -6.32388e-17+1.15004e-06j -1.91832e-19+1.02808e-05j -2.05972e-18+2.02167e-08j 7.96325e-18-4.13036e-05j 1.5113e-18+0.000121413j 4.24951e-18-0.000141721j 4.54572e-19+0.000138347j -4.42346e-18-0.000100313j -1.04222e-17-4.38832e-05j -7.82194e-18-8.84366e-05j -1.18141e-18+0.000104576j -8.81429e-19-0.000119428j -5.30967e-19+4.76537e-05j 1.00767e-19-0.0001692j -6.0602e-20+0.000128712j -1.53325e-19-3.11314e-05j 9.00567e-20+1.82659e-05j 1.89075e-19+9.37585e-05j -1.7802e-19+8.26524e-05j -4.7535e-19+7.17632e-05j 1.30311e-18+4.33594e-05j -1.75252e-18-3.63212e-05j 
1.03768e-18+2.24771e-05j 5.82985e-19+2.00644e-05j -8.08944e-20+2.85029e-05j 6.02656e-21-2.07307e-05j 4.21664e-19+2.1889e-05j -2.37042e-19-4.04167e-07j -4.5804e-19+3.09939e-07j 2.28017e-19-8.48465e-06j -9.20833e-20+1.0234e-05j 2.27496e-19+1.30523e-06j 1.99035e-19+6.86067e-06j 2.51895e-20-1.9496e-06j 3.82619e-19-9.20663e-07j 1.7951e-19-6.82682e-06j 2.18926e-20+1.54901e-05j -1.25683e-20-5.2827e-06j -5.27101e-18+1.02495e-06j -7.04327e-19+5.27256e-07j 4.06644e-19-7.29428e-06j -7.50392e-20+4.75722e-06j 7.14787e-19+8.01133e-07j -2.91451e-19-2.63385e-06j -3.44662e-19-5.3837e-06j -2.66713e-19-8.05236e-07j -3.96932e-20+4.96798e-06j -1.54009e-19-1.30351e-05j -2.38731e-19+1.98124e-05j -3.40082e-19+3.56237e-06j -7.67033e-18-1.92206e-05j 2.09723e-17+3.77248e-06j -7.41128e-17+4.24737e-05j -1.25582e-17-7.00445e-06j -3.96684e-19-2.86418e-05j 4.27495e-19+7.12236e-05j 1.42181e-19-1.94876e-05j -1.23256e-19+5.96878e-05j 6.52897e-20+5.35079e-05j -3.16104e-19+0.000105702j 4.56787e-19-0.000124131j -2.09938e-19-6.10481e-05j 1.41441e-18+8.87057e-05j -1.95059e-19+5.65291e-05j -1.54471e-18+6.19576e-05j -1.06163e-17-4.65254e-06j 1.30598e-17+8.93704e-05j 1.17006e-17-7.18341e-05j 8.11131e-19+0.000124615j 2.88824e-19-7.24911e-05j 2.85923e-18+2.32258e-05j 1.50563e-18+4.29775e-06j 4.47274e-17-8.13393e-07j 1.35679e-19-7.27136e-06j 1.45679e-18-1.42988e-08j -5.63222e-18+2.92131e-05j -1.0689e-18-8.58726e-05j -3.00558e-18+0.000100236j -3.21508e-19-9.78496e-05j 3.12861e-18+7.09492e-05j 7.3714e-18+3.10376e-05j 5.53228e-18+6.25492e-05j 8.35581e-19-7.39644e-05j 6.23414e-19+8.44687e-05j 3.75541e-19-3.37044e-05j -7.12701e-20+0.000119671j 4.28624e-20-9.10349e-05j 1.08443e-19+2.20185e-05j -6.3695e-20-1.29191e-05j -1.33728e-19-6.63132e-05j 1.2591e-19-5.84581e-05j 3.36204e-19-5.07565e-05j -9.21661e-19-3.06671e-05j 1.23952e-18+2.56891e-05j 
-5.7293e-18-0.000124102j -3.21881e-18-0.000110781j 4.46638e-19-0.000157371j -3.32741e-20+0.00011446j -2.32811e-18-0.000120855j 1.30877e-18+2.23151e-06j 2.52896e-18-1.71125e-06j -1.25894e-18+4.68459e-05j 5.08415e-19-5.65044e-05j -1.25607e-18-7.20652e-06j -1.09892e-18-3.78795e-05j -1.39078e-19+1.07642e-05j -2.11253e-18+5.08321e-06j -9.91121e-19+3.76926e-05j -1.20875e-19-8.55246e-05j 6.93926e-20+2.91671e-05j 2.91026e-17-5.659e-06j 3.88877e-18-2.91111e-06j -2.24519e-18+4.02736e-05j 4.1431e-19-2.62658e-05j -3.94652e-18-4.42326e-06j 1.60918e-18+1.45421e-05j 1.90296e-18+2.97248e-05j 1.47259e-18+4.44591e-06j 2.19156e-19-2.74295e-05j 8.50322e-19+7.19701e-05j 1.3181e-18-0.00010939j 1.87768e-18-1.96687e-05j 4.23498e-17+0.000106122j -1.15794e-16-2.08288e-05j 4.09196e-16-0.000234508j 6.93371e-17+3.86733e-05j 2.19019e-18+0.000158139j -2.36031e-18-0.000393243j -7.85019e-19+0.000107596j 6.80529e-19-0.000329552j -3.60481e-19-0.000295431j 1.74529e-18-0.000583607j -2.52204e-18+0.000685359j 1.15912e-18+0.000337062j -7.80929e-18-0.000489767j 1.07697e-18-0.000312111j 8.52874e-18-0.000342084j 5.86155e-17+2.56878e-05j -7.21065e-17-0.000493437j -6.46017e-17+0.000396614j -4.47846e-18-0.000688028j -1.59467e-18+0.000400241j -1.57865e-17-0.000128236j -8.31299e-18-2.3729e-05j -2.46951e-16+4.49095e-06j -7.49116e-19+4.0147e-05j -8.04332e-18+7.89473e-08j 3.10969e-17-0.000161293j 5.90169e-18+0.000474124j 1.65945e-17-0.000553429j 1.77513e-18+0.000540253j -1.72739e-17-0.000391728j -4.06994e-17-0.000171366j -3.05451e-17-0.00034535j -4.61345e-18+0.000408376j -3.44203e-18-0.000466373j -2.07346e-18+0.00018609j 3.935e-19-0.000660734j -2.36654e-19+0.000502627j -5.98742e-19-0.00012157j 3.51676e-19+7.13294e-05j 7.38347e-19+0.000366132j -6.95179e-19+0.000322762j -1.85627e-18+0.000280239j 5.08872e-18+0.000169321j -6.8437e-18-0.000141836j 
2.8673e-19+6.21081e-06j 1.61089e-19+5.54414e-06j -2.23525e-20+7.87584e-06j 1.66524e-21-5.72826e-06j 1.16513e-19+6.04831e-06j -6.54987e-20-1.11679e-07j -1.26565e-19+8.56416e-08j 6.30051e-20-2.34446e-06j -2.54442e-20+2.82783e-06j 6.28613e-20+3.60659e-07j 5.49968e-20+1.89572e-06j 6.9603e-21-5.38708e-07j 1.05724e-19-2.54395e-07j 4.96018e-20-1.88637e-06j 6.04931e-21+4.28018e-06j -3.47283e-21-1.4597e-06j -1.45647e-18+2.83211e-07j -1.94618e-19+1.4569e-07j 1.12363e-19-2.01554e-06j -2.07346e-20+1.3145e-06j 1.97508e-19+2.21367e-07j -8.05331e-20-7.27779e-07j -9.5236e-20-1.48761e-06j -7.36975e-20-2.22501e-07j -1.09679e-20+1.37274e-06j -4.25554e-20-3.60183e-06j -6.59656e-20+5.47452e-06j -9.39706e-20+9.84345e-07j -2.11945e-18-5.31098e-06j 5.79502e-18+1.0424e-06j -2.04787e-17+1.17362e-05j -3.47005e-18-1.93545e-06j -1.09611e-19-7.91424e-06j 1.18124e-19+1.96803e-05j 3.92872e-20-5.38475e-06j -3.40578e-20+1.64928e-05j 1.80407e-20+1.47852e-05j -8.73451e-20+2.92073e-05j 1.26218e-19-3.42996e-05j -5.80094e-20-1.68687e-05j 3.90825e-19+2.45109e-05j -5.38981e-20+1.562e-05j -4.26831e-19+1.712e-05j -2.93348e-18-1.28558e-06j 3.60865e-18+2.46946e-05j 3.23307e-18-1.9849e-05j 2.2413e-19+3.44332e-05j 7.98071e-20-2.00305e-05j 7.90056e-19+6.4177e-06j 4.16033e-19+1.18754e-06j 1.2359e-17-2.24755e-07j 3.74904e-20-2.0092e-06j 4.02537e-19-3.95101e-09j -1.55628e-18+8.07209e-06j -2.95357e-19-2.37281e-05j -8.30493e-19+2.7697e-05j -8.88383e-20-2.70376e-05j 8.6449e-19+1.96045e-05j 2.03685e-18+8.57623e-06j 1.52867e-18+1.72834e-05j 2.30886e-19-2.04377e-05j 1.7226e-19+2.33402e-05j 1.03768e-19-9.31311e-06j -1.96932e-20+3.30672e-05j 1.18436e-20-2.51545e-05j 2.99647e-20+6.0841e-06j -1.76001e-20-3.56976e-06j -3.69515e-20-1.83235e-05j 3.4791e-20-1.6153e-05j 9.2899e-20-1.40249e-05j -2.54671e-19-8.47386e-06j 3.42501e-19+7.09836e-06j 
-2.71818e-18-5.88781e-05j -1.52711e-18-5.25581e-05j 2.119e-19-7.46624e-05j -1.57864e-20+5.43035e-05j -1.10454e-18-5.73375e-05j 6.20923e-19+1.0587e-06j 1.19982e-18-8.11876e-07j -5.97284e-19+2.22253e-05j 2.41209e-19-2.68076e-05j -5.9592e-19-3.41902e-06j -5.21366e-19-1.79713e-05j -6.59831e-20+5.10692e-06j -1.00226e-18+2.41165e-06j -4.70221e-19+1.78827e-05j -5.7347e-20-4.05758e-05j 3.29222e-20+1.38379e-05j 1.38073e-17-2.68482e-06j 1.84496e-18-1.38113e-06j -1.06519e-18+1.91071e-05j 1.96563e-19-1.24614e-05j -1.87236e-18-2.09854e-06j 7.63447e-19+6.89929e-06j 9.02831e-19+1.41024e-05j 6.98647e-19+2.10929e-06j 1.03975e-19-1.30135e-05j 4.03422e-19+3.41451e-05j 6.25349e-19-5.18981e-05j 8.90834e-19-9.33152e-06j 2.00922e-17+5.03477e-05j -5.49364e-17-9.8819e-06j 1.94136e-16-0.000111258j 3.28959e-17+1.83479e-05j 1.0391e-18+7.50264e-05j -1.11981e-18-0.000186568j -3.7244e-19+5.10471e-05j 3.22866e-19-0.00015635j -1.71024e-19-0.000140162j 8.28025e-19-0.000276883j -1.19654e-18+0.000325158j 5.49925e-19+0.000159914j -3.70499e-18-0.000232362j 5.1095e-19-0.000148076j 4.04632e-18-0.000162296j 2.78092e-17+1.21872e-05j -3.42098e-17-0.000234103j -3.06493e-17+0.000188167j -2.12473e-18-0.000326424j -7.56566e-19+0.000189888j -7.48967e-18-6.08393e-05j -3.94396e-18-1.12578e-05j -1.17162e-16+2.13066e-06j -3.55406e-19+1.90471e-05j -3.81603e-18+3.74553e-08j 1.47534e-17-7.65228e-05j 2.79996e-18+0.000224941j 7.87302e-18-0.000262566j 8.42181e-19+0.000256314j -8.1953e-18-0.000185849j -1.93092e-17-8.13021e-05j -1.44916e-17-0.000163846j -2.18878e-18+0.000193748j -1.63302e-18-0.000221263j -9.83718e-19+8.82876e-05j 1.8669e-19-0.000313475j -1.12277e-19+0.000238463j -2.84064e-19-5.76768e-05j 1.66847e-19+3.38411e-05j 3.50297e-19+0.000173706j -3.29816e-19+0.000153129j -8.80675e-19+0.000132955j 2.41426e-18+8.03315e-05j -3.24688e-18-6.72919e-05j 
8.16538e-18+0.000176869j 4.58743e-18+0.000157884j -6.36548e-19+0.000224285j 4.74222e-20-0.000163127j 3.31802e-18+0.000172242j -1.86525e-18-3.18034e-06j -3.60426e-18+2.43887e-06j 1.79424e-18-6.67646e-05j -7.24592e-19+8.05299e-05j 1.79014e-18+1.02707e-05j 1.56618e-18+5.39858e-05j 1.98213e-19-1.53411e-05j 3.01078e-18-7.24457e-06j 1.41254e-18-5.37194e-05j 1.7227e-19+0.000121889j -9.8898e-20-4.15689e-05j -4.14769e-17+8.06519e-06j -5.54226e-18+4.14891e-06j 3.19983e-18-5.73977e-05j -5.90474e-19+3.7434e-05j 5.62457e-18+6.30401e-06j -2.29339e-18-2.07254e-05j -2.7121e-18-4.23636e-05j -2.09873e-18-6.3363e-06j -3.12341e-19+3.90924e-05j -1.21188e-18-0.000102572j -1.87855e-18+0.000155902j -2.67606e-18+2.80318e-05j -6.03568e-17-0.000151244j 1.65029e-16+2.96852e-05j -5.83184e-16+0.00033422j -9.8819e-17-5.51171e-05j -3.12146e-18-0.000225379j 3.3639e-18+0.000560449j 1.11881e-18-0.000153345j -9.69887e-19+0.000469676j 5.13756e-19+0.000421047j -2.48738e-18+0.000831754j 3.5944e-18-0.000976771j -1.65197e-18-0.00048038j 1.11298e-17+0.000698013j -1.53489e-18+0.00044482j -1.21551e-17+0.000487537j -8.35386e-17-3.66102e-05j 1.02766e-16+0.000703244j 9.20702e-17-0.000565253j 6.38269e-18+0.000980576j 2.27272e-18-0.000570423j 2.24989e-17+0.000182761j 1.18476e-17+3.38184e-05j 3.51954e-16-6.40048e-06j 1.06764e-18-5.72174e-05j 1.14633e-17-1.12515e-07j -4.43192e-17+0.000229874j -8.41107e-18-0.00067572j -2.36505e-17+0.000788746j -2.5299e-18-0.000769966j 2.46186e-17+0.00055829j 5.80046e-17+0.000244231j 4.35328e-17+0.000492191j 6.57508e-18-0.000582017j 4.90557e-18+0.000664673j 2.95508e-18-0.000265215j -5.60815e-19+0.000941675j 3.37278e-19-0.000716342j 8.53325e-19+0.000173261j -5.01208e-19-0.000101658j -1.05229e-18-0.00052181j 9.90766e-19-0.00046j 2.64554e-18-0.000399396j -7.25243e-18-0.000241315j 9.75361e-18+0.000202145j 
-7.65699e-18-0.000165857j -4.30181e-18-0.000148054j 5.96915e-19-0.000210321j -4.44696e-20+0.000152971j -3.11143e-18-0.000161517j 1.74911e-18+2.98233e-06j 3.37985e-18-2.28702e-06j -1.68252e-18+6.26077e-05j 6.79477e-19-7.55159e-05j -1.67868e-18-9.63124e-06j -1.46867e-18-5.06245e-05j -1.85872e-19+1.4386e-05j -2.82332e-18+6.79351e-06j -1.32459e-18+5.03747e-05j -1.61544e-19-0.0001143j 9.27404e-20+3.89807e-05j 3.88945e-17-7.56304e-06j 5.19718e-18-3.89059e-06j -3.0006e-18+5.3824e-05j 5.53709e-19-3.51033e-05j -5.27437e-18-5.91151e-06j 2.1506e-18+1.9435e-05j 2.54324e-18+3.9726e-05j 1.96806e-18+5.94179e-06j 2.92894e-19-3.66584e-05j 1.13642e-18+9.61852e-05j 1.76158e-18-0.000146195j 2.50944e-18-2.62865e-05j 5.65989e-17+0.000141827j -1.54753e-16-2.78369e-05j 5.46874e-16-0.00031341j 9.26663e-17+5.16854e-05j 2.92711e-18+0.000211346j -3.15446e-18-0.000525554j -1.04915e-18+0.000143797j 9.09499e-19-0.000440433j -4.81768e-19-0.000394831j 2.33251e-18-0.000779968j -3.3706e-18+0.000915955j 1.54912e-18+0.00045047j -1.04368e-17-0.000654554j 1.43932e-18-0.000417124j 1.13983e-17-0.000457181j 7.83373e-17+3.43308e-05j -9.63674e-17-0.000659459j -8.63377e-17+0.000530059j -5.98529e-18-0.000919523j -2.13121e-18+0.000534907j -2.10981e-17-0.000171382j -1.111e-17-3.17128e-05j -3.3004e-16+6.00198e-06j -1.00116e-18+5.36549e-05j -1.07496e-17+1.0551e-07j 4.15598e-17-0.000215562j 7.88738e-18+0.000633648j 2.2178e-17-0.000739637j 2.37239e-18+0.000722026j -2.30858e-17-0.00052353j -5.43931e-17-0.000229024j -4.08223e-17-0.000461546j -6.1657e-18+0.000545779j -4.60014e-18-0.000623289j -2.77109e-18+0.000248703j 5.25898e-19-0.000883045j -3.16279e-19+0.000671741j -8.00195e-19-0.000162473j 4.70002e-19+9.5329e-05j 9.86772e-19+0.000489321j -9.29079e-19+0.000431359j -2.48083e-18+0.000374529j 6.80088e-18+0.000226291j -9.14633e-18-0.000189559j 
6.26531e-18+0.000135712j 3.51994e-18+0.000121145j -4.88424e-19+0.000172094j 3.63871e-20-0.000125168j 2.54592e-18+0.000132161j -1.43121e-18-2.44028e-06j -2.76555e-18+1.87135e-06j 1.37672e-18-5.12285e-05j -5.5598e-19+6.17907e-05j 1.37358e-18+7.88073e-06j 1.20173e-18+4.14233e-05j 1.52089e-19-1.17713e-05j 2.31017e-18-5.55877e-06j 1.08385e-18-4.1219e-05j 1.32183e-19+9.35258e-05j -7.58846e-20-3.18958e-05j -3.18253e-17+6.18843e-06j -4.25258e-18+3.18346e-06j 2.45523e-18-4.40414e-05j -4.53071e-19+2.87231e-05j 4.31574e-18+4.83708e-06j -1.75972e-18-1.59026e-05j -2.081e-18-3.25057e-05j -1.61036e-18-4.86185e-06j -2.3966e-19+2.99956e-05j -9.29874e-19-7.87033e-05j -1.44141e-18+0.000119623j -2.05334e-18+2.15089e-05j -4.63119e-17-0.00011605j 1.26627e-16+2.27775e-05j -4.47478e-16+0.000256447j -7.58239e-17-4.22914e-05j -2.3951e-18-0.000172933j 2.58112e-18+0.000430033j 8.58462e-19-0.000117662j -7.44195e-19+0.000360383j 3.94206e-19+0.00032307j -1.90857e-18+0.000638206j 2.75798e-18-0.000749478j -1.26756e-18-0.000368596j 8.53989e-18+0.000535587j -1.17772e-18+0.000341311j -9.32665e-18+0.000374087j -6.40993e-17-2.80911e-05j 7.88524e-17+0.0005396j 7.06456e-17-0.00043372j 4.89744e-18+0.000752397j 1.74386e-18-0.000437686j 1.72635e-17+0.000140233j 9.09071e-18+2.59489e-05j 2.70055e-16-4.9111e-06j 8.19199e-19-4.3903e-05j 8.79582e-18-8.63332e-08j -3.40062e-17+0.000176383j -6.45383e-18-0.000518481j -1.81471e-17+0.000605206j -1.9412e-18-0.000590796j 1.88899e-17+0.000428377j 4.4507e-17+0.000187399j 3.34028e-17+0.000377659j 5.04506e-18-0.000446582j 3.76405e-18+0.000510004j 2.26744e-18-0.0002035j -4.30314e-19+0.000722549j 2.58794e-19-0.00054965j 6.54757e-19+0.000132943j -3.84577e-19-7.80027e-05j -8.07424e-19-0.000400386j 7.60216e-19-0.000352958j 2.02993e-18-0.000306457j -5.5648e-18-0.000185162j 7.48396e-18+0.000155106j 
-2.01232e-18-4.35887e-05j -1.13055e-18-3.89099e-05j 1.56874e-19-5.52741e-05j -1.1687e-20+4.0202e-05j -8.17711e-19-4.24482e-05j 4.59683e-19+7.83781e-07j 8.88254e-19-6.01049e-07j -4.42182e-19+1.64538e-05j 1.78572e-19-1.98462e-05j -4.41172e-19-2.53117e-06j -3.85978e-19-1.33046e-05j -4.88487e-20+3.78076e-06j -7.41993e-19+1.78539e-06j -3.48115e-19+1.32389e-05j -4.24552e-20-3.00391e-05j 2.4373e-20+1.02445e-05j 1.02218e-17-1.98763e-06j 1.36587e-18-1.02248e-06j -7.88584e-19+1.41454e-05j 1.4552e-19-9.22544e-06j -1.38615e-18-1.5536e-06j 5.65196e-19+5.10769e-06j 6.68385e-19+1.04403e-05j 5.17223e-19+1.56155e-06j 7.6975e-20-9.63414e-06j 2.98662e-19+2.52783e-05j 4.62959e-19-3.84213e-05j 6.59503e-19-6.90832e-06j 1.48747e-17+3.72734e-05j -4.06706e-17-7.31578e-06j 1.43723e-16-8.2367e-05j 2.43535e-17+1.35834e-05j 7.69269e-19+5.55436e-05j -8.29018e-19-0.00013812j -2.75725e-19+3.77912e-05j 2.39024e-19-0.00011575j -1.26613e-19-0.000103765j 6.13005e-19-0.000204982j -8.85823e-19+0.000240721j 4.07121e-19+0.000118388j -2.74288e-18-0.000172022j 3.78267e-19-0.000109624j 2.99558e-18-0.000120151j 2.05877e-17+9.02243e-06j -2.53262e-17-0.000173311j -2.26903e-17+0.000139304j -1.57299e-18-0.000241659j -5.60102e-19+0.000140578j -5.54476e-18-4.50406e-05j -2.9198e-18-8.3344e-06j -8.67375e-17+1.57737e-06j -2.63114e-19+1.4101e-05j -2.82508e-18+2.77289e-08j 1.09223e-17-5.66515e-05j 2.07287e-18+0.000166528j 5.82856e-18-0.000194383j 6.23484e-19+0.000189755j -6.06716e-18-0.000137588j -1.4295e-17-6.01896e-05j -1.07285e-17-0.000121298j -1.6204e-18+0.000143435j -1.20896e-18-0.000163806j -7.28267e-19+6.53612e-05j 1.3821e-19-0.000232072j -8.31208e-20+0.000176539j -2.10298e-19-4.26994e-05j 1.23521e-19+2.50533e-05j 2.59332e-19+0.000128598j -2.4417e-19+0.000113365j -6.51983e-19+9.84294e-05j 1.78733e-18+5.94711e-05j -2.40373e-18-4.98176e-05j 
2.31997e-18+5.02526e-05j 1.30339e-18+4.48585e-05j -1.80858e-19+6.37245e-05j 1.34737e-20-4.63482e-05j 9.42724e-19+4.89377e-05j -5.2996e-19-9.03607e-07j -1.02405e-18+6.92938e-07j 5.09783e-19-1.89693e-05j -2.05873e-19+2.28804e-05j 5.08619e-19+2.91814e-06j 4.44987e-19+1.53386e-05j 5.63167e-20-4.35877e-06j 8.5543e-19-2.05835e-06j 4.01335e-19-1.52629e-05j 4.89458e-20+3.46315e-05j -2.80992e-20-1.18107e-05j -1.17845e-17+2.2915e-06j -1.57468e-18+1.1788e-06j 9.09144e-19-1.6308e-05j -1.67767e-19+1.06358e-05j 1.59807e-18+1.79111e-06j -6.51604e-19-5.88856e-06j -7.70568e-19-1.20365e-05j -5.96297e-19-1.80029e-06j -8.87431e-20+1.1107e-05j -3.44322e-19-2.91429e-05j -5.33737e-19+4.42952e-05j -7.60329e-19+7.96448e-06j -1.71487e-17-4.29719e-05j 4.68883e-17+8.43423e-06j -1.65696e-16+9.49594e-05j -2.80767e-17-1.566e-05j -8.86876e-19-6.40352e-05j 9.5576e-19+0.000159236j 3.17878e-19-4.35688e-05j -2.75567e-19+0.000133446j 1.4597e-19+0.000119629j -7.06722e-19+0.00023632j 1.02125e-18-0.000277523j -4.69362e-19-0.000136487j 3.16222e-18+0.000198321j -4.36097e-19+0.000126383j -3.45355e-18+0.00013852j -2.37352e-17-1.04018e-05j 2.91981e-17+0.000199808j 2.61592e-17-0.000160601j 1.81347e-18+0.000278604j 6.45731e-19-0.00016207j 6.39246e-18+5.19265e-05j 3.36618e-18+9.60858e-06j 9.9998e-17-1.81852e-06j 3.0334e-19-1.62568e-05j 3.25699e-18-3.19682e-08j -1.25921e-17+6.53124e-05j -2.38978e-18-0.000191987j -6.71964e-18+0.000224101j -7.18803e-19-0.000218765j 6.99471e-18+0.000158623j 1.64804e-17+6.93915e-05j 1.23687e-17+0.000139843j 1.86813e-18-0.000165364j 1.39378e-18+0.000188849j 8.39605e-19-7.53537e-05j -1.5934e-19+0.000267551j 9.58284e-20-0.000203529j 2.42449e-19+4.92273e-05j -1.42405e-19-2.88835e-05j -2.98979e-19-0.000148258j 2.81499e-19-0.000130696j 7.51659e-19-0.000113477j -2.06058e-18-6.85632e-05j 2.77122e-18+5.74338e-05j 
