0.0243224+0.0465302j 0.265181-0.0179655j -0.300703+0.0268728j 0.144481-0.306877j -0.230077-0.196022j 0.101828+0.440258j 0.313014-0.102003j 0.482865-0.0232494j 0.111905+0.148548j 0.0931584+0.0322274j 0.0840566-0.00069556j 0.0251715-0.00277754j -0.0916878+0.0362541j 0.0552005-0.0378655j -0.0936909+0.0544865j 0.0902144+0.0603702j -0.0309069+0.0368986j -0.00111419-0.0321792j 0.0704759+0.00705661j 0.0275079-0.0317653j -0.009521+0.0418305j 0.0154711+0.0435818j -0.0103179+0.0131202j -0.00438006-0.00432796j 0.00955223-0.0110569j 0.0564921+0.00175855j 0.00564787+0.0217515j 0.0132312-0.0112822j -0.0189128-0.0209584j -0.0201384-0.00947102j 0.0319536-0.00536381j 0.00603778-0.00211011j -0.005319-0.0109542j -0.0401946+0.0161451j -0.0251014+0.0058441j 0.0120155+0.0462544j -0.0308919+0.00202852j -0.0135484+0.0150604j 0.029999+0.0103019j 0.0042074+0.0380373j -0.00862588-0.000935976j 0.0207556-0.00447248j 0.0052463-0.00977158j -0.00392693+0.00463478j -0.0103536-0.0181023j 0.00114693-0.0231078j 0.0182068-0.0103876j 0.0190664+0.0156978j -0.0197683+0.014174j 0.0196836-0.00661902j 0.000837402+0.0213896j 0.0455822+0.00525151j -0.00154485-0.0192116j 0.00296087-0.00459824j -0.0198516+0.00296123j -0.0110324-2.1143e-05j 0.0110017+0.023284j 0.0245789+0.00820658j 0.001101-0.0104108j 0.00645705+0.00159679j -0.00949259-0.00945827j 0.00782993+0.0138488j 0.00659135+0.00200135j -0.0129753-0.00639424j 0.00595643-0.00985472j 0.0188551+0.00467817j 0.0350152-0.00165441j 0.0106477+0.0062642j -0.000460644+0.00834584j 0.0121989+0.00192496j 0.0108573+0.00347912j 0.00940513-0.00721588j 0.00418632+0.00620354j 0.00554277-0.0242j -0.0015016-0.0162324j -0.0175137+0.0118722j -0.00739239-0.0168494j -0.00612567-0.00345347j -0.0179856-0.0082653j -0.00873971+0.0151716j 0.0113853-0.0187454j -0.00668734-0.0119903j 0.018322+0.00600793j -0.00478703+0.000633836j 0.00853192+0.00301414j 0.00481722+0.0181803j 0.00225534-0.00969008j -0.0160438-0.00930126j -0.00589195+0.000482336j 0.0161945+0.00175318j 0.00463882-0.000301367j -0.00611925+0.00463832j -0.00776853+0.00959522j -0.0131627-0.00953617j 0.00678926-0.00446461j 0.0159813-0.00341629j -0.00950826+0.00996859j -0.00267503-0.00692129j 0.00579132+0.00431822j 0.00951957+0.0010648j -0.0067145-0.0111119j 0.00396261+0.0125398j 0.00633604+0.00881762j 0.0200789+0.00536566j 0.00437301-0.00307708j -0.0179545-0.0132987j -0.00946909+0.0132131j -0.00177577+0.00973185j 0.00987167-0.0109095j 0.00142533-0.00487563j -0.0252703+0.00811143j 0.000553604+0.00886448j 0.0014684-0.00211606j -0.000987037-0.00527818j 0.0114891+0.00504659j -0.00311008-0.00707199j -0.00243716-0.00212997j -0.00231098+0.00313185j -0.00606568-0.0189921j 0.000794585-0.0023419j -0.00663216-0.0051947j -0.00706217-0.00327061j 0.010314+0.00283656j 0.0141834+0.00784486j -0.000859386+0.00336925j -0.0178639-0.0137481j -0.00233645+0.00249541j -0.00867204-0.00128236j 0.00366498-0.00534924j 0.000420424+0.00425653j -0.00620678+0.00418375j -0.0010844+0.00305219j 0.00350454-0.00243646j 0.00856032+0.00482474j 0.0116577+0.00304528j -0.00623786-0.00108058j 0.00442426-0.00174001j 0.0032866+0.00409221j 0.00103134+0.000787325j -0.00145257+0.00710301j -0.000979241+0.000858124j 0.00380337-0.000722897j -0.0166214+0.00987081j 0.00260255+0.00467217j -0.00092702+0.00303868j -0.0115834+0.000912341j 0.00271232+0.000243813j -0.012566+0.00199491j -0.0099483+0.0064422j 0.00695041-0.000620122j -0.00904743+0.00669707j -0.00374129+0.00522496j -0.00141253-0.00335196j -0.00231277-0.000342543j 0.00393945-0.00962333j -0.00347796+0.0051581j -0.0143904-6.01207e-05j 0.000604755-0.002222j 0.00760346+0.00477981j 0.0109085+0.00894466j -0.0154294+0.0140143j 0.00732766-0.000734444j -0.00246-0.00317362j -0.0150118-0.00557962j -0.0038423-0.00750535j 0.0013219+0.00621133j 0.00221965+0.00185478j 0.000998843-0.000689073j 0.0153667-0.00132234j 0.00118076-0.00147311j -0.00578693-0.00635907j 0.00133997-0.0123059j -0.00584561-0.00898711j -0.00551539-0.00601778j -0.0089626+0.00255509j 0.00717899-0.00940872j 0.010632+0.00561327j -0.0050797-0.00472533j 0.0215162-0.0170571j 0.0142248+0.00672721j 0.00844214+0.0046118j -0.00320107-0.000316377j 0.00846573-0.0047689j 0.00118888-0.00621252j 0.00435846+0.0039965j -0.0170119-0.00553891j 0.00515374-0.0171139j 0.0103842-0.0227736j -0.0270936-0.00296152j -0.0061636-0.00243257j -0.0209392+0.00508742j -0.00630191+0.00604413j 0.00765842-0.0111805j -0.00292472+0.000187299j -0.00368343-0.00342401j -0.00476065+0.00582482j 0.00547233+0.00867084j -0.00625273-0.00741631j -0.02357+0.00236461j -0.0127038-0.0109126j -0.00900884+0.00356338j 0.0064305-0.00121277j -0.00462568+0.0174654j 0.000860075+0.00202178j 0.0153871+0.0171218j 0.0210325+0.00315756j -0.00428091+0.0184794j 0.0185492-0.00254638j -0.0199104-0.0688044j 0.0515067+0.0188496j 
0.00875716-0.11627j 0.123051+0.0127278j -0.168859+0.0423338j -0.371285-0.0933684j 0.342987-0.490246j -0.252645-0.440362j -0.0590719-0.308067j 0.235281-0.041993j -0.0511048+0.0537159j 0.0248924-0.140413j 0.0930728+0.00919487j 0.0414293-0.0346114j 0.0468115+0.0045504j 0.0756996-0.00900413j 0.0119964-0.0268098j 0.0642081-0.00165777j -0.0220792+0.0183383j 0.00547864-0.0114735j 0.0502399+0.0134068j 0.0093805-0.0250073j 0.0519625+0.0296587j -0.0191257+0.0169929j 0.00651785-0.0341669j -0.00860937+0.0370641j -0.0129304+0.041774j -0.0355865+0.0147614j -0.0215999-0.0347426j 0.047927+0.0383091j 0.0263048+0.0487682j 0.0291749-0.0255899j 0.0058799+0.00664861j -0.0571953+0.0191138j 0.0410791-0.022639j 0.00924811-0.0133174j 0.0388612-0.0251674j -0.0180986-0.0260555j 0.00559364+0.0108548j -0.0138803-0.0419683j 0.0211462-0.00506551j -0.00283986+0.00498447j -0.00276094+0.0087587j 0.0146684+0.00388455j 0.0107694+0.00142357j 0.00861554+0.0106934j -0.000559917-0.0144432j -0.000348517+0.00194027j 0.0143442+0.00210514j -0.00540621+0.008882j -0.0257364+0.0128723j -0.00483684-0.0147134j 0.0180618+0.0016463j 0.00640548-0.00819434j -0.00284703+0.00716315j -0.0153983-0.0167815j -0.00757385+0.0128828j -0.00590028-0.0211292j -0.0106649-0.0046358j -0.00689791+0.0164624j 0.0215093-0.0135989j 0.00765054+0.00980589j -0.00765584+0.00928119j 0.0102781-0.0158909j -0.0137382-0.00325738j -0.0236986-0.00527965j 0.0259199+0.025261j -0.0186465+0.011301j -0.000314658-0.00176017j -0.00281534+0.00186584j -0.00750176+0.0125658j -0.0115634+0.000601265j -0.0193011+0.00599347j -0.0199143+0.0182171j -0.0154653+0.0204657j 0.00582933-0.00470898j -0.0181363+0.0181728j -0.00127861+0.00757159j -0.00339232-0.000360781j 0.00798472+0.00851593j 0.0116462+0.0193561j -0.00842569-0.00639403j -0.000548982-0.00150477j -0.00163263-0.0196922j 0.00366704+0.00727757j -0.00967631-0.0198033j -0.00940683+0.00654498j 0.00232432-0.00042751j 0.00508787-0.00238959j -0.00413894-0.000586119j 0.00160914-0.00616499j 0.00525143+0.00236397j 0.00368002+0.00264877j -0.00692695-0.00151395j -6.73293e-06+0.00951725j -0.00217598-0.00555931j 0.00592698-0.00243154j 0.0106198+0.00615099j -0.0146004+0.00133006j -0.000186834+0.00574175j 0.00334235-0.000199592j 0.0151586-0.0049502j -0.00933378+0.0135458j -0.00309886-0.00139612j 0.00259606+0.00899423j -0.00732409+0.0150524j 0.00340552-0.00132755j 0.00574995+0.00774104j 0.00976079+0.0077616j 0.00568443+0.00695384j 0.00838916-0.0169383j -0.00188421+0.00392608j -0.0112457-0.00583414j 0.00639609-0.00682621j 0.0120682-0.00597268j 0.00321219+0.0080248j 0.00509586+0.00092859j -0.0067982+0.00281816j -0.00165735+0.00260629j -0.000930203+0.00164975j -0.00740421-0.00440297j 0.00168345+0.0106031j 0.00981245+0.0122368j 0.00857942-0.00455445j -0.0042437+0.0142674j -0.00556742-0.00662123j -0.00112704-0.00455442j -0.00246741-0.0016649j 0.0208933+0.0131629j 0.00631871+0.00087553j 0.00125808+0.00314268j 0.0115113-0.003892j 0.00998895-0.00267217j -0.00358689-0.0089221j 0.0108186-0.00127759j -0.00327717+0.00427988j -0.0103187-0.0150913j 0.00862368+0.00413941j -0.00418201-0.00198087j 0.00100151-0.00133292j -0.0018691-0.00551841j 0.00163376-0.00573223j -0.00167982+0.00607813j 0.00322338-0.00106231j -0.0244572+0.00523943j -0.0146778+0.00655217j -0.00721556+0.00664564j 0.00386905-0.00418505j 0.0111981-0.00169323j 0.00172447+0.00414356j -0.0057618-0.0049048j 0.000725741+0.00455788j 0.00603472-0.00716296j 0.000134367-0.00543612j -0.00462248+0.00258028j 0.00095973-0.000754927j 0.00232754+0.00412929j 0.00243987-0.00136334j 0.00568441-0.0141839j 0.00243692-0.00601808j -0.00690713+0.0128483j 0.00796139-0.00797359j 0.00193255-0.00770488j 0.00201998-0.00155618j -0.000145631+0.00751468j -0.0104845-0.00398465j 0.0137038+0.00721507j 0.00358587+0.0027803j -0.00654143-0.00985853j 0.00547766+0.0117991j -0.0053013+0.00214083j 0.0075113-0.00291247j 0.0102958+0.00710695j -0.00718338-0.00986266j 0.00345839-0.00698529j 0.000878477-0.00835376j -0.00936605-0.00922345j -0.000191844+0.00196248j -0.00104878-0.00240221j -0.00643489-0.00161146j 0.00389133-0.00668654j -0.00317412-0.00972226j 0.000900455-0.0133614j 0.0118693-0.0017204j 0.000460511+0.00452399j 0.000949403-0.00527188j -0.00791782-0.000634671j -0.0128158+0.00110024j -0.0024115-0.00918705j -0.00246804-0.00252251j -0.00758128+0.00677729j -0.000151139+0.00556727j -0.00261842-0.000193476j -0.00462327-0.00268914j -0.00334719-0.0128827j -0.00506182-0.00353788j 0.000971134+0.0111481j 0.00265215+0.00493169j -0.00142837+0.00270645j -0.00929609-0.00775351j -0.00158453+0.000277128j 0.00231521-0.0111699j -0.00894399-5.95529e-06j -0.00404723-0.00458721j -0.00355926-0.00317473j -0.00634328-0.00370752j -0.00977655-0.00083567j 0.0100301+0.011421j -0.00633979+0.0097502j 0.0115988+0.0111707j 0.00720662-0.0124881j 0.0204764+0.0207157j 
-0.00720999-0.00249579j -0.0179427-0.00204604j -0.145176+0.016282j 0.0758264+0.174343j -0.00612703+0.113441j -0.00394057-0.122538j -0.0498017-0.0619136j -0.189102+0.00824381j -0.0704297+0.0363877j 0.128399+0.0394679j 0.114854+0.0011589j 0.037804+0.00914471j -0.136993-0.0017471j 0.143036+0.00119809j -0.168294+0.00884692j 0.0364323-0.140321j 0.298601-0.0332415j 0.124552+0.0863835j -0.00970717+0.0513615j 0.0654641-0.0400893j -0.0117617-0.0680189j -0.0309945-0.0140638j -0.0148593+0.00281547j -0.00855039+0.00917976j -0.0138352+0.00604517j 0.0228838-0.0480701j 0.0367735+0.0136973j 0.0525451+0.00468671j 0.0169957+0.0188639j -0.0219517-0.00968282j 0.0766385+0.00956076j -0.0916856-0.0131459j -0.0256055+0.0110012j 0.0196809-0.0197058j -0.0589701+0.00844808j -0.0118732+0.099289j -0.0484927-0.0337962j 0.0411337-0.0748758j 0.100849-0.0356327j -0.014616+0.0998291j 0.0397167+0.0640808j -0.00753763-0.0661227j 0.0334128-0.00786181j -0.00331431-0.00629116j -0.0251114+0.0214662j 0.0198314-0.020167j -0.0238467-0.0137291j 0.0770162+0.018391j 0.0017261-0.0236502j 0.0299986-0.0103395j -0.0163234-0.00696314j 0.0440582+0.00703934j -0.030725+0.0313887j -0.00916689+0.00851519j -0.0240935-0.00613002j 0.00577088-0.00241179j -0.0298608-0.00242313j 0.00548817-0.0144911j -0.0359076-0.00936266j -0.000516127+0.0036626j -0.0190075+0.0356101j 0.00760705+0.0128851j -0.0022571-0.0255971j -0.00702161+0.0126571j -0.00482074+0.00594772j 0.010996-0.0147156j 0.00304119-0.00614362j -0.00641757+0.0242177j -0.0174786+0.00229621j -0.0336396+0.0301933j -0.0236058+0.0139753j -0.000173807+0.020433j 0.0289257+0.00776418j 0.0218135+0.029228j -0.0246898-0.0325945j -0.0228185-0.0135876j -0.0117847-0.0551487j 0.00985249-0.000393915j -0.0109551-0.00108585j -0.010392-0.00304149j -0.00959185+0.0247012j 0.0184628-0.0434353j 0.0642597-0.0090758j -0.0235136+0.0126278j 0.0306127-0.0218153j 0.00193176+0.00889841j 0.0365018+0.0153103j -0.0551124-0.0215232j -0.0421973+0.00806515j 0.0544192+0.0350871j -0.00970957+0.0177494j 0.0142235+0.00692058j -0.00320992+0.0149798j -0.0170062+0.00116816j 0.0287979-0.0241709j -0.00685352-0.00878742j -0.0126969+0.0132182j -0.00316067-0.00612085j 0.000725684-0.0229742j 0.0179506+0.0187622j 0.0119415-0.00559068j 0.00235739-0.0181588j 0.022199+0.0198865j 0.0226265-0.0017644j -0.00270452+0.00378744j -0.0152864+0.000684314j -0.0101699+0.0104989j 0.0078487-0.00931874j 0.016006+0.00376639j 0.00944904-0.00677523j -0.0369984-0.00786615j 0.024947-0.00869649j -0.00371113-0.0110916j -0.00171006-0.0101895j 0.0218371-7.67616e-05j -0.00464318-0.00926492j -0.00232116+0.0164956j 0.013173+0.0252596j 0.0223187+0.00295551j 0.018973+0.00599283j 0.00838159+0.0195536j 0.00333393-0.00498601j 0.00715537-0.0198793j 0.00840043+0.00418911j -0.00960912+0.0197305j -0.0361267-0.00311797j -5.69816e-05-0.0190354j -0.00211242-0.00992974j 0.038229-0.00746771j 0.00824456+0.0249954j 0.0191822-4.28788e-05j -0.00334314-0.00556298j -0.00211346-0.00915503j 0.0191449-0.0092669j 0.00824294-0.0196933j 0.00573846+0.0104781j 0.00595221-0.00937613j 0.01444+0.00238209j 0.00838491-0.0105518j -0.0134686-0.00167512j 0.0128055+0.00412038j 0.0185989+0.000729505j 0.0128858+0.0181462j -0.0168557+0.0014403j -0.00166318+0.00527311j -0.0077385+0.0052418j 0.00537425-0.00402932j -0.00728278+0.00165799j 0.0116536-0.00044945j 0.00130973+0.000775086j -0.00907643+0.0090529j -0.00275785-0.00356723j -0.00818607-0.0105765j -0.0102139-0.0101279j -0.00654453+0.000570832j -0.00966906+0.0135675j -0.0190318-0.00752622j 0.0127424-0.00750489j -0.000762365-0.00180148j 0.0154082+0.0147596j -0.0249768-0.010847j 0.0123101-0.00107167j -0.0220611+0.00312606j 0.00444985-0.0352299j -0.00923385-0.0223761j -0.00407819-3.89078e-05j 0.0110942-0.0066253j -0.00854506-0.0176951j 0.0135466+0.0035413j -0.000657251-0.0253289j 0.00101716+0.0180092j -0.00943731-0.0273413j -0.0192504-0.0192384j 0.0031874-0.0114766j -0.0229061+0.00983406j -0.0149043-0.00184098j 0.00135827-0.00106516j -0.0271968+0.0156457j 0.00897212-0.0535172j 0.0318139+0.00847899j 0.0336799+0.00853205j 0.0240987-0.00695184j 0.0245284+0.0606316j 0.0199794+0.0318979j -0.00154621+0.00875233j -0.0535447-0.0421681j 0.0582937-0.038629j 0.0390702-0.0363612j -0.0806207-0.0362148j -0.0362304-0.0350466j -0.0725904-0.0112289j -0.0163256-0.00418587j 0.0290085-0.0277098j 0.00594446+0.00199555j 0.00158907-0.00207203j -0.0193603+0.0136114j -0.00129799-0.0139605j -0.0218686-0.0305463j -0.0407082+0.0190882j -0.0109504-0.0282564j 0.00642774+0.00889643j 0.0284962-0.0310466j -0.0241963+0.0578776j 0.0242329-0.0319996j 0.0299765+0.0142286j 0.0339786-0.0512298j -0.0603863+0.041728j 0.0664011-0.0158771j -0.0701464-0.285361j 0.181621+0.0359226j 
-0.0305477+0.025374j 0.0169397+0.0223184j -0.1179-0.064345j -0.105023+0.0790468j 0.0145604+0.0830422j 0.000251938+0.0723728j 0.0899102+0.0812113j -0.0758304-0.0153376j 0.173801-0.00115643j -0.104389-0.0178051j 0.374482+0.0203863j -0.0969713-0.0144422j 0.0764924+0.0182059j 0.0473321-0.00355576j 0.334363-0.0039034j -0.197661+0.157392j 0.218702-0.0245733j -0.0758757-0.0173783j 0.0617595-0.0605239j 0.085814-0.0434058j 0.018926+0.0798754j -0.0210303+0.0142483j 0.0292025+0.0747608j -0.0341384+0.024437j 0.00291821+0.0399685j -0.053365+0.0252415j 0.0616582+0.00868714j 0.0451728-0.00287145j 0.0253689-0.0656676j -0.0386333-0.0196621j 0.0394779+0.0243243j -0.0011305+0.0288613j 0.0011517+0.0675737j 0.049965-0.0658513j 0.00169839+0.0545286j 0.0574117+0.00447081j 0.0534116-0.0556664j -0.0481886-0.0597643j 0.0143386+0.0630334j 0.0601098-0.0784001j 0.0317692+0.0225325j 0.0173859-0.0386815j 0.0536532-0.00467266j 0.02813+0.0238728j -0.0442233-0.0289421j 0.035654+0.0271555j 0.0265012-0.0110308j -0.0149866+0.020345j 0.00723505-0.0335226j -0.0298199+0.0297978j -0.0212202+0.0175956j -0.0298697-0.00413219j 0.0265323+0.0481254j -0.0108788-0.0528916j 0.0208583-0.0610205j 0.0210616-0.0026664j 0.0187092+0.0279047j 0.0336411+0.0191611j 0.00154686-0.0223759j 0.0308257+0.00671198j -0.00854297+0.00532299j 0.0224783+0.0178428j 0.0273907-0.0405108j -0.0039276-0.0140301j -0.00468649-0.00786036j 0.00638158+0.00503392j -0.00122082+0.0413658j 0.0217727-0.0136954j -0.00531161-0.0248157j 0.010847+0.0243409j 0.00612905+0.00353778j -0.00134189-0.014835j -0.0187077+0.0296133j 0.024696+0.025313j -0.00531678+0.00389622j 0.0312598+0.023501j -0.020122+0.00170018j 0.00235585-0.0277428j 0.00356095+0.021018j 0.0229488+0.0370824j -0.00728927+0.0105913j 0.00197416-0.0209693j -0.0255146+0.0212738j 0.0107447-0.027368j -0.0470693+0.0286296j -0.0384842+0.0191763j 0.023749+0.0644693j 0.000475172+0.00973953j 0.00249406-0.0061831j 0.00696039-0.0279856j -0.020565-0.00547753j -0.002087+0.010623j -0.0108263+0.0025399j 0.00119228+0.00105968j 0.016985+0.00932371j 0.0197159+0.00512334j -0.0214575-0.00666269j 0.0054081+0.0275871j -0.0134735-0.00118462j 0.00833352-0.0239901j 0.0153217+0.00684767j 0.00450458+0.00494546j -0.0188467+0.0218905j 0.0032011-0.000777157j 0.0100076+0.0227432j 0.00386578-0.0059413j -0.0213736+0.00185466j 0.0244575-0.0294527j 0.0107847-0.00485383j 0.00990645+0.00218892j 0.011911-0.0248107j -0.000530063-0.00395746j 0.0193333-0.0145818j 0.000505019-0.00244702j 0.00371854+0.017274j 0.00590957+0.00831851j -0.0190067+0.0027135j 0.0102026+0.0150553j -0.00464724-0.00102162j 0.0230916-0.00482239j -0.0035982+0.0142312j 0.012358+0.0200092j 0.0076096-0.000666139j -0.00289135+0.00498765j -0.0347226-0.035616j 0.00577825-0.0169635j 0.00762484-0.010758j -0.00372967+0.00250224j -0.0224945+0.0184489j -0.00265674-0.000838627j 0.00208777+0.0189007j 0.00659381-0.00436892j -0.0139313-0.000731689j 0.000842521+0.0306697j 0.0080374+0.00615616j 0.00814-0.0132658j 0.00268384-0.00928387j -0.00374844+0.0268884j -0.0125788-0.0114568j 0.0117653-0.00830448j 0.00731713+0.00180829j 0.0122348+0.00731616j -0.024324+0.00599862j -0.0363862-0.00756269j -0.00490929-0.00599655j -0.00351828+0.0013893j -0.0165393-0.0171274j 0.0108437+0.0194358j -0.00182526+0.00118308j 0.00332647-0.00060929j 0.0105705+0.0137476j 0.000624671+0.0039531j -0.00708231+0.011815j -0.00731007+0.00690763j 0.0086483+0.00220625j -0.0034671-0.00939123j -0.0159583-0.00341006j 0.00642908-0.0189312j -0.00616952+0.0108002j -0.0146644+0.00820859j 0.00107096-0.0189001j -0.00801121+0.0180188j 0.00419067+0.00292363j 0.0126983+0.000520265j -0.0174079+0.00162491j -0.000663246+0.0221031j 0.00790006-0.000843893j -0.00322494-0.00461531j 0.0173667-0.0161379j -0.00106382-0.00967891j 0.0204719+0.0194272j -0.0260569-0.014487j -0.017184-0.00279698j -0.00106763+0.00633427j -0.00196174+0.00145902j -0.00439131-0.0054391j -0.0202934-0.0225595j 0.0107967+0.00641343j -0.037289+0.047153j 0.00732256-0.0585575j 0.0235658-0.00860351j 0.0233812-0.01986j 0.0230273-0.0032073j 0.0220586-0.0199841j -0.0020037-0.00253007j -0.0339408+0.0378064j -0.0303696-0.0900341j -0.0478377-0.0608006j -0.000874118+0.0417328j 0.00806255+0.02349j -0.00315142+0.027463j 0.00603159+0.00789285j -0.0298867-0.00425492j 0.0162683-0.00663731j -0.0330817+0.00979154j -0.00597441-0.00270826j -0.0249948+0.0142314j -0.0390264-0.00830744j 0.0258221+0.0202873j -0.00169234-0.00447555j -0.0405938-0.00950534j -0.0131432-0.0438169j 0.0208661-0.0231799j -0.017267-0.00111594j -0.0836228+0.0267079j 0.0277495+0.0939735j -0.0456551+0.0581169j 0.0187768+0.0900791j 0.140259+0.0325307j 0.0812659+0.208113j 
-0.0960998-0.000971126j -0.00823092-0.00860696j 0.0507281+0.026439j 0.0929022-0.031264j -0.0322519-0.0377641j 0.0347249-0.00834995j -0.0531373-0.0622403j 0.0115849+0.00429411j -0.328005-0.00190304j 0.0297047+0.0192158j 0.3086+0.0292421j -0.609483-0.00225995j -0.304363+0.0487913j -0.0468033-0.00146255j 0.383392-0.00149794j 0.158647-0.133379j -0.180123+0.00915675j 0.164996+0.00119969j -0.0254303+0.0439831j 0.0884502-0.0409136j -0.0259487-0.00295379j 0.0887357-0.0344322j -0.00547899+0.00815405j 0.0219339+0.0119396j -0.0302168+0.0409373j -0.00220977+0.00361093j -0.0529353-0.0319483j 0.00988377+0.018771j 0.0143214+0.00159008j -0.0329613-0.0515223j 0.0302295-0.0320759j 0.0212408-0.0150809j -0.0418148-0.0235222j -0.00688478+0.0447564j -0.0170549-0.00744903j 0.0295588-0.00175454j -0.0014408-0.0263932j 0.0157441+0.00029465j -0.00243457+0.0283089j -0.00749109-0.030032j -0.054085-0.0230393j -0.0456004+0.0277133j -0.0183601+0.00101314j -0.00593165+0.00720617j 0.025987+0.0297409j -0.0245076-0.0407672j -0.0417749-0.004834j 0.00752009-0.0149781j -0.00605782+0.00324927j 0.0269292-0.0343015j 0.0204755-0.00198651j 0.0300184+3.85166e-06j -0.00984481-0.0166506j 0.0073883-0.00507611j -0.00528095-0.027388j -0.0418348+0.00627609j 0.00848272+0.00611952j 0.0217028-0.0317622j -0.0149096-0.0141599j -0.025161+0.0047109j 0.00864127-0.0104088j -0.0330705-0.00449093j 0.00231095+0.00481108j -0.0153605+0.00436664j -0.0046346-0.0167118j 0.018543+0.0302103j -0.0434069-0.00243085j 0.0120916+0.0140452j -0.00903155+0.0134838j -0.0234909+0.0140448j 0.0163077+0.00201068j -0.0102121-0.00423827j -0.00185206-0.00770071j 0.011772-0.0200744j 0.0173666+0.0172907j -0.00646498+0.00641681j -0.0127382+0.0181066j 0.01+0.00443308j 0.00152291+0.0222353j -0.0136946-0.0307744j -0.00977232-0.00479441j 0.0119399-0.00533524j 0.008319-0.0071357j -0.00305636+0.0019295j -0.00159289-0.00589717j 0.0104542+0.0100624j -0.00224271+0.00754286j 0.00529066+0.00430027j 0.00942693-0.0102717j -0.013119+0.00407023j 0.0162301+0.015909j 0.00800487-0.004297j -0.00510536-0.00680264j -0.00353873-0.000330085j 0.0100064-0.0140939j -0.020147-0.00998884j 0.00560518-0.000967861j -0.0116924-0.0154509j 0.0120451+0.00346377j -0.0225298+0.00955801j 0.00189968-0.0160346j 0.00540206+0.00152295j -0.00199383-0.00213986j 0.00716899+0.00614609j -0.0030312-0.00640275j -0.00733178-0.00448494j -0.000238077+0.000141875j 0.00415532+0.0290764j -0.00396593+0.00165435j -0.0111631-0.00169662j -0.0309902+0.0065421j 0.00786157-0.00663536j 0.00759588-0.0106726j 0.00805013-0.000485591j 0.0167208-0.0216243j -0.00372658-0.0220787j 0.0142244-0.00138605j 0.00115771-0.0120719j 0.00524555-0.00340747j -0.011685-0.0136646j -0.0103434+0.0262499j 0.0246723-0.00753486j -0.0168546-0.00135602j -0.0252908+0.00662851j -0.0066902-0.0180725j 0.029316+0.0111635j 0.00943421-0.00765119j -0.0162533-0.00523905j -0.0115803-0.000542106j 0.0077174+0.0131295j 0.00422485-0.00232922j -0.00530977-0.0112477j -0.018195+0.000668905j 0.0029636+0.0140864j -0.00929036+0.000613316j 0.0210192+0.00292812j 0.0224451+0.0203043j -0.00724534+0.0186245j -0.0109324-0.00647743j -0.000668783+0.000725944j 0.00190008+0.00348764j 0.015619+0.0012367j 0.0100819+0.00973412j -0.0104588+0.000282992j 0.00815943+0.0111014j -0.0290692+0.00166847j 0.00498342+0.0279332j -0.00321355-0.00639273j 0.0074087-0.00579287j 0.00610818+0.0125439j 0.019067+0.00157385j 0.00487944+0.00374226j 0.000298945-0.00228201j -0.00212784+0.00957745j -0.000548704-0.0134407j -0.0168229+0.00311419j 0.00299546-0.0212033j -0.000111605-0.0179927j 0.0108152-0.0176744j -0.00513291-0.00310051j 0.00163776-0.00974084j 0.00237251+0.00121973j 0.00883979-0.0181222j -0.0206971+0.0165611j -0.00778336+0.00149796j -0.00324671-0.0127122j 0.00011206+0.00310938j 0.0141216-8.59529e-05j 0.0189371-0.00585553j -0.00347991-0.00109071j -0.0177541-0.000784802j 0.0119761+0.0139958j -0.00496492+0.00827301j 0.0210308-0.00493081j 0.00813563-0.0117211j 0.0254063+0.00959192j -0.00733955-0.00884354j -0.00803005-0.0083334j 0.00667846-0.0113645j 0.0020644+0.00837103j -0.00254372-0.00148445j -0.00158293-0.00510132j -0.00493302+0.00894558j -0.00692869-0.00203401j 0.0051108+0.0146166j 0.0137047+0.0190292j 0.00804963-0.0037588j 0.0131626+0.00948561j -0.00136359-0.0186823j -0.00326421-0.0147301j 0.00851036+0.0033554j -0.00633635+0.00287704j 0.00823315+0.00237118j -0.00803408-0.0201406j 0.00505332+0.000749795j -0.0113965-0.015003j -0.00305239-0.00363282j -0.00150915-0.00598189j -0.00588524-0.00799633j -0.00331763-0.00349191j -0.0116643+0.0161605j 0.00650675+0.0106653j -0.0124409-0.000555804j 0.00587558+0.0203758j 0.0137829+0.00300357j 0.00537176-0.0097366j 0.0243101+0.00570994j 0.00204351-0.0207363j -0.0233588-0.00312385j -0.0189165-0.0402724j 
