0.0099587-0.0015041j -0.00248203-0.0103337j -0.00144858-0.0063754j 0.00603835-0.00112919j 0.00128917+0.00167601j -0.00288591-0.00318534j -0.00412526+0.00340327j -0.00123942-0.00212894j -0.000653436-0.00029204j 0.00129428+0.00052391j 0.00118154-0.00149056j -0.000205377+0.00569692j 0.00765907-0.00173399j 0.00249315+0.00727634j -0.00160473+0.00174839j 0.00165157+0.000498324j -0.00332352-0.000785941j 0.00127216-0.000241651j 0.00105655+0.00611824j 0.00199514+0.00150787j 0.000894719+0.00451696j 0.000277182-0.00307402j 0.00256642-0.00108247j -0.00321135-0.0045879j 0.00205154+0.00494679j -0.00134062+0.00155769j 0.00113096-0.00232805j 0.00166978+0.00358867j 0.00596821+0.00162132j -0.00210188+0.000482706j -7.00866e-05-7.15101e-05j -0.00181735+0.00546386j -0.00207368-0.00374599j 0.00059723-0.000319656j -0.00409213+0.00184493j -0.00393307-5.28487e-06j 0.000792901+0.000832284j 0.00702337-0.00237837j 0.00629667+0.00143181j -0.000518093-0.00185514j -0.00447083-0.00470922j -0.000590551+5.3424e-05j -0.0037001+0.0022772j -0.0027552+0.00077333j -7.73761e-05-0.00131029j 0.00117784-0.00310848j -0.000429131+0.00190815j 0.00056598-0.000706917j 0.00068404-0.00443371j 0.00330515-0.000230476j 0.00200806-0.00332764j -0.000271757+0.000122518j 0.000713801+0.000589488j -7.63799e-06+0.00168888j -0.00625374-0.00469996j -0.0125866+0.00441132j 0.00703341+0.014843j -0.00627333+0.002283j 0.0028774-0.00723308j -0.000457315-0.00567323j 0.00477322+0.00325415j 0.000426872-0.00296977j 0.00410672+0.00361918j -0.00153231-0.00384521j -0.00486816+0.00817118j -0.00992163-0.00586659j 0.00487824-0.00464725j 0.0150657-0.0173569j 0.0155881+0.0168474j 
-0.00278681+5.9089e-05j -0.0012747+0.000241902j -0.000843696+0.00420913j -0.00409668-0.00335513j 0.000611824-0.00040462j 0.002321+0.00254298j 0.00369133+0.000838612j -0.000289611-0.00146702j -0.00329144+0.00342954j 0.00130187+0.00599003j 0.00208247+0.00077845j 0.00311033+4.63525e-05j 0.000145518-0.00460729j 0.00282343-0.00100181j -0.00113063-0.00165103j 0.00234914-0.00235351j 0.00377928-0.00175253j 0.00397534-0.00415813j 0.000792018+0.00081299j 0.00241848+0.00230647j 0.0014809-0.00283294j -0.00564761+0.00142916j 0.00480297-0.00414122j 5.93609e-06-0.000528578j -0.00221575+0.000720935j -0.000537397-0.00163377j -0.00177279+0.000381105j 0.000937397-0.00144526j -0.000776531-0.00255318j 0.00204608-0.000137041j 0.000978945-0.000719214j 0.00747129-0.000562027j -0.00369309-0.000424227j -0.00195096-8.42706e-05j -0.000281728+0.00339616j 0.00601621+0.00091385j 0.00584019-0.00150648j -0.00342914+0.00206108j -0.00483912+0.00296165j 0.00110072-0.00320922j -0.000157035+0.0100329j 0.00244288+0.000628739j 0.00575407+0.00451151j 0.0043575-0.00066404j 0.00284461-0.00216459j 0.00406164+0.0084726j -0.00709469+0.00919089j -0.00505919-0.00336002j -0.000325313-0.00103767j -0.00222214-0.000320146j -0.000917125-0.0021413j 0.00398778+0.00281577j -0.0031264+0.00700097j 0.0109412-0.00984476j 0.00609865-0.00134589j 0.00434593+0.00252824j -0.00316201+0.000150197j -0.00270967+0.00252717j -0.000567449-0.000665616j -0.00466788-0.00192521j -0.00288984+0.00857752j -0.00576498-0.0040748j -0.0124195-0.00567389j -0.00836577+0.00574411j 0.0094565-0.00154687j -0.00219814+0.00812995j -0.00029232-0.00230603j -0.00367028-0.00368094j 0.000702246+0.000777456j 
-0.00176461+0.00169835j 0.00176511+0.00137661j 0.00157954+0.00084812j 0.000894755+0.00168739j -0.00235044-0.00208391j -0.00388561+0.00321296j 0.00092949+0.00416539j 0.0017299-0.00264933j -0.000456672-0.00246881j -0.00308127+0.000365465j 0.000955464+0.00160498j -0.000929249+0.00348684j -0.00202027+0.000832578j -0.00043872-0.00118042j 0.000589626-0.00213327j 0.000724777+0.00256202j 0.00157877+0.000823037j 0.00145508+0.00117181j -0.00325128+0.00248795j -0.000279952-0.00242704j -0.000726822+0.00340843j 0.00199247+0.00237142j -0.00157385+0.00545235j 0.00250471+0.000331927j -0.00444746-0.00365219j 0.000930359+0.00153131j 0.000902673+0.000787195j 0.00286581+0.00129377j 0.00186819+0.00154553j -0.00242071-0.00202824j -0.00242847+0.00138856j 0.000587989+0.0070793j 0.00352839+0.00272095j -0.000304934-0.000519841j -0.00173157-0.00349039j -0.00329877+0.00589637j -0.00195644+0.00629338j -0.00206237-0.00669748j -0.00110338-0.00606727j -0.000859106+0.00224429j -0.00516908+0.0013125j 0.00219628+0.00661656j -0.00179982+0.00153547j 0.00661431+0.00157822j 0.000125225+0.00344362j -0.00392756-0.000135326j 0.00155784-0.0109862j -0.00433497-0.00149014j -0.00150994+0.00380887j -0.000731265-0.00432377j 0.00431281-0.000595124j 0.000213333+0.00259158j -0.00188034-0.000684196j 0.0025436+0.00471931j 0.00659996+0.0100423j -0.00113058+0.00648776j 2.04123e-05-0.00282296j -0.00132241+0.000353358j 0.00117363-0.00133443j -0.00239728+0.00293647j -0.00756691-0.00369264j 0.0015372+0.00131389j 0.00244453-0.0126263j -0.00581999-0.0035532j -0.00399626+0.00842972j 0.00603527+0.0015376j 0.00101006+0.00348934j -0.00320202-0.000207505j -0.00402654-0.00552007j 
0.000305036+0.00251597j -0.0022066+0.000329699j 0.00178954+0.00594836j -0.0017547+0.000494456j 0.000280727-0.00406203j -0.00671988-0.00148767j -0.00199526+0.00512326j 0.00164358-0.0081955j -0.00556498-0.00055673j 0.00135227+0.00547492j 0.000184824+0.00704484j 0.00155187+0.00507984j 1.387e-06-0.00449229j -0.00284951-0.000435741j -0.00444198-0.00179795j -0.000634697-0.000415649j -0.000657497-0.0045114j 0.0039303-0.00253147j -0.0057335-0.00419483j 0.00238327-0.00283011j -0.00327508-0.000757627j -0.00290797+0.000839336j -0.00168704-0.000958422j 0.00110565-0.00336796j 0.00518597-0.0069047j -0.00160548-0.00235759j -0.00196005-0.00256184j -0.000962691+0.00674572j 0.00273096+0.00246728j 0.000572892-0.00101955j -0.00118736-0.00609915j 0.000495951+0.00409488j -0.00379515+0.00222912j -0.000153016-0.000862345j 0.0031798-0.00332409j -0.00661317+0.00439519j -0.00883752+0.00190919j 0.00604636+0.00212219j 0.00434432+0.00487927j -0.00295849-0.00731119j -0.00178623+0.000331244j -0.00374405+0.00490318j 0.00209336-0.000304295j 0.00703687+0.00143716j -0.0102237+0.000375084j 0.00519146-0.000275389j 0.0128238+0.00116218j 0.0029518-0.00856146j -0.00494436+0.00704698j -0.000656535+0.000512627j 0.00232305+0.00374602j 0.000622469+0.00560276j 0.00347874+0.000572257j -0.00107762-0.00816167j -0.000464334-0.00135024j -0.00123469-0.00315136j -0.00532923+0.0155232j -0.00797535+0.00339723j 0.00584349-4.82763e-05j -0.011943+0.00158332j 0.00218593+0.00306957j -0.0109463+0.00255642j 0.00585517-0.00215704j 0.000666845-0.011656j -0.00643257-0.00511232j 0.00233641+0.00353799j 0.00292862-0.00276128j -0.00419161+0.00423268j 0.00149881+0.0046106j 
0.00188203-0.00352494j -0.00559367+0.000592344j 0.00378125-4.41478e-05j 0.00213019+0.00174984j -0.0014051-0.00113108j -0.00375935-0.00121626j 0.000441662+0.00155647j -0.00303828-0.00232843j -0.00440771-0.00417842j -0.000975934-0.00105433j -0.00039518+0.00120571j 0.00264079-0.00393467j -0.00415361-0.00452563j 0.00266288+0.00121395j -0.00443524+0.00310985j -0.00106519+0.00204996j -0.00208722-0.00230577j -0.00282624-0.00376275j 0.00300136+0.00163282j 0.00330381-0.00397962j -0.000710884-0.000635534j -0.000917101+0.00506408j -0.00398381-0.00113988j 0.00117309-0.00173591j -0.00520708+0.00233197j -0.00325741+0.00451392j 0.00199575+0.0015819j 0.00507455-0.00611525j -0.00170518-0.00176678j 0.00425063+0.0016982j -0.00687727+0.000884662j -0.00152471-0.00362792j 0.000927624+0.000177581j -0.00274906-0.00169349j 0.00205059-0.00255234j 0.00619678-0.00210761j 0.000308409+4.64909e-05j 0.00466089-0.00147918j 0.00407799-0.000518191j -0.00808626+0.00748529j 4.58646e-05-0.00555742j 0.00359008+0.000946412j 0.00373505-0.00526628j -0.00214225+0.00280565j 0.00490388+0.00622047j 0.00535278-0.0105907j 0.000802211+0.00331928j -0.00535202-0.00380336j 0.00318659-0.00243215j 0.00761677-0.00164486j 0.00183454+0.00422834j 0.00292212-0.00589633j 0.00205933-0.0126097j 0.00109857-0.00295591j -0.00109834+0.0109856j 0.00540093-0.00496534j 0.00319869+0.00340461j 0.0142637-0.00491017j 0.00869424+0.00027568j 0.00666285+0.00311578j 0.0120346-0.00059189j -0.00081737+0.0135591j -0.0022632+0.00966757j -0.00544118+0.000254584j 0.00115517+0.00395632j 0.00279373-0.000214505j 0.00105697-0.00102121j -0.00105801-0.00136888j 0.00828012-0.00229643j 
0.00187464-0.00162695j 0.000262949-0.00300089j 6.86167e-05+0.00108784j -0.00306935+0.000315821j 0.00302301-0.00116572j 0.000518347+0.000991181j 0.000921196+0.0011954j -0.00196034-0.000946201j 0.00422594+0.00154913j 0.000401919-0.000181293j 0.0017557+0.000600135j 0.00227536-0.000791811j 0.00348558-0.00146872j -0.000240631-0.00151582j -0.00353384+0.000812253j -0.00212804+0.0025085j -0.00104063-0.00330266j -0.00162808+0.00169888j -0.00359832+0.00305178j -0.00100732-7.07439e-05j -0.00816063-0.00159333j -0.00448781-0.000279436j 0.00183915+0.00103085j -0.000590329+0.00164626j 0.000173446-0.00210086j -0.00184521+0.00404011j 0.00126037-0.000934575j 0.00609264-0.00222973j 0.00289114-0.0015646j 0.00221909+0.00477326j 4.86756e-05-0.00106255j 0.00434742-0.000103722j -0.00375501+0.000635047j 0.00368387+8.0329e-05j -0.0016704-0.000943546j 0.00321842+0.00587117j 0.00219414-0.00146327j -0.000426727+0.00157279j -0.000906547+0.00244741j -0.0120095+0.000380297j 0.00288817-0.0047667j 0.00453148+0.00695705j -0.00125219-0.00267557j -0.00734563+0.00323935j -0.0118131+0.00520586j 0.00718514+0.00240025j -0.00332073-0.00907905j 0.00107492+0.00120856j 0.00413469+8.84859e-05j -0.000136599+0.00180923j -0.0122167+0.00919728j 0.0101937+0.00299394j 0.0110808+0.00198539j -0.0007883+0.00980626j -0.00730886-0.00279503j 0.0071721-0.0034497j -0.00458609+0.00852714j 0.00943405+0.00107585j 0.00557767-0.000881718j -0.0040574+0.00669474j 0.00750943+0.00161868j -0.0106739+0.00304511j -0.00775435-0.00321106j -0.00399041+0.000198491j 0.00134343+0.00173606j 0.00499675+0.00144551j -0.00408007-0.00177938j -0.00291939+0.00325467j 0.000847584-0.00246306j 
0.000948005+0.00259638j 0.00526473-0.0025404j 0.00434919-0.0017111j 1.81437e-05+0.00522213j -0.00222993-0.000794162j -0.000538895-0.00407053j -0.00184549-0.00293298j 0.00533389-0.000857839j -0.00140757-0.00149222j -0.00171201-0.00177823j 0.000847321+0.00439046j -0.00155114+0.00093884j -0.00151966-0.00197495j -0.00073428+0.000224632j -0.00253811-0.00132026j -0.00392233-0.00281236j 0.000658765-0.00185598j -0.00198031-0.000871783j -0.00538892-0.00465557j -0.000783835-0.000260928j 0.00104077-0.00118851j -0.00136932+0.00233018j -0.00189584-0.0045074j -0.00193475-0.00394526j 0.00211821+0.00228422j -0.00329897+0.000527579j 0.00428908-0.000319138j -0.00206663+0.00377133j 0.000215811+0.00634027j 0.00205065-0.00506002j 0.00354778-0.00490107j -0.00251432+0.00454565j -0.00814396-0.00184648j -0.00568732+9.26287e-05j 0.00307844-0.00485302j 0.000155396-0.00457429j 0.000671846-0.000458987j -0.00298826-0.00296875j -0.000357216+0.00372061j 0.00330687-0.000119866j 0.00809602-0.0124651j 4.5899e-06+0.00435742j -0.00196002-0.0102963j 0.00104422+0.00222063j 0.00230197-0.00732577j 0.00352354-0.00248594j 0.00329526+0.00468624j 0.00464061-0.00215569j -0.00320479-0.00528309j 0.000661665-0.00707887j -0.00435649+0.00246465j -0.00368942+0.00298284j -0.00711413-0.00151445j -0.00512473+0.00500753j -0.00402402+0.00445499j 0.00200571+0.00308647j 0.00802625-0.0015386j -0.00362833+0.0118225j -0.0100284+0.00254387j 0.0056893-0.0129729j 0.00692155-0.00617524j -0.00713871+0.00091667j -0.00162297+0.00610682j 0.00358548-0.00305884j 0.00272664-0.00221837j -0.00133715+0.00423145j 0.00247965-0.00469471j 0.000518285-0.00586171j 0.00113227-0.00355837j 
-0.000897779-0.000794924j 0.0015032+0.00149335j 0.00327969+0.000913462j -0.00166789+0.000172982j -0.000631984-0.000445492j -0.00137857-5.04543e-05j 0.0019326+0.00202703j 0.00028777+0.00152688j 0.00245129-0.00115813j -0.000137695-0.00493019j 0.000618475-0.000886488j -0.000414855-0.000969399j -0.00134997+0.000344697j -0.0030363+0.000724834j -0.000537567+0.00174942j -0.00017359+0.000651523j -0.000460269+0.00201888j -0.000379224+0.00233105j -0.00068072+0.0015409j -0.00115769-0.000600044j -0.0025676-0.00390309j 0.00192715-0.00196952j -0.0033357+0.00139363j -0.000706928+0.000105588j -0.000619057-0.00154689j 0.00187964+0.00177421j -5.99977e-05+0.000902831j 0.00349872-0.000534425j 0.00127094+0.00208002j -0.00342718-0.00439303j -0.0041484+0.000674865j 0.000108498+0.00165792j 0.00172349+6.85711e-05j -0.00126965-0.00207527j 0.00159421-0.00217124j 0.00364132-0.000796917j 0.00306742+0.00507222j 0.00409815-2.99643e-05j 0.00180963-0.00132038j 0.00129279+0.000651686j -0.00202913-0.00529778j 0.00486188+0.00182861j -0.00132568+0.00225426j 0.00172116+0.0108659j 0.0010711+0.00286708j 0.0028997-0.00569047j -0.00462452+0.00557175j 0.00135383-0.00338384j 0.00196052+1.24981e-05j 0.000308377-0.00583858j 0.00354952+0.00383322j -0.00841389-0.0117527j 0.00391772-0.00286358j 0.00544392+4.68757e-05j 0.00373247+0.00465783j 0.00236171-0.00367109j -0.000305308+0.00262375j 0.0046737-0.00329953j -0.000475463-0.00226253j 0.000496588+0.00126645j -0.00412643-0.00542467j 9.7409e-05+0.00862274j -0.000168311+0.00536777j 0.00346359+0.000145428j -0.00581826+0.00506336j -0.00142772+0.00282695j -0.00290872-0.00694129j 0.00726468+0.000230144j -0.00407232-0.000951783j 
0.000603259-0.000742876j 8.09245e-05+8.92366e-05j 0.000343464-0.00392062j -0.000379703+0.00273192j 0.00105052-0.000665571j -0.0032341-0.000891108j 0.00120082-0.000333031j 0.000636568+0.00337884j 0.00179066-0.000696716j -0.000868964-0.00237884j 0.0029746-0.00186713j 0.000376415+0.00236167j -0.00360462+0.00212502j -0.00131487-0.00311163j 0.00402554+0.00282467j 0.00355258+0.00194909j -0.00294226-0.00271245j 0.00142905+0.0022722j -0.0028164-0.00180315j -0.000249803+0.00199189j -0.0011601-0.00201825j 0.00308841-0.00164129j -0.00328286+0.00671642j -0.00440455-0.00143344j 0.00139832+0.00343442j 0.00505407+0.00856411j -0.00426634-0.00367118j 0.00309677-0.00203366j 0.0070517-0.00207291j 0.000207097-0.00325426j -0.00467323-0.00395226j 0.00252148-0.0004869j 0.00109869+0.00325823j -0.000329282+0.00684288j -0.00565225-0.000797068j -0.000645152-0.00405925j 0.00140035-0.00386131j -0.00358245+0.00418899j -0.00109602+0.00440169j 0.00620476-0.0050854j -0.0114905-0.00892991j 0.00381426-0.000180831j -0.00506898+0.000622004j 0.000737069+0.000179426j -0.0070583-0.00693786j -0.0151528-0.00656406j 1.59997e-05+0.0125205j -0.00544987-0.000472536j -0.00761806-0.00222658j -0.00736326+0.00127063j -0.00396358-0.000920204j 0.000576488-0.00281625j -0.00210959+0.000202808j 0.00961451-0.00147555j 0.0095831+0.0022349j 2.25242e-05-0.000659311j -0.000340567+0.000282806j -0.00409499-0.00636578j 0.00423881+0.000820637j -0.0152329-0.00746188j -0.0068432-0.00830858j -0.000644604+0.00330268j -0.00295333+0.00773415j -0.00647097+0.00179341j -0.00180412-0.00416125j 0.004595-0.00410306j 0.00275869-0.00358684j -0.00119082+0.00274792j -0.00222401+0.00442005j 
0.00216388+0.00151701j -0.00164651-0.00101628j 0.00227027-0.000350039j 0.000515962+0.00242294j 0.00180544-0.00199304j 0.00335752+0.00292465j -0.00228114+0.00198509j -0.00187993-1.36627e-05j -0.00717653-0.00427219j 0.00448797+0.00552981j 0.0013231+0.00336424j -0.00141758-0.00219502j 0.00328293-0.00337821j -0.00220022+0.00704039j -0.0039215-0.00061759j -0.000375201+0.00162373j -0.00602496+0.00408734j 0.0025653+0.00151433j 0.00342465+0.00446129j -0.00775702-9.58549e-05j 0.00103659+0.00331582j 0.00335851-0.00173156j 0.0044167+0.00434199j 0.000968101-0.000299245j 0.00346077-0.0027031j -0.0058208-0.000821698j -0.010042-0.00195283j -0.000696894+0.000959885j 0.003389-0.00412641j 0.00540719+0.00290869j -0.000784682+0.00264257j 0.0037885+0.000338401j -0.00492089-0.00801477j -3.72123e-05-0.00532588j -0.00352382-0.00066861j 0.00190141+0.00783446j -0.000922738+0.00128702j -0.003921-0.00135063j -0.00017097+0.00249599j 0.00561814+0.00175793j 0.00153308+0.000796778j 0.00401691+8.05068e-05j 0.00198966+0.00624443j 0.00214353-0.00310995j 0.00343181+0.0124393j -0.00187095+0.00365292j -0.00860284+0.000141144j -0.000448961+0.000646964j -0.00303124+0.000594422j -0.00883564+0.000174998j 0.00542798+0.0115294j -0.00305181-0.00715417j 0.00662607-0.00525444j 0.00590087+0.000384446j 0.00416914-0.0017933j 0.00818531+0.00245236j 0.00329316-0.00791029j -0.00998958-0.0061977j 0.000154969-0.00670233j -0.00187529-0.00224642j -0.00156782-0.00117826j -0.00189667+0.00250432j 0.000950628-0.00234312j 0.00464022+0.00374701j -0.00361165+0.00221303j 0.00127307-0.00240358j 0.00331768-0.0040125j 0.000657732-0.00309761j 0.00305122+0.000520869j 
0.000219716+0.00372216j 0.000914459+0.00038088j -0.000164175+0.00276721j 0.00236168-0.000939866j -0.00229345-0.00129099j -0.00110695+0.000631875j -0.00463825+0.000959995j -0.00116313-0.000822012j 0.00369523+0.000693897j 0.00497929-0.00175423j -0.00454852+0.0010778j 0.00284327-0.000644416j 0.00269522+0.00277381j -0.00714645+0.00158879j 0.00314218-0.00690486j -0.000555944-0.00313145j 0.00267819-0.00325995j 0.00263735-0.00244383j -0.00279045+0.00119645j 2.03706e-05-0.00267215j -0.00245078+0.00200481j -0.0001289+0.00149351j -0.000788496-0.0022825j -0.000492486+0.00161745j 0.00327556-0.000356575j 0.000719505-0.00244689j 0.00118066-0.00171153j -0.00255853-0.0018415j -0.00234288-0.000606029j -0.00794349+0.000474916j -0.00280561+0.00349099j 0.00754275-0.00171081j 0.00603984-7.87414e-05j 0.0011+0.00234939j -0.0020267+0.000554283j 0.00102452-0.00571974j -0.0033957-0.00494621j -0.00303611-0.00125512j -0.00514902+0.00142119j -0.0146633+0.00328203j 0.00114393-0.000711801j 0.00610268+0.00543038j -0.00148953-0.00184775j 0.0114973+0.00518853j 0.00169691-0.00119537j 0.00224922-0.00348037j -0.00642927+0.00709021j -0.000613196-0.000103009j 0.00587758-0.0100753j 0.000824787-0.00490803j 0.00151137+0.00117537j 0.00271704+0.00266002j 0.00944732+0.0022499j 0.00121586-0.000716431j 0.00554947+0.00454484j -0.0074682+0.00225264j 0.0113875+0.00528581j -0.0014319-0.0011782j -0.00766545-0.00800838j 0.00317667+0.0035367j -0.0159401+0.000976586j -0.00222466-0.00130665j -0.00145194+0.00103114j 0.000918218-0.00307022j 0.00138619-0.000673229j -0.00400953+0.00354969j 0.00380837+0.00079163j 0.000184358-0.00420584j 0.00161891+0.00607741j 
-0.00140596-0.00100683j 0.00132268+0.00122743j 0.00171377+0.00184797j -0.00165456+0.000530301j -0.002749-0.001843j 0.00313684+0.00200396j 0.00188375-0.00107148j 0.00368934-0.00113977j -0.00251429-0.00460075j 0.000483805-0.00356949j 0.000167368+0.00323213j 3.28358e-05+0.000607796j 0.00115128-0.0033572j 4.36065e-05+0.00129996j -0.00447871-0.00283257j 0.00116485-0.00275402j 0.00159374-0.00143168j -0.000698119+0.00146724j 0.000430652-0.00444652j -0.00113793-0.000576106j -0.000139604+0.006235j -0.00378617-0.00110599j 0.00271218-0.000365352j 0.00430019-0.00165835j 0.00535514-0.00162467j 0.00198601-0.00548568j 0.00382504+0.000315949j -0.00271287-0.000769137j -0.00407497+0.00355114j 0.000560236+0.0059246j 0.00416409+0.00173113j 0.00138167-0.00561822j 0.00442204-0.00671622j 0.0022845-0.00300749j 0.0039284+0.00547759j 0.000997293+0.000970732j -0.00269538+0.00281668j -0.0012938-0.00221516j -0.00200716+0.000892546j -0.00499727+0.0171499j -0.00175196+0.00362838j 0.0017067+0.00140369j 0.00439166-0.000739484j -0.00184603-0.00357371j -0.00252226+0.00724175j -0.00622545-0.000798885j 0.00717393+0.00304939j 0.000383706+0.00605982j -0.00514816-0.00563029j -0.00150534+6.33322e-05j -0.000469719-2.36406e-05j -0.0067977-0.00607736j 0.00294065-0.0137483j -0.00330435+0.000714036j -0.00126354-0.00242992j -0.00877587+0.000470154j -0.00642204+0.0101746j -0.00946118-0.00239087j -0.000233422+0.000106997j -0.000679938+0.00237218j -0.0102942+0.0111445j -0.00156447+0.0013064j -0.00126703+0.00245533j 0.00073905+0.000969758j -0.00352025+0.000496837j -0.000813525-0.00198092j -0.00083156-0.0019504j 0.00277598+0.00287409j -0.000903875+0.000636744j 
0.000245872+0.000579033j 0.00303058+0.000301483j 0.00324349+0.000903194j -0.000252374+0.00445438j -0.000278842-0.00132868j -0.00192494-0.00271654j -0.000225996+0.00306252j 0.00298434+0.00106105j -0.00101719-0.00542734j -0.00291225-0.00143758j 0.000875755+0.00451141j -0.00332434-0.00385762j -0.00125469+0.000867734j -0.00116829+0.00271446j -0.00123759-0.000403532j 0.00110875-0.00372535j 0.00118849-0.00348414j -0.000315859-0.00335263j -0.00354235-0.000140355j -0.0034252+0.00224295j 0.000248272+0.00131144j 0.000981167+0.00690411j -0.00329061+0.00216513j 0.000641427-0.00143284j 0.00254897+0.00373145j 0.00279751-0.00170648j 0.00178524-0.00226222j -0.000991824-0.00492603j 0.00111557+0.00466742j -0.000544222+0.000324761j -0.00230735+0.00500477j -0.00756814-0.00449752j 0.00265777-0.0111346j 0.0039484-0.00285837j 0.00774084-0.00119373j -0.00232764-0.00505677j 0.00113646-0.00195507j 0.00124927+0.000666236j -0.00561188+0.00509944j 0.00674061-0.000697224j -0.00348636+0.0074976j 0.00607697+0.000599289j -0.0033835-0.00852254j 0.00721759-0.00244944j -1.39811e-05-0.00269343j -0.00493797+0.00666753j 0.00253051+0.0116637j 0.000427286+0.0116438j -0.0101098-0.000252184j -0.00375917+0.00234174j -0.00603035-0.000513554j -0.0051859+0.00275258j 0.00133498-0.00685707j 0.0109371-0.00102876j 0.00835626-0.00672217j -0.0028041+0.00504293j 0.00758003+0.000363275j 0.00232417-0.00860146j 0.000735352+0.00113977j -0.00184878+0.000381761j -4.9225e-05+0.00451335j -0.00174757-0.00376122j 0.00135131+0.00507j -0.00571396+0.00543136j 0.00373336-0.000831548j 0.00370855-0.00108469j -0.000338268-0.00201881j -0.0043679+0.00274112j 0.00308076-0.00658182j 
0.000367609+0.00186571j -0.000328887+0.00326707j 8.40209e-05-0.00019424j 0.00220069-0.000609134j -0.00191523+0.00365169j 0.00124273-0.00286223j -1.54264e-05-0.00018007j -0.00567285-0.00237044j 0.000760169+0.000923127j 0.000583402-0.00424167j 0.00101402+0.00266408j 0.000982439-0.00178426j -0.00324989+0.00113531j -0.00605686+0.00306581j -0.00214183+0.00176886j -0.000989322+0.00410378j -0.00330438-0.00648328j -0.00167586+6.34953e-05j -0.00353812+0.0033837j -0.00296725+0.00353289j 0.00252493+0.00312705j 0.00233826+0.00432885j 0.00167228-0.00798963j 0.00115503-0.00194365j 0.00308584+0.000893424j -0.00381148-0.000855101j -0.00775733-0.00673554j 0.000482246+0.00301516j 0.00330431+0.00232766j 0.00288823+0.00659758j -3.11513e-05-0.01101j 0.00197113-0.00615446j -0.00232344-0.00331196j -0.00266669+0.00277422j -0.00102454-0.00064358j -1.84697e-05+0.0044183j -0.00556132+0.00808602j -0.00431029+0.00473061j -0.00612624+0.0024377j 0.00729405+0.0144751j 5.88535e-05-0.00524386j 0.0111016+0.0026625j -0.0083041-0.0030878j -0.000388949-0.0080041j 0.00217514-0.00744585j 0.00383427-0.00123585j -0.00748098-0.00653847j -0.00101963+0.000300183j 0.00544555+0.00243723j 0.000313133-0.0025981j 0.0119059-0.00032246j 0.0112265+0.00267947j -0.00479832-0.00180916j 0.00753811+0.00321525j 0.00388463+0.00838645j -0.000424923+0.0105477j 0.00899982+0.00356227j -0.00655401+0.00805438j -0.000318957-0.00227236j 0.0013946-0.00542063j -0.00461482+0.010053j 0.00248403+0.0042707j -0.00676709-0.000211916j -0.00286525-0.00584894j 0.000935025-0.00253626j 0.00553147-0.00167915j -0.000625151+0.00380806j -0.00305215+0.00569838j -0.00333173+0.00384901j 
-5.32836e-05-0.00462976j -0.00182531+0.00114673j -0.000973242+0.00103668j 0.000287865-0.00275814j -0.00114333-0.000666788j 0.00491001+0.00033454j 0.00255285+0.00159809j -4.91636e-05+0.00600814j -0.00152666-0.00241434j 0.00268871-0.00756815j 0.00317447-0.00111364j 0.00247542-0.000905623j -0.0025453-0.00185j 0.0036964-0.00316506j -0.000111697-0.00138378j 0.00166017+0.00389447j 0.00425131+0.000482914j 0.00388305-0.000193155j 4.10374e-05+0.000319227j -0.00191511+0.000652431j 0.00560236-0.00135838j -0.00136621-0.000284255j 0.00623423+0.00386135j -0.00100086+0.00227287j 0.00173231-0.000890712j 0.00906404+0.00226373j -0.00208056+0.00420727j 0.00265323+0.000708882j -0.00384698-0.00240663j -4.75765e-05-0.00914045j 0.00411635-0.00162345j 0.0064022+0.0019197j -0.00143242+0.00610216j -0.00100442-0.00208481j 0.00504799+0.00395675j 0.00827909+0.00117912j -0.00181358-0.00719746j -0.00244847-0.0057157j -0.00633543-0.00665788j 0.00628084+0.00259202j -0.00420163-0.0104978j 0.00246783+0.0013197j 0.0046993+0.00781299j 0.00012944+0.0122954j -0.00011567+0.00846733j 0.00274835-0.00939512j -0.00360472+0.000121158j 0.00452813-0.00584357j -0.0071718+0.000891795j -0.00548626-0.000759327j 0.00545813+0.00240412j -0.00133004-0.00895498j -0.0068068-0.00808159j 0.0132433+0.011265j 0.00685362+0.00359614j 0.00449838-0.0140896j -0.000898428+0.00966877j -0.00867979-0.000150171j -0.0068095-0.00339458j 0.00264122+0.00419375j -0.00617473-0.00285209j -0.00626005+0.00286668j -0.00359921+0.00254182j -0.00264678-0.00538113j 0.00469109+0.00302935j 0.00276803-0.00546052j 3.07275e-05+0.00139748j 0.00194222+0.00368423j 0.00248954-0.000899812j 
