0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
-0.000239794+0.00236033j -0.000371758+0.000167589j 0.000137018-0.00338596j 0.00193669-0.00151762j 0.00182375-0.00166875j -0.00602471-0.000571081j -0.00169754-0.00264093j 0.00174564-0.0046906j -0.00159522+0.000607515j -0.00204127-0.00122734j -0.0037967+2.04089e-05j 0.00894316+0.0012461j -0.00259842-0.00284884j -0.00937135-0.00193365j -0.00409543+0.000442351j 0.00392148-0.00235533j -0.00560646-0.00223888j 0.00603496+0.00751072j -0.00350299+0.00898912j -0.00705314-0.00104129j -0.00122556-0.00232397j -0.00302858+0.00115538j 0.000710707+2.92557e-05j 0.0029676+0.000781279j 0.00378414+0.0050552j 0.00233772-0.000726869j 0.000559109-0.000936283j -0.000530975-0.00142346j -0.0016368+0.00127786j -0.000753159+3.15968e-05j 0.00114705-0.00115206j 0.00163216-0.000283643j -0.00424359-0.00292932j -0.00596959+0.000512899j -0.000527991-0.000653087j 0.00228991-0.000916767j -0.000696712+0.00251108j -0.000348731+0.002858j -0.001844+0.00108365j 0.000439993+0.00157603j 0.000952162+0.00142121j 0.00206754+0.000768981j -0.0014139-0.00271524j -0.00466492-0.00047589j 0.00312632+0.00378409j 0.00202436-8.2333e-05j 0.00194494+0.00109701j -0.002067-0.00142328j 0.000985683-0.000543085j -0.00176607-0.00187691j 0.00228021-0.000215357j 0.000207747+0.000710859j 0.000570461+0.00126384j 0.000838555-0.00169113j 0.000181509-0.00213323j 0.00210316+0.000540562j -0.00152468+0.000831151j -0.00270751-0.000395417j -0.0013704-0.00329574j -0.000283925-0.000207719j -0.00363342-0.000309953j 0.00312754+0.00463299j -0.0014124+0.00220005j -0.000834709-0.00304078j 0.00069371+0.000587428j 0.00118473+0.000335287j -0.00191543-7.28877e-06j -0.00162791-0.00162973j 0.0012091+0.000791722j 0.000280151-0.000613087j 0.00317486+0.00117433j -0.00131705+0.00309958j 0.000954138-0.000817072j 0.00275857+0.000606028j -0.002326+0.00139483j -0.00206532+0.00102065j 0.000473969+0.00079859j 
-0.00191179-0.00220433j 0.00401155-0.00302685j 0.00517587-8.10969e-05j 0.00222154-0.00414045j -0.00202379-0.000249485j -0.000630771+0.00428277j 0.00747792+0.000480018j 0.00247975-0.00115622j 0.00200176+0.000710124j 0.00335897-0.000231592j 0.00321565+0.00155217j -0.00545135-0.00849426j -0.00154271+0.00211944j 0.00257755+0.0115896j -0.00315292-0.000498148j 1.49871e-05-0.00183993j -0.00160735+0.00892552j -0.00615003-0.0101739j -0.0106002-0.00212966j -0.00275866+0.00276325j 0.0021586+0.00406966j -0.00161986+2.73598e-05j 0.000390948+0.00158247j 0.000475822-0.00122065j 0.00205914-0.00600169j 0.00223033-0.000156914j -0.00524064+0.000559108j 0.00297746+0.00570479j -0.000561159+0.000942754j 0.00134796+0.00331221j -0.000226176+0.000527728j 0.00248553-0.000405258j -0.000661828+0.00435588j -0.00310688+0.00222761j 0.00177352+0.00100087j 0.00286461+0.00205248j -0.00160476-0.00336552j -0.000227951-0.0044557j -0.000767145-0.000438727j 0.00165165+0.00131313j -1.46734e-05-0.000535749j 0.00235454+0.00108882j -0.0014909+0.00309706j -0.00142647+0.000152296j 0.000143069-0.00525901j -0.00113545+0.000120939j 0.00244076-0.00042449j 0.00118572+0.00289259j -0.0003902-0.000163039j 0.000458461+0.00269571j 0.00283267+0.00186189j 9.59921e-05-0.00051347j 0.00146148-0.00157874j 0.000920557+0.00112012j -0.000200019+0.00282532j 0.00217014+0.000975726j -0.000471413+0.000558756j -0.000633772-0.00133263j -0.000664714+0.00270855j 0.000720741+0.00111958j 0.000159848+0.00178089j 0.000891868-0.00213456j -0.000712479-0.00129256j -0.00238172+0.00208732j 0.00116733-0.00068302j -0.00277577-0.00278106j -6.68759e-05-0.000266994j 1.97295e-05+0.00174864j 0.00422112+0.000705648j -0.00204942-0.00439031j 0.0032733-0.000431522j 0.000517542-0.00118097j 0.00306871-9.04857e-06j 0.00161067+0.00436159j -0.00533496+0.000111348j 0.00232152-0.00273573j -0.00431408-0.0027078j 
-0.00215222+0.00329695j -0.00112948+0.00210369j 0.00550043-0.0037029j 0.000694646+0.000775115j 0.00023+0.00131397j 0.00253403-0.006839j 0.00523536-0.00105881j 0.00489949-0.00426388j -0.000561774+0.000193248j 0.00315989-0.00088551j 0.00243147-0.00528172j -0.00782964+0.00410444j 0.00342223-0.00197316j 0.00556121-0.00783022j 0.000981482-0.00442628j 0.00201449-0.00192268j 0.00816529-0.00459057j -0.01304+0.00838889j -0.0106866+0.000997323j 0.00236681-0.00507363j 0.00707415+0.00220956j -0.00143727+0.000105429j 0.000667098+0.000394629j -0.00333697+0.00411479j -0.00768812+0.00299004j 0.00244479+0.00104219j 0.00285235-0.0015663j 0.00447554+0.000656764j -0.00279161+0.000807635j -0.000786764-0.000244636j 0.0030481+8.8519e-05j -7.2892e-05+0.000601804j 0.00582934-0.00222577j -0.00131544-0.00168774j -0.000276294-9.8259e-05j 0.00158999+0.0024161j -0.00403488-0.0010116j -0.00684979-0.00133336j -0.00212671+0.000655882j -0.00353784+0.00224722j -0.00163947+0.00155038j -0.00114495+0.00137243j 0.0042268+2.81011e-05j -0.001395-0.00184773j -0.0043999+0.000815936j 0.00202914+0.00108035j -0.00157413+0.00227032j 0.000520258-0.000752197j 0.0020214+0.000250098j 0.00210608-0.000303594j 0.000457005+0.00150814j -0.00110503+0.000242531j -0.00285191-0.000853847j 0.00368217+0.00159335j 0.00444496+0.000840424j -8.35591e-05+0.00179343j -0.00418877-0.00124729j 0.000545039-0.00316549j 0.00365745-9.16713e-05j -0.000178469-0.000883845j -0.00100461-0.00125499j -0.00508569+0.00209347j -0.00295411-0.00240722j 0.00171195+0.000783753j -0.000975676-0.00109453j 6.30971e-05-0.000316301j -0.000522474-0.00118719j 0.0021467-0.000572946j 0.0026849-0.0004064j -0.00102765-0.00202988j -0.00103423+0.00325193j -0.0062528-0.000368784j 0.00260549-0.00133259j 0.00348086+0.00252849j -0.00149341-7.3858e-05j -0.00268661+0.00171569j 0.0028935-0.000188345j 
0.000630312-0.000280356j 0.00178383-0.00356852j -0.000687359-0.00473073j -0.000289949-0.00295759j 0.0011176+0.0020731j -0.00317667-1.16872e-05j 0.000972866-0.00789212j -0.00158867-0.00167254j 0.000942278-0.00125134j -0.000651628-0.00516278j -0.00266162-0.00259497j 5.16873e-06+0.00828651j -0.00116746-0.00150674j -0.000355965-0.0027508j -0.00500726+0.00104226j -0.00131955+0.00158103j -0.00214811-0.00226061j 0.000439758+0.00799956j -0.00447821+0.010285j -0.00367809-0.000785767j 0.00208375-0.00689502j -0.0002666+1.62281e-05j 0.00121903-0.000464595j 0.00381889+0.000334207j 0.000567001+0.00287159j 0.000632813-0.00203198j -0.00329258+0.00264612j 0.00280025-0.0035899j 0.00117947+0.00102133j 0.00230791+0.000488823j -0.000422269-0.00108593j 0.00180235-0.000802658j -0.0011118-0.0032761j -0.00105582+0.000375006j 0.00142685-0.0008563j 0.00411596-0.00240157j -0.00317772+0.00315731j -0.00222192+0.00387993j 0.000245433+1.12036e-05j 0.00397228+0.000162405j 0.000814137+0.000670783j 0.00233763+0.000294589j 0.000399395-0.00208971j -0.000728674-0.000115366j -0.00182513+0.00306779j -0.000354285+0.000296029j 0.00227257-0.000713115j 0.0020477-0.00155505j -0.000842943-0.000315393j 0.00178303-0.00175086j 0.00303017-0.000717619j 0.000606045+0.000568141j 0.000293067+0.00122183j 0.000921941-0.00290353j 0.00161206-0.00227099j 0.00238181-0.000562782j 0.000940867+0.00233056j -0.00361441-0.000152941j 0.00137723-0.00201961j 0.000461736+0.00018624j 0.000839421-0.000462206j 0.000588507+0.00313613j -0.00191934+0.00246849j 0.00198484-0.000665316j -0.000469018+0.000904139j -0.00243283+0.00179309j -0.000917027+1.80952e-05j -0.000213518-0.00142739j -0.000432764-0.00226679j -0.00354067+0.00184429j 0.00291608-0.00114786j 0.000984848+0.00274385j -0.000747789-0.00162219j 0.00222032-0.00176385j -0.00169938+0.00253249j -0.00019937-0.00165979j -0.00405988+0.00143935j 
0.000741083-0.00813139j 0.00456309-0.00385208j 0.000134561-0.000885685j -0.000800016+0.00100607j 0.00133073+0.00204706j -0.000896825+0.00273398j 0.0044711-0.00387232j 0.00217487+0.00427069j 0.00251828-0.00264173j 0.000734451-0.00374453j -0.00104204+0.000114215j 0.000701609+0.00612804j -0.00200589+0.00117137j 0.00124148+0.000684064j -0.0035007+0.000285507j -5.75037e-05+0.00707013j -0.00459625+0.00254504j -0.00112944-0.00501962j -0.00717946-0.00329303j -0.00213124-0.00184954j 0.000319462-0.00385168j 0.00040948-0.00413497j -0.000535124+0.000655825j 0.00208441-0.00145274j 0.000871292-0.000937718j 2.3063e-06+0.00136926j -0.00457308+0.00559622j 0.00156954-0.00104796j 0.00180531-0.00384464j 0.000990946+0.000198139j -0.00148397+0.00196735j 0.00233315-0.000299641j -0.000674587-0.000729504j -0.000869811-0.00541949j 0.00175669-0.000410394j 0.00282593-0.000663934j -0.000821082+0.000109615j -0.000285124-0.00102156j 0.000363662-0.00410461j 0.00256207-0.00341623j 0.000873904-0.000955892j 0.00151191-3.31614e-05j -0.000804589+0.000876328j 0.00115088-0.0049645j -0.000223304+0.00116177j -0.000571788+0.00265401j 0.00200664-0.000777534j 0.00113001-0.0028986j -0.00117899+0.00297678j 0.00212285-0.00303926j 0.00159441+0.000764774j 0.00102282-0.00173168j 0.00104548-0.00122273j -9.92182e-05+0.00106438j 0.000434581+0.000640485j 0.00115919+0.000200901j 0.00193563-0.00290009j -0.00204172+0.000817502j 0.00188217-0.0017111j -0.000172071+8.95594e-05j 0.00245391-0.00303262j -4.20044e-05+0.00235643j -0.00040966-0.00189529j 0.000937616-0.0021693j 0.000740885+0.00107259j -0.00269277+0.00180139j 0.000860202-0.00165497j 0.000146433+0.00121798j -0.000496637+0.00211519j -0.00147306+0.000342163j 0.00259086-0.000197162j 0.00173481-0.00224606j 0.000845494+0.00122447j -0.000970127+0.0049806j -0.00408335+0.00121384j 0.00196595+3.60047e-05j -0.000217491+0.00141738j 
0.00345935-0.0048871j 0.00308477-0.00176383j -0.00154225-0.00164528j -0.00287612-4.38383e-05j -0.000837527+0.000647068j -0.00112795+0.00298019j 0.0020553-0.00175925j -0.00222793+0.00293851j 0.0026942+5.28627e-06j 0.00102991-0.00174195j -0.000618552-0.000281491j -0.00315322+0.00402407j -0.00189858+0.000792167j 0.00169192+0.00196461j -0.00173766+0.000200466j -0.00420054+0.00328229j -0.00238353+0.000687417j 0.00311248-0.00278958j 0.00149005-0.000910185j 0.000149075-0.000308344j 0.00157832-0.00299105j 0.00267863-0.00157504j -0.000306068+0.000210312j 0.0014314-0.00155124j 0.000548117-0.000776345j -0.0013191+0.000543343j -0.00432022+0.00167976j 0.00141136-0.000516521j 0.00345973-0.00100386j 0.000542712-0.000112799j -0.00184488+0.000154079j 0.000975951-0.000832613j 0.000808804-0.000215475j 0.0030229-0.00121846j 0.00169996-0.000550491j 0.00102935-0.000629996j 0.000913819+0.000854816j 0.000506954-0.000151021j 0.00170076-0.00201372j 0.00334645-0.00158006j 0.000524824-0.000687893j 0.000141096-0.000905717j -0.00025827+0.000686425j 0.0033035-0.00138969j -0.000731299+0.000478066j -0.00204764+0.00107918j 0.00176744-0.000182443j 0.00192115-0.00155084j -0.00223984+0.00115337j 0.00203601-0.00145654j 0.00107191-0.000295465j 0.00131975-0.00110305j 0.000876621-0.00140783j -0.00124479+0.000217257j -0.000523116+0.000163846j 0.000288612-0.000781901j 0.00334546-0.000930495j -0.00126436+0.00145104j 0.00215631-0.000599803j 0.000309384-0.000304206j 0.00330835+0.00010306j -0.000766889+0.00130989j 0.00133291-0.00102233j 0.00226925-0.000661773j -0.000395907-2.69251e-07j -0.00229734+0.000389573j 0.00191392+0.000330018j -0.00135064+0.00112504j -0.0023548-0.000179314j -0.00129051+0.00115705j 0.0015409-0.0005099j 0.00251267+0.000474922j -0.00152067-0.000218324j -0.00292528+0.00261099j -0.00295802+0.000442401j 0.00159039+0.000983827j -0.000709753+0.000770105j 
0.00767869+0.00545601j 0.00187524+0.0050118j 0.00227505+0.00089597j 0.00177731-0.000845695j -0.000176888+0.00217438j -0.00344092-0.0014698j 0.00422043+0.00430173j -0.00229631+0.00025085j 4.8232e-05-0.000488673j 0.00363065+0.00076783j -0.00146157-4.62284e-05j -0.00177579-0.00310516j -0.00175825-0.00349013j -0.00316295-0.00104765j -0.00213564-0.0011945j -0.00437277-0.000931857j -0.00474796-0.0019468j 0.00386164+0.00148348j -0.00434633-0.00440484j -0.00117251-0.000901283j 0.00399371+0.0048777j 0.000900521+0.00179816j 0.000884804-0.000358205j 0.00538122+0.00264426j 0.00242576+0.000215417j 0.00021528+0.000209508j -0.00544497-0.00182911j 0.00193238+0.000329325j 0.00272785+0.000537756j 0.0014961-0.00142181j -0.00168197-9.07699e-05j 0.00314868+0.00384111j -0.00328528+0.000805375j 0.00117152-0.00176552j 0.000929519+0.00214891j 0.00335781+0.00164432j -0.00309948-0.000804189j 0.000608469-0.00240175j 0.00306539+0.00034829j 0.00569725+0.00210513j 0.00253404+0.000606684j 0.0044029+0.00026163j -0.0025327-0.000603506j 0.00136605+0.00169415j -0.000576857+0.000976415j -0.00134565-0.000242412j 0.00121677+0.00192043j 0.00347854+0.000433275j -0.00246056-0.000220066j 0.00330268+0.00261122j 0.000448242+0.00191433j 0.00176427+0.00271604j 0.00347984+0.00227536j -0.00142172+6.05602e-05j 0.000488223+0.000893563j 0.00204041+0.00212103j 0.00407503+0.00133681j -0.00415823-0.00335765j 2.40325e-05+0.00295504j 0.000424699+0.000337797j 0.000888874+0.00155078j -0.000419772-0.00130401j 0.00183431+0.00122351j 0.000764963+0.00131935j 0.00118459+0.000792186j -0.00220775-0.00165579j -0.00169347+0.00055061j -0.00128476-0.00248835j -0.000122674-0.000597544j -0.00301502-0.00221037j 0.000859617+0.00144203j 0.00219995+0.000137291j 0.001097+0.000778533j -0.00138633-0.00306426j -0.000897416-0.00293477j -0.00565594-0.000562917j -0.00415272+0.00495163j 
0.00166141-0.000597987j -0.000650395+0.00452655j -0.00219646+0.000398668j -0.00179751+0.00671089j -0.00303491+0.00451758j 0.00215145+0.00221143j 0.000573175+0.00172662j 0.000464973+0.00154923j 0.00349726-0.00503493j 0.00188796+0.00105884j -0.00148765-0.000837236j 0.00212212+0.00223187j -0.000493826+0.00169j 0.00168467-0.00426188j -0.00255126+0.000295283j -0.0015324+0.00380232j -0.00258156-3.62548e-05j 0.00202317-0.00440343j -0.000328606-0.0102312j -0.00244414-0.000684699j -0.000443149+0.00198104j -0.000586576-0.00264002j 0.00182157-0.000349455j -0.00029126+0.00493404j 0.00148281+0.00198332j 0.00213493+0.00094915j -0.00433776+0.00289722j 0.00343232-0.00357114j 0.00229639-0.0055556j -0.00057474-0.000129188j -0.00103488+0.00161076j -0.00072546+0.00351388j -0.00230816-0.00223339j 0.00222355-0.0056145j -0.00334707+3.50146e-05j 0.00251279+0.00112383j -0.000583506-0.00476117j -0.00216057-0.00250717j 0.000283247-0.000280328j 0.00242326-0.000701165j 0.00204623+0.00109082j 0.00169552+0.00215884j -0.000924705-0.000746949j -0.00210914-0.00231091j 0.00213699+0.00111492j 0.00204023+0.00225484j 0.00254107-0.00111474j -0.000990379-0.00139538j -0.00154538+0.0035259j -1.30009e-05+0.000402755j -0.000251666-0.000291552j -0.000221809+0.000330627j -0.0030505+0.00117981j 5.0135e-05+0.00162758j 0.00130506+0.00237984j 0.000131339+0.00139185j -0.000884964-0.00280607j 0.000279342-0.00228628j -0.00231399-0.00184381j -0.00196581-0.00112965j 0.00111997-0.00184322j 0.00519322+0.000634257j -0.000200893-0.00164147j -0.00284746-0.00253679j -0.00111455+0.000821181j -0.00113884+0.000308987j 0.000864956-0.00347976j 0.00105581+0.00188029j 0.0022699+0.00345135j -0.00205965-0.00306629j 0.00246045-0.0016994j 0.00302244-0.0004527j -0.000462137+0.00265149j 0.00814031+0.00249337j 0.000530445+0.00485963j -0.00183795+0.000106404j 0.00129993+0.00235547j 
-0.00823613-0.00269158j -0.000593275-0.00364434j -0.00381398-0.00110924j -0.000311763+0.00184833j -0.00125323-0.00160771j 0.0016944+0.000676395j -0.00372511-0.00303773j -0.000307882-0.00351919j 0.000460418-0.00273456j -0.0019397+1.97108e-05j -0.000733503-0.000997506j 0.00399379+0.00207399j 0.00279178+0.00231383j 0.000797744+0.000261818j 0.00111367-0.00126876j 0.00225618-0.00209565j 0.00194956+0.000330856j -0.00125228+0.00141372j 0.00232999-0.000238757j -9.54158e-06+0.000822736j -0.00550925-0.000592828j -0.00282615-0.00278791j -0.00120452+0.00377291j -0.00297843+0.00443489j 0.000534405+0.00119092j -0.000131481+0.000474878j 0.00357753-0.000771944j -0.00173375-0.000432988j -0.00244247+0.000180989j -0.000291306+0.00279937j 0.000647383-0.000183642j -0.00470836+0.0010949j 0.00112285-0.00404781j -0.0017846+0.00251077j -0.000733067+0.000149249j -0.00354321+1.1777e-05j 0.00358035-0.00228992j 0.00197583+0.00250337j -0.0012783+0.00167545j -0.00468183+0.00415672j -0.000334552+0.000157941j -0.00102982+0.00188269j 0.00143109-0.000902602j -0.00341387+7.82719e-05j 0.000224729-0.00170911j 0.000828186-0.00216122j -0.000366804-0.000246748j -0.00299702+0.00312031j 0.00202175-0.000258263j -0.00443591-0.000200239j -0.00132512-0.000953047j -0.00361295-0.000978242j -0.00407414+0.00268279j 0.00217793-0.00145109j -0.00195716-0.000843193j -0.00178563-0.000119062j -0.00371127+0.00351796j 0.00366033-0.000343772j -0.00243001-0.00266996j -0.00181687+0.00142507j -0.00238317+9.4487e-07j 0.00280506-0.000375976j -0.00267702-0.000125679j -0.00377351+0.000780562j 0.000117155-0.00115312j 0.000610609-0.000576552j 0.000382439-0.0022593j 0.00294407-0.000164015j 0.00258687-0.00201622j 0.000389425-0.00149327j 0.00102066-0.00257167j -0.00140718+0.00176105j 0.000315003-0.00185869j 0.00472954+0.00197409j 0.000790559+0.00302747j 0.0083919-0.00420022j -0.00114571-0.0100285j 
-0.00189886+0.00170379j -0.00378519-0.0024215j 0.00257208-0.00353243j -0.00594448-0.00436224j -0.00451188-0.00268341j -0.00374734+0.00111562j -0.0011211+0.000652091j 0.000737073-0.00225163j 0.00695843+0.000212964j -0.000111379+0.00157675j 0.000210576-0.00407426j -0.00148951+0.00327261j -0.00201118-0.00177286j 0.00332949+0.00183768j -0.000819476-0.00429744j -0.00178456-0.00388595j -0.00179728-0.000681948j 0.00172134+0.00571661j 0.0109373-0.00303162j -0.00100948-0.0036668j -0.00573335+0.0025083j 0.0032563-0.00310037j -0.00263394+0.00387997j -0.00906074+0.00417362j -0.00102885+0.00263948j -0.0011944+0.00292582j -0.00506272-0.00238553j 0.00595175+0.00354407j 0.00554052+0.00313667j 0.00143058-0.000872073j -0.00267379+6.08339e-05j -0.00666487+0.000555381j 0.00213865-0.0035926j 0.00470142+0.00187168j -0.00218138-0.00246812j 0.00138222+0.00157857j 0.00442274-4.69993e-05j 0.00413946-0.00182342j 0.000294876+0.00104149j -0.00172211+0.00446983j 0.000412713+0.00261153j 0.000642909+0.00294313j -0.00197975-0.001112j -5.74785e-05-0.00254484j -0.000600697+0.00255109j 0.000918142+0.00214209j -0.000370288+0.00340312j -9.40195e-05-0.0011051j -0.00475226-0.00144667j -0.000239467-0.000519237j -0.000634459+0.000440093j -0.00114085-0.000230573j -0.00344466-0.00191776j -0.00148077+0.000266326j -0.0015453+0.000767683j -0.00109036+0.000525973j 0.000885162-6.20866e-05j 0.00126298-0.000895751j -0.000307626-0.00257214j -0.00102469-0.00251663j -0.000151788-0.000592737j 0.00189699+0.00542497j 0.00265055-0.000863675j -0.00130022-0.00404095j 0.00131194-0.00101895j -0.000820838-0.00189944j 0.00235596-0.000763051j 6.20152e-05+0.00107536j 0.00153409+0.00323948j 0.00240478-0.00532631j 0.00256218+0.0020638j 0.00106343+0.000269091j 0.00221721+0.00035227j -0.000201938+0.0106086j -0.00666969+0.00101399j -8.18856e-05-0.00256535j -0.00198867+0.000784427j 
0.00356785-0.00136241j -0.00380053+7.97014e-05j 0.000224243-0.000317448j -0.00616201-0.00154365j -0.00168599-0.00396139j -0.00226743+0.00175553j 0.00197564-0.00220543j -0.00154047+0.00151801j 8.83836e-05+0.00296647j -0.0015242-0.000393422j -0.000333925+0.00262972j -0.00047956-0.000781341j -0.00541326-0.000335706j 0.00254061+0.0020388j -0.00127769-0.003305j -0.00436578+0.00250688j 0.00177796-0.000547271j 0.00874072-0.00226309j 0.00146807+0.0014987j -0.000542735-0.00217253j 0.00492634-0.00111754j -0.00100748-0.000546001j 0.00384494+0.00321423j 0.000166348-0.00379502j -0.00220223-0.000228684j 0.00335074+0.00314678j 0.000467783-0.00245083j 0.00270431+0.00222687j 0.00442015-0.00177619j -0.00449734-0.000793836j 0.00165062+0.00177532j 0.00164009+1.15762e-05j 0.0011165-0.000143439j 0.00123907+0.00160102j 0.000620875-0.00495263j -0.00172293+0.00282328j 0.00493094-0.00122177j -0.00217112-0.0057476j -0.00129369-0.00177152j 0.00184715-3.11334e-05j -0.00115424-0.000419551j -0.00408714-0.00282827j 0.00250476+0.000306333j 0.00130639-0.00292375j 0.00219898+0.00368821j -0.0019276+0.0025421j 0.00396818+0.00314402j -0.00100597-0.00245943j 9.6547e-05+6.48376e-05j -0.00120148-0.000868829j 0.000512832+0.00179634j 0.000459117+0.000532501j 0.000115469-0.00434368j 0.00195256+0.00186659j -0.00150709+0.0025608j 0.000417997+0.000281099j -8.70767e-05-0.00549208j 0.00166394+0.0031863j 0.00350887-0.00204653j 0.00117003-0.000469964j 0.000401688+0.000423091j -0.00107426+0.0052402j -0.00150523-0.00220924j 0.00120674-0.00194999j -0.00126822-0.0043702j 0.0002577+0.00248516j 0.00229932+0.00259441j -0.00297118+0.000478264j -0.0031015+0.00268443j 0.00103795-0.000973935j 0.00245976+0.0030135j -0.00353614+0.00048729j -0.00237524-0.0031127j 0.000290029+0.00775869j -0.00317382+0.00284416j -0.000204361+0.00167212j 0.00326208+0.00428461j 
0.00421791-0.00133661j 0.000700153-0.00107045j -0.00188503-0.00256254j -0.000733867-0.00255802j 0.00500135+0.000980372j 0.000711825+0.000626915j 0.00424536-0.000344758j -0.00130333-0.00249611j -0.00421323-0.00519472j 0.00048829-0.00306625j -0.00421189-0.000809208j 0.00186638+0.00272411j -0.000566017-0.000746102j -0.0024484+0.00142584j 0.00375211-0.000252226j -0.00394881-0.00289565j 0.00341058+0.00637888j 0.00706687+0.00594736j -0.0058278-0.00467023j -0.000293799+0.00230503j 0.00401378+0.00439329j -0.00195807-0.00644562j -0.00335136+0.00477421j 0.00622502+0.00560413j 0.000808126-0.00162725j -0.000409651+0.0038969j 0.00499361+0.00731987j -0.00351362-0.00301201j 0.00124063-0.000677365j -0.00408652-0.0045402j -0.000210699+0.00504529j 0.000357955+0.00412965j 0.000951956+0.00017351j -0.00433919-0.00231881j 0.00411989+0.0019317j -0.00538399-0.00509099j 0.00340902+0.0034001j 0.00196573-0.00265523j 0.00031617-0.00110634j -0.00137492+0.000537784j 0.000869362-0.00199529j 0.00131469-0.00547798j 0.00139558+0.00567463j 0.00118029+0.00116356j -0.000452897+0.00168115j -0.00130441-0.00447152j -0.000621201+0.00267983j -0.00096142-0.00119049j 0.00115271+0.00521817j -0.000858215-0.00263763j -0.00127116-2.35267e-05j -0.000345011-0.00113336j 0.000830322+0.0020656j 0.000630937+0.00442533j -0.00291795-0.00159315j 6.40945e-05-0.000584885j 0.000690969-0.00132155j -0.00134466+0.00341677j 0.00262197+0.00371009j -0.00207617+0.00221102j -0.00143739-4.55356e-05j -0.00249744-0.00365283j 0.000402067-0.00535866j -0.00190598+0.00255272j 0.00376677-0.00293489j -0.00265752+0.00191252j -0.00128697+0.00115569j 0.00033312-0.00131969j 0.00106499-0.00464323j -0.00106406+0.00127128j -0.000981996+7.24252e-05j -0.00245302-0.00547872j 0.00350623-0.00420065j -0.0027397-0.00015167j -0.00152625+0.000954633j 0.00247683+0.00390149j 0.00287281+0.000676343j 
