-0.00412106-0j -0.000651597-0j 0.100908-0j -0.000343422-0j 0.0145648-0j -8.58555e-05-0j -3.03545e-05-0j -7.15463e-06-0j -7.58863e-06-0j -6.32386e-07-0j -2.35676e-08-0j -0.00383076-0j -0.000597224-0j -0.000462608-0j -6.67717e-05-0j 0.0827232-0j 0.0146235-0j -4.97687e-05-0j 0.00121863-0j -4.31009e-05-0j -8.79794e-06-0j -4.39897e-06-0j -5.18424e-07-0j -6.34937e-07-0j -4.0985e-08-0j -1.29091e-09-0j -0.00251794-0j -0.00254403-0j -0.000388526-0j -0.000392552-0j -0.000296742-0j -0.000299817-0j -4.2831e-05-0j -4.32748e-05-0j -0.000265414-0j 0.0713734-0j -0.000268164-0j 0.072113-0j -4.6919e-05-0j -4.74052e-05-0j -3.90992e-06-0j 0.00839002-0j -3.95043e-06-0j 0.00513782-0j 0.00847696-0j -2.47285e-05-0j 0.00519106-0j 0.00104875-0j -2.49847e-05-0j -3.56925e-06-0j 0.00105962-0j 6.17983e-05-0j -4.37142e-06-0j -3.60624e-06-0j 6.24387e-05-0j -1.09285e-06-0j -4.41672e-06-0j -5.15177e-07-0j -3.1548e-07-0j -1.10418e-06-0j -5.20515e-07-0j -2.35145e-08-0j -3.18749e-07-0j -3.21985e-08-0j -2.37582e-08-0j -3.25322e-08-0j -1.69701e-09-0j -1.7146e-09-0j -4.62898e-11-0j -4.67695e-11-0j 
4.41672e-06-0j -6.67653e-05-0j -0.00010679-0j 3.6806e-07-0j 0.000356526-0j 0.00170161-0j 0.00182574-0j 0.000105127-0j 0.673656-0j -0.00361987-0j 1.75332e-06-0j -3.98871e-06-0j 5.9452e-05-0j 9.31709e-05-0j -0.000311059-0j -4.39714e-07-0j -0.00143746-0j 4.95433e-06-0j -8.88078e-05-0j -0.00083084-0j 0.00792775-0j 0.0245757-0j -1.49051e-05-0j -0.167803-0j 0.0003812-0j -1.30806e-07-0j 2.69858e-06-0j -2.72544e-06-0j -3.981e-05-0j 4.02062e-05-0j -6.1516e-05-0j 6.21284e-05-0j 0.000205376-0j -0.000207421-0j 2.84455e-07-0j 1.94753e-07-0j -2.87287e-07-0j -1.96692e-07-0j 0.000929907-0j -0.000939163-0j 5.74507e-05-0j -4.38864e-06-0j -5.80225e-05-0j 0.000520412-0j 4.43232e-06-0j -5.12634e-06-0j -0.000525592-0j -0.00496569-0j 5.17736e-06-0j 1.71147e-05-0j 0.00501512-0j 9.33606e-06-0j -0.00829234-0j -1.7285e-05-0j -9.42898e-06-0j 0.000131919-0j 0.00837487-0j -0.00146421-0j 0.0848966-0j -0.000133232-0j 0.00147878-0j 1.16382e-06-0j -0.0857416-0j 0.0176405-0j -1.17541e-06-0j -0.0178161-0j -2.44203e-05-0j 2.46634e-05-0j 6.44363e-09-0j -6.50777e-09-0j 
3.64285e-07-0j -1.1071e-05-0j -4.38116e-06-0j 3.03571e-08-0j 0.000181481-0j 0.000140351-0j -7.79854e-07-0j -0.00165781-0j -0.00358274-0j -0.645368-0j 0.00397071-0j 3.38623e-07-0j -1.01472e-05-0j -3.93444e-06-0j 0.000162977-0j 3.73297e-08-0j 0.000122038-0j -8.45599e-07-0j -0.0014415-0j -7.3695e-07-0j -0.0020661-0j 2.17229e-05-0j 0.00549885-0j 0.0284576-0j -0.218366-0j 0.000511043-0j -2.19005e-07-0j 2.24882e-07-0j 6.49539e-06-0j -6.66969e-06-0j 2.48328e-06-0j -2.54992e-06-0j -0.000102865-0j 0.000105625-0j -2.30851e-08-0j -1.58053e-08-0j 2.37046e-08-0j 1.62294e-08-0j -7.54696e-05-0j 7.74948e-05-0j 0.000891441-0j 7.1605e-07-0j -0.000915363-0j 4.41267e-07-0j -7.35265e-07-0j 2.0694e-07-0j -4.53108e-07-0j 0.00123713-0j -2.12493e-07-0j -8.57209e-06-0j -0.00127033-0j -0.00329258-0j -1.4136e-05-0j 8.80212e-06-0j 0.00338093-0j 3.68673e-08-0j 1.45153e-05-0j -0.0113011-0j 0.000220212-0j -3.78566e-08-0j 0.0116043-0j -0.00128125-0j -0.000226121-0j 0.065001-0j 0.00131563-0j -0.0667452-0j 0.0270678-0j -0.0277942-0j -3.62133e-05-0j 3.71851e-05-0j 
-3.6806e-07-0j 1.11857e-05-0j 4.42656e-06-0j -3.06717e-08-0j -0.000183362-0j -0.000141805-0j 7.87936e-07-0j 0.00167499-0j 0.00361987-0j 0.652056-0j -0.00401186-0j 3.32392e-07-0j -9.96048e-06-0j -3.86205e-06-0j 0.000159978-0j 3.66428e-08-0j 0.000119792-0j -8.3004e-07-0j -0.00141498-0j -7.2339e-07-0j -0.00202809-0j 2.13232e-05-0j 0.00539768-0j 0.027934-0j -0.214348-0j 0.00050164-0j -2.24882e-07-0j 2.2712e-07-0j 6.66969e-06-0j -6.73608e-06-0j 2.54992e-06-0j -2.5753e-06-0j -0.000105625-0j 0.000106677-0j -2.37046e-08-0j -1.62294e-08-0j 2.39406e-08-0j 1.6391e-08-0j -7.74948e-05-0j 7.82661e-05-0j 0.000915363-0j 7.35265e-07-0j -0.000924474-0j 4.53108e-07-0j -7.42583e-07-0j 2.12493e-07-0j -4.57619e-07-0j 0.00127033-0j -2.14608e-07-0j -8.80212e-06-0j -0.00128297-0j -0.00338093-0j -1.45153e-05-0j 8.88973e-06-0j 0.00341459-0j 3.78566e-08-0j 1.46598e-05-0j -0.0116043-0j 0.000226121-0j -3.82335e-08-0j 0.0117198-0j -0.00131563-0j -0.000228371-0j 0.0667452-0j 0.00132873-0j -0.0674096-0j 0.0277942-0j -0.0280708-0j -3.71851e-05-0j 3.75552e-05-0j 
-1.35761e-08-0j 6.19962e-07-0j -1.69701e-09-0j -1.13134e-09-0j -1.70028e-05-0j 8.16872e-08-0j -9.99974e-11-0j 0.000313816-0j -1.73534e-06-0j -0.00397071-0j -0.624032-0j -1.26197e-08-0j 5.68229e-07-0j -1.52398e-09-0j -1.52691e-05-0j -1.39119e-09-0j 7.10286e-08-0j 4.73524e-08-0j 0.00027287-0j -1.41988e-10-0j -2.01188e-06-0j 4.1854e-09-0j -0.00325516-0j 2.78496e-05-0j 0.0242559-0j -0.255597-0j 8.16183e-09-0j -8.38085e-09-0j -3.63733e-07-0j 3.73494e-07-0j 9.61881e-10-0j -9.87692e-10-0j 9.63733e-06-0j -9.89594e-06-0j 8.60332e-10-0j 5.89029e-10-0j -8.83419e-10-0j -6.04836e-10-0j -4.3925e-08-0j 4.51037e-08-0j -0.000168746-0j -4.00978e-08-0j 0.000173274-0j 8.5019e-11-0j 4.11738e-08-0j 8.01567e-11-0j -8.73005e-11-0j 1.20467e-06-0j -8.23077e-11-0j 8.03111e-07-0j -1.23699e-06-0j 0.00194911-0j -4.09247e-09-0j -8.24662e-07-0j -0.00200141-0j 3.54246e-12-0j 4.20229e-09-0j -2.22342e-05-0j 7.09856e-08-0j -3.63752e-12-0j 2.28309e-05-0j -0.0136932-0j -7.28905e-08-0j 0.00019893-0j 0.0140607-0j -0.000204268-0j 0.0442133-0j -0.0453998-0j 0.036848-0j -0.0378368-0j 
1.37168e-08-0j -6.26387e-07-0j 1.7146e-09-0j 1.14307e-09-0j 1.7179e-05-0j -8.25337e-08-0j 1.01034e-10-0j -0.000317069-0j 1.75332e-06-0j 0.00401186-0j 0.630499-0j -1.23875e-08-0j 5.57773e-07-0j -1.49594e-09-0j -1.49882e-05-0j -1.3656e-09-0j 6.97217e-08-0j 4.64811e-08-0j 0.000267849-0j -1.39376e-10-0j -1.97487e-06-0j 4.10839e-09-0j -0.00319526-0j 2.73372e-05-0j 0.0238096-0j -0.250894-0j 8.38085e-09-0j -8.46427e-09-0j -3.73494e-07-0j 3.77211e-07-0j 9.87692e-10-0j -9.97523e-10-0j 9.89594e-06-0j -9.99444e-06-0j 8.83419e-10-0j 6.04836e-10-0j -8.92212e-10-0j -6.10856e-10-0j -4.51037e-08-0j 4.55526e-08-0j -0.000173274-0j -4.11738e-08-0j 0.000174999-0j 8.73005e-11-0j 4.15836e-08-0j 8.23077e-11-0j -8.81694e-11-0j 1.23699e-06-0j -8.31269e-11-0j 8.24662e-07-0j -1.24931e-06-0j 0.00200141-0j -4.20229e-09-0j -8.3287e-07-0j -0.00202133-0j 3.63752e-12-0j 4.24411e-09-0j -2.28309e-05-0j 7.28905e-08-0j -3.67373e-12-0j 2.30581e-05-0j -0.0140607-0j -7.3616e-08-0j 0.000204268-0j 0.0142006-0j -0.000206301-0j 0.0453998-0j -0.0458516-0j 0.0378368-0j -0.0382135-0j 
0.00178329-0j 0.000281962-0j 0.000222911-0j 0.000148607-0j 3.21744e-05-0j 3.71518e-05-0j 1.31351e-05-0j 3.09598e-06-0j 3.28378e-06-0j 2.73649e-07-0j 1.01983e-08-0j -0.580361-0j 0.000258434-0j 0.000200182-0j 2.88938e-05-0j 0.00018274-0j 3.23042e-05-0j 2.15361e-05-0j 2.69202e-06-0j 1.86508e-05-0j 3.80709e-06-0j 1.90354e-06-0j 2.24335e-07-0j 2.74753e-07-0j 1.77352e-08-0j 5.58607e-10-0j 0.00108957-0j 0.00110086-0j -0.0588618-0j -0.0594718-0j 0.000128407-0j 0.000129738-0j 1.8534e-05-0j 1.87261e-05-0j 0.000114851-0j 7.86332e-05-0j 0.000116041-0j 7.94481e-05-0j 2.0303e-05-0j 2.05134e-05-0j 1.69192e-06-0j 1.8534e-05-0j 1.70945e-06-0j 1.13497e-05-0j 1.87261e-05-0j 1.07006e-05-0j 1.14673e-05-0j 2.31675e-06-0j 1.08115e-05-0j 1.5445e-06-0j 2.34076e-06-0j 1.36516e-07-0j 1.89162e-06-0j 1.56051e-06-0j 1.37931e-07-0j 4.72905e-07-0j 1.91122e-06-0j 2.2293e-07-0j 1.36516e-07-0j 4.77806e-07-0j 2.2524e-07-0j 1.01753e-08-0j 1.37931e-07-0j 1.39331e-08-0j 1.02807e-08-0j 1.40775e-08-0j 7.34339e-10-0j 7.41949e-10-0j 2.00307e-11-0j 2.02383e-11-0j 
-0.0022067-0j -0.00034891-0j -0.000275838-0j -0.000183892-0j -3.98138e-05-0j -4.5973e-05-0j -1.62539e-05-0j -3.83108e-06-0j -4.06348e-06-0j -3.38623e-07-0j -1.26197e-08-0j 0.0102222-0j -4.55191e-06-0j -3.52589e-06-0j -5.08919e-07-0j -3.21869e-06-0j -5.68989e-07-0j -3.79326e-07-0j -4.74157e-08-0j -3.28506e-07-0j -6.7056e-08-0j -3.3528e-08-0j -3.95131e-09-0j -4.83935e-09-0j -3.12379e-10-0j -9.839e-12-0j 0.00132665-0j 0.00132347-0j -0.0716694-0j -0.0714976-0j 0.000156347-0j 0.000155972-0j 2.25668e-05-0j 2.25127e-05-0j 0.000139841-0j 9.57427e-05-0j 0.000139506-0j 9.55132e-05-0j 2.47207e-05-0j 2.46614e-05-0j 2.06006e-06-0j 2.25668e-05-0j 2.05512e-06-0j 1.38193e-05-0j 2.25127e-05-0j 1.30289e-05-0j 1.37861e-05-0j 2.82085e-06-0j 1.29977e-05-0j 1.88056e-06-0j 2.81409e-06-0j 1.6622e-07-0j 2.30321e-06-0j 1.87606e-06-0j 1.65822e-07-0j 5.75803e-07-0j 2.29769e-06-0j 2.71436e-07-0j 1.6622e-07-0j 5.74423e-07-0j 2.70786e-07-0j 1.23893e-08-0j 1.65822e-07-0j 1.69648e-08-0j 1.23596e-08-0j 1.69241e-08-0j 8.94121e-10-0j 8.91978e-10-0j 2.43892e-11-0j 2.43307e-11-0j 
0.00128724-0j 0.000203531-0j 0.000160905-0j 0.00010727-0j 2.32247e-05-0j 2.68176e-05-0j 9.48144e-06-0j 2.2348e-06-0j 2.37036e-06-0j 1.9753e-07-0j 7.36151e-09-0j 0.819964-0j -0.000365129-0j -0.000282827-0j -4.08226e-05-0j -0.000258185-0j -4.56411e-05-0j -3.04274e-05-0j -3.80342e-06-0j -2.63509e-05-0j -5.37885e-06-0j -2.68943e-06-0j -3.16952e-07-0j -3.88185e-07-0j -2.50572e-08-0j -7.89229e-10-0j 0.000786496-0j 0.000727747-0j -0.0424887-0j -0.0393149-0j 9.26894e-05-0j 8.57658e-05-0j 1.33786e-05-0j 1.23792e-05-0j 8.29039e-05-0j 5.67604e-05-0j 7.67113e-05-0j 5.25206e-05-0j 1.46555e-05-0j 1.35608e-05-0j 1.22129e-06-0j 1.33786e-05-0j 1.13006e-06-0j 8.19266e-06-0j 1.23792e-05-0j 7.72412e-06-0j 7.5807e-06-0j 1.67232e-06-0j 7.14715e-06-0j 1.11488e-06-0j 1.5474e-06-0j 9.85424e-08-0j 1.36544e-06-0j 1.0316e-06-0j 9.11816e-08-0j 3.41361e-07-0j 1.26345e-06-0j 1.60919e-07-0j 9.85424e-08-0j 3.15862e-07-0j 1.48899e-07-0j 7.34492e-09-0j 9.11816e-08-0j 1.00574e-08-0j 6.79628e-09-0j 9.30618e-09-0j 5.30074e-10-0j 4.90479e-10-0j 1.44589e-11-0j 1.33789e-11-0j 
0.0828675-0j 0.00207935-0j -3.47523e-05-0j -2.31682e-05-0j 0.000479561-0j 0.000273979-0j -2.0478e-06-0j 6.946e-05-0j 4.8945e-05-0j 8.20016e-06-0j 4.59198e-07-0j -0.000258434-0j -0.568063-0j -3.12088e-05-0j 0.000430663-0j -2.84896e-05-0j 0.00023823-0j 0.00015882-0j 6.03969e-05-0j -2.90771e-06-0j 5.67449e-05-0j 1.40378e-05-0j 6.72242e-06-0j 6.16423e-06-0j 6.65009e-07-0j 2.9359e-08-0j -0.000169867-0j -0.000171627-0j 0.00123985-0j 0.0012527-0j 0.00596696-0j 0.0060288-0j -0.0823405-0j -0.0831938-0j -1.79056e-05-0j -1.22591e-05-0j -1.80911e-05-0j -1.23861e-05-0j 0.000149726-0j 0.000151278-0j 3.79591e-05-0j 0.000136681-0j 3.83524e-05-0j -1.76945e-06-0j 0.000138097-0j -1.66825e-06-0j -1.78779e-06-0j 3.45313e-05-0j -1.68554e-06-0j 2.30209e-05-0j 3.48892e-05-0j 4.09084e-06-0j 1.39499e-05-0j 2.32595e-05-0j 4.13323e-06-0j -7.3727e-08-0j 1.40945e-05-0j 5.00155e-06-0j 2.03478e-06-0j -7.44911e-08-0j 5.05338e-06-0j 3.81538e-07-0j 2.05586e-06-0j 4.1752e-07-0j 3.85492e-07-0j 4.21846e-07-0j 3.30651e-08-0j 3.34077e-08-0j 1.20361e-09-0j 1.21608e-09-0j 
-0.102543-0j -0.00257307-0j 4.30038e-05-0j 2.86692e-05-0j -0.000593427-0j -0.000339031-0j 2.53402e-06-0j -8.59524e-05-0j -6.05664e-05-0j -1.01472e-05-0j -5.68229e-07-0j 4.55191e-06-0j 0.0100056-0j 5.49695e-07-0j -7.58547e-06-0j 5.01801e-07-0j -4.19605e-06-0j -2.79737e-06-0j -1.0638e-06-0j 5.12149e-08-0j -9.99473e-07-0j -2.47255e-07-0j -1.18405e-07-0j -1.08573e-07-0j -1.17131e-08-0j -5.17113e-10-0j -0.000206828-0j -0.000206332-0j 0.00150962-0j 0.00150601-0j 0.0072653-0j 0.00724788-0j -0.100257-0j -0.100016-0j -2.18016e-05-0j -1.49265e-05-0j -2.17493e-05-0j -1.48907e-05-0j 0.000182305-0j 0.000181868-0j 4.62185e-05-0j 0.00016642-0j 4.61077e-05-0j -2.15446e-06-0j 0.000166022-0j -2.03124e-06-0j -2.14929e-06-0j 4.20449e-05-0j -2.02637e-06-0j 2.80299e-05-0j 4.19441e-05-0j 4.98095e-06-0j 1.69852e-05-0j 2.79627e-05-0j 4.96901e-06-0j -8.97691e-08-0j 1.69445e-05-0j 6.08982e-06-0j 2.47752e-06-0j -8.95539e-08-0j 6.07522e-06-0j 4.64556e-07-0j 2.47158e-06-0j 5.08366e-07-0j 4.63442e-07-0j 5.07148e-07-0j 4.02596e-08-0j 4.01631e-08-0j 1.46549e-09-0j 1.46198e-09-0j 
0.0598169-0j 0.00150096-0j -2.50855e-05-0j -1.67237e-05-0j 0.000346166-0j 0.000197768-0j -1.47818e-06-0j 5.01389e-05-0j 3.53304e-05-0j 5.91919e-06-0j 3.31467e-07-0j 0.000365129-0j 0.80259-0j 4.40935e-05-0j -0.000608464-0j 4.02516e-05-0j -0.000336584-0j -0.000224389-0j -8.53319e-05-0j 4.10817e-06-0j -8.01721e-05-0j -1.98334e-05-0j -9.49779e-06-0j -8.70915e-06-0j -9.39559e-07-0j -4.14799e-08-0j -0.000122617-0j -0.000113457-0j 0.000894971-0j 0.000828119-0j 0.00430718-0j 0.00398545-0j -0.0594365-0j -0.0549968-0j -1.29249e-05-0j -8.84909e-06-0j -1.19595e-05-0j -8.18809e-06-0j 0.000108078-0j 0.000100005-0j 2.74003e-05-0j 9.86613e-05-0j 2.53536e-05-0j -1.27726e-06-0j 9.12916e-05-0j -1.20421e-06-0j -1.18185e-06-0j 2.4926e-05-0j -1.11426e-06-0j 1.66174e-05-0j 2.30641e-05-0j 2.95292e-06-0j 1.00696e-05-0j 1.53761e-05-0j 2.73235e-06-0j -5.3219e-08-0j 9.31741e-06-0j 3.61031e-06-0j 1.46878e-06-0j -4.92437e-08-0j 3.34063e-06-0j 2.75409e-07-0j 1.35907e-06-0j 3.01382e-07-0j 2.54837e-07-0j 2.78869e-07-0j 2.38676e-08-0j 2.20848e-08-0j 8.68809e-10-0j 8.03911e-10-0j 
-0.000215352-0j 0.0083988-0j 0.00258999-0j -1.7946e-05-0j -3.88543e-06-0j 0.000431664-0j 0.000461022-0j -3.73875e-07-0j 7.67048e-05-0j 3.17951e-06-0j -1.23156e-09-0j -0.000200182-0j -3.12088e-05-0j -0.573706-0j 0.000860657-0j -2.2068e-05-0j 0.000375341-0j -2.60073e-06-0j -3.25092e-07-0j 0.000435658-0j 4.42343e-05-0j 6.68112e-05-0j -2.7091e-08-0j 6.41785e-06-0j 2.06064e-07-0j -6.74582e-11-0j -0.000131578-0j -0.000132942-0j -2.0303e-05-0j -2.05134e-05-0j 0.00149196-0j 0.00150742-0j -2.2382e-06-0j -2.26139e-06-0j 0.00342107-0j -9.49586e-06-0j 0.00345652-0j -9.59426e-06-0j -0.0581868-0j -0.0587898-0j 5.03971e-05-0j -2.2382e-06-0j 5.09193e-05-0j 0.000265114-0j -2.26139e-06-0j 0.00012433-0j 0.000267861-0j 2.69182e-05-0j 0.000125618-0j -1.86516e-07-0j 2.71972e-05-0j -1.64859e-08-0j 4.41857e-05-0j -1.88449e-07-0j -1.66567e-08-0j 2.215e-05-0j 4.46436e-05-0j 2.59021e-06-0j 4.79148e-06-0j 2.23795e-05-0j 2.61705e-06-0j -1.22878e-09-0j 4.84114e-06-0j 3.25458e-07-0j -1.24152e-09-0j 3.28831e-07-0j 8.53224e-09-0j 8.62066e-09-0j -2.41894e-12-0j -2.44401e-12-0j 
3.10834e-05-0j 0.115898-0j 3.88543e-06-0j 2.59028e-06-0j 0.00250911-0j -6.19111e-05-0j 2.28951e-07-0j 0.00073985-0j 0.000256085-0j 0.000131705-0j 1.23393e-05-0j 2.88938e-05-0j -0.000430663-0j -0.000860657-0j -0.555791-0j 3.18524e-06-0j -5.38329e-05-0j -3.58886e-05-0j 0.000643314-0j 3.25092e-07-0j 0.000296895-0j -3.17213e-06-0j 0.000107971-0j 6.56579e-05-0j 1.42759e-05-0j 9.47546e-07-0j 1.89917e-05-0j 1.91885e-05-0j -0.000280169-0j -0.000283073-0j 2.2382e-06-0j 2.26139e-06-0j 0.00144537-0j 0.00146035-0j -0.000493788-0j 1.37061e-06-0j -0.000498905-0j 1.38481e-06-0j 0.00834539-0j 0.00843188-0j -0.0997291-0j -3.08858e-05-0j -0.100763-0j 1.9783e-07-0j -3.12058e-05-0j 1.86516e-07-0j 1.9988e-07-0j 0.000180671-0j 1.88449e-07-0j 0.000120448-0j 0.000182544-0j 6.57041e-05-0j -3.15227e-06-0j 0.000121696-0j 6.6385e-05-0j 8.24293e-09-0j -3.18493e-06-0j 5.32737e-05-0j 1.06462e-05-0j 8.32835e-09-0j 5.38258e-05-0j 8.19059e-06-0j 1.07565e-05-0j 6.70589e-06-0j 8.27547e-06-0j 6.77539e-06-0j 8.88506e-07-0j 8.97713e-07-0j 4.53481e-08-0j 4.58181e-08-0j 
-0.000196589-0j -3.10834e-05-0j 0.00481364-0j 0.00479153-0j 0.000694789-0j 0.000596893-0j -1.44801e-06-0j 4.97411e-05-0j -3.62003e-07-0j -3.01669e-08-0j -1.12426e-09-0j -0.00018274-0j -2.84896e-05-0j -2.2068e-05-0j -3.18524e-06-0j -0.575116-0j 0.000697592-0j 0.000694387-0j 5.81327e-05-0j 0.000299651-0j 6.11659e-05-0j -2.09846e-07-0j 3.60424e-06-0j -3.02886e-08-0j -1.95512e-09-0j -6.15806e-11-0j -0.000120114-0j -0.000121359-0j -1.8534e-05-0j -1.87261e-05-0j -1.41556e-05-0j -1.43023e-05-0j -2.04318e-06-0j -2.06436e-06-0j 0.00184524-0j 0.00340475-0j 0.00186436-0j 0.00344004-0j -2.2382e-06-0j -2.26139e-06-0j -1.86516e-07-0j -0.0583299-0j -1.88449e-07-0j 0.000245091-0j -0.0589344-0j 0.000345019-0j 0.000247631-0j 5.0029e-05-0j 0.000348595-0j 4.97992e-05-0j 5.05475e-05-0j 2.94799e-06-0j 3.03914e-05-0j 5.03153e-05-0j 2.97854e-06-0j -5.21329e-08-0j 3.07063e-05-0j 3.58166e-06-0j -1.50495e-08-0j -5.26731e-08-0j 3.61878e-06-0j 1.6348e-07-0j -1.52054e-08-0j -1.53598e-09-0j 1.65174e-07-0j -1.5519e-09-0j -8.09532e-11-0j -8.17922e-11-0j -2.20818e-12-0j -2.23106e-12-0j 
0.000266485-0j -0.010393-0j -0.00320494-0j 2.22071e-05-0j 4.80797e-06-0j -0.000534157-0j -0.000570485-0j 4.62647e-07-0j -9.49173e-05-0j -3.93444e-06-0j 1.52398e-09-0j 3.52589e-06-0j 5.49695e-07-0j 0.0101049-0j -1.51592e-05-0j 3.88693e-07-0j -6.61105e-06-0j 4.5808e-08-0j 5.72599e-09-0j -7.67345e-06-0j -7.7912e-07-0j -1.17678e-06-0j 4.77166e-10-0j -1.13041e-07-0j -3.62951e-09-0j 1.18817e-12-0j -0.000160208-0j -0.000159824-0j -2.47207e-05-0j -2.46614e-05-0j 0.00181659-0j 0.00181224-0j -2.7252e-06-0j -2.71867e-06-0j 0.00416545-0j -1.1562e-05-0j 0.00415546-0j -1.15343e-05-0j -0.0708475-0j -0.0706777-0j 6.13628e-05-0j -2.7252e-06-0j 6.12157e-05-0j 0.0003228-0j -2.71867e-06-0j 0.000151382-0j 0.000322026-0j 3.27753e-05-0j 0.00015102-0j -2.271e-07-0j 3.26967e-05-0j -2.0073e-08-0j 5.37999e-05-0j -2.26555e-07-0j -2.00249e-08-0j 2.69695e-05-0j 5.3671e-05-0j 3.1538e-06-0j 5.83405e-06-0j 2.69048e-05-0j 3.14624e-06-0j -1.49615e-09-0j 5.82006e-06-0j 3.96274e-07-0j -1.49256e-09-0j 3.95324e-07-0j 1.03887e-08-0j 1.03638e-08-0j -2.94527e-12-0j -2.93821e-12-0j 
-0.000155449-0j 0.00606257-0j 0.00186955-0j -1.29541e-05-0j -2.80465e-06-0j 0.000311592-0j 0.000332783-0j -2.69877e-07-0j 5.53684e-05-0j 2.29509e-06-0j -8.88987e-10-0j 0.000282827-0j 4.40935e-05-0j 0.810561-0j -0.00121598-0j 3.11788e-05-0j -0.000530301-0j 3.67446e-06-0j 4.59307e-07-0j -0.000615521-0j -6.24966e-05-0j -9.43944e-05-0j 3.82756e-08-0j -9.06748e-06-0j -2.91139e-07-0j 9.53085e-11-0j -9.49784e-05-0j -8.78838e-05-0j -1.46555e-05-0j -1.35608e-05-0j 0.00107695-0j 0.000996508-0j -1.61561e-06-0j -1.49493e-06-0j 0.00246946-0j -6.85447e-06-0j 0.002285-0j -6.34247e-06-0j -0.0420015-0j -0.0388641-0j 3.63785e-05-0j -1.61561e-06-0j 3.36612e-05-0j 0.000191369-0j -1.49493e-06-0j 8.97461e-05-0j 0.000177075-0j 1.94306e-05-0j 8.30423e-05-0j -1.34635e-07-0j 1.79792e-05-0j -1.19001e-08-0j 3.18949e-05-0j -1.24578e-07-0j -1.10112e-08-0j 1.59887e-05-0j 2.95125e-05-0j 1.86971e-06-0j 3.45868e-06-0j 1.47944e-05-0j 1.73005e-06-0j -8.86983e-10-0j 3.20032e-06-0j 2.34928e-07-0j -8.20728e-10-0j 2.1738e-07-0j 6.1589e-09-0j 5.69885e-09-0j -1.74608e-12-0j -1.61566e-12-0j 
-3.84638e-05-0j -0.143417-0j -4.80797e-06-0j -3.20531e-06-0j -0.00310487-0j 7.66111e-05-0j -2.83312e-07-0j -0.000915517-0j -0.000316889-0j -0.000162977-0j -1.52691e-05-0j -5.08919e-07-0j 7.58547e-06-0j 1.51592e-05-0j 0.00978941-0j -5.61031e-08-0j 9.48184e-07-0j 6.32123e-07-0j -1.1331e-05-0j -5.72599e-09-0j -5.22934e-06-0j 5.58723e-08-0j -1.90174e-06-0j -1.15646e-06-0j -2.51449e-07-0j -1.66896e-08-0j 2.31241e-05-0j 2.30686e-05-0j -0.000341131-0j -0.000340313-0j 2.7252e-06-0j 2.71867e-06-0j 0.00175986-0j 0.00175565-0j -0.00060123-0j 1.66884e-06-0j -0.000599789-0j 1.66484e-06-0j 0.0101612-0j 0.0101369-0j -0.121429-0j -3.76061e-05-0j -0.121138-0j 2.40876e-07-0j -3.7516e-05-0j 2.271e-07-0j 2.40298e-07-0j 0.000219983-0j 2.26555e-07-0j 0.000146655-0j 0.000219456-0j 8.00004e-05-0j -3.83816e-06-0j 0.000146304-0j 7.98087e-05-0j 1.00365e-08-0j -3.82896e-06-0j 6.48654e-05-0j 1.29626e-05-0j 1.00124e-08-0j 6.47099e-05-0j 9.97276e-06-0j 1.29316e-05-0j 8.16501e-06-0j 9.94885e-06-0j 8.14544e-06-0j 1.08183e-06-0j 1.07924e-06-0j 5.52153e-08-0j 5.50829e-08-0j 
0.000243266-0j 3.84638e-05-0j -0.00595657-0j -0.00592921-0j -0.000859757-0j -0.000738617-0j 1.79182e-06-0j -6.15514e-05-0j 4.47956e-07-0j 3.73297e-08-0j 1.39119e-09-0j 3.21869e-06-0j 5.01801e-07-0j 3.88693e-07-0j 5.61031e-08-0j 0.0101298-0j -1.2287e-05-0j -1.22306e-05-0j -1.02392e-06-0j -5.27788e-06-0j -1.07734e-06-0j 3.69611e-09-0j -6.34831e-08-0j 5.33488e-10-0j 3.44365e-11-0j 1.08465e-12-0j -0.000146249-0j -0.000145899-0j -2.25668e-05-0j -2.25127e-05-0j -1.72357e-05-0j -1.71943e-05-0j -2.48775e-06-0j -2.48179e-06-0j 0.00224674-0j 0.00414558-0j 0.00224135-0j 0.00413565-0j -2.7252e-06-0j -2.71867e-06-0j -2.271e-07-0j -0.0710217-0j -2.26555e-07-0j 0.00029842-0j -0.0708515-0j 0.000420091-0j 0.000297705-0j 6.09147e-05-0j 0.000419084-0j 6.06349e-05-0j 6.07687e-05-0j 3.58943e-06-0j 3.70042e-05-0j 6.04895e-05-0j 3.58083e-06-0j -6.34763e-08-0j 3.69155e-05-0j 4.36098e-06-0j -1.8324e-08-0j -6.33242e-08-0j 4.35053e-06-0j 1.99051e-07-0j -1.82801e-08-0j -1.87019e-09-0j 1.98574e-07-0j -1.86571e-09-0j -9.85676e-11-0j -9.83313e-11-0j -2.68865e-12-0j -2.68221e-12-0j 
