0.0881293-7.51732e-13j 0.13573-0.000525918j 0.117475-0.104464j -0.023347-0.00915205j 0.0613026+0.0382093j 0.0376831+0.0301511j -0.0534014+0.0638752j 0.0291983+0.129439j -0.038118+0.0134349j -0.00197956+0.0592645j -0.0412675-0.0305523j -0.00744465-0.0343414j 0.00351578-0.0291016j -0.0392397-0.0309984j 0.00769964+0.020546j 0.0122445-0.002383j -0.0465989+0.0117727j 0.0129682+0.0346894j 0.0253362-0.0379844j 0.0236308+0.041315j -0.00260544-0.0363314j 0.00903424+0.0194359j -0.0198512+0.000476413j 0.0380611-0.0427525j -0.0104228+0.00704316j -0.0224428-0.0454697j 0.00523729-0.0206898j -0.00975773+0.0474516j 0.0168152-0.0190134j 0.0176538+0.023224j 0.0285994+0.0169328j 0.0410589-0.0197944j 0.0143167-0.0499465j 0.00515108+0.0660037j 0.0371371+0.00210248j -0.0340581-0.0543529j -0.0384025+0.0165629j -0.0467322+8.69414e-05j -0.0235038-0.025832j 0.0428597-0.0393136j -0.0668872-0.0134499j -0.0318471-0.0258451j 0.0124067+0.00758596j 0.0326185-0.00606341j -0.0507167-0.00931054j -0.000878642+0.0605022j 0.0695189-0.0139879j -0.0353155-0.137549j -0.175769-0.161448j -0.0372849+0.278563j -0.325696+0.148351j -0.11575-0.0314132j 0.0211593+0.148148j -0.0704151+0.0157395j 0.00298226-0.00367793j -0.200078+0.0556678j 
-0.00744465+0.0343414j -0.0528418-0.0122891j 0.0284763-0.0455176j 0.0248429+0.0371367j 0.0549413-0.00783099j 0.058462+0.0873056j 0.0933807-0.0291567j 0.0230489-0.155932j 0.00804868+0.0200226j 0.0147072-0.0303291j -0.0711354-0.080151j -0.093203+9.4369e-16j 0.139551-0.00336691j -0.137244+0.0923826j 0.0458955+0.0916006j -0.0944294+0.136936j 0.0504975+0.0417825j -0.0483722+0.0339297j -0.068742-0.0481208j -0.0216512-0.0633109j -0.0193143-0.0182682j 0.018522+0.0707812j -0.0715787-0.0217054j -0.0987438-0.00589245j 0.0201452-0.00452214j 0.0465835-0.0221159j 0.0549026-0.016636j -0.0693177-0.0262469j 0.00918713-0.164575j 0.105149-0.0409802j 0.035645+0.12413j -0.0631818+0.0839998j -0.147676+0.0671148j 0.0268201-0.00552145j -0.00744491+0.115544j -0.0756794-0.0957475j -0.151383+0.0380051j 0.205789+0.010203j -0.0570777-0.102695j -0.0856178+0.0181258j 0.0288611+0.239919j -0.0835888+0.0155185j 0.0171391+0.0181159j 0.0529359+0.0125j 0.0836598+0.0744373j -0.00272556+0.143339j 0.119609+0.0179263j 0.0168634+0.0413144j -0.105556-0.0372904j -0.0449812+0.0753791j -0.0313802+0.064523j 0.0180609-0.0848582j -0.0878681+0.0510337j -0.109772-0.125289j 0.065336-0.0349988j 0.0522625-0.043788j 
0.00351578+0.0291016j -0.0112083-0.0296934j -0.0128126+0.0513842j 0.0573677-0.0163916j 0.0163876-0.0310148j -0.0469953-0.0944386j 0.0011674+0.0676909j 0.0566637+0.0346776j -0.0210402+0.0214835j 0.0870807+0.0403947j 0.103597-0.0277346j 0.139551+0.00336691j -0.0609829-2.19269e-15j -0.0142117-0.0721603j 0.00807677+0.0227907j -0.0214227-0.0909915j 0.0247531-0.0710665j -0.0187264-0.0403536j 0.0480725+0.0176378j 0.0483214+0.0671478j -0.00532979+0.0296786j -0.00197951-0.117595j 0.00658563+0.0317771j 0.0222757-0.0623396j 0.0362756+0.000926243j -0.000843111+0.0706962j -0.0386985+0.00479175j 0.00325611-0.052719j 0.0197377+0.0331847j -0.0345204+0.0184712j -0.00213271+0.0576297j 0.0258211+0.0265393j -0.0968815-0.00831792j -0.0724207-0.0286503j -0.104583-0.00544714j -0.0694073-0.0212019j 0.0110873-0.0242957j 0.0123122+0.116712j 0.0319296-0.0110848j -0.0124618-0.0405877j -0.0780676+0.0810714j -0.116656+0.0105605j -0.0301283+0.0276237j -0.0936867-0.0716831j -0.0741884+0.087594j -0.0493471+0.0851042j -0.0618913-0.0555028j -0.142139-0.122682j 0.111437-0.0884258j -0.130554-0.0293029j -0.0419877-0.0877012j -0.00900744+0.0207588j -0.0237476-0.10432j 0.0386619-0.0657019j 0.0237769-0.00981741j -0.0123052+0.0545688j 
-0.0392397+0.0309984j 0.0132858-0.068342j -0.107145+0.0747055j 0.0219631-0.0469842j -0.100576+0.022423j -0.0609697+0.0498807j 0.0469455+0.0430254j -0.00749518-0.0500197j 0.0200128-0.0207796j -0.0628569-0.0174228j 0.114491+0.0475765j -0.137244-0.0923826j -0.0142117+0.0721603j 0.00126472-3.33067e-16j -0.0829074-0.0337421j 0.0102379+0.0759634j 0.0816262+0.0763571j 0.0112527+0.0385269j 0.0967353-0.0160978j 0.0930263+0.225832j -0.0750154-0.0185237j -0.0510478+0.0296513j -0.0295744+0.0880227j -0.0224977-0.0274157j -0.0258001+0.103071j -0.0411929-0.0286345j 0.064933+0.03399j -0.112817-0.0118658j 0.0947044-0.0439435j 0.016417-0.0101485j -0.0452572-0.0546428j 0.00258732-0.153054j -0.0592222-0.015031j 0.0126113+0.22886j -0.0624041-0.0269445j -0.0271356-0.0268744j 0.0188745+0.0296261j 0.123856+0.0172745j 0.0513759-0.101246j 0.198613-0.0359932j 0.0990758-0.070229j -0.0240836+0.018778j -0.0771887-0.0583101j 0.0624444-0.124252j 0.0614731+0.193722j 0.0281854-0.0228307j -0.0109302-0.0713569j 0.0892981+0.127009j 0.15829+0.0130933j 0.114785+0.0179895j -0.137166-0.171436j 0.0269456+0.166273j 0.129717-0.00625884j -0.125558+0.106322j 0.0670522+0.112323j 0.100316-0.0714994j 
0.00769964-0.020546j -0.0370638-0.00336144j 0.0720417-0.115002j -0.0150689-0.0110721j 0.190975+0.0173232j 0.0322047+0.0220933j -0.0215579-0.0137568j 0.0121395+0.0281645j -0.019209+0.0065695j -0.00108769-0.0196591j -0.0566349-0.0679187j 0.0458955-0.0916006j 0.00807677-0.0227907j -0.0829074+0.0337421j -0.284381+5.82867e-16j -0.00519645+0.041363j 0.12134+0.00854415j 0.12448-0.0713222j 0.125023+0.12063j -0.0186897-0.0370316j -0.0280167-0.0721135j -0.000405469-0.0213954j -0.0993429-0.0741257j 0.0276789+0.0709383j -0.0930401+0.0106259j 0.0458792+0.0205076j -0.0399308+0.0309729j -0.0872697-0.101149j -0.0660319-0.096182j 0.151553+0.050956j -0.0716624-0.112853j -0.00366926-0.0747652j 0.0494847-0.0461533j -0.0767214+0.00837164j -0.15801-0.0982545j 0.0340048-0.069951j -0.000308713+0.0603289j 0.0404859+0.0142962j -0.0731398-0.205343j -0.0354304+0.121607j -0.0804324-0.068235j 0.102513-0.016038j 0.116645-0.0505366j -0.0488107-0.109147j -0.0428312-0.100858j 0.116106+0.0930165j -0.0943951+0.00882233j -0.0303248+0.090423j -0.0603944-0.10689j 0.0224398-0.111011j -0.0300945+0.000730546j 0.0068336+0.112994j -0.00361014+0.0644322j 0.00573279+0.0297745j -0.0034752+0.00506822j 0.0589148+0.0526538j 
0.0122445+0.002383j -0.0213388+0.0264216j -0.0323022+0.00300987j 0.000586038+0.0407184j -0.00662611+0.0010006j -0.00452432+0.0228773j -0.0588282+0.0269362j 0.0965889+0.00848358j -0.0260138-0.00218184j 0.00606754+0.00202362j -0.0602711-0.0100506j -0.0944294-0.136936j -0.0214227+0.0909915j 0.0102379-0.0759634j -0.00519645-0.041363j 0.101996-2.11896e-15j -0.0359678-0.0465054j -0.0735548+0.0363639j 0.0584876-0.0260878j -0.0730971-0.0801005j 0.0361937+0.0658225j 0.027183-0.00901607j 0.00807981-0.117249j 0.0779903+0.0851208j 0.0101966-0.0106328j 0.01343+0.0644971j 0.0441289+0.0511196j -0.0399954-0.0810503j 0.0433813-0.0584972j -0.0601817-0.0225115j 0.0274729+0.0719834j -0.0111277+0.0154562j -0.0206121+0.0262327j -0.025769+0.041138j 0.0357491+0.00919011j 0.077772+0.152022j -0.0258586-0.12138j 0.00270479+0.0160882j -0.0298731-0.0366546j 0.0432058-0.00203926j 0.0221914+0.00895788j 0.0135638-0.0489245j 0.0210908-0.0847407j 0.0591204-0.091147j -0.10071-0.0102788j -0.0443528+0.0419982j 0.21336+0.11312j 0.0595463+0.0663879j -0.0957788-0.0290007j -0.0640609-0.154906j 0.0626412-0.0335721j -0.0405332-0.121053j 0.106538-0.0535214j 0.018359+0.0807517j -0.0134893+0.0120514j 0.0285986-0.00962127j 
-0.0465989-0.0117727j 0.0105108-0.050449j -0.0234173-0.0580747j -0.0421186+0.0241594j 0.0298161+0.0157479j -0.0213084+0.00759737j 0.0102473+0.000695047j 0.0598417+0.0286046j 0.00465712-0.00284082j 0.00427003+0.0117976j 0.103207-0.0774223j 0.0504975-0.0417825j 0.0247531+0.0710665j 0.0816262-0.0763571j 0.12134-0.00854415j -0.0359678+0.0465054j -0.0196444-1.95399e-14j -0.15277+0.0507725j -0.0188429+0.0403571j 0.0160053-0.048181j 0.0597087-0.0117155j 0.0396751+0.0270365j 0.0732158-0.0536548j -0.113604+0.0579438j 0.00258699+0.0919046j 0.0438338-0.0485225j -0.00367147+0.134164j 0.0918011-0.0838046j 0.11402+0.00664716j -0.0339489+0.0475135j -0.0365764+0.0852422j 0.0312018-0.0328445j -0.0528962+0.112446j -0.0994124-0.0134399j 0.0406486+0.0833711j -0.0998435-0.00914891j 0.0234747-0.0287607j -0.0387587-0.0296078j 0.122424-0.0129893j -0.0446754+0.150395j 0.0312716-0.104627j 0.26325-0.0484928j 0.0256818-0.0724852j 0.00928311-0.0177731j 0.0341174-0.0411498j -0.158261+0.016531j -0.1174-0.0283643j -0.0302728+0.084723j -0.0877246-0.0314864j 0.117847+0.0558121j 0.0111723-0.145476j -0.0913972+0.019833j -0.00820953+0.0423101j -0.0708296+0.097888j -0.0595562+0.0118211j 0.0287327+0.0262206j 
0.0129682-0.0346894j -0.0110994-0.0238254j 0.0376762-0.0442821j 0.0324162-0.046808j 0.0546002-4.65193e-05j 0.0409306+0.0192193j 0.0413506-0.000990638j 0.046999-0.0381227j -0.0648933+0.0127082j -0.0191683+0.0284057j -0.0496117-0.0805196j -0.0483722-0.0339297j -0.0187264+0.0403536j 0.0112527-0.0385269j 0.12448+0.0713222j -0.0735548-0.0363639j -0.15277-0.0507725j -0.141132+1.64833e-14j 0.0717531-0.0577495j -0.0483123+0.0243104j -0.022955-0.0614015j -0.0432936-0.0448696j 0.0844918+0.00733369j 0.0464944+0.0465202j 0.0747456+0.126064j 0.11085-0.00186869j 0.032197-0.0304851j -0.0396996+0.0591072j 0.046433+0.0218155j -0.113544+0.0618233j 0.015463+0.119255j 0.0742724+0.0543834j 0.0721682-0.00512171j -0.111893-0.0122083j 0.0436771+0.000534531j 0.0287917-0.00219172j -0.0991197-0.0272075j 0.0716258+0.037278j 0.0712509+0.12061j 0.132275+0.0852666j 0.157255+0.00318248j 0.0950411+0.0424232j -0.0387155-0.0738653j -0.0908159-0.0817088j -0.0903314-0.0872512j 0.106586+0.0872113j -0.0131011+0.0610103j -0.0623587-0.0117797j 0.0379252-0.0198775j -0.021276-0.106434j -0.0241205+0.113624j 0.0109995+0.0787084j 0.00430449-0.0371726j 0.0512755-0.00673405j 0.0265206+0.05564j 0.112654+0.00233892j 
0.0253362+0.0379844j 0.0078495+0.0568551j -0.00470716-0.0295237j -0.0478916+0.0386391j -0.0928628+0.0461615j 0.0277042+0.0235869j -0.0937679-0.0723792j -0.0248826-0.0026489j 0.0297479+0.0143522j 0.0316945-0.0412981j 0.0173297-0.0191493j -0.068742+0.0481208j 0.0480725-0.0176378j 0.0967353+0.0160978j 0.125023-0.12063j 0.0584876+0.0260878j -0.0188429-0.0403571j 0.0717531+0.0577495j -0.0921775+7.80993e-13j -0.0174199-0.0800945j -0.0795631+0.00155556j 0.058197-0.0612482j 0.064917-0.0590083j 0.0148436+0.127982j 0.000522006+0.05868j -0.0993036-0.0202799j -0.0209721-0.168333j -0.0248095-0.0290159j -0.0120703-0.0015544j 0.0450788+0.0791902j 0.027402+0.0333629j 0.0646741+0.0408881j 0.101701+0.0177666j 0.100752-0.0795907j -0.0157129-0.130734j -0.0140086-0.0161038j 0.0189569+0.0412654j 0.00816188+0.0743246j 0.0128724-0.105382j 0.028848+0.113036j -0.0737392-0.0729068j -0.128684-0.10241j -0.000422595+0.0592981j 0.0464563-0.0537999j 0.0212265+0.212704j -0.0623771+0.019675j 0.0173222+0.00709995j 0.00397126+0.101481j -0.0552832+0.0005187j 0.0184287-0.0679684j 0.0227264+0.0588065j -0.00233524-0.0178963j 0.00790671+0.0706729j -0.0314466-0.0175634j -0.0277399+0.0253104j -0.0588551-0.0209192j 
0.0236308-0.041315j 0.036248-0.0565823j -0.02542+0.0554629j 0.0388939-0.000922021j -0.0493164-0.0453118j 0.0188429+0.041019j -0.0232699+0.00640849j 0.0241822+0.0762505j -0.120375-0.0427456j -0.0251975-0.0214426j -0.065342+0.0132288j -0.0216512+0.0633109j 0.0483214-0.0671478j 0.0930263-0.225832j -0.0186897+0.0370316j -0.0730971+0.0801005j 0.0160053+0.048181j -0.0483123-0.0243104j -0.0174199+0.0800945j -0.16289+1.28716e-14j 0.0394335+0.123654j 0.102123+0.0841027j -0.0830584+0.0108358j 0.098277+0.00381512j 0.119135-0.036385j -0.0220124-0.0105791j 0.0336002+0.0456195j -0.00693041-0.0316548j -0.00301187-0.045514j 0.10005-0.0249331j 0.000804314+0.0423685j 0.0486121-0.0718426j -0.0392374-0.00973014j -0.00406326-0.0498222j -0.0370964+0.0460885j 0.0462768+0.098279j -0.0741567-0.128492j 0.0607015+0.0282435j -0.0458181-0.0889184j -0.00720279-0.0391737j -0.00969574-0.0584331j -0.00888541+0.0159122j 0.040783-0.0141482j -0.00293506+0.0935696j 0.0183178+0.00703664j 0.000609209+0.186082j -0.0917599+0.00335855j 0.0862861+0.0690815j -0.0391279+0.073105j 0.0594132+0.0270364j 0.0264265-0.0513192j -0.0201296+0.126362j -0.0679198+0.100128j -0.0582002-0.0132452j -0.0027675+0.0739918j 0.0303317+0.0956218j 
-0.00260544+0.0363314j -0.00849486-0.00164752j -0.0244712+0.00618379j 0.00372116+0.0192275j -0.0122357-0.0337929j 0.0481731+0.0102365j -0.00385606-0.0893746j -0.0251664-0.0536932j 0.025585-0.0257282j -0.0554818+0.0219642j -0.0141173-0.126176j -0.0193143+0.0182682j -0.00532979-0.0296786j -0.0750154+0.0185237j -0.0280167+0.0721135j 0.0361937-0.0658225j 0.0597087+0.0117155j -0.022955+0.0614015j -0.0795631-0.00155556j 0.0394335-0.123654j -0.107689+1.02696e-15j -0.111238-0.0836842j 0.0263409+0.100058j 0.012753+0.0222211j 0.11566+0.0461612j -0.0984925+0.0693198j 0.0576994-0.0264919j 0.131381-0.0610961j -0.0235241+0.0201894j -0.0632346-0.00928715j 0.0234222+0.0474716j -0.0356556+0.214763j -0.0984194-0.0259867j 0.0225533+0.105373j 0.0593427+0.131302j -0.0263818-0.0550617j 0.130673-0.179444j -0.142118+0.0425406j -0.0234625+0.150958j 0.0340669-0.0137176j 0.0715834+0.0351118j 0.0386824+0.0858367j 0.0575891-0.207378j -0.0575381-0.0213384j -0.120036+0.0290118j -0.0729787-0.00268514j -0.0926387-0.0728761j 0.0623437+0.0791465j -0.00228837-0.0337023j 0.109821-0.0829071j -0.131284-0.0564218j -0.120895+0.151918j -0.0297259-0.0809798j 0.0066152+0.00958435j -0.0220056+0.0334917j 0.0317782+0.00215093j 
0.00903424-0.0194359j 0.0599388-0.0306862j -0.0174513+0.0489795j 0.00278544-0.0603974j -0.101293+0.0401204j -0.033175-0.0305303j 0.0221709-0.101401j -0.0627885-0.0819654j 0.0365958+0.0117958j -0.0385282+0.0426688j 0.0670521-0.0593029j 0.018522-0.0707812j -0.00197951+0.117595j -0.0510478-0.0296513j -0.000405469+0.0213954j 0.027183+0.00901607j 0.0396751-0.0270365j -0.0432936+0.0448696j 0.058197+0.0612482j 0.102123-0.0841027j -0.111238+0.0836842j -0.0021918-5.63438e-15j -0.0811048-0.146284j -0.0622082+0.161072j -0.0866597-0.0240326j 0.101235+0.0564261j -0.102276+0.00897532j 0.00807659+0.0265761j -0.0104759-0.16565j -0.12534-0.0304065j -0.0258684-0.0300873j -0.144318-0.0977913j 0.0382751-0.165594j 0.0683419+0.052669j 0.0319727-0.158851j -0.195973+0.0970368j -0.0131418+0.0289016j 0.018301-0.16513j 0.0853789-0.153785j -0.0146967+0.0787439j 0.0523232+0.0719021j 0.0518104-0.126711j 0.0764294-0.0664394j -0.146299+0.0236368j 0.0375235-0.102216j -0.0764426+0.0280844j 0.0669822+0.00442743j -0.0517783-0.0869662j 0.0825235+0.08374j -0.00750834+0.0474947j 0.0465049+0.0737731j 0.0555604+0.0100057j -0.10939-0.168794j 0.117655-0.0766596j -0.0466242+0.0331608j 0.00246883+0.0521637j 
-0.0198512-0.000476413j 0.00463707+0.00793624j -0.0473017+0.0568315j -0.0243332+0.00663293j -0.105279+0.0422065j -0.0487891-0.0534918j 0.00760705+0.0157571j 0.0528807-0.136889j 0.014689+0.0277986j -0.0390578-0.00123656j -0.0146395+0.025931j -0.0715787+0.0217054j 0.00658563-0.0317771j -0.0295744-0.0880227j -0.0993429+0.0741257j 0.00807981+0.117249j 0.0732158+0.0536548j 0.0844918-0.00733369j 0.064917+0.0590083j -0.0830584-0.0108358j 0.0263409-0.100058j -0.0811048+0.146284j -0.0369756+3.18495e-15j -0.0604585+0.0999946j 0.0557351+0.00742284j -0.0726074-0.0610243j -0.039128-0.0163443j -0.0361205+0.013407j 0.0587612-0.05972j 0.114685+0.0429166j 0.0373665-0.0766416j 0.132192-0.0471386j 0.0133238-0.0265288j 0.000654403-0.0581199j -0.0653307+0.0806696j -0.127246+0.0322702j 0.141485+0.139196j -0.0170088+0.0677024j 0.0842662+0.0765784j 0.0534032-0.029834j -0.0834126+0.0610735j 0.0200224+0.0379111j -0.0210249-0.0194989j -0.146874+0.0868187j 0.025506-0.125871j -0.01371-0.170819j -0.0642912+0.0242496j -0.00336326+0.00908906j -0.0910784-0.131401j -0.0406405+0.0228294j 0.0882055+0.0369866j 0.0637571-0.125537j -0.0632518-0.047186j 0.0109397-0.0153026j -0.0819084-0.0359968j -0.0675473+0.0186506j 
0.0380611+0.0427525j 0.00560001-0.0124965j -0.041389+0.0163673j 0.0126959+0.0103724j -0.104539+0.0556076j 0.0141347+0.0281742j -0.0856178-0.0184353j -0.0281624-0.0111718j -0.00176406+0.0489277j 0.0493382+0.00947971j 0.00391935+0.0311252j -0.0987438+0.00589245j 0.0222757+0.0623396j -0.0224977+0.0274157j 0.0276789-0.0709383j 0.0779903-0.0851208j -0.113604-0.0579438j 0.0464944-0.0465202j 0.0148436-0.127982j 0.098277-0.00381512j 0.012753-0.0222211j -0.0622082-0.161072j -0.0604585-0.0999946j 0.199774+6.06459e-15j -0.0512038+0.0177317j 0.0830243+0.0502862j -0.0969575-0.0246209j -0.0656555+0.141582j 0.0659494-0.117973j -0.101542+0.151709j 0.00109757-0.0916147j 0.037021-0.0261987j -0.0438179-0.0843648j 0.0945385-0.00494047j -0.0517688-0.00275399j 0.253005+0.0396122j -0.0527385+0.0322725j 0.0340327-0.00478703j 0.0164988+0.0896657j 0.0383257-0.0495688j 0.127333-0.122165j 0.165245+0.233632j 0.0014847-0.0991637j -0.0673968+0.0648347j 0.0372988-0.10785j -0.0186863+0.0259853j 0.0307563-0.0854665j -0.00116042+0.165968j -0.0436896-0.0292371j 0.078274-0.0302759j 0.0856115-0.025509j -0.0601002-0.0900025j 0.00400942-0.0594243j -0.0527745-0.0624705j 0.0467115+0.0104021j -0.0190743+0.00538225j 
-0.0104228-0.00704316j 0.0818362-0.0823502j -0.110005+0.0790524j -0.0311256+0.0573207j -0.180827+0.0267593j -0.0559601+0.0301077j -0.0451034+0.0660185j -0.00938988+0.000513067j 0.0191277+0.00737584j -0.0046912-0.0319948j 0.119715-0.0232607j 0.0201452+0.00452214j 0.0362756-0.000926243j -0.0258001-0.103071j -0.0930401-0.0106259j 0.0101966+0.0106328j 0.00258699-0.0919046j 0.0747456-0.126064j 0.000522006-0.05868j 0.119135+0.036385j 0.11566-0.0461612j -0.0866597+0.0240326j 0.0557351-0.00742284j -0.0512038-0.0177317j 0.0256171-3.70964e-13j -0.0462751+0.172749j 0.0435541+0.0134011j -0.100349+0.0242285j 0.0238503-0.00245545j 0.0313421+0.00893599j -0.094103+0.0798614j 0.0422356+0.0736713j -0.0735102+0.173787j 0.103982+0.0197539j -0.0754172-0.114175j 0.100726+0.101793j 0.179455-0.0852409j 0.133338+0.0413009j -0.0408967+0.0431506j -0.0234436+0.0541447j 0.0169457-0.0818959j -0.00245433-0.0416525j -0.0196218+0.0987967j 0.0222475-0.0284924j 0.0323656+0.0729807j -0.070896+0.0630294j -0.00348648+0.168429j -0.00850032+0.0492681j -0.0948399+0.0803285j -0.067919-0.000334487j -0.0197929+0.102381j 0.0414952-0.05933j -0.0738112-0.0662063j -0.0179952+0.00648385j 0.0145374+0.074415j 0.00782999+0.0214651j 
-0.0224428+0.0454697j -0.0279594-0.0128751j -0.0621746+0.0594144j -0.0172125+0.0526462j -0.0753782+0.00901774j -0.0549426-0.00329452j -0.0205623+0.035126j 0.0213226-0.0523824j 0.0156566+0.0123835j 0.091055-0.00378214j 0.0670346+0.0983151j 0.0465835+0.0221159j -0.000843111-0.0706962j -0.0411929+0.0286345j 0.0458792-0.0205076j 0.01343-0.0644971j 0.0438338+0.0485225j 0.11085+0.00186869j -0.0993036+0.0202799j -0.0220124+0.0105791j -0.0984925-0.0693198j 0.101235-0.0564261j -0.0726074+0.0610243j 0.0830243-0.0502862j -0.0462751-0.172749j -0.261957+3.71161e-14j -0.0155449-0.0331363j 0.0711888+0.0295783j 0.0231682-0.0714681j 0.0261525+0.157285j 0.0739243+0.0616611j -0.146344-0.0835682j -0.0690052+0.0101791j -0.00953455-0.0301366j 0.132154+0.068743j 0.0112335-0.0327692j -0.0449207+0.0902841j 0.00635957-0.0184845j 0.0385543-0.0583104j -0.0433299-0.0636323j 0.0378012+0.171455j 0.0836453-0.00259045j 0.0737347+0.00955635j 0.0659113+0.0604879j -0.13078-0.0683651j -0.0972289+0.087549j -0.0109036+0.0787479j 0.081981-0.0286749j -0.0991864-0.0205839j 0.00206138-0.127832j -0.10305-0.063531j -0.0843354-0.0769452j -0.0314602-0.058583j -0.021865-0.0474601j -0.0121507+0.00950899j -0.0111645+0.0081399j 
0.00523729+0.0206898j 0.0157732-0.00754509j -0.0141916-0.0176024j -0.0148186+0.0413803j -0.0213993-0.0122429j 0.00624037-0.00926474j -0.0429187+0.0762703j 0.0112988+0.0567607j 0.0113976+0.00873649j -1.58719e-05-0.0672144j 0.0387685-0.0905677j 0.0549026+0.016636j -0.0386985-0.00479175j 0.064933-0.03399j -0.0399308-0.0309729j 0.0441289-0.0511196j -0.00367147-0.134164j 0.032197+0.0304851j -0.0209721+0.168333j 0.0336002-0.0456195j 0.0576994+0.0264919j -0.102276-0.00897532j -0.039128+0.0163443j -0.0969575+0.0246209j 0.0435541-0.0134011j -0.0155449+0.0331363j 0.0187746-8.32667e-15j 0.169587-0.0313712j -0.000580439-0.0104665j -0.000451205-0.000113751j 0.077895+0.0128227j -0.0804135-0.0629996j 0.0998033-0.222146j 0.0487435+0.0054208j -0.0138281+0.108289j -0.0968937+0.0672308j -0.0726678-0.129015j -0.0837403-0.0527556j 0.0985949+0.0697111j 0.122435-0.247462j 0.0350245+0.20124j 0.0046046+0.126678j 0.0996785-0.217628j -0.0240689+0.117843j 0.0513644+0.0972377j 0.0520322+0.0517039j 0.0335131+0.0624631j 0.074831+0.0158903j -0.05651+0.0429149j -0.0648193-0.029334j -0.0968958+0.0279134j 0.0261913+0.0335237j 0.0439041+0.0724807j -0.0350427+0.0486761j 0.060408+0.0331896j -0.0057627-0.0382084j 
-0.00975773-0.0474516j 0.0412091-0.0209644j -0.0569788+0.105742j 0.0281291+0.0230843j -0.0673467-0.0373447j 0.0325437+0.0613155j 0.0220155+0.0033181j -0.00749157-0.0732325j -0.0270136-0.0490154j -0.0640618+0.0300836j 0.0365984+0.10515j -0.0693177+0.0262469j 0.00325611+0.052719j -0.112817+0.0118658j -0.0872697+0.101149j -0.0399954+0.0810503j 0.0918011+0.0838046j -0.0396996-0.0591072j -0.0248095+0.0290159j -0.00693041+0.0316548j 0.131381+0.0610961j 0.00807659-0.0265761j -0.0361205-0.013407j -0.0656555-0.141582j -0.100349-0.0242285j 0.0711888-0.0295783j 0.169587+0.0313712j 0.0745461-1.17129e-14j 0.0041139-0.0584733j 0.0182315-0.03856j -0.0839162+0.0424474j -0.0863217+0.0402935j 0.107234+0.00385243j 0.0650632-0.0198193j -0.00699911-0.0618583j -0.022261+0.0230348j 0.0272525-0.0137585j -0.0111557-0.0760611j 0.0434396+0.100935j -0.00533758-0.0414015j 0.0468243-0.106343j 0.096371+0.0655805j 0.11396-0.0485539j 0.0175302+0.00666686j -0.060467-0.132607j -0.035969-0.0381654j -0.00730214+0.0787928j 0.0565037+0.0269777j -0.080363+0.0336493j 0.0439116-0.017975j 0.0167306+0.0651815j -0.010406-0.0447437j -0.0751183-0.061263j 0.00982382-0.00516614j -0.0283215+0.0137394j 0.0225868+0.00889461j 
0.0168152+0.0190134j 0.000979833+0.00718243j 0.062602-0.0856819j -0.0180145-0.0103644j 0.00221587+0.0442366j 0.0431005+0.0141807j -0.0340489-0.00608885j -0.0714726+0.0849352j -0.0169594+0.0391229j -0.0595541+0.0120037j -0.135054+0.081819j 0.00918713+0.164575j 0.0197377-0.0331847j 0.0947044+0.0439435j -0.0660319+0.096182j 0.0433813+0.0584972j 0.11402-0.00664716j 0.046433-0.0218155j -0.0120703+0.0015544j -0.00301187+0.045514j -0.0235241-0.0201894j -0.0104759+0.16565j 0.0587612+0.05972j 0.0659494+0.117973j 0.0238503+0.00245545j 0.0231682+0.0714681j -0.000580439+0.0104665j 0.0041139+0.0584733j -0.0735612+6.86604e-15j -0.135968-0.0169112j -0.143621-0.00390925j 0.0536504-0.101512j -0.0725675-0.143343j -0.00704299+0.0419417j -0.0728048-0.0337491j -0.105108-0.0922042j -0.0983631-0.0308617j 0.183931-0.0132984j 0.163942-0.105267j -0.0159723+0.0219478j 0.0369405+0.144778j 0.114273+0.0496375j -0.0370127-0.0132088j 0.0851524-0.00172295j -0.102939-0.000960971j -0.0188578-0.0484296j -0.00677962+0.0105789j -0.0262002-0.00931143j 0.0481242+0.00653794j 0.0637874-0.0550778j -0.0158141+0.00520499j 0.0205362+0.0554928j 0.0854462+0.042448j 0.0270965-0.00504311j 0.0689234+0.0186536j -0.0122215-0.0227615j 
