-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.021606-0.00387707j -0.00866568-0.00827247j 0.0222912+0.00222776j -0.0456996+0.00526187j -0.0758602-0.0109501j 0.134867+0.00311371j 0.0552852-0.00440092j 0.0428545-0.00358459j 0.0417794-0.00294995j 0.0749843+0.00403692j 0.070279+0.00395239j -0.00185909-0.000448964j -0.0645137-0.00951208j -0.018707+0.00571841j 0.0296874-0.0151867j -0.024254-0.0104842j 0.034457-0.0159505j 0.0223237-0.00818794j -0.0367728-0.00182272j 0.0527403-0.000524926j 0.0131507-0.00334232j -0.00906098+0.00348281j 0.0119553+0.00361395j 0.0059576-0.00270839j -0.00515592+1.01481e-15j -0.00100123-0.00086499j 0.00556479-0.00175259j 0.00529869+0.00306869j 0.00625996+0.00204751j -0.0121054+4.96269e-05j -0.0218477+0.00650281j -0.0133658+0.000905707j 0.0140316+0.00442661j 0.0236992+0.00231061j 0.00252384+0.0128109j 0.00391841-0.00904145j 0.0162671-0.00340975j -0.0127125+0.00826754j -0.0162643-0.00449483j -0.00660785+0.000629927j -0.011892+0.0103816j 0.00584925+0.00147934j 0.00187954+0.00260316j -0.0158568-0.0027024j -0.0140981-0.000324327j 0.000770243-0.0124083j 0.00574771-0.000739961j -0.00227963+0.000513384j 0.000812084+0.00876713j 0.0195251-0.000198127j -0.0136429-0.000321336j 0.000355884+0.00118241j 0.00858312-0.00327878j 0.0195845+0.00514996j 0.00246256-0.0392259j 0.000181928+0.0203944j 0.0281994+0.00851191j -0.0120273+0.0148822j -0.016346+0.00745072j -0.0217938+0.0105898j -0.0159066-0.00501599j -0.00695152-0.0261262j -0.011911+0.0387834j 0.0391452-0.0363464j -0.00095822+0.0248806j -0.000323394+0.0491072j -0.0130196-0.00492898j -0.0572683+0.014337j -0.0530561+0.0362367j -0.0121187+0.010754j 0.0100535+0.0146041j 0.0325784-0.0929395j 0.0186702-0.0283195j -0.0129463+0.051474j -0.0153315-0.011197j 0.0110694+0.024914j -0.0749683-0.0644192j -0.0549067+0.0125296j -0.0300633+0.0186346j -0.0446331-0.000355935j 0.075467-0.0115327j -0.0243512-0.0743883j 0.00536575+0.0360937j 0.0149732+0.0400117j -0.0488195-0.0245136j 0.0135049-0.0495075j 0.0377333-0.042723j -0.0261716-0.0352588j -0.0189008-0.0130534j -0.0573534-0.030214j 0.0286927+0.0260873j -0.0122733+0.00836307j 0.0221505+0.0239431j -0.0676146-0.0164567j -0.0200896-0.0147488j 0.0124612-0.00632784j -0.00105036+0.00440078j 
-0.0333048-0.00514758j -0.0122467+0.00249454j -0.0234448-0.00376886j 0.044594+0.00105169j -0.0981183-0.00710578j -0.0258668+0.00219515j 0.0225573-0.00789052j -0.02067+0.00519299j -0.0649139-0.0121484j -0.0491272+0.00153399j 0.130377+0.00903491j -0.0587047+0.00199445j 0.0163043-0.0227521j -0.0953116-0.00298138j 0.0195534-0.00726751j 0.0197315-0.000777642j -0.0364341-0.00496876j -0.0212141+0.0023393j -0.0191177-0.00200382j 0.0134134+0.00400817j 2.29128e-05-0.000333523j 0.018003-0.0018592j 0.0127597+0.00186553j -0.00291831+0.000835114j -0.00100123+0.00086499j 0.0140313-3.48246e-15j -0.00179741+0.0015351j -0.00379855+0.00277114j 0.0140154-0.00173447j 0.0160907-0.000966086j 0.0179884+0.000828421j 0.00335228-0.00149517j -0.00843487+0.00348893j -0.0132663+0.00308991j 0.00494012+0.00638584j -0.0115507-0.00551487j -0.00662559-0.00226885j 0.0262405-0.00159766j -0.0123997+0.00160375j 0.0094231-0.00373934j 0.00585858-0.00292617j -0.0149409+0.00138664j 0.00158467-0.000361645j 0.000643116-0.0104237j -0.00167846+0.00167844j -0.00452671+0.017667j -0.00477863-0.000610015j 0.0101377+0.00187938j 0.00256874+0.00237588j -0.00807638+0.00633138j 0.00656986-0.0133135j 0.0012977-0.00375827j -0.00130431+0.0123246j -0.0237421+0.0105914j -0.00944476-0.00219835j 0.0129284+0.000256444j -0.00221826-0.00151103j -0.010506-0.0157421j 0.00809592-0.0446809j 0.0409591-0.00284512j 0.00638551-0.0198549j -0.00682178+0.0195028j 0.0256069-0.0567717j -0.0161668+0.00316281j -0.0422299+0.00204955j -0.0357572-0.015312j 0.0239877+0.0211743j 0.0120956+0.0129627j -0.0162069+0.0556063j 0.0264961-0.0708323j -0.0174314+0.0137306j 0.0696576-0.043154j -0.0124323+0.0530162j 0.0308625+0.06366j -0.0131141-0.0462876j 0.0400617-0.058623j -0.0363031+0.0163024j 0.058217+0.0184891j -0.0365836-0.051195j 0.00744538-0.00190248j 0.100911+0.0137477j -0.0453822-0.0708924j -0.0242374+0.00705176j -0.0268227+0.0423619j 0.0170957+0.0324879j -0.0104777-0.00435458j -0.00601796+0.0201644j 0.0234305-0.000914472j 0.0108315+0.0227011j -0.069155-0.0242142j -0.00266745-0.00943368j -0.00977624-0.0160614j -0.0100293+0.00961311j 0.00459467+0.0114023j 0.023372+0.012958j 0.00845598+0.0128336j -0.0160505+0.00232901j 
-0.0295803-0.00241423j -0.0220666-8.03412e-05j -0.00755411+0.00111662j 0.0684532+0.00829395j -0.0106899-0.00718671j -0.0602713+0.00208662j -0.143247-0.0043573j 0.000150604-5.02225e-05j 0.00435709+0.00171601j -0.0593936+0.00604155j 0.03674+0.00308188j 0.0848821+0.000358566j -0.0210459+0.0148107j -0.0749667+0.00378084j 0.0398898+0.00136278j 0.0255816-0.00701166j -0.0846955+0.00263503j -0.0528839+0.00139634j 0.00512868-0.000552404j -0.00313891+0.00291252j 0.00694719+0.00274629j -0.0166525-0.00268235j 0.00736946-0.00165011j -0.00509815+0.000483273j 0.00556479+0.00175259j -0.00179741-0.0015351j -0.0304384+1.90993e-15j -0.0184939+0.00139609j -0.0105644-0.00115551j 0.0357886+0.00115907j 0.000521607-0.002397j 0.0158028-0.000170459j 0.00183639+0.00119002j -0.0175446-0.00236129j -0.0102575-0.00311165j 0.0306178-0.00076413j 0.00860842-0.00155328j 0.00978528-0.00134881j 0.00106526-0.0017837j 0.0113254-0.00198273j 0.00589559-0.00603767j -0.00972718-0.00263902j -0.0224426-0.000615927j 0.0108367-0.00314203j 0.00697625+0.00106871j -0.00546844+0.00859728j -0.022904+0.00347679j -0.00280114-0.00535005j -0.00336911+0.00388692j 0.000304666-0.00511239j 0.00696374-0.00190913j -0.00132984+0.0234419j 0.00889492+0.0200241j -0.00523763+0.00823764j -0.00514297-0.00377328j 0.00828348+0.00100528j -0.025029+0.0166619j 0.0206589-0.016701j 0.014602+0.00992135j 0.0434682-0.0349856j 0.0264025+0.0145647j -0.0123907+0.0342688j -0.00846712-0.0125544j 0.0072079-0.0382405j -0.0252772+0.0168967j 0.0298006-0.0316052j 0.0645881-0.0495216j -0.0249754-0.0188208j 0.0391192-0.0203058j 0.0381759-0.035231j 0.0136304-0.104687j -0.00956366-0.0128352j 0.0386128+0.0129291j 0.0376165-0.0197546j -0.0134935-0.0678903j 0.0697987+0.0230635j 0.0549001+0.0443091j -0.0410146-0.0345913j 0.0418279-0.0488713j 0.0378629-0.00472988j 0.0254484+0.00456003j 0.00720652+0.00930175j -0.0394216-0.0704428j -0.00875333+0.00521279j 0.0222113+0.0385051j -0.023345-0.0208025j -0.0116505-0.00426203j 0.0198518+0.0145919j 0.0630433+0.025755j 0.00168567-0.0107211j -0.0139225-0.00858564j -0.00368661+0.0156695j 0.0125738+0.00938581j 0.0121753+0.00500637j -0.00644923+0.0224654j 0.0152299+0.00429603j 0.0119132+0.0101008j 
-0.0105389+0.00230759j -0.00210053+0.00338728j 0.0235989+0.0029223j 0.078142+0.00469306j 0.012193+0.0164867j -0.000715286-0.00820368j -0.00729475+0.00074696j -0.118506-0.0116893j -0.0394612+0.00611543j 0.069209-0.00151921j -0.0524564+0.00791423j 0.0442067+0.00834743j 0.00524498-0.0207974j 0.00794642-0.00752775j 0.0139987-0.0055197j 0.026947+0.00486677j -0.0338663+0.00863056j -0.0440845-0.00132221j 0.0179782+0.0027218j -0.000911615-0.00107252j 0.00154482-0.000254156j 0.00987139+0.00423296j 0.00418614-0.00221586j -0.00529508+0.00286774j 0.00529869-0.00306869j -0.00379855-0.00277114j -0.0184939-0.00139609j -0.0199963+2.94036e-16j -0.0044909+0.00101658j 0.00808216-0.000888269j -0.00665474-0.00803805j -0.00201184-0.0015819j -0.0187166+0.00687273j -0.00973099+0.00438402j -0.0231742-0.00122455j 0.0160879+0.0024701j 0.00307978+0.000948489j 0.00239828-0.00197554j 0.0102063-0.00503917j 0.0036131+0.000933657j 0.0017561-0.00731294j -0.00591167-0.00274124j -0.0273469+0.00549044j 0.0143639+0.00640172j 1.15881e-05+0.00621287j -0.00423368-0.0102786j -0.0154889+0.00516807j -0.0177377-0.0010263j -0.00265901+0.00813521j 0.00872656-0.0120072j 0.0322723+0.00758322j -0.00342672+0.0276016j 0.0166412+0.00617126j -0.016392+0.0307108j -0.0253653+0.00255085j 0.0119905+0.0351703j -0.0291712+0.0241037j 0.019547-0.0404228j -0.0425759-0.0122074j -0.0129618+0.00557267j 0.0292552+0.00692125j -0.0249757-0.0189898j -0.00659755+0.00613696j 0.0266781-0.0354348j -0.00659008+0.0172287j -0.0104455+0.0156543j 0.00885804+0.028307j -0.0453515-0.0206849j -0.0310692-0.0118555j -0.0189283-0.0279978j -0.0165067+0.0269981j 0.00057248+0.0583913j -0.052693+0.0638973j 0.0166568-0.0394443j 0.0345354-0.012972j -0.033159+0.0164262j 0.0248517-0.0711238j 0.0440956+0.00120961j -0.015594-0.0309962j 0.0216797+0.0698965j -0.00334656-0.0294434j 0.0535212+0.0599596j -0.0053656-0.00328839j 0.0518201+0.0106769j 0.00999461+0.0130175j -0.0781368-0.0100813j 0.0125556+0.00687979j -0.00543093+0.0237222j -0.000237889-0.000535192j 0.0228804+0.0082145j -0.022418-0.0103994j 0.00477205+0.0104085j 0.00362527-0.000515885j 0.0218594+0.00406905j -0.0199633+0.00997757j 0.00558476-0.00197203j 0.00833918+0.00364391j 
-0.0219175-0.00358027j -0.0128727+0.00113557j -0.00866284+0.000311607j 0.0544604+0.00600805j -0.0470627-0.00270465j -0.00392997-0.0037864j 0.027386+0.00182539j -0.0697751-0.00277612j -0.0240631-0.00413342j 0.09108+0.0127289j 0.0294625-0.0037085j -0.0190344+0.0255656j -0.0110998-0.0020955j -0.0583192+0.00475141j 0.0217152-0.00778895j 0.0229932+0.000687712j -0.0238127-0.00157438j -0.0250515+0.00100444j -0.00782721+0.000329053j 0.00848907-0.000321172j 0.00448656+0.00112269j 0.00920385-0.00233621j 0.000220123-0.00322265j -0.0178922+0.00235729j 0.00625996-0.00204751j 0.0140154+0.00173447j -0.0105644+0.00115551j -0.0044909-0.00101658j -0.00175633-2.93342e-15j 0.00942034-0.000998083j -0.00241367-0.00476633j 0.0146195-0.00239196j -0.00311528+0.00321634j -0.0166196+0.00529662j -0.00437841+0.00423132j 0.00239739-0.00457076j -0.000780705-0.000966221j 0.0132796-0.00156432j -0.00522663-0.00113471j 0.00644002-0.00171164j 0.0032436-0.00408974j -0.00878803+0.0018879j -0.00978916+0.00154762j 0.00484835-0.00297802j 0.00660843+0.00495895j 0.000852722+0.00775988j -0.00656343+0.00185954j -0.0069971+0.0021514j 0.00974724+0.00196377j -0.0108886-0.000113797j -0.0165239-0.000929937j 0.00931483+0.0074927j -0.0119187+0.0089545j -0.00828924+0.0104496j -0.0103016-0.00788592j 0.00907963-0.0183424j -0.0279856+0.00230687j 0.0158277-0.0229128j -0.00358074-0.00359921j 0.0392433-0.030207j 0.0107477+0.00229221j -0.0170485-0.0230423j -0.0219416-0.0491893j -0.00868884-0.0229644j -0.0180586-0.0225391j -0.0556023+0.0451736j -0.0216674+0.0445173j -0.0197584+0.0247976j -0.0615832+0.0178962j -0.0133096-0.0601273j 0.0220027+0.016307j 0.0295279+0.0352424j -0.0393788-0.0198974j 0.0504682+0.0031664j -0.0220037-0.0194725j -0.0285985+0.051237j -0.020249-0.0605602j -0.0183051+0.0229634j -0.00143992-0.00617034j 0.00740048-0.0304051j 7.8017e-05-0.0339328j 0.0387083-0.0118602j -0.02032-0.0265855j 0.0307513+0.039279j -0.0498658+0.00149758j -0.011904-0.00906692j -0.0117782-0.000286445j 0.0156657+0.00341415j 0.0235853+0.0143069j -0.0346756-0.0151595j -0.00079255-0.00590516j -0.00566439-0.00562248j -0.000820054+0.00876123j -0.00102922+0.0061396j 0.00321703+0.0114642j 0.00879774+0.00531005j -0.00889253+0.00379542j 
0.00804806+0.00663008j 0.0244293+0.005242j -0.038245-0.00017497j -0.0491703-0.0043545j -0.00235292-0.00487446j 0.0149486+0.00218248j 0.055777-0.00237007j 0.0138029-0.000633171j -0.139523+0.000383453j 0.00371391-0.0017265j 0.000812713+0.0128134j -0.106659+0.0179037j 0.00296222-0.00346446j 0.0332943-0.00280738j -0.035366+0.00159371j -0.0426265+0.00377778j 0.0306932+0.00604447j 0.0189754-0.00415953j 0.000301824-0.0010087j 0.002489+0.00153652j -0.0200091+0.00376301j -0.0220895-0.00290686j 0.0199509-0.000197274j 0.0171412+0.00218456j -0.0121054-4.96269e-05j 0.0160907+0.000966086j 0.0357886-0.00115907j 0.00808216+0.000888269j 0.00942034+0.000998083j -0.0168806+5.55112e-17j 0.011736-0.000234868j 0.00299775-0.00230245j 0.00117141-0.00139728j 0.00936943+0.00214703j 0.0253144-0.00116648j -0.0156273+0.00305475j -0.00281485+0.00572213j -0.00633194+0.00226148j 0.0146591-0.000934572j -0.00864699+0.00446807j -0.00192232-8.88213e-05j 0.00884532-0.00353529j 0.00245003+0.00161724j 0.00570256+0.00965576j 0.0205371+0.00095239j 0.00349911-0.00583503j -0.0118897+0.00819928j -0.0106901-0.00791334j 0.00132035-0.0177915j 0.00412242-0.00167448j -0.00353863+0.00822771j -0.00757307+0.0245565j 0.0274942+0.0122758j 0.0479671-0.0412126j -0.00764428+0.0100732j -0.0125319+0.00347101j -0.0365117+0.00721296j -0.0467664+0.052386j 0.0377787+0.0101048j -0.0266964+0.0205644j -0.00929778+0.0328284j 0.0417703+0.0448785j 0.03074+0.014343j 0.00914266+0.0593151j 0.0181417+0.0118977j -0.0155646+0.0340567j -0.0173112+0.0103402j 0.0274019+0.0357176j -0.0233104+0.0415455j -0.000853044-0.0173256j -0.00400843+0.0607589j 0.0393741+0.00989429j -0.0225401+0.00302187j 0.00688293+0.00066504j 0.000642786-0.0140153j -0.0210272-0.0433849j -0.036159-0.0340461j 0.0328707+0.0292332j 0.0038509-0.0237026j 0.00638131-0.0343839j 0.0332763+0.0142747j -0.00937415-0.00503584j 0.0021543-0.00383791j 0.000713193+0.0225357j -0.020016+0.0222816j -0.0104466+0.0182254j -0.0343272-0.00451395j 0.00282583+0.0261866j 0.0266414-0.00537669j -0.0174271+9.28403e-05j -0.0215671-0.00583059j 0.0222079-0.000952533j -0.00684493-0.0254549j 0.0223892+0.00346048j -0.00848894-0.0167981j -0.024695-0.00393861j 0.00185732-0.0128234j 
-0.0415558-0.0127871j -0.00730844+0.00433509j -0.0766103-0.00879005j 0.0311207+0.0124055j -0.0128687-0.00107119j 0.0629061+0.0126052j -0.0436734+0.0114302j 0.000222984+0.00488956j -0.0203686+0.0102264j 0.10145-0.00364745j 0.0667361+0.00733791j -0.00229514+0.00722591j 0.0384972-0.00679538j -0.113326+0.0117889j 0.00562509-0.00889031j 0.0308163+0.00489384j -0.0133593-0.00928917j -0.01353-0.00452002j -0.0340759+0.00301109j 0.00405342-0.00207492j -0.0142328-0.00401778j 0.00612604+9.8692e-05j -0.0198347-0.00111293j 0.00253535+0.00145741j -0.0218477-0.00650281j 0.0179884-0.000828421j 0.000521607+0.002397j -0.00665474+0.00803805j -0.00241367+0.00476633j 0.011736+0.000234868j -0.0121529-1.6551e-14j -0.00130807+0.000216878j 0.00441089+0.00694375j 0.0118723+0.00845305j 0.00920674+0.00956556j -0.0026777-0.00859827j -0.00629595+0.00271263j 0.0252376-0.00511516j -0.0130135+0.0031753j 0.00372732-0.00171725j 0.00652068-0.00813591j -0.0110696+0.00706647j -0.00397099-0.00401106j 0.000854743-0.00675678j 0.0161552+0.00225488j 0.011398+0.0177279j -0.00202872-0.012503j 0.0192988+0.00761229j 0.0315091-0.0194751j -0.0792054+0.0230528j 0.0113644+0.00184529j -0.0156031-0.0188347j 0.00593141-0.00443127j -0.0028451-0.0127246j 0.000197642+0.0504717j -0.00691064-0.0110233j -0.0263293+0.0079766j -0.0330767-0.00668114j 0.0203978-0.00602443j 0.0203711-0.0012498j 0.0117979+0.0183147j 0.00406239+0.0459256j 0.00191166+0.00679119j 0.0433269-0.0682762j -0.0326963+0.00995368j -0.00564996+0.0365478j 0.0207941+0.0569053j -0.049079-0.0167417j -0.0382347-0.00177239j -0.0263066-0.017444j 0.00267154+0.00945971j -0.00617038-0.0276638j -0.00175357-0.0350118j 0.0166973+0.00122272j -0.00894381-0.027401j -0.00423527-0.0181208j -0.0368951-0.0477903j -0.0104509-0.0258194j 0.0134994-0.0304532j -0.00535707+0.00862929j 0.0394844-0.00791209j 0.0184755-0.0481735j 0.000279651-0.0394963j -0.0209979-0.000632083j 0.0065066-0.0128027j -0.0241444-0.0318459j 0.0160571+0.0159105j 0.0232248-0.0226005j 0.0343692+0.0362296j -0.0210499-0.0236482j 0.0404677+0.006557j -0.016702-0.0229433j -0.00590024+0.0131441j -0.017382+0.00836576j 0.0335836+0.0112285j 0.00517835+0.00843295j -0.0270374+0.00349605j 
-0.00849411-0.00185425j 0.00706662+0.00312102j -0.039963-0.0022584j -0.0160205+0.00361088j 0.0126895-0.00308546j 0.0690079+0.00622411j -0.037754+0.0110623j -0.000470963-0.0149484j -0.0457279-0.0180391j -0.0156216+0.00496604j 0.0288294+0.00732727j -0.0248832-0.00312411j 0.0244002-0.0138764j -0.0180878-0.00110804j -0.0117549-0.00144859j -0.012278+0.00205104j 0.00442464-0.00234212j -0.000331405-0.00536754j -0.00853619+0.00142285j 0.000855878-0.000950303j -0.0175237+0.00105922j -0.0152788+0.000988212j -0.00547152-0.00122726j -0.00630117-0.000247389j -0.0133658-0.000905707j 0.00335228+0.00149517j 0.0158028+0.000170459j -0.00201184+0.0015819j 0.0146195+0.00239196j 0.00299775+0.00230245j -0.00130807-0.000216878j -0.00385563+7.30969e-16j 0.0035736+0.0030748j 0.0104789+0.00245331j 0.00964543+0.00337333j -0.00512847-0.00101125j 0.000158808+0.00310603j 0.00419471+6.70659e-05j 0.00128587+0.000690552j -0.00328885+0.00141589j -0.000149308-0.00103868j 0.00158337+0.000278159j -0.0031465+0.000538412j 0.00177624+0.000387628j 0.0187958+0.00022159j 0.0146753-0.00230263j -0.00496279+0.000137459j -0.0212498-0.00549081j 0.0248709-0.015514j -0.0374659+0.0116899j -0.0441722+0.0210277j 0.00355983+0.0101199j -0.0125809-0.0106311j 0.0374349-0.0349274j 0.0232997+0.0154616j -0.00991728-0.037739j -0.00947166-0.00320611j 0.0285632+0.0139478j 0.014321+0.0467405j 0.00101261-0.0301123j 0.0160847+0.00693351j -0.00311145-0.00760465j -0.00684106+0.000883397j 0.0107783-0.0265835j -0.00458309-0.0125886j 0.0212442+0.00441048j 0.00883086-0.000387011j -0.0205978-0.0204615j 0.00917674+0.00559978j -0.00806749+0.0113622j -0.0154909+0.0299843j 0.0141593-0.038911j -0.00418349+0.0516743j -0.0237104-0.00539184j 0.0177468-0.0183802j 0.0115316-0.0332742j -0.0165408-0.0110653j 0.036428+0.0169417j -0.015782-0.0272767j 0.011489+0.00517937j 0.0472226+0.0120455j -0.00630477-0.0272946j 0.000517232-0.00963517j -0.00504469+0.00427515j 0.0010018+0.00317514j -0.00931671-0.005772j -0.00145665+0.00467661j 0.00710634+0.000228052j 0.0200405+0.00864126j -0.0146287-0.00804894j 0.00937399+0.00164423j 0.00313541-0.0059034j -0.00202935-0.00591232j 0.000670589+0.00219938j 0.00747086-0.00395714j -0.00891128+1.46127e-05j -0.00612338-0.00277859j 
0.00719665+0.00645952j -0.0130566-0.0143051j 0.0383155+0.0063098j -0.0178021+0.000894455j 0.063814-0.00146417j 0.0394793+0.00968526j 0.0527266+0.00262636j -0.128028+0.00674164j -0.0256318-0.00551998j -0.07592+0.0124524j -0.0493793+0.0177559j -0.00733802+0.0153501j -0.0318209-0.00206753j 0.0146534-0.00407985j 0.0294797+0.00578978j 0.00317698-0.0115503j -0.0128604+0.00622008j 0.0129015+0.00770428j -0.00181947+0.000769559j 0.00629315-0.0043583j 0.0142909+0.00424599j 0.0223778+0.00395411j -0.00134131-0.00193641j 0.000149632+0.00127351j 0.0140316-0.00442661j -0.00843487-0.00348893j 0.00183639-0.00119002j -0.0187166-0.00687273j -0.00311528-0.00321634j 0.00117141+0.00139728j 0.00441089-0.00694375j 0.0035736-0.0030748j -0.00284995-5.86337e-16j -0.0162306-0.00141113j -0.00144768-0.000874473j 0.00869217-0.00371205j -0.000220414-0.00974582j -0.0105633+6.26346e-05j -0.00882648+0.00182326j 0.014639-0.00622872j 0.00612456+0.00940904j 0.0115342+0.00935531j -0.00543609-0.0110244j -0.0246103+0.011399j -0.0110466-0.0166938j 0.0076058-0.0011001j 0.0759976-0.00845874j 0.0117025+0.00427567j -0.00627458+0.0243816j 0.0306175-0.0113544j -0.0219848-0.00471163j 0.00595475-0.039942j 0.00239074-0.00855788j 0.031985+0.00876846j -0.0126273-0.0499906j -0.00464415+0.00344098j -0.0559539+0.0471134j 0.0276605-0.012233j -0.0340637+0.0311606j -0.0488128-0.0181468j 0.0359628+0.0693437j -0.0172499-0.0268301j 0.0163388-0.000361934j 0.0105404+0.00686826j 0.0130943+0.0418087j 0.000524349-0.0061357j 0.00651502+0.026493j 0.00404005-0.0446096j 0.00276983+0.000736716j 0.00387124-0.00347995j -0.033712+0.0421187j -0.0122958+0.057401j -0.0363651+0.0194878j 0.00685084-0.0193325j 0.00281305+0.0194547j -0.0327968-0.0335726j -0.00151745+0.0489657j 0.0449286+0.04697j 0.0032878+0.0131255j 0.0260448-0.0188179j -0.0454665-0.0151754j -0.0245453+0.0124626j -0.0205283+0.00513499j -0.0249292+0.0197833j -0.00857293+0.0247296j 0.0383796+0.00599076j -0.0171527-0.0501432j -0.0103711-0.0104821j 0.0071829-0.0192019j -0.0191544-0.00480499j -0.0307753-0.00937061j -0.00230641+0.0130094j 0.0153236+0.0156479j -0.0340633-0.00382013j -0.0234008+0.000740636j 0.0217346-0.00642047j 0.00542354-0.000844599j 
-0.0206389-0.00211347j -0.0432531-0.003765j 0.00379432+9.85653e-05j 0.0645912+0.00302601j 0.0734951+0.00685392j -0.0901059-0.00194105j 0.114567+0.000920809j 0.00289282-0.00944778j 0.0920505-0.00236066j 0.0244103-0.00370975j -0.0227372+0.00186015j 0.0570035-0.00174934j -0.00498172-0.0074795j -0.0389713+0.00216514j 0.0425489+0.00015501j 0.0323742-0.00376786j 0.0138794+0.0102724j 0.00390373+0.011249j -0.0160024+0.00400657j 0.0223909-0.000826038j 0.00739439+0.00546271j 0.0391859-0.00967378j -0.00483351-0.0049735j -0.0161736+0.000555389j 0.0236992-0.00231061j -0.0132663-0.00308991j -0.0175446+0.00236129j -0.00973099-0.00438402j -0.0166196-0.00529662j 0.00936943-0.00214703j 0.0118723-0.00845305j 0.0104789-0.00245331j -0.0162306+0.00141113j -0.0304657+3.3272e-15j -0.0111884-0.00269974j -0.00453557-0.00500523j -0.00503573-0.00161315j 4.67831e-05-0.00792868j -0.010499-0.00118218j 0.00731792+0.0014797j 0.00872472-0.0062074j -0.00149558+0.00184848j 0.00229163-0.0147563j 0.0141102+0.0126934j 0.0387031-0.000267831j -0.0225263+0.0547222j -0.0114391+0.000603589j 0.0441496-0.00939057j -0.0183121-0.0147172j 0.0364689-0.0332094j -0.0246335-0.0427335j -0.00235334-0.00563655j -0.00563904+0.0526927j -0.0394854+0.0212213j -0.0217442-0.0458867j 0.00994883-0.00632021j 0.00337567+0.00309654j -0.0065253-0.0331179j -0.0253181-0.0411344j 0.00505809+0.0205637j -0.00995807-0.00877862j -0.00487394-0.0224083j -0.0460537+0.000177536j 0.00418141-0.0115095j 0.0226514-0.0413378j 0.0012934+0.0299547j -0.0345776-0.00904434j -0.0120778-0.011725j 0.00182555-0.0514452j -0.0260237+0.0339947j 0.0110891+0.0186878j -0.0448184+0.0076027j -0.0104945-0.0166906j -0.0266207-0.0274687j 0.00626568+0.0429339j -0.0158718+0.00442134j 0.020019+0.0179782j 0.00883649-0.0162607j 0.00010131+0.00960086j -0.0204637+0.00148425j -0.0372005-0.0299484j 0.00129976+0.022629j 0.00581772+0.022616j -0.0236743+0.0110088j 0.00428003+0.0167555j -0.00735296+0.000271297j -0.0097248+0.00329334j 0.00315016-0.00526135j -0.0206929-0.00297137j -0.0181959-0.00148255j -0.0207336-0.0153167j -0.0101114-0.0104884j -0.00702933+0.0169304j -0.00208231+0.0121074j 0.00385041+0.0229319j 0.0227843+0.00600201j -0.0154739+0.00471501j 
