-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
-0.0875248-0.00901527j -0.016909+0.0151157j 0.0252354-0.000295135j 0.0464377-0.016466j 0.134907-0.0153848j 0.0163904+0.0158463j 0.0279116+0.00614985j -0.0287065+0.00753763j 0.0141988-0.00201188j 0.0206362+0.00464469j 0.0771108+0.00324022j 0.0221159+0.0100757j 0.05114-0.00469501j -0.0908002+0.00229403j -0.00354757+0.00221944j -0.0174397-0.00970233j 0.00848069+0.00173364j 0.0174106+0.00435889j 0.0216637+0.00651776j -0.00127786-0.00726516j -0.00447032+0.00830402j 0.0289583+0.00353465j -0.0214744-0.00406468j -0.0106343-0.000268679j 0.00252384-0.0128109j 0.00494012-0.00638584j -0.0102575+0.00311165j -0.0231742+0.00122455j -0.00437841-0.00423132j 0.0253144+0.00116648j 0.00920674-0.00956556j 0.00964543-0.00337333j -0.00144768+0.000874473j -0.0111884+0.00269974j 0.0103242-2.18575e-16j -0.00848926-0.00162681j 0.00209301+0.0196983j 0.0180143-0.0034298j -0.00137348-0.00502508j -0.00407521+0.0174687j 0.00163062-0.0055006j -0.0264773-0.0183301j -0.0481432+0.00256369j 0.0338591+0.0221341j 0.0296908-0.0172166j 0.0089184+0.0248337j 0.0486744+0.00137391j 0.0258093-0.00342123j 0.0103854-0.0631715j -0.0262996-0.0400433j -0.0012243-0.00828221j 0.00380293-0.0637856j -0.0019753-0.0176997j -0.0173498+0.000897097j 0.0119173+0.0120155j -0.00859254-0.00483208j 0.000900396+0.00314324j 0.0270646-0.0294738j -0.0418581-0.00370875j -0.0381468-0.0014703j 0.000262995+0.0144169j -0.00549999-0.0647246j -0.00832447+0.011943j 0.0064039-0.00177264j 0.0159637+0.0315927j -0.0065635+0.0180639j -0.0114578-0.0155339j 0.00304916-0.013003j 0.0044525-0.0152056j 0.012078-0.0224453j 0.019095-0.00288087j 0.0042629-0.00609173j 0.00588355-0.00479311j 0.0224377-0.00351952j -0.00182361-0.0135117j 0.0220558-0.0117391j 0.00157717+0.00960556j -0.000607557-0.0090247j 0.0219469-0.0254905j 0.0198556-0.0127599j 0.0219059-0.00862835j 0.00655438-0.0204498j -0.0105459-0.0398382j -0.022206-0.00422223j 0.00522403+0.00978256j -0.0150834+0.000592081j -0.0232858+0.0373425j 0.0275334+0.0164182j 0.0308688+0.0420522j -0.0152415-0.0172487j 0.0153255-0.0198648j -0.00504209-0.0345348j -0.0219361-0.0170352j 0.0357565+0.0298746j 0.0351098+0.0153844j -0.0268192+0.00978289j -0.0367187+0.0137974j 
0.0981633-0.0220301j -0.0423622-0.0187067j -0.0432894+0.0145726j -0.0487264+0.00467178j -0.0155991+0.00400954j 0.00103139-0.00290484j 0.035918-0.00870504j -0.0326494+0.00199694j 0.0157289-0.00574092j -0.0705715+0.000672963j -0.0867262+0.00120947j 0.00243044-0.00277309j -0.0478642+0.00369739j -0.015463-0.00760344j 0.0390455+0.00678552j 0.0781826+0.00109302j 0.119393+0.0037256j 0.00928388-0.00532126j -0.0192425-0.000761509j 0.00756027+0.00804279j 0.00458243+0.00264475j -0.0210758-0.00610227j 0.0137646-0.00418154j 0.01084+0.00429249j 0.00391841+0.00904145j -0.0115507+0.00551487j 0.0306178+0.00076413j 0.0160879-0.0024701j 0.00239739+0.00457076j -0.0156273-0.00305475j -0.0026777+0.00859827j -0.00512847+0.00101125j 0.00869217+0.00371205j -0.00453557+0.00500523j -0.00848926+0.00162681j -0.0222798-4.68375e-17j 0.0151062+0.00139882j -0.0243125-0.018868j -0.00894604+0.000206809j -0.0562409-0.00493792j -0.0115877-0.0355532j 0.0221768-0.0109642j 0.0549206-0.00403895j 0.0129437-0.0643546j 0.0146624+0.039478j 0.0186632+0.0147555j 0.00686383-0.00425318j -0.0180041+0.0112691j -0.00188258-0.00409147j 0.0179522+0.00240625j 0.019599+0.0194656j -0.0185584+0.0425119j 0.00461163-0.000726536j 0.0204515-0.00817178j 0.0057857-0.00826832j -0.000903135+0.024129j -0.0131925-0.00868086j 0.0191301+0.0117111j -0.0168009+0.014464j -0.0311493+0.00752063j -0.0146953+0.0437605j 0.00497332-0.0276178j 0.00809983+0.0108243j -0.0328368+0.0350282j 0.0306716+0.00770865j 0.0198293-0.0205051j -0.0247702-0.0144627j 0.0419008+0.00900219j 0.0158171+0.0160462j -0.00932065+0.0470821j -0.0152536+0.0125183j -0.00322103+0.0171149j 0.0122152-0.00638416j -0.0357878-0.013779j -0.00513183+0.0488763j -0.0298622-0.00907723j -0.0071086+0.024296j -0.00802961+0.0211901j -0.0140744+0.0440815j -0.0297944-0.013487j -0.0227743-0.0289417j 0.00491568-0.03659j 0.00305904+0.0487714j -0.00428214-5.27965e-05j -0.0123095-0.040169j 0.0344755+6.71431e-05j 0.0289095-0.00972566j -0.00445851-0.0868245j -0.0439101-0.0120277j -0.0280194-0.0137308j 0.0204514+0.0193876j -0.00696637-0.0315006j 0.0438919+0.0545574j -0.0732408-0.00344089j 0.0507913+0.0199787j 0.0646911-0.0814582j -0.0709601-0.0232598j 
0.0548267+0.000205379j -0.0608167-0.00967977j 0.0569473+0.00383005j -0.0280333+0.0214881j 0.0131744+0.00139619j -0.0462262-0.00348995j -0.0286699-0.00825111j -0.0433274+0.000470054j 0.0110372-0.00245333j 0.000479378+0.00215913j 0.0219963+0.00285178j 0.00863962-0.0018786j 0.0260783+0.00548523j -0.0595366-0.0105173j -0.0711451-0.0117913j -0.177799-0.0149506j 0.166664-0.00146671j -0.031324+0.000356921j 0.0550844-0.00631963j -0.0152634-0.00309818j 0.000613784+0.00144953j -0.0398363+0.000540427j 0.0386571-0.00133194j 0.00711196+0.0012518j 0.0162671+0.00340975j -0.00662559+0.00226885j 0.00860842+0.00155328j 0.00307978-0.000948489j -0.000780705+0.000966221j -0.00281485-0.00572213j -0.00629595-0.00271263j 0.000158808-0.00310603j -0.000220414+0.00974582j -0.00503573+0.00161315j 0.00209301-0.0196983j 0.0151062-0.00139882j 0.0316267+1.09981e-15j -0.0376035+0.000552007j 0.00720453-0.006423j 0.0105794+0.0162719j -0.034921-0.00169617j 0.0567452-0.00560646j -0.0127068-0.000423714j -0.00629792+0.019475j -0.0289875+0.000477744j -0.0206259+0.0036475j -0.000327652+0.012359j -0.00518939+0.00586353j -0.0139097+0.0597167j 0.0576246+0.00801793j -0.0152038+0.00762996j 0.00828561+0.0271959j 0.00502888+0.00894124j 0.00560158+0.0261585j -0.011806-0.0555598j -0.00175262+0.0216034j -0.00475191+0.0293946j 0.00853024-0.000858275j -0.0125913+0.0143273j -0.00562776-0.00571659j 0.0103129+0.0167118j -0.00393925-0.013408j -0.00305453+0.00500528j 0.00160192-0.0180307j 0.00847641+0.0102532j 0.00917261-0.0051913j 0.0106289-0.0104966j -0.0197002-0.00352358j -0.00111733-0.00889703j -0.00512237+0.0296539j -0.00659642+0.00153916j -0.013388+0.0106549j 0.00117543-0.0206325j -0.0150589-0.00928564j 0.000259766+0.0345154j -0.00876237-0.00900237j 0.00850271+0.0212255j -0.00742822-0.00858983j 0.00643811+0.0114998j -0.0149504-0.0223881j -0.034051-0.0127409j -0.00226604-0.0669518j -0.00372735+0.0094602j -0.0288443+0.00693678j -0.00417356-0.0500781j 0.020107-0.00247808j 0.0174389+0.0993331j -0.0120954-0.0096177j -0.00577706+0.0454312j -0.0695592+0.0106403j 0.0614014-0.0184425j -0.122613-0.0776857j 0.0807119-0.0637097j 0.0752142+0.0521165j 0.103167-0.0443679j -0.175208-0.129895j -0.127841+0.236738j 
-0.00804996+0.0258374j 0.0814497+0.0171227j 0.0301364+0.00119844j -0.0466067-0.00511333j 0.0103821+0.00593054j -0.017041-0.00673117j -0.0188107-0.00347497j 0.0039869-0.00274091j -0.0066943+0.00208738j 0.000132279-0.000274996j -0.0125854-0.00118149j -0.0108956+8.32854e-05j 0.0526943+0.00250295j -0.148102-0.0123731j 0.0481358+0.0157625j 0.153393+0.00189929j 0.106622+0.0144475j 0.0836243-0.00454283j 0.045062+8.35634e-05j -0.0490332+0.000116027j -0.039773+0.00363363j 0.00563113+0.00326106j 0.0075362-0.00103759j -0.00576318-0.00273823j -0.0127125-0.00826754j 0.0262405+0.00159766j 0.00978528+0.00134881j 0.00239828+0.00197554j 0.0132796+0.00156432j -0.00633194-0.00226148j 0.0252376+0.00511516j 0.00419471-6.70659e-05j -0.0105633-6.26346e-05j 4.67831e-05+0.00792868j 0.0180143+0.0034298j -0.0243125+0.018868j -0.0376035-0.000552007j -0.00143167+1.06859e-15j 0.0454806-0.00167946j 0.0103593-0.0024205j 0.00886864-0.000313422j 0.0183661-0.00168853j -0.0188861+0.00528378j -0.00475649+0.0595361j -0.0274982-0.0216321j -0.00426724-0.0280808j -0.00713943+0.00612203j 0.00235434-0.0139482j -0.000784453+0.0184849j -0.00223956+0.0137805j -0.0121318+0.00303312j 0.00360367-0.00996615j -0.00732993+0.0056885j -0.00187336-0.0124981j 0.00511811+0.00697043j -0.0119158-0.0200244j 0.0124233+0.00183118j -0.0153385+0.0280962j 0.029868-0.00392824j 0.0109158+1.33059e-05j -0.00744025-0.0201164j 0.022599+0.0386383j 0.0107452-0.00177894j 0.0174331+0.00435431j -0.0139573+0.00590655j -0.00341899-0.0135591j 0.0232448-0.00134526j -0.00207571-0.0189509j 0.014683-0.0209265j 0.0107363-0.0208646j 0.00337339-0.0147848j -0.00215571+0.0347188j -0.00510027+0.0220828j 0.0221875-0.0119948j 0.00889625-0.01615j 0.0138396+0.0243949j 0.0291897+0.00294995j 0.0223788-0.00584931j 0.010095+0.0072454j 0.0307064+0.0131382j -0.0217727+0.00328558j 0.0163017+0.0184583j -0.0117757+0.0162169j 0.0266077+0.0157067j 0.00796346+0.0344521j -0.0189988-0.00813129j -0.0324692-0.0510539j -0.0294302-0.089816j -0.0297044+0.0387185j 0.00913289-0.0223855j -0.0631351+0.0232553j 0.109612-0.0583768j 0.135154+0.0657918j -0.105412+0.0569434j 0.0726622+0.0623303j 0.13225-0.254279j -0.175612-0.161558j 
-0.0465656-0.0226283j -0.0774142+0.0263011j 0.0139707-0.0135615j -0.140251+0.0183458j -0.0265214-0.00420543j 0.0218467-0.00309773j 0.0600588-0.00854437j -0.0350144-9.6851e-05j 0.0383232-0.00359035j -0.0318357-0.000406035j -0.0216424-0.00108276j 0.0390683-0.00193318j -0.0530191+0.000793148j 0.00682726+0.00151731j 0.0760835+0.0026607j -0.0175867+0.00980411j -0.0268746-0.00147793j 0.0622515-0.000576315j -0.0911351-0.00244768j 0.000620196+0.00116313j 0.0445896+0.00743803j 0.00321347-0.00328921j 0.0104476-0.00313425j -0.011331+0.00466341j -0.0162643+0.00449483j -0.0123997-0.00160375j 0.00106526+0.0017837j 0.0102063+0.00503917j -0.00522663+0.00113471j 0.0146591+0.000934572j -0.0130135-0.0031753j 0.00128587-0.000690552j -0.00882648-0.00182326j -0.010499+0.00118218j -0.00137348+0.00502508j -0.00894604-0.000206809j 0.00720453+0.006423j 0.0454806+0.00167946j -0.0128973+7.5287e-16j 0.0316147+0.0190528j -0.0555207+0.00493097j 0.079372-0.00893445j 0.00828701-0.00884456j -0.01362+0.0350916j -0.0191315-0.0159007j 0.00293056+0.0861791j 0.0654877-0.00271798j -0.00791096+0.0415354j -0.0120905+0.0375599j 0.0500469+0.0397977j -0.0273544+0.0289555j -0.00825243-0.0277886j 0.000359987-0.05416j 0.0298546+0.0176853j 0.0181456-0.0605516j -0.0126997+0.0238666j 0.0371569-0.00975617j -0.00421862+0.0503622j 0.00298016+0.0200573j -0.0248086-0.00514303j -0.0371425-0.00316807j 0.0148614-0.0274092j -0.000840589+0.0220274j -0.00718632+0.0425794j 0.0203101+0.00468013j 0.0119831+0.00590965j -0.027965-0.0397232j 0.0198818+0.0499821j -0.00361291+0.0313108j -0.0134867+0.0306062j 0.0104134+0.00425125j 0.016394-0.0268967j 0.0194882+0.00780413j -0.0175304-0.0194069j -0.00753149+0.0093728j -0.00422516-0.00912619j -0.00974357-0.048934j -0.0175807-0.017707j -0.00225106-0.0156873j -0.0264063-0.010946j 0.0457117-0.00430952j 0.029335+0.0175368j 0.0208458+0.0100776j 0.0124074-0.00998508j -0.00145913-0.00210303j -0.0371554+0.00468574j -0.0081381+0.000802581j 0.0296918+0.0143503j 0.0004446-0.0189522j 0.0210432-0.0180947j -0.00271252+0.0102948j 0.0539922+0.0161611j -0.0794621+0.0178663j -0.0043065-0.0270252j -0.0292948+0.0298785j 0.0651114+0.100146j 0.0566658-0.102305j 
0.0228916-0.000310724j -0.0140328-0.00444519j 0.0269418-0.00599603j 0.00367436+0.00201375j 0.0299081-0.000540713j -0.0200483-0.000383498j -0.0395283+0.000498642j 0.0116409-0.000824295j -0.0253642+0.000594141j 0.0192506+0.00206224j 0.0176398+0.00624198j -0.0257047-0.000174624j 0.0358892-0.00202112j -0.0265857+0.0175232j -0.0041643+0.0107279j -0.0689502-0.00243683j 0.0647018-0.0206957j 0.00502077+0.00355266j 0.0330226-0.00565982j -0.0270576-0.00941052j -0.0151803-0.00421939j -0.013868+0.00289169j 0.0064613+0.0030142j 0.00299133-0.00139971j -0.00660785-0.000629927j 0.0094231+0.00373934j 0.0113254+0.00198273j 0.0036131-0.000933657j 0.00644002+0.00171164j -0.00864699-0.00446807j 0.00372732+0.00171725j -0.00328885-0.00141589j 0.014639+0.00622872j 0.00731792-0.0014797j -0.00407521-0.0174687j -0.0562409+0.00493792j 0.0105794-0.0162719j 0.0103593+0.0024205j 0.0316147-0.0190528j 0.0232059-1.9082e-16j -0.0204392+0.000108856j -0.00771128+0.000424648j 0.0080125+0.0140628j 0.0210419+0.00988554j 0.00105862+0.00292251j -0.0208971+0.0198224j 0.0130339+0.0220219j -0.0133528+0.0159971j 0.0191184-0.0125936j -0.00845232-0.0148456j 0.0029442+0.0091964j 0.021906-0.0275266j 0.0198527-0.0325457j 0.0103793-0.0125568j -0.00391281+0.0359388j 0.000259577-0.00148634j 0.032018+0.00243717j -0.0178949+0.00983453j 0.0160234+0.0118746j -0.00429685+0.00392188j 0.00995208-0.0402184j 0.0081939+0.0153728j 0.00277311+0.00487328j -0.0398447+0.0214419j 0.0154838-0.013225j 0.00806064-0.005673j 0.00870083-0.0340875j -0.000784816+0.0481209j 0.00366379+0.0146752j 0.0184575-2.637e-05j 0.0144816+0.0014121j 0.0100941+0.0132644j -0.019534+0.0231966j 0.00821547-0.00322095j 0.0328822-0.0139691j -0.00427247+0.0212506j 0.0415134-0.028623j -0.00208347-0.00663948j 0.0165204-0.0331598j -0.0129091+0.0345484j 0.00512262+0.038873j -0.0430905+0.0949975j -0.0109448-0.0063745j 0.0279712+0.0506986j -0.0497641+0.0711089j -0.0723394-0.0367748j 0.0637362-0.131186j -0.0427371-0.073843j 0.0698604-0.0184094j 0.0359031+0.0397753j -0.14623-0.0445376j -0.292526-0.0568183j -0.012301+0.0893685j -0.0830923-0.0243924j -0.0985261-0.0651635j -0.0704304+0.0620574j -0.0331025+0.324547j 
0.0122213+0.00305607j 0.0217784-0.000544719j -0.0112608+0.00283279j -0.0419475+0.00735894j 0.0165031-0.000883583j -0.00778946-0.00126883j 0.0172371-0.00282504j -0.0155981-0.00189739j 0.0114242-0.000252757j 0.00452992+0.00120992j 0.02067+0.004114j -0.0115896+0.000924073j 0.0347213+0.0027646j -0.0369385+0.000247332j 0.0498765-0.0126835j 0.0686411-0.0230769j 0.0611642+0.00493453j 0.0354651-0.00515436j -0.0197799-0.00402414j 0.00292373+0.00199169j 0.00223419+0.00760979j 0.0100536+0.00225909j -0.0116834-0.00763794j -0.00322543-0.00107419j -0.011892-0.0103816j 0.00585858+0.00292617j 0.00589559+0.00603767j 0.0017561+0.00731294j 0.0032436+0.00408974j -0.00192232+8.88213e-05j 0.00652068+0.00813591j -0.000149308+0.00103868j 0.00612456-0.00940904j 0.00872472+0.0062074j 0.00163062+0.0055006j -0.0115877+0.0355532j -0.034921+0.00169617j 0.00886864+0.000313422j -0.0555207-0.00493097j -0.0204392-0.000108856j -0.0328055-6.45317e-16j -0.00829077-0.0132479j 0.00431014+0.0148251j 0.0283964-0.0213158j 0.00346067+0.0201641j 0.00147469+0.0403387j 0.0122958+0.0126654j -0.00547114+0.00799744j 0.0181297-0.0266075j -0.00767452-0.00607693j 0.00358299+0.0201899j -0.00764144-0.0183185j 0.0127325-0.0177071j -0.00548002+0.000474836j 0.00917066+0.0154134j -0.0193787+0.0171505j 0.0132869-0.00254385j 0.0122854+0.00626492j 0.00436692-0.00996239j -0.00496801-0.000355941j -0.0115654+0.00368022j 0.0290715-0.0300547j 0.00118389-0.0103273j -0.0141137-0.00166639j 0.0187477+0.000138489j -0.0107631+0.00830004j -0.011941-0.0276307j 0.00270532+0.0259929j -0.0112586+0.0086238j -0.00767867+0.00371059j 0.000518542+0.0108475j 0.0459377-0.0191197j 0.0195214+0.00420229j -0.0181479-0.00739574j 0.00304117-0.00865155j 0.0136429-0.00457464j 0.00867482-0.0569593j 0.00354022-0.0236783j 0.0221251-0.0248922j -0.00657944-0.017918j 0.0133656+0.0398987j -0.00511081+0.00617877j 0.0490931-0.00133419j 0.0379485-0.0247285j -0.000294194+0.00386137j -0.0505926-0.0125513j -0.0605313+0.000436887j -0.0745075+0.136589j 0.0247559+0.000406926j 0.00958204+0.0394406j 0.0168257+0.0199417j -0.0125595+0.105445j 0.29424+0.0514408j 0.155386+0.0694725j -0.0708081-0.0306271j 0.0264141-0.328881j -0.065246+0.0759178j 
-0.0062141-0.0130495j -0.0429487-0.00683169j 0.00686495-0.00193289j 0.0300818+0.00354148j -0.00429305+0.00524835j -0.00467007-0.00762381j 0.00575423-0.00649658j 0.00208941-0.00512634j 0.0167264-0.00395254j -0.00842733+0.00583448j -0.0323262+0.0144782j -0.0121601+0.00113398j 0.0216897+0.00524327j -0.0353422+0.0174503j -0.0428937+0.02481j -0.0892783+0.00508803j -0.0215876-0.000151308j -0.0456897+0.00276131j -0.00167802+0.0022452j 0.0022085+0.00299389j 0.0197174+0.00115657j -0.00688139-0.00237203j 0.00447161-0.00607715j -0.000807362+0.00199935j 0.00584925-0.00147934j -0.0149409-0.00138664j -0.00972718+0.00263902j -0.00591167+0.00274124j -0.00878803-0.0018879j 0.00884532+0.00353529j -0.0110696-0.00706647j 0.00158337-0.000278159j 0.0115342-0.00935531j -0.00149558-0.00184848j -0.0264773+0.0183301j 0.0221768+0.0109642j 0.0567452+0.00560646j 0.0183661+0.00168853j 0.079372+0.00893445j -0.00771128-0.000424648j -0.00829077+0.0132479j -0.00311393+4.89192e-16j 0.0246653+0.00421667j 0.0145883-0.0482695j 0.0332109+0.0227842j 0.0113873+0.0389153j 0.0279657-0.00476346j 0.00236132+0.0148698j 0.00301814-0.030782j -0.00300035-0.00606856j 0.027061+0.0129342j -0.0218388-0.00277326j 0.00278478-0.0280391j -0.0188882+0.0210747j 0.0109741+0.00473903j 0.00491779+0.0390914j 0.0120111-0.0282074j 0.0323907-0.0164314j -0.0212334-0.0179185j 0.00719012-0.00229759j -0.0190513-0.000333656j -0.00314877-0.0549661j -0.0209362-0.00786033j -0.0221599+0.0243778j 0.0158981-0.0290464j 0.00177213+0.00499721j -0.0363698-0.0438139j 0.0184677+0.0468654j -0.00563721+0.00950991j -0.014935+0.017213j 0.016424-0.0128782j 0.0257871-0.0321488j 0.0262009+0.0271896j -0.022006-0.0412754j 0.000171513-0.0230254j 0.00734023-0.00566724j 0.00671085-0.0926417j -0.0108185-0.0537338j 0.0230793-0.102984j -0.0271669-0.0107843j 0.0779288+0.00550347j 0.0420347+0.119352j 0.0336956-0.0507353j 0.01454+0.0361393j -0.00886846+0.147098j -0.125342+0.0126613j -0.0367113-0.167856j 0.0110284-0.103862j 0.115532+0.0134105j 0.0515509-0.0386904j -0.21864+0.0390311j 0.0968461-0.0139908j 0.0633395-0.0594616j -0.175722-0.0568905j -0.0176739+0.0674302j -0.0500738-0.0613989j -0.00147907-0.0577688j 
-0.0539849-0.00820533j 0.00175967+0.0177146j -0.0132094+0.0012593j 0.00130708+0.00206748j -0.000152034-0.00432584j 0.0024606+0.00857702j 0.0253163+0.00476221j -0.00147434+0.00522619j 0.0150082-0.000690223j -0.0153232-0.00184813j -0.0149808-0.0119908j -0.012828-0.00225522j -0.0485159-0.00533592j 0.0295186+0.00751875j -0.120115+0.0161476j -0.00935996+0.00308633j -0.0971258-0.00495948j 0.00872028-0.000785491j -0.0401287+0.000492997j 0.0113303+0.00242943j 0.015522+0.0050167j 0.033066-0.00222842j -0.00736758-0.00247998j -0.013663+0.000457607j 0.00187954-0.00260316j 0.00158467+0.000361645j -0.0224426+0.000615927j -0.0273469-0.00549044j -0.00978916-0.00154762j 0.00245003-0.00161724j -0.00397099+0.00401106j -0.0031465-0.000538412j -0.00543609+0.0110244j 0.00229163+0.0147563j -0.0481432-0.00256369j 0.0549206+0.00403895j -0.0127068+0.000423714j -0.0188861-0.00528378j 0.00828701+0.00884456j 0.0080125-0.0140628j 0.00431014-0.0148251j 0.0246653-0.00421667j -0.0406142+1.9984e-15j 0.00507893+0.057755j -0.0259973-0.0166059j -0.011213+0.00844243j 0.00337935+0.00522426j 0.0210438-0.0138751j 0.0116211+0.0400689j 0.00446261+0.00322846j -0.0463873-0.0100226j 0.01292-0.038435j -0.00725801+0.0353884j -0.00413956-0.000311555j -0.0163029-0.0411767j -0.0169854-0.0374167j 0.0128252+0.0329298j -0.016878+0.00900137j 0.00891002-0.00857388j -0.00594537+0.0042574j 0.00644433-0.0238119j 0.0055334+0.0105708j 0.00797338-0.0073181j 0.0397578-0.0496438j -0.0146299+0.0405021j -0.0325032+0.0347796j 0.0164175+0.0367475j -0.0484117-0.0431513j -0.0345701-0.0251357j 0.00234189-0.0718505j -0.00451305+0.0320376j 0.00640339+0.0227297j -0.0356025-0.0122317j 0.0446982+0.0362449j -0.0053305-0.0323012j 0.0188438-0.0174223j -0.0160328+0.0736418j 0.0330367+0.0466046j -0.00159516+0.0587341j 0.0556083-0.00739233j -0.0229593+0.0641243j -0.0504312-0.0255812j -0.0158779-0.0156793j -0.00358703-0.0537512j 0.0358802-0.0758258j 0.121385-0.0284469j 0.0128417-0.0266929j -0.00148933-0.179961j -0.00491219+0.0379124j 0.059453+0.0287291j 0.0659736+0.0558935j -0.0738532+0.0458968j 0.0906563-0.00386801j -0.1635+0.0520399j 0.148587+0.056292j 0.0012269-0.0263783j 0.0635874+0.0360975j 
0.00552935-0.0129927j -0.038829-0.00524251j 0.0260628-0.00525225j 0.0344238-0.00162249j -0.00451749-0.00113745j 0.00783236-0.000151592j -0.0161375+0.00345854j 0.0332191+0.00266324j -0.00500554-0.000466345j -0.00543187-0.00155707j -0.0539235-0.00766691j -0.052923-0.00296158j 0.0425671+0.00531756j -0.0321781-0.00423897j 0.092892-0.0112564j -0.0395817+0.00187663j -0.0130127-0.00370559j -0.0092193-0.00204285j 0.0266026+0.015802j -0.0289093+0.0020993j -0.000158577-0.00932697j -0.00860932-0.0010966j 0.00159139+0.00907085j 0.000667022-0.00202786j -0.0158568+0.0027024j 0.000643116+0.0104237j 0.0108367+0.00314203j 0.0143639-0.00640172j 0.00484835+0.00297802j 0.00570256-0.00965576j 0.000854743+0.00675678j 0.00177624-0.000387628j -0.0246103-0.011399j 0.0141102-0.0126934j 0.0338591-0.0221341j 0.0129437+0.0643546j -0.00629792-0.019475j -0.00475649-0.0595361j -0.01362-0.0350916j 0.0210419-0.00988554j 0.0283964+0.0213158j 0.0145883+0.0482695j 0.00507893-0.057755j -0.0744617+2.84495e-16j 0.0119678-0.0568143j 0.0464326-0.0244149j 0.00206462-0.0394242j 0.0371299+0.0163079j -0.0878979+0.0157467j 0.00495047+0.0289274j 0.0131406-0.0592199j -0.0134445+0.0141076j -0.079812-0.00804534j -0.00518919+0.0139538j 0.0586334-0.0543243j 0.0434184-0.016368j -0.0375142-0.0176249j -0.00825716-0.0187472j -0.00212878+0.00039635j 0.0018714+0.000156382j -0.0138412+0.00242637j -0.0401995+0.00069828j -0.000790283+0.0207748j 0.0921004+0.044128j -0.0579985-0.0270442j -0.0123227-0.00756583j -0.0593506+0.0614883j 0.0660821-0.0870538j 0.0313878-0.0471913j 0.02976-0.016301j -0.0273229-0.017861j -0.0444085-0.0113414j 0.0342589-0.0282454j -0.0404272+0.0185739j -0.0239713-0.0195238j 0.0318119-0.0179389j -0.118609+0.0119657j -0.0343815+0.0311909j -0.0974412-0.0188297j 0.0644843+0.0128401j -0.0528006-0.0831093j 0.120368-0.0881598j -0.0383836-0.0637006j 0.00590551-0.0756468j 0.144179+0.0185994j 0.0415772+0.143806j -0.0883788-0.0477642j 0.156+0.0718954j -0.01634-0.107954j -0.0382442-0.0291931j 0.024704+0.194455j -0.0559332-0.0531758j 0.0616176+0.0420057j -0.0990326-0.111439j -0.150926+0.232328j -0.0287036-0.0143088j -0.0272691+0.109525j 
