-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
0.0056425+0.0029229j 0.00725322+0.00323055j 0.000115386-0.00173556j 0.00126542+0.00172589j 0.011275+0.00725222j 0.00960094-0.00164961j -0.00713369-0.00335828j 0.0140461+0.01393j 0.00418806+0.00984715j -0.00379529-0.00754704j -0.00304027+0.00439698j 0.00267393+0.0013774j 0.00774112+0.00523742j -0.00479542+0.00491177j 0.00403444-0.00186053j -0.00432188+0.0187541j 0.00712047-0.0149864j -0.00868549+0.00479146j 0.0132134+0.0104163j 0.00232552-0.00864978j 0.0287504-0.0112677j -0.0032963-0.00914703j -0.000264669+0.0148472j -0.0188302-0.00304716j 0.0167294+0.000696089j 0.00639547+0.00129474j 0.0109343-0.0054956j 0.00834962-0.000715414j 0.00449992+0.00330706j -0.00854349+0.000770797j -0.00487285-0.00804522j -0.00338511-0.00507279j 0.000429476+0.0048719j 0.012738+0.00628735j 0.0032767-0.00385264j -0.00768885-0.00929614j 0.00713492+0.00772848j 0.00611183+0.0148393j -0.000145851+0.00747389j -0.0161735-0.0110543j -0.00732403-0.00620474j -0.00500971+0.00452891j 0.00389248-0.00648237j -0.00438728-0.00836638j -2.70914e-05-0.00563113j 0.00287009+0.00715262j -0.000752603+0.00324107j -0.000873196-0.000786651j -0.00580018+0.00189597j 0.00246907-0.00371777j -0.000786497+0.00172839j -0.003406+0.00172115j -0.00187807+0.00187028j 0.00245655-0.00557949j 0.00339171+0.00336743j -0.00485663+0.00213742j -0.00239651-0.0015825j -0.0030826-0.00471729j -0.000591617-0.00189472j -0.00301423+0.00327684j -0.00863878+0.00229589j 0.0019881-0.00128351j -0.00261953+0.00581606j -0.00874519-0.00390683j -0.00111564-0.000369664j 0.00241759-0.000598594j 0.00466149-0.00504757j -0.00259751-0.000353088j -0.00118258+0.00143189j 0.0150986-0.010722j -0.000609915+0.00282877j -0.00803497+0.00251129j 0.00215394-0.000956322j -0.00115861+0.00504825j 0.00195209-0.00137842j -0.0152889-0.000243172j -0.00299491-0.00925313j 0.0142983+0.00316199j 0.00682698+0.000271034j 0.000455952+0.00605582j 0.00103948-0.00177501j 0.00295744-0.000622755j 0.00215423-0.002835j -0.00759846+0.00333573j -0.00191188+0.00106447j 0.00776881+0.00239117j 0.0017435-0.00505841j 0.00225615-0.00473502j 0.00183344+0.00954133j 0.000408088+0.00180344j -0.000223548+0.00574658j -0.0102389+0.00706341j -0.0030869+0.00251478j 0.00115025-0.00412395j -0.00779633-0.00362929j 
0.000684879-0.00337656j -0.00237289+0.000890799j 0.00232646-0.0036799j 0.00113908-0.00803804j -0.0013422-0.00482383j -0.0017817+0.00764315j 0.0070431+0.00700605j 0.0162433-0.00977486j 0.0149349+0.00391991j -0.00295966+0.00890237j 0.00363539+0.00757741j -0.0147724+0.0122833j 0.0101291-0.0139693j -0.00304659-0.0120075j 0.00636719-0.00498746j -0.0176053-0.00832081j 0.0281382+0.00140536j -0.0262746-0.00476408j 0.00365661-0.00403767j 0.00478604+0.00154634j 0.0124001-0.00765943j -0.00278889+0.0164727j 0.000826301-0.0164454j 0.0100571+0.000159539j 0.00449211+0.00190976j -0.00183425-0.00172355j 0.00454487-0.00145872j 0.00480479-0.00321641j -0.0112478-0.0140118j -0.00252678+0.00292822j -0.00745523+0.0007711j 0.0110416+0.00277266j -0.0049999-0.0132146j 0.000504362-0.00278516j 0.0107554-0.000726235j 9.13233e-05-0.00265042j 0.00130131+0.0031959j 0.00593035-0.00973874j 0.0154983+0.00443159j 0.0160315+0.000158752j 0.00138827-0.00994527j -0.00631309-0.00704676j -0.000922161-0.0109552j 0.00423299+0.00573599j -0.00408959+0.00222538j -0.00493577-0.00653499j 0.00324657+0.000647047j 0.000781224-0.00729411j -0.0095603-0.00257516j 0.00144627-0.00824935j -0.00395866-0.00395986j 0.00238631-0.00475402j 0.0066853-0.0072649j -0.00606371+0.0037452j -0.00407039+0.00521302j 0.00928863-0.00107927j -0.0028269-0.00426267j 0.00255808+0.00571804j 0.00345268+0.00179173j -0.0026927+0.000497324j 0.00669272-0.00459616j 0.00107515-0.00205285j -0.00840776-0.00459475j 0.00066185+0.00271187j -0.00368888+0.00265195j -0.00367086+0.00927682j 0.00066807+0.000142594j 0.00994769+0.00262307j 0.00109433-0.00277905j 0.000317802-0.00411257j -0.00433589+0.004011j 0.00363671-0.00344657j 0.00116371-0.00831615j -0.00891215-0.00139514j 0.00171524-0.000131343j 0.00175753-0.00762148j 0.00764791-0.00402535j -0.00210326-0.00689856j 0.011898-0.00337107j -0.0124301-0.00934783j -0.0160128+0.00508095j 0.00115026-0.00234907j 0.000368808+0.00128034j -0.00191724-0.00357167j -0.00499681+0.00128501j 0.000398893-0.000914855j 0.0115678+0.0027443j 0.0009887-0.00204583j -0.00265822+0.00680662j -0.0011148-0.00179356j -0.000309546+0.00179758j -0.00164709+0.00208578j -0.00044312+0.000463511j 0.00349616-0.000416151j 0.00129542-0.00090677j 
0.00269243+0.00226334j 0.00196202+0.00108876j -0.00109307+0.00131605j -0.00242519-0.00286217j 0.00186796+0.000556872j 0.00502787+0.000988642j -0.010986+0.00473772j 0.0120196+0.00543173j 0.00234763+0.00920255j -0.00431038-0.000308829j -0.00333063+0.00599903j 0.00372803+0.0079842j -0.00541077-0.0206151j 0.00674643-0.0193337j 0.00308976+0.00267245j 0.00609866-0.00781296j -0.0293613+0.00963132j -0.000784115-0.0114116j 0.00949165+0.0105181j -0.0196904+0.00287514j -0.0167145+0.00759308j -0.01368+0.00741293j -0.00419227-0.0111098j -0.00801167-0.00102715j 0.000598808+0.00853487j 0.00408507-0.000480288j -0.00132556-0.00472525j -0.00336622-0.00500877j 0.00881898-0.00976949j -0.00494712+0.00388369j -0.0049439-0.00216164j 0.0003004+0.00246675j 0.00143825+0.00728484j -0.00146473+0.00161716j -0.00589062-0.012992j -0.000288255+0.00510388j 0.00374483-0.00987429j -0.000384348-0.00912025j -0.00164976-0.0200568j -0.0109136+0.000563211j -0.00329162-0.00646323j -0.00567041+0.0093156j 0.00793004+0.00559168j -0.00310407+0.00615496j 0.000988877-0.0020821j 0.00645427+0.00367798j -0.00414982+0.00486787j 0.00491711+0.000846787j -0.00617587+0.0014332j 0.00112253+0.00411869j 0.0033942+0.00931043j -0.00266289+0.00189341j 0.00178997-0.0125122j 0.00199722+0.00456363j 0.000120166-0.0056061j -0.00496836+0.0012082j -0.000796571+0.00261227j -0.000835904-0.00111445j -0.00121503-0.00459315j 0.00489517-0.0027636j -0.00878688-0.00572097j -0.00175261+0.00337353j -0.00462926-0.00518618j -0.00637322-0.00487174j -0.00640763+0.00493455j 0.000520519+0.000648151j 0.00863801+0.00216027j -0.00151611+0.00458026j 0.00285033-9.51496e-05j 0.00424215+0.00233896j -5.97935e-05+0.00480712j 0.000142108-0.00159766j 0.0078827+0.000822242j -0.00555807+0.00338645j 0.00327178-0.00316723j -0.005218-0.00364031j -0.0155015-0.00280324j -0.000616882+0.00758918j 0.00219663-0.00202591j 0.00773598+0.00272009j 0.000542031+0.000452092j 0.00584199-0.0148561j -0.00162004-0.0111083j -0.000516444+0.0014938j 0.00691654-0.00344012j 0.000204136+0.00381208j -0.00072468-0.00882286j -0.00157865-0.00158857j 0.0114917+0.00175437j 0.00241872-0.00183456j 0.00493271-0.000234636j -0.00100826+0.000337791j -0.000835931+0.00353818j -0.00688475+0.00215997j -0.00103252+0.00023424j 
-0.00229497+0.000539252j -0.00204475-0.00297717j 0.00369601+0.00520286j -0.00572577+6.50514e-05j -0.00181462+0.00951089j 0.00709737-0.00232805j 0.0129374+0.00389403j 0.00960096+0.0145106j 0.00438795-0.00504292j 0.0131157-0.00960026j 0.0185058-0.00395189j -0.0108675-0.00132943j 0.0169416+0.0237326j -0.0172927+0.00588889j -0.0177729+0.00112255j -0.0117467-0.00870322j 0.00114644+0.00295691j -0.0099819-0.0148409j 0.010457+0.00261065j -0.0156376+0.00170023j -0.00740645+0.000506311j 0.0104502-0.00878059j -0.0105298+0.0145128j 0.0032787+0.000221383j 0.00876469+0.0010831j 0.00398461+0.00707841j 0.00298313+0.00513008j 0.00622934+0.00286235j 0.000444907+0.01691j 0.000204616-0.000619442j 0.00766291-0.007421j 0.00749076-0.00388997j 0.00977222+0.00410392j 0.00022603-0.0102769j -0.00178241-0.00141539j 0.00774498+0.00578514j -0.00787267+0.00189758j -0.0051142+0.00969401j -0.00932669-0.000824796j 0.0115253-0.0109307j -0.00398887-0.00207613j -0.00648769+0.00013808j -0.00692792+0.00533959j 0.0125235-0.00569317j 0.00243758-0.00326156j -0.00974949+0.0130123j 0.00541285-0.0105664j -0.0107507+0.00344618j -0.0053499+0.00132043j 0.00848817+0.00179282j -0.0011367+0.00879052j 0.00309758+0.00279853j -0.00389278+0.00856864j -0.00820841-0.00441615j -0.0117844-0.0037374j 0.0117632+0.000723874j -0.00422411+0.00342808j 0.0039499+0.00246994j 0.00286118+0.00544131j -0.00568253+0.00302432j 0.00405383-0.000154487j 0.0055926+0.00417716j 0.000719756-0.00743168j -0.000147858+0.00649129j 0.00108534-0.00281718j -0.00280346-0.00274411j -0.00470594-0.000416397j 0.00811531+0.00550668j -0.00551882+0.00133039j 0.008499+0.00994273j -0.00105296+0.00022848j 0.00598961+0.00989834j -0.00657208+0.0113268j -0.00284474-0.00607945j 0.00364973+0.0060806j 0.000148924+0.00509435j -0.00744281+0.00291394j -0.0066864-0.00302398j -8.07062e-05+0.00473685j 0.00196527-0.0104216j 0.00220156-0.00582074j -0.0163651-0.00591773j -0.00378301-0.00951388j -0.000766621-0.00333826j 0.000892086-0.00298363j 0.00029448+0.00448154j 0.00609515-0.00110857j -0.0103026-0.00243204j 0.0130738+0.00125973j 0.00221525+0.00113426j -0.000963805-0.0029582j -0.00100902+0.00144041j 0.000928588-0.000268759j 0.000568444+2.18565e-05j -0.000822795-0.000854628j 
-0.00447078-0.0030734j 0.00066145-0.00232887j -0.00628281-0.000700302j 0.00636345-0.0109498j -0.00421931-0.00674357j -0.00330826+0.00120713j -0.0148792+0.00645947j -0.016317-0.00273012j 0.00441695-0.015397j -0.000292641+0.000226798j 0.00119921-0.00205175j -0.000709405+0.00653685j 0.00403844-0.0066801j 0.0359366-0.000146596j -0.00459881+0.00226847j 0.00306238+0.00209145j 0.0151462-0.00960207j 0.0222145-0.00183029j -0.0182446-0.0017989j -0.0195438+0.0155556j 0.00891353+0.00606601j 0.0168081+0.00371373j -0.0103629-0.00817562j -0.00596039-0.00111224j 0.00968493-0.00256488j 0.00505332+0.000342946j 0.00727404+0.00535659j -0.0056736-0.00420014j 0.00543444-0.000728381j 0.00737177+0.00360121j 0.000650502+0.00274222j -0.0102907+0.00141644j 0.00381261+0.0043954j -0.000464229+0.0196257j -0.00233454-0.00458758j -0.00430684-0.000376692j -0.00753499+0.000275467j 0.00437394-0.000259361j -0.00745652-0.004518j 0.00027957-0.015067j -0.00415983-0.00427127j -0.000336979+0.00305612j 0.00318682-0.00461229j -0.00401793-0.00418594j -0.000728993-0.00515097j 0.0079353+0.00677571j -0.0081045+0.00571154j -0.000273211-0.00236292j 0.00537024-0.00327014j 0.00126851+0.00261669j 0.0105178+0.00630966j -0.00495453-0.00207521j -0.00125696-0.00483498j 0.000868998+0.00197777j 0.00222258+0.000552219j -0.00192817+0.00232242j 0.00313195-0.00111831j -0.000610227-0.00055806j -0.00217768+0.00223344j 0.00073749-0.00166907j 0.00605146+0.00256479j -0.00525291+0.00393355j -0.00134702-0.00561756j 0.00203372+0.00756397j -0.0023303+0.00614865j 0.00304169-0.00393185j 0.00243278-0.00122327j 0.00531874-0.00376662j 0.000271541+0.00343542j -0.00404068-0.00522708j -0.00171061+0.00551829j -0.00500476-0.00164581j 0.00167256+0.00370963j 0.00528632-0.000929755j 0.0054902+0.000791126j -0.00530294+0.00575097j 0.00487172-0.005867j 0.00504032-0.00701748j 0.00326885-0.002661j 0.00663577+0.00101414j 0.00709319+0.00618574j 0.00115859-0.00410226j 0.00642287+0.00181486j 0.00230905-0.00530422j 0.00122103-0.00606632j 0.00560935+0.00142348j 0.00659606-0.0110292j 0.00226021-0.00685056j 0.00463303+0.00153371j 0.00609172-0.00638441j -0.00164402-0.00139173j 0.00616362+0.00300487j 0.000886995+0.00483975j -0.00460229-0.00194297j -0.00464431+0.00567966j 
-0.00277935-0.00545173j 0.00396866-0.00292158j -0.00760835-0.00174781j -0.00634171-0.0119151j -0.00590609-0.00729258j 0.0127537+0.00950148j 0.00522737+0.0120903j -0.00704745+0.000631764j 0.0123397-0.00677563j 0.0159321+0.00971915j 0.00755578+0.00429927j 0.0140887+0.00681128j -0.0347735+0.000934561j -0.0299569-0.0249645j -0.00625327-0.0142692j -0.00736084-0.0116411j -0.00636118-0.00486464j -0.000380313-0.00963806j 0.00179274+0.00224067j 0.00264376+0.0197397j -0.00612696-0.00112974j 0.0162863+0.0131234j -0.0158372+0.00204505j -0.00785861+7.74866e-05j -0.00237778-2.67231e-05j -0.00370899-0.00502141j -0.00998552-0.00144146j -0.00941211+0.0105472j -0.00470511+0.00751573j 0.00688879+0.00221214j 0.000542352+0.00227268j 0.00566277-0.00262653j -0.00474072-0.00184498j 0.00751931+0.000147575j -0.00740734+0.00558821j -0.00892341+0.00139821j 0.00589372+0.00665603j -0.00612106-0.00923138j 0.00493114-0.00162118j -0.00575593+0.000229688j -0.000142845+0.000861349j 0.00161357-0.00970677j -0.00854291-0.00184637j -0.00121525-0.00381406j 0.00292056-0.00435809j -0.00919192+0.00447397j -0.0017564-0.00758449j -0.000229314-0.00252184j -0.00454414-0.00912619j -0.00672612-0.00444604j -0.00425145-0.00525749j -0.0083263-0.00387449j -0.0068827+0.00299028j 0.00614069-0.00296644j 0.0051035-0.00344296j 0.000533036+0.00752024j 0.000927904+0.00248105j -0.00688797+0.00218384j -0.00113229-0.00161608j 0.00411982-0.00404169j -0.00607529-0.00743658j 0.000205886+0.00663523j -0.0012194-0.00511817j 0.00115048-0.000370417j 0.00301313-0.00982585j 0.00678492-0.00143907j 0.00350831+0.00368638j 0.00120061-0.000509345j -0.00193243+0.0044655j 0.00100816-0.00866273j 0.000703199-0.0050003j -0.00288015-0.00219494j -0.0034837+0.00105691j -0.00033708-0.00282831j -0.00318381-0.00110547j -0.00354122-0.00909647j -0.000947903+0.00425862j 0.00216532+0.00731124j -0.00265618+0.00756469j 0.00880162-0.0141344j 0.0126645+0.00828699j -0.0053485+0.0148272j -0.0028619+0.00719435j 0.000157571-0.00418793j -0.000423355+0.00231234j 0.00200078+0.00468652j -0.000802663+0.00889076j 0.00120665+0.000370385j -0.00108232-0.0070477j -0.00316048-0.00343574j -0.00152543+0.000277486j -0.000434393-0.00392737j -0.0036299+0.00270767j -0.000771997+0.00279445j -0.000738592+0.00428043j 
0.000964704-0.00297496j -0.000419502-0.00058014j -0.00202193-0.00103296j 0.00174279-0.00344797j -0.00258136-0.000956996j -0.00196678+0.0100718j 0.0024839+0.00264807j -0.0112739-0.00717276j 0.00979513+0.00364042j 0.00618072+0.00628899j -0.00605603+0.0115104j 0.00138418+0.0041279j -0.0149028+0.000188695j -0.00727241-0.00507587j 0.00828643-0.00404264j -0.00431582-0.000615065j 0.00528026-0.00411264j -0.00225895+0.00409339j -0.00677677-0.00852083j 0.00312737-0.0118877j 0.00661709-0.00609096j 0.0163044+0.007612j -0.00632001-0.00725004j 6.34199e-05-0.00413468j 0.00464734-0.00332571j 0.0011938-0.000628057j 0.0011049-0.00762107j -0.000521262-0.00740851j -0.00789324+0.0050705j 0.00553119-0.00128353j 0.00251511+0.000347239j -0.00444388+0.004325j 0.00120662+0.00138432j -0.00236972-0.0156934j -0.00483309-0.00454442j 0.00835418+0.000356321j -0.0110825-0.00780986j -0.0129029+0.00222969j -0.0315166-0.0074553j -0.000261377+0.000780774j 0.00107072+0.0105589j 0.00036808+0.00161502j 0.017089+0.0041732j 0.00415508-0.00284103j -0.00360016-0.00270451j 0.0138401+0.00706161j -0.00146237-0.0103424j -0.00382588-0.000803965j 0.00464589-0.00204475j 0.00807793-0.000995121j 0.0108769+0.00864059j -0.00202735+0.0047399j -0.00998144+0.00729429j 0.00388928-0.00379859j -0.00688983-0.00568489j -0.0030864-0.00428225j 0.00679582-0.00128344j 0.0057875-0.00100656j -0.00301278+0.000865128j -0.00103005+0.0011584j -0.00708037-0.00501668j 0.00811698+0.00128625j -0.0035704+0.00417853j 0.00574796-0.00140927j 0.00481264-0.00640198j -0.00385231+0.00259454j -0.00216945+0.0108169j -0.0066022+0.00408965j 0.00292487+6.15237e-05j -0.0103481+0.00578531j 0.00427666+0.00516327j -0.00158245+0.00570298j -0.00364033-0.00740703j 0.00878806-0.00411535j 0.000690747+0.00127112j 0.000773111+0.0024251j -0.00950139-0.00043239j -0.00187399+0.00330254j -0.000700456+0.00292226j 0.000139735+0.00830852j -0.00269072+0.00569004j 0.00264625-0.000667762j 0.00143636-0.0108334j -0.000720349+0.00320527j -0.000881522-0.00319892j -0.00300861-0.00280199j 0.000784613-0.00439761j -0.000584106-0.00632239j 0.0043805+0.0182919j -0.00126644-0.000712994j -1.8127e-05-0.00392382j 0.000854585+0.0121341j 0.00390052-0.0026908j 0.00105695-0.00479158j -0.000331407-0.00357532j 
-0.000487512+0.000211839j 0.00293298+0.00101565j -0.00502308-0.000739669j 0.002553-0.000543878j -0.00135912-0.00569947j 0.00156026+0.000180772j -0.01129-0.000130488j -0.0192317+0.00097653j -0.00288697-0.00254398j 0.00133422+0.0037793j -0.0114104+0.00434914j 0.0118546+0.000408459j -0.022887-0.00736762j 0.0038907-0.00486091j 0.00714971-0.000289648j 0.0103474+0.00548269j -0.00584341-0.00654951j 0.021596-0.000579931j -0.0093501+0.000982772j -8.24207e-05+0.00296515j 0.0041166+0.00147962j 0.00963615+0.00842596j -0.00258909-0.00317788j -0.00351524-0.0023501j 0.00577184-0.000316145j 0.00156505+0.00200837j 0.00374166-0.00279353j 0.00749867-9.14168e-05j -0.00676627+0.00267112j 7.93203e-05+0.00016284j 0.00518107+0.00407744j 0.00441345-0.000389762j 0.0015875+0.0074142j -0.00203371+0.0011951j 0.000664963-0.000701115j 0.000436918+0.000521697j -0.005408-0.00519099j 0.0039925-0.00285064j 0.000862578-0.0020547j 0.00444489-0.00232828j 0.00273808+0.00700095j -0.00544517+0.00433901j 0.00173133+0.00825551j -0.000640087+0.00315408j 0.00682764+0.00630053j -0.00846831-0.00917825j 0.00715213+0.00106688j -0.00747869-0.00866192j -0.0139065+0.00723369j 0.00683585+0.00569436j -0.00398055-0.00498336j 0.00415846-0.00719477j 0.00350231+0.00160151j -0.00591142+0.00617977j -0.0114276-0.00030048j 0.00794621-0.00771458j -0.00931398+0.00651691j -0.00278594-0.00194407j 0.00776557+0.00147597j -0.00153032+0.00587675j 0.000669682-0.00037845j -0.00522705+0.00163256j -0.00358241-0.00157183j -0.0111619+0.00385816j -0.0035753+0.00451038j -0.00977506+0.000599597j -0.00395305-0.00748688j 0.000897008+0.00594768j -0.0107319-0.00365518j 0.00926536+0.011299j -0.000108881+0.00576593j 0.0138068-0.00429864j 0.001246+0.00106121j -0.0135969+0.0027741j -0.0038794-0.007558j -0.0072514+0.00412098j 0.00647935-0.00276854j -0.00226971-0.00890211j 0.00934941+0.00515045j -0.00958689-0.00146823j -0.00250531-0.00815955j -0.00698384-0.0033489j -0.0046596-0.00727215j -0.00152963-0.00307473j 0.00510196-0.000955921j -0.00229005+0.00333863j -0.00978482+0.00820868j 0.00185759-0.0115213j -0.00407667+0.00840899j 0.00297226-0.00161357j -0.000150709+0.0032583j 0.00254258-0.00279976j 0.0015168+0.000437096j -0.00173728+0.000184782j -0.000220196+0.000853163j 
-0.000774122-0.00363536j -0.0031083+0.00138241j 0.00423711+0.000790469j 0.00378913+0.00426929j -0.000211783+0.00299115j -0.0101738-0.0020857j 0.00639027-0.00641631j 0.000690549-0.000662273j 0.00550051-0.00258757j 0.00387791-0.00255402j -0.00336359+0.00208028j -0.0128396+0.00331152j 0.0150631+0.000115493j -0.000631058+0.0119207j -0.00180957+0.00311962j -0.00153036+0.00200744j 0.00506544+0.001518j 0.0045987-0.00121465j 0.000525088-0.00692501j -0.00489502-0.00417436j 0.000260086-0.00125574j -7.68305e-05-0.00558161j -0.00053223+5.40289e-05j 0.00157645-0.000436988j -3.18232e-05+0.000704295j 0.0099166-0.00195165j 0.00268965-0.00403973j 0.00112752-0.00510923j 0.0101213-0.00918499j -0.00633678-0.0025605j -0.00434772+0.00555659j 0.000672757+2.07649e-05j -0.00258087-0.0037409j -0.00609399-0.00134477j -0.00468133+0.00384499j 0.00116189-0.00589667j 0.00306713+0.00133441j 0.0218279-0.00558676j 0.0122475+0.00143695j -0.000249383-0.00022957j 0.00696184+0.00246705j -0.0011739-0.00596382j 0.00786822+0.00778336j -0.0115494-0.000667708j -0.00829912+0.000996634j 0.00192662+0.00031602j -0.00542402-0.00601472j -0.00648875+0.000945658j -0.0182883-0.00062762j 0.00172821-0.0027882j 0.000322244+0.00479073j 0.00670062+0.00214195j 0.000190176+0.00758385j 0.0206131-0.00434366j 0.00938137+0.005338j -0.0103099-0.00276048j 0.00136943-0.00584251j -0.00566598-0.000670849j 0.000394439+0.00619538j 0.0093888+0.00665721j -0.0197623-0.0013813j -0.00326124+0.00858911j -0.00721048-0.00679628j -0.0195552+0.00378747j 0.00829351-0.000731381j 0.0274932-0.00593666j 0.00355808+0.00617987j 0.00303502+0.00113615j -0.00184618+0.00157182j -0.0139006-0.00605628j 0.00207999+0.00224116j -0.00905522-0.00207334j -0.0138612-0.00282411j -0.00280474+8.25613e-06j -0.0191019-0.0106188j -0.0164737-0.00633921j -0.0153692+0.00106312j 0.00112131-0.00104538j -0.000613215+0.00441429j -0.00124647-0.0028371j 0.0038597-0.00281515j -0.00409966+0.00711868j -0.00420388-0.0029388j -0.00452587-0.01264j 0.00454656+0.000804261j -0.00300874-0.000687014j 0.00449303-0.00431874j -0.000529249+0.00258165j -0.00271404-1.18233e-05j -0.00034991-0.00634878j 0.000387052-0.000587982j 0.00460602-0.0028119j 0.00417112-0.00471641j 0.00208449-0.00430909j -0.000534824-0.00110981j 
-0.000500511+0.00220825j -0.000150875-0.0021744j 0.0017323+0.00399577j -0.00627054-0.000550117j 0.00280232+0.00279612j 0.0031515-0.00372838j 0.00437719+0.00279748j 0.00723062+0.0206059j 0.00210507-0.0012061j 0.0242207+0.0185696j -0.0041731-0.00860452j 7.9748e-05-0.0036618j -0.0136653-0.00910516j -0.0108887+0.0182382j -0.0007766-0.000992029j -0.00354871+0.0125107j 0.00202798+0.0107522j -0.0109036-0.00292907j 0.0071583+0.00794458j -0.00571997-0.0182782j 0.00249253+0.00207444j 0.00778299+0.00105112j 0.00337875+0.00213814j -0.00209277+0.00671862j -0.00112553+0.00315111j 0.0035285-0.018457j 0.00340962-0.0149529j 0.00676913+0.00992536j 0.00695348+0.00161849j 7.2568e-05+0.0162524j 0.00119378-0.0067276j -0.00937602+0.0149807j -0.00148665+0.00938303j 0.00526481-0.00526785j 0.00183473-0.00282231j 0.00449689+0.00737923j -0.00173567+0.0105228j 0.00845686-0.00971774j 0.0101781-0.0166474j 0.00654639-0.00906003j -0.00774836+0.00200614j -0.00160257-0.00227659j 0.00302868-0.00273892j 0.00409971+0.000156884j 0.00417546+0.00708994j 0.0076164-0.00626118j 0.00150428+0.00365756j -0.00648167-0.00199606j -0.000932535-0.00348932j 0.000859744+0.00877732j -5.9216e-05+0.0139811j 0.000691856+0.00156255j -0.00132261-0.00476642j -0.00394816-0.00979756j 0.00624593-0.00194972j -0.00546359+8.23506e-05j -0.00792422+0.00162935j 0.00410012-0.0028242j -0.0111909-0.00239441j -0.00144169-0.00549541j 0.00578248+0.00960979j 0.00165331+0.0151034j 0.00202146-0.00107823j 0.00285777-0.00480612j -6.62909e-05+0.00766401j 0.000851838+0.00123751j -0.000867716+0.00361251j -0.00109167+0.00168591j 0.00494484+0.00476956j -0.00359655-0.00105526j 0.00225678+0.000353939j 0.00365629-0.00380313j -0.00357268+0.00723925j -0.00107622+0.00281718j 0.00577793-0.00364044j -0.000158842-0.00344363j -0.00330092+0.00268417j -0.00507912+0.00621724j -0.00168137+0.00337426j -0.00128873-0.00286811j 0.00861719-0.00895556j -0.00393112-0.00159969j -0.00284899-0.00308047j -0.00378244+0.00170841j 0.00076991-0.00769087j -0.000266991+0.00567664j 0.000797072+0.000907626j -0.000862592+0.000740133j 0.00591902-0.00416797j 0.000350183-0.000178459j 0.00266699-0.000971046j -0.00415979-0.00111163j 0.00493928-0.000457869j -0.00198312+0.00165505j 0.00317032+0.000265879j 
