0.000757662-0.00980279j -0.00384807+0.00216467j -0.00102047-0.00288015j -0.000955755+0.00728576j 0.000705614-0.00230616j -0.000178644-0.00735039j -0.0020353+0.00564356j -0.000519897-0.00199685j -2.61905e-05+0.00350587j -0.000582046+0.000263768j -0.00113367-0.00599087j 0.00126645-0.00483086j 0.000615246-0.000797114j -0.000300107+0.0019584j -3.92896e-05-0.00319424j 0.000776857+0.000167428j 0.000936456+0.0020427j 0.000464671+0.00306295j -0.000994816+0.0030503j 1.25599e-05+0.000368399j 0.000875183+0.00299851j -0.000502302+0.00290892j -0.000219088-0.00382288j -2.76537e-05+7.23026e-05j 0.000921396+0.00120393j 0.000965087-0.000188738j -0.000365748-0.00528056j -0.000246966-0.00104302j -4.72562e-05-0.000245033j -0.000278744-0.00413327j -0.000585039+0.00143658j -0.000254327+0.000615127j 0.000320681-0.000318041j 0.000710481-0.000109012j -2.38834e-05-0.00418025j -0.000325994+0.00155119j -0.000290756-0.00147533j 0.00102198+0.0011073j -0.000326846+0.000490855j 0.00140485+0.0019265j 3.61676e-05+0.00213577j 0.00129649-0.00315632j -0.000687954-0.00498363j 0.00198407-0.000302023j -0.00180829-0.00816192j -0.00118188+0.00430327j 0.00215615-0.00386057j -0.000652984-0.00513975j -0.00851589-0.00154383j 0.00609318+0.0270089j 0.0211891-0.00685649j -0.0091211-0.0304669j 0.00668608+0.0273594j -0.0819332+0.00654397j 0.0434832+0.0352177j 0.207286-0.0206264j 
-0.0056159+0.00257389j 0.00246911+0.00473072j -0.000116762-0.000443935j 0.000497564+0.00240016j -0.00249321+0.00421978j 2.23814e-05-0.000691893j -0.000460602+0.000888561j -0.00588573-0.00131581j 0.00388651+0.00387784j 0.00513293-0.00129299j -0.00526706+0.00166643j 0.00201869+2.38259e-05j 0.00569686+0.00160716j -0.00216935-0.00354554j -0.00708541+0.00152014j 0.0019714-0.00366383j -0.00947434+0.00271922j 0.0107081+0.00461906j -0.00921631+0.00597477j -0.00851212+0.000197024j -8.88501e-06+0.00582862j 0.00840324-0.000689815j -0.00229934+0.00592281j -0.0111683+0.00377189j -0.00215597-0.000953605j -0.0193269+0.00137622j -0.0209317+0.00343487j 0.0546321-0.00257531j -0.01677-0.00428347j -0.0499538+0.00404595j -0.0112555-0.00366891j 0.0127813-0.00290478j 0.0723268+0.00268017j 0.0223604+0.000147725j -0.126913+0.000543817j -0.000304528+0.00114107j -0.0462132-0.00529006j 0.0638617+0.0075944j -0.102899-0.0109349j 0.0221078-0.000510465j 0.010903-0.00568088j -0.0172374+0.00368j -0.00622464-0.0021573j 0.0160243-0.00462772j 0.0203394+0.00205953j 0.00388318+0.0026952j 0.00309737+0.0014874j 0.00388367-0.00249314j -0.00806402+0.00249339j -0.00732062-0.0023121j 0.00189004-0.00149219j -0.00287952-0.000498159j 0.00402122+0.00102298j -0.00072166+0.0018611j 0.00266033+0.00104296j -0.000966818+0.00039121j 
-0.00133385+0.000483531j 0.000620519+0.000960415j 0.00347369-0.0010035j -0.000184357-0.00246063j 0.00329353-0.0021063j 0.00534495+0.00143487j 0.000675627+0.00197761j 0.00373211+0.00137356j -0.00733934-0.00450876j -0.00385503+0.00529453j -0.00536849-0.0019957j -0.00350153+0.0038269j -0.0049221-0.000522635j -0.00609244+7.72416e-06j 0.00984843+0.00361713j 0.00654208-0.00547512j -0.0052968-0.00243825j 6.48878e-05-0.00941154j 0.00134226+0.000555671j 0.00262401+0.000205003j 0.00330235-0.0045402j -0.0187903+0.00223591j 0.0235922-0.00513564j -0.018618-0.00220438j -0.0158943-0.00336679j 0.0114522-0.00287588j 0.0298871-0.00999305j -0.0106939-0.000345786j -0.0479213-0.00209643j -0.010724+0.000884166j 0.00743857-0.00299122j -0.122259+0.00230492j -0.050523+0.00190309j -0.0409539+0.00316663j 0.0142843+0.000512609j -0.0190891+0.00104721j 0.119376+0.00319058j 0.0324082-0.00602882j -0.0253942+0.000263854j -0.0374531-0.00152827j -0.0291599+0.00581739j 0.0240058+0.00484957j 0.00217736+0.0017121j 0.00613588-0.000998357j -0.00362118+0.00234896j -0.00259577-0.00392841j -0.0163762-0.000584377j 0.00162942+0.0021563j -0.00151917+6.73334e-05j -0.00524702-0.000573773j -0.00278529-0.00249894j 0.00338394-0.000340178j -0.00101664+0.00153845j -0.00438989-0.00113362j 4.53028e-05-0.00089544j 0.00148705+0.000597771j 
-0.00390818+0.00558542j 0.00661318+0.0026796j 0.00453857-0.00137203j -0.00116041-0.000604376j -0.00023667+0.00333031j -0.00123322+0.00335467j -0.00292799-0.000107572j -0.0009915-0.000813749j 0.00144404+0.000850529j 0.0020561+0.00010417j -0.0078219+0.00301332j 0.00224555+0.00348432j -0.000682197+0.00384978j -0.0111612-0.00165187j 0.00292388+0.00101619j 0.00223839-0.00443344j -0.00392296-0.00476622j -0.0102756-0.00395841j -0.00113808+0.00770752j -0.0208159+0.000685915j 0.000434213-0.00350558j -0.0508671+0.00290774j 0.0146884-0.00844438j -0.0106348+0.000170193j 0.0146076+0.000608619j 0.0589233-0.000273356j -0.0113103+0.00300448j 0.0738219+0.00102562j 0.0532385-0.00338886j -0.0268373-0.00209728j -0.0721482+0.00114902j -0.0787118-0.00101419j 0.0426609+0.00991853j 0.0542035+0.00448287j 0.089475+0.0079845j -0.00721848+0.00259435j 0.0138278-0.00029622j 0.00437834-0.00151363j -0.0674304-0.00190357j -0.00435864-0.00734146j -0.0172141-0.00153975j 0.00657557+0.00409594j -0.00669217+0.00109591j 0.0103336-0.00365944j 0.0150532+0.00281782j -0.000736656+0.00011126j 0.000274386+0.00229277j 0.00339031-0.00150081j -0.00897794+0.00196905j -0.0105171-0.00268118j 0.00133025-0.00120708j -0.00118707+9.23898e-05j 0.00494865+0.00129511j -0.00179918+0.00211873j 0.000987479-0.0015842j 0.00381172+0.00149305j 
-0.00085051-0.000258953j -0.000267249+0.000810278j 0.000232893+0.0011474j 0.00176009-5.68497e-05j 0.00321584-3.49162e-05j 0.00329977+0.00287314j -0.00195615+0.00329149j -0.00276434-0.000635062j 0.00048877+0.00131468j 9.7583e-07-0.000958666j -0.00237717-0.000166653j 0.00124544+0.0020746j 0.00509388+0.00206671j -0.000986078-0.00221436j -0.00431012-0.00110011j 0.0117993-0.00107308j -0.00454474-0.0058569j -0.0116945+0.00341106j -0.0135328+0.000992477j 0.00831578+0.00364885j 0.00444351+0.00742073j -0.0173146+0.00321265j -0.00986+0.00142632j 0.103419-0.00892809j -0.0168738-0.00393696j 0.00959913+0.00567387j -0.00218205-0.000522431j 0.0406213+0.000324485j -0.114943+0.002618j -0.00868633+0.00130403j 0.0367959-0.00190376j 0.0300195-0.00325802j 0.107434+0.00954846j -0.0182045-0.0015903j 0.00878005+0.000463636j 0.0049591+0.00570956j 0.00175968-0.00393857j -0.0034044+0.00176035j -0.0168478-0.00177826j -0.00938127-0.00248567j 0.00130957-0.00123568j -0.0129068-0.000284985j -0.00226039-0.000963286j 0.00282303-0.00284898j 0.00476929+0.000515472j 0.00355597+0.0014655j -0.000351351+0.000745378j 0.0028152+0.000265856j -0.00337536-0.000523026j -0.00308755-0.00233375j 0.00387842-0.00165251j 0.00433853+0.000973748j -0.00202584-0.000976012j 0.00119364-0.000289094j -0.000218903+4.05452e-05j -0.000728689-0.000374258j 
-0.00675083+0.000700784j 0.000720526+0.00577509j 0.00143304-0.00886853j -0.00789964+0.00159784j -0.00113284+0.000425078j 0.0030445-0.000166486j -0.00969277-0.000726942j 0.00137219-0.0035009j -0.0208308-0.00232448j -0.010946+0.0103245j -0.00530917-0.0029941j -0.00394582-0.00627758j 0.0220687-0.000784475j 0.0181929+0.00430162j 0.0142821+0.00152902j -0.0196498-0.00472812j -0.00996246-0.000117414j 0.0358476-0.00177829j -0.0218773-0.0038511j 0.0345447-0.0018638j -0.0433037+0.00551078j 0.0241751-0.00705304j 0.0356527-0.00744266j 0.0251293+0.00249786j 0.0514095-0.00433604j 0.0556536-0.000798665j -0.111454+0.00144051j -0.0140464-0.000852085j -0.0132882+0.0016319j -0.111487-0.000523633j 0.0391722+1.86788e-05j -0.0424337-0.00384811j 0.0230835-0.00309987j 0.0471043+0.00876027j -0.047018-0.00646467j 0.0498776+0.00751245j 0.0344812+0.00383268j -0.0409675+0.00145388j 0.00322037+0.00215629j 0.00786334-0.00023295j -0.0223594-0.000348557j 0.0190633-0.00398499j -0.023967+0.00491327j 0.0327407-0.000791219j 0.0119344+0.00833926j -0.00321614-0.00305333j -0.0227373-0.00746747j -0.0239107-0.000280407j -0.000378166+0.00578297j -0.0108121-0.00301298j 0.00292482-0.00278287j -0.00189639+0.00186446j 0.00661209+0.00321421j -0.00465791+0.00107838j -0.00060261-0.000501666j -0.00143001-0.000933785j 
-0.00425537-0.00318168j -0.0044793+0.0036152j -0.00122774+0.00214404j 0.0054437-0.000246055j 0.00282667+0.00098641j 0.00114078-0.00245296j 0.00631529-0.00104218j 0.00232012+0.00210965j -0.00174309-0.00115037j 0.00264056+0.00315139j -0.00206066-0.00046929j -0.00518533+0.00157737j -0.00490175-0.00191902j -0.0031713-0.00417456j -0.00383878+0.00218531j 0.00182781-0.00288586j 0.0218533+0.00651086j 0.048066-0.00303082j 0.0129268+0.000222829j -0.0182745-0.000611017j -0.00814107-0.00274805j 0.0778027-0.00293666j -0.0514404+0.0051621j -0.0166274+0.0074665j -0.0554004+0.00262337j 0.105193-0.000163357j 0.032791-0.00216804j -0.0510929+0.0037535j -0.0546813-0.00237766j 0.0330921+0.00417127j -0.0841906-0.00457528j 0.0197722+0.00117501j 0.0295855+0.00169669j -0.0102336-0.00475614j -0.046619-0.00198115j -0.0107255+0.00299679j 0.0253697-0.00404561j 0.0128545+0.00627905j 0.00890262-0.00144733j -0.000621499+0.00304412j 0.0200324+0.00289997j 0.00536598+0.00363728j -0.0109981-0.000355155j 0.00150016+0.00341024j -0.00587661+0.00160532j -0.0135286-0.00114949j 0.00120089+0.00192654j 0.00171362+0.000127932j 0.000959133-0.00175896j 0.00813377+0.000880216j 0.00330501+0.00181281j -0.000481277-0.00121623j -0.0036049+0.00119916j -0.00281312-0.0013881j 0.00360232+0.00194246j -0.00158752+0.00119019j 
-0.000726334-0.00161135j -0.00194652+0.000555142j 0.00262596-0.00017294j 0.000393277-0.00277093j -0.000295097-0.000910272j 0.00231692-0.00215188j 0.00326833+0.00159727j -0.000461434+0.000838854j 0.000298025+0.000963459j 0.0072029+0.000556026j 0.00465344+0.00489449j 0.0050285-0.000411797j -0.00620433-3.05183e-05j -0.00296994-0.000436771j -0.0287244-0.00310615j -0.00967017-0.00456115j -0.0133322+0.00152512j 0.0263279+0.00467142j 0.00199163-0.00370464j -0.106714+0.00200637j -0.0402495-0.000722995j 0.01609-0.0019208j 0.0257925+0.00270606j 0.0578482+0.000963846j -0.139275-0.00210213j 0.00146666-0.00117002j 0.000188201+0.000728996j 0.00717919+0.000733882j 0.0401759-0.000613351j -0.0313767-0.00777254j -0.0137241-0.00248692j -0.015151+0.00442003j 0.0223735-0.00173185j -0.0261836-0.00302281j -0.0344442-0.000447907j -0.00261184+0.0030677j 0.00107052-0.000594452j 0.0112253+0.00445704j -0.00852328-0.00545886j 0.00197044+0.0018038j 0.014731-0.00136531j 0.00433184+0.00384573j -0.0043054-0.000636066j 0.00705333-0.000106202j 0.00736793+0.00217719j -0.00385879+0.00198704j 0.00948634+0.0034822j 0.0067279-0.00232467j -0.00280564-0.000416485j 0.00138761+0.000417472j -0.00522268+0.000208473j -0.00249255-0.00184168j -0.00169204+0.000260652j -0.00151837-0.00050037j 0.000185316+0.00020739j -6.85592e-05+0.000152498j 
-0.00109405+0.00336824j 0.00357479+0.000650468j 0.000528323+0.00345055j 0.00387367+0.000882756j 0.000571606+0.000938425j 0.00204856-0.000549474j 0.00640403+0.0003314j 0.00408966+0.00227122j 0.000136276-0.00224007j 0.00306258+0.000760044j -0.00909729-0.000402262j -0.0149422+0.00597421j -0.011039-0.00366753j 0.000278887+0.0031287j 0.0487541+0.00212565j -0.0206327-0.00140193j 0.0235476-0.000632526j 0.0967312-0.0106618j 0.0137298+0.000932443j 0.012565-0.00247308j 0.0330837-0.000490071j -0.128805+0.00268746j -0.00583238+0.00195336j -0.0779611+0.0029168j 0.00990901+0.0017114j 0.0169077-0.00347414j 0.0440823+0.00337208j -0.0692892-0.00518495j 0.0198047-0.000840154j 0.0209178+0.00200601j 0.0131842+0.00151353j -0.0120128+0.00104508j 0.00419679+0.00244674j -0.0108689+0.00487091j 0.0198799+0.000351001j -0.00547823-0.00488107j 0.0122823+0.000229597j 0.0238355+0.00161819j 0.00752354+0.00563199j -0.00793179-0.000796269j -0.00354048+0.000789414j 0.0122423+0.0038227j -0.00612892+0.000618858j -0.00532388+0.00101359j -0.00143551-0.00131789j -0.00400025-0.00086086j -0.00296959+0.000583048j -0.000797748+0.00154963j 0.00339934-0.000248301j -0.000437662+0.0021067j 0.000159104-0.000679704j 0.00226471-0.000856067j 0.0010371+0.00125729j -0.00144968-7.19226e-06j 0.00294889+0.000548954j 0.00147149+0.00150596j 
-0.0046906+0.0027916j 0.00352642+0.00335996j 0.001269-0.00149508j 0.000680403+0.000225525j 0.00746621+0.0028755j -0.00588533+0.00821046j -0.0106394-0.00487475j 0.00368766-0.00169926j -0.00216825+0.000189235j -0.0121979+0.000577225j 0.00458145+0.000313141j 0.0160702-0.00732877j 0.015915+0.0044754j -0.057399-0.00831765j -0.017407+0.00811968j 0.0415153+0.00233109j 0.0207961-0.000421456j 0.028733+0.00103283j -0.116469+0.0120093j 0.0142198-0.0017035j -0.00713491-0.0040893j 0.0196249-0.000535587j 0.119711-0.000129334j 0.0283374+0.0014404j 0.0323074+0.0025048j 0.0554967+0.00221758j 0.0410903+0.00298668j 0.0744637+0.0112161j 0.0104116-0.00274764j 0.012848+0.00148667j -0.018169+0.000136181j -0.0108012-0.000479603j 0.00346091-0.0012907j 0.0262822+0.0018735j -0.0167319+0.0032033j 0.0256616-0.000125658j 0.0169208+0.000495301j -0.00703442-5.51249e-05j -0.0299865-0.00840513j 0.00346041-0.00402576j -0.00953361+0.00172803j -0.00666482-0.00336528j 0.00859387+0.00227232j 0.0042198-0.00260163j 0.00992498+0.00189091j -0.00287783+0.000244816j -0.00306299-0.00100602j -0.00549766-0.000292731j -0.0033793+0.00152313j -0.00772304-0.0043155j 0.00934063+0.000749655j 0.00292279+0.00278762j 0.00155839-0.000213308j 5.61178e-05+0.00168244j 0.000269856-0.00129425j 0.00259735+0.00109398j 
0.00338146-6.69359e-05j 0.000224222-0.00279741j 0.00157725-0.00243702j -0.00582793-0.00044126j -0.00719352+0.00209129j -0.00216985-0.00189933j -0.00676831+0.00257387j -0.0103784-0.00594599j 0.00614716+0.00293831j 0.00798121+0.000156194j -0.0138213-0.000610174j 0.00054728+0.000274999j 0.015798+0.00110329j 0.051955+0.00211216j 0.0609388-0.0103697j -0.0198576+0.00569134j 0.0895846-0.000431269j -0.0686487+0.00173145j -0.040402+0.0035526j -0.0542322+0.00475674j 0.0974294-0.00243013j 0.051426-0.002941j 0.00917834+0.00126411j 0.0589034-0.00219096j 0.0211662-0.000814616j 0.00586778+0.00472879j -0.0566647-0.00592169j 0.0126589-0.00157884j 0.0209779+0.00408821j -0.00398311+0.00245303j 0.0375882+0.00771838j -0.00636915-0.00163354j -0.00384622-0.000516585j 0.00317492-0.00144335j 0.0140151+0.000882373j -0.0199134+0.00422796j -0.0230026+0.0015723j -0.00121938-0.00232446j 0.00669363+0.00260527j 0.00258338+0.00192982j -0.00720601-0.00580251j -0.00235416+0.000622014j -0.00607639-0.00149309j 0.00869722+0.00073898j -0.00379925+0.000324167j 0.0105111-0.000897532j -0.00390371-0.00327501j -0.00299987-0.000947555j -0.00121007+0.000981688j -0.000242514-0.000188243j 0.000199434+0.000657251j -0.00302032+0.000787211j 0.00514341-0.000146037j 0.00394401+0.0017963j -0.00262397-0.000844672j -0.000195574-0.0011162j 
0.00113915+0.00133353j 0.00178711-0.000796907j -0.00709881+0.00264539j 0.0037918+0.00472417j 0.00532571-0.00200219j -0.00496064+0.00228211j 0.00148881-0.00871078j 0.0112091+0.00388358j -0.00223658-0.00077619j -0.00363397-0.00270761j 0.0325538+0.00262927j 0.00355208-0.00637466j -0.0177438+0.000805375j -0.00524862+0.00615245j -0.0489874+0.0040493j -0.0999972+0.00933351j 0.0903795-0.00245495j -0.0265556+0.0034998j -0.0307876+0.000563682j 0.143392-0.00316591j -0.027324+0.00435246j -0.0562057-0.0016462j -0.0323635-0.0013987j 0.00242484+0.00132253j -0.00227397-0.00298956j -0.0124982-0.000419299j 0.0154181+0.00238629j 0.0140778+0.00409131j 0.00918885+0.002894j 0.0540993+0.00588126j 0.0137714+0.0015759j 0.0264195-0.00488737j -0.00731357-0.000238138j 0.00455777-0.000895692j -0.00213117-0.00296135j 0.0155714-0.0071532j 0.000913088-0.00186473j -0.00175615+0.000511727j 0.00941721+0.000831446j 0.00250647-0.000392964j 0.003271+0.00393604j 0.00310032-0.00459549j 0.0157899+0.00524893j -0.0118684+0.00105807j 0.00488922-0.000962275j -0.00853414+0.00256399j 0.00645659+0.00129208j -0.00615571+0.00201159j 0.0110134+0.000311695j 0.00476277+0.00214544j 0.0039719+0.00121565j 0.00297547+0.00172074j -0.00212121-0.00138543j 0.0014975-0.000195722j 0.000316115+1.66855e-06j 0.000440189+0.000272768j 
-0.00382486+0.00136898j 0.00134079+0.00253172j 0.00467599+0.00275093j 0.00563905-0.00338116j 0.00880577+0.000978982j 0.000424013+0.00414387j -0.000502969-0.00335666j 0.0136883+0.00113194j -0.0135179-0.0052038j 0.0119489+0.00599681j 0.00824675+0.00567968j 0.0149203-0.0024241j -0.0965472-0.00203437j -0.0185809+0.00444854j 0.0751146-0.00492363j 0.0498134-0.00348542j 3.58037e-05-0.00814427j -0.0823287+0.000583026j -0.0650964-0.00196577j -0.0255516+0.00152607j -0.1293+7.55489e-05j -0.053139+6.91659e-05j -0.0327102+0.00191939j -0.0269221-0.00092254j -0.02201-0.00548736j 0.056984+0.00665371j 0.0110844+0.00378832j 0.0238739+0.0057865j -0.0159761+0.00243724j 0.000685356+0.00237159j -0.00191411-0.001339j 9.83215e-05+0.00348333j 0.00811289+0.00425998j 0.0166633+0.00297449j 0.00916404+0.00249687j 0.00782794+0.000905743j 0.0219526+0.000795565j -0.00117967-0.00264698j -0.00448634-0.00333652j -0.00245601+0.00122504j 0.00242838+0.00409939j 0.0104491-0.00170888j 0.0115687+0.00343606j 0.00635514+4.71867e-05j 0.00773244+0.00333966j -0.0108205+0.00125179j -0.00313421+0.00196055j 0.00505515+0.00230723j 0.00192342-0.00103058j -0.00150125-0.000345257j 0.000760916-0.001008j 0.00618671-0.00016423j -0.00356949+0.000572626j -0.00343264-0.000719893j 0.00247766-0.000193514j 0.00270071+0.0019898j 
0.00321473+0.00252322j 0.00358807-0.00261571j -0.00117721+0.00167967j 0.00117168+0.000924608j 0.00548336-0.00408336j 0.00385829+0.00425134j 0.000207353-1.42719e-05j 0.00818322+0.00368745j -0.00459356-0.00171469j -0.01021-0.00304392j 0.0309418+0.000225865j 0.00936818-0.000508522j 0.038272+0.00150591j -0.0847865+0.00445926j 0.06941+0.00288048j -0.112158+0.00364985j -0.0223322+0.0014886j -0.0163143+0.00183061j 0.0358435+0.00413308j 0.0484561-0.00317995j -0.0131139-0.000459608j -0.0113416+0.000305318j 0.0351307+0.00486352j 0.000651072-0.00462124j -0.00532905-0.00469077j -0.0503056-0.00725162j -0.000763655-0.00142939j -0.0240799-0.0014592j -0.000570722-0.00401438j 0.0165104+0.000669408j -0.00334758-0.000850032j 0.00519811-0.00406401j -0.00176592-0.00320933j 0.00740935+0.00189632j -0.000228414-0.00238331j 0.0072079-0.00347809j 0.00264592-0.00239675j -0.00486043+0.000364071j -0.00254144+0.00139954j -0.00512571-0.00244098j 0.00260139+0.00291942j 0.00316759-0.00118061j 0.00329015+0.00165586j -0.0110445-6.26833e-05j 0.00501609-0.00136391j -0.00349897+0.00118618j 0.00501589+0.00122346j -0.00401682+0.000300928j 0.00610646+0.000956686j -0.00360992+0.000693974j -0.00152747-0.000687434j 0.00385902+0.00112034j -0.00134221-0.00148504j 0.00146363+5.76235e-05j -0.00144554-0.00104292j 0.00143389-0.000116337j 
-0.00510483-0.000849615j -0.00177905+0.0044048j -0.007658+0.00204906j 0.00431706+0.00586244j -0.00448603+0.00285263j -0.00633155-0.00426177j 0.0123712-0.00264297j -0.0108947+0.00083594j 0.0247019+0.00589226j 0.0157402+0.00134144j -0.131309+0.00348423j -0.0675033+0.00665348j -0.0796635+0.00234491j -0.0842779-0.00402955j -0.0435279+0.00370282j 0.0232091+0.00540152j 0.0210189+0.00102191j 0.0387905-0.0002746j 0.0426078+0.00216004j -0.0259276+0.0011831j 0.0111497+0.00512457j -0.0290631-0.00447067j -0.0322087-0.00395564j -0.00179602+0.00471219j 0.00826354+0.000999593j 0.0196708+0.00465554j 0.00318424-0.00481484j 0.0266744+0.00216808j -0.00616078-0.00166963j 0.0162485-2.13407e-05j -0.0273315-0.00218179j 0.0127554+0.00406836j -0.00632223+0.00366084j -0.0106281-0.00306237j 0.00481543+0.0053045j -0.00920652-0.00333949j -0.00268296-0.00202992j 0.0182045+0.00154702j -0.00638804-0.00198652j 0.000614598+6.09356e-05j 0.00161673-0.000625445j -0.00857869+0.00239641j 0.000845409-0.00230674j -0.00506495-0.00109665j -0.0067251-0.000840898j -0.000944197-0.00148082j -0.00385471+0.00140105j 0.00804124+0.00144755j -0.00436735-0.00112337j 0.00420943+0.00062616j 0.00322657+0.000115499j -0.00379976-0.00134377j 0.00139095+0.00136846j -0.000828101-0.000199671j 0.00400316+0.00250325j -0.0025161+0.000341371j 
-0.000604827-0.0054627j -0.00697812+0.000847225j 0.0022953-0.0019763j -0.000214836-0.00296439j 0.00192386-0.00303821j 0.0159371-0.00207994j 0.00363163+0.00504865j 0.00114228+0.00393092j -0.0349192-0.0066379j -0.114685+0.00604238j 0.0280171-0.00967285j -0.154522+0.00685844j -0.024227-0.000929738j 0.0471711-0.00185072j 0.0494024+0.000705341j 0.0604316-0.00735569j -0.0290451+0.00376423j 0.010726-0.000687563j 0.0444734-0.00049216j 0.0436998+0.00291122j -0.0156641-0.000483763j 0.011855+0.00698861j -0.0294393-0.0013266j -0.00417251+0.00278496j -0.00165101-0.00160141j 0.0357656+0.00329335j 0.00579622-0.00237821j -0.0318048-0.00236742j -0.0117676+0.00315534j -0.00453594+0.00439325j 0.00948053-0.00351556j -0.00688096+0.00350544j -0.00905481-0.00107308j -0.00626027+0.00150433j -0.00844132-0.00243822j -0.00403474-3.87238e-05j 0.0147888+0.00216168j 0.00139609+0.00120245j 0.00726781+0.000418712j -0.00898171-0.000900382j -0.00381933+0.00227789j 0.00209797+0.000479638j -0.00333235+4.57619e-05j 0.00351131+0.000834769j -0.00736548-0.00100928j 0.00534049+0.000180694j -0.00250071-0.00215023j -0.00413291+0.000445108j -0.000501353-0.00167645j 0.00312216-0.000783746j -0.00199866-0.0014296j 0.00130954-0.00103838j -0.00621128+1.37369e-05j -0.00403252-0.00309994j -0.000324255+0.000835364j -0.00324903-0.00110534j 
0.0038187+0.000742363j 0.0011391-0.00250085j -0.0103357+0.00672295j 0.00715333+0.0066805j 0.003675-0.00664617j 0.00617753+0.000907414j 0.0173012-1.67195e-05j 0.00594964+0.00574747j 0.0130068+0.00403038j 0.151316-0.00575406j 0.0807274+0.00117423j -0.106523+0.0103131j -0.0500677+0.000357486j -0.0579532+0.00608103j -0.00725952-0.000204469j -0.0576069-0.000567675j -0.0419607-0.00372858j -0.0117091+0.00389365j 0.0559102+0.00585303j 0.0378462-0.00266515j 0.0204482+0.00606811j -0.028092+0.000944445j -0.0399104-0.00397576j 0.00366831+0.00188728j -0.0350613-0.00342505j -0.00700299+0.00259217j 0.0158214+0.00106171j 0.00326301-0.00094893j 0.00397592+0.00189531j 0.00936425-0.00390126j -0.00242375-0.00138495j 0.0147675+0.000362965j -0.0044475+0.000562669j -0.0142019-0.00331924j 0.000215285+0.00072073j -0.00227331-0.00510454j -0.00970723-0.00432962j 0.0115327+0.00246915j 0.00394291-4.70277e-05j -0.00287719+0.00110608j 0.0148441+0.0020534j -0.00245738-0.000141342j 0.00703003+0.000285476j -0.0121552+8.47865e-05j 0.0025044-0.000687355j -0.0101692+0.000983069j 0.00335208+0.00436645j 0.0099505+0.00346631j 0.00781036-0.000736546j 0.00205265+0.00319762j -0.00396513-0.00178963j 0.00376166-0.000100516j -0.00294314-0.00168185j 0.00302262-0.000617026j 0.000714789+0.00105211j -0.00135525-0.000569498j 
-0.00373896+0.00301318j 0.00422627+0.00259203j 0.00514026-0.00660792j -0.00884721-0.00110073j -0.0109443-0.00324479j 0.00975856+1.7449e-05j 0.000920217-0.000921864j 0.00310488+0.00316978j -0.165212+0.000708308j 0.0556083+0.00975029j -0.101679+0.00705056j 0.010943+0.0009779j 0.0381121+0.000437841j 0.0380627+0.00713676j 0.00809527+0.00323817j -0.0292152+0.00240442j -0.056536-0.00433389j -0.00941545+0.00467079j -0.0330589+0.00115921j -0.029457+0.00288837j 0.000347959-0.00314518j -0.0336277-0.00390516j -0.000958373+0.0026978j 0.0169028+0.00418561j -0.00167029+0.00124443j 0.00772294-0.000418116j -0.0251704-0.000564055j -0.00910052-0.00351889j 0.00778519+0.00380835j -0.0081778-0.000611471j 0.00800839+0.00133358j -0.00237221+0.000321087j 0.00115979-0.00173181j 0.00507921+0.00108816j -0.00122973+0.000105822j -0.00139363+0.0039323j 0.00699247-0.000558821j -0.0050509-0.000644306j 0.00327945+0.000807615j -0.00653146+0.00206618j 0.00405853+0.00174458j 0.00812039-0.000131664j -0.00364835+0.00115095j 0.0119747-0.000629959j 0.00239626+0.0015067j -0.00134075-0.00171777j -0.0109536-0.00178239j -0.0067205-9.95914e-05j -0.00133658+0.00203622j -0.00850459-0.00146105j -0.00206142-0.00152592j -0.00117541-0.000682322j 0.00332839+0.00197804j -0.00476833+2.22729e-05j 0.000123688-0.000832462j 0.0014823+0.000542045j 
-0.00707892-0.000377719j -0.00164111+0.00496699j 0.01206+0.00609279j 0.0133482-0.00672137j 0.0201818+0.00861407j -0.00154101+0.0016808j 0.0226089+0.0031258j 0.194922-0.00502099j -0.0416316-0.00811248j -0.0462373+0.00322519j 0.00617045+0.00502385j 0.0758543+0.00184635j -0.10281-0.00307052j 0.0378366-0.00778269j 0.0380124-0.00304753j 0.0167103+0.00299232j -0.00615373+0.00211962j 0.0114429+0.00208869j -0.031867-0.00280383j 0.0126862+0.000985136j -0.0417752-0.00299541j -0.00133304+0.00140217j 0.010183+0.00325038j -0.000829967+0.000566401j -0.0140655-0.00138625j 0.0110013-0.00300999j 0.0102984+0.00380127j 0.000424201+0.0049951j -0.00103511+0.00227288j 0.00636796+0.00238494j -0.00703504-0.00287647j 0.0016875-0.000543602j 0.00236187-0.00176273j 0.00809747+0.00301238j -0.0112771-0.0027745j 0.00474073-0.000534664j 0.0111383-0.00114244j -0.00236925-0.00134945j 0.00342493-1.81744e-05j -0.0055558-0.00015591j -0.00161588+0.00166201j 0.0149187-6.2705e-06j -0.00266231+0.00249048j 0.00182826+0.00146844j 0.00264813+0.00160624j -0.0107674+0.000850095j 0.00407939+0.00152014j -0.000470985-0.000142788j -0.000949811-0.00142622j -0.000442158-0.000752966j 0.00324757-6.08505e-05j 0.00514952-0.000910964j -0.00513989+0.000680222j -0.00275454-0.000654688j 0.00427518+0.00130349j 0.000986753+0.00171115j 
