-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
-0.00368571-0.00220711j -0.000766359-0.000294739j 0.00161217-0.00199929j -0.000799371-7.65837e-05j 0.00210437+0.00156804j -0.00419861+0.000104122j 0.00129403+0.0035322j 0.000208573-0.000246826j 0.00466938-0.00112248j 0.000561695-0.000780057j -0.00123191+0.000662753j 0.00417131+0.00225989j 0.00179581+0.00379187j -0.000487578+0.00254611j -0.00170323-0.00051342j -0.00234397-0.000525571j -0.00420738+0.00140045j -0.000322198+0.00179531j -0.00876382-0.0213823j -0.00386442-0.004978j -0.00233818+0.00526229j -0.000380403+0.0061835j -0.00532956+0.00166812j -0.000143797-0.00620238j -0.00310661+0.00137981j 0.000599179+0.00318007j 0.00134715-0.00656388j 0.00174907-0.000699931j 0.00450783-0.00515302j 0.000705421+0.0142361j -0.000242496+0.0150853j -0.00312437-0.00585428j 0.00355001-0.0058037j 0.00125693-0.0161577j 0.000661628-0.0027311j 0.000224365-0.00190306j -0.00346563+0.016408j -0.00250018+0.00209547j 0.00349883-0.00928025j 0.00169939-0.00688147j -0.00309471+0.00306661j 0.0012278-0.00245799j 0.000447195+0.000806203j 0.00066869-0.0017836j 0.00250792-0.00221829j 0.00150185-0.00123213j 0.00351687+0.00216902j 0.000342051+0.0012915j -0.00215096+0.000741279j 0.000552786-0.000643687j -0.00149789+0.000248135j 0.000391432+0.000566386j 0.00586901-0.00301601j -0.00114686+0.00115877j -0.00319997+0.00143981j -0.000603293-0.000561886j 0.000203487+0.000574106j 0.00040165-0.00367979j -0.00557462+0.000639128j -0.000589835-0.000409004j 0.00107237-0.00229268j -0.000268503-0.00264286j -0.00135381-0.00177424j -0.000196384+0.000189942j 0.000399981+0.000425303j 0.00120043+0.00133498j 0.00210181-0.00331555j 0.000441267+0.0003471j 0.000385889+0.00120563j -0.000757576-0.000370561j 
4.19794e-05+0.000227181j -0.000486495+0.000343377j 0.00126359-0.00234696j 0.00102028-0.000284678j 0.000207673+0.00128504j -0.00158946+0.000170101j -0.00232637-0.000515239j 0.00175174+0.000664822j 0.000186987-0.00147205j 0.000434186-0.000237528j 0.00560963+0.000505856j -0.000472815-0.000121742j -0.00116088+3.34251e-05j -0.00398402-0.000870359j 0.000966619+0.000666434j -0.00123357-0.000628517j -0.00399203+0.00150899j -0.00154658+0.00130845j -0.000260341-0.000332195j -0.00180398+0.00245144j -0.00379723-0.00399258j -0.00262828+1.45296e-05j -0.00407269+0.00196347j -0.000167611-0.0011366j -0.00248301+0.00446083j 0.00191515+0.00562032j 0.00211215+0.0158185j 0.00130785-0.0175117j 0.00189336+0.0141171j 8.84775e-05-0.00628391j -2.92809e-05+0.0182898j 0.000400432+0.018507j -0.00164821+0.0213324j 3.40696e-05-0.00297208j 0.000167871-0.00139169j -7.07765e-05+0.00274281j 0.00190533-0.00255269j -0.00172207+0.00190134j -0.000866802-0.00476504j -0.00161279-0.00270364j 0.000818435+0.00164854j -0.00143169+0.00103814j 0.000567887-0.00239738j 9.61252e-05-0.000373998j -0.000656141+0.000941217j 0.000570485+0.00143945j 0.00297011+0.00182827j -0.000285458+0.000449269j -0.00354915+0.000831281j -0.00228357+0.00125168j 0.00747286-0.00179985j 0.00313895-0.000166717j 0.00268568-0.000658015j 0.00323844-0.000764546j 0.00107097-0.00241552j 0.00135217+0.000245147j 0.000182425+0.00109598j 0.000147674-0.000109622j -0.000439461-0.000669567j 0.0012307-0.00083381j -0.000236474-0.000342552j -0.000324792-0.00151209j -0.000354869-0.000355266j -0.000421756-6.45076e-05j 0.000390655+0.000236218j 0.000765219-0.000123997j 0.00125305+0.000112655j 0.00149911-0.000395712j 0.000434646+0.00118227j -0.000747342-0.000309923j 
0.000102512+0.00100442j 0.000444872-0.000470342j 0.00200396-0.00885126j 0.00301505-0.00129567j -0.00376766+0.00398594j 0.000741773+0.000777923j 0.000604267-8.93879e-05j -0.00143425+0.00124692j 0.00287024-0.00428458j 0.000703247+0.000256214j -0.000297245-0.000602956j -0.00184842-0.000475815j -0.0021545+0.000153012j -0.00053727+0.00164081j 0.00195512+0.000755649j -0.00233845-0.00166191j -0.0108585+0.00659816j -0.00549049+0.0033986j 0.000590785+0.00396965j -0.00394803-0.000434176j -0.0120175-0.0086872j -0.00547971-0.000585456j -0.0141591-0.00866726j 0.0021609+0.000237033j -0.0070202-0.00589313j 0.00608266-0.0085771j 0.0031527-0.010985j 0.00452337-0.00353574j 0.00536251-0.00126628j 0.000145152-0.000636362j -0.00066748-0.00964717j 0.000882585-0.00107496j -0.00373065-0.00226092j -0.00573578+0.0113057j 0.00012718+0.0038347j 0.00354424+0.00541454j 0.00171322+0.00147962j -0.00512852-0.00549618j -0.00538594-0.00263093j -0.00508031+0.00217352j -0.000287436+0.0007586j -0.0044649+0.00525336j 0.00325297-0.00767495j 0.000946773-0.00144462j -0.00185456-0.00171614j -0.000119822+0.00438956j 0.00956435+0.0040792j -0.000134514-0.000433729j 0.000590958-0.001327j 0.000932883+0.00242783j -0.00263963+0.000762417j 0.00264478+0.00111291j -0.000826224-0.000495364j -0.00238861-0.000310938j 0.00117449-0.00270833j 0.000406753+0.00179315j 8.29446e-05+7.07802e-05j 0.000229313-0.00116282j -0.00160331+0.000725583j 0.00388584-0.00208155j -0.00139166-0.00113049j -0.00144038-0.00410054j -0.000820633-0.0010849j 0.000304282+0.000284684j -0.000414473-0.000176812j 0.00200183-0.000510093j 0.00363291+0.000304451j 0.00461739-0.00211742j 0.00189172+0.00319707j -0.00229197-0.000634143j 
-0.000183203+0.000112349j 0.000270771+0.000132156j -0.000639608+0.00171008j 0.00277819+0.00177824j 0.00288915+0.000495458j 0.00200857+0.00146999j -0.00271744+8.56146e-06j 0.00025411-0.000658356j 0.00284529+0.00202434j -0.00116055-0.00043616j -0.00103697+0.00132168j 5.12125e-05-0.000238196j -0.000606216+0.000153701j 0.000142284+0.00062966j 0.00220039+0.00122146j -0.000688541+7.50089e-05j 0.00368083-0.000698878j -0.000218331-0.00111686j 0.00110644+0.00490276j 0.00100095+0.00481855j 0.0030069+0.00943818j 0.00303512+0.00920526j -0.00165255-0.0314379j 0.000230307+0.00799109j 0.00402812+0.00734197j -0.000846798+0.00587273j -0.00220362-0.0162191j -0.000436822-0.0340234j -0.00162163+0.00445422j 0.000402054+0.00317985j -0.000101221-0.00142375j -0.000582948+0.0014494j 0.0025355-0.00600975j -0.00210163+0.0165972j 0.000291343-0.00363768j -0.000844895+0.00104525j 0.000877667+0.00155313j 0.000651395+0.00103257j -0.00032951+0.000156886j 0.00270575-0.0051112j 0.000697658-0.00261153j 0.00137206-0.0011199j -0.000749469-0.00021361j -0.000661181+0.00153649j 0.000386493+0.00157736j 0.00032102-9.67092e-05j -0.00214152-0.000718354j -0.000288719+0.00090944j -0.00312438+0.00108703j -0.00200209+0.000488492j -0.00365446+0.000812486j 0.00101913-0.000284214j 0.0022232-0.000904478j 0.00410482-0.000271561j 0.00060367+0.000451628j 0.00138265+0.000187467j -0.000241754+0.000822101j 0.000329364+0.000272375j 0.000561223-0.00113576j -0.000164393+8.87152e-05j -7.82726e-06+0.000374041j 0.000246119+0.000998842j 9.15228e-05-4.07421e-05j -0.000498576-9.8878e-05j 0.000492981+0.000225751j -0.00055511+0.000110794j -0.000451343+0.000136235j -0.000739317+2.53908e-05j -0.000256604-0.000612335j 0.000409106+0.000141687j 
-0.000919265-0.000735785j -0.000592194-0.00104687j -0.00384041-0.0047154j 0.00345707+0.00101231j 0.00137203-0.000189536j -0.00384234-0.000475266j -0.00624415+0.000327672j -0.00229564-0.00126734j -0.00153125-0.00104243j 0.00118515-0.0001805j 0.000121912+0.00116548j 6.82526e-05-0.000307479j 0.000528892+0.00154222j 0.00391209+0.00195956j 0.00137796+0.000731051j 0.000479386-0.000409663j 0.00502008+0.00364297j -0.00549233-0.0204428j 0.00184633-0.0103324j -0.00264584+0.000799413j 0.00105808-0.00345994j 0.000296911-0.016916j -0.00150869+0.00610402j 0.000643313+0.0214626j -0.000460223+0.00417951j 0.00524083-0.0154187j 0.00231562+0.00593533j 0.00356377+0.000689569j 0.000653432+0.00230026j 2.42411e-05-0.0012146j 0.00106254+0.000749755j -0.00100366-0.00127157j 0.000229846-0.00559782j 0.000810429-0.0112876j -0.000169211-0.00202961j 0.00238568-0.00769888j 0.00017743+0.000262968j -0.00355353+0.00470231j -0.00160729+0.00423524j 0.00128087-0.00834208j 0.00239598-0.00748031j -0.000163995-0.00128461j 0.00172962-0.00599869j -0.000528569+0.00335419j 0.00114635-0.00149416j -0.000422521+0.00155333j 0.000261989-0.00199359j 0.000228834+0.000152398j -0.000518824-0.000262685j 0.00153819+0.000755549j 0.000199252-3.40026e-05j -0.00101372+0.000140851j -1.23665e-05-0.000848382j -0.000393263-8.21936e-06j 0.00354126-0.00223997j 0.00118978+0.00297493j 0.000211835+0.000623934j 0.00134511-0.00146232j -0.00158674+0.0006545j 0.000228743-0.000784377j -0.00153191+0.0010913j -0.000813407+0.00123701j -0.0005922-0.00160761j 0.00011224+0.000253256j -0.000126471+6.79421e-05j -0.000958838+0.000513565j 0.00106853-0.00120086j -0.000270007-0.00192765j 0.00112286-0.000777973j -9.69968e-05+0.000484232j 
-0.00187167+0.000385293j -0.00187324+0.000754209j -0.00233794-0.00122153j 0.004991-0.0025515j -0.00435147+0.001083j -0.00016563+0.000654907j 0.00241472-0.00290806j -0.00244003+0.00144059j -0.00591505+0.00308236j -0.00343462-0.00187568j 0.00213703-0.0039778j -0.00107249+0.000751238j 0.011865-0.00212272j 0.00351222-0.00518502j 0.000971079-0.000845352j 0.0231647+0.00332773j 0.00181248+0.00448009j 0.00323503+0.002738j -0.000153599-0.00193089j 0.00378396-0.00260913j -0.000240375-0.00146796j -0.00543783+0.00193657j -0.0019895-0.00425727j 0.00311991-0.000164301j 0.000114244-0.00533403j 0.00797272-0.00737665j -0.00220096-0.000408677j 0.00288022+0.000331977j -0.00351983+0.00493718j 0.000149274-0.000742797j 0.00117589-0.0010249j -5.71056e-05+0.00261703j 0.00415084-0.00222183j 0.000254038-0.00742j -0.00414624+0.00502904j 0.00253545-0.000971329j 0.00377806+0.00374558j 0.00883822-7.0214e-06j 0.00520048-0.0015692j 0.0068857+0.00516723j 0.00791729+0.012654j 0.00309807+0.00902775j -0.00386425-0.0053444j -0.00198956-0.00231855j 0.000112993-0.00287253j -0.0014085+6.03445e-05j -0.00141521-0.00138455j 4.14819e-05-0.0011648j -0.000181651-0.000800008j -0.000587138+0.00249988j -0.00081294+0.000453831j -0.00102035-0.00337792j -0.000253079-0.00108348j 0.000188724+0.00210835j 0.00137611-0.00192389j 0.000799291+0.000869195j 0.000718573+5.98598e-05j -0.000150846-0.00285911j 0.000122509+0.00346871j -0.00286102+0.000613202j 0.00185023+0.00141369j 0.00127316+0.00101581j -0.000476112-0.000618359j 0.000815656-5.12957e-05j -0.000679743-0.000121639j 0.000830198+0.00129759j -0.000680725-0.00064626j 0.000429106-2.87371e-05j -0.00122705+0.000196513j -2.75909e-05-0.000439065j 
0.00191439-0.00194357j -0.000114029+0.000752807j -2.28945e-05-0.00152429j -0.00133339+0.0032749j -0.00036504+2.66438e-05j -0.000817221+0.00120235j -0.000175936+0.000973024j -0.00019849+0.000444467j 0.00217379-0.00420749j 0.00687379-0.00171491j 0.00373304+0.00121996j -0.000191341+0.000812707j 0.000103459+0.00367342j 0.0160608+0.00208694j 0.0123186-0.00261746j 0.00718912+0.0110181j -0.0032894-0.00405147j -0.00249174+0.0039352j -0.000234418+0.00410219j 0.00175782+0.00425916j -0.00632544+0.00492042j -0.00107827-0.00255048j -0.000917047-0.00303382j 0.00159211-0.00163126j -0.00541847+0.000481736j 0.000628+0.00809828j -0.00334896+0.000682207j -0.00010107+0.00580425j -0.000552533+0.00207996j 0.00176144-0.00237095j 0.00659823-0.00224224j -0.000861071+0.000940836j 0.00183299+0.00234323j 0.000732195-0.00514249j -0.00283509-0.00188668j 0.00508916-0.00218733j -0.00193365+0.00396826j -0.00251824+0.00359428j 0.00593289+0.00764473j -0.00317797+0.00608389j -0.00152095+0.00546024j -0.0091857-0.00679178j 0.00711201+0.00527164j 0.00401016+0.00175535j -0.00208487+0.00109415j 0.0020713-0.000168583j 0.00540567-0.00641375j -0.000485219+0.000826572j -9.6688e-05+0.00304168j -0.00155834-0.00425846j -0.000280215-0.000200659j 0.00207095-0.000285243j 0.000939+0.0016469j -0.00251334-0.00130266j -0.00114267+0.00471146j -0.00130969-0.00364878j -0.00075262+4.54508e-05j 0.0007359+0.000142399j -0.000366384-0.00241899j -0.00152169-0.00393921j -0.00374729+0.00194732j -0.00317904+0.00396737j 8.10657e-05+0.00010309j -0.000288855+0.000265216j 0.000321537-3.65426e-05j -0.00254936-0.000440679j -0.00046378-0.000879155j -0.00344562-0.0010974j 0.00255052-0.00464806j 0.000780451+0.00196041j 
0.00020449+0.00127705j -0.000434131+0.00125768j -0.00111983+0.00052876j 0.00202502-0.00333749j 0.000714029-0.00171878j 0.00823767-0.0017506j 0.00526577+0.0022683j 0.00592347-0.00512032j 0.0111865+0.00185879j 0.00479149-0.00229671j 0.0078818+0.00264528j -0.00432151-0.00351523j -0.00604599+0.00474103j -0.014619+0.0050406j 0.0025363+0.0144665j -0.00671839+0.0051695j 0.00202083+0.00326626j 0.00490984-0.00133992j 0.000436161-0.00011438j 0.00125357+0.00166574j -0.00175534-0.000719343j -0.00402349-1.07616e-05j -0.00204964+0.000488617j 0.00324476+0.000848067j 0.000229177-0.00163273j 0.0018161+0.00195501j 0.00293254-0.0011994j 6.25602e-05+0.00331075j -0.00234557+0.000367242j 0.00231229+0.00393405j 0.00458369+0.0044856j -0.0068973-0.00196605j -0.00189301+0.00202803j 0.00341393-4.11365e-05j -0.00223856+0.00132608j -0.000123072+0.00306457j -0.00238301-0.00130511j 0.0110821+1.50886e-05j 0.00132306+0.00606156j 0.00133102+0.00432564j -0.00621826+0.00373373j -0.00141708+0.000920143j -0.00456272-0.00437421j -0.000949473-0.00337373j 0.00233975+0.0018642j -0.00220091+0.00280746j -0.00204529+0.00382184j 5.63443e-05+0.00134243j -0.00184646-7.17163e-05j 1.73344e-05-0.000224029j -0.000229773-0.000193842j -0.000161808-0.000860823j -0.000242669-0.00311049j 0.00103587+0.00267384j 0.00116881-0.000572183j 0.00172102-0.000221341j -0.000686656+0.00203837j 0.000685854+0.000436695j -0.000945155-0.00131003j 0.0022376-0.00237613j -3.07374e-05-0.000784969j 0.0008892-0.0018398j -3.05992e-05-4.16169e-05j -0.00129919+0.000564671j 0.00134728-1.90642e-05j 0.000908908+0.000502863j 0.00162647+0.000797208j 0.0012165-0.000677798j -0.000800169+0.00203951j -0.00047917-0.000908018j 
-0.00152356-0.00140577j -0.00113648-0.000417767j 5.94558e-05-0.00177364j 0.00525908+0.00243292j 0.0012965-0.00325657j -0.00174534+0.00411748j -0.00387117+0.00551169j 0.000418232+0.00100113j -0.00720493-9.07793e-05j 0.0109432-0.00238797j -0.00178447+0.00508262j 0.000836752-0.00332108j -0.000847104+0.00699307j 0.00392794-0.00661103j -0.0156941-0.00271328j -0.00195737+0.0134169j 0.000735068+0.0013962j 0.00130161+0.00412456j 0.000360475-0.00168465j -0.00176569+0.00264838j -0.00237534-0.000966944j -0.00295231-0.00648004j 0.000508221-0.00293843j -0.00352859+0.00405931j 0.00470436+8.85986e-05j -0.000335334+0.00460737j -0.000980613-9.29736e-05j -0.00131103+0.000647576j -0.00185313-0.00353867j -0.00253379+0.00123989j -0.0039669+0.00177908j 0.0026452-0.00323563j 0.00262289+0.000127958j 0.00343062+0.00290331j -0.00343216-0.00280465j -0.00529666-0.000360532j 0.0059482-9.68832e-05j 0.00303164+0.0135565j -0.00452843+0.000647991j -0.00216382+0.00459394j -0.00852516+0.00162604j -0.00516527+0.00151646j -0.00060997-0.00730343j -0.000714476-0.00196229j 0.0015633+0.00045754j -0.000664208-0.00029078j -0.00125324+0.00310298j 0.00040414+0.000108911j 0.000389039-0.00226135j -0.000766752+0.00221268j -7.75488e-05-0.00030803j 0.00192245-0.000712014j 0.00139848-0.0017592j -0.00243716+0.00203264j 0.00111841-0.000148777j 0.000125865+0.00298206j -0.000333626+0.000501157j 0.00154674-0.00138937j -0.000558529-0.000231988j -0.0015037-0.00109399j 0.000752913-0.000761451j 0.000356432-0.00150072j -0.000662945-0.000256422j -7.07221e-05+2.51583e-05j 0.000122608+0.000142449j 0.000564515+0.000823083j 0.000403054-0.000274885j 0.000780586+2.88944e-05j -0.000782045+0.0018582j -0.000269007-0.000924919j 
0.000925811-0.000502627j 0.000561503+0.000519663j 0.000540842+0.0017891j -0.002514+0.00102351j -0.00178706-0.00147043j -0.000785016-0.00132005j 0.00101355+0.000962051j 0.00255463-0.00120801j 0.00315369-0.00351932j 0.00283156+0.000814386j -0.00313645+0.00194756j 0.0036935+0.00107991j -0.00568011+0.000992047j 0.0116408+0.000914044j 0.00837357-0.00588389j -0.00215045+0.0036033j 0.00618057+0.00636612j -0.000860747+0.00158098j 0.00226436+0.00068814j 0.000503698-0.000408737j 0.00368667+0.000949279j 0.00685866+0.00102175j 0.00569603+0.00264128j 0.00265354-0.00223712j -0.0028975+9.86957e-05j -0.000564566-0.00563765j -0.00100868-0.000932214j 0.000524757-0.000931766j 0.000411421+0.00268451j 0.00471021-0.00241612j 0.00599952-0.00271551j -0.00397006+0.00365592j 0.0047484+0.00123362j 0.00256034-0.00101157j -0.00099522-0.000179277j 0.00771311+0.000805202j 0.0012745+0.00345542j -0.000511698-0.00342703j 0.00667022+0.000198417j 0.00112587-0.000925485j -0.00215492-0.00347981j 0.00237693-0.00169465j -0.00982614-0.0132572j -0.0088392-0.00954781j 0.00229648+0.000161745j -0.00172098+0.00433845j -0.0092756+0.015191j 0.000266079+0.000701753j 0.00135267-0.00281603j -0.00245248+0.00514466j 1.32637e-05-7.84461e-05j -0.00103272-0.000649321j 0.000510023-0.00463232j -0.000350526+0.00258774j 0.00185999-0.00371689j -0.00130137+0.0045327j -0.000804208+0.00300934j 0.00215534-0.000397562j 0.000908426+0.00196671j -0.00087794-0.00620163j 0.00509829-0.00316351j 0.0041489-0.00862627j -0.0012511-0.00110827j -0.000498916+0.000675488j 0.000757506-0.000237611j 0.00415143+0.00117559j 0.00295831+0.000147544j 0.003742-0.000696063j -0.00437118+0.00887221j -0.00134638-0.00360916j 
0.000318425-0.000547595j 2.88468e-06+0.00184965j 0.00195995-0.000974504j 0.00580013-0.00170478j 0.00941903-0.0022312j 0.00141735-0.00105742j -0.0142469+0.00128513j 0.00802537-0.0009039j 0.00484678-0.00330013j 0.0101048-9.02186e-05j 0.0105618-0.00720016j 0.00240534+0.00250068j -0.00815222-0.00151905j -0.00495865+0.00163047j 0.00282071-0.00906639j -0.00373288-0.00556055j 0.00234006-0.00188978j 0.00273029-0.000303735j -0.00153694+0.00157011j -0.00211463-0.00310232j -0.00571972-5.50317e-06j -0.00717216+0.00546677j -0.00451518+0.00253535j -0.00716036-0.000670978j 0.0084941-0.00474239j 0.00189112-0.00466654j 0.00111841+0.00084367j 0.00573709+0.00118515j -0.00333969+0.00412414j -0.000988257-0.000235112j -0.00347687+0.000111205j -0.000447881-0.00660439j 0.00366562+0.000155626j 0.00480699+0.00118483j 4.47307e-05+0.000501284j -0.0139646+0.000373853j 0.00654956+0.000420474j 0.00682938-0.00390987j -0.00527576-0.00211475j 0.00533682-0.00156096j 0.00263048-0.00223889j 0.0002705-0.00049232j -0.00100211+0.00183983j 0.000150954+0.000641497j 0.000946045+0.00784691j -0.000851605+0.00488057j 0.000306939+4.85257e-05j 0.00119209+0.00831122j -0.000299503+0.00223125j 4.80349e-05-0.00647383j -0.000176267-0.00027729j -6.40158e-05+0.00249259j -0.000113835-0.00719601j 0.000430815+0.00493182j 8.44877e-05-0.00111436j 0.000454375-0.000954478j -0.00134178+0.00819964j 0.00110164+0.00202954j 0.000892044-0.00583553j -0.000324738-0.00224505j -0.000204569+0.00106785j -9.61672e-05+0.00112264j -0.000298464-4.54441e-05j -0.00368393+0.00152098j 0.00386479-0.000201889j -0.000959397+0.000150277j 0.000778608+2.4643e-05j -0.000681594+3.01281e-06j 6.75672e-05-0.000934329j 0.00025644+0.000253188j 
-5.34951e-05-0.000332998j -8.71818e-05+0.00141724j 0.000549473+0.000680368j 7.77926e-05-0.0023383j 0.00270807+0.00365932j 0.00251524-0.00236034j 0.00269102-0.00378825j -0.00158446-0.0107071j 0.00306959-0.00491954j 0.00747045+0.00545906j 0.00349296-0.00326924j -0.00423514-0.00794242j -0.00312173+0.00631234j -0.00638449-0.00467115j -0.000367028-0.0129032j -0.000700468-0.00617825j 0.000370143+0.000123775j 0.000709784-0.000880694j -0.000627389-0.00313697j -0.00198169-0.00305751j -0.000353511+0.000706723j 0.000357772-0.00446871j -0.000434512-0.0043794j -0.0037399-0.0104019j 0.00358617+0.0138856j -0.00306367+0.000847478j 0.00174167+0.00201487j -0.00074886+0.00159406j 0.000228961-0.00346556j -0.00296409-0.00489637j -0.00165505-0.0107528j 0.000676914+0.0092669j -0.00175785-8.92669e-05j -0.00155052+0.000666278j 0.000299648+0.00278788j 0.000392751-0.0164236j 0.00138628+0.00589414j -0.00169549+0.000250132j -0.000509465-0.00958226j -0.00189675+0.000890681j -0.000506964-0.000702015j -0.000615634+0.0011533j 1.34283e-05-0.000844641j -0.000164561-0.000817019j 0.00047823-0.0027253j -0.000440644-0.00168339j -0.000458756+0.000654373j -0.000946599-0.00362304j -0.000322707-0.0010375j -3.46107e-05+0.0028759j -0.00013575+0.000440413j -0.000132447-0.00109697j -0.000190279+0.00321128j -0.000352443-0.00190464j 0.000560234-0.000115052j 0.000395671+0.000486653j 0.000892208-0.00409197j 0.000229484-0.000121334j -0.000421236+0.00197874j 0.000661872+0.000939252j -0.000137701-0.000632213j 0.000107291-0.000852119j 0.000307375+0.000153666j 0.00140392-0.000687876j -0.00156835+0.000183111j 0.000267431-0.000168271j 7.03084e-05+0.0004465j 0.000507714-8.31047e-05j -2.41978e-05+0.000740658j -0.000162914-0.000237003j 
0.000778179-0.000900289j 0.000727586-0.00265888j 0.00175701-0.000117379j -0.0022943+0.00671299j 0.00650137-0.0029064j -0.00382961+0.00285459j -0.00715467-0.000150275j -0.00495445+0.00686848j 0.00123298+0.00031701j -0.0139126-0.00334404j 0.00755327-0.00522827j -0.00282886+0.00634857j 0.00511193-0.00438231j -0.00424231+0.00108996j 0.00761507-0.00277631j -0.00347926-0.000370979j 0.00193101+0.00320027j -0.00468161+0.00465411j -0.00314756+0.000350125j -0.0016021+0.00482169j 0.00115873-0.000500409j 0.00177836-0.00250244j 0.000320184-9.05526e-05j -0.00885767+0.000362026j 0.00690869-0.00316459j -0.000551483+0.0033713j -0.000265205-0.00349185j 0.000853533+0.00186531j -0.00141608-0.000105289j -0.00656343+0.00199318j -0.0091696+0.00215274j 0.00487623-0.000547797j 0.000153163+0.00312627j 0.000427008+0.000913827j 0.00150273-0.000648994j -0.00843912+2.26295e-05j 0.00313313+0.00249042j -0.00415754+0.00385949j -0.00630148+0.00147798j -0.00132894+0.00433754j -0.00196511+0.00226803j -0.00283481-0.00125385j -0.00182216-0.00590077j -0.00316685-0.0048542j 8.21978e-05-0.00623074j -0.000534782-0.00227039j -0.0028445+0.00416557j -0.000465732-0.00665887j 0.00195336-0.00279655j -0.00132529+0.00647071j -5.95909e-05+0.000837411j 0.000624073-0.00317049j 0.00143027+0.00574288j -0.000189641-0.0032315j 0.00110454-0.000854759j -0.000812295+0.0024813j 0.000721326-0.00766582j 0.00148765-0.00129103j 0.000736473+0.00527185j -0.00129667-0.00264596j 0.00110396-0.000600564j 0.00093401-0.00284246j -0.000124585-0.000509913j 0.00280311-0.00127573j -0.00304168+0.000519473j 0.00143152+0.000346496j 0.000459758-0.000252745j 0.000696532-0.000533505j -0.00134167+0.00280006j -0.000380239-0.00115276j 
0.000272891+0.000399033j 0.000883015-0.00263223j 0.0008826-0.000625206j 0.00173952-0.000623619j 0.00697588-0.000156992j 0.00719718-0.00292044j -0.00190474-0.00141946j -0.00731247+0.00432126j 0.00941743-0.00209359j -0.00106587+0.00200673j -0.0137916+0.0121888j -0.00212042-0.00158457j -0.000439096+0.000848123j 0.00696055-0.00440822j 0.000703371+0.00232464j -0.00375066+0.00577496j 0.00173718-0.00102289j -0.000499575-0.00109053j -0.00180701+0.00114689j -0.00316548-0.00562056j -0.00310258+0.00155144j -0.00858162+0.00766124j -0.00414709+0.00168107j -0.00297367-0.00217383j 0.00639138-0.00350073j 0.00839953-0.00686376j 0.00163216+0.0032621j 0.00178778+0.000481828j -0.00641951+0.0045415j 0.00016561-0.00026812j -0.00473521-0.00229531j 0.00635985+0.00661493j 0.00308659-0.000753244j 0.00107871-0.00177485j -0.000434704+0.00295086j -0.00607045+0.00201725j 0.00335945+0.00152851j 0.0135962-0.00884267j -0.00190113-0.00610691j 0.00842763-0.000639855j -0.00187849-0.00356242j 0.000755652-0.001109j -0.00162038+0.00421827j -0.000136904+0.000136621j -0.000189827-0.00333816j -0.000310155-0.00137543j 0.000570605-0.00368081j -0.00040714-0.0036689j -0.000285633-0.000421853j 0.000115419+0.00184667j 0.000422675-0.000449051j -0.00175609-0.00236049j -0.000281033+0.00428171j 0.00103459-0.00168609j -0.00109665+0.00287717j -0.000232814-0.000992118j 0.000585727-0.00555167j -0.000416106-0.00108167j 6.7685e-05+0.00146956j 0.000210221+0.000499133j -0.000769937+0.000944298j -0.000190647+0.0021228j 0.00059264-0.000145j 0.00153411-0.000798367j -0.00175656+0.000331851j -0.000153645+0.000145355j -0.000673909+2.09043e-05j -0.000969853+0.000108413j 0.000144115-0.00175203j 0.000298754+0.000527069j 
